NHK Trophy 2005,,,
Timing 0.75,7.00 6.75 7.75 7.25 7.25 7.25 5.00 7.00 7.00 8.75 - -,,7.05
Performance / Execution 0.50,6.75 7.00 7.75 7.00 7.25 7.50 5.75 7.50 7.50 8.75 - -,,7.10
Interpretation 0.50,6.75 7.00 8.00 7.00 7.25 7.00 5.75 7.50 7.50 8.50 - -,,7.00
Judges Total Program Component Score (factored),,,17.74
Deductions:,,,0.00
"",Total Total Total,,Total
Rank Name,NOC Segment Element Program  Component,,Deductions
"",Code Score Score Score (factored),,
"",= + +,,-
3 Jana KHOKHLOVA / Sergei NOVITSKI,RUS 30.21 15.72 14.49,,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 1S1 2.0 0.10,0 0 0 0 1 0 1 0 1 -1 - -,,2.10
2 1S2 1.3 0.06,1 0 0 0 0 0 1 0 0 0 - -,,1.36
3 1S3 1.3 0.06,1 0 0 0 0 0 0 1 0 0 - -,,1.36
4 1S4 2.0 0.10,0 0 -1 -1 0 0 1 1 0 1 - -,,2.10
5 2S1 2.6 0.12,0 -1 -2 0 1 0 1 0 1 -1 - -,,2.72
6 2S2 1.6 0.10,1 0 0 0 0 0 1 0 0 0 - -,,1.70
7 2S3 1.6 0.30,1 0 0 0 1 0 1 1 0 0 - -,,1.90
8 2S4 2.6 -0.12,0 0 -1 -1 0 -1 0 0 0 0 - -,,2.48
15.0,,,15.72
Program Components Factor,,,
Skating Skills 0.75,6.25 4.75 5.00 5.50 5.50 5.50 7.25 6.50 6.00 5.50 - -,,5.85
Timing 0.75,6.00 4.75 4.75 5.50 5.25 5.00 7.50 6.25 5.25 5.00 - -,,5.60
Performance / Execution 0.50,6.25 4.75 5.00 5.50 5.50 5.50 7.75 6.75 5.50 5.50 - -,,5.90
Interpretation 0.50,6.50 5.25 4.75 5.50 5.25 5.50 7.50 6.75 5.75 5.50 - -,,5.90
Judges Total Program Component Score (factored),,,14.49
Deductions:,,,0.00
NHK Trophy 2005,,,
ICE DANCING COMPULSORY DANCE,JUDGES DETAILS PER SKATER,,
"",Total Total Total,,Total
Rank Name,NOC Segment Element Program  Component,,Deductions
"",Code Score Score Score (factored),,
"",= + +,,-
4 Nozomi WATANABE / Akiyuki KIDO,JPN 29.50 15.56 13.94,,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 1S1 2.0 0.30,0 1 0 0 1 0 1 1 0 0 - -,,2.30
2 1S2 1.3 0.12,0 0 0 1 0 1 1 0 0 0 - -,,1.42
3 1S3 1.3 0.00,0 0 0 0 0 0 -1 0 0 -1 - -,,1.30
4 1S4 2.0 0.00,0 0 0 0 0 0 0 0 0 -1 - -,,2.00
5 2S1 2.6 0.24,1 0 0 -1 1 0 0 1 -1 -1 - -,,2.84
6 2S2 1.6 0.00,0 0 0 0 0 0 0 0 0 0 - -,,1.60
7 2S3 1.6 -0.10,0 0 0 0 0 0 -1 -1 0 -1 - -,,1.50
8 2S4 2.6 0.00,0 1 0 0 0 0 0 -1 0 0 - -,,2.60
15.0,,,15.56
Program Components Factor,,,
Skating Skills 0.75,6.00 5.50 5.75 5.50 5.25 5.75 5.75 6.50 5.75 5.25 - -,,5.70
Timing 0.75,5.50 5.25 5.75 5.50 5.25 5.50 5.25 6.25 5.50 5.00 - -,,5.40
Performance / Execution 0.50,5.75 5.25 5.50 5.50 5.50 5.75 5.25 6.25 5.75 5.25 - -,,5.55
Interpretation 0.50,5.75 5.50 5.50 5.75 5.25 5.75 5.50 6.25 5.75 5.00 - -,,5.65
Judges Total Program Component Score (factored),,,13.94
Deductions:,,,0.00
"",Total Total Total,,Total
Rank Name,NOC Segment Element Program  Component,,Deductions
"",Code Score Score Score (factored),,
"",= + +,,-
5 Chantal LEFEBVRE / Arseni MARKOV,CAN 29.04 15.04 14.00,,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 1S1 2.0 0.00,1 0 0 0 0 0 0 -1 -1 -1 - -,,2.00
2 1S2 1.3 0.12,1 0 0 0 1 0 0 1 0 1 - -,,1.42
3 1S3 1.3 -0.06,0 0 -1 0 0 -1 -1 0 0 0 - -,,1.24
4 1S4 2.0 0.10,1 1 0 0 0 0 0 0 -1 0 - -,,2.10
5 2S1 2.6 -0.24,0 0 0 -1 0 0 -1 -1 0 -1 - -,,2.36
6 2S2 1.6 0.00,0 0 0 0 1 0 0 0 0 0 - -,,1.60
7 2S3 1.6 0.00,0 0 -1 0 0 -1 0 0 -1 0 - -,,1.60
8 2S4 2.6 0.12,1 1 0 0 0 0 0 -1 0 0 - -,,2.72
15.0,,,15.04
Program Components Factor,,,
Skating Skills 0.75,6.25 5.75 5.50 5.75 5.75 4.50 5.25 6.25 4.50 5.50 - -,,5.75
Timing 0.75,6.00 5.50 5.50 5.75 5.50 4.25 5.00 6.00 4.50 5.75 - -,,5.55
Performance / Execution 0.50,5.75 5.75 5.50 5.50 5.50 4.50 4.75 6.50 4.50 5.00 - -,,5.45
Interpretation 0.50,5.75 5.75 5.75 5.75 5.75 4.75 5.00 6.25 4.50 6.00 - -,,5.60
Judges Total Program Component Score (factored),,,14.00
Deductions:,,,0.00
"",Total Total Total,,Total
Rank Name,NOC Segment Element Program  Component,,Deductions
"",Code Score Score Score (factored),,
"",= + +,,-
6 Anastasia GREBENKINA / Vazgen AZROJAN,ARM 29.03 15.08 13.95,,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 1S1 2.0 0.10,0 0 -1 0 1 0 1 0 0 0 - -,,2.10
2 1S2 1.3 0.06,0 1 -1 0 0 0 1 0 1 0 - -,,1.36
3 1S3 1.3 -0.06,0 0 0 1 0 -2 0 -1 0 -1 - -,,1.24
4 1S4 2.0 0.20,1 1 -1 1 0 0 0 0 1 -1 - -,,2.20
5 2S1 2.6 -0.12,0 0 -2 0 1 0 -1 -1 0 0 - -,,2.48
6 2S2 1.6 0.00,1 0 0 0 -1 0 0 0 0 0 - -,,1.60
7 2S3 1.6 -0.10,-1 0 -1 1 0 -2 -1 1 0 0 - -,,1.50
8 2S4 2.6 0.00,0 0 -2 1 0 0 0 -1 1 0 - -,,2.60
15.0,,,15.08
Program Components Factor,,,
Skating Skills 0.75,5.75 6.00 5.00 6.00 5.50 4.75 5.00 6.50 6.00 5.00 - -,,5.65
Timing 0.75,5.50 5.75 4.50 5.75 5.25 4.50 4.75 6.25 6.00 5.00 - -,,5.40
Performance / Execution 0.50,6.00 6.00 4.75 6.00 5.50 4.75 4.75 6.25 5.75 5.00 - -,,5.65
Interpretation 0.50,6.00 6.00 4.50 5.75 5.50 4.75 5.00 6.50 6.00 4.75 - -,,5.65
Judges Total Program Component Score (factored),,,13.95
Deductions:,,,0.00
NHK Trophy 2005,,,
ICE DANCING COMPULSORY DANCE,JUDGES DETAILS PER SKATER,,
"",Total Total Total,,Total
Rank Name,NOC Segment Element Program  Component,,Deductions
"",Code Score Score Score (factored),,
"",= + +,,-
7 Nora HOFFMANN / Attila ELEK,HUN 28.95 14.64 14.31,,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 1S1 2.0 0.00,0 0 -1 0 1 0 0 -1 -1 1 - -,,2.00
2 1S2 1.3 0.12,1 1 0 1 0 0 0 -1 0 1 - -,,1.42
3 1S3 1.3 -0.06,-1 0 0 0 0 0 -1 0 0 0 - -,,1.24
4 1S4 2.0 -0.20,0 1 -1 -1 0 -1 0 -2 -1 1 - -,,1.80
5 2S1 2.6 0.00,0 0 -1 0 1 0 0 -1 -1 1 - -,,2.60
6 2S2 1.6 0.00,0 1 0 0 0 0 0 0 0 1 - -,,1.60
7 2S3 1.6 -0.10,0 0 0 0 0 -1 -1 0 0 0 - -,,1.50
8 2S4 2.6 -0.12,1 0 -1 0 0 -1 0 -1 0 1 - -,,2.48
15.0,,,14.64
Program Components Factor,,,
Skating Skills 0.75,6.00 6.25 5.25 5.75 5.75 5.50 4.25 6.25 5.00 6.50 - -,,5.85
Timing 0.75,5.75 6.25 4.75 5.50 5.50 5.25 4.50 5.75 4.75 5.75 - -,,5.55
Performance / Execution 0.50,5.75 6.00 5.00 5.75 5.75 5.50 3.75 6.25 5.00 6.00 - -,,5.75
Interpretation 0.50,6.00 6.25 4.75 5.75 5.50 5.50 3.75 6.00 5.25 6.75 - -,,5.75
Judges Total Program Component Score (factored),,,14.31
Deductions:,,,0.00
"",Total Total Total,,Total
Rank Name,NOC Segment Element Program  Component,,Deductions
"",Code Score Score Score (factored),,
"",= + +,,-
8 Elena ROMANOVSKAYA / Alexander GRACHEV,RUS 27.57 14.08 13.49,,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 1S1 2.0 -0.30,-1 0 -1 0 -1 -1 1 -1 -1 -1 - -,,1.70
2 1S2 1.3 0.00,0 0 -1 1 -1 0 0 0 -1 -1 - -,,1.30
3 1S3 1.3 -0.06,0 0 -1 0 0 -2 -1 0 0 -1 - -,,1.24
4 1S4 2.0 0.00,-1 1 0 0 0 0 -1 1 0 -1 - -,,2.00
5 2S1 2.6 -0.12,0 0 -1 0 -1 -1 0 0 -1 -1 - -,,2.48
6 2S2 1.6 0.00,0 0 -1 0 -1 0 0 0 -1 0 - -,,1.60
7 2S3 1.6 -0.20,0 0 -1 0 -1 -2 -1 1 0 0 - -,,1.40
8 2S4 2.6 -0.24,0 0 0 0 0 -1 -1 -1 0 0 - -,,2.36
15.0,,,14.08
Program Components Factor,,,
Skating Skills 0.75,6.00 5.50 5.25 5.75 5.25 5.00 5.00 6.50 6.25 5.00 - -,,5.50
Timing 0.75,5.25 5.25 4.75 5.50 5.00 4.50 5.00 6.25 6.25 4.50 - -,,5.20
Performance / Execution 0.50,5.50 5.50 5.00 5.50 5.25 4.75 5.50 6.50 6.50 5.00 - -,,5.45
Interpretation 0.50,5.50 5.50 4.75 5.75 5.25 4.75 5.25 6.75 6.50 5.50 - -,,5.45
Judges Total Program Component Score (factored),,,13.49
Deductions:,,,0.00
"",Total Total Total,,Total
Rank Name,NOC Segment Element Program  Component,,Deductions
"",Code Score Score Score (factored),,
"",= + +,,-
9 Alexandra ZARETSKI / Roman ZARETSKI,ISR 26.47 14.04 12.43,,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 1S1 2.0 0.00,0 0 0 0 0 0 0 -1 -1 -1 - -,,2.00
2 1S2 1.3 -0.06,0 0 0 0 -1 0 0 -1 0 0 - -,,1.24
3 1S3 1.3 -0.06,0 0 -1 0 0 -1 -1 0 -1 0 - -,,1.24
4 1S4 2.0 -0.40,-1 0 -1 0 -1 -1 -1 -1 0 0 - -,,1.60
5 2S1 2.6 -0.24,0 0 -1 0 -1 -1 0 -1 -1 -1 - -,,2.36
6 2S2 1.6 -0.10,0 0 -1 0 -1 0 -1 0 0 0 - -,,1.50
7 2S3 1.6 -0.10,0 0 0 0 0 -1 -1 0 -1 -1 - -,,1.50
8 2S4 2.6 0.00,0 0 -2 0 0 0 0 -1 0 0 - -,,2.60
15.0,,,14.04
Program Components Factor,,,
Skating Skills 0.75,5.25 5.25 4.75 5.25 4.75 4.25 4.50 5.50 4.50 4.50 - -,,5.00
Timing 0.75,5.00 5.00 4.50 5.25 4.50 4.00 4.25 5.25 4.25 5.00 - -,,4.80
Performance / Execution 0.50,5.25 5.50 4.75 5.50 4.75 4.25 3.75 5.75 4.50 4.75 - -,,5.05
Interpretation 0.50,5.50 5.50 4.75 5.50 4.75 4.25 3.75 5.50 4.50 4.75 - -,,5.10
Judges Total Program Component Score (factored),,,12.43
Deductions:,,,0.00
NHK Trophy 2005,,,
ICE DANCING COMPULSORY DANCE,JUDGES DETAILS PER SKATER,,
"",Total Total Total,,Total
Rank Name,NOC Segment Element Program  Component,,Deductions
"",Code Score Score Score (factored),,
"",= + +,,-
10 Anna ZADOROZHNIUK / Sergei VERBILLO,UKR 26.41 14.08 12.33,,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 1S1 2.0 -0.20,-1 0 -1 -1 0 0 1 -1 -1 -1 - -,,1.80
2 1S2 1.3 0.00,0 0 0 0 -1 0 2 0 0 0 - -,,1.30
3 1S3 1.3 -0.12,-1 0 0 0 -1 -1 1 0 0 -1 - -,,1.18
4 1S4 2.0 0.10,-1 0 -1 0 0 0 1 1 0 0 - -,,2.10
5 2S1 2.6 -0.36,-1 0 -2 -1 0 -1 0 -1 -1 -1 - -,,2.24
6 2S2 1.6 0.10,0 1 0 0 -1 0 1 0 0 0 - -,,1.70
7 2S3 1.6 -0.20,-1 0 -1 0 -1 -1 1 0 0 -1 - -,,1.40
8 2S4 2.6 -0.24,0 0 -1 -1 0 -1 1 -1 0 -1 - -,,2.36
15.0,,,14.08
Program Components Factor,,,
Skating Skills 0.75,4.00 5.25 5.00 5.00 4.50 4.50 7.00 5.75 5.75 4.25 - -,,5.00
Timing 0.75,4.00 5.25 5.00 4.75 4.25 4.25 6.75 5.50 5.50 4.50 - -,,4.80
Performance / Execution 0.50,4.25 5.50 4.75 4.75 4.50 4.50 7.25 5.50 5.50 4.25 - -,,4.95
Interpretation 0.50,4.25 5.50 5.00 4.75 4.50 4.50 7.50 5.75 5.50 4.25 - -,,5.00
Judges Total Program Component Score (factored),,,12.33
Deductions:,,,0.00
"",Total Total Total,,Total
Rank Name,NOC Segment Element Program  Component,,Deductions
"",Code Score Score Score (factored),,
"",= + +,,-
11 Nakako TSUZUKI / Kenji MIYAMOTO,JPN 24.13 12.94 11.19,,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 1S1 2.0 -0.50,-1 0 -1 -1 -1 -1 -1 -2 0 -1 - -,,1.50
2 1S2 1.3 -0.18,0 0 0 -1 -1 0 -1 -1 -1 0 - -,,1.12
3 1S3 1.3 -0.18,-1 0 -1 -1 -1 -2 0 0 -1 -1 - -,,1.12
4 1S4 2.0 0.00,0 0 -1 0 0 0 0 0 0 -1 - -,,2.00
5 2S1 2.6 -0.36,0 0 -2 -1 -1 -2 0 -1 -1 -1 - -,,2.24
6 2S2 1.6 -0.20,-1 0 0 0 -1 0 -1 0 0 -1 - -,,1.40
7 2S3 1.6 -0.40,-1 0 -1 -1 -1 -2 -1 0 0 -1 - -,,1.20
8 2S4 2.6 -0.24,-1 0 -1 0 0 -1 -1 0 0 -1 - -,,2.36
15.0,,,12.94
Program Components Factor,,,
Skating Skills 0.75,4.25 5.25 4.75 4.50 4.50 4.25 4.50 5.50 4.25 4.00 - -,,4.60
Timing 0.75,4.00 5.00 4.75 4.25 4.00 3.00 4.25 5.25 4.00 4.00 - -,,4.30
Performance / Execution 0.50,4.25 5.00 4.50 4.75 4.25 4.00 4.00 5.50 4.50 4.25 - -,,4.45
Interpretation 0.50,4.25 5.25 4.50 4.50 4.25 4.00 4.50 5.25 4.25 3.75 - -,,4.55
Judges Total Program Component Score (factored),,,11.19
Deductions:,,,0.00
Printed: 01.12.2005 19:27:09,,,
