ISU GP Cancer.Net Skate America 2009,,,,
ICE DANCE COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,
Performance / Execution  0.50 6.50 6.50 6.50 6.75 6.50 6.50 6.75,,6.50 6.25,6.55,
Interpretation  0.50 6.50 6.25 6.25 6.50 6.25 6.75 7.25,,6.50 6.00,6.50,
Judges Total Program Component Score (factored),,,16.14,
Deductions:,,,0.00,
ISU GP Cancer.Net Skate America 2009,,,,
ICE DANCE COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
4 Alexandra ZARETSKI / Roman ZARETSKI ISR  8  31.93  16.28,,15.65,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  1.70  0.30 0 0 0 1 1 1 1,,0 2,2.00,
2 1S2  2.80  0.00 -1 0 -1 0 0 1 0,,0 0,2.80,
3 1S3  2.30  0.20 0 0 0 0 1 1 1,,0 1,2.50,
4 2S1  2.30  0.00 0 1 0 0 0 0 0,,0 1,2.30,
Info,,Info,,Info
5 2S2  3.40  0.28 0 1 0 1 0 0 1,,0 1,3.68,
6 2S3  3.00  0.00 0 0 0 1 0 0 0,,0 0,3.00,
15.50,,,16.28,
Program Components Factor,,,,
Skating Skills  0.75 6.00 6.50 6.25 6.50 6.50 6.25 6.75,,6.25 7.00,6.40,
Timing  0.75 5.75 6.25 5.75 6.00 6.00 6.00 6.25,,5.75 7.00,6.00,
Performance / Execution  0.50 6.00 6.25 6.25 6.75 6.50 6.50 6.50,,6.25 7.25,6.40,
Interpretation  0.50 6.25 6.00 6.00 6.50 6.25 6.50 6.50,,6.00 7.25,6.30,
Judges Total Program Component Score (factored),,,15.65,
Deductions:,,,0.00,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
5 Kimberly NAVARRO / Brent BOMMENTRE USA  4  30.19  16.10,,14.09,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  1.70  0.40 1 1 0 -1 1 1 1,,0 1,2.10,
2 1S2  2.80  0.00 0 0 0 0 0 1 0,,0 0,2.80,
3 1S3  2.30  0.00 1 0 0 0 0 0 0,,0 0,2.30,
4 2S1  2.30  0.20 0 1 0 -1 0 1 1,,0 0,2.50,
5 2S2  3.40  0.00 0 -1 0 0 0 0 0,,0 0,3.40,
6 2S3  3.00  0.00 0 0 0 0 0 0 0,,0 0,3.00,
15.50,,,16.10,
Program Components Factor,,,,
Skating Skills  0.75 6.00 5.75 5.50 5.50 5.75 6.00 5.75,,5.50 5.75,5.75,
Timing  0.75 5.50 5.50 5.25 5.00 5.50 6.25 5.25,,5.25 5.50,5.40,
Performance / Execution  0.50 5.75 5.25 5.75 5.50 5.75 6.50 5.75,,5.25 5.75,5.65,
Interpretation  0.50 6.00 5.50 5.75 5.50 6.00 6.25 5.50,,5.75 5.50,5.80,
Judges Total Program Component Score (factored),,,14.09,
Deductions:,,,0.00,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
6 Kristina GORSHKOVA / Vitali BUTIKOV RUS  5  29.32  14.92,,14.40,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  1.70  0.00 0 0 0 1 0 1 0,,-1 0,1.70,
2 1S2  2.80  0.00 0 0 0 0 0 0 0,,0 -1,2.80,
3 1S3  2.30 -0.20 0 -1 0 0 -1 -1 0,,-1 -1,2.10,
4 2S1  2.30 -0.10 -1 0 0 0 0 0 1,,-1 0,2.20,
5 2S2  3.40  0.00 0 0 0 0 0 0 1,,0 0,3.40,
6 2S3  3.00 -0.28 -1 0 0 0 -1 0 0,,-1 -1,2.72,
15.50,,,14.92,
Program Components Factor,,,,
Skating Skills  0.75 6.25 5.50 5.75 6.00 5.75 5.75 6.50,,5.00 5.50,5.85,
Timing  0.75 5.75 5.25 5.50 5.75 5.50 5.00 6.00,,4.00 5.25,5.55,
Performance / Execution  0.50 6.00 5.75 5.75 6.25 5.75 5.75 6.25,,5.25 5.75,5.90,
Interpretation  0.50 6.25 5.50 5.50 6.00 5.75 5.50 6.25,,4.75 5.50,5.80,
Judges Total Program Component Score (factored),,,14.40,
Deductions:,,,0.00,
ISU GP Cancer.Net Skate America 2009,,,,
ICE DANCE COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
7 Madison CHOCK / Greg ZUERLEIN USA  6  28.88  14.96,,13.92,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  1.70  0.30 1 2 1 1 0 -1 1,,0 0,2.00,
2 1S2  2.80 -0.42 -1 0 0 0 -1 -1 0,,-1 -1,2.38,
3 1S3  2.30  0.00 0 0 0 1 0 0 0,,0 0,2.30,
4 2S1  2.30  0.00 0 1 1 0 -1 0 1,,-1 0,2.30,
Info,,Info,,Info
5 2S2  3.40 -0.42 -1 -1 0 0 -1 -1 0,,-1 -1,2.98,
6 2S3  3.00  0.00 0 -1 0 0 0 0 0,,0 0,3.00,
15.50,,,14.96,
Program Components Factor,,,,
Skating Skills  0.75 6.00 5.75 6.00 5.75 5.25 5.00 6.00,,5.50 5.50,5.70,
Timing  0.75 5.75 5.25 5.50 6.00 4.75 5.00 6.00,,5.00 5.25,5.45,
Performance / Execution  0.50 6.00 5.50 5.75 5.75 5.00 5.00 6.25,,5.50 5.75,5.60,
Interpretation  0.50 5.50 5.75 6.00 5.50 5.25 5.00 6.25,,5.25 5.50,5.50,
Judges Total Program Component Score (factored),,,13.92,
Deductions:,,,0.00,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
8 Xiaoyang YU / Chen WANG CHN  3  27.43  14.96,,12.47,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  1.70  0.10 1 0 -1 0 0 1 0,,1 0,1.80,
2 1S2  2.80  0.00 1 0 0 0 0 1 0,,0 0,2.80,
3 1S3  2.30  0.00 0 0 0 0 0 0 0,,0 0,2.30,
4 2S1  2.30 -0.50 -1 -1 -1 -1 -1 0 0,,-1 -1,1.80,
5 2S2  3.40 -0.14 0 -1 0 -1 0 -1 0,,-1 0,3.26,
6 2S3  3.00  0.00 0 0 0 -1 0 0 0,,0 0,3.00,
15.50,,,14.96,
Program Components Factor,,,,
Skating Skills  0.75 5.25 5.25 4.75 5.25 5.00 5.25 5.25,,5.25 5.25,5.20,
Timing  0.75 5.00 4.50 4.50 5.00 4.50 5.00 4.75,,5.00 5.00,4.75,
Performance / Execution  0.50 5.50 5.00 4.75 5.50 4.75 5.00 5.25,,5.00 5.25,5.05,
Interpretation  0.50 5.50 5.00 4.75 5.25 4.75 5.75 5.25,,4.75 5.00,4.95,
Judges Total Program Component Score (factored),,,12.47,
Deductions:,,,0.00,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
9 Caitlin MALLORY / Kristjan RAND EST  1  26.89  14.46,,12.43,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  1.70 -0.10 0 -1 0 0 -2 0 0,,-1 0,1.60,
2 1S2  2.80 -0.28 0 -1 1 0 -1 -1 -1,,-1 0,2.52,
3 1S3  2.30  0.00 0 0 0 0 -1 0 -1,,0 0,2.30,
4 2S1  2.30 -0.10 -1 -1 0 0 -1 0 -1,,0 0,2.20,
5 2S2  3.40 -0.42 0 -1 0 0 -2 -1 -1,,-1 -1,2.98,
6 2S3  3.00 -0.14 -1 0 0 0 -1 -1 -1,,0 0,2.86,
15.50,,,14.46,
Program Components Factor,,,,
Skating Skills  0.75 5.00 5.25 5.25 5.25 4.50 5.25 5.00,,5.25 5.00,5.20,
Timing  0.75 4.75 4.00 4.75 5.25 3.75 4.75 4.75,,4.25 4.50,4.60,
Performance / Execution  0.50 5.00 5.00 4.75 5.50 4.75 5.00 5.25,,5.25 5.00,5.05,
Interpretation  0.50 5.25 5.00 5.00 5.50 4.50 5.25 5.00,,5.00 4.75,5.10,
Judges Total Program Component Score (factored),,,12.43,
Deductions:,,,0.00,
ISU GP Cancer.Net Skate America 2009,,,,
ICE DANCE COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
10 Zoe BLANC / Pierre-Loup BOUQUET FRA  2  24.39  12.78,,11.61,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  1.70 -0.20 0 -1 -1 0 0 0,-1,0 1,1.50,
2 1S2  2.80 -0.70 -1 -1 -1 0 -1 -1,-2,-1 -1,2.10,
3 1S3  2.30 -0.40 0 0 -1 -1 -1 -1,-1,-1 0,1.90,
4 2S1  2.30 -0.30 0 -1 -1 0 0 -1,-1,0 0,2.00,
"",,,,Info
5 2S2  3.40 -0.56 0 -1 -1 -1 0 -1,-1,-1 -1,2.84,
6 2S3  3.00 -0.56 0 0 -1 -1 -1 -1,-1,-1 0,2.44,
15.50,,,12.78,
Program Components Factor,,,,
Skating Skills  0.75 5.00 5.00 4.50 4.75 5.00 4.50,3.75,5.00 5.00,4.80,
Timing  0.75 5.25 4.75 4.00 5.00 4.75 4.00,4.00,4.50 4.75,4.40,
Performance / Execution  0.50 5.00 4.75 4.50 5.00 5.00 4.75,4.25,4.75 5.00,4.75,
Interpretation  0.50 5.25 5.00 4.25 5.00 4.75 4.50,4.50,4.50 4.75,4.65,
Judges Total Program Component Score (factored),,,11.61,
Deductions:,,,0.00,
Printed: 11/13/2009  4:09:03PM,,,,
