ISU GP NHK Trophy 2017,,,
7 RoLi3 4.00 0.77 1,2 1 1 1 1 1 2 2,,4.77
8 DiSt2 5.60 0.47 -1,0 0 1 0 0 0 2 2,,6.07
9 ChLi1 1.00 0.90 0,2 0 1 1 2 1 3 2,,1.90
37.40,,,45.07
Program Components Factor,,,
Skating Skills 1.20 7.50,7.75 7.50 8.00 8.00 7.75 7.75 8.50 8.00,,7.82
Transitions 1.20 7.50,7.75 7.75 7.75 8.25 7.50 7.50 8.75 7.75,,7.75
Performance 1.20 7.75,8.25 7.50 8.00 8.25 7.50 7.75 8.75 8.00,,7.93
Composition 1.20 7.50,8.25 8.00 8.25 8.50 8.00 7.75 9.00 8.25,,8.14
Interpretation of the Music/Timing 1.20 7.25,8.00 7.75 8.00 8.25 7.75 7.50 9.00 8.00,,7.89
Judges Total Program Components Score (factored),,,47.44
Deductions:,,,0.00
Choreography restriction: (1 of 10),,,
"",Total Total Total,,
Rank Name Nation,Starting Segment Element Program,,Deductions
"",Number Score Score Component,,
"",= + Score (factorized),,-
10 Misato KOMATSUBARA / Timothy KOLETO JPN,1 78.58 41.33 39.25,,2.00
"# Executed Info Base GOE J1",J2 J3 J4 J5 J6 J7 J8 J9,,Ref Scores of
Elements Value,,,Panel
1 ChSp1 1.00 0.50 0,1 1 1 0 2 0 1 1,,1.50
2 SeSt2 5.60 0.16 0,0 0 0 0 -1 0 1 1,,5.76
3 CuLi4 4.50 0.69 1,1 1 1 1 1 1 2 2,,5.19
4 STw4 6.60 0.26 1,1 0 0 0 1 0 1 0,,6.86
5 RoLi4 4.50 0.60 1,1 1 1 1 1 1 1 1,,5.10
6 CoSp4 5.60 0.43 0,1 1 1 0 1 0 1 2,,6.03
7 SlLi4 4.50 0.60 0,1 1 1 1 1 1 1 2,,5.10
8 DiSt1 4.10 0.09 0,1 0 0 0 0 0 0 1,,4.19
9 ChLi1 1.00 0.60 -2,1 1 1 1 0 1 1 2,,1.60
37.40,,,41.33
Program Components Factor,,,
Skating Skills 1.20 6.50,6.75 6.50 6.50 6.75 7.00 6.50 6.75 7.00,,6.68
Transitions 1.20 6.25,6.50 6.00 6.25 6.50 6.50 6.25 6.00 7.00,,6.32
Performance 1.20 6.50,7.00 6.00 6.75 7.00 6.75 6.50 6.75 7.25,,6.75
Composition 1.20 6.00,6.75 6.50 7.00 6.50 6.75 6.50 6.50 7.00,,6.64
Interpretation of the Music/Timing 1.20 5.25,6.50 6.00 6.00 6.50 6.50 6.25 6.50 7.25,,6.32
Judges Total Program Components Score (factored),,,39.25
Deductions: Music requirements:  -2.00,,,-2.00
Choreography restriction: (1 of 10),,,
Music requirements: (7 of 10) -2.00,-2.00 -2.00 -2.00 -2.00 -2.00,,-2.00
