ISU Four Continents Championships 2013,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Skating Skills  2.00 7.50 7.50,7.50,7.00 8.00 7.75 8.00,,7.50 7.75,7.64,
Transition / Linking Footwork  2.00 6.25 6.50,7.00,6.50 7.25 7.25 7.75,,6.75 6.25,6.79,
Performance / Execution  2.00 7.00 7.00,7.00,7.50 8.00 8.00 8.25,,7.50 7.50,7.50,
Choreography / Composition  2.00 6.75 7.00,7.25,7.00 7.75 7.50 8.00,,7.25 6.50,7.21,
Interpretation  2.00 7.00 6.75,7.00,7.00 7.75 7.50 8.00,,7.00 6.75,7.14,
Judges Total Program Component Score (factored),,,,,72.56,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge",,,,,,
ISU Four Continents Championships 2013,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
3 Yuzuru HANYU JPN,19,158.73  76.95,,81.78,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4T  10.30  2.14 2 2,2,1 3 2 2,,3 2,12.44,
2 2S  1.30  0.00 0 0,-1,0 0 0 0,,0 0,1.30,
3 3F e  5.30 -0.40 0 -1,0,-1 0 -1 -1,,0 -1,4.90,
4 FCCoSp4  3.50  0.71 1 2,1,1 2 2 1,,1 2,4.21,
"",,Info,,,,Info
5 StSq3  3.30  0.79 1 1,1,1 2 2 2,,2 2,4.09,
6 3A+2T  10.78 x -0.14 0 -1,0,-1 1 0 0,,0 0,10.64,
7 3A+2T+2T  12.21 x  0.57 1 2,0,0 1 0 0,,1 1,12.78,
8 3Lo  5.61 x  0.40 1 1,0,0 1 1 0,,1 0,6.01,
9 3Lz+2T  8.03 x  0.60 1 1,0,0 1 1 1,,2 1,8.63,
10 1Lz  0.66 x -0.04 0 -1,-1,0 0 0 -1,,0 -1,0.62,
11 ChSq1  2.00  1.40 1 2,2,0 2 2 2,,3 3,3.40,
12 CCoSp4  3.50  0.57 1 1,1,0 1 2 1,,1 2,4.07,
13 FCSSp4  3.00  0.86 1 2,1,0 2 2 2,,2 2,3.86,
69.49,,,,,76.95,
Program Components Factor,,,,,,
Skating Skills  2.00 8.25 8.00,8.50,8.50 8.25 8.25 8.50,,8.75 8.50,8.39,
Transition / Linking Footwork  2.00 8.00 7.25,7.75,8.00 8.25 8.50 8.00,,8.50 8.00,8.07,
Performance / Execution  2.00 8.00 7.50,7.50,8.50 8.00 8.25 7.50,,8.75 8.25,8.00,
Choreography / Composition  2.00 8.00 7.50,7.75,8.75 8.50 8.25 8.25,,9.25 8.50,8.29,
Interpretation  2.00 8.00 7.25,8.00,8.50 8.25 8.25 7.75,,9.00 8.25,8.14,
Judges Total Program Component Score (factored),,,,,81.78,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
4 Richard DORNBUSH USA,18,151.03  75.39,,75.64,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4T+2T  11.60  1.00 2 0,1,1 1 1 1,,1 1,12.60,
2 4T  10.30 -2.29 -1 -2,-2,-3 -3 -2 -2,,-2 -3,8.01,
3 3A  8.50  0.86 1 0,1,1 1 1 1,,1 0,9.36,
4 StSq3  3.30  0.64 2 0,1,1 2 1 1,,2 1,3.94,
5 CCoSp4  3.50  0.64 2 0,1,1 1 2 1,,1 2,4.14,
6 3Lz+3T  11.11 x  0.10 1 -1,0,1 1 1 -1,,0 -1,11.21,
7 1A  1.21 x -0.03 0 0,-1,0 0 0 -1,,0 0,1.18,
8 3Lo  5.61 x  0.40 0 0,1,1 1 1 0,,1 0,6.01,
9 CSSp4  3.00  0.36 1 0,1,1 1 1 0,,0 1,3.36,
10 3F  5.83 x  0.30 0 0,0,0 1 1 1,,0 1,6.13,
11 3S  4.62 x -0.70 -1 -1,-1,-1 -1 -1 -1,,-1 -1,3.92,
12 ChSq1  2.00  0.60 2 0,1,1 1 1 0,,1 1,2.60,
13 FCCoSp2  2.50  0.43 1 0,1,1 1 1 0,,1 1,2.93,
73.08,,,,,75.39,
Program Components Factor,,,,,,
Skating Skills  2.00 7.75 8.25,8.00,7.50 8.00 7.50 6.75,,8.00 7.50,7.75,
Transition / Linking Footwork  2.00 8.00 8.00,7.50,7.25 7.25 7.50 6.75,,7.75 7.00,7.46,
Performance / Execution  2.00 8.25 8.00,7.50,7.25 7.75 7.50 6.50,,7.50 7.50,7.57,
Choreography / Composition  2.00 8.50 8.25,7.25,7.00 7.50 7.50 6.50,,7.75 7.25,7.50,
Interpretation  2.00 8.50 8.00,7.25,7.25 7.75 7.75 6.75,,7.75 7.00,7.54,
Judges Total Program Component Score (factored),,,,,75.64,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU Four Continents Championships 2013,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
5 Han YAN CHN,20,150.14  75.78,,75.36,-1.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3A+3T  12.60  2.43 3 2,2,2 3 3 0,,2 3,15.03,
2 4T< <  7.20 -3.00 -3 -3,-3,-3 -3 -3 -3,,-3 -3,4.20,
3 3F  5.30  1.00 2 2,1,2 1 2 0,,1 1,6.30,
4 3Lz+2T  7.30  0.50 2 0,1,1 1 2 0,,0 0,7.80,
"",,Info,,,,Info
5 CSSp3  2.60  0.57 1 1,2,1 2 1 1,,1 1,3.17,
6 StSq2  2.60  0.50 2 1,1,1 1 1 0,,1 1,3.10,
7 3F+2T+2Lo  9.24 x  0.80 1 1,1,1 1 2 0,,1 2,10.04,
8 FCSp3  2.80  0.00 0 1,0,0 0 0 0,,-1 0,2.80,
9 3Lo  5.61 x -1.00 -1 -2,-1,-2 -1 -2 -1,,-2 -1,4.61,
10 3Lz  6.60 x  0.80 2 1,1,1 1 2 0,,0 2,7.40,
11 3S  4.62 x  0.90 2 2,1,2 1 1 0,,1 1,5.52,
12 ChSq1  2.00  0.60 2 1,1,1 1 1 0,,-1 1,2.60,
13 CCoSp3  3.00  0.21 1 0,1,1 1 0 0,,0 0,3.21,
71.47,,,,,75.78,
Program Components Factor,,,,,,
Skating Skills  2.00 8.50 7.25,7.50,8.00 7.50 8.00 8.00,,7.75 8.00,7.82,
Transition / Linking Footwork  2.00 8.00 7.00,7.25,7.25 7.25 7.00 7.75,,7.00 7.75,7.32,
Performance / Execution  2.00 8.00 6.75,7.50,7.75 7.50 7.75 7.75,,7.50 7.50,7.61,
Choreography / Composition  2.00 8.25 6.75,7.75,7.50 7.75 7.25 8.00,,7.25 7.50,7.57,
Interpretation  2.00 8.25 6.50,7.50,7.25 7.00 7.25 7.75,,7.50 7.25,7.36,
Judges Total Program Component Score (factored),,,,,75.36,
Deductions: Falls: -1.00,,,,,-1.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
6 Nan SONG CHN,23,147.30  74.72,,72.58,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4T  10.30 -1.00 -1 -1,-1,0 -1 -1 -1,,-1 -2,9.30,
2 3A+3T  12.60  0.00 0 0,-1,0 0 0 1,,0 0,12.60,
3 3A  8.50 -0.43 0 0,-1,0 -1 -1 0,,0 -1,8.07,
4 StSq3  3.30  0.50 1 2,0,0 2 1 1,,2 0,3.80,
5 FCCoSp4  3.50  0.29 0 1,0,0 1 2 1,,1 0,3.79,
6 3Lz+2T+1Lo  8.58 x  0.00 0 1,-1,0 0 0 0,,0 0,8.58,
7 3F e  5.83 x -1.00 -1 -1,-2,0 -1 -2 -2,,-1 -3,4.83,
8 3Lo  5.61 x -0.10 0 0,-1,0 0 0 0,,0 -1,5.51,
9 FCSSp4  3.00  0.07 0 1,0,0 1 0 0,,0 0,3.07,
10 2A+2T  5.06 x  0.00 0 1,0,0 0 0 0,,0 -1,5.06,
11 ChSq1  2.00  0.40 0 3,0,0 1 0 1,,2 0,2.40,
12 3S  4.62 x -0.70 -1 -1,-1,-1 -1 -1 -1,,-1 -2,3.92,
13 CCoSp4  3.50  0.29 0 1,0,0 1 1 1,,1 0,3.79,
76.40,,,,,74.72,
Program Components Factor,,,,,,
Skating Skills  2.00 8.25 8.50,5.75,6.50 7.50 7.00 7.75,,7.25 7.00,7.32,
Transition / Linking Footwork  2.00 8.00 7.75,5.50,6.00 7.25 6.75 7.50,,7.75 6.75,7.11,
Performance / Execution  2.00 8.25 8.00,5.75,6.50 7.25 7.25 8.00,,7.50 7.00,7.36,
Choreography / Composition  2.00 8.25 8.25,6.00,6.25 7.50 7.25 7.75,,7.75 6.75,7.36,
Interpretation  2.00 7.75 8.25,5.75,6.25 7.00 7.00 7.75,,7.50 6.75,7.14,
Judges Total Program Component Score (factored),,,,,72.58,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge",,,,,,
ISU Four Continents Championships 2013,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
7 Ross MINER USA,13,140.35  68.77,,72.58,-1.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 1S  0.40 -0.30 -3 -3,-3,-3 -3 -3 -3,,-3 -3,0.10,
2 3A+2T  9.80  1.00 0 0,1,1 1 1 1,,2 2,10.80,
3 1A  1.10  0.00 0 -1,0,0 0 0 0,,0 0,1.10,
4 FSSp2  2.30  0.03 0 0,0,0 0 -1 1,,1 -1,2.33,
"",,Info,,,,Info
5 3Lz+3T  10.10  0.20 0 0,1,1 -1 1 -1,,0 1,10.30,
6 StSq3  3.30  0.57 0 1,1,2 1 1 1,,2 1,3.87,
7 3Lz+1Lo+3S  11.77 x  0.90 0 1,2,2 1 1 1,,2 1,12.67,
8 CCoSp4  3.50  0.36 0 1,1,1 1 0 1,,0 1,3.86,
9 3Lo  5.61 x  0.70 0 1,1,1 1 1 1,,2 1,6.31,
10 3F  5.83 x  0.80 0 1,1,1 1 1 1,,2 2,6.63,
11 ChSq1  2.00  0.60 0 0,1,1 1 1 1,,1 1,2.60,
12 2A  3.63 x  0.50 0 1,1,1 1 1 1,,1 1,4.13,
13 FCCoSp4  3.50  0.57 0 1,2,1 1 1 1,,2 1,4.07,
62.84,,,,,68.77,
Program Components Factor,,,,,,
Skating Skills  2.00 7.75 7.25,7.50,7.50 7.50 6.75 7.25,,7.50 7.50,7.43,
Transition / Linking Footwork  2.00 7.50 6.50,7.25,7.00 7.25 6.25 7.00,,7.50 7.00,7.07,
Performance / Execution  2.00 7.75 6.75,7.00,7.25 7.00 6.50 7.25,,7.75 7.25,7.18,
Choreography / Composition  2.00 7.75 7.00,7.25,7.50 7.50 6.50 7.00,,7.50 7.50,7.32,
Interpretation  2.00 7.75 7.00,7.25,7.50 7.25 6.25 7.00,,7.50 7.50,7.29,
Judges Total Program Component Score (factored),,,,,72.58,
Deductions: Falls: -1.00,,,,,-1.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
8 Daisuke TAKAHASHI JPN,22,140.15  58.81,,82.34,-1.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4T< <  7.20 -2.57 -3 -2,-3,-3 -3 -1 -2,,-3 -2,4.63,
2 4T<+2T <  8.50 -2.57 -3 -1,-3,-3 -3 -1 -2,,-3 -3,5.93,
3 3A  8.50 -1.43 -1 -1,-2,-1 -2 -2 -1,,-2 -1,7.07,
4 FCCoSp4  3.50  0.50 1 1,1,1 1 0 1,,2 1,4.00,
5 StSq4  3.90  1.70 3 2,2,2 3 1 3,,2 3,5.60,
6 LSp3  2.40  0.43 1 2,1,0 1 1 1,,0 1,2.83,
7 3A<+SEQ <  5.28 x -3.00 -3 -3,-3,-3 -3 -3 -3,,-3 -3,2.28,
8 3Lo  5.61 x -0.20 0 0,0,-1 -1 0 0,,0 -1,5.41,
9 3S  4.62 x  0.40 1 1,1,0 0 0 2,,0 1,5.02,
10 3Lz< <  4.62 x -1.80 -3 -2,-3,-3 -3 -2 -2,,-3 -2,2.82,
11 3F  5.83 x -0.20 0 -1,0,-1 0 0 0,,-1 1,5.63,
12 ChSq1  2.00  1.30 1 2,3,1 1 1 3,,2 3,3.30,
13 CCoSp4  3.50  0.79 2 2,2,1 1 0 1,,2 2,4.29,
65.46,,,,,58.81,
Program Components Factor,,,,,,
Skating Skills  2.00 8.50 8.25,8.75,8.00 8.25 8.75 8.25,,8.25 8.00,8.32,
Transition / Linking Footwork  2.00 8.50 8.25,8.00,7.75 8.00 8.50 8.50,,8.25 7.75,8.18,
Performance / Execution  2.00 8.00 7.75,7.50,8.00 7.00 9.00 8.00,,8.50 8.00,7.96,
Choreography / Composition  2.00 8.75 8.00,8.25,7.75 7.50 9.00 8.50,,8.25 8.25,8.25,
Interpretation  2.00 9.00 8.25,8.75,7.75 7.75 8.75 8.75,,8.50 8.50,8.46,
Judges Total Program Component Score (factored),,,,,82.34,
Deductions: Falls: -1.00,,,,,-1.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU Four Continents Championships 2013,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
9 Takahito MURA JPN,15,140.05  70.05,,70.00,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4T  10.30  0.29 0 -1,0,0 1 0 1,,0 1,10.59,
2 3Lz+3T  10.10  0.60 0 1,1,1 2 1 1,,0 1,10.70,
3 3A  8.50  0.00 0 -1,-1,0 1 0 0,,0 1,8.50,
4 CCSp3  2.80  0.43 1 0,1,1 1 1 1,,0 1,3.23,
"",,Info,,,,Info
5 3Lo  5.10 -0.60 -1 -1,-1,-1 0 -1 -1,,0 -1,4.50,
6 3A+2T  10.78 x  0.00 -1 0,0,0 0 0 1,,0 0,10.78,
7 StSq3  3.30  0.43 1 1,1,1 1 1 1,,0 0,3.73,
8 3S  4.62 x  0.60 1 1,1,1 1 1 2,,0 0,5.22,
9 CCoSp4  3.50  0.00 0 0,0,0 0 0 0,,0 0,3.50,
10 1Lz  0.66 x -0.09 -2 -1,-1,0 -1 0 0,,-1 -2,0.57,
11 3F e  5.83 x -1.60 -3 -2,-2,-3 -2 -2 -2,,-1 -3,4.23,
12 FSSp2  2.30  0.00 0 0,0,-1 0 0 0,,0 0,2.30,
13 ChSq1  2.00  0.20 0 0,0,0 1 1 1,,0 -2,2.20,
69.79,,,,,70.05,
Program Components Factor,,,,,,
Skating Skills  2.00 6.75 7.00,7.25,7.25 7.75 7.50 7.50,,8.00 7.25,7.36,
Transition / Linking Footwork  2.00 6.50 6.25,6.75,6.25 7.25 7.00 7.00,,7.50 6.00,6.71,
Performance / Execution  2.00 7.00 6.50,7.00,6.75 7.50 7.00 7.25,,7.75 7.25,7.11,
Choreography / Composition  2.00 6.25 6.50,7.25,6.75 7.75 7.25 7.25,,7.75 6.25,7.00,
Interpretation  2.00 6.75 6.25,6.75,6.50 7.50 7.00 7.00,,7.75 6.25,6.82,
Judges Total Program Component Score (factored),,,,,70.00,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
10 Misha GE UZB,12,131.45  64.09,,68.36,-1.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3A<< <<  3.30 -1.43 -3 -3,-3,-3 -3 -2 -3,,-2 -3,1.87,
2 3F+2T  6.60  0.00 0 0,1,0 0 0 0,,0 0,6.60,
3 3Lz+2T+2Lo  9.10  0.20 0 1,0,0 0 1 1,,0 0,9.30,
4 3Lz  6.00 -0.60 -1 -1,-1,-1 0 0 -1,,-1 -1,5.40,
5 3Lo  5.10  0.00 0 0,0,0 0 0 0,,0 0,5.10,
6 CCSp4  3.20  0.36 2 0,1,0 1 1 1,,1 0,3.56,
7 3F  5.83 x  0.30 0 0,1,0 0 1 1,,0 1,6.13,
8 3S+3T  9.13 x  0.60 0 1,1,1 1 1 1,,0 1,9.73,
9 2A  3.63 x  0.00 -1 1,0,0 0 0 0,,0 0,3.63,
10 CCoSp4  3.50  0.43 1 0,0,1 1 1 1,,1 1,3.93,
11 StSq2  2.60  0.57 1 1,1,2 1 0 1,,2 1,3.17,
12 FSSp2  2.30  0.07 0 1,0,0 0 0 0,,1 0,2.37,
13 ChSq1  2.00  1.30 2 2,1,2 2 2 1,,2 2,3.30,
62.29,,,,,64.09,
Program Components Factor,,,,,,
Skating Skills  2.00 6.25 6.50,5.75,7.25 6.75 8.00 6.50,,5.75 6.25,6.46,
Transition / Linking Footwork  2.00 6.50 6.50,6.00,7.75 6.75 7.50 6.25,,6.00 5.75,6.50,
Performance / Execution  2.00 6.50 7.25,6.25,8.00 7.00 8.25 6.75,,6.50 6.00,6.89,
Choreography / Composition  2.00 6.75 7.00,6.75,8.50 7.00 8.25 6.75,,6.75 6.50,7.04,
Interpretation  2.00 7.25 7.25,6.50,8.50 7.25 8.25 7.00,,7.00 7.00,7.29,
Judges Total Program Component Score (factored),,,,,68.36,
Deductions: Music violation: -1.00,,,,,-1.00,
Music violation: -1.00 -1.00,-1.00,-1.00 -1.00,,-1.00,-1.00,
"<<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU Four Continents Championships 2013,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Starting,,Total Total,,Total,Total,
Rank Name Nation Number,,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
11 Andrei ROGOZINE CAN  16,,131.41  64.63,,66.78,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3A+3T  12.60  1.14 1 1 1,,1 2 1 0,,2 1,13.74,
2 3A  8.50 -0.14 -1 -1 0,,0 0 0 0,,0 0,8.36,
3 3S<< <<  1.30 -0.60 -3 -3 -3,,-3 -3 -3 -3,,-3 -3,0.70,
4 3F  5.30  0.30 0 1 1,,0 1 0 0,,1 0,5.60,
"",,Info,,,,Info
5 FSSp4  3.00  0.50 1 1 1,,2 1 1 0,,1 1,3.50,
6 StSq2  2.60  0.50 1 1 1,,1 1 1 0,,1 1,3.10,
7 3Lz e  6.60 x -0.90 -1 -2 -1,,-2 -1 -2 -1,,-1 0,5.70,
8 3Lo  5.61 x -0.60 -1 -1 -1,,-1 -1 0 -1,,0 -1,5.01,
9 2F+2T+2T  4.84 x  0.00 0 0 0,,0 0 0 0,,0 0,4.84,
10 2A+2A+SEQ  5.81 x -0.43 -1 -1 -1,,-1 -1 0 -1,,-1 0,5.38,
11 CCoSp4  3.50  0.00 0 0 1,,0 0 0 0,,0 0,3.50,
12 ChSq1  2.00  0.20 0 0 1,,0 0 0 0,,1 1,2.20,
13 FCCoSp3  3.00  0.00 0 0 1,,0 0 0 0,,0 0,3.00,
64.66,,,,,64.63,
Program Components Factor,,,,,,
Skating Skills  2.00 6.75 6.75 7.00,,6.75 6.50 6.75 7.75,,7.00 6.75,6.82,
Transition / Linking Footwork  2.00 6.50 6.50 7.25,,6.50 6.00 6.50 7.75,,6.50 6.50,6.61,
Performance / Execution  2.00 6.50 6.25 7.00,,6.75 6.50 6.75 7.75,,6.50 6.50,6.64,
Choreography / Composition  2.00 6.75 6.50 7.25,,6.50 6.00 6.50 7.75,,6.75 6.75,6.71,
Interpretation  2.00 6.50 6.25 7.00,,6.50 6.25 6.50 7.50,,6.75 6.75,6.61,
Judges Total Program Component Score (factored),,,,,66.78,
Deductions:,,,,,0.00,
"<<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge",,,,,,
Starting,,Total Total,,Total,Total,
Rank Name Nation Number,,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
12 Christopher CALUZA PHI  10,,128.26  62.56,,65.70,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3Lz+3Lo< <  9.60 -0.50 -1 -1 -1,,-1 0 0 -1,,-1 0,9.10,
2 3S  4.20  0.50 0 1 1,,0 0 1 1,,1 1,4.70,
3 2A  3.30  0.43 0 1 1,,1 1 1 1,,0 1,3.73,
4 SSp2  1.60  0.29 0 1 1,,0 0 1 0,,1 1,1.89,
5 StSq2  2.60  0.57 0 1 1,,1 2 1 1,,2 1,3.17,
6 FCCoSp4  3.50  0.07 0 0 0,,1 0 1 -1,,0 0,3.57,
7 3T< <  3.19 x -0.70 -1 -1 -1,,-2 -1 -1 -1,,-1 -1,2.49,
8 3Lo+2T+2Lo  9.02 x  0.90 0 1 2,,1 2 1 2,,1 1,9.92,
9 3F e  5.83 x -1.10 -1 -2 -1,,-2 -1 -2 -2,,-2 -1,4.73,
10 2A  3.63 x  0.21 0 0 1,,0 1 0 1,,0 1,3.84,
11 3Lz+2T  8.03 x  0.70 0 1 1,,1 1 1 1,,1 1,8.73,
12 ChSq1  2.00  1.40 1 2 2,,3 2 2 2,,2 2,3.40,
13 CCoSp3  3.00  0.29 0 1 1,,0 1 1 0,,1 0,3.29,
59.50,,,,,62.56,
Program Components Factor,,,,,,
Skating Skills  2.00 7.00 6.00 6.25,,6.25 6.25 6.25 5.75,,6.50 6.75,6.32,
Transition / Linking Footwork  2.00 6.50 5.75 6.50,,7.00 6.25 6.25 6.50,,6.25 6.50,6.39,
Performance / Execution  2.00 6.50 6.00 7.50,,6.75 7.00 6.75 6.00,,7.25 7.00,6.75,
Choreography / Composition  2.00 6.75 5.75 6.75,,6.75 6.50 6.75 6.25,,6.75 6.75,6.64,
Interpretation  2.00 7.00 6.00 6.25,,7.25 7.00 6.75 6.00,,7.25 7.00,6.75,
Judges Total Program Component Score (factored),,,,,65.70,
Deductions:,,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge",,,,,,
ISU Four Continents Championships 2013,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
13 Yi WANG CHN,7,126.77  67.49,,59.28,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4T+2T  11.60  0.86 1 0,1,0 2 1 1,,1 1,12.46,
2 4T  10.30 -2.00 -2 -2,-2,-2 -2 -2 -2,,-2 -2,8.30,
3 3Lo  5.10  0.40 1 0,1,0 1 2 0,,0 1,5.50,
4 FCSp4  3.20  0.29 1 1,0,0 1 0 1,,1 0,3.49,
"",,Info,,,,Info
5 StSq3  3.30  0.64 1 2,1,1 1 2 2,,1 1,3.94,
