Cup of China,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Transition / Linking Footwork  1.60 5.25 5.00 5.75,,6.25,6.00 6.25 5.50 6.25,,6.25 6.00 - -,5.75
Performance / Execution  1.60 5.25 5.75 6.25,,6.00,5.75 6.25 5.75 6.50,,6.50 6.25 - -,5.90
Choreography / Composition  1.60 5.75 5.75 6.00,,6.25,6.00 6.50 6.00 6.75,,6.50 6.50 - -,6.00
Interpretation  1.60 5.75 6.25 6.25,,6.00,5.75 6.75 5.75 6.75,,6.50 6.50 - -,6.00
Judges Total Program Component Score (factored),,,,,,47.92
Deductions: Falls: -2.00,,,,,,-2.00
"e  Jump take off with wrong edge x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
Cup of China,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,,Total Total,,Total,Total
NOC,,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
Code,,,Score Score,,Score (factored),
"",,,= +,,+,-
3 Jessica MILLER / Ian MORAM CAN,,,86.84  46.72,,43.12,3.00
"# Executed Base GOE",,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 2A+COMBO  3.50 -2.50 -3 -3 -3,,-3,-3 -3 -3 -3,,-3 -3 - -,1.00
2 5ALi2  5.50  0.14 0 0 0,,0,1 1 0 1,,0 0 - -,5.64
3 4STh  8.00 -2.00 -3 -3 -3,,-3,-3 -3 -3 -3,,-3 -3 - -,6.00
4 2LzTw2  3.50  0.10 0 0 0,,0,1 1 0 1,,1 0 - -,3.60
5 2T  1.30 -0.84 -2 -3 -2,,-3,-3 -3 -3 -2,,-3 -3 - -,0.46
6 SlSt2  2.30  0.00 0 0 0,,0,0 0 0 0,,1 0 - -,2.30
7 3LoTh  5.50 x -0.14 0 -1 0,,0,-1 -1 0 0,,0 -1 - -,5.36
8 SpSq3  3.10  0.00 0 0 0,,0,0 0 -1 0,,0 0 - -,3.10
9 FCCoSp3  3.00  0.00 0 0 0,,0,0 0 0 1,,1 0 - -,3.00
10 5SLi4  6.00  0.04 -1 0 -1,,1,1 0 0 0,,0 -1 - -,6.04
11 PCoSp1  3.00 -0.18 -1 -1 0,,0,-1 0 0 -1,,0 -1 - -,2.82
12 3Li4  4.00  0.40 1 0 -1,,1,1 0 1 1,,1 0 - -,4.40
13 BiDs2  3.00  0.00 -1 0 0,,0,0 0 0 0,,1 -2 - -,3.00
51.70,,,,,,46.72
Program Components Factor,,,,,,
Skating Skills  1.60 4.25 5.50 5.75,,5.50,5.75 5.50 5.50 6.00,,6.00 5.50 - -,5.60
Transition / Linking Footwork  1.60 4.25 4.75 5.00,,5.75,5.50 5.25 5.00 5.50,,5.50 5.25 - -,5.15
Performance / Execution  1.60 4.25 5.25 5.50,,5.25,5.75 5.00 5.25 5.75,,5.75 4.75 - -,5.40
Choreography / Composition  1.60 4.50 5.00 5.25,,5.50,5.75 5.50 5.50 6.00,,5.50 5.00 - -,5.40
Interpretation  1.60 4.50 5.25 5.50,,5.25,5.50 5.50 5.50 6.00,,5.75 5.00 - -,5.40
Judges Total Program Component Score (factored),,,,,,43.12
Deductions: Falls: -3.00,,,,,,-3.00
"e  Jump take off with wrong edge x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
"",,,Total Total,,Total,Total
NOC,,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
Code,,,Score Score,,Score (factored),
"",,,= +,,+,-
4 Jiaqi LI / Jiankun XU CHN,,,78.84  42.56,,37.28,1.00
"# Executed Base GOE",,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 3LoTh  5.00  1.26 1 2 2,,1,2 2 2 2,,2 2 - -,6.26
2 3LzTw1  5.00  0.00 0 0 1,,-1,0 0 -2 1,,0 0 - -,5.00
3 3T+SEQ  3.20 -2.40 -1 -2 -3,,-2,-3 -2 -2 -3,,-2 -2 - -,0.80
4 5ALi3  6.00  0.20 0 0 0,,0,1 0 0 1,,1 0 - -,6.20
5 SpSq2  2.30  0.00 0 0 0,,0,0 0 0 0,,0 0 - -,2.30
6 3TTh  4.95 x  0.00 0 0 0,,0,0 0 0 0,,0 -1 - -,4.95
7 5TLi3  5.50  0.00 0 0 0,,0,-1 1 0 0,,1 0 - -,5.50
8 2A  3.85 x -2.50 -3 -3 -3,,-3,-3 -3 -3 -3,,-3 -3 - -,1.35
9 FiDs1  2.80 -0.14 0 -1 0,,0,-1 0 0 0,,0 0 - -,2.66
10 SlSt1  1.80 -0.06 -1 0 -1,,0,0 0 0 0,,0 0 - -,1.74
11 3Li4  4.00  0.10 0 0 0,,1,1 0 0 0,,1 0 - -,4.10
12 FCCoSp1  2.00 -0.30 -1 -1 -2,,-1,-1 -1 -1 -1,,-1 -1 - -,1.70
13 PCoSp  0.00  0.00 - - -,,-,- - - -,,- - - -,0.00
46.40,,,,,,42.56
Program Components Factor,,,,,,
Skating Skills  1.60 4.25 5.25 5.75,,4.75,4.75 5.50 4.75 5.50,,5.50 4.75 - -,5.00
Transition / Linking Footwork  1.60 4.25 4.75 5.00,,4.50,3.75 5.25 4.25 5.00,,5.00 4.00 - -,4.55
Performance / Execution  1.60 4.25 5.25 5.00,,4.25,4.25 5.25 4.50 5.00,,5.25 4.25 - -,4.60
Choreography / Composition  1.60 4.25 4.75 5.50,,4.25,4.00 5.50 4.75 5.25,,5.25 4.00 - -,4.65
Interpretation  1.60 4.25 4.75 5.25,,4.00,4.00 5.00 4.25 5.25,,5.25 4.00 - -,4.50
Judges Total Program Component Score (factored),,,,,,37.28
Deductions: Falls: -1.00,,,,,,-1.00
"e  Jump take off with wrong edge x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
Cup of China,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,,Total Total,,Total,Total
NOC,,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
Code,,,Score Score,,Score (factored),
"",,,= +,,+,-
5 Yue ZHANG / Lei WANG CHN,,,78.46  41.34,,39.12,2.00
"# Executed Base GOE",,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 3T  4.00  0.00 0 0 0,,0,0 0 0 0,,-1 0 - -,4.00
2 3STh  4.50 -0.70 -1 -1 -1,,-2,-1 -1 -1 -1,,-2 -1 - -,3.80
3 2LzTw1  3.00  0.00 0 0 0,,0,0 0 0 0,,1 0 - -,3.00
4 5TLi3  5.50 -0.06 -1 0 0,,0,-1 0 0 0,,0 0 - -,5.44
5 BiDs1  2.80  0.00 0 0 0,,0,1 0 0 0,,1 1 - -,2.80
6 FCoSp1  1.70 -1.00 -2 -3 -3,,-3,-3 -3 -3 -3,,-3 -3 - -,0.70
7 SlSt1  1.80  0.00 0 0 0,,0,0 0 0 0,,0 0 - -,1.80
8 4Li1  2.50 -0.06 0 0 -1,,0,0 -1 -2 0,,-1 0 - -,2.44
9 SpSq3  3.10  0.10 0 1 0,,0,1 0 0 0,,1 1 - -,3.20
10 3TTh  4.95 x  0.42 1 0 0,,1,0 1 1 1,,1 0 - -,5.37
11 2A+2T<  4.29 x -2.50 -3 -3 -3,,-3,-3 -3 -3 -3,,-2 -3 - -,1.79
12 3Li2  3.00  0.00 0 0 0,,0,0 0 0 0,,0 0 - -,3.00
13 PCoSp3  4.00  0.00 0 0 0,,0,0 0 0 0,,1 0 - -,4.00
45.14,,,,,,41.34
Program Components Factor,,,,,,
Skating Skills  1.60 4.25 5.25 5.25,,5.25,5.75 5.00 4.50 5.25,,5.75 4.50 - -,5.10
Transition / Linking Footwork  1.60 4.00 4.50 4.50,,5.00,5.00 4.50 4.25 5.00,,5.25 4.25 - -,4.65
Performance / Execution  1.60 4.00 5.25 4.25,,5.00,5.00 4.75 4.75 5.25,,5.75 4.00 - -,4.85
Choreography / Composition  1.60 4.25 5.25 4.50,,5.25,5.50 4.75 4.50 5.25,,5.50 4.00 - -,4.95
Interpretation  1.60 4.50 5.25 4.50,,5.00,5.25 4.75 4.50 5.25,,5.50 4.00 - -,4.90
Judges Total Program Component Score (factored),,,,,,39.12
Deductions: Falls: -2.00,,,,,,-2.00
"e  Jump take off with wrong edge x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
"",,,Total Total,,Total,Total
NOC,,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
Code,,,Score Score,,Score (factored),
"",,,= +,,+,-
6 Maria SERGEJEVA / Ilja GLEBOV EST,,,77.28  45.68,,33.60,2.00
"# Executed Base GOE",,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 3LzTw2  5.50  0.28 0 0 0,,1,1 0 1 0,,0 0 - -,5.78
2 3LoTh  5.00  0.42 0 1 1,,1,0 0 1 0,,1 0 - -,5.42
3 3S  4.50 -3.00 -3 -3 -3,,-3,-3 -3 -3 -3,,-3 -3 - -,1.50
4 5SLi4  6.00  0.00 0 0 0,,0,1 1 0 0,,1 1 - -,6.00
5 FCCoSp3  3.00 -0.60 -2 -2 -2,,-2,-2 -1 -2 -1,,-2 -1 - -,2.40
6 SpSq4  3.40  0.00 0 1 0,,0,0 0 -1 0,,0 0 - -,3.40
7 2A+COMBO  3.85 x -2.50 -1 -3 -3,,-3,-3 -2 -3 -3,,-3 -3 - -,1.35
8 5TLi3  5.50 -0.06 0 0 -1,,-1,0 0 0 0,,0 0 - -,5.44
9 3TTh  4.95 x -2.00 -3 -3 -3,,-3,-3 -3 -3 -3,,-3 -3 - -,2.95
10 CiSt1  1.80 -0.30 0 -1 -1,,-1,-1 -1 -2 -1,,-2 -1 - -,1.50
11 4Li3  3.50  0.00 -1 0 0,,0,1 -1 0 0,,1 0 - -,3.50
12 BoDs2  3.50  0.00 0 0 0,,0,1 0 0 0,,0 0 - -,3.50
13 PCoSp1  3.00 -0.06 0 0 -1,,-1,0 -1 0 0,,-1 -1 - -,2.94
53.50,,,,,,45.68
Program Components Factor,,,,,,
Skating Skills  1.60 3.75 4.75 4.25,,4.25,4.50 4.25 4.25 4.75,,4.75 4.25 - -,4.40
Transition / Linking Footwork  1.60 4.00 4.50 3.50,,4.00,4.00 3.50 4.00 4.25,,4.25 4.00 - -,4.05
Performance / Execution  1.60 4.00 4.50 3.75,,4.00,3.75 3.75 4.50 4.25,,4.50 3.75 - -,4.10
Choreography / Composition  1.60 4.25 4.75 4.25,,4.25,4.00 4.00 4.50 4.50,,4.50 4.00 - -,4.35
Interpretation  1.60 4.25 4.50 4.00,,3.75,3.75 3.50 4.00 4.50,,4.50 3.75 - -,4.10
Judges Total Program Component Score (factored),,,,,,33.60
Deductions: Falls: -2.00,,,,,,-2.00
"e  Jump take off with wrong edge x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
Cup of China,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,,Total Total,,Total,Total
NOC,,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
Code,,,Score Score,,Score (factored),
"",,,=,+,+,-
7 Dominika PIATKOWSKA / Dmitri KHROMIN POL,,,63.43  33.63,,30.80,1.00
"# Executed Base GOE",,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 3T<  1.30 -1.00 -3 -3 -3,,-3,-3 -3 -3,-3,-3 -3 - -,0.30
2 1A+1T+SEQ  0.96 -0.32 -1 -1 -2,,-1,-2 -1 -2,-2,-1 -2 - -,0.64
3 2FTw1  3.00  0.00 0 0 0,,-1,0 0 0,0,0 0 - -,3.00
4 5TLi3  5.50  0.00 0 0 -1,,0,0 0 0,0,0 -1 - -,5.50
5 3LoTh  5.00 -1.40 -2 -2 -2,,-2,-2 -2 -2,-2,-2 -2 - -,3.60
6 3Li1  2.50 -0.54 -1 -2 -2,,-2,-2 -2 -3,-1,-2 -3 - -,1.96
7 FiDs1  2.80 -0.14 0 0 -1,,0,-2 0 0,0,0 -1 - -,2.66
8 SpSq1  1.80 -0.36 -1 0 -1,,-2,-1 -1 -2,-1,-1 -1 - -,1.44
9 5ALi2  5.50 -0.18 -1 -1 -1,,0,-1 -1 0,0,0 0 - -,5.32
10 3STh  4.95 x -1.40 -1 -2 -2,,-2,-2 -2 -2,-2,-2 -2 - -,3.55
11 FCCoSp1  2.00 -0.54 -1 -2 -3,,-1,-2 -1 -2,-2,-1 -2 - -,1.46
13 SlSt1  1.80 -0.30 -1 -1 -1,,-1,-1 -1 -1,0,-1 -1 - -,1.50
14 PCoSp1  3.00 -0.30 -1 -1 -2,,-1,-1 -1 -1,-1,-1 -1 - -,2.70
40.11,,,,,,33.63
Program Components Factor,,,,,,
Skating Skills  1.60 3.75 4.00 4.50,,3.75,3.50 3.75 4.00,4.50,4.25 3.50 - -,4.00
Transition / Linking Footwork  1.60 3.75 3.50 3.75,,3.00,3.75 3.25 3.50,4.25,4.00 3.00 - -,3.65
Performance / Execution  1.60 4.00 4.00 4.00,,3.25,3.50 3.50 4.00,4.25,3.75 3.00 - -,3.90
Choreography / Composition  1.60 4.00 3.75 4.25,,3.00,3.50 3.50 4.25,4.50,4.00 3.25 - -,3.95
Interpretation  1.60 4.00 3.75 4.00,,3.25,3.25 3.25 3.75,4.25,3.75 3.25 - -,3.75
Judges Total Program Component Score (factored),,,,,,30.80
Deductions: Falls: -1.00,,,,,,-1.00
"e  Jump take off with wrong edge x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
Printed: 09.11.2007 20:53:08,,,,,,
