"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,= +,,,+,-
5 Patrick CHAN CAN,,139.27  72.37,,,66.90,0.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3A  7.50 -0.80 -1 0 -1,-1,0 -1 -1 -2,,0,0 - -,6.70
2 3F+3T  9.50  0.80 1 1 2,0,1 1 1 0,,1,2 - -,10.30
3 3Lz  6.00  0.00 0 0 0,0,0 0 0 0,,0,0 - -,6.00
4 CiSt3  3.10  0.10 0 0 0,1,0 0 0 0,,1,1 - -,3.20
5 FSSp4  3.00  0.30 1 0 1,1,0 1 0 2,,0,0 - -,3.30
6 3Lz+2T+2Lo  9.68 x  0.40 0 1 0,1,0 1 0 0,,1,1 - -,10.08
7 3Lo  5.50 x  1.00 1 0 1,1,1 1 1 0,,1,1 - -,6.50
8 CCoSp4  3.50  0.10 0 0 0,0,0 1 0 2,,0,0 - -,3.60
9 3S  4.95 x -0.20 0 0 -1,0,0 0 0 0,,-1,0 - -,4.75
10 2A  3.85 x -1.96 -2 -2 -2,-2,-2 -2 -3 -3,,-3,-3 - -,1.89
11 3F  6.05 x  0.20 0 0 0,0,1 0 1 0,,-1,0 - -,6.25
12 SlSt3  3.10  0.30 0 0 1,1,1 1 0 0,,0,1 - -,3.40
13 CSSp4  3.00  0.20 1 0 0,0,0 1 0 2,,1,0 - -,3.20
14 CoSp4  3.00  0.20 0 1 0,1,1 0 0 1,,0,0 - -,3.20
71.73,,,,,,72.37
Program Components Factor,,,,,,
Skating Skills  2.00 7.00 6.50 6.50,7.25,7.00 7.25 6.50 6.75,,6.50,7.25 - -,6.80
Transition / Linking Footwork  2.00 6.75 6.00 6.00,7.00,6.75 6.75 6.00 6.25,,7.50,6.25 - -,6.55
Performance / Execution  2.00 6.75 6.25 6.50,7.00,7.00 7.00 6.00 6.50,,6.25,7.00 - -,6.65
Choreography / Composition  2.00 6.75 6.25 6.25,7.50,6.75 7.25 6.25 6.25,,7.50,6.75 - -,6.80
Interpretation  2.00 6.50 6.25 6.25,7.25,6.50 7.50 6.25 6.50,,6.75,6.75 - -,6.65
Judges Total Program Component Score (factored),,,,,,66.90
Deductions:,,,,,,0.00
"e  Jump take off with wrong edge x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,= +,,,+,-
6 Kevin VAN DER PERREN BEL,,116.69  55.69,,,62.00,1.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 4T  9.00 -3.00 -3 -3 -3,-3,-3 -3 -3 -3,,-3,-3 - -,6.00
2 2A  3.50  0.80 0 0 1,0,1 1 1 0,,1,0 - -,4.30
3 3F  5.50  0.60 1 0 0,0,0 1 1 1,,1,1 - -,6.10
4 FSSp4  3.00  0.20 1 1 0,0,0 1 1 2,,0,0 - -,3.20
5 SlSt2  2.30  0.00 0 0 0,0,0 0 0 1,,0,0 - -,2.30
6 CUSp3  2.30  0.00 0 0 0,0,0 0 0 0,,-1,0 - -,2.30
7 3F+3T  10.45 x -1.00 -1 -1 -1,-1,-1 -1 -1 -1,,-1,-1 - -,9.45
8 3S+3T  9.35 x -0.60 0 -1 -1,-1,-1 0 -1 0,,0,-1 - -,8.75
9 3Lz<  2.09 x -1.00 -3 -1 -3,-3,-3 -3 -3 -3,,-3,-3 - -,1.09
10 2Lo  1.65 x -0.12 -1 -2 0,-1,-1 0 0 0,,-1,-1 - -,1.53
11 CiSt2  2.30  0.00 0 0 0,-1,0 0 0 0,,0,0 - -,2.30
12 2A  3.85 x -0.32 0 0 -1,-1,0 0 0 0,,-1,0 - -,3.53
13 CCoSp3  3.00  0.10 0 0 0,0,0 1 0 1,,0,0 - -,3.10
14 SSp3  1.80 -0.06 0 0 0,-1,0 0 0 0,,-1,0 - -,1.74
60.09,,,,,,55.69
Program Components Factor,,,,,,
Skating Skills  2.00 6.50 6.50 6.50,6.50,6.25 6.75 6.50 6.75,,6.00,6.50 - -,6.50
Transition / Linking Footwork  2.00 6.25 6.00 5.75,5.75,6.00 6.50 6.00 6.50,,5.75,6.50 - -,6.00
Performance / Execution  2.00 6.25 6.00 6.00,5.25,6.25 6.50 6.00 6.75,,6.00,6.25 - -,6.15
Choreography / Composition  2.00 6.50 6.25 6.25,5.50,6.00 6.75 6.25 6.50,,6.25,6.75 - -,6.25
Interpretation  2.00 6.25 6.25 6.00,5.50,6.00 6.50 6.00 6.75,,6.00,6.50 - -,6.10
Judges Total Program Component Score (factored),,,,,,62.00
Deductions: Falls: -1.00,,,,,,-1.00
"e  Jump take off with wrong edge x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
Printed: 15.12.2007 16:22:06,,,,,,
