ISU Grand Prix of Figure Skating Final,,,,
ICE DANCING ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,,
Performance  0.60 7.25 8.50 8.25 7.25 8.25 7.25 8.00 8.25,,7.75,- - -,7.90
Choreography  0.60 7.75 8.75 8.50 7.00 8.50 7.50 7.75 8.00,,8.00,- - -,8.00
Interpretation / Timing  1.00 7.75 8.50 8.50 7.75 8.50 7.50 7.50 8.50,,8.00,- - -,8.05
Judges Total Program Component Score (factored),,,,30.11
Deductions:,,,,0.00
ISU Grand Prix of Figure Skating Final,,,,
ICE DANCING ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,,
Total Total,,,Total,Total
NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,
Code Score Score,,,Score (factored),
"= +",,,+,-
4 Tessa VIRTUE / Scott MOIR CAN  61.14  32.20,,,28.94,0.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 CoSp4  4.70  0.70 2 1 1 3 1 1 2 2,,1,- - -,5.40
2 CuLi4  4.00  0.90 2 1 2 2 2 2 1 1,,2,- - -,4.90
3 CiSt4  8.00  0.60 1 1 0 2 1 1 0 0,,1,- - -,8.60
4 NtMiTw4  3.30  0.20 1 1 0 0 1 0 0 0,,1,- - -,3.50
5 NtMiSt4  4.30  0.70 2 1 1 2 2 1 1 0,,2,- - -,5.00
6 RoLi4  4.00  0.80 2 1 2 2 2 2 1 0,,1,- - -,4.80
28.30,,,,32.20
Program Components Factor,,,,
Skating Skills  0.80 7.75 7.50 7.75 7.25 7.50 7.50 7.50 6.75,,7.75,- - -,7.60
Linking Footwork / Movement  0.80 7.75 7.25 7.75 7.50 7.25 7.50 7.00 6.25,,7.50,- - -,7.40
Performance  0.60 8.00 7.25 7.75 7.25 7.50 7.75 7.50 6.50,,8.00,- - -,7.70
Choreography  0.60 8.00 7.50 7.50 8.00 7.50 8.00 7.50 6.75,,8.00,- - -,7.70
Interpretation / Timing  1.00 8.50 7.25 7.75 8.00 7.25 8.25 7.25 6.50,,8.00,- - -,7.70
Judges Total Program Component Score (factored),,,,28.94
Deductions:,,,,0.00
Total Total,,,Total,Total
NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,
Code Score Score,,,Score (factored),
"= +",,,+,-
5 Jana KHOKHLOVA / Sergei NOVITSKI RUS  58.30  31.40,,,26.90,0.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 CoSp4  4.70  0.90 2 2 2 2 2 1 2 1,,2,- - -,5.60
2 SlLi4  4.00  0.60 1 2 1 1 1 2 1 0,,2,- - -,4.60
3 NtMiTw4  3.30  0.00 0 1 0 0 1 0 0 0,,0,- - -,3.30
4 NtMiSt3  3.80  0.30 0 1 0 1 1 1 0 1,,1,- - -,4.10
5 CiSt4  8.00  1.00 1 1 1 1 1 1 1 0,,1,- - -,9.00
6 RoLi4  4.00  0.80 1 2 2 2 2 2 1 1,,2,- - -,4.80
27.80,,,,31.40
Program Components Factor,,,,
Skating Skills  0.80 6.75 7.25 7.25 6.25 7.25 7.50 6.75 7.00,,7.25,- - -,7.10
Linking Footwork / Movement  0.80 6.25 7.25 7.00 6.25 7.00 7.25 6.50 6.50,,7.00,- - -,6.80
Performance  0.60 6.25 7.50 7.00 7.00 7.25 7.50 7.00 7.25,,7.25,- - -,7.15
Choreography  0.60 6.75 7.50 7.25 6.75 7.25 7.25 7.00 7.00,,7.25,- - -,7.15
Interpretation / Timing  1.00 6.75 7.50 7.25 7.25 7.50 7.75 6.75 7.25,,7.25,- - -,7.20
Judges Total Program Component Score (factored),,,,26.90
Deductions:,,,,0.00
Total Total,,,Total,Total
NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,
Code Score Score,,,Score (factored),
"= +",,,+,-
6 Nathalie PECHALAT / Fabian BOURZAT FRA  57.73  30.40,,,27.33,0.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 StaLi4  4.00  0.80 2 1 2 1 2 1 1 2,,1,- - -,4.80
2 NtMiTw4  3.30  0.50 1 1 1 1 0 1 1 1,,1,- - -,3.80
3 NtMiSt4  4.30  0.50 1 1 0 1 1 1 1 1,,1,- - -,4.80
4 SlLi4  4.00  0.50 1 1 0 0 1 1 2 1,,1,- - -,4.50
5 Sp3  4.00  0.50 2 1 0 1 1 0 1 2,,1,- - -,4.50
6 CiSt3  7.20  0.80 1 0 1 0 0 1 1 0,,1,- - -,8.00
26.80,,,,30.40
Program Components Factor,,,,
Skating Skills  0.80 7.25 6.75 7.00 6.25 6.75 7.25 7.25 6.75,,7.50,- - -,7.10
Linking Footwork / Movement  0.80 7.00 6.75 6.75 6.50 6.75 7.50 7.25 6.50,,7.50,- - -,7.05
Performance  0.60 7.00 7.00 6.75 6.75 7.00 7.25 7.00 7.25,,7.50,- - -,7.10
Choreography  0.60 7.50 7.25 7.00 6.50 7.25 7.25 7.25 7.00,,7.75,- - -,7.25
Interpretation / Timing  1.00 7.50 7.00 7.00 7.00 7.00 7.50 7.50 7.50,,8.00,- - -,7.40
Judges Total Program Component Score (factored),,,,27.33
Deductions:,,,,0.00
Printed: 14.12.2007 19:38:23,,,,
