ISU Grand Prix of Figure Skating Final,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
3 3Lz  6.00  0.60 1 1 0 1,,-1 0 -1 1,,1,1 - -,6.60
4 FSSp4  3.00  0.90 2 1 2 2,,1 1 2 2,,2,2 - -,3.90
5 SlSt3  3.10  0.60 1 1 1 2,,1 0 1 1,,2,2 - -,3.70
6 CSSp4  3.00  0.00 0 1 0 0,,0 0 0 0,,1,0 - -,3.00
7 CiSt3  3.10  0.30 1 1 0 1,,0 0 1 2,,1,1 - -,3.40
8 CCoSp3  3.00  0.40 1 1 1 1,,0 0 0 1,,2,1 - -,3.40
41.70,,,,,,42.90
Program Components Factor,,,,,,
Skating Skills  1.00 7.50 7.50 7.00 7.75,,7.00 7.50 7.50 7.50,,7.75,7.50 - -,7.40
Transition / Linking Footwork  1.00 7.25 7.25 6.50 7.25,,6.75 6.75 7.00 7.50,,7.00,7.25 - -,7.05
Performance / Execution  1.00 7.50 7.50 7.25 7.75,,6.75 7.25 7.25 7.75,,7.75,7.75 - -,7.50
Choreography / Composition  1.00 7.25 7.25 7.00 7.50,,6.75 7.25 7.50 7.50,,7.25,7.50 - -,7.30
Interpretation  1.00 7.50 7.25 7.50 7.75,,6.75 7.50 7.50 7.75,,7.50,7.50 - -,7.55
Judges Total Program Component Score (factored),,,,,,36.80
Deductions:,,,,,,0.00
e  Jump take off with wrong edge,,,,,,
ISU Grand Prix of Figure Skating Final,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,= +,,,+,-
4 Johnny WEIR USA,,74.80  39.00,,,36.80,1.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3Lz+3T  10.00  1.40 1 2 1 2,,2 1 2 2,,2,1 - -,11.40
2 3A  7.50 -3.00 -3 -3 -3 -3,,-3 -3 -3 -3,,-3,-3 - -,4.50
3 3F  5.50  0.40 1 0 0 1,,0 0 0 1,,-1,0 - -,5.90
4 CSSp4  3.00  0.50 1 1 1 1,,1 -1 1 1,,2,1 - -,3.50
5 CiSt2  2.30  0.20 0 1 2 1,,0 0 2 0,,1,1 - -,2.50
6 FSSp4  3.00  0.20 0 1 0 1,,1 -1 2 0,,2,1 - -,3.20
7 SlSt3  3.10  0.60 1 1 2 1,,1 0 2 1,,1,2 - -,3.70
8 CCoSp4  3.50  0.80 1 2 2 2,,1 1 2 2,,1,2 - -,4.30
37.90,,,,,,39.00
Program Components Factor,,,,,,
Skating Skills  1.00 7.50 7.75 7.50 8.00,,7.25 7.50 8.00 7.75,,7.75,7.50 - -,7.55
Transition / Linking Footwork  1.00 7.25 7.50 7.00 7.50,,7.00 7.25 7.75 8.00,,7.00,6.75 - -,7.20
Performance / Execution  1.00 7.50 8.00 7.25 7.75,,7.00 7.25 8.25 7.25,,7.25,7.25 - -,7.30
Choreography / Composition  1.00 7.00 7.25 7.25 7.75,,7.50 7.50 8.00 7.50,,7.50,7.00 - -,7.35
Interpretation  1.00 7.50 7.25 7.50 8.00,,7.50 7.25 8.25 7.25,,7.75,7.25 - -,7.40
Judges Total Program Component Score (factored),,,,,,36.80
Deductions: Falls: -1.00,,,,,,-1.00
e  Jump take off with wrong edge,,,,,,
"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,= +,,,+,-
5 Kevin VAN DER PERREN BEL,,72.83  40.58,,,32.25,0.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 4T+3T  13.00  1.00 1 1 1 1,,1 1 2 0,,2,1 - -,14.00
2 3A  7.50  0.00 0 1 -1 0,,0 0 0 0,,1,1 - -,7.50
3 3Lz  6.00  0.00 1 0 0 1,,-1 -1 -2 -1,,1,1 - -,6.00
4 FSSp4  3.00  0.20 1 0 0 1,,0 1 1 0,,1,0 - -,3.20
5 SlSt2  2.30  0.00 0 0 0 0,,0 -1 0 0,,0,0 - -,2.30
6 CSSp3  2.30  0.00 0 0 -1 0,,0 0 0 0,,1,0 - -,2.30
7 CiSt2  2.30  0.10 0 0 0 0,,1 0 0 1,,0,0 - -,2.40
8 CCoSp3  3.00 -0.12 0 0 -1 0,,0 -1 0 -1,,1,0 - -,2.88
39.40,,,,,,40.58
Program Components Factor,,,,,,
Skating Skills  1.00 6.75 6.25 6.25 6.75,,7.00 6.50 6.50 6.25,,7.25,7.00 - -,6.65
Transition / Linking Footwork  1.00 6.25 6.00 6.75 6.25,,6.50 6.00 6.25 6.00,,6.75,5.75 - -,6.20
Performance / Execution  1.00 6.50 6.00 6.25 6.75,,7.00 6.50 6.50 6.75,,7.00,6.75 - -,6.65
Choreography / Composition  1.00 6.50 5.75 6.25 6.50,,6.75 6.25 6.25 6.25,,7.00,6.25 - -,6.35
Interpretation  1.00 6.50 5.75 6.50 6.75,,6.50 6.25 6.50 6.25,,7.25,6.25 - -,6.40
Judges Total Program Component Score (factored),,,,,,32.25
Deductions:,,,,,,0.00
e  Jump take off with wrong edge,,,,,,
"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,= +,,,+,-
6 Patrick CHAN CAN,,68.86  36.06,,,32.80,0.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3A  7.50  1.00 1 1 1 1,,1 0 0 1,,1,1 - -,8.50
2 3F+3T  9.50 -3.00 -3 -2 -3 -3,,-3 -3 -2 -3,,-3,-3 - -,6.50
3 CiSt3  3.10  0.10 0 1 0 0,,0 0 0 1,,0,1 - -,3.20
4 FSSp4  3.00  0.40 1 1 1 1,,0 1 1 0,,1,2 - -,3.40
5 3Lz  6.00  0.00 0 0 0 0,,0 -1 -1 0,,1,1 - -,6.00
6 CCoSp4  3.50  0.30 0 1 1 0,,0 1 0 1,,1,1 - -,3.80
7 SlSt2  2.30  0.30 1 1 0 1,,0 1 0 0,,0,1 - -,2.60
8 CSSp3  2.30 -0.24 -2 -2 -1 -1,,-2 0 -1 0,,-1,1 - -,2.06
37.20,,,,,,36.06
Program Components Factor,,,,,,
Skating Skills  1.00 6.50 7.25 7.00 6.75,,6.75 6.50 6.50 7.50,,7.50,7.00 - -,6.80
Transition / Linking Footwork  1.00 6.25 7.25 7.25 6.50,,6.00 6.00 6.00 7.00,,6.50,7.50 - -,6.60
Performance / Execution  1.00 6.25 7.00 6.25 6.75,,6.25 6.25 6.50 6.75,,7.00,7.25 - -,6.45
Choreography / Composition  1.00 6.25 7.25 6.50 6.50,,6.50 6.25 6.25 7.00,,6.75,7.75 - -,6.55
Interpretation  1.00 6.25 7.00 6.25 6.50,,6.50 6.00 6.50 6.50,,7.25,7.75 - -,6.40
Judges Total Program Component Score (factored),,,,,,32.80
Deductions:,,,,,,0.00
e  Jump take off with wrong edge,,,,,,
Printed: 14.12.2007 20:49:27,,,,,,
