Cup of China 2006,,,,,,
ICE DANCING FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
4 SlLi4  4.00  0.50,1 1 1 1 2,1 2 2,,1,1 - -,4.50
5 DiSt3  6.20  0.00,0 1 0 0 0,0 0 0,,0,0 - -,6.20
6 CiSt3  7.20  0.60,0 1 1 0 1,1 0 1,,1,0 - -,7.80
7 SeLi4  6.40  0.50,1 1 1 1 1,0 1 1,,1,1 - -,6.90
8 RoLi4  4.00  0.50,1 1 1 1 1,1 1 2,,1,1 - -,4.50
43.60,,,,,,47.10
Program Components Factor,,,,,,
Skating Skills  1.25,7.00 6.50 7.00 6.75 7.25,6.75 7.00 7.00,,7.00,7.00 - -,6.95
Linking Footwork / Movement  1.75,6.25 6.50 7.25 6.50 7.00,6.25 7.00 6.75,,6.75,7.00 - -,6.70
Performance  1.00,6.75 6.75 7.00 6.75 7.25,6.50 7.25 7.25,,7.00,7.00 - -,6.90
Choreography  1.00,6.75 6.75 7.00 6.75 7.50,6.50 7.50 7.25,,7.00,7.25 - -,6.95
Interpretation / Timing  1.00,6.75 6.75 7.00 7.00 7.00,6.75 7.50 7.00,,6.75,7.00 - -,6.90
Judges Total Program Component Score (factored),,,,,,41.17
Deductions:,,,,,,0.00
Cup of China 2006,,,,,,
ICE DANCING FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
4 Alexandra ZARETSKI / Roman ZARETSKI,ISR  79.53,44.40,,,36.13,1.00
"# Executed Base GOE",The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 SlLi4  4.00  0.40,0 0 1 1 1,1 0 1,,1,0 - -,4.40
2 STw3  4.00 -0.30,-1 -1 0 0 -1,-1 -1 0,,0,-1 - -,3.70
3 CiSt3  7.20  0.00,0 0 0 0 0,0 0 1,,1,0 - -,7.20
4 SeLi4  6.40  0.40,0 1 1 1 1,1 0 1,,1,0 - -,6.80
5 CoSp4  4.70  0.00,0 1 0 0 0,0 0 0,,0,0 - -,4.70
6 DiSt4  7.00  0.00,0 0 0 0 0,0 0 0,,0,0 - -,7.00
7 CuLi4+RoLi4  6.40  0.20,0 0 0 1 0,0 0 1,,1,1 - -,6.60
8 RoLi4  4.00  0.00,0 0 0 0 0,0 0 0,,1,0 - -,4.00
43.70,,,,,,44.40
Program Components Factor,,,,,,
Skating Skills  1.25,5.75 6.25 6.25 6.25 6.25,6.00 6.00 6.25,,6.25,5.75 - -,6.10
Linking Footwork / Movement  1.75,5.50 6.00 6.00 6.00 6.00,6.00 5.75 6.00,,6.00,6.00 - -,6.00
Performance  1.00,5.50 6.25 5.75 6.25 6.25,5.75 5.75 6.25,,6.25,6.00 - -,6.00
Choreography  1.00,5.75 6.25 6.00 6.25 6.25,6.00 6.00 6.25,,6.25,6.00 - -,6.10
Interpretation / Timing  1.00,5.50 6.00 5.75 6.50 6.00,5.75 5.75 6.25,,6.00,6.00 - -,5.90
Judges Total Program Component Score (factored),,,,,,36.13
Deductions: Extended lifts:,-1.00,,,,,-1.00
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
5 Pernelle CARRON / Mathieu JOST,FRA  75.60,42.30,,,33.30,0.00
"# Executed Base GOE",The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 CuLi4  4.00  0.50,1 1 1 1 1,1 1 1,,1,1 - -,4.50
2 MiSt3  6.20  0.00,0 0 0 0 0,1 0 0,,0,0 - -,6.20
3 STw4  4.70 -0.20,-1 0 0 0 0,-1 -2 -1,,0,-1 - -,4.50
4 RoLi4  4.00  0.40,1 1 1 1 1,2 0 1,,0,0 - -,4.40
5 CiSt3  7.20  0.00,0 0 1 0 0,0 -1 0,,0,-1 - -,7.20
6 RRoLi4  6.40 -0.10,0 1 0 0 0,-1 -1 0,,0,-1 - -,6.30
7 CoSp1  3.00 -0.60,-2 -1 -1 0 -2,-1 -2 -1,,-1,-1 - -,2.40
8 SlLi4+RoLi4  6.40  0.40,1 1 1 1 1,0 1 1,,1,0 - -,6.80
41.90,,,,,,42.30
Program Components Factor,,,,,,
Skating Skills  1.25,5.75 5.75 5.50 5.50 5.75,5.50 5.75 5.75,,5.75,4.75 - -,5.60
Linking Footwork / Movement  1.75,5.50 5.50 5.25 5.25 5.50,5.50 5.50 5.50,,5.50,5.00 - -,5.40
Performance  1.00,5.25 5.50 5.50 5.50 5.50,5.50 5.75 5.75,,5.50,5.00 - -,5.45
Choreography  1.00,6.00 5.50 5.50 5.50 5.75,6.00 5.75 5.75,,5.50,5.00 - -,5.65
Interpretation / Timing  1.00,6.00 5.75 5.75 5.50 6.00,6.00 5.50 6.00,,5.50,5.00 - -,5.75
Judges Total Program Component Score (factored),,,,,,33.30
Deductions:,,,,,,0.00
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
6 Anastasia GREBENKINA / Vazgen AZROJAN,ARM  75.27,42.50,,,32.77,0.00
"# Executed Base GOE",The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 Sp4  4.70  0.00,0 -1 0 0 0,-1 0 0,,0,0 - -,4.70
2 SlLi4+RoLi3  6.00  0.30,0 1 0 1 1,1 1 1,,1,0 - -,6.30
3 STw4  4.70  0.00,0 0 0 0 0,0 0 0,,1,0 - -,4.70
4 DiSt3  6.20  0.20,0 0 1 0 0,0 0 0,,1,0 - -,6.40
5 CuLi4  4.00  0.00,0 0 0 0 0,0 0 0,,1,0 - -,4.00
6 CiSt3  7.20 -0.40,0 0 -1 0 0,-1 -1 0,,1,-1 - -,6.80
7 SeLi3  5.60  0.00,0 0 0 0 0,-1 0 0,,1,0 - -,5.60
8 SlLi4  4.00  0.00,0 0 -1 0 1,0 0 0,,1,-1 - -,4.00
42.40,,,,,,42.50
Program Components Factor,,,,,,
Skating Skills  1.25,5.50 5.75 5.50 5.25 5.75,5.50 5.75 6.00,,6.50,5.25 - -,5.50
Linking Footwork / Movement  1.75,5.00 5.75 5.25 5.00 5.75,5.00 5.50 5.50,,6.25,5.25 - -,5.25
Performance  1.00,5.25 5.50 5.25 5.25 5.75,5.25 5.50 5.75,,6.25,5.50 - -,5.40
Choreography  1.00,5.50 5.75 5.25 5.50 6.00,5.75 5.75 5.75,,6.50,5.75 - -,5.70
Interpretation / Timing  1.00,5.25 5.75 5.25 5.50 6.00,5.75 5.50 6.00,,6.25,5.50 - -,5.60
Judges Total Program Component Score (factored),,,,,,32.77
Deductions:,,,,,,0.00
Cup of China 2006,,,,,,
ICE DANCING FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
7 Lauren SENFT / Leif GISLASON,CAN  72.26,41.00,,,31.26,0.00
"# Executed Base",GOE The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 SlLi4+RoLi4  6.40,0.20 0 1 1 1 1,0 0 1,,0,0 - -,6.60
2 STw4  4.70,0.00 0 0 0 0 0,1 0 0,,0,0 - -,4.70
3 CoSp4  4.70,0.00 0 0 -1 1 0,0 0 0,,0,0 - -,4.70
4 CiSt3  7.20,-0.40 0 -1 -1 0 -1,0 -1 0,,0,-1 - -,6.80
5 DiSt3  6.20,-0.80 -1 0 -1 0 0,-1 -1 0,,-1,-1 - -,5.40
6 SlLi4  4.00,0.00 0 0 0 0 0,0 0 0,,0,0 - -,4.00
7 SeLi2  4.80,0.00 0 0 0 0 0,0 0 0,,0,0 - -,4.80
8 RoLi4  4.00,0.00 0 0 0 1 0,0 0 1,,0,0 - -,4.00
42.00,,,,,,41.00
Program Components,Factor,,,,,
Skating Skills,1.25 5.25 5.50 5.25 5.25 5.50,5.50 5.25 5.50,,5.25,5.25 - -,5.30
Linking Footwork / Movement,1.75 4.50 5.50 5.00 5.00 5.25,5.25 5.00 5.25,,5.00,5.50 - -,5.10
Performance,1.00 4.75 5.50 4.75 5.25 5.50,5.00 5.25 5.50,,5.25,5.50 - -,5.15
Choreography,1.00 5.00 5.50 5.00 5.25 5.50,5.50 5.25 5.50,,5.25,5.75 - -,5.30
Interpretation / Timing,1.00 5.25 5.25 5.00 5.25 5.75,5.25 5.00 5.50,,5.00,5.50 - -,5.25
Judges Total Program Component Score (factored),,,,,,31.26
Deductions:,,,,,,0.00
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
8 Mylene GIRARD / Bradley YAEGER,CAN  71.20,40.80,,,30.40,0.00
"# Executed Base",GOE The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 CuLi4  4.00,0.10 0 1 0 0 0,1 0 1,,1,0 - -,4.10
2 Sp4  4.70,0.10 0 0 0 1 1,0 0 1,,0,0 - -,4.80
3 DiSt2  5.40,-0.60 -2 -1 0 0 0,-1 -1 -1,,-1,-1 - -,4.80
4 SlLi4+RoLi4  6.40,0.30 0 1 0 1 1,0 0 1,,1,1 - -,6.70
5 STw4  4.70,-0.40 -1 0 -1 -1 0,-1 -2 0,,-1,0 - -,4.30
6 RRoLi4  6.40,0.40 1 1 0 1 1,1 1 1,,1,0 - -,6.80
7 SeSt2  6.40,-1.40 -2 -1 -1 -1 -2,-2 -2 -1,,-1,-1 - -,5.00
8 RoLi4  4.00,0.30 0 1 0 1 1,1 1 1,,1,0 - -,4.30
42.00,,,,,,40.80
Program Components,Factor,,,,,
Skating Skills,1.25 4.75 5.75 5.00 5.00 5.50,5.25 5.25 5.50,,5.75,5.00 - -,5.15
Linking Footwork / Movement,1.75 4.25 5.50 4.75 4.75 5.00,5.25 4.75 5.25,,5.50,5.00 - -,4.95
Performance,1.00 4.50 5.50 4.75 4.75 5.25,4.75 5.00 5.50,,5.25,5.00 - -,4.90
Choreography,1.00 5.00 5.75 4.75 4.75 5.50,5.75 5.00 5.75,,5.50,5.50 - -,5.25
Interpretation / Timing,1.00 5.00 5.50 4.50 4.75 5.50,5.50 4.75 5.25,,5.25,5.25 - -,5.15
Judges Total Program Component Score (factored),,,,,,30.40
Deductions:,,,,,,0.00
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
9 Olga AKIMOVA / Alexander SHAKALOV,UZB  65.72,39.00,,,26.72,0.00
"# Executed Base",GOE The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 SlLi4  4.00,0.10 0 0 0 0 1,0 0 0,,1,0 - -,4.10
2 CiSt2  6.40,0.00 0 0 0 0 0,-1 -1 0,,0,0 - -,6.40
3 SlLi4+RoLi4  6.40,0.00 0 0 0 0 0,-1 0 0,,0,0 - -,6.40
4 CoSp3  4.00,0.00 0 0 0 0 0,-1 -1 -1,,0,0 - -,4.00
5 STw4  4.70,-0.60 -2 -1 -1 -1 -1,-2 -2 -1,,-1,-1 - -,4.10
6 DiSt2  5.40,0.00 0 0 0 0 0,-1 -1 0,,0,0 - -,5.40
7 SeLi2  4.80,-0.20 -1 0 0 0 -1,-1 -1 0,,0,0 - -,4.60
8 RoLi4  4.00,0.00 0 0 0 0 0,0 0 0,,1,0 - -,4.00
39.70,,,,,,39.00
Program Components,Factor,,,,,
Skating Skills,1.25 4.50 5.00 4.50 4.50 5.50,4.50 4.25 4.50,,4.75,4.50 - -,4.55
Linking Footwork / Movement,1.75 4.00 5.00 4.25 4.25 5.00,4.00 4.00 4.00,,4.50,4.50 - -,4.30
Performance,1.00 4.25 4.75 4.00 4.50 5.25,4.25 4.50 4.25,,4.50,4.75 - -,4.45
Choreography,1.00 4.50 4.75 4.00 4.25 5.25,4.25 4.25 4.25,,4.75,5.00 - -,4.55
Interpretation / Timing,1.00 4.00 5.00 4.00 4.50 5.25,4.50 4.00 4.25,,4.50,5.00 - -,4.50
Judges Total Program Component Score (factored),,,,,,26.72
Deductions:,,,,,,0.00
Cup of China 2006,,,,,,
ICE DANCING FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
10 Xiaoyang YU / Chen WANG,CHN  64.54,38.70,,,25.84,0.00
"# Executed Base",GOE The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 STw4  4.70,0.10 1 0 0 0 0,1 -1 0,,0,0 - -,4.80
2 SeLi3  5.60,0.10 0 1 0 1 1,0 0 1,,0,0 - -,5.70
3 SlLi4  4.00,0.10 0 0 0 0 1,0 0 1,,1,0 - -,4.10
4 SeSt2  6.40,0.00 0 0 0 0 0,0 0 1,,0,0 - -,6.40
5 Sp3  4.00,-0.10 0 0 0 -1 0,0 0 0,,-1,0 - -,3.90
6 SlLi4+RoLi2  5.60,0.00 0 1 0 1 0,0 -1 1,,0,-1 - -,5.60
7 MiSt1  4.60,-0.40 0 0 0 0 0,-1 -1 0,,-1,-1 - -,4.20
8 RoLi4  4.00,0.00 0 0 0 0 0,-1 0 0,,0,0 - -,4.00
38.90,,,,,,38.70
Program Components,Factor,,,,,
Skating Skills,1.25 4.25 4.75 4.25 4.50 5.00,4.50 4.25 4.25,,4.25,4.25 - -,4.35
Linking Footwork / Movement,1.75 4.00 4.50 4.25 4.25 4.75,4.25 4.00 4.00,,4.00,4.25 - -,4.20
Performance,1.00 3.75 4.50 4.00 4.25 5.00,4.50 4.25 4.50,,4.25,4.50 - -,4.30
Choreography,1.00 4.25 4.75 3.75 4.50 5.00,4.75 4.50 4.75,,4.25,4.50 - -,4.45
Interpretation / Timing,1.00 4.00 4.50 3.75 4.50 4.75,4.50 4.25 4.75,,4.00,4.50 - -,4.30
Judges Total Program Component Score (factored),,,,,,25.84
Deductions:,,,,,,0.00
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
11 Xintong HUANG / Xun ZHENG,CHN  63.71,37.00,,,26.71,0.00
"# Executed Base",GOE The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 CoSp2  3.50,0.00 0 0 0 0 0,0 0 0,,0,0 - -,3.50
2 CuLi4+RoLi2  5.60,0.10 0 1 0 1 0,1 0 1,,0,0 - -,5.70
3 STw4  4.70,0.00 0 0 0 0 0,1 -2 0,,0,0 - -,4.70
4 SeSt2  6.40,0.00 0 0 1 0 0,0 -1 0,,0,0 - -,6.40
5 SlLi4  4.00,0.00 0 0 0 1 0,0 0 1,,0,0 - -,4.00
6 SeLi1  4.00,-0.20 -1 -1 0 0 -1,-1 -1 -1,,0,0 - -,3.80
7 DiSt2  5.40,-0.40 -1 0 0 0 0,0 -1 0,,-1,-1 - -,5.00
8 RoLi4  4.00,-0.10 0 0 0 0 0,-1 0 0,,0,-1 - -,3.90
37.60,,,,,,37.00
Program Components,Factor,,,,,
Skating Skills,1.25 4.75 5.00 4.50 4.75 5.25,4.75 4.25 4.75,,4.25,4.50 - -,4.65
Linking Footwork / Movement,1.75 4.25 5.00 4.50 4.50 4.75,4.00 4.00 4.25,,4.25,4.50 - -,4.40
Performance,1.00 4.25 4.75 4.25 4.75 5.00,4.25 4.25 4.25,,4.25,4.50 - -,4.40
Choreography,1.00 4.50 5.00 4.00 4.50 5.00,4.50 4.25 4.00,,4.00,4.50 - -,4.40
Interpretation / Timing,1.00 4.00 4.75 4.00 4.75 5.00,4.50 4.25 4.25,,4.00,4.75 - -,4.40
Judges Total Program Component Score (factored),,,,,,26.71
Deductions:,,,,,,0.00
Printed: 11/11/2006 20:11:07,,,,,,
