Cup of Russia 2005,,,
4 Nathalie PECHALAT / Fabian BOURZAT,FRA 47.63 25.60,22.03,0.00
"# Executed Base",GOE The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 NtMiSt3+FSTw4 7.6,0.80 1 0 -1 1 0 1 1 -1,1 0 - -,8.40
2 RoLi3 3.5,0.40 0 1 0 1 1 1 1 1,1 1 - -,3.90
3 CuLi3 3.5,0.20 1 0 -1 0 1 1 1 1,0 1 - -,3.70
4 CoSp4 4.7,0.10 1 1 0 0 0 0 0 0,0 1 - -,4.80
5 DiSt2 4.8,0.00 0 0 -1 0 1 0 0 0,0 0 - -,4.80
24.1,,,25.60
Program Components,Factor,,
Skating Skills,0.80 5.75 6.00 5.25 5.50 6.25 5.50 6.50 5.75,6.50 6.50 - -,5.85
Linking Footwork / Movement,0.80 5.50 6.00 5.00 5.50 6.50 5.25 6.25 5.50,6.25 6.50 - -,5.70
Performance,0.60 5.50 6.25 5.00 5.75 6.25 5.25 6.75 6.00,6.25 6.75 - -,5.80
Choreography,0.60 5.75 6.25 5.00 5.50 6.25 5.50 6.75 5.75,6.25 7.00 - -,5.85
Interpretation / Timing,1.00 5.50 6.00 5.00 5.75 6.25 5.50 6.50 5.50,6.25 6.75 - -,5.80
Judges Total Program Component Score (factored),,,22.03
Deductions:,,,0.00
"",Total Total,Total,Total
Rank Name,NOC Segment Element,Program  Component,Deductions
"",Code Score Score,Score (factored),
"",= +,+,-
5 Melissa GREGORY / Denis PETUKHOV,USA 46.78 22.60,24.18,0.00
"# Executed Base",GOE The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 NtMiSt2+FSTw4 7.0,0.40 0 0 0 0 0 1 1 1,1 0 - -,7.40
2 CuLi4 4.0,0.50 1 1 1 1 1 0 1 1,1 0 - -,4.50
3 DiSt2 4.8,0.00 1 0 0 0 0 0 0 0,0 1 - -,4.80
4 RoLi4 4.0,0.20 0 1 1 1 0 0 0 1,0 0 - -,4.20
5 Sp1 2.5,-0.80 -2 -3 -2 -1 -2 -2 -1 -2,-1 -2 - -,1.70
22.3,,,22.60
Program Components,Factor,,
Skating Skills,0.80 6.50 6.75 6.25 6.50 6.25 5.25 6.00 6.50,6.75 6.00 - -,6.40
Linking Footwork / Movement,0.80 6.25 6.75 6.25 6.50 6.00 5.00 6.00 6.25,6.50 5.50 - -,6.30
Performance,0.60 6.25 6.50 5.50 6.75 6.00 5.25 6.25 6.25,6.50 5.75 - -,6.20
Choreography,0.60 6.50 7.00 6.00 6.50 6.25 5.00 6.50 6.75,7.25 5.75 - -,6.50
Interpretation / Timing,1.00 6.25 6.75 6.25 6.50 6.25 5.25 6.25 6.50,7.00 5.50 - -,6.40
Judges Total Program Component Score (factored),,,24.18
Deductions:,,,0.00
"",Total Total,Total,Total
Rank Name,NOC Segment Element,Program  Component,Deductions
"",Code Score Score,Score (factored),
"",= +,+,-
6 Olga ORLOVA / Vitali NOVIKOV,RUS 46.54 25.40,21.14,0.00
"# Executed Base",GOE The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 NtMiSt2+FSTw4 7.0,1.00 1 0 2 1 1 1 1 0,1 2 - -,8.00
2 SlLi4 4.0,0.40 1 1 1 1 0 0 1 0,0 1 - -,4.40
3 DiSt2 4.8,0.00 0 0 0 0 0 0 0 -1,0 1 - -,4.80
4 CoSp3 4.0,0.20 0 1 -1 0 0 0 1 -1,1 1 - -,4.20
5 RoLi4 4.0,0.00 0 0 0 0 0 1 0 -1,0 0 - -,4.00
23.8,,,25.40
Program Components,Factor,,
Skating Skills,0.80 5.25 5.50 5.50 5.50 5.00 5.50 5.75 5.25,5.75 7.00 - -,5.55
Linking Footwork / Movement,0.80 5.00 5.25 5.25 5.25 4.75 5.50 5.75 5.00,5.50 6.75 - -,5.35
Performance,0.60 5.25 5.50 5.50 5.50 5.00 5.50 6.25 5.50,5.75 7.00 - -,5.55
Choreography,0.60 5.50 5.75 5.25 5.50 5.00 5.50 6.25 5.25,6.00 7.00 - -,5.65
Interpretation / Timing,1.00 5.50 5.50 5.75 5.75 5.00 5.75 6.00 5.25,5.75 7.25 - -,5.70
Judges Total Program Component Score (factored),,,21.14
Deductions:,,,0.00
Cup of Russia 2005,,,
ICE DANCING ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,
"",Total Total,Total,Total
Rank Name,NOC Segment Element,Program  Component,Deductions
"",Code Score Score,Score (factored),
"",= +,+,-
7 Loren GALLER-RABINOWITZ / David MITCHELL,USA 43.11 22.80,20.31,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 NtMiSt2+BSTw4 7.0 0.20,0 0 1 1 -1 0 0 -2,-1 1 - -,7.20
2 CoSp2 3.5 0.30,1 -1 2 1 0 0 1 -1,0 1 - -,3.80
3 CuLi4 4.0 0.10,0 0 1 1 1 0 0 0,0 1 - -,4.10
4 SlLi4 4.0 -0.10,0 -1 0 0 0 1 0 -1,-1 0 - -,3.90
5 DiSt2 4.8 -1.00,-1 -1 -1 -1 -2 -1 -1 -1,-1 -1 - -,3.80
23.3,,,22.80
Program Components Factor,,,
Skating Skills 0.80,5.25 5.50 5.00 5.75 5.25 5.25 5.75 5.25,5.25 6.75 - -,5.40
Linking Footwork / Movement 0.80,5.00 5.50 5.25 5.50 5.25 5.00 5.50 4.75,5.00 6.50 - -,5.25
Performance 0.60,5.00 5.25 5.25 5.50 5.25 5.50 5.75 5.50,5.00 6.75 - -,5.30
Choreography 0.60,5.25 5.50 5.25 5.50 5.50 5.25 6.00 5.00,5.00 6.50 - -,5.35
Interpretation / Timing 1.00,5.25 5.50 5.25 5.75 5.25 5.25 5.75 5.25,5.25 7.00 - -,5.40
Judges Total Program Component Score (factored),,,20.31
Deductions:,,,0.00
"",Total Total,Total,Total
Rank Name,NOC Segment Element,Program  Component,Deductions
"",Code Score Score,Score (factored),
"",= +,+,-
8 Siobhan KARAM / Joshua McGRATH,CAN 40.77 23.40,17.37,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 SlLi4 4.0 0.20,0 0 0 1 1 1 0 1,1 1 - -,4.20
2 CoSp4 4.7 0.10,0 1 1 0 0 0 0 -1,0 0 - -,4.80
3 DiSt2 4.8 -0.40,0 -1 -1 -1 -1 0 0 -1,0 0 - -,4.40
4 NtMiSt2+FSTw4 7.0 -1.00,-1 -1 -2 -1 -1 0 -1 -1,-1 -1 - -,6.00
5 RoLi4 4.0 0.00,0 0 0 1 0 0 0 0,0 0 - -,4.00
24.5,,,23.40
Program Components Factor,,,
Skating Skills 0.80,4.75 4.50 4.00 4.75 4.00 4.75 4.50 5.00,5.00 5.00 - -,4.65
Linking Footwork / Movement 0.80,4.50 4.75 4.25 4.50 4.25 4.50 4.25 4.75,4.75 5.25 - -,4.50
Performance 0.60,4.75 4.50 3.75 4.50 4.00 4.50 4.75 5.00,4.50 4.75 - -,4.55
Choreography 0.60,4.75 4.75 4.00 4.50 4.00 4.75 4.75 5.50,4.75 5.00 - -,4.70
Interpretation / Timing 1.00,4.50 4.75 3.75 4.00 3.75 4.75 4.50 5.25,4.75 5.25 - -,4.50
Judges Total Program Component Score (factored),,,17.37
Deductions:,,,0.00
"",Total Total,Total,Total
Rank Name,NOC Segment Element,Program  Component,Deductions
"",Code Score Score,Score (factored),
"",= +,+,-
9 Alessia AURELI / Andrea VATURI,ITA 40.30 22.20,18.10,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 NtMiSt2+FSTw4 7.0 -0.40,0 0 -1 0 -1 -1 -1 -2,0 0 - -,6.60
2 CuLi4 4.0 0.00,0 0 0 0 1 0 0 0,0 0 - -,4.00
3 CoSp2 3.5 -0.30,0 -1 -2 0 -1 -1 0 -1,-1 -1 - -,3.20
4 DiSt2 4.8 -0.40,0 -1 -2 0 0 -1 0 -1,0 -1 - -,4.40
5 RoLi4 4.0 0.00,0 0 0 0 0 0 0 0,0 0 - -,4.00
23.3,,,22.20
Program Components Factor,,,
Skating Skills 0.80,5.00 4.75 4.75 4.50 4.75 4.50 4.75 4.50,5.00 4.25 - -,4.75
Linking Footwork / Movement 0.80,4.75 4.50 4.75 4.25 5.00 4.25 4.75 4.00,4.75 4.50 - -,4.60
Performance 0.60,4.75 5.00 5.00 4.75 4.75 4.75 5.00 4.50,5.00 4.25 - -,4.90
Choreography 0.60,5.00 4.75 4.50 4.50 5.00 4.50 5.25 4.00,5.25 4.25 - -,4.80
Interpretation / Timing 1.00,4.75 5.00 4.50 4.75 5.00 4.25 5.00 4.00,5.25 4.00 - -,4.80
Judges Total Program Component Score (factored),,,18.10
Deductions:,,,0.00
Cup of Russia 2005,,,
ICE DANCING ORIGINAL DANCE,JUDGES DETAILS PER SKATER,,
"",Total Total,Total,Total
Rank Name,NOC Segment Element,Program  Component,Deductions
"",Code Score Score,Score (factored),
"",= +,+,-
10 Alexandra KAUC / Michal ZYCH,POL 39.36 20.60,18.76,0.00
"# Executed Base",GOE The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 CoSp3 4.0,-0.10 0 0 0 0 0 0 -1 0,-1 0 - -,3.90
2 CuLi4 4.0,0.20 0 0 0 1 1 0 1 0,1 1 - -,4.20
3 DiSt2 4.8,-0.20 -1 0 0 0 0 0 0 0,-1 0 - -,4.60
4 NtMiSt2+FSTw3 6.5,-2.00 -2 -2 -3 -2 -2 -2 -1 -2,-2 -1 - -,4.50
5 RoLi4 4.0,-0.60 -1 -1 -2 -1 -1 -2 0 -2,-1 -1 - -,3.40
23.3,,,20.60
Program Components,Factor,,
Skating Skills,0.80 5.00 5.00 5.25 4.75 4.75 4.75 5.25 5.25,5.00 5.75 - -,5.00
Linking Footwork / Movement,0.80 4.75 5.00 5.00 4.50 4.75 5.00 5.00 4.75,4.75 5.50 - -,4.90
Performance,0.60 4.75 4.75 4.50 4.75 4.75 5.00 5.00 5.00,4.75 5.25 - -,4.80
Choreography,0.60 5.00 5.25 5.25 4.50 4.75 5.00 5.25 5.50,5.00 5.25 - -,5.10
Interpretation / Timing,1.00 5.00 5.00 4.75 4.50 5.00 5.00 5.00 5.25,4.75 5.50 - -,4.90
Judges Total Program Component Score (factored),,,18.76
Deductions:,,,0.00
"",Total Total,Total,Total
Rank Name,NOC Segment Element,Program  Component,Deductions
"",Code Score Score,Score (factored),
"",= +,+,-
11 Nakako TSUZUKI / Kenji MIYAMOTO,JPN 37.30 20.60,16.70,0.00
"# Executed Base",GOE The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 NtMiSt2+BSTw3 6.5,-1.60 -1 -2 -2 -1 -2 -1 -2 -2,-2 -1 - -,4.90
2 RoLi4 4.0,0.00 0 0 0 0 0 0 0 -1,-1 -1 - -,4.00
3 Sp3 3.5,0.00 0 0 -1 0 0 1 0 -1,0 0 - -,3.50
4 CuLi4 4.0,0.00 0 0 -1 0 0 0 0 -1,0 0 - -,4.00
5 DiSt2 4.8,-0.60 0 -1 -1 -1 0 -1 0 -1,0 -1 - -,4.20
22.8,,,20.60
Program Components,Factor,,
Skating Skills,0.80 5.25 4.50 4.50 4.25 4.25 4.75 4.50 4.25,4.50 4.50 - -,4.55
Linking Footwork / Movement,0.80 5.00 4.50 4.25 4.00 4.00 4.50 4.00 4.00,4.00 4.25 - -,4.25
Performance,0.60 4.75 4.75 4.00 4.25 4.00 4.50 4.25 4.00,4.25 4.50 - -,4.40
Choreography,0.60 5.00 4.75 4.00 4.25 4.25 4.75 4.50 4.50,4.00 4.50 - -,4.45
Interpretation / Timing,1.00 4.75 4.75 4.00 4.00 4.00 4.50 4.25 4.25,4.25 4.25 - -,4.35
Judges Total Program Component Score (factored),,,16.70
Deductions:,,,0.00
Printed: 26/11/2005 17:54:58,,,
