ISU Four Continents Figure Skating Championships,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"# Executed Base GOE The Judges Panel",,,,,Ref Scores,
Elements Value (in random order),,,,,of Panel,
1 3F+3T  9.60  1.30 1 1 2 2 2 2,2,,,2 2,10.90,
2 FCSp4  3.20  0.50 1 1 2 1 1 1,1,,,1 1,3.70,
3 3Lo  5.10 -0.70 -1 -1 -1 -1 0 -1,-1,,,-1 -1,4.40,
4 CCoSp3p3  3.00  0.64 1 1 1 1 2 1,1,,,2 3,3.64,
"",Info,,,,,Info
5 2A  3.63 x  1.00 2 1 2 2 2 2,2,,,2 2,4.63,
6 StSq3  3.30  0.64 2 2 1 1 1 1,1,,,1 2,3.94,
7 LSp4  2.70  1.14 2 2 2 3 3 2,2,,,2 3,3.84,
30.53,,,,,35.05,
Program Components Factor,,,,,,
Skating Skills  0.80 7.75 7.75 7.75 7.50 8.25 7.50,8.00,,,8.00 6.75,7.75,
Transition / Linking Footwork  0.80 7.75 7.50 7.75 7.50 8.50 7.25,7.75,,,7.75 7.00,7.61,
Performance / Execution  0.80 8.00 8.00 8.00 7.50 8.75 7.75,7.75,,,8.00 7.00,7.86,
Choreography / Composition  0.80 8.00 7.50 7.75 7.50 8.50 7.50,8.00,,,8.00 7.25,7.75,
Interpretation  0.80 8.25 8.00 7.50 7.50 8.75 7.50,7.75,,,8.00 7.50,7.79,
Judges Total Program Component Score (factored),,,,,31.01,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Starting Total Total,,,,Total,Total,
Rank Name Nation Number Segment Element,,,,Program  Component,Deductions,
Score Score,,,,Score (factored),,
4 Rika HONGO JPN  17  64.27  34.81,,,,29.46,0.00,
"# Executed Base GOE The Judges Panel",,,,,Ref Scores,
Elements Value (in random order),,,,,of Panel,
1 3F+3T< <  8.30 -0.70 -2 -1 -1 -1 -1 -1,-1,,,-1 -1,7.60,
2 FCSp4  3.20  0.50 1 1 1 1 1 0,2,,,1 1,3.70,
3 LSp4  2.70  0.29 1 1 0 0 1 0,2,,,0 1,2.99,
4 3Lz  6.60 x  0.20 -1 0 0 1 2 0,1,,,-1 1,6.80,
5 2A  3.63 x  0.79 2 1 2 2 2 2,1,,,1 1,4.42,
6 StSq4  3.90  1.40 2 2 2 2 2 2,2,,,1 2,5.30,
7 CCoSp3p4  3.50  0.50 1 1 2 1 1 1,1,,,1 1,4.00,
31.83,,,,,34.81,
Program Components Factor,,,,,,
Skating Skills  0.80 6.50 7.50 7.00 7.50 7.50 7.75,8.00,,,7.50 7.25,7.43,
Transition / Linking Footwork  0.80 6.75 7.25 6.75 7.25 7.50 6.75,8.00,,,7.25 7.00,7.11,
Performance / Execution  0.80 6.75 7.25 7.00 7.50 7.50 7.25,8.00,,,7.50 7.25,7.32,
Choreography / Composition  0.80 6.50 7.50 6.75 8.25 7.75 7.50,8.00,,,7.50 7.00,7.43,
Interpretation  0.80 6.75 7.50 7.00 8.00 7.75 7.75,8.25,,,7.50 7.25,7.54,
Judges Total Program Component Score (factored),,,,,29.46,
Deductions:,,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU Four Continents Figure Skating Championships,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting Total Total,,,,Total,Total,
Rank Name Nation Number Segment Element,,,,Program  Component,Deductions,
Score Score,,,,Score (factored),,
5 So Youn PARK KOR  15  62.49  35.48,,,,27.01,0.00,
"# Executed Base GOE The Judges Panel",,,,,Ref Scores,
Elements Value (in random order),,,,,of Panel,
1 3Lz  6.00  0.80 2 0 1 -1 2 0,2,,,1 2,6.80,
2 3S+3T  8.70  0.80 1 1 1 1 2 1,1,,,1 2,9.50,
3 FCSp4  3.20  0.43 0 0 1 1 1 1,1,,,1 1,3.63,
4 LSp4  2.70  0.50 1 0 1 1 1 1,1,,,1 1,3.20,
"",Info,,,,,Info
5 StSq3  3.30  0.57 2 1 1 1 2 1,1,,,1 1,3.87,
6 2A  3.63 x  0.71 2 2 1 1 1 2,1,,,2 1,4.34,
7 CCoSp3p4  3.50  0.64 1 1 2 0 1 1,1,,,2 2,4.14,
31.03,,,,,35.48,
Program Components Factor,,,,,,
Skating Skills  0.80 7.25 6.75 6.75 6.50 6.75 6.50,6.50,,,7.00 7.50,6.79,
Transition / Linking Footwork  0.80 6.75 6.25 6.75 6.25 6.75 6.25,6.25,,,6.50 7.50,6.50,
Performance / Execution  0.80 7.00 6.75 7.00 6.50 6.75 6.75,6.75,,,7.00 7.75,6.86,
Choreography / Composition  0.80 7.50 6.25 7.25 6.25 6.75 6.50,6.50,,,6.75 7.25,6.75,
Interpretation  0.80 7.25 6.75 7.00 6.50 6.75 6.50,6.75,,,7.00 7.50,6.86,
Judges Total Program Component Score (factored),,,,,27.01,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Starting Total Total,,,,Total,Total,
Rank Name Nation Number Segment Element,,,,Program  Component,Deductions,
Score Score,,,,Score (factored),,
6 Zijun LI CHN  16  60.04  32.15,,,,27.89,0.00,
"# Executed Base GOE The Judges Panel",,,,,Ref Scores,
Elements Value (in random order),,,,,of Panel,
1 3T+3T< <  7.30 -0.70 -1 0 -1 -1 -1 -1,-2,,,-1 -1,6.60,
2 3F  5.30  0.70 1 1 1 1 0 2,1,,,1 1,6.00,
3 LSp4  2.70  0.93 2 2 1 3 1 2,2,,,2 2,3.63,
4 2A  3.63 x  0.79 1 2 2 2 1 1,2,,,1 2,4.42,
5 FCSp4  3.20  0.50 1 1 1 1 1 1,1,,,1 2,3.70,
6 StSq3  3.30  0.43 0 1 0 2 0 1,1,,,1 2,3.73,
7 CCoSp3p4  3.50  0.57 1 1 1 1 1 1,2,,,1 2,4.07,
28.93,,,,,32.15,
Program Components Factor,,,,,,
Skating Skills  0.80 7.25 7.25 6.75 7.25 7.00 6.75,6.50,,,7.00 8.00,7.04,
Transition / Linking Footwork  0.80 7.00 6.75 6.00 7.25 6.75 6.50,6.50,,,6.75 7.75,6.79,
Performance / Execution  0.80 7.25 7.25 6.50 7.50 6.75 6.75,6.75,,,7.00 8.00,7.04,
Choreography / Composition  0.80 7.00 7.00 6.50 7.75 6.50 7.00,6.75,,,6.75 7.50,6.93,
Interpretation  0.80 7.25 7.25 6.75 7.50 6.75 7.00,6.75,,,7.00 8.00,7.07,
Judges Total Program Component Score (factored),,,,,27.89,
Deductions:,,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU Four Continents Figure Skating Championships,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting Total Total,,,,Total,Total,
Rank Name Nation Number Segment Element,,,,Program  Component,Deductions,
Score Score,,,,Score (factored),,
7 Alaine CHARTRAND CAN  22  59.71  30.74,,,,28.97,0.00,
"# Executed Base GOE The Judges Panel",,,,,Ref Scores,
Elements Value (in random order),,,,,of Panel,
1 3Lz+3T< <  9.00 -1.90 -2 -3 -3 -3 -3 -3,-3,,,-2 -2,7.10,
2 LSp4  2.70  0.79 2 0 2 1 1 2,2,,,2 1,3.49,
3 FSSp3  2.60 -0.13 0 0 -1 0 1 0,-1,,,-1 -2,2.47,
4 3Lo  5.61 x  0.00 0 0 0 0 0 0,0,,,0 0,5.61,
"",Info,,,,,Info
5 2A  3.63 x  0.43 1 2 0 1 1 1,0,,,1 1,4.06,
6 StSq3  3.30  0.57 2 2 1 1 1 1,1,,,1 1,3.87,
7 CCoSp3p4  3.50  0.64 1 2 1 1 2 1,1,,,2 0,4.14,
30.34,,,,,30.74,
Program Components Factor,,,,,,
Skating Skills  0.80 7.75 7.75 7.00 7.00 7.75 7.25,6.75,,,6.50 7.00,7.21,
Transition / Linking Footwork  0.80 8.00 7.75 6.75 6.75 7.50 7.25,6.50,,,6.25 6.75,7.04,
Performance / Execution  0.80 8.00 7.50 7.00 7.00 7.75 7.50,7.00,,,6.50 7.25,7.29,
Choreography / Composition  0.80 7.75 7.75 7.25 7.00 7.75 7.75,7.25,,,6.75 7.00,7.39,
Interpretation  0.80 8.25 7.75 7.25 7.00 7.50 7.50,6.75,,,6.75 7.25,7.29,
Judges Total Program Component Score (factored),,,,,28.97,
Deductions:,,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Starting Total Total,,,,Total,Total,
Rank Name Nation Number Segment Element,,,,Program  Component,Deductions,
Score Score,,,,Score (factored),,
8 Na Hyun KIM KOR  10  58.40  34.60,,,,23.80,0.00,
"# Executed Base GOE The Judges Panel",,,,,Ref Scores,
Elements Value (in random order),,,,,of Panel,
1 3Lo+3Lo  10.20  0.50 1 0 1 0 1 1,0,,,1 1,10.70,
2 CCoSp3p4  3.50  0.36 0 1 1 0 0 1,1,,,1 1,3.86,
3 FSSp4  3.00  0.14 0 0 1 0 0 0,0,,,1 1,3.14,
4 3F  5.83 x  0.00 0 0 0 -1 1 0,0,,,0 0,5.83,
5 2A  3.63 x  0.36 1 0 1 0 1 1,0,,,1 1,3.99,
6 StSq3  3.30  0.29 0 1 1 0 0 1,0,,,1 1,3.59,
7 LSp4  2.70  0.79 1 2 2 2 1 2,1,,,2 1,3.49,
32.16,,,,,34.60,
Program Components Factor,,,,,,
Skating Skills  0.80 6.25 6.25 7.00 5.25 6.00 6.25,6.25,,,6.00 6.50,6.21,
Transition / Linking Footwork  0.80 5.75 6.25 7.00 4.75 5.00 5.50,6.00,,,5.75 6.00,5.75,
Performance / Execution  0.80 6.00 6.50 7.25 5.25 5.50 6.25,6.25,,,5.75 6.25,6.07,
Choreography / Composition  0.80 6.00 6.25 6.75 5.25 5.25 6.00,6.25,,,5.75 6.25,5.96,
Interpretation  0.80 5.50 6.00 7.00 5.00 5.25 6.00,6.00,,,5.50 6.00,5.75,
Judges Total Program Component Score (factored),,,,,23.80,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU Four Continents Figure Skating Championships,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting Total Total,,,,Total,Total,
Rank Name Nation Number Segment Element,,,,Program  Component,Deductions,
Score Score,,,,Score (factored),,
9 Gracie GOLD USA  18  57.26  27.52,,,,31.74,-2.00,
"# Executed Base GOE The Judges Panel",,,,,Ref Scores,
Elements Value (in random order),,,,,of Panel,
1 3Lz+COMBO  6.00 -2.10 -3 -3 -3 -3 -3 -3,-3,,,-3 -3,3.90,
2 LSp4  2.70  1.00 2 2 2 2 2 2,2,,,2 2,3.70,
3 FCSp4  3.20  0.79 1 2 1 1 2 1,2,,,2 2,3.99,
4 3Fe e  4.07 x -2.10 -3 -3 -3 -3 -3 -3,-3,,,-3 -3,1.97,
"",Info,,,,,Info
5 2A  3.63 x  0.50 1 2 0 1 1 2,1,,,1 0,4.13,
6 StSq4  3.90  1.50 2 2 2 2 1 3,2,,,2 3,5.40,
7 CCoSp3p4  3.50  0.93 1 2 2 2 2 2,2,,,1 2,4.43,
27.00,,,,,27.52,
Program Components Factor,,,,,,
Skating Skills  0.80 7.50 8.25 8.00 7.75 7.75 7.00,7.75,,,8.25 8.25,7.89,
Transition / Linking Footwork  0.80 7.25 8.00 8.00 7.75 7.75 7.50,8.25,,,8.00 8.00,7.86,
Performance / Execution  0.80 7.75 8.25 7.75 6.75 7.75 7.00,7.75,,,7.75 7.75,7.64,
Choreography / Composition  0.80 8.00 8.50 8.25 8.00 8.00 7.75,8.00,,,8.75 8.50,8.18,
Interpretation  0.80 7.75 8.50 8.25 7.75 7.75 7.75,8.25,,,8.50 8.75,8.11,
Judges Total Program Component Score (factored),,,,,31.74,
Deductions: Falls: -2.00,,,,,-2.00,
"x  Credit for highlight distribution, base value multiplied by 1.1e  Wrong edge",,,,,,
Starting Total Total,,,,Total,Total,
Rank Name Nation Number Segment Element,,,,Program  Component,Deductions,
Score Score,,,,Score (factored),,
10 Da Bin CHOI KOR  14  56.79  32.99,,,,23.80,0.00,
"# Executed Base GOE The Judges Panel",,,,,Ref Scores,
Elements Value (in random order),,,,,of Panel,
1 3Lz+3T  10.30  0.70 1 1 1 1 1 1,1,,,1 1,11.00,
2 FCSp3  2.80  0.07 0 1 0 0 0 0,1,,,0 0,2.87,
3 CCoSp3p3  3.00 -0.13 0 0 -1 -1 -1 0,1,,,0 -1,2.87,
4 3F  5.83 x  0.50 1 1 0 1 0 1,1,,,1 0,6.33,
5 2A  3.63 x  0.21 1 0 1 1 0 0,1,,,0 0,3.84,
6 StSq2  2.60  0.07 0 0 -1 1 0 0,1,,,0 0,2.67,
7 LSp4  2.70  0.71 2 2 1 1 1 1,2,,,2 1,3.41,
30.86,,,,,32.99,
Program Components Factor,,,,,,
Skating Skills  0.80 5.75 5.75 5.75 5.75 5.75 6.25,6.50,,,5.75 6.50,5.93,
Transition / Linking Footwork  0.80 5.75 5.50 5.50 5.50 5.75 6.00,6.25,,,5.50 5.75,5.68,
Performance / Execution  0.80 6.00 5.50 6.00 6.25 5.50 6.50,6.75,,,6.25 6.00,6.07,
Choreography / Composition  0.80 6.25 5.75 6.00 6.25 6.00 6.50,6.75,,,6.00 5.75,6.11,
Interpretation  0.80 6.00 5.50 6.25 6.00 5.25 6.25,6.50,,,5.75 6.00,5.96,
Judges Total Program Component Score (factored),,,,,23.80,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU Four Continents Figure Skating Championships,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting Total Total,,,,Total,Total,
Rank Name Nation Number Segment Element,,,,Program  Component,Deductions,
Score Score,,,,Score (factored),,
11 Kaetlyn OSMOND CAN  9  56.14  29.92,,,,27.22,-1.00,
"# Executed Base GOE The Judges Panel",,,,,Ref Scores,
Elements Value (in random order),,,,,of Panel,
1 3F+3T  9.60 -0.90 0 -2 -1 -2 -2 -1,-1,,,-1 -1,8.70,
2 3Lz !  6.00  0.20 1 1 2 -1 -1 -1,1,,,0 1,6.20,
3 FCSp3  2.80  0.29 1 1 0 1 0 1,1,,,0 0,3.09,
4 1A* *  0.00  0.00 - - - - - -,-,,,- -,0.00,
"",Info,,,,,Info
5 LSp4  2.70  0.86 2 1 1 1 2 2,3,,,2 2,3.56,
6 StSq3  3.30  0.86 2 1 2 2 1 1,2,,,2 2,4.16,
7 CCoSp3p4  3.50  0.71 1 1 2 1 1 2,2,,,2 1,4.21,
27.90,,,,,29.92,
Program Components Factor,,,,,,
Skating Skills  0.80 6.50 7.00 6.75 6.50 6.75 6.25,7.50,,,6.75 7.75,6.82,
Transition / Linking Footwork  0.80 6.25 6.75 6.50 6.50 6.50 6.50,7.50,,,6.50 7.50,6.68,
Performance / Execution  0.80 6.25 6.50 6.00 6.75 6.75 6.00,7.50,,,7.00 8.25,6.68,
Choreography / Composition  0.80 6.50 7.00 6.75 6.75 6.75 6.75,7.75,,,6.50 8.00,6.89,
Interpretation  0.80 6.75 6.75 6.50 6.75 7.00 6.75,8.00,,,6.75 8.50,6.96,
Judges Total Program Component Score (factored),,,,,27.22,
Deductions: Falls: -1.00,,,,,-1.00,
"*  Invalid element!  Not clear edge",,,,,,
Starting Total Total,,,,Total,Total,
Rank Name Nation Number Segment Element,,,,Program  Component,Deductions,
Score Score,,,,Score (factored),,
12 Karen CHEN USA  13  53.55  26.69,,,,27.86,-1.00,
"# Executed Base GOE The Judges Panel",,,,,Ref Scores,
Elements Value (in random order),,,,,of Panel,
1 3Lz+2T  7.30  0.70 2 1 2 0 1 0,1,,,2 0,8.00,
2 FCSp4  3.20  0.50 1 1 1 1 1 1,1,,,1 1,3.70,
3 StSq2  2.60  0.64 1 1 2 1 2 1,1,,,2 1,3.24,
4 1Lo* *  0.00 x  0.00 - - - - - -,-,,,- -,0.00,
5 2A  3.63 x  0.64 1 1 2 1 1 1,1,,,2 2,4.27,
6 CCoSp2p4  3.00  0.71 2 1 1 1 2 2,1,,,1 2,3.71,
7 LSp4  2.70  1.07 2 3 2 3 2 2,1,,,2 2,3.77,
22.43,,,,,26.69,
Program Components Factor,,,,,,
Skating Skills  0.80 7.50 6.50 7.75 7.00 7.00 6.25,7.25,,,7.00 7.25,7.07,
Transition / Linking Footwork  0.80 7.50 6.50 8.00 6.75 7.00 6.25,6.75,,,6.75 6.75,6.86,
Performance / Execution  0.80 7.50 6.25 7.75 6.75 7.25 6.50,6.75,,,6.75 7.25,6.96,
Choreography / Composition  0.80 7.00 6.75 8.00 7.00 6.75 6.50,7.00,,,6.75 7.00,6.89,
Interpretation  0.80 7.25 6.75 7.75 7.00 7.00 6.75,7.00,,,7.00 7.25,7.04,
Judges Total Program Component Score (factored),,,,,27.86,
Deductions: Time violation: -1.00,,,,,-1.00,
"*  Invalid elementx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU Four Continents Figure Skating Championships,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting Total Total,,,,Total,Total,
Rank Name Nation Number Segment Element,,,,Program  Component,Deductions,
Score Score,,,,Score (factored),,
13 Ziquan ZHAO CHN  7  53.24  31.93,,,,21.31,0.00,
"# Executed Base GOE The Judges Panel",,,,,Ref Scores,
Elements Value (in random order),,,,,of Panel,
1 3T+3T  8.60  0.70 1 1 1 1 0 1,1,,,1 1,9.30,
2 FCSp3  2.80  0.21 -1 1 1 0 1 1,0,,,0 0,3.01,
3 CCoSp3p4  3.50  0.07 0 0 1 0 1 0,0,,,0 -1,3.57,
4 3Lo  5.61 x  0.60 0 1 1 1 0 1,1,,,1 1,6.21,
"",Info,,,,,Info
5 2A  3.63 x  0.50 0 1 1 1 1 1,1,,,1 1,4.13,
6 StSq2  2.60  0.21 -1 1 1 0 1 0,0,,,0 1,2.81,
7 LSp3  2.40  0.50 0 1 1 1 2 1,1,,,1 1,2.90,
29.14,,,,,31.93,
Program Components Factor,,,,,,
Skating Skills  0.80 5.75 5.75 5.75 6.50 5.75 5.50,5.25,,,5.75 5.50,5.68,
Transition / Linking Footwork  0.80 4.75 5.75 5.25 6.25 5.50 4.75,4.75,,,5.50 5.00,5.21,
Performance / Execution  0.80 5.00 5.50 5.50 6.50 5.75 5.00,5.00,,,5.25 5.25,5.32,
Choreography / Composition  0.80 5.00 6.00 5.25 6.50 5.50 5.25,5.25,,,5.25 5.25,5.39,
Interpretation  0.80 4.75 5.25 5.50 6.25 5.25 5.00,4.75,,,4.75 4.75,5.04,
Judges Total Program Component Score (factored),,,,,21.31,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Starting Total Total,,,,Total,Total,
Rank Name Nation Number Segment Element,,,,Program  Component,Deductions,
Score Score,,,,Score (factored),,
14 Brooklee HAN AUS  12  52.80  29.29,,,,23.51,0.00,
"# Executed Base GOE The Judges Panel",,,,,Ref Scores,
Elements Value (in random order),,,,,of Panel,
1 3F+2T  6.60 -0.10 0 0 0 -1 0 0,-1,,,0 0,6.50,
2 3Lo  5.10 -0.50 -1 -2 1 -2 0 0,0,,,0 -2,4.60,
3 LSp4  2.70  0.79 1 2 2 0 2 1,1,,,2 2,3.49,
4 2A  3.63 x  0.00 0 0 1 0 0 0,0,,,0 0,3.63,
5 StSq3  3.30  0.21 1 1 1 0 0 0,0,,,0 1,3.51,
6 CCoSp3p4  3.50  0.43 0 1 2 1 1 1,0,,,1 1,3.93,
7 FCSp4  3.20  0.43 0 2 2 1 1 0,0,,,1 1,3.63,
28.03,,,,,29.29,
Program Components Factor,,,,,,
Skating Skills  0.80 5.50 5.75 7.00 5.50 6.00 6.25,6.25,,,5.75 5.50,5.86,
Transition / Linking Footwork  0.80 5.25 6.00 6.75 5.00 6.00 6.00,6.00,,,5.75 5.25,5.75,
Performance / Execution  0.80 5.50 6.00 7.25 5.00 5.75 6.25,6.00,,,5.75 6.00,5.89,
Choreography / Composition  0.80 5.75 6.75 6.75 5.50 5.50 6.00,5.75,,,6.00 6.25,6.00,
Interpretation  0.80 5.50 6.25 7.00 5.25 5.50 6.00,5.75,,,6.25 6.00,5.89,
Judges Total Program Component Score (factored),,,,,23.51,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU Four Continents Figure Skating Championships,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting Total Total,,,,Total,Total,
Rank Name Nation Number Segment Element,,,,Program  Component,Deductions,
Score Score,,,,Score (factored),,
15 Veronik MALLET CAN  11  51.88  27.11,,,,24.77,0.00,
"# Executed Base GOE The Judges Panel",,,,,Ref Scores,
Elements Value (in random order),,,,,of Panel,
1 3T+3T< <  7.30 -1.20 -1 -2 -2 -1 -1 -2,-3,,,-2 -2,6.10,
2 3Lo  5.10 -1.20 -2 -2 -2 -1 -2 -2,-2,,,-1 -1,3.90,
3 FSSp4  3.00  0.21 0 1 1 0 0 0,0,,,1 1,3.21,
4 LSp3  2.40  0.07 0 0 0 0 -1 0,0,,,1 1,2.47,
"",Info,,,,,Info
5 2A  3.63 x  0.14 0 0 0 0 0 1,0,,,1 1,3.77,
6 StSq3  3.30  0.43 1 1 1 0 1 0,1,,,1 1,3.73,
7 CCoSp3p4  3.50  0.43 1 1 1 1 0 0,1,,,1 2,3.93,
28.23,,,,,27.11,
Program Components Factor,,,,,,
Skating Skills  0.80 6.00 6.50 6.50 6.50 6.25 5.50,6.25,,,5.75 7.00,6.25,
Transition / Linking Footwork  0.80 5.75 6.50 6.00 6.00 6.00 5.25,5.50,,,6.00 7.00,5.96,
Performance / Execution  0.80 6.00 6.25 6.00 6.50 6.00 5.25,6.25,,,6.25 7.25,6.18,
Choreography / Composition  0.80 6.25 6.50 6.25 6.25 6.25 5.50,5.75,,,6.50 6.75,6.25,
Interpretation  0.80 6.25 6.50 6.25 6.50 6.50 5.50,6.00,,,6.25 6.75,6.32,
Judges Total Program Component Score (factored),,,,,24.77,
Deductions:,,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Starting Total Total,,,,Total,Total,
Rank Name Nation Number Segment Element,,,,Program  Component,Deductions,
Score Score,,,,Score (factored),,
16 Kailani CRAINE AUS  8  49.02  25.60,,,,23.42,0.00,
"# Executed Base GOE The Judges Panel",,,,,Ref Scores,
Elements Value (in random order),,,,,of Panel,
1 3F !  5.30 -0.50 0 -1 -1 -1 0 -1,-2,,,0 -1,4.80,
2 2A  3.30  0.50 1 1 1 1 1 1,1,,,1 1,3.80,
3 FSSp4  3.00  0.50 1 1 1 2 1 1,1,,,1 1,3.50,
4 3Lo<+1T* *  3.96 x -2.10 -3 -3 -3 -3 -3 -3,-3,,,-3 -3,1.86,
5 StSq3  3.30  0.50 1 0 2 1 1 1,1,,,1 1,3.80,
6 CCoSp3p4  3.50  0.50 0 0 2 1 2 1,1,,,1 1,4.00,
7 LSp4  2.70  1.14 2 2 2 3 2 2,3,,,3 2,3.84,
25.06,,,,,25.60,
Program Components Factor,,,,,,
Skating Skills  0.80 6.00 6.00 5.75 6.25 5.75 5.50,5.50,,,5.50 5.75,5.75,
Transition / Linking Footwork  0.80 5.50 6.00 5.50 6.00 6.00 5.25,5.50,,,5.50 5.75,5.68,
Performance / Execution  0.80 6.00 6.50 6.25 6.00 6.00 5.50,5.75,,,5.75 5.50,5.89,
Choreography / Composition  0.80 5.75 6.50 6.00 6.50 5.75 5.75,6.00,,,5.50 5.50,5.89,
Interpretation  0.80 6.00 6.50 6.25 6.50 6.25 5.75,5.75,,,5.75 6.00,6.07,
Judges Total Program Component Score (factored),,,,,23.42,
Deductions:,,,,,0.00,
"<  Under-rotated jump*  Invalid elementx  Credit for highlight distribution, base value multiplied by 1.1!  Not clear edge",,,,,,
ISU Four Continents Figure Skating Championships,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting Total Total,,,,Total,Total,
