ISU GP NHK Trophy 2008,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
Transition / Linking Footwork  1.60 6.25 6.25 6.50 5.00,,6.75 5.75 7.00 6.25 6.75,6.75 - -,,6.50,,
Performance / Execution  1.60 6.75 7.00 6.50 7.00,,7.25 7.00 7.25 6.75 7.00,7.00 - -,,7.00,,
Choreography / Composition  1.60 6.75 6.50 6.75 7.00,,7.00 6.50 7.25 6.75 7.25,6.75 - -,,6.85,,
Interpretation  1.60 7.00 7.00 6.75 7.25,,7.50 6.75 7.25 7.25 7.25,7.00 - -,,7.15,,
Judges Total Program Component Score (factored),,,,,55.12,,
Deductions:,,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP NHK Trophy 2008,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
3 Yukari NAKANO JPN,,112.05  56.93,55.12,,0.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 2A  3.50  0.80 1 1 0 1,,1 0 1 2 1,0 - -,,4.30,,
2 3F+2T !  6.80 -0.40 -1 0 0 -1,,0 -1Info -1 0 -1,-1 - -,,6.40,,Info
3 3S+2T  5.80  0.60 1 1 0 0,,1 0 1 1 1,0 - -,,6.40,,
4 2A  3.50  0.60 0 1 0 1,,1 1 1 0 1,0 - -,,4.10,,
5 CCoSp4  3.50  0.70 2 2 0 2,,1 2 1 2 2,1 - -,,4.20,,
6 3Lz  6.00  0.20 1 0 0 0,,1 0 0 1 0,0 - -,,6.20,,
7 SpSq4  3.40  1.20 2 2 0 1,,2 1 1 1 1,1 - -,,4.60,,
8 3F< <  1.87 x -0.42 -2 -1 -1 -2,,-1 -1 -2 -1 -1,-2 - -,,1.45,,
9 FCoSp4  3.00  0.50 2 2 0 0,,2 1 1 1 1,1 - -,,3.50,,
10 SlSt3  3.30  0.40 1 1 0 1,,2 0 0 1 0,1 - -,,3.70,,
11 3T+2T+2Lo  7.48 x  0.60 1 0 1 1,,0 1 1 1 0,0 - -,,8.08,,
12 FCSp4  3.20  0.80 3 2 1 1,,2 1 1 2 2,2 - -,,4.00,,
51.35,,,,,56.93,,
Program Components Factor,,,,,,,
Skating Skills  1.60 6.75 7.25 6.50 6.00,,7.50 7.00 7.00 7.25 7.00,7.25 - -,,7.05,,
Transition / Linking Footwork  1.60 6.75 6.75 6.00 5.00,,7.00 6.25 6.25 6.25 6.50,7.00 - -,,6.45,,
Performance / Execution  1.60 7.50 7.75 6.50 6.25,,8.25 7.00 6.75 6.75 7.00,7.25 - -,,7.00,,
Choreography / Composition  1.60 7.50 7.50 6.25 6.00,,8.00 6.50 6.75 6.75 7.00,7.25 - -,,6.90,,
Interpretation  1.60 7.75 7.75 6.50 6.00,,8.50 6.75 6.50 7.25 6.75,7.25 - -,,7.05,,
Judges Total Program Component Score (factored),,,,,55.12,,
Deductions:,,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
4 Laura LEPISTO FIN,,99.71  47.19,53.52,,1.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 2A  3.50  1.00 1 1 1 2,,1 1 1 1 1,1 - -,,4.50,,
2 2T+3T  5.30 -0.40 0 0 -2 0,,0 0 -1 0 0,-1 - -,,4.90,,
3 3Lz  6.00 -0.20 0 0 0 0,,-1 -1 0 -1 0,0 - -,,5.80,,
4 FSSp4  3.00  0.50 1 1 0 1,,1 0 1 1 1,1 - -,,3.50,,
5 3Lo+2T  6.30  0.40 1 1 0 0,,1 0 0 1 0,0 - -,,6.70,,
6 SpSq3  3.10  0.30 0 1 0 1,,0 0 1 1 1,0 - -,,3.40,,
7 3Lo  5.50 x -3.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3,0 - -,,2.50,,
8 3S  4.95 x  0.40 0 0 1 1,,-1 -1 0 1 1,0 - -,,5.35,,
9 LSp3  2.40  0.20 0 0 1 1,,0 0 1 0 1,0 - -,,2.60,,
10 1S  0.44 x  0.00 -1 0 0 1,,-1 0 0 0 -1,0 - -,,0.44,,
11 CiSt3  3.30  0.20 0 1 0 1,,0 0 1 0 1,0 - -,,3.50,,
12 CCoSp4  3.50  0.50 2 1 0 1,,1 1 1 1 1,2 - -,,4.00,,
47.29,,,,,47.19,,
Program Components Factor,,,,,,,
Skating Skills  1.60 6.50 7.00 6.75 7.00,,6.75 6.75 6.75 7.25 6.75,6.75 - -,,6.85,,
Transition / Linking Footwork  1.60 5.75 6.50 6.50 6.00,,5.75 6.00 6.50 6.50 6.50,6.25 - -,,6.35,,
Performance / Execution  1.60 6.00 6.75 6.50 7.25,,6.25 6.75 6.75 6.75 6.50,6.75 - -,,6.70,,
Choreography / Composition  1.60 6.00 7.00 6.75 7.00,,6.00 6.50 6.75 6.50 6.75,6.50 - -,,6.70,,
Interpretation  1.60 6.00 7.00 6.50 7.25,,6.25 6.00 7.00 7.00 6.50,6.75 - -,,6.85,,
Judges Total Program Component Score (factored),,,,,53.52,,
Deductions: Falls: -1.00,,,,,-1.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP NHK Trophy 2008,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total Total,Total,,,
NOC,,Segment Element Program  Component,Deductions,,,
Rank Name,,,,,,
Code,,Score Score Score (factored),,,,
"",,= + +,,-,,
5 Ashley WAGNER USA,,99.58  45.02  54.56,,0.00,,
"# Executed Base GOE",,The Judges Panel,,Scores,,
Elements Value,,(in random order),of Panel,,,
1 3Lz e  6.00 -1.00 -1 -1 -1 -1,,-1 -1 -2 -1 -2 0 - -,,5.00,,
2 3S  4.50  0.60 0 1 0 1,,1 0 Info 0 0 0 1 - -,,5.10,,Info
3 3Lo  5.00  0.60 1 1 -1 1,,1 -1 0 1 1 0 - -,,5.60,,
4 FSSp3  2.60  0.10 0 0 0 1,,0 0 0 0 1 1 - -,,2.70,,
5 3F  5.50 -2.60 -3 -3 -3 -3,,-2 -3 -2 -3 -3 -2 - -,,2.90,,
6 FCoSp4  3.00  0.50 1 1 1 2,,1 1 0 1 1 1 - -,,3.50,,
7 SpSq3  3.10  0.70 2 1 1 2,,2 1 1 2 2 1 - -,,3.80,,
8 3Lo<+SEQ <  1.32 x -0.60 -2 -2 -2 -2,,-2 -2 -3 -2 -2 -2 - -,,0.72,,
9 3F<+2A+SEQ <  4.58 x -1.28 -2 -2 -2 -1,,-2 -2 -3 -1 -2 -1 - -,,3.30,,
10 3T  4.40 x  0.20 0 0 0 1,,0 0 0 1 0 0 - -,,4.60,,
11 SlSt3  3.30  0.50 1 1 0 1,,1 0 1 1 1 1 - -,,3.80,,
12 CCoSp4  3.50  0.50 1 0 1 1,,1 0 1 1 1 1 - -,,4.00,,
46.80,,,,45.02,,
Program Components Factor,,,,,,
Skating Skills  1.60 6.50 6.75 7.00 7.50,,7.00 6.50 6.50 7.25 6.50 7.00 - -,,7.00,,
Transition / Linking Footwork  1.60 6.00 6.50 6.75 6.75,,6.50 6.00 6.50 6.75 6.50 7.00 - -,,6.65,,
Performance / Execution  1.60 6.50 6.75 7.00 7.50,,6.25 6.00 6.50 7.00 6.75 6.75 - -,,6.80,,
Choreography / Composition  1.60 6.50 6.50 6.75 7.50,,6.50 6.50 6.50 7.00 7.00 7.00 - -,,6.75,,
Interpretation  1.60 6.50 6.50 6.75 7.75,,6.50 6.25 6.75 7.50 7.25 7.00 - -,,6.90,,
Judges Total Program Component Score (factored),,,,54.56,,
Deductions:,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
"",,Total Total Total,Total,,,
NOC,,Segment Element Program  Component,Deductions,,,
Rank Name,,,,,,
Code,,Score Score Score (factored),,,,
"",,= + +,,-,,
6 Katrina HACKER USA,,85.66  38.78  46.88,,0.00,,
"# Executed Base GOE",,The Judges Panel,,Scores,,
Elements Value,,(in random order),of Panel,,,
1 3T<+2T<+2Lo <  3.20 -0.76 -3 -3 -2 -1,,-2 -2 -3 -3 -3 -2 - -,,2.44,,
2 3S<+2Lo <  2.80 -0.42 -2 -1 -2 0,,-2 -1 -3 -1 -1 -1 - -,,2.38,,
3 3Lo  5.00 -2.60 -2 -3 -3 -3,,-2 -3 -2 -3 -2 -2 - -,,2.40,,
4 FSSp4  3.00  0.20 1 1 0 0,,1 0 0 1 1 0 - -,,3.20,,
5 3T  4.00  0.00 -1 0 0 0,,0 0 0 0 0 0 - -,,4.00,,
6 SpSq4  3.40  1.60 2 2 1 2,,2 2 1 2 1 1 - -,,5.00,,
7 3S< <  1.43 x -0.60 -2 -2 -2 -2,,-2 -2 -3 -2 -2 -2 - -,,0.83,,
8 FCoSp4  3.00  0.30 1 0 0 1,,1 0 1 1 1 0 - -,,3.30,,
9 CiSt2  2.30  0.00 0 0 0 0,,0 0 0 0 0 0 - -,,2.30,,
10 2A+2T  5.28 x  0.20 0 0 0 0,,1 0 0 1 0 0 - -,,5.48,,
11 2A  3.85 x  0.00 0 0 0 1,,0 0 0 0 0 0 - -,,3.85,,
12 CCoSp3  3.00  0.60 2 1 1 2,,2 1 1 1 1 1 - -,,3.60,,
40.26,,,,38.78,,
Program Components Factor,,,,,,
Skating Skills  1.60 5.50 5.75 6.25 5.75,,6.00 5.50 6.25 5.75 5.75 6.00 - -,,5.95,,
Transition / Linking Footwork  1.60 5.25 5.25 5.75 5.50,,6.50 4.75 6.00 5.50 5.75 5.75 - -,,5.70,,
Performance / Execution  1.60 5.50 5.50 6.00 5.25,,6.00 5.00 6.00 5.50 5.75 5.75 - -,,5.75,,
Choreography / Composition  1.60 5.75 5.75 6.25 5.75,,6.50 5.50 6.00 5.75 6.00 6.00 - -,,5.95,,
Interpretation  1.60 5.75 5.50 6.00 5.75,,6.00 4.75 6.25 6.00 6.00 6.00 - -,,5.95,,
Judges Total Program Component Score (factored),,,,46.88,,
Deductions:,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
ISU GP NHK Trophy 2008,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total Total,Total,,,
NOC,,Segment Element Program  Component,Deductions,,,
Rank Name,,,,,,
Code,,Score Score Score (factored),,,,
"",,= + +,,-,,
7 Cynthia PHANEUF CAN,,85.42  38.70  46.72,,0.00,,
"# Executed Base GOE",,The Judges Panel,,Scores,,
Elements Value,,(in random order),of Panel,,,
1 3T+2A+SEQ  6.00 -2.00 -1 -2 -2 -1,,-2 -1 -2 -2 -2 -2 - -,,4.00,,
2 3Lz< <  1.90 -0.42 -2 -1 -1 -1,,-2 -1Info -3 1 -1 -2 - -,,1.48,,Info
3 1Lo  0.50  0.06 0 0 0 1,,1 0 0 0 0 0 - -,,0.56,,
4 FSSp4  3.00  0.30 1 1 0 1,,0 0 0 1 1 1 - -,,3.30,,
5 1F e  0.50 -0.10 -1 -1 -1 -1,,-1 -1 -1 -1 -2 0 - -,,0.40,,
6 2S  1.30  0.00 0 0 0 1,,0 0 0 0 0 0 - -,,1.30,,
7 SpSq4  3.40  0.40 1 1 0 1,,0 1 0 1 1 0 - -,,3.80,,
8 3Lz+2T  8.03 x -0.80 0 -1 -1 -1,,0 0 -1 -1 -1 0 - -,,7.23,,
9 SlSt3  3.30  0.20 2 1 0 1,,0 1 0 1 1 0 - -,,3.50,,
10 3T+2T  5.83 x  0.00 -1 0 0 -1,,0 0 0 0 -1 0 - -,,5.83,,
11 CSSp4  3.00  0.30 1 1 -1 1,,0 0 1 1 1 0 - -,,3.30,,
12 CCoSp4  3.50  0.50 2 1 0 2,,1 1 1 1 1 1 - -,,4.00,,
40.26,,,,38.70,,
Program Components Factor,,,,,,
Skating Skills  1.60 6.25 6.50 6.00 5.50,,6.00 6.25 6.00 6.25 6.25 6.00 - -,,6.05,,
Transition / Linking Footwork  1.60 5.75 5.75 5.75 5.00,,5.00 5.25 5.25 6.00 5.75 5.50 - -,,5.45,,
Performance / Execution  1.60 5.75 6.00 5.50 5.75,,6.25 5.75 5.75 6.25 6.00 5.75 - -,,5.90,,
Choreography / Composition  1.60 6.00 6.25 5.75 5.50,,5.75 6.00 5.75 6.50 6.25 5.75 - -,,5.85,,
Interpretation  1.60 6.25 6.00 5.50 5.75,,6.00 5.75 6.00 6.50 6.00 6.00 - -,,5.95,,
Judges Total Program Component Score (factored),,,,46.72,,
Deductions:,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
"",,Total Total Total,Total,,,
NOC,,Segment Element Program  Component,Deductions,,,
Rank Name,,,,,,
Code,,Score Score Score (factored),,,,
"",,= + +,,-,,
8 Annette DYTRT GER,,77.95  36.43  41.52,,0.00,,
"# Executed Base GOE",,The Judges Panel,,Scores,,
Elements Value,,(in random order),of Panel,,,
1 3F  5.50 -2.40 -2 -3 -3 0,,-2 -2 -2 -2 -3 -3 - -,,3.10,,
2 3T  4.00 -2.00 -2 -2 -2 -2,,-2 -2 -2 -2 -2 -2 - -,,2.00,,
3 2Lo  1.50  0.20 1 0 0 1,,0 0 1 1 0 0 - -,,1.70,,
4 3S  4.50  0.20 0 0 0 -1,,1 0 0 1 0 0 - -,,4.70,,
5 CCoSp3  3.00  0.40 1 1 0 1,,1 1 1 1 1 0 - -,,3.40,,
6 2A+2T  5.28 x  0.00 0 0 0 0,,1 0 0 0 0 0 - -,,5.28,,
7 SpSq4  3.40  0.40 0 0 0 1,,2 1 0 1 1 0 - -,,3.80,,
8 2S+2T  2.86 x  0.00 0 0 0 0,,0 0 0 0 0 -1 - -,,2.86,,
9 FSSp3  2.60  0.00 0 0 0 1,,-1 0 0 0 0 0 - -,,2.60,,
10 CiSt3  3.30  0.00 0 0 0 1,,0 0 0 0 0 0 - -,,3.30,,
11 2A  3.85 x -1.96 -2 -3 -3 -3,,-2 -3 -2 -2 -2 -2 - -,,1.89,,
12 LSp1  1.50  0.30 0 0 1 1,,0 1 1 1 1 0 - -,,1.80,,
41.29,,,,36.43,,
Program Components Factor,,,,,,
Skating Skills  1.60 5.25 5.25 5.50 5.50,,5.25 5.25 5.50 5.50 5.25 5.25 - -,,5.40,,
Transition / Linking Footwork  1.60 4.25 4.00 5.50 5.00,,4.75 4.25 4.75 4.75 4.75 4.75 - -,,4.80,,
Performance / Execution  1.60 4.75 4.75 5.25 5.75,,5.00 4.75 5.25 5.25 4.75 5.00 - -,,5.15,,
Choreography / Composition  1.60 4.75 5.25 5.50 5.50,,5.00 5.00 5.50 5.00 5.25 5.00 - -,,5.25,,
Interpretation  1.60 5.00 5.00 5.25 5.50,,5.50 5.25 5.50 5.25 5.00 5.25 - -,,5.35,,
Judges Total Program Component Score (factored),,,,41.52,,
Deductions:,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
ISU GP NHK Trophy 2008,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total Total,Total,,,
NOC,,Segment Element Program  Component,Deductions,,,
Rank Name,,,,,,
Code,,Score Score Score (factored),,,,
"",,= + +,,-,,
9 Mirai NAGASU USA,,74.08  30.32  45.76,,2.00,,
"# Executed Base GOE",,The Judges Panel,,Scores,,
Elements Value,,(in random order),of Panel,,,
1 3Lz<+2T+2Lo< <  3.70 -0.84 -3 -2 -1 -2,,-3 -2 -3 -3 -3 -3 - -,,2.86,,
2 3F<+2T <  3.00 -0.62 -2 -2 -1 -2,,-2 -2Info -3 -1 -2 -3 - -,,2.38,,Info
3 2A  3.50 -2.50 -3 -3 -3 -3,,-3 -3 -3 -3 -3 -3 - -,,1.00,,
4 LSp4  2.70  0.90 1 2 1 2,,2 2 2 2 1 1 - -,,3.60,,
5 FSSp2  2.30  0.10 1 0 0 0,,1 0 0 1 0 0 - -,,2.40,,
6 SpSq2  2.30  0.50 0 1 1 1,,2 1 0 1 1 1 - -,,2.80,,
7 3F< <  1.87 x -1.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3 -3 - -,,0.87,,
8 3T< <  1.43 x -0.42 -2 -2 -1 -1,,-1 -2 -3 -1 -1 -2 - -,,1.01,,
9 2Lo  1.65 x  0.00 0 0 0 0,,0 0 0 0 0 0 - -,,1.65,,
10 2A  3.85 x  0.40 0 0 0 1,,1 0 1 0 0 0 - -,,4.25,,
11 SlSt3  3.30  0.10 0 1 0 0,,1 0 0 0 0 0 - -,,3.40,,
12 CCoSp4  3.50  0.60 2 1 1 1,,2 1 1 2 2 1 - -,,4.10,,
33.10,,,,30.32,,
Program Components Factor,,,,,,
Skating Skills  1.60 6.25 6.25 6.00 5.50,,6.25 6.00 6.25 6.50 6.00 6.00 - -,,6.15,,
Transition / Linking Footwork  1.60 5.75 5.25 5.75 4.50,,5.50 5.00 5.00 6.00 5.75 5.25 - -,,5.35,,
Performance / Execution  1.60 5.75 5.00 5.75 5.00,,6.25 5.00 5.25 6.25 5.25 5.25 - -,,5.50,,
Choreography / Composition  1.60 6.00 6.00 6.00 5.00,,6.00 6.25 5.50 6.00 5.75 5.50 - -,,5.80,,
Interpretation  1.60 6.00 5.50 6.25 5.25,,5.75 5.75 5.75 6.25 5.75 5.75 - -,,5.80,,
Judges Total Program Component Score (factored),,,,45.76,,
Deductions: Falls: -2.00,,,,-2.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
"",,Total Total Total,Total,,,
NOC,,Segment Element Program  Component,Deductions,,,
Rank Name,,,,,,
Code,,Score Score Score (factored),,,,
"",,= + +,,-,,
10 Anastasia GIMAZETDINOVA UZB,,72.26  33.70  38.56,,0.00,,
"# Executed Base GOE",,The Judges Panel,,Scores,,
Elements Value,,(in random order),of Panel,,,
1 2A  3.50 -0.16 -1 -1 1 0,,-1 0 0 0 0 0 - -,,3.34,,
2 3Lz  6.00 -0.20 -1 -2 0 0,,-1 0 0 0 -1 0 - -,,5.80,,
3 3F< <  1.70 -0.42 -2 -1 -1 -1,,-2 -1 -3 -1 -1 -2 - -,,1.28,,
4 3T+2T  5.30  0.00 0 0 0 0,,0 0 0 0 0 0 - -,,5.30,,
5 3S  4.50 -1.40 -1 -2 -1 -1,,-2 -2 -1 -1 -1 -2 - -,,3.10,,
6 FSSp3  2.60  0.00 0 0 0 0,,0 0 0 0 0 0 - -,,2.60,,
7 2T  1.43 x  0.00 0 0 0 0,,-1 0 0 0 0 0 - -,,1.43,,
8 SpSq3  3.10  0.00 0 0 0 0,,0 0 0 0 0 0 - -,,3.10,,
9 LSp2  1.90  0.10 0 0 1 1,,0 1 0 0 0 0 - -,,2.00,,
10 SlSt2  2.30 -0.12 0 0 0 0,,-1 0 -1 -1 0 0 - -,,2.18,,
11 2S+1T  1.87 x -0.06 -1 -1 0 0,,-1 0 0 0 -1 0 - -,,1.81,,
12 CCoSp1  2.00 -0.24 -1 -1 0 -1,,-1 0 -1 -1 0 0 - -,,1.76,,
36.20,,,,33.70,,
Program Components Factor,,,,,,
Skating Skills  1.60 5.25 5.25 5.50 4.50,,4.75 5.75 5.25 5.00 5.50 5.00 - -,,5.05,,
Transition / Linking Footwork  1.60 4.00 4.50 5.25 3.50,,4.00 4.00 4.25 4.00 5.00 5.00 - -,,4.35,,
Performance / Execution  1.60 4.50 5.25 5.50 4.50,,4.75 5.00 5.00 4.50 5.50 5.25 - -,,4.95,,
Choreography / Composition  1.60 4.25 5.25 5.50 4.75,,4.00 4.75 4.25 4.50 5.25 5.00 - -,,4.75,,
Interpretation  1.60 4.50 4.75 5.25 4.75,,5.00 4.50 5.25 4.25 5.00 5.25 - -,,5.00,,
Judges Total Program Component Score (factored),,,,38.56,,
Deductions:,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
ISU GP NHK Trophy 2008,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total Total,Total,,,
NOC,,Segment Element Program  Component,Deductions,,,
Rank Name,,,,,,
Code,,Score Score Score (factored),,,,
"",,= + +,,-,,
11 Na-Young KIM KOR,,71.85  31.93  39.92,,0.00,,
"# Executed Base GOE",,The Judges Panel,,Scores,,
Elements Value,,(in random order),of Panel,,,
1 3F+1T e  5.90 -1.00 -2 -1 -1 -1,,-1 -1 -2 -1 -1 0 - -,,4.90,,
2 1A+1A+SEQ  1.28  0.10 0 0 0 1,,1 0 Info 0 0 0 0 - -,,1.38,,Info
3 3Lz  6.00  0.40 0 1 0 0,,1 1 0 1 1 0 - -,,6.40,,
4 3T< <  1.30 -0.68 -2 -2 -2 -2,,-2 -1 -3 -3 -2 -2 - -,,0.62,,
5 LSp4  2.70  0.40 1 1 0 1,,1 1 1 1 1 0 - -,,3.10,,
6 2S  1.30  0.00 0 0 0 1,,0 0 0 0 0 0 - -,,1.30,,
7 SpSq4  3.40  0.40 1 1 0 1,,1 1 0 0 0 0 - -,,3.80,,
8 1F  0.55 x -0.20 -2 -2 -2 -3,,-2 -3 -2 -2 -2 -2 - -,,0.35,,
9 2Lz+2A<+SEQ <  2.38 x -0.54 -2 -1 -2 -1,,-2 -1 -2 -2 -2 -2 - -,,1.84,,
10 FSSp4  3.00 -0.06 0 0 0 1,,-1 0 -1 0 0 0 - -,,2.94,,
11 CiSt1  1.80  0.00 0 0 0 0,,0 0 0 0 0 0 - -,,1.80,,
12 CCoSp4  3.50  0.00 0 0 0 1,,0 1 0 0 1 0 - -,,3.50,,
33.11,,,,31.93,,
Program Components Factor,,,,,,
Skating Skills  1.60 5.50 5.75 5.25 5.50,,5.25 5.75 5.25 5.25 6.00 5.75 - -,,5.40,,
Transition / Linking Footwork  1.60 4.75 5.00 5.00 4.00,,4.75 4.75 4.00 4.50 5.25 5.25 - -,,4.65,,
Performance / Execution  1.60 5.25 5.00 5.00 5.25,,5.50 5.25 4.50 4.50 5.75 5.25 - -,,5.00,,
Choreography / Composition  1.60 5.00 5.25 5.25 5.00,,5.00 5.50 4.50 5.00 5.50 5.50 - -,,5.10,,
Interpretation  1.60 5.00 4.75 5.00 5.00,,4.75 5.00 4.00 4.50 5.50 5.75 - -,,4.80,,
Judges Total Program Component Score (factored),,,,39.92,,
Deductions:,,,,0.00,,
