2006 NHK Trophy,,,,,,
ICE DANCING FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
5 CuLi4  4.00  0.60,1 1 2 2 1,2 1 1,,0,- - -,4.60
6 DiSt3  6.20  0.60,1 1 1 1 0,1 1 0,,0,- - -,6.80
7 CuLi4+RoLi3  6.00  0.50,1 1 1 0 1,1 1 1,,1,- - -,6.50
8 SlLi4  4.00  0.50,0 1 2 1 1,2 2 1,,1,- - -,4.50
44.00,,,,,,47.50
Program Components Factor,,,,,,
Skating Skills  1.25,7.25 7.25 7.00 7.25 7.00,7.00 7.00 7.00,,7.25,- - -,7.15
Linking Footwork / Movement  1.75,6.75 7.00 6.75 7.00 6.75,7.00 6.75 6.75,,7.00,- - -,6.85
Performance  1.00,7.25 7.00 7.25 7.25 7.00,7.00 7.00 6.75,,7.25,- - -,7.15
Choreography  1.00,7.00 7.25 7.00 7.25 6.75,7.25 7.25 6.75,,7.00,- - -,7.00
Interpretation / Timing  1.00,7.00 7.00 7.00 7.25 7.00,7.25 7.00 6.75,,7.25,- - -,7.05
Judges Total Program Component Score (factored),,,,,,42.13
Deductions:,,,,,,0.00
2006 NHK Trophy,,,,,,
ICE DANCING FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
4 Meryl DAVIS / Charlie WHITE,USA  86.65,48.40,,,38.25,0.00
"# Executed Base GOE",The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 CuLi4+RoLi4  6.40  0.50,1 1 2 1 1,1 1 1,,1,- - -,6.90
2 STw4  4.70  0.30,2 0 0 1 0,1 2 1,,1,- - -,5.00
3 CiSt4  8.00  0.60,1 0 1 1 0,1 1 1,,0,- - -,8.60
4 SlLi4  4.00  0.40,1 1 1 1 0,1 2 1,,0,- - -,4.40
5 SeLi4  6.40  0.40,0 1 2 1 1,2 1 1,,0,- - -,6.80
6 CoSp4  4.70  0.10,0 0 0 1 0,1 1 1,,0,- - -,4.80
7 DiSt4  7.00  0.40,1 0 1 0 0,0 1 0,,1,- - -,7.40
8 RoLi4  4.00  0.50,1 1 1 1 1,2 1 1,,1,- - -,4.50
45.20,,,,,,48.40
Program Components Factor,,,,,,
Skating Skills  1.25,6.50 6.25 6.75 6.25 6.00,6.00 6.50 6.50,,6.75,- - -,6.45
Linking Footwork / Movement  1.75,6.50 6.25 6.25 6.00 6.00,5.75 6.50 6.25,,6.50,- - -,6.25
Performance  1.00,7.00 6.50 6.50 6.00 5.75,6.00 6.50 6.50,,6.50,- - -,6.40
Choreography  1.00,7.00 6.50 6.25 6.25 5.75,6.00 6.25 6.50,,6.50,- - -,6.40
Interpretation / Timing  1.00,6.75 6.50 6.50 6.25 6.25,6.25 6.75 6.25,,6.75,- - -,6.45
Judges Total Program Component Score (factored),,,,,,38.25
Deductions:,,,,,,0.00
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
5 Anna ZADOROZHNIUK / Sergei VERBILLO,UKR  75.45,43.50,,,32.95,1.00
"# Executed Base GOE",The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 SlLi4+RoLi4  6.40  0.50,1 0 1 1 1,2 1 1,,1,- - -,6.90
2 STw3  4.00  0.10,-1 0 0 1 0,0 0 1,,0,- - -,4.10
3 CiSt3  7.20  0.20,0 0 0 0 1,0 0 0,,1,- - -,7.40
4 Sp4  4.70 -0.10,-1 0 -1 0 0,0 -1 0,,0,- - -,4.60
5 SeLi4  6.40  0.30,0 1 1 1 0,2 0 1,,0,- - -,6.70
6 SlLi4  4.00  0.40,0 0 1 1 1,1 1 1,,1,- - -,4.40
7 DiSt2  5.40  0.00,0 0 0 0 0,0 0 0,,1,- - -,5.40
8 RoLi4  4.00  0.00,0 0 0 0 1,0 0 0,,0,- - -,4.00
42.10,,,,,,43.50
Program Components Factor,,,,,,
Skating Skills  1.25,5.25 5.50 5.00 5.75 6.00,5.50 5.50 5.50,,5.75,- - -,5.55
Linking Footwork / Movement  1.75,5.00 5.50 5.00 5.50 6.00,5.50 5.00 5.25,,5.50,- - -,5.35
Performance  1.00,5.75 5.25 5.25 5.50 5.75,5.75 5.25 5.50,,5.75,- - -,5.55
Choreography  1.00,5.25 5.25 5.50 5.75 5.75,5.75 5.50 5.50,,5.75,- - -,5.55
Interpretation / Timing  1.00,5.25 5.50 5.50 5.50 6.00,5.75 5.50 5.50,,5.75,- - -,5.55
Judges Total Program Component Score (factored),,,,,,32.95
Deductions: Extended lifts:,-1.00,,,,,-1.00
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
6 Nozomi WATANABE / Akiyuki KIDO,JPN  74.38,42.10,,,32.28,0.00
"# Executed Base GOE",The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 CuLi4+RoLi4  6.40  0.30,0 0 0 1 1,2 1 1,,1,- - -,6.70
2 STw4  4.70  0.10,0 0 0 1 0,0 0 1,,-1,- - -,4.80
3 SeSt2  6.40  0.00,0 0 0 0 0,1 0 0,,0,- - -,6.40
4 RoLi4  4.00  0.00,0 0 0 0 1,1 0 0,,0,- - -,4.00
5 MiSt3  6.20  0.00,0 0 -1 0 0,0 0 0,,0,- - -,6.20
6 Sp4  4.70  0.10,0 0 1 1 0,1 1 0,,0,- - -,4.80
7 CuLi3  3.50  0.00,0 0 1 0 0,0 0 0,,0,- - -,3.50
8 SeLi3  5.60  0.10,-1 0 0 1 1,1 0 0,,0,- - -,5.70
41.50,,,,,,42.10
Program Components Factor,,,,,,
Skating Skills  1.25,5.50 5.50 5.50 5.75 5.50,6.00 5.25 5.50,,5.75,- - -,5.55
Linking Footwork / Movement  1.75,5.00 5.25 4.75 5.50 5.75,5.75 4.00 5.25,,5.25,- - -,5.25
Performance  1.00,5.50 5.25 5.25 5.50 5.50,5.75 5.50 5.25,,5.25,- - -,5.35
Choreography  1.00,4.50 5.50 5.50 5.75 5.75,6.25 5.25 5.25,,5.25,- - -,5.45
Interpretation / Timing  1.00,5.00 5.25 5.25 5.75 5.50,6.00 5.00 5.25,,5.50,- - -,5.35
Judges Total Program Component Score (factored),,,,,,32.28
Deductions:,,,,,,0.00
2006 NHK Trophy,,,,,,
ICE DANCING FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
7 Trina PRATT / Todd GILLES,USA  72.74,41.50,,,31.24,0.00
"# Executed Base GOE",The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 RoLi4  4.00  0.40,1 0 1 1 1,0 1 1,,0,- - -,4.40
2 CuLi4  4.00  0.40,1 1 1 0 0,1 2 2,,1,- - -,4.40
3 DiSt2  5.40  0.00,0 0 0 0 0,0 0 -1,,0,- - -,5.40
4 STw4  4.70 -0.60,-2 -1 -2 0 -1,0 -1 1,,-2,- - -,4.10
5 SlLi4+RoLi4  6.40  0.30,0 1 -1 1 1,1 1 1,,0,- - -,6.70
6 CoSp3  4.00 -0.20,-1 0 -2 0 0,0 0 0,,-1,- - -,3.80
7 CiSt3  7.20  0.00,0 0 -1 0 0,0 0 1,,0,- - -,7.20
8 SeLi3  5.60 -0.10,-2 0 0 0 0,0 1 1,,-1,- - -,5.50
9 STw+TRANS  0.00  0.00,- - - - -,- - -,,-,- - -,0.00
41.30,,,,,,41.50
Program Components Factor,,,,,,
Skating Skills  1.25,5.50 5.00 4.75 5.50 5.25,5.25 5.25 5.75,,5.00,- - -,5.25
Linking Footwork / Movement  1.75,5.25 5.00 4.75 5.25 5.25,5.00 5.00 5.50,,4.50,- - -,5.10
Performance  1.00,5.50 5.25 5.25 5.25 5.50,5.25 5.50 5.50,,4.50,- - -,5.35
Choreography  1.00,5.50 5.00 5.00 5.50 5.50,5.00 5.25 5.50,,4.25,- - -,5.30
Interpretation / Timing  1.00,5.25 5.00 4.75 5.25 5.25,5.25 6.00 5.50,,4.25,- - -,5.10
Judges Total Program Component Score (factored),,,,,,31.24
Deductions:,,,,,,0.00
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
8 Lauren SENFT / Leif GISLASON,CAN  69.94,40.10,,,29.84,0.00
"# Executed Base GOE",The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 SlLi4+RoLi2  5.60  0.20,0 0 1 1 1,1 0 0,,0,- - -,5.80
2 STw3  4.00 -0.20,-1 0 0 0 -1,-1 -1 -1,,0,- - -,3.80
3 CoSp4  4.70 -0.10,0 0 -1 0 0,1 1 0,,-1,- - -,4.60
4 CiSt3  7.20  0.00,0 0 0 0 0,0 0 0,,0,- - -,7.20
5 DiSt3  6.20 -0.60,-1 0 -1 0 -1,-1 0 0,,-1,- - -,5.60
6 CuLi4  4.00  0.00,0 0 0 0 0,0 1 0,,0,- - -,4.00
7 SeLi2  4.80  0.10,0 1 0 0 0,0 0 1,,0,- - -,4.90
8 RoLi4  4.00  0.20,0 0 0 1 0,1 0 1,,1,- - -,4.20
40.50,,,,,,40.10
Program Components Factor,,,,,,
Skating Skills  1.25,5.50 5.25 5.00 5.25 4.75,5.00 5.00 5.00,,5.00,- - -,5.10
Linking Footwork / Movement  1.75,5.25 5.00 4.50 5.00 4.50,4.75 4.50 4.75,,4.25,- - -,4.75
Performance  1.00,5.50 5.25 4.75 5.25 4.75,5.00 5.25 5.00,,4.75,- - -,5.00
Choreography  1.00,5.75 5.25 5.25 5.25 5.00,5.25 5.50 5.00,,4.50,- - -,5.15
Interpretation / Timing  1.00,5.50 5.00 5.00 5.25 5.00,5.25 5.00 4.75,,4.75,- - -,5.00
Judges Total Program Component Score (factored),,,,,,29.84
Deductions:,,,,,,0.00
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
9 Mylene LAMOUREUX / Michael MEE,CAN  63.90,39.40,,,25.50,1.00
"# Executed Base GOE",The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 CuLi3  3.50  0.10,1 0 1 0 0,0 1 0,,0,- - -,3.60
2 CiSt3  7.20  0.00,0 0 0 -1 0,0 0 0,,0,- - -,7.20
3 SeLi4  6.40  0.40,1 0 1 0 1,1 2 1,,1,- - -,6.80
4 Sp3  4.00 -0.30,0 -1 -1 0 -1,-1 0 0,,-1,- - -,3.70
5 SlLi4+RoLi4  6.40 -0.10,-1 1 -1 0 0,1 0 0,,0,- - -,6.30
6 DiSt3  6.20 -0.40,0 0 -1 -1 0,-1 0 0,,-1,- - -,5.80
7 STw3  4.00 -0.80,-2 -1 -2 -1 -2,-1 -1 -1,,-2,- - -,3.20
8 RoLi2  3.00 -0.20,-1 0 -1 0 0,0 0 0,,-1,- - -,2.80
40.70,,,,,,39.40
Program Components Factor,,,,,,
Skating Skills  1.25,5.00 4.50 4.75 4.00 4.25,5.00 4.50 4.50,,4.25,- - -,4.45
Linking Footwork / Movement  1.75,4.75 4.25 4.00 3.75 4.00,4.75 4.75 4.25,,3.75,- - -,4.05
Performance  1.00,5.00 4.25 4.50 4.00 4.25,5.00 5.00 4.25,,4.00,- - -,4.25
Choreography  1.00,5.00 4.50 4.25 4.25 4.25,5.00 4.25 4.25,,4.00,- - -,4.30
Interpretation / Timing  1.00,5.00 4.25 4.50 4.00 4.50,5.25 5.00 4.00,,4.25,- - -,4.30
Judges Total Program Component Score (factored),,,,,,25.50
Deductions: Extended lifts:,-1.00,,,,,-1.00
2006 NHK Trophy,,,,,,
ICE DANCING FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
10 Zsuzsanna NAGY / Gyorgy ELEK,HUN  62.53,39.80,,,22.73,0.00
"# Executed Base",GOE The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 SlLi4+CuLi4  6.40,0.00 -1 0 0 0 0,1 1 0,,1,- - -,6.40
2 RoLi4  4.00,0.00 0 0 1 0 0,0 0 0,,0,- - -,4.00
3 DiSt3  6.20,-1.20 -2 -1 -2 -1 -1,-1 -1 -1,,-1,- - -,5.00
4 CuLi4  4.00,0.00 0 0 0 0 0,0 0 0,,0,- - -,4.00
5 STw4  4.70,-0.60 -2 -1 -1 -1 -2,-1 -1 0,,-1,- - -,4.10
6 SeSt3  7.20,-1.00 -2 0 -1 -1 -1,0 -1 -1,,-1,- - -,6.20
7 Sp3  4.00,-0.20 -1 0 -1 0 -1,-1 -1 0,,0,- - -,3.80
8 SeLi4  6.40,-0.10 -1 0 0 0 -1,0 0 0,,0,- - -,6.30
42.90,,,,,,39.80
Program Components,Factor,,,,,
Skating Skills,1.25 4.00 4.00 3.75 3.75 4.00,4.25 4.00 4.00,,3.75,- - -,3.90
Linking Footwork / Movement,1.75 3.75 3.75 3.50 3.25 3.75,4.00 3.75 3.75,,3.25,- - -,3.60
Performance,1.00 4.00 4.00 4.00 3.50 3.75,4.00 4.00 4.00,,3.50,- - -,3.85
Choreography,1.00 3.50 4.00 4.25 3.75 4.00,4.25 4.25 4.00,,3.25,- - -,3.85
Interpretation / Timing,1.00 3.75 3.75 4.00 3.75 4.25,4.00 4.00 4.00,,3.50,- - -,3.85
Judges Total Program Component Score (factored),,,,,,22.73
Deductions:,,,,,,0.00
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
11 Kamila HAJKOVA / David VINCOUR,CZE  61.90,37.98,,,24.92,1.00
"# Executed Base",GOE The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 SlLi4+CuLi4  6.40,0.00 -1 0 0 0 0,0 1 0,,0,- - -,6.40
2 CoSp3  4.00,0.00 -1 0 0 0 0,0 1 0,,0,- - -,4.00
3 SeLi4  6.40,0.10 0 0 1 0 0,1 0 0,,1,- - -,6.50
4 CiSt2  6.40,-1.00 -1 -1 -1 -1 0,0 -1 -1,,-1,- - -,5.40
5 STw3  4.00,-1.12 -3 -3 -2 -2 -2,-2 -2 -2,,-3,- - -,2.88
6 SlLi4  4.00,0.00 -1 0 0 0 0,1 0 0,,0,- - -,4.00
7 DiSt2  5.40,-0.60 -1 -1 -1 0 0,-1 0 -1,,0,- - -,4.80
8 RoLi4  4.00,0.00 -1 0 0 0 1,1 -1 0,,0,- - -,4.00
40.60,,,,,,37.98
Program Components,Factor,,,,,
Skating Skills,1.25 4.00 4.25 4.25 4.25 4.50,4.75 4.25 4.00,,4.50,- - -,4.25
Linking Footwork / Movement,1.75 4.00 4.00 3.75 4.00 4.25,4.50 3.50 3.75,,4.00,- - -,3.95
Performance,1.00 4.25 4.00 4.50 4.25 4.50,4.75 4.00 4.00,,4.25,- - -,4.25
Choreography,1.00 4.25 4.25 4.25 4.25 4.75,5.00 4.50 3.75,,4.50,- - -,4.30
Interpretation / Timing,1.00 4.00 4.00 4.00 4.25 4.50,5.00 4.00 3.50,,4.50,- - -,4.15
Judges Total Program Component Score (factored),,,,,,24.92
Deductions:,Falls: -1.00,,,,,-1.00
Printed: 02/12/2006 16:55:28,,,,,,
