ISU World Figure Skating Championships 2010,,,,
ICE DANCE COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,
Performance / Execution  0.50 8.25 8.25 7.25 8.50 8.00 8.50 8.50,,9.00 8.00,8.30,
Interpretation  0.50 8.25 8.25 7.25 8.00 8.00 8.50 8.50,,9.00 8.25,8.25,
Judges Total Program Component Score (factored),,,20.35,
Deductions:,,,0.00,
ISU World Figure Skating Championships 2010,,,,
ICE DANCE COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
4 Nathalie PECHALAT / Fabian BOURZAT FRA  23  37.75  18.80,,18.95,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  1.70  0.50 1 1 0 2 2 2 -1,,0 2,2.20,
2 1S2  2.80  0.70 1 1 1 1 1 1 0,,1 1,3.50,
3 1S3  2.30  0.30 1 0 1 1 1 2 0,,0 1,2.60,
4 2S1  2.30  0.40 1 0 1 2 1 1 0,,0 2,2.70,
Info,,Info,,Info
5 2S2  3.40  0.70 1 1 1 1 1 1 1,,1 1,4.10,
6 2S3  3.00  0.70 1 1 1 1 1 2 1,,0 2,3.70,
15.50,,,18.80,
Program Components Factor,,,,
Skating Skills  0.75 8.00 7.75 7.25 8.25 8.00 7.75 6.75,,7.50 8.00,7.70,
Timing  0.75 7.75 7.50 7.00 8.00 7.50 7.25 6.50,,7.25 7.50,7.35,
Performance / Execution  0.50 8.00 7.75 7.25 8.50 8.00 7.75 7.00,,7.25 8.00,7.65,
Interpretation  0.50 8.00 7.50 7.50 8.25 7.75 7.75 6.75,,7.50 8.00,7.65,
Judges Total Program Component Score (factored),,,18.95,
Deductions:,,,0.00,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
5 Jana KHOKHLOVA / Sergei NOVITSKI RUS  25  37.70  18.68,,19.02,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  1.70  0.60 1 0 1 1 2 1 2,,1 2,2.30,
2 1S2  2.80  0.70 1 1 1 1 1 1 2,,2 1,3.50,
3 1S3  2.30  0.50 2 0 1 0 1 1 2,,1 2,2.80,
4 2S1  2.30  0.40 1 0 1 1 1 0 2,,1 1,2.70,
5 2S2  3.40  0.42 1 1 0 1 0 0 2,,1 1,3.82,
6 2S3  3.00  0.56 1 1 1 0 1 0 2,,1 1,3.56,
15.50,,,18.68,
Program Components Factor,,,,
Skating Skills  0.75 7.50 7.50 7.25 8.25 8.00 7.50 8.00,,7.75 7.75,7.65,
Timing  0.75 7.50 7.25 7.25 8.00 7.75 7.00 7.75,,7.75 7.75,7.50,
Performance / Execution  0.50 7.50 7.00 7.25 8.25 8.00 7.25 8.00,,8.00 8.00,7.60,
Interpretation  0.50 7.50 7.00 7.75 8.25 8.00 7.25 8.25,,8.25 8.00,7.70,
Judges Total Program Component Score (factored),,,19.02,
Deductions:,,,0.00,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
6 Sinead KERR / John KERR GBR  21  37.56  18.56,,19.00,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  1.70  0.80 2 2 2 1 1 1 2,,2 1,2.50,
2 1S2  2.80  0.70 1 1 1 1 1 1 1,,1 0,3.50,
3 1S3  2.30  0.50 2 1 1 0 1 1 1,,2 1,2.80,
4 2S1  2.30  0.50 1 1 2 1 1 1 1,,1 1,2.80,
5 2S2  3.40  0.42 2 0 1 1 0 0 1,,1 0,3.82,
6 2S3  3.00  0.14 1 0 1 0 0 0 0,,1 0,3.14,
15.50,,,18.56,
Program Components Factor,,,,
Skating Skills  0.75 7.00 7.00 8.25 7.50 7.75 7.50 7.75,,7.75 7.50,7.65,
Timing  0.75 7.00 7.00 8.00 7.50 7.50 7.25 7.25,,7.50 7.25,7.40,
Performance / Execution  0.50 7.25 7.50 8.50 7.25 8.00 7.75 7.75,,7.75 7.25,7.75,
Interpretation  0.50 7.25 7.25 8.00 7.00 8.00 7.50 7.75,,7.75 7.50,7.65,
Judges Total Program Component Score (factored),,,19.00,
Deductions:,,,0.00,
ISU World Figure Skating Championships 2010,,,,
ICE DANCE COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
7 Anna CAPPELLINI / Luca LANOTTE ITA  24  34.05  17.06,,16.99,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  1.70  0.50 1 1 1 1 1 1 1,,1 1,2.20,
2 1S2  2.80  0.00 1 0 0 0 1 0 0,,0 0,2.80,
3 1S3  2.30  0.20 2 0 0 1 1 0 1,,1 0,2.50,
4 2S1  2.30  0.30 1 0 1 0 1 1 0,,1 1,2.60,
Info,,Info,,Info
5 2S2  3.40  0.14 1 0 0 0 0 1 0,,0 0,3.54,
6 2S3  3.00  0.42 1 1 0 0 1 0 1,,0 1,3.42,
15.50,,,17.06,
Program Components Factor,,,,
Skating Skills  0.75 6.75 6.75 7.25 6.50 6.50 6.50 6.75,,7.00 7.00,6.75,
Timing  0.75 6.75 6.00 7.00 6.50 6.00 6.25 6.75,,6.75 6.75,6.60,
Performance / Execution  0.50 7.25 7.00 7.50 6.75 6.50 6.75 7.00,,7.00 7.25,7.05,
Interpretation  0.50 7.25 6.50 7.25 6.25 6.50 6.75 6.75,,7.25 7.25,6.90,
Judges Total Program Component Score (factored),,,16.99,
Deductions:,,,0.00,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
8 Alexandra ZARETSKY / Roman ZARETSKY ISR  18  33.79  16.72,,17.07,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  1.70  0.20 0 1 1 0 1 1 0,,2 0,1.90,
2 1S2  2.80  0.00 0 0 0 0 1 0 0,,1 1,2.80,
3 1S3  2.30  0.40 0 1 1 1 1 1 1,,2 0,2.70,
4 2S1  2.30  0.20 0 0 1 1 1 1 -1,,1 0,2.50,
5 2S2  3.40  0.00 0 0 0 0 1 1 0,,1 0,3.40,
6 2S3  3.00  0.42 0 1 1 1 1 0 0,,2 1,3.42,
15.50,,,16.72,
Program Components Factor,,,,
Skating Skills  0.75 6.25 7.00 6.75 7.75 7.50 7.25 6.50,,7.25 7.25,6.95,
Timing  0.75 5.75 6.75 6.75 7.25 7.25 7.00 6.00,,7.00 7.00,6.70,
Performance / Execution  0.50 5.75 6.75 6.75 7.50 7.50 7.50 6.00,,7.25 7.25,6.85,
Interpretation  0.50 5.75 6.50 6.75 7.50 7.50 7.25 6.25,,7.50 7.25,6.80,
Judges Total Program Component Score (factored),,,17.07,
Deductions:,,,0.00,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
9 Vanessa CRONE / Paul POIRIER CAN  19  33.32  17.36,,15.96,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  1.70  0.40 1 1 1 1 -1 1 0,,1 1,2.10,
2 1S2  2.80  0.70 0 1 0 1 1 1 1,,1 0,3.50,
3 1S3  2.30  0.10 0 1 1 0 1 0 0,,0 0,2.40,
4 2S1  2.30  0.10 0 1 1 0 0 0 0,,1 1,2.40,
5 2S2  3.40  0.00 0 1 0 0 0 0 0,,0 0,3.40,
6 2S3  3.00  0.56 0 1 1 1 1 1 1,,0 1,3.56,
15.50,,,17.36,
Program Components Factor,,,,
Skating Skills  0.75 6.50 7.00 6.50 6.00 6.50 6.00 6.00,,6.50 6.75,6.30,
Timing  0.75 6.25 7.00 6.25 6.00 6.50 5.75 6.00,,6.25 6.75,6.20,
Performance / Execution  0.50 6.50 7.00 6.50 6.00 6.75 6.50 6.50,,6.50 7.00,6.55,
Interpretation  0.50 6.50 7.00 6.75 5.75 7.00 6.50 6.50,,6.50 7.00,6.60,
Judges Total Program Component Score (factored),,,15.96,
Deductions:,,,0.00,
ISU World Figure Skating Championships 2010,,,,
ICE DANCE COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
10 Emily SAMUELSON / Evan BATES USA  20  32.61  16.78,,15.83,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  1.70  0.30 1 0 0 0 1 1 0,,1 1,2.00,
2 1S2  2.80  0.14 0 1 -1 0 0 0 0,,1 1,2.94,
3 1S3  2.30  0.40 1 0 0 1 1 1 1,,1 0,2.70,
4 2S1  2.30  0.30 1 0 0 1 1 0 0,,0 1,2.60,
Info,,Info,,Info
5 2S2  3.40  0.00 0 0 0 0 0 1 0,,0 0,3.40,
6 2S3  3.00  0.14 0 1 0 0 1 0 0,,0 1,3.14,
15.50,,,16.78,
Program Components Factor,,,,
Skating Skills  0.75 7.25 6.50 5.75 6.00 6.75 6.75 6.50,,5.75 7.00,6.40,
Timing  0.75 7.00 6.25 5.25 5.50 6.50 6.00 6.00,,5.50 7.00,6.10,
Performance / Execution  0.50 7.25 6.50 6.00 6.00 6.50 6.75 6.50,,6.25 7.25,6.50,
Interpretation  0.50 7.00 6.50 5.75 5.75 6.50 6.50 6.25,,6.50 7.25,6.40,
Judges Total Program Component Score (factored),,,15.83,
Deductions:,,,0.00,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
11 Ekaterina BOBROVA / Dmitri SOLOVIEV RUS  14  32.43  16.58,,15.85,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  1.70  0.50 1 1 1 0 1 0 1,,1 1,2.20,
2 1S2  2.80  0.14 0 1 0 1 0 0 1,,-1 0,2.94,
3 1S3  2.30  0.00 1 0 0 0 0 0 1,,0 0,2.30,
4 2S1  2.30  0.30 1 1 1 0 1 0 1,,0 0,2.60,
5 2S2  3.40  0.14 0 1 1 0 -1 0 2,,0 0,3.54,
6 2S3  3.00  0.00 0 0 0 0 1 0 0,,0 0,3.00,
15.50,,,16.58,
Program Components Factor,,,,
Skating Skills  0.75 6.25 7.50 6.75 5.75 6.25 6.50 6.75,,6.00 6.50,6.35,
Timing  0.75 6.00 7.50 6.50 6.00 6.00 6.25 6.75,,5.75 6.25,6.15,
Performance / Execution  0.50 6.50 7.25 6.75 6.00 6.25 6.50 7.00,,5.75 6.50,6.40,
Interpretation  0.50 7.00 7.25 6.75 6.50 6.00 6.50 7.25,,6.00 6.50,6.55,
Judges Total Program Component Score (factored),,,15.85,
Deductions:,,,0.00,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
12 Anna ZADOROZHNIUK / Sergei VERBILLO UKR  15  31.66  15.84,,15.82,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  1.70  0.10 0 1 0 1 -1 0 0,,2 0,1.80,
2 1S2  2.80  0.14 0 0 -1 1 0 0 1,,1 -1,2.94,
3 1S3  2.30  0.10 0 1 0 1 0 0 0,,1 0,2.40,
4 2S1  2.30  0.00 0 0 -1 0 1 0 0,,1 0,2.30,
5 2S2  3.40  0.00 0 0 -1 0 1 0 0,,0 -1,3.40,
6 2S3  3.00  0.00 0 0 0 1 0 0 0,,1 0,3.00,
15.50,,,15.84,
Program Components Factor,,,,
Skating Skills  0.75 6.50 6.50 5.50 6.50 6.25 6.00 6.75,,6.75 6.50,6.35,
Timing  0.75 6.25 6.25 5.50 6.50 6.00 6.00 6.50,,6.50 6.00,6.20,
Performance / Execution  0.50 6.75 6.50 5.25 6.50 6.00 6.50 6.75,,7.00 6.50,6.45,
Interpretation  0.50 6.50 6.50 5.25 6.50 6.00 6.25 6.50,,7.50 6.50,6.35,
Judges Total Program Component Score (factored),,,15.82,
Deductions:,,,0.00,
ISU World Figure Skating Championships 2010,,,,
ICE DANCE COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
13 Nora HOFFMANN / Maxim ZAVOZIN HUN  10  31.47  15.80,,15.67,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  1.70  0.10 1 0 1 0 0 0 1,,0 0,1.80,
2 1S2  2.80  0.00 1 0 0 0 -1 0 0,,0 0,2.80,
3 1S3  2.30  0.00 1 0 0 1 -1 0 0,,0 1,2.30,
4 2S1  2.30  0.20 0 0 1 0 0 1 1,,0 0,2.50,
Info,,Info,,Info
5 2S2  3.40  0.00 1 0 0 0 -1 0 0,,0 0,3.40,
6 2S3  3.00  0.00 0 0 1 0 0 0 0,,0 1,3.00,
15.50,,,15.80,
Program Components Factor,,,,
Skating Skills  0.75 6.50 6.25 6.75 5.75 5.25 6.25 6.75,,6.75 6.50,6.35,
Timing  0.75 6.25 5.75 6.75 6.00 5.00 6.00 6.25,,6.50 6.50,6.10,
Performance / Execution  0.50 6.50 6.00 6.75 5.50 5.25 6.25 6.50,,7.00 6.75,6.20,
Interpretation  0.50 6.75 6.25 6.75 6.25 6.00 6.25 6.75,,6.75 6.75,6.45,
Judges Total Program Component Score (factored),,,15.67,
Deductions:,,,0.00,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
14 Kimberly NAVARRO / Brent BOMMENTRE USA  16  31.36  16.20,,15.16,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  1.70  0.40 1 1 0 0 1 2 1,,1 1,2.10,
2 1S2  2.80  0.00 0 0 0 0 0 0 0,,0 0,2.80,
3 1S3  2.30  0.10 1 0 0 0 1 0 0,,1 0,2.40,
4 2S1  2.30  0.20 0 1 0 0 1 0 0,,1 1,2.50,
5 2S2  3.40  0.00 0 0 0 0 0 0 0,,0 0,3.40,
6 2S3  3.00  0.00 0 0 0 0 0 -1 0,,1 0,3.00,
15.50,,,16.20,
Program Components Factor,,,,
Skating Skills  0.75 6.50 6.50 6.25 6.00 6.75 6.00 6.25,,6.50 5.75,6.20,
Timing  0.75 5.75 6.25 6.00 6.00 6.00 5.75 6.00,,6.25 5.50,5.95,
Performance / Execution  0.50 6.50 6.50 6.25 6.00 6.50 5.50 6.00,,6.50 5.75,6.10,
Interpretation  0.50 6.25 6.75 6.25 5.50 6.25 5.50 6.25,,6.50 5.75,6.00,
Judges Total Program Component Score (factored),,,15.16,
Deductions:,,,0.00,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
15 Pernelle CARRON / Lloyd JONES FRA  4  30.55  15.88,,14.67,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  1.70  0.10 0 -1 1 0 1 1 -1,,-1 1,1.80,
2 1S2  2.80  0.28 0 1 1 0 0 0 0,,0 1,3.08,
3 1S3  2.30  0.00 0 0 1 0 0 -1 0,,0 0,2.30,
4 2S1  2.30  0.00 0 0 0 0 1 1 -1,,0 0,2.30,
5 2S2  3.40  0.00 0 0 0 0 0 0 0,,0 1,3.40,
6 2S3  3.00  0.00 0 0 1 0 0 0 0,,-1 0,3.00,
15.50,,,15.88,
Program Components Factor,,,,
Skating Skills  0.75 6.00 5.25 7.00 5.75 6.25 5.50 5.25,,4.25 6.25,5.90,
Timing  0.75 6.00 5.00 6.75 5.50 6.00 5.25 5.00,,4.00 6.00,5.70,
Performance / Execution  0.50 6.00 5.25 7.00 6.00 6.25 5.50 5.25,,4.00 6.25,5.95,
Interpretation  0.50 6.00 5.50 7.50 5.75 6.25 6.00 5.50,,4.00 6.25,5.95,
Judges Total Program Component Score (factored),,,14.67,
Deductions:,,,0.00,
ISU World Figure Skating Championships 2010,,,,
ICE DANCE COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
16 Ekaterina RUBLEVA / Ivan SHEFER RUS  17  30.53  15.52,,15.01,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  1.70 -0.20 0 0 0 -1 1 -1 -1,,0 0,1.50,
2 1S2  2.80  0.28 1 0 0 1 1 0 0,,1 0,3.08,
3 1S3  2.30  0.00 0 0 0 0 1 0 0,,0 0,2.30,
4 2S1  2.30 -0.20 0 0 0 -1 0 -1 -1,,1 0,2.10,
Info,,Info,,Info
5 2S2  3.40  0.14 0 0 0 0 0 0 1,,1 -1,3.54,
6 2S3  3.00  0.00 0 0 0 0 1 0 1,,0 0,3.00,
15.50,,,15.52,
Program Components Factor,,,,
Skating Skills  0.75 6.50 6.25 6.25 6.25 6.75 5.00 6.25,,6.00 6.00,6.15,
Timing  0.75 6.00 6.00 6.00 5.50 6.50 5.00 6.25,,5.75 5.75,5.80,
Performance / Execution  0.50 6.50 6.50 6.25 6.00 6.75 4.75 5.75,,6.00 6.00,6.00,
Interpretation  0.50 6.50 6.50 6.25 5.75 7.25 4.75 6.50,,6.00 6.00,6.10,
Judges Total Program Component Score (factored),,,15.01,
Deductions:,,,0.00,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
17 Xiaoyang YU / Chen WANG CHN  7  28.42  15.16,,13.26,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  1.70 -0.10 -1 0 0 1 0 -1 -1,,0 0,1.60,
2 1S2  2.80  0.00 0 0 0 0 0 0 0,,1 0,2.80,
3 1S3  2.30  0.00 0 0 -1 1 0 1 0,,1 -1,2.30,
4 2S1  2.30 -0.10 -1 0 -1 1 0 0 0,,0 0,2.20,
5 2S2  3.40 -0.14 0 -1 -1 0 0 1 -1,,0 0,3.26,
6 2S3  3.00  0.00 0 -1 0 0 0 0 0,,0 0,3.00,
15.50,,,15.16,
Program Components Factor,,,,
Skating Skills  0.75 5.50 5.50 4.75 5.75 5.00 5.75 4.50,,5.25 5.25,5.40,
Timing  0.75 5.25 5.00 4.50 5.25 5.00 5.50 3.75,,5.25 5.00,5.10,
Performance / Execution  0.50 5.50 5.75 4.75 6.00 5.00 5.75 4.50,,6.00 5.25,5.45,
Interpretation  0.50 5.25 5.50 4.75 5.75 5.25 5.50 4.25,,6.00 5.00,5.30,
Judges Total Program Component Score (factored),,,13.26,
Deductions:,,,0.00,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
18 Lucie MYSLIVECKOVA / Matej NOVAK CZE  6  26.95  14.14,,12.81,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  1.70  0.00 0 1 0 0 -1 0 1,,0 0,1.70,
2 1S2  2.80 -0.56 -1 -1 0 -1 0 0 -1,,-1 -1,2.24,
3 1S3  2.30 -0.10 1 0 0 0 -1 0 0,,0 -1,2.20,
4 2S1  2.30  0.00 0 0 0 0 -1 0 1,,0 0,2.30,
5 2S2  3.40 -0.42 1 -1 0 0 -1 0 0,,-1 -1,2.98,
6 2S3  3.00 -0.28 0 -1 0 -1 0 0 0,,0 -1,2.72,
15.50,,,14.14,
Program Components Factor,,,,
Skating Skills  0.75 5.75 4.50 5.75 5.25 4.00 5.75 6.00,,5.25 5.50,5.25,
Timing  0.75 5.50 4.00 5.50 5.00 3.25 5.25 5.50,,5.00 4.75,4.85,
Performance / Execution  0.50 6.25 4.00 5.75 5.50 3.75 5.50 6.00,,5.25 5.50,5.20,
Interpretation  0.50 6.00 4.75 5.50 5.50 3.75 5.75 6.25,,5.25 5.25,5.25,
Judges Total Program Component Score (factored),,,12.81,
Deductions:,,,0.00,
ISU World Figure Skating Championships 2010,,,,
ICE DANCE COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
19 Kira GEIL / Dmitri MATSJUK AUT  5  26.69  14.24,,12.45,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  1.70  0.00 0 -1 -1 -1 0 0 0,,0 0,1.70,
2 1S2  2.80 -0.42 -1 -1 -1 -1 0 1 -1,,-1 0,2.38,
3 1S3  2.30  0.00 -1 0 0 0 0 0 0,,0 0,2.30,
4 2S1  2.30  0.00 0 0 0 0 0 0 0,,0 -1,2.30,
Info,,Info,,Info
5 2S2  3.40 -0.56 -1 -1 -1 -1 0 -1 -1,,0 -1,2.84,
6 2S3  3.00 -0.28 -1 0 0 0 0 0 0,,-1 -1,2.72,
15.50,,,14.24,
Program Components Factor,,,,
Skating Skills  0.75 4.75 4.75 5.25 4.75 4.75 5.25 5.50,,5.50 4.75,5.10,
Timing  0.75 4.50 4.00 5.00 4.50 4.50 5.25 5.00,,5.25 4.00,4.85,
Performance / Execution  0.50 4.75 4.50 4.75 4.75 5.00 5.50 5.25,,5.50 4.00,5.05,
Interpretation  0.50 4.75 4.75 5.00 5.00 4.25 5.25 5.25,,5.50 4.25,4.90,
Judges Total Program Component Score (factored),,,12.45,
Deductions:,,,0.00,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
20 Caitlin MALLORY / Kristjan RAND EST  12  26.62  14.18,,12.44,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  1.70  0.00 1 0 0 0 0 0 0,,0 -2,1.70,
2 1S2  2.80 -0.70 -1 0 -1 -1 -1 -1 -2,,-2 0,2.10,
3 1S3  2.30  0.00 0 0 0 0 0 0 0,,0 0,2.30,
4 2S1  2.30 -0.20 -1 0 0 0 0 0 -1,,0 -1,2.10,
5 2S2  3.40 -0.28 0 0 0 0 0 -1 -1,,-1 0,3.12,
6 2S3  3.00 -0.14 0 -1 -1 0 1 0 0,,0 0,2.86,
15.50,,,14.18,
Program Components Factor,,,,
Skating Skills  0.75 3.75 5.75 5.25 5.25 5.25 5.50 5.25,,4.75 4.75,5.10,
Timing  0.75 4.25 5.25 5.25 5.00 5.00 5.25 4.75,,4.25 3.75,4.75,
Performance / Execution  0.50 4.00 5.50 5.25 5.50 5.25 5.75 5.00,,4.75 4.50,5.00,
Interpretation  0.50 4.50 5.75 5.25 5.50 5.25 5.75 5.00,,4.75 4.75,5.10,
Judges Total Program Component Score (factored),,,12.44,
Deductions:,,,0.00,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
21 Carolina HERMANN / Daniel HERMANN GER  3  26.36  14.02,,12.34,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  1.70  0.00 0 0 0 0 0 0 0,,-1 0,1.70,
2 1S2  2.80 -0.14 0 -1 -1 0 -1 0 0,,0 -1,2.66,
3 1S3  2.30 -0.30 -1 -1 0 -1 -1 0 0,,-1 -1,2.00,
4 2S1  2.30 -0.20 0 -1 0 -1 -1 0 0,,-1 0,2.10,
5 2S2  3.40 -0.28 0 -1 -1 0 0 0 -1,,-2 0,3.12,
6 2S3  3.00 -0.56 0 -1 0 -1 -1 -1 -1,,-1 -1,2.44,
15.50,,,14.02,
Program Components Factor,,,,
