Grand Prix Final 2017 Senior and Junior,,
ICE DANCE SHORT DANCEJUDGES DETAILS PER SKATER,,
Total Total Total,,
3 1RH3+kpNYY 4.40 0.94 1 2 2 2 2 1 2 1 1,,5.34
4 PSt3 7.10 2.20 2 1 2 2 2 2 2 2 2,,9.30
5 RoLi4 4.50 1.46 2 2 3 2 3 3 2 2 3,,5.96
29.70,,37.87
Program Components Factor,,
Skating Skills 0.80 8.50 9.00 9.25 9.00 9.25 9.00 8.75 9.00 9.00,,9.00
Transitions 0.80 8.00 9.50 8.75 8.75 8.75 8.75 8.75 9.25 8.75,,8.82
Performance 0.80 8.50 9.75 9.00 9.25 9.25 9.00 9.25 9.25 9.50,,9.21
Composition 0.80 8.50 9.50 9.25 8.75 9.25 9.25 9.25 9.25 9.25,,9.18
Interpretation of the Music/Timing 0.80 8.75 9.25 9.00 9.00 9.50 9.25 9.50 9.25 9.50,,9.25
Judges Total Program Components Score (factored),,36.37
Deductions:,,0.00
