Grand Prix Final 2017 Senior and Junior,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,
Total Total Total,,
Composition 1.60 8.25 8.50 8.50 8.75 8.25 8.75 8.75 8.50 9.00,,8.57
Interpretation of the Music 1.60 8.50 8.50 8.75 8.50 8.00 8.50 8.50 8.00 9.00,,8.46
Judges Total Program Components Score (factored),,67.93
Deductions:,,0.00
Grand Prix Final 2017 Senior and Junior,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
5 Ksenia STOLBOVA / Fedor KLIMOV RUS 2 136.11 66.35 70.76,,1.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 3Tw2 5.80 -0.30 0 0 -1 -2 0 -1 1 1 -2,,5.50
2 3LzTh 5.50 0.80 2 2 0 2 -1 0 2 1 1,,6.30
3 3T+1T<<+2T << 5.60 -1.70 -3 -2 -3 -2 -2 -3 -2 -3 -2,,3.90
4 ChSq1 2.00 1.00 1 2 1 2 1 0 2 1 3,,3.00
5 3S 4.40 -2.10 -3 -3 -3 -3 -3 -3 -3 -3 -3,,2.30
6 5RLi4 7.50 1.20 1 2 1 2 1 2 3 2 2,,8.70
7 BoDs4 4.50 1.20 2 2 1 2 2 1 2 2 1,,5.70
8 FCCoSp4 3.50 1.29 3 3 2 3 2 2 3 2 3,,4.79
9 5ALi4 7.50 1.50 2 2 2 3 2 2 3 2 2,,9.00
10 PCoSp4 4.50 0.79 2 2 1 2 1 1 2 2 1,,5.29
11 3Li4 4.50 1.07 2 2 3 2 1 2 3 2 2,,5.57
12 3STh 4.50 1.80 3 3 2 3 2 3 3 2 2,,6.30
59.80,,66.35
Program Components Factor,,
Skating Skills 1.60 9.00 9.25 8.75 9.25 8.50 8.75 9.50 8.75 9.25,,9.00
Transitions 1.60 8.75 9.00 9.00 8.50 8.75 8.00 9.25 8.50 8.75,,8.75
Performance 1.60 8.75 9.00 8.75 8.50 8.25 7.75 9.50 8.50 8.50,,8.61
Composition 1.60 9.25 9.50 9.00 8.75 8.75 8.25 9.50 8.75 9.00,,9.00
Interpretation of the Music 1.60 9.25 9.25 8.75 8.75 8.75 8.50 9.50 8.50 8.75,,8.86
Judges Total Program Components Score (factored),,70.76
Deductions: Falls:  -1.00,,-1.00
"<< Downgraded jump",,
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
6 Evgenia TARASOVA / Vladimir MOROZOV RUS 5 129.90 58.07 71.83,,0.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 4Tw3 8.60 0.57 1 1 1 1 0 -1 2 1 -1,,9.17
2 3S<< << 1.30 -0.54 -3 -2 -2 -3 -3 -2 -3 -3 -3,,0.76
3 3STh 4.50 2.00 3 3 3 3 2 2 3 3 3,,6.50
4 3T+COMBO 4.30 -1.90 -2 -3 -2 -3 -2 -3 -3 -3 -3,,2.40
5 5RLi3 7.00 1.30 2 2 2 2 1 2 2 2 1,,8.30
6 BoDs3 4.00 1.40 2 2 2 3 1 1 3 2 2,,5.40
7 FCCoSp4 3.50 1.00 2 2 2 3 2 1 3 1 2,,4.50
8 ChSq1 2.00 1.30 2 2 2 2 2 1 2 2 1,,3.30
9 3LoTh 5.00 -1.30 -2 -2 -2 -2 -2 -2 -1 0 -2,,3.70
10 5ALi4 7.50 1.40 2 2 2 2 2 2 2 2 2,,8.90
11 3Li4 4.50 0.64 2 1 1 2 0 2 1 1 1,,5.14
12 PCoSp 0.00 0.00 - - - - - - - - -,,0.00
52.20,,58.07
Program Components Factor,,
Skating Skills 1.60 9.50 9.25 9.50 9.00 8.75 9.00 9.25 9.25 9.00,,9.18
Transitions 1.60 9.25 9.00 9.00 8.75 8.50 9.00 8.75 9.50 8.75,,8.93
Performance 1.60 9.25 8.75 8.75 8.25 8.50 8.50 8.75 9.00 8.75,,8.71
Composition 1.60 9.25 9.25 9.50 8.75 8.75 8.75 9.25 9.50 8.50,,9.07
Interpretation of the Music 1.60 9.25 9.00 9.25 8.50 8.50 9.25 9.25 9.25 8.50,,9.00
Judges Total Program Components Score (factored),,71.83
Deductions:,,0.00
"<< Downgraded jump",,
