Grand Prix Final 2017 Senior and Junior,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,
Total Total Total,,
Performance 1.60 8.50 8.75 9.25 8.75 9.50 8.75 9.00 8.50 9.50,,8.93
Composition 1.60 8.75 9.25 9.25 9.00 9.50 9.00 9.00 8.75 9.25,,9.07
Interpretation of the Music 1.60 9.00 9.25 9.50 9.00 9.50 9.00 8.75 8.25 9.50,,9.14
Judges Total Program Components Score (factored),,71.88
Deductions:,,0.00
"< Under-rotated jumpX Credit highlight distribution, base value multiplied by 1.1",,
Grand Prix Final 2017 Senior and Junior,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
5 Kaetlyn OSMOND CAN 4 138.12 66.50 72.62,,1.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 3F+3T 9.60 1.60 2 3 3 2 2 2 2 2 3,,11.20
2 2A+3T 7.60 1.50 2 2 3 2 2 2 2 2 3,,9.10
3 3Lz! ! 6.00 0.60 1 1 1 1 1 0 0 1 2,,6.60
4 FCCoSp4 3.50 1.00 2 3 2 2 2 2 2 2 2,,4.50
5 LSp4 2.70 1.07 3 2 2 2 2 2 2 2 3,,3.77
6 2Lo 1.98 X 0.21 1 1 0 1 1 0 1 0 1,,2.19
7 3F 5.83 X 1.40 2 2 2 2 2 2 2 2 3,,7.23
8 3S< < 3.41 X -2.10 -3 -3 -3 -3 -3 -3 -3 -3 -3,,1.31
9 2A+2T+2Lo 7.04 X 0.57 1 2 1 0 1 1 2 1 1,,7.61
10 StSq3 3.30 1.29 3 3 3 2 2 3 2 2 3,,4.59
11 ChSq1 2.00 1.90 3 3 3 2 3 3 2 2 3,,3.90
12 CCoSp4 3.50 1.00 2 2 2 2 2 2 2 2 2,,4.50
56.46,,66.50
Program Components Factor,,
Skating Skills 1.60 9.00 9.00 9.25 9.00 9.25 9.25 8.75 9.25 9.25,,9.14
Transitions 1.60 9.25 8.00 9.00 8.50 9.00 9.00 8.00 8.75 9.50,,8.79
Performance 1.60 9.25 9.25 9.00 8.75 9.50 9.00 8.50 8.75 9.50,,9.07
Composition 1.60 9.50 9.25 9.25 9.00 9.25 9.25 8.25 8.75 9.75,,9.18
Interpretation of the Music 1.60 9.50 9.50 9.25 8.75 9.50 9.25 8.50 8.75 9.50,,9.21
Judges Total Program Components Score (factored),,72.62
Deductions: Falls:  -1.00 (1),,-1.00
"< Under-rotated jumpX Credit highlight distribution, base value multiplied by 1.1! Not clear edge",,
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
6 Wakaba HIGUCHI JPN 3 128.85 62.67 66.18,,0.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 2A 3.30 0.86 1 1 2 2 2 2 2 1 2,,4.16
2 3Lz+3T 10.30 0.80 2 1 1 1 1 1 2 1 1,,11.10
3 CCoSp4 3.50 1.00 2 2 2 2 1 2 2 2 2,,4.50
4 2S 1.30 0.03 0 0 0 1 0 0 1 0 0,,1.33
5 2Lz 2.31 X -0.30 -3 -1 -1 -1 -1 0 0 -1 -2,,2.01
6 3Lo 5.61 X 0.70 1 1 1 1 1 1 1 1 2,,6.31
7 2A+3T 8.36 X -0.20 -2 0 0 0 -1 -1 0 0 0,,8.16
8 3F!+2T+2Lo ! 9.24 X -0.10 0 0 0 1 -1 0 0 -1 0,,9.14
9 FCSp4 3.20 0.50 1 1 1 1 0 1 1 1 1,,3.70
10 StSq4 3.90 1.40 2 2 2 2 2 2 2 1 2,,5.30
11 ChSq1 2.00 1.40 2 2 2 2 1 2 2 2 2,,3.40
12 LSp4 2.70 0.86 2 1 2 1 1 2 2 2 2,,3.56
55.72,,62.67
Program Components Factor,,
Skating Skills 1.60 8.25 8.50 8.50 8.75 8.25 8.50 8.75 8.25 8.75,,8.50
Transitions 1.60 7.75 7.00 8.00 8.25 8.25 8.25 8.75 7.25 8.25,,8.00
Performance 1.60 8.25 8.50 7.75 8.50 8.25 8.25 8.25 7.25 8.00,,8.18
Composition 1.60 8.50 7.75 8.25 8.75 8.25 8.50 8.75 7.25 8.50,,8.36
Interpretation of the Music 1.60 8.50 8.75 8.00 8.50 8.50 8.25 8.50 7.50 8.00,,8.32
Judges Total Program Components Score (factored),,66.18
Deductions:,,0.00
"X Credit highlight distribution, base value multiplied by 1.1! Not clear edge",,
