Grand Prix Final 2017 Senior and Junior,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 4Lz 13.60 -4.00 -3 -3 -3 -3 -3 -3 -3 -3 -3,,9.60
2 4S 10.50 -3.77 -3 -3 -2 -2 -3 -3 -3 -3 -3,,6.73
3 3A 8.50 -1.43 -2 -1 -1 -1 -2 -1 -1 -2 -2,,7.07
4 FSSp4 3.00 1.00 2 1 2 2 2 2 2 2 2,,4.00
5 StSq3 3.30 1.00 2 2 2 2 2 3 2 2 2,,4.30
6 4T+3T 16.06 X 2.00 2 2 2 2 2 2 2 2 2,,18.06
7 3A+2T 10.78 X 1.00 1 1 1 1 1 1 2 1 1,,11.78
8 3Lz+1Lo+3S 11.99 X 1.40 2 2 2 2 2 2 2 2 2,,13.39
9 1Lo 0.55 X 0.00 0 0 0 0 0 0 0 0 0,,0.55
10 3Lz 6.60 X 1.40 2 2 2 3 1 2 2 2 2,,8.00
11 CCoSp4 3.50 1.00 2 2 2 2 1 2 2 2 2,,4.50
12 ChSq1 2.00 1.40 2 1 2 2 2 2 2 2 2,,3.40
13 CCSp4 3.20 1.00 2 2 2 3 2 2 2 2 1,,4.20
93.58,,95.58
Program Components Factor,,
Skating Skills 2.00 8.75 9.25 9.25 9.00 8.75 9.25 9.25 9.25 8.75,,9.07
Transitions 2.00 8.50 8.75 9.00 9.00 8.50 8.25 9.00 9.00 8.50,,8.75
Performance 2.00 8.75 9.00 8.75 8.75 8.25 8.50 9.00 9.00 8.50,,8.75
Composition 2.00 8.75 9.00 9.00 9.25 8.75 8.75 9.25 9.25 8.75,,8.96
Interpretation of the Music 2.00 9.00 9.25 9.25 9.25 8.50 8.75 9.25 9.25 8.75,,9.07
Judges Total Program Components Score (factored),,89.20
Deductions: Falls:  -2.00 (2),,-2.00
"X Credit highlight distribution, base value multiplied by 1.1",,
Total Total,Total,
Rank Name Nation Starting Segment Element,Program,Deductions
Number Score Score,Component,
"= +",Score (factorized),-
4 Sergei VORONOV RUS 2 178.82 91.90,86.92,0.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 4T+3T 14.60 2.00 2 2 2 2 1 2 2 2 2,,16.60
2 3A 8.50 2.14 2 2 2 2 2 3 3 2 2,,10.64
3 4T 10.30 -2.46 -1 -3 -2 -2 -2 -3 -2 -2 -1,,7.84
4 FCSp4 3.20 0.57 1 2 1 1 2 1 1 1 1,,3.77
5 ChSq1 2.00 0.90 2 2 1 1 1 1 2 1 1,,2.90
6 3A+2T+2Lo 11.60 1.00 1 1 1 1 1 1 2 1 1,,12.60
7 3Lz 6.60 X 0.90 1 2 1 1 1 1 2 1 2,,7.50
8 3S+2T 6.27 X 0.70 1 1 1 1 1 1 1 1 1,,6.97
9 3Lo 5.61 X 0.90 1 2 1 1 1 1 2 2 1,,6.51
10 2A 3.63 X 0.50 1 1 1 1 1 1 2 1 1,,4.13
11 StSq3 3.30 0.93 3 2 2 1 2 2 2 2 1,,4.23
12 CCoSp4 3.50 1.00 2 2 2 1 2 2 2 2 2,,4.50
13 CSSp4 3.00 0.71 1 2 2 1 1 2 2 1 1,,3.71
82.11,,91.90
Program Components Factor,,
Skating Skills 2.00 8.50 9.00 8.75 8.50 8.50 9.00 8.75 8.75 8.50,,8.68
Transitions 2.00 8.25 8.75 8.50 8.00 8.25 8.75 8.75 8.00 8.25,,8.39
Performance 2.00 9.00 9.50 9.00 9.00 8.50 9.00 9.25 9.00 8.75,,9.00
Composition 2.00 8.25 9.00 9.00 8.50 8.50 8.25 9.00 8.25 8.50,,8.57
Interpretation of the Music 2.00 9.00 9.25 9.00 9.00 8.25 8.50 9.25 8.50 8.50,,8.82
Judges Total Program Components Score (factored),,86.92
Deductions:,,0.00
"X Credit highlight distribution, base value multiplied by 1.1",,
Grand Prix Final 2017 Senior and Junior,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,
Total Total,Total,
Rank Name Nation Starting Segment Element,Program,Deductions
Number Score Score,Component,
"= +",Score (factorized),-
5 Adam RIPPON USA 1 168.14 81.78,87.36,1.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 4Lz<< << 6.00 -2.10 -3 -3 -3 -3 -3 -3 -3 -3 -3,,3.90
2 3F+3Lo 10.40 0.70 1 0 1 1 1 1 1 1 2,,11.10
3 2A 3.30 0.50 1 1 0 1 1 1 1 1 2,,3.80
4 FCSp4 3.20 0.64 1 2 1 1 2 1 1 2 1,,3.84
5 StSq3 3.30 0.93 2 2 1 2 2 1 2 2 2,,4.23
6 3A+2T+2Lo 12.76 X 0.71 1 0 0 0 1 1 1 1 1,,13.47
7 3A 9.35 X 1.14 1 1 1 1 2 0 1 2 1,,10.49
8 3F<+3T< < 7.37 X -1.40 -2 -2 -2 -1 -2 -2 -2 -2 -2,,5.97
9 3S 4.84 X 0.40 0 0 0 1 1 0 1 1 1,,5.24
10 3Lz 6.60 X 0.90 2 1 1 0 1 1 1 2 2,,7.50
11 ChSq1 2.00 1.10 2 1 1 1 2 2 1 2 2,,3.10
12 FCCoSp4 3.50 1.00 2 2 2 2 2 2 2 3 2,,4.50
13 CCoSp4 3.50 1.14 2 3 2 2 3 2 2 3 2,,4.64
76.12,,81.78
Program Components Factor,,
Skating Skills 2.00 8.75 8.75 9.00 8.50 8.75 8.00 8.75 8.50 9.00,,8.71
Transitions 2.00 8.50 8.50 8.50 8.25 8.25 8.25 8.50 8.50 8.50,,8.43
Performance 2.00 9.00 8.75 8.75 8.75 8.50 8.50 9.00 8.75 9.00,,8.79
Composition 2.00 9.00 9.00 9.00 8.50 8.75 8.50 8.75 9.00 9.00,,8.86
Interpretation of the Music 2.00 9.00 9.25 8.75 8.50 8.75 8.50 8.75 9.25 9.25,,8.89
Judges Total Program Components Score (factored),,87.36
Deductions: Falls:  -1.00 (1),,-1.00
"< Under-rotated jump<< Downgraded jumpX Credit highlight distribution, base value multiplied by 1.1",,
Total Total,Total,
Rank Name Nation Starting Segment Element,Program,Deductions
Number Score Score,Component,
"= +",Score (factorized),-
6 Jason BROWN USA 3 164.79 75.71,90.08,1.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 3A 8.50 0.00 -1 -1 0 -1 1 1 0 0 1,,8.50
2 3A<+REP < 4.13 -3.00 -3 -3 -3 -3 -3 -3 -3 -3 -3,,1.13
3 CCSp4 3.20 1.50 3 3 3 3 3 3 2 3 3,,4.70
4 3F 5.30 0.90 1 2 1 1 2 1 1 1 2,,6.20
5 StSq4 3.90 1.70 3 3 2 2 3 2 2 3 2,,5.60
6 2A+3T 8.36 X -0.30 0 0 -1 -1 0 0 -1 -1 1,,8.06
7 FCCoSp4 3.50 1.00 2 2 2 2 2 1 2 2 2,,4.50
8 3Lz+2T 8.03 X 0.90 1 1 1 2 1 1 1 2 2,,8.93
9 ChSq1 2.00 2.10 3 3 3 2 3 3 3 3 3,,4.10
10 3Lo 5.61 X 0.40 1 1 0 0 1 0 1 0 1,,6.01
11 3Lz+1Lo+2S 8.58 X 0.70 1 0 1 1 1 1 1 1 2,,9.28
12 2A 3.63 X 0.43 0 1 1 1 1 0 1 1 2,,4.06
13 CCoSp4 3.50 1.14 2 3 2 2 3 2 2 3 2,,4.64
68.24,,75.71
Program Components Factor,,
Skating Skills 2.00 8.75 9.25 9.25 8.75 8.75 9.00 9.25 8.75 9.25,,9.00
Transitions 2.00 9.00 9.25 8.75 8.75 8.50 9.25 8.75 9.00 9.00,,8.93
Performance 2.00 9.00 8.75 8.75 9.00 8.50 9.00 9.25 8.75 9.00,,8.89
Composition 2.00 9.00 9.25 9.25 8.50 8.75 9.50 9.00 9.25 9.25,,9.11
Interpretation of the Music 2.00 9.25 9.25 9.00 8.75 8.75 9.50 9.25 9.00 9.25,,9.11
Judges Total Program Components Score (factored),,90.08
Deductions: Falls:  -1.00 (1),,-1.00
"< Under-rotated jumpX Credit highlight distribution, base value multiplied by 1.1",,
