Grand Prix Final 2017 Senior and Junior,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,
Total Total Total,,
Composition 0.80 8.50 8.25 8.50 8.75 8.25 8.75 9.25 8.50 8.50,,8.54
Interpretation of the Music 0.80 8.50 8.75 8.75 8.50 8.75 8.50 9.25 8.50 8.50,,8.61
Judges Total Program Components Score (factored),,34.18
Deductions:,,0.00
"X Credit highlight distribution, base value multiplied by 1.1! Not clear edge",,
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
6 Carolina KOSTNER ITA 4 72.82 35.36 37.46,,0.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 3T+2T 5.60 0.40 0 1 1 0 1 0 1 1 0,,6.00
2 3Lo 5.10 1.40 2 2 2 1 2 2 2 3 2,,6.50
3 FCSp4 3.20 0.86 1 2 2 1 1 2 2 2 2,,4.06
4 2A 3.63 X 1.07 2 3 3 2 1 2 2 2 2,,4.70
5 LSp4 2.70 0.93 2 2 2 1 1 2 2 2 2,,3.63
6 StSq4 3.90 2.00 2 3 3 3 2 3 3 3 3,,5.90
7 CCoSp4 3.50 1.07 2 2 3 2 2 2 2 2 3,,4.57
27.63,,35.36
Program Components Factor,,
Skating Skills 0.80 8.75 9.50 9.50 9.25 8.75 9.25 9.25 9.50 9.25,,9.25
Transitions 0.80 8.75 9.50 9.25 9.00 8.75 9.00 9.50 9.50 9.50,,9.21
Performance 0.80 9.00 9.50 9.50 9.00 9.00 9.00 9.50 9.50 9.50,,9.29
Composition 0.80 9.25 9.75 9.75 9.50 9.00 9.25 9.50 9.75 9.75,,9.54
Interpretation of the Music 0.80 9.25 9.75 9.75 9.50 9.25 9.25 9.50 9.75 9.75,,9.54
Judges Total Program Components Score (factored),,37.46
Deductions:,,0.00
"X Credit highlight distribution, base value multiplied by 1.1",,
