Grand Prix Final 2017 Senior and Junior,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,
Total Total Total,,
Performance 1.00 8.75 8.50 8.75 8.50 8.00 8.75 8.75 8.50 8.75,,8.64
Composition 1.00 8.50 8.50 8.75 8.25 8.25 8.50 8.75 8.25 8.50,,8.46
Interpretation of the Music 1.00 8.75 8.75 9.00 8.75 8.00 8.75 8.75 8.50 8.50,,8.68
Judges Total Program Components Score (factored),,42.61
Deductions:,,0.00
"X Credit highlight distribution, base value multiplied by 1.1",,
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
6 Adam RIPPON USA 2 86.19 42.59 43.60,,0.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 3F+3T 9.60 1.00 2 1 1 1 2 3 1 1 2,,10.60
2 3A 8.50 1.29 2 1 1 1 1 2 1 1 2,,9.79
3 FCSp4 3.20 1.07 2 3 2 2 2 2 2 2 3,,4.27
4 3Lz< < 4.62 X -0.90 -1 -1 -2 -2 -1 -2 -1 -1 -1,,3.72
5 CSSp4 3.00 1.00 1 2 2 2 2 3 2 2 2,,4.00
6 StSq4 3.90 1.60 3 2 2 2 2 3 2 2 3,,5.50
7 CCoSp4 3.50 1.21 2 2 2 2 3 3 2 3 3,,4.71
36.32,,42.59
Program Components Factor,,
Skating Skills 1.00 9.00 8.75 8.75 8.25 8.75 8.50 8.50 8.50 9.25,,8.68
Transitions 1.00 8.75 8.50 8.50 8.00 8.50 8.25 8.50 8.25 9.00,,8.46
Performance 1.00 9.25 8.75 9.00 8.50 8.50 9.00 8.75 8.50 9.50,,8.82
Composition 1.00 8.50 9.00 8.75 8.25 8.75 8.75 8.75 8.75 9.50,,8.75
Interpretation of the Music 1.00 9.00 9.00 9.00 8.50 8.75 9.00 8.75 8.75 9.50,,8.89
Judges Total Program Components Score (factored),,43.60
Deductions:,,0.00
"< Under-rotated jumpX Credit highlight distribution, base value multiplied by 1.1",,
