Grand Prix Final 2017 Senior and Junior,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,
Total Total Total,,
5 CoSp4 5.60 1.20 2 1 2 2 2 2 2 2 2,,6.80
6 DiSt3 7.10 2.20 2 2 2 2 2 2 2 1 2,,9.30
7 CuLi4 4.50 1.46 2 2 3 3 2 2 3 3 2,,5.96
8 ChSp1 1.00 1.60 2 2 2 3 2 3 3 2 2,,2.60
9 ChLi1 1.00 1.30 2 1 2 2 2 2 2 3 1,,2.30
41.90,,56.01
Program Components Factor,,
Skating Skills 1.20 9.00 9.00 9.25 9.00 9.25 8.50 9.00 9.00 8.75,,9.00
Transitions 1.20 9.00 9.50 9.25 8.75 9.00 8.25 8.75 9.25 9.00,,9.00
Performance 1.20 9.00 9.75 9.50 9.25 9.50 9.00 9.25 9.25 9.50,,9.32
Composition 1.20 9.00 9.75 9.00 9.00 9.50 8.75 9.50 9.00 9.25,,9.18
Interpretation of the Music/Timing 1.20 9.25 9.50 9.00 9.25 9.50 9.25 9.75 9.00 9.50,,9.32
Judges Total Program Components Score (factored),,54.98
Deductions:,,0.00
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
6 Maia SHIBUTANI / Alex SHIBUTANI USA 4 109.91 54.15 55.76,,0.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 CoSp4 5.60 1.63 2 2 3 3 3 3 3 3 2,,7.23
2 CiSt3 7.10 2.36 2 2 3 2 2 2 3 2 2,,9.46
3 SlLi4 4.50 1.29 1 2 2 3 2 2 3 2 2,,5.79
4 StaLi4 4.50 1.54 2 2 3 3 3 2 3 3 2,,6.04
5 STw4 6.60 0.51 0 1 1 1 2 1 1 0 1,,7.11
6 RoLi4 4.50 1.63 2 3 3 2 2 3 3 3 3,,6.13
7 DiSt2 5.60 1.89 1 1 2 2 2 2 1 2 2,,7.49
8 ChSp1 1.00 1.60 2 1 3 3 2 2 2 3 2,,2.60
9 ChLi1 1.00 1.30 2 2 2 2 2 1 1 3 2,,2.30
40.40,,54.15
Program Components Factor,,
Skating Skills 1.20 9.50 9.25 9.50 9.50 9.50 9.00 8.75 9.25 9.50,,9.36
Transitions 1.20 9.25 9.25 9.25 9.25 9.25 8.75 8.50 9.50 9.25,,9.18
Performance 1.20 9.25 9.50 9.25 9.25 9.50 8.75 8.50 9.25 9.25,,9.21
Composition 1.20 9.50 9.50 9.50 9.50 9.50 8.75 9.00 9.25 9.25,,9.36
Interpretation of the Music/Timing 1.20 9.50 9.25 9.50 9.50 9.50 9.00 8.75 9.25 9.50,,9.36
Judges Total Program Components Score (factored),,55.76
Deductions:,,0.00
