PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
"",,Total Total,,Total,Total
NOC,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,
Code,,Score Score,,Score (factored),
"",,= +,,+,-
5 Jiaqi LI / Jiankun XU CHN,,83.93  46.37,,38.56,1.00
"# Executed Base GOE",,The Judges Panel,,,Scores
Elements Value,,(in random order),,,of Panel
1 3LoTh  5.00 -1.88 -3 -3 -3,-2,-2 -3 -3 -3,,-3 -3 - -,3.12
2 3LzTw1  4.50  1.12 2 2 2,2,2 0 2 1,,1 1 - -,5.62
3 3T+2T+SEQ  4.24  0.20 1 0 -1,1,0 1 0 0,,0 0 - -,4.44
4 5ALi3  6.00 -0.18 0 -1 -1,0,0 -1 0 -1,,-1 -1 - -,5.82
5 SpSq4  3.40  0.00 0 0 -1,0,0 0 0 0,,0 0 - -,3.40
6 3TTh  4.95 x -1.40 -1 -2 -2,-2,-2 -2 -2 -2,,-2 -2 - -,3.55
7 5TLi4  6.00 -0.48 -2 0 -1,-2,-2 -2 -1 -2,,-1 -2 - -,5.52
8 1A  0.88 x -0.08 -1 -3 -2,-2,0 0 0 -2,,0 0 - -,0.80
9 3Li4  4.00  0.18 1 1 0,1,1 0 1 0,,0 0 - -,4.18
10 FCCoSp2  2.50 -0.06 -1 -1 -1,0,-1 0 0 -1,,0 0 - -,2.44
11 CiSt1  1.80 -0.12 0 -1 0,0,-1 0 0 -1,,-1 0 - -,1.68
12 FiDs1  2.80  0.00 0 -1 1,0,0 0 0 0,,0 0 - -,2.80
13 PCoSp1  3.00  0.00 0 -1 0,1,0 0 0 -1,,0 0 - -,3.00
49.07,,,,,46.37
Program Components Factor,,,,,
Skating Skills  1.60 5.75 4.00 5.50,5.50,5.25 5.25 5.25 5.25,,5.25 5.00 - -,5.20
Transition / Linking Footwork  1.60 5.25 3.50 4.75,5.00,4.00 4.50 5.00 4.50,,4.75 4.50 - -,4.55
Performance / Execution  1.60 5.25 3.75 5.00,5.25,4.25 5.00 5.00 5.00,,5.25 5.00 - -,4.90
Choreography / Composition  1.60 5.50 4.00 5.50,5.00,4.00 5.25 5.00 4.75,,5.00 4.75 - -,4.75
Interpretation  1.60 5.50 4.00 4.75,5.00,3.75 5.00 5.00 4.50,,5.00 4.50 - -,4.70
Judges Total Program Component Score (factored),,,,,38.56
Deductions: Falls: -1.00,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",,Total Total,,Total,Total
NOC,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,
Code,,Score Score,,Score (factored),
"",,= +,,+,-
6 Dominika PIATKOWSKA / Dmitri KHROMIN POL,,78.97  43.85,,37.12,2.00
"# Executed Base GOE",,The Judges Panel,,,Scores
Elements Value,,(in random order),,,of Panel
1 3T  4.00  0.00 0 1 0,0,0 0 0 0,,0 0 - -,4.00
2 2A+SEQ  2.64 -2.10 -3 -3 -3,-3,-3 -3 -3 -3,,-3 -3 - -,0.54
3 2FTw3  4.00  0.00 0 -2 0,0,0 0 0 -1,,0 0 - -,4.00
4 BoDs1  3.00  0.14 0 0 0,-1,0 0 1 -2,,1 0 - -,3.14
5 4Li3  3.50 -0.06 -1 0 -1,0,0 -1 0 -2,,0 -1 - -,3.44
6 3LoTh  5.00 -0.70 -1 -1 -1,-1,-1 -1 0 -1,,-1 -1 - -,4.30
7 5SLi2  5.00 -0.12 0 0 -1,-1,-1 0 0 -1,,0 -1 - -,4.88
8 SpSq4  3.40  0.00 0 0 -2,0,0 0 0 -1,,-1 0 - -,3.40
9 5ALi2  5.50 -0.36 -1 -2 -1,-1,-1 -2 -1 -2,,0 -1 - -,5.14
10 3STh  4.95 x -2.00 -3 -3 -3,-3,-3 -3 -3 -3,,-3 -3 - -,2.95
11 FCCoSp2  2.50 -0.24 -1 -1 -1,-1,-1 -1 0 -1,,-1 0 - -,2.26
12 SlSt1  1.80  0.00 0 0 -1,-1,0 0 0 -1,,0 0 - -,1.80
13 PCoSp3  4.00  0.00 0 0 -1,0,-1 0 0 -1,,0 0 - -,4.00
49.29,,,,,43.85
Program Components Factor,,,,,
Skating Skills  1.60 5.25 4.00 4.50,4.75,4.75 4.50 5.00 3.50,,5.00 5.00 - -,4.80
Transition / Linking Footwork  1.60 4.75 5.00 4.00,4.25,4.25 4.00 4.75 3.25,,4.75 4.50 - -,4.50
Performance / Execution  1.60 5.00 4.25 3.75,4.50,4.25 4.50 4.75 3.00,,5.00 4.75 - -,4.55
Choreography / Composition  1.60 5.00 5.25 4.50,4.25,4.25 4.75 5.00 3.25,,5.00 4.75 - -,4.75
Interpretation  1.60 4.75 4.75 4.25,4.25,4.50 4.50 4.75 3.00,,4.75 4.50 - -,4.60
Judges Total Program Component Score (factored),,,,,37.12
Deductions: Falls: -2.00,,,,,-2.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
Trophee Eric Bompard 2006,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,= +,,,+,-
7 Adeline CANAC / Maxima COIA FRA,,73.24  37.28,,,36.96,1.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 2LzTw1  3.00 -0.18 0 -2 0,-1,0 -1 -1 -2,,1,0 - -,2.82
2 SpSq4  3.40  0.80 0 1 1,1,1 1 1 1,,0,0 - -,4.20
3 3T+2T+SEQ  4.24 -0.40 0 -1 -1,-2,0 -1 0 0,,0,0 - -,3.84
4 5TLi1  4.50 -0.76 -3 -3 -2,-2,-2 -2 -3 -2,,-3,-2 - -,3.74
5 3LoTh  5.00 -1.40 -2 -2 -2,-2,-1 -2 -2 -2,,-2,-2 - -,3.60
6 FCoSp2  2.10 -0.30 -1 -1 -1,-1,-1 -1 -1 -1,,-1,-1 - -,1.80
7 4Li2  3.00 -0.18 -1 -1 -2,-1,0 -1 0 -1,,0,-1 - -,2.82
8 2S  1.43 x -0.30 -2 -3 -2,-2,0 -2 0 -2,,0,-1 - -,1.13
9 PCoSp1  3.00 -0.06 0 -1 -1,0,0 0 0 0,,-1,0 - -,2.94
10 4Li1  2.50  0.00 0 0 0,0,0 0 0 0,,0,0 - -,2.50
11 3STh  4.95 x -2.00 -3 -3 -3,-3,-3 -3 -3 -3,,-3,-3 - -,2.95
12 BoDs1  3.00  0.14 0 0 0,0,1 0 1 0,,0,0 - -,3.14
13 SlSt1  1.80  0.00 0 0 -1,0,0 0 0 0,,0,0 - -,1.80
41.92,,,,,,37.28
Program Components Factor,,,,,,
Skating Skills  1.60 5.50 4.75 5.50,5.25,5.25 4.50 4.75 5.25,,4.50,4.75 - -,4.80
Transition / Linking Footwork  1.60 5.00 4.25 5.00,4.75,4.75 4.25 4.50 4.75,,4.25,4.50 - -,4.45
Performance / Execution  1.60 5.25 4.50 5.00,4.75,5.00 4.50 4.50 5.00,,4.50,4.75 - -,4.60
Choreography / Composition  1.60 5.00 4.75 5.75,4.75,4.75 4.50 4.50 5.25,,4.25,4.75 - -,4.65
Interpretation  1.60 5.25 4.50 5.25,4.75,5.25 4.50 4.50 5.00,,4.50,4.75 - -,4.60
Judges Total Program Component Score (factored),,,,,,36.96
Deductions: Falls: -1.00,,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,= +,,,+,-
8 Melodie CHATAIGNER / Medhi BOUZZINE FRA,,64.49  33.61,,,32.88,2.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 2S<  0.40 -0.26 -2 -3 -3,-2,-2 -3 -3 -2,,-2,-3 - -,0.14
2 2FTw1  3.00 -0.18 0 -2 -1,0,0 -1 1 -1,,-1,-1 - -,2.82
3 2A+SEQ  2.64 -1.40 -2 -2 -2,-2,-2 -2 -2 -2,,-2,-2 - -,1.24
4 2A*  0.00  0.00 - - -,-,- - - -,,-,- - -,0.00
5 3LoTh  5.00 -2.00 -3 -3 -3,-3,-3 -3 -3 -3,,-3,-3 - -,3.00
6 5TLi1  4.50 -0.36 0 -2 -2,-2,-1 -1 -1 -1,,-1,-1 - -,4.14
7 SpSq3  3.10 -0.14 0 0 -1,-1,0 0 0 0,,-1,0 - -,2.96
8 3Li1  2.50 -0.60 -3 -3 -2,-2,-2 -2 -2 -2,,-2,-2 - -,1.90
9 FCCoSp1  2.00 -0.36 -2 -2 -2,-1,-1 -1 -1 -2,,-1,-2 - -,1.64
10 3STh  4.95 x  0.56 0 1 1,2,1 1 1 1,,0,0 - -,5.51
11 SlSt1  1.80 -0.18 0 -1 -1,-1,-1 0 0 -1,,-1,0 - -,1.62
12 5SLi3  5.50 -0.18 0 -1 -1,-1,0 0 -1 0,,-1,0 - -,5.32
13 FiDs  0.00  0.00 - - -,-,- - - -,,-,- - -,0.00
14 PCoSp2  3.50 -0.18 0 -1 -1,-1,-1 0 0 -1,,-1,0 - -,3.32
38.89,,,,,,33.61
Program Components Factor,,,,,,
Skating Skills  1.60 4.75 3.75 4.75,4.75,4.00 4.00 4.50 4.50,,4.25,4.75 - -,4.30
Transition / Linking Footwork  1.60 4.25 2.75 4.25,4.25,3.75 3.75 4.25 3.75,,3.75,4.25 - -,3.95
Performance / Execution  1.60 4.25 3.50 3.75,4.25,4.00 4.00 4.25 4.00,,3.75,4.50 - -,4.05
Choreography / Composition  1.60 4.50 3.50 4.50,4.50,4.25 4.25 4.25 4.25,,3.75,4.50 - -,4.20
Interpretation  1.60 4.25 3.00 4.00,4.25,4.00 3.75 4.25 4.00,,4.00,4.25 - -,4.05
Judges Total Program Component Score (factored),,,,,,32.88
Deductions: Falls: -2.00,,,,,,-2.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
Printed: 18/11/2006 23:40:45,,,,,,
