Cup of Russia,,,,,
Interpretation / Timing,1.00 6.25 5.00 5.75 7.00 7.00 6.25 7.50 5.50,,5.75,5.75 - -,6.45
Judges Total Program Component Score (factored),,,,,24.14
Deductions:,,,,,0.00
Cup of Russia,,,,,
ICE DANCING ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,,,
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
4 Katherine COPELY / Deividas STAGNIUNAS,LTU  50.83  28.50,,,22.33,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 CiSt2  6.40  0.40,1 1 0 0 0 0 1 1,,1,1 - -,6.80
2 SlLi4  4.00  0.40,2 0 1 1 0 0 1 1,,1,1 - -,4.40
3 NtMiTw4  3.30  0.50,1 1 1 1 1 1 0 1,,1,0 - -,3.80
4 NtMiSt3  3.80  0.10,0 0 1 0 0 0 0 1,,1,1 - -,3.90
5 Sp4  4.70  0.40,1 1 1 0 1 1 0 1,,1,1 - -,5.10
6 RoLi4  4.00  0.50,2 2 1 1 0 1 0 2,,0,1 - -,4.50
26.20,,,,,28.50
Program Components Factor,,,,,
Skating Skills  0.80,5.75 5.25 5.25 6.25 5.75 5.50 6.75 6.00,,5.00,5.50 - -,5.85
Linking Footwork / Movement  0.80,5.50 4.50 5.25 5.75 5.50 5.25 6.25 5.75,,5.00,5.50 - -,5.55
Performance  0.60,6.25 4.75 5.50 6.25 5.75 5.75 6.50 6.00,,5.25,6.00 - -,6.00
Choreography  0.60,6.00 4.75 5.50 6.00 5.75 5.50 6.75 6.00,,5.75,6.00 - -,5.85
Interpretation / Timing  1.00,6.25 4.50 5.75 6.50 5.75 5.50 7.00 6.25,,5.50,6.00 - -,6.10
Judges Total Program Component Score (factored),,,,,22.33
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
5 Anna ZADOROZHNIUK / Sergei VERBILLO,UKR  50.76  28.00,,,22.76,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 Sp4  4.70  0.40,1 1 1 1 0 1 0 1,,0,0 - -,5.10
2 NtMiTw4  3.30  0.10,0 0 1 0 0 1 0 -1,,0,0 - -,3.40
3 NtMiSt3  3.80  0.10,0 0 1 1 0 0 0 0,,0,0 - -,3.90
4 SlLi4  4.00  0.50,1 1 0 1 1 1 1 1,,1,1 - -,4.50
5 CiSt2  6.40  0.20,0 -2 1 0 0 1 0 0,,0,0 - -,6.60
6 RoLi4  4.00  0.50,2 0 1 1 1 1 0 1,,1,1 - -,4.50
26.20,,,,,28.00
Program Components Factor,,,,,
Skating Skills  0.80,5.50 5.00 6.25 6.50 6.00 6.25 6.00 5.25,,5.25,5.50 - -,6.00
Linking Footwork / Movement  0.80,5.00 4.50 6.00 6.00 5.75 6.00 5.50 5.00,,5.00,5.25 - -,5.65
Performance  0.60,6.00 4.75 6.25 6.25 6.00 6.25 6.25 5.25,,5.50,5.75 - -,6.15
Choreography  0.60,5.75 5.00 6.25 6.25 5.75 6.50 6.00 5.25,,5.25,5.75 - -,6.00
Interpretation / Timing  1.00,5.50 4.75 6.50 6.50 5.75 6.50 6.75 5.50,,5.50,5.75 - -,6.15
Judges Total Program Component Score (factored),,,,,22.76
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
6 Anastasia GREBENKINA / Vazgen AZROJAN,ARM  49.33  27.00,,,23.33,1.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 CuLi4  4.00  0.50,2 2 1 1 1 1 1 1,,1,1 - -,4.50
2 Sp4  4.70  0.30,1 1 1 2 0 1 0 0,,0,1 - -,5.00
3 CiSt2  6.40  0.00,0 1 0 0 0 0 0 1,,0,1 - -,6.40
4 NtMiTw4  3.30  0.00,1 1 0 0 0 0 0 0,,1,0 - -,3.30
5 NtMiSt2  3.20  0.10,0 1 1 0 1 0 0 0,,1,0 - -,3.30
6 RoLi4  4.00  0.50,2 2 1 1 1 1 1 1,,1,2 - -,4.50
25.60,,,,,27.00
Program Components Factor,,,,,
Skating Skills  0.80,6.00 6.00 6.00 6.50 5.75 6.00 7.00 5.50,,5.50,6.50 - -,6.05
Linking Footwork / Movement  0.80,5.75 5.50 6.00 6.25 6.00 5.75 6.50 5.25,,5.00,6.50 - -,5.95
Performance  0.60,6.25 6.25 6.25 6.50 6.25 6.00 6.75 5.50,,6.00,6.75 - -,6.25
Choreography  0.60,6.25 6.00 6.50 6.50 6.25 6.00 7.00 5.50,,6.00,6.75 - -,6.30
Interpretation / Timing  1.00,6.00 5.75 6.25 6.75 6.00 6.00 6.75 5.25,,6.00,6.75 - -,6.20
Judges Total Program Component Score (factored),,,,,23.33
Deductions: Extended lifts:,-1.00,,,,-1.00
Cup of Russia,,,,,
ICE DANCING ORIGINAL DANCE,JUDGES DETAILS PER SKATER,,,,
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
7 Ekaterina RUBLEVA / Ivan SHEFER,RUS  47.70  26.70,,,21.00,0.00
"# Executed Base",GOE The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 NtMiTw4  3.30,0.10 -1 1 0 1 0 1 0 0,,1,0 - -,3.40
2 NtMiSt3  3.80,0.20 0 2 1 1 0 0 1 0,,1,1 - -,4.00
3 SlLi4  4.00,0.50 1 2 1 1 0 1 1 1,,1,1 - -,4.50
4 Sp3  4.00,-0.10 -1 -1 0 0 1 1 -1 -1,,1,0 - -,3.90
5 CiSt2  6.40,0.00 0 0 0 0 1 0 0 0,,0,1 - -,6.40
6 RoLi4  4.00,0.50 1 2 1 1 0 1 1 1,,1,1 - -,4.50
25.50,,,,,26.70
Program Components,Factor,,,,
Skating Skills,0.80 5.00 6.25 5.50 6.00 5.75 5.50 5.75 5.00,,5.25,5.50 - -,5.50
Linking Footwork / Movement,0.80 4.75 5.50 5.25 5.75 5.50 5.25 5.00 4.50,,5.25,5.50 - -,5.15
Performance,0.60 5.50 5.50 5.50 6.25 5.75 5.50 5.75 4.75,,5.50,5.75 - -,5.60
Choreography,0.60 5.25 6.25 5.75 6.00 5.75 5.75 6.00 5.00,,6.25,5.75 - -,5.70
Interpretation / Timing,1.00 5.50 5.75 5.75 6.50 5.75 5.50 6.00 5.00,,5.50,5.75 - -,5.70
Judges Total Program Component Score (factored),,,,,21.00
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
8 Nelli ZHIGANSHINA / Alexander GAZSI,GER  45.73  25.50,,,20.23,0.00
"# Executed Base",GOE The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 NtMiTw1  2.10,-1.00 -2 -2 -2 -2 -2 -1 -3 -2,,-2,-2 - -,1.10
2 NtMiSt3  3.80,-0.30 -1 1 -1 0 0 -1 -2 0,,-1,0 - -,3.50
3 CoSp4  4.70,0.20 1 0 0 1 0 1 -1 0,,0,0 - -,4.90
4 SlLi4  4.00,0.50 2 1 1 1 0 1 1 1,,1,1 - -,4.50
5 SeSt3  7.20,0.00 0 1 0 0 0 0 0 0,,0,0 - -,7.20
6 RoLi4  4.00,0.30 1 2 1 1 -1 1 0 0,,0,1 - -,4.30
25.80,,,,,25.50
Program Components,Factor,,,,
Skating Skills,0.80 5.25 5.25 5.00 5.75 5.50 5.50 6.25 5.00,,4.75,5.25 - -,5.40
Linking Footwork / Movement,0.80 5.00 4.75 4.75 5.50 5.25 5.25 5.00 4.75,,4.75,5.25 - -,5.05
Performance,0.60 5.50 5.25 5.00 5.75 5.50 5.50 5.50 4.75,,4.75,5.50 - -,5.40
Choreography,0.60 5.75 5.00 5.25 6.00 5.50 5.50 5.75 5.00,,5.25,5.50 - -,5.55
Interpretation / Timing,1.00 5.25 5.50 5.25 6.00 5.25 5.50 5.25 5.25,,5.00,5.25 - -,5.30
Judges Total Program Component Score (factored),,,,,20.23
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
9 Kamila HAJKOVA / David VINCOUR,CZE  44.50  26.90,,,17.60,0.00
"# Executed Base",GOE The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 CiSt3  7.20,0.00 0 1 0 0 0 0 0 0,,0,0 - -,7.20
2 NtMiTw4  3.30,-0.50 -1 1 -1 -1 -1 -1 -1 -1,,-1,0 - -,2.80
3 NtMiSt3  3.80,0.00 -1 0 0 0 0 0 1 0,,-1,-1 - -,3.80
4 CuLi4  4.00,0.40 0 2 1 1 0 1 1 1,,1,0 - -,4.40
5 Sp4  4.70,-0.10 1 0 -1 0 -1 0 0 0,,0,0 - -,4.60
6 RoLi4  4.00,0.10 1 0 0 0 0 1 0 0,,0,0 - -,4.10
27.00,,,,,26.90
Program Components,Factor,,,,
Skating Skills,0.80 4.50 5.00 4.75 4.75 5.00 4.75 4.50 4.50,,4.25,4.00 - -,4.65
Linking Footwork / Movement,0.80 4.50 4.50 4.50 4.50 4.50 4.50 4.00 4.50,,4.00,4.00 - -,4.50
Performance,0.60 5.00 5.00 4.50 5.00 4.75 4.75 5.00 4.50,,4.25,4.25 - -,4.80
Choreography,0.60 4.75 4.50 4.25 5.00 4.75 4.75 5.00 4.50,,4.50,4.25 - -,4.75
Interpretation / Timing,1.00 4.50 5.00 4.50 5.25 4.50 4.50 4.50 4.75,,4.50,4.25 - -,4.55
Judges Total Program Component Score (factored),,,,,17.60
Deductions:,,,,,0.00
Cup of Russia,,,,,
ICE DANCING ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,,,
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",=,+,,+,-
10 Lynn KRIENGKRAIRUT / Logan GIULIETTI-SCHMITT,USA  41.30  25.00,,,16.30,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 NtMiTw4  3.30  0.00,-1 1 0 0 0 0 0,0,1,0 - -,3.30
2 NtMiSt2  3.20  0.00,0 0 0 0 0 0 0,0,0,0 - -,3.20
3 Sp4  4.70  0.20,1 1 1 1 0 0 0,0,0,0 - -,4.90
4 CuLi4  4.00  0.10,1 1 0 0 0 1 0,0,0,-1 - -,4.10
5 CiSt2  6.40  0.00,0 -1 0 0 0 0 0,-1,0,0 - -,6.40
6 RoLi2  3.00  0.10,0 1 1 0 0 1 0,0,0,0 - -,3.10
24.60,,,,,25.00
Program Components Factor,,,,,
Skating Skills  0.80,4.25 4.50 4.50 4.50 4.75 4.50 4.25,4.00,4.25,4.00 - -,4.40
Linking Footwork / Movement  0.80,3.75 4.00 4.00 4.00 4.25 4.25 4.00,3.75,4.25,4.00 - -,4.00
Performance  0.60,4.50 4.50 4.50 4.25 4.75 4.75 4.50,4.25,4.25,4.25 - -,4.50
Choreography  0.60,4.50 4.00 4.25 4.25 4.50 4.75 4.00,4.00,4.50,4.00 - -,4.30
Interpretation / Timing  1.00,4.25 4.00 4.00 4.50 4.50 4.50 4.25,4.00,4.50,4.25 - -,4.30
Judges Total Program Component Score (factored),,,,,16.30
Deductions:,,,,,0.00
Printed: 24.11.2007 17:59:55,,,,,
