ISU European Figure Skating Championships,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
Skating Skills  1.60 7.50 7.00 8.00,7.25,7.50 7.25 7.75 7.00,7.75,7.75 7.75 7.25,,7.36,
Transition / Linking Footwork  1.60 6.50 6.25 7.75,7.00,7.25 6.50 6.25 6.75,7.25,6.75 6.75 7.00,,6.75,
Performance / Execution  1.60 6.75 6.50 7.50,7.25,7.50 7.00 7.00 7.00,7.50,7.50 7.50 7.25,,7.18,
Choreography / Composition  1.60 6.75 6.75 8.00,7.25,7.50 6.75 7.50 7.25,7.50,7.25 7.75 7.25,,7.14,
Interpretation  1.60 6.75 6.75 7.75,7.25,7.25 6.75 6.75 7.25,7.75,7.50 8.00 7.50,,7.18,
Judges Total Program Component Score (factored),,,,,,56.98,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
ISU European Figure Skating Championships,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
3 Laura LEPISTO FIN,,108.69  56.21,,53.48,,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 2A  3.50  0.86 1 1 1,0,1 1 1 1,1,1 1 0,,4.36,
2 3T+3T  8.00  1.14 1 1 2,1,1 2 2 2Info,2,1 1 1,,9.14,Info
3 2Lz  1.90  0.00 0 0 1,0,0 0 0 0,0,0 -1 0,,1.90,
4 FSSp4  3.00  0.36 2 1 1,1,0 1 1 1,1,0 1 0,,3.36,
5 3Lo  5.00 -3.00 -3 -3 -3,-3,-3 -3 -3 -3,-3,-3 -3 -3,,2.00,
6 SpSq4  3.40  0.00 0 0 0,0,0 1 1 0,1,0 0 0,,3.40,
7 3Lo+2T  6.93 x  0.00 0 0 1,0,0 0 1 0,0,0 0 0,,6.93,
8 2A  3.85 x  0.71 1 1 1,1,1 0 1 1,1,1 0 0,,4.56,
9 CoSp4  3.00  0.29 1 1 2,1,0 1 1 1,1,0 0 0,,3.29,
10 LSp1  1.50  0.43 1 0 1,1,1 1 1 1,2,1 1 0,,1.93,
11 3S+2T+2T  7.81 x  0.14 0 0 1,0,0 1 1 0,1,1 0 0,,7.95,
12 CiSt3  3.10  0.36 1 1 1,0,1 1 1 1,1,1 0 0,,3.46,
13 CCoSp4  3.50  0.43 1 1 1,0,1 0 1 1,2,1 1 1,,3.93,
54.49,,,,,,56.21,
Program Components Factor,,,,,,,
Skating Skills  1.60 7.00 6.75 7.00,6.75,7.00 7.00 7.25 6.25,7.50,7.00 6.75 6.50,,6.82,
Transition / Linking Footwork  1.60 7.00 6.25 6.50,6.50,6.50 6.50 7.50 6.00,7.00,6.50 6.25 6.25,,6.39,
Performance / Execution  1.60 7.25 7.00 6.75,7.00,6.75 6.75 7.00 6.00,7.50,6.75 7.00 6.25,,6.79,
Choreography / Composition  1.60 7.50 7.00 6.75,6.50,6.75 6.50 7.25 6.25,7.25,6.50 7.25 6.00,,6.68,
Interpretation  1.60 7.75 7.00 7.00,6.50,7.00 6.25 7.25 6.00,7.75,6.75 7.50 6.25,,6.75,
Judges Total Program Component Score (factored),,,,,,53.48,
Deductions: Falls: -1.00,,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
4 Julia SEBESTYEN HUN,,107.35  53.51,,53.84,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3Lz+2T+2Lo  8.80  1.00 1 1 1,1,1 1 1 1,2,1 1 1,,9.80,
2 3F+2T  6.80  0.86 1 2 1,1,1 0 1 1,1,1 0 1,,7.66,
3 3Lz  6.00  1.57 2 1 2,1,1 2 2 2,2,2 2 1,,7.57,
4 FCSp4  3.00  0.29 0 1 1,0,0 1 1 1,1,0 1 1,,3.29,
5 SpSq4  3.40  0.14 0 1 0,0,0 0 1 1,1,0 0 0,,3.54,
6 2S  1.43 x  0.00 0 0 1,0,0 0 0 0,0,0 0 0,,1.43,
7 2F  1.87 x  0.07 1 1 1,0,0 0 0 0,0,0 0 0,,1.94,
8 CoSp4  3.00  0.00 0 0 0,0,0 0 0 0,0,0 0 0,,3.00,
9 2A  3.85 x -0.80 -1 -1 -1,-1,-1 -1 -1 -1,-1,-1 -1 -1,,3.05,
10 3T  4.40 x -0.29 -1 0 0,0,0 0 0 0,0,-1 0 -1,,4.11,
11 LSp2  1.80  0.00 -1 1 0,0,0 0 0 0,0,0 0 0,,1.80,
12 SlSt3  3.10  0.43 1 2 1,1,0 2 1 1,1,0 0 1,,3.53,
13 CCoSp2  2.50  0.29 1 1 2,0,0 1 1 1,1,0 0 1,,2.79,
49.95,,,,,,53.51,
Program Components Factor,,,,,,,
Skating Skills  1.60 6.50 7.50 7.25,7.25,6.75 6.75 7.25 7.00,7.50,6.50 7.00 7.25,,6.93,
Transition / Linking Footwork  1.60 5.75 6.75 7.00,7.00,6.25 6.50 5.75 6.50,6.75,6.00 6.00 7.00,,6.43,
Performance / Execution  1.60 6.25 7.50 7.25,7.00,6.75 6.75 7.25 7.00,7.00,6.25 7.00 7.25,,6.86,
Choreography / Composition  1.60 5.75 7.25 7.50,7.25,6.50 6.50 6.50 6.75,7.00,6.00 6.50 7.00,,6.64,
Interpretation  1.60 5.75 7.25 7.75,7.00,6.75 6.50 6.25 7.00,7.50,6.25 6.75 7.25,,6.79,
Judges Total Program Component Score (factored),,,,,,53.84,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
ISU European Figure Skating Championships,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
5 Kiira KORPI FIN,,103.62  50.03,,53.59,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3Lz+2T+2Lo  8.80  0.29 0 0 1,0,0 1 1 1,1,0 -1 1,,9.09,
2 3Lo  5.00  0.71 1 1 1,1,0 0 2 1Info,1,1 1 0,,5.71,Info
3 1F  0.50 -0.01 0 0 0,0,0 0 -1 -1,0,0 0 -1,,0.49,
4 SpSq4  3.40  0.86 1 1 1,0,0 1 1 2,2,1 1 1,,4.26,
5 LSp1  1.50  0.07 0 2 0,1,0 0 0 -1,1,0 0 0,,1.57,
6 2Lz  2.09 x  0.00 0 0 0,0,0 0 0 0,0,0 -1 0,,2.09,
7 3Lo+2T  6.93 x  0.00 0 0 -1,0,0 0 0 -1,0,0 0 0,,6.93,
8 2A+2Lo  5.50 x  0.00 0 0 0,0,0 0 1 0,0,0 0 -1,,5.50,
9 CoSp3  2.50  0.29 1 1 1,0,0 0 1 1,1,1 1 0,,2.79,
10 2T  1.43 x  0.00 0 0 1,0,0 0 0 0,0,0 0 0,,1.43,
11 CiSt3  3.10  0.14 0 2 1,0,0 0 0 1,1,1 0 0,,3.24,
12 FSSp4  3.00  0.07 0 0 1,0,0 1 1 0,1,1 0 0,,3.07,
13 CCoSp4  3.50  0.36 1 1 1,1,1 0 1 1,2,0 1 0,,3.86,
47.25,,,,,,50.03,
Program Components Factor,,,,,,,
Skating Skills  1.60 6.50 7.25 7.00,7.00,7.00 7.00 7.25 6.50,7.50,7.00 7.25 6.50,,6.89,
Transition / Linking Footwork  1.60 6.25 6.50 6.75,6.75,6.75 6.50 6.25 6.25,7.00,6.25 6.25 6.50,,6.43,
Performance / Execution  1.60 6.25 7.00 6.75,6.75,7.00 6.25 7.25 6.50,7.50,6.75 7.00 6.75,,6.71,
Choreography / Composition  1.60 6.50 7.00 7.00,7.00,7.00 6.50 7.00 6.50,7.25,6.50 7.00 6.50,,6.71,
Interpretation  1.60 6.25 7.25 7.00,7.00,7.00 6.25 7.00 6.25,7.50,6.50 7.50 7.00,,6.75,
Judges Total Program Component Score (factored),,,,,,53.59,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
6 Valentina MARCHEI ITA,,99.65  50.29,,49.36,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3Lz  6.00 -1.29 -1 -1 -1,-1,-2 -2 -2 -1,-2,-2 -1 -1,,4.71,
2 3Lz+2T  7.30  0.29 0 0 1,1,-1 0 0 1,0,0 0 1,,7.59,
3 CCoSp4  3.50  0.21 1 1 1,0,0 1 0 0,0,0 0 1,,3.71,
4 2A  3.50  0.00 0 0 0,0,0 0 0 -1,0,0 1 0,,3.50,
5 CoSp3  2.50  0.07 1 0 1,0,0 0 1 0,1,1 0 0,,2.57,
6 3S+2T  5.80 -1.29 -2 -1 -1,-1,-2 -1 -1 -2,-1,-1 -1 -1,,4.51,
7 CSSp4  3.00  0.00 0 1 1,0,0 0 0 0,0,0 0 0,,3.00,
8 SpSq4  3.40  0.43 0 0 1,0,0 1 2 2,1,1 0 1,,3.83,
9 3T  4.40 x  0.00 0 0 1,0,0 1 0 0,0,0 0 0,,4.40,
10 1A  0.88 x -0.03 0 0 -1,0,0 0 -1 -1,0,0 -1 0,,0.85,
11 3S  4.95 x  0.00 0 0 1,0,0 0 1 0,0,0 0 0,,4.95,
12 SlSt3  3.10  0.57 0 1 2,1,2 2 0 1,1,1 1 1,,3.67,
13 FSSp4  3.00  0.00 0 0 0,0,0 1 1 0,0,0 0 0,,3.00,
51.33,,,,,,50.29,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.75 6.00 6.50,6.75,7.00 6.50 5.75 6.25,6.50,6.50 5.75 6.00,,6.25,
Transition / Linking Footwork  1.60 5.25 5.00 6.50,6.50,6.50 5.75 5.00 5.75,6.50,6.00 5.25 6.25,,5.82,
Performance / Execution  1.60 5.50 6.25 5.50,6.75,7.00 6.50 7.00 6.25,6.75,6.25 5.50 6.00,,6.21,
Choreography / Composition  1.60 5.75 6.00 6.75,6.75,7.00 6.25 6.25 6.00,6.50,6.25 5.75 6.25,,6.18,
Interpretation  1.60 5.50 6.25 6.75,7.00,7.25 6.00 6.50 6.25,6.75,6.50 6.25 6.50,,6.39,
Judges Total Program Component Score (factored),,,,,,49.36,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
ISU European Figure Skating Championships,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
7 Jenni VAHAMAA FIN,,95.35  49.13,,46.22,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 2A  3.50  0.57 1 1 0,0,0 1 1 1,0,0 0 1,,4.07,
2 3Lo+2T  6.30  0.29 0 0 0,0,0 1 1 1Info,1,0 1 0,,6.59,Info
3 3T+2T+2T  6.60  0.29 0 1 1,0,0 1 0 1,1,0 0 0,,6.89,
4 FCSp3  2.30  0.50 1 2 1,1,1 1 1 1,1,1 1 1,,2.80,
5 3F  5.50 -1.14 -1 -2 -1,-1,-1 -1 -1 -1,-1,-1 -2 -1,,4.36,
6 3Lo  5.00  0.29 1 0 1,1,0 0 0 1,1,0 0 0,,5.29,
7 SpSq4  3.40  1.00 1 1 1,1,1 0 1 1,2,2 1 1,,4.40,
8 1F  0.55 x -0.04 0 0 -1,0,0 -1 -1 -1,0,0 -1 -1,,0.51,
9 FSSp4  3.00  0.07 1 0 1,0,0 0 0 1,0,0 0 0,,3.07,
10 CoSp4  3.00  0.07 1 0 1,1,0 0 0 0,0,0 0 0,,3.07,
11 2S  1.43 x -0.09 0 0 -1,0,0 -1 0 -1,0,0 0 -1,,1.34,
12 CiSt3  3.10  0.21 0 1 0,1,1 -1 0 1,0,0 0 0,,3.31,
13 CCoSp3  3.00  0.43 1 1 2,2,1 0 1 1,1,1 1 0,,3.43,
46.68,,,,,,49.13,
Program Components Factor,,,,,,,
Skating Skills  1.60 6.25 5.25 5.75,5.75,6.00 5.25 7.00 5.75,6.25,6.25 6.25 5.50,,5.82,
Transition / Linking Footwork  1.60 6.25 5.00 5.50,5.50,5.50 4.75 6.00 5.75,6.00,5.75 5.50 5.75,,5.54,
Performance / Execution  1.60 6.25 6.00 5.75,5.75,5.75 5.25 6.75 6.00,6.00,6.00 6.00 5.75,,5.89,
Choreography / Composition  1.60 6.50 5.75 5.75,5.50,5.25 5.00 6.50 6.25,6.25,5.75 5.75 5.50,,5.68,
Interpretation  1.60 6.50 6.00 5.50,5.50,5.75 4.75 6.00 6.25,6.50,6.00 6.25 6.00,,5.96,
Judges Total Program Component Score (factored),,,,,,46.22,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
8 Elene GEDEVANISHVILI GEO,,93.66  48.01,,45.65,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3Lz  6.00  1.00 1 1 1,1,0 1 1 1,0,1 1 1,,7.00,
2 2F+2T e  3.00 -0.47 -1 -2 -2,-2,-2 -1 -2 -2,-1,-2 -1 -1,,2.53,
3 2A  3.50  0.00 0 0 0,0,0 0 1 0,0,0 0 0,,3.50,
4 CoSp4  3.00  0.31 1 1 1,1,1 -1 -1 -1,2,1 0 1,,3.31,
5 SpSq1  1.80  0.57 1 1 1,1,0 0 1 2,2,2 2 1,,2.37,
6 3Lz<+2T+2T  4.50 -0.71 -3 -2 -2,-2,-2 -1 -2 -2,-2,-3 -3 -2,,3.79,
7 2A+2T  5.28 x -1.03 0 -1 -1,-2,-1 -1 -1 -1,-1,-1 -2 -2,,4.25,
8 3S  4.95 x  0.00 0 1 0,0,0 0 0 0,0,0 0 0,,4.95,
9 3T  4.40 x  0.14 1 1 0,0,0 0 1 0,0,0 0 0,,4.54,
10 FSSp3  2.30  0.00 1 0 1,0,0 0 -1 0,1,0 0 0,,2.30,
11 SlSt2  2.30  0.43 1 1 1,1,0 0 0 1,1,1 1 1,,2.73,
12 CCoSp4  3.50  0.21 0 1 1,1,0 0 0 1,0,0 0 1,,3.71,
13 LSp4  2.60  0.43 1 1 1,1,2 1 0 -1,2,0 1 1,,3.03,
47.13,,,,,,48.01,
Program Components Factor,,,,,,,
Skating Skills  1.60 6.25 6.00 5.50,6.00,5.25 5.75 6.50 6.00,6.50,6.25 6.00 6.00,,6.00,
Transition / Linking Footwork  1.60 5.75 5.25 5.00,5.50,5.00 5.25 4.50 5.50,6.00,5.75 5.50 5.50,,5.46,
Performance / Execution  1.60 6.25 5.75 5.50,5.75,5.00 5.75 5.50 6.00,6.25,6.00 6.25 6.00,,5.93,
Choreography / Composition  1.60 6.00 5.50 5.50,5.50,5.25 5.50 6.00 5.75,6.00,5.75 5.75 5.25,,5.57,
Interpretation  1.60 6.00 5.75 5.25,5.50,5.00 5.25 4.50 5.75,6.50,5.75 5.50 5.50,,5.57,
Judges Total Program Component Score (factored),,,,,,45.65,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
ISU European Figure Skating Championships,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
9 Ksenia DORONINA RUS,,93.29  50.22,,44.07,,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3F  5.50  0.57 1 0 0,0,1 1 1 1,0,0 1 0,,6.07,
2 3Lz  6.00  0.14 1 0 0,0,0 0 -1 0Info,0,0 0 1,,6.14,Info
3 3Lo<  1.50 -1.00 -3 -3 -3,-3,-3 -3 -3 -3,-3,-3 -3 -3,,0.50,
4 3S  4.50 -0.57 -1 0 0,0,-1 -1 0 -1,0,0 0 -1,,3.93,
5 FCSp3  2.30  0.00 0 0 1,0,1 0 0 0,0,0 0 0,,2.30,
6 SpSq3  3.10  0.36 1 1 1,0,0 1 1 2,1,1 1 0,,3.46,
7 3Lz+2T  8.03 x -1.43 -1 -3 -1,-1,-2 -1 -2 -1,-2,-2 -2 -1,,6.60,
8 3T+2A+SEQ  6.60 x -0.86 -1 -2 -1,0,-1 -1 -1 0,0,-1 0 -2,,5.74,
9 2A  3.85 x  0.00 0 0 1,0,0 0 0 0,0,0 0 0,,3.85,
10 CCoSp4  3.50  0.07 0 1 1,0,0 1 0 0,0,0 0 0,,3.57,
11 CiSt2  2.30  0.00 0 0 0,0,0 0 0 0,0,0 0 0,,2.30,
12 LSp3  2.40  0.36 1 0 1,1,0 1 0 1,1,1 1 0,,2.76,
13 CoSp4  3.00  0.00 0 0 1,0,0 0 -1 0,0,0 0 0,,3.00,
52.58,,,,,,50.22,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.50 5.25 5.75,5.50,6.50 6.00 6.25 6.00,6.25,6.00 6.00 5.50,,5.79,
Transition / Linking Footwork  1.60 5.25 4.50 5.25,5.00,5.75 5.50 4.00 5.25,6.00,5.75 5.00 5.75,,5.36,
Performance / Execution  1.60 5.25 5.00 5.50,5.25,6.00 5.75 5.75 5.75,6.25,6.00 5.75 5.25,,5.57,
Choreography / Composition  1.60 5.00 5.00 5.75,5.25,5.75 5.75 4.75 5.75,6.00,5.75 5.25 5.50,,5.46,
Interpretation  1.60 5.00 4.75 5.50,5.25,6.00 5.50 4.25 5.50,6.25,5.75 5.00 5.50,,5.36,
Judges Total Program Component Score (factored),,,,,,44.07,
Deductions: Falls: -1.00,,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
10 Jenna McCORKELL GBR,,91.89  50.35,,43.54,,2.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 2A  3.50  1.43 2 2 1,1,1 1 2 2,1,1 2 1,,4.93,
2 3Lz  6.00 -1.00 -1 -1 -1,0,-2 -1 -1 -1,-1,-1 -1 -1,,5.00,
3 3F  5.50  0.14 0 0 1,1,0 -1 0 1,0,0 0 0,,5.64,
4 3Lo<  1.50 -1.00 -3 -3 -3,-3,-3 -3 -3 -3,-3,-3 -3 -3,,0.50,
5 CCoSp4  3.50  0.00 0 0 0,0,0 0 0 0,1,0 0 0,,3.50,
6 SpSq4  3.40  0.29 0 0 1,0,0 1 1 1,1,1 0 0,,3.69,
7 3T+2T+2T  7.26 x  0.00 0 0 1,0,0 0 0 1,0,0 0 0,,7.26,
8 CUSp4  3.00  0.14 1 1 0,0,0 -1 0 1,0,0 0 0,,3.14,
9 3F+SEQ  4.84 x -3.00 -3 -3 -3,-3,-3 -3 -3 -2,-3,-3 -3 -3,,1.84,
10 SlSt3  3.10  0.00 0 0 0,0,0 0 0 0,1,0 0 0,,3.10,
11 2A+2T  5.28 x  0.86 1 1 1,1,0 1 1 1,0,0 1 1,,6.14,
12 FSSp4  3.00  0.00 0 0 1,0,0 0 0 1,1,0 0 0,,3.00,
13 LSp3  2.40  0.21 0 1 1,0,1 0 1 1,1,0 1 0,,2.61,
52.28,,,,,,50.35,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.50 5.50 5.75,6.00,6.00 5.75 6.50 5.75,6.50,6.25 5.50 5.50,,5.71,
Transition / Linking Footwork  1.60 5.00 5.00 5.50,5.50,5.00 5.00 4.50 5.25,6.00,5.75 4.50 5.50,,5.18,
Performance / Execution  1.60 5.50 6.00 5.75,5.75,5.00 5.50 6.50 5.50,6.50,6.00 5.25 5.75,,5.61,
Choreography / Composition  1.60 5.25 5.50 5.75,5.50,5.25 5.50 5.50 5.25,6.00,5.75 4.75 5.50,,5.39,
Interpretation  1.60 5.25 5.75 5.75,5.50,5.00 5.50 3.75 5.00,6.75,5.75 4.50 5.25,,5.32,
Judges Total Program Component Score (factored),,,,,,43.54,
Deductions: Falls: -2.00,,,,,,-2.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
ISU European Figure Skating Championships,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
11 Tugba KARADEMIR TUR,,88.45  46.27,,42.18,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3T+2T  5.30  0.00 0 0 -2,0,0 0 -1 -1,0,0 0 0,,5.30,
2 3F e  5.50 -2.57 -3 -3 -2,-3,-2 -2 -2 -I2nfo,-2,-3 -2 -3,,2.93,Info
3 CoSp4  3.00  0.00 0 1 0,0,0 0 0 0,0,0 0 0,,3.00,
4 3S  4.50 -0.71 0 -1 -1,0,-1 0 -1 -1,0,-1 -1 -1,,3.79,
5 3T  4.00 -2.00 -2 -2 -2,-2,-2 -2 -3 -2,-2,-2 -2 -2,,2.00,
6 CUSp4  3.00 -0.09 0 0 0,-1,0 0 -1 -1,0,0 -1 0,,2.91,
7 SpSq1  1.80  0.29 1 1 1,0,0 0 1 1,1,1 1 0,,2.09,
8 2A+2T  5.28 x  0.00 0 0 0,0,0 0 -1 0,0,0 0 0,,5.28,
9 2A  3.85 x  0.00 0 0 -1,0,0 0 -2 0,0,-1 0 0,,3.85,
10 CCoSp3  3.00  0.07 1 1 1,0,0 0 0 0,0,0 0 0,,3.07,
11 3S+2T  6.38 x -0.71 0 0 -2,0,-1 -1 -2 -1,-2,-1 -1 -2,,5.67,
12 CiSt3  3.10  0.07 1 1 0,0,0 0 0 0,0,0 0 0,,3.17,
13 FCSp4  3.00  0.21 0 1 0,0,1 1 -1 0,0,0 1 0,,3.21,
51.71,,,,,,46.27,
Program Components Factor,,,,,,,
