HomeSense Skate Canada International,,,,
ICE DANCING ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,,
Linking Footwork / Movement  0.80 5.75 6.25 5.75 5.75 5.75 5.25 5.25 6.00,,5.25,6.25 - -,5.55
Performance  0.60 6.00 7.25 5.50 6.25 6.00 6.00 6.00 6.50,,7.25,6.25 - -,6.10
Choreography  0.60 6.50 7.25 5.75 6.00 6.00 6.25 5.50 6.00,,7.00,6.75 - -,6.30
Interpretation / Timing  1.00 6.50 7.00 6.00 6.25 6.25 5.25 5.00 6.25,,6.50,7.25 - -,6.15
Judges Total Program Component Score (factored),,,,22.83
Deductions:,,,,0.00
HomeSense Skate Canada International,,,,
ICE DANCING ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,,
Total Total,,,Total,Total
NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,
Code Score Score,,,Score (factored),
"= +",,,+,-
4 Ekaterina BOBROVA / Dmitri SOLOVIEV RUS  49.53  28.00,,,21.53,0.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 CoSp4  4.70  0.60 2 1 1 2 1 1 0 1,,0,2 - -,5.30
2 NtMiTw4  3.30 -0.40 -1 -1 0 1 0 -1 -1 -1,,-1,-1 - -,2.90
3 NtMiSt4  4.30  0.20 2 1 0 1 1 0 0 1,,0,0 - -,4.50
4 SlLi4  4.00  0.70 2 1 2 1 1 2 1 1,,2,1 - -,4.70
5 SeSt2  6.40  0.00 1 0 1 0 0 0 0 0,,0,0 - -,6.40
6 RoLi4  4.00  0.20 2 1 1 0 0 1 1 1,,0,0 - -,4.20
26.70,,,,28.00
Program Components Factor,,,,
Skating Skills  0.80 6.00 5.75 6.25 6.00 6.00 5.75 5.25 5.75,,6.00,5.75 - -,5.90
Linking Footwork / Movement  0.80 5.75 5.75 6.25 5.50 5.75 5.50 5.00 5.25,,4.00,4.75 - -,5.30
Performance  0.60 6.25 6.25 6.00 6.00 6.00 6.00 5.50 5.25,,6.25,5.50 - -,5.95
Choreography  0.60 6.00 6.25 6.50 5.75 6.00 6.00 5.25 5.50,,5.50,5.50 - -,5.75
Interpretation / Timing  1.00 6.25 6.25 6.50 5.75 6.00 5.25 5.50 5.25,,5.25,5.25 - -,5.55
Judges Total Program Component Score (factored),,,,21.53
Deductions:,,,,0.00
Total Total,,,Total,Total
NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,
Code Score Score,,,Score (factored),
"= +",,,+,-
5 Melissa GREGORY / Denis PETUKHOV USA  47.80  25.40,,,22.40,0.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 NtMiTw4  3.30  0.00 0 0 -1 1 0 -1 0 -1,,0,0 - -,3.30
2 NtMiSt2  3.20  0.00 0 0 0 0 0 0 1 -1,,0,0 - -,3.20
3 CuLi4  4.00  0.50 1 0 1 1 1 1 1 1,,1,0 - -,4.50
4 CiSt2  6.40 -0.20 0 0 0 1 0 0 0 1,,-1,-1 - -,6.20
5 Sp3  4.00  0.00 -1 0 1 1 0 1 -1 1,,0,0 - -,4.00
6 RoLi4  4.00  0.20 1 -1 1 0 0 1 1 1,,0,0 - -,4.20
24.90,,,,25.40
Program Components Factor,,,,
Skating Skills  0.80 6.00 6.00 6.75 6.50 6.00 5.75 6.25 7.00,,6.00,6.25 - -,6.10
Linking Footwork / Movement  0.80 5.75 5.75 7.00 6.50 5.75 5.25 5.75 6.00,,4.25,5.25 - -,5.55
Performance  0.60 6.25 5.75 6.75 6.25 6.00 6.00 5.50 6.50,,6.00,6.00 - -,6.05
Choreography  0.60 6.00 6.00 7.00 6.50 6.00 5.75 6.00 6.50,,6.25,5.75 - -,6.00
Interpretation / Timing  1.00 6.00 5.75 6.50 6.50 6.00 5.50 6.00 6.00,,5.75,5.25 - -,5.85
Judges Total Program Component Score (factored),,,,22.40
Deductions:,,,,0.00
Total Total,,,Total,Total
NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,
Code Score Score,,,Score (factored),
"= +",,,+,-
6 Allie HANN-McCURDY / Michael CORENO CAN  47.75  28.50,,,19.25,0.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 CiSt3  7.20  0.80 0 1 0 1 0 1 1 2,,1,2 - -,8.00
2 RoLi4  4.00  0.10 1 1 0 1 0 0 0 1,,0,0 - -,4.10
3 Sp4  4.70  0.30 1 1 1 0 0 1 0 1,,1,1 - -,5.00
4 NtMiTw4  3.30 -0.40 0 0 -1 -1 -1 -2 -1 0,,-1,0 - -,2.90
5 NtMiSt4  4.30 -0.10 0 0 -1 0 -1 0 -1 -1,,0,0 - -,4.20
6 SlLi4  4.00  0.30 1 0 1 1 0 1 0 1,,0,1 - -,4.30
27.50,,,,28.50
Program Components Factor,,,,
Skating Skills  0.80 4.00 4.50 4.25 5.50 5.00 4.50 5.25 6.25,,5.00,5.50 - -,5.05
Linking Footwork / Movement  0.80 4.50 4.50 4.25 5.50 4.75 4.00 5.00 6.25,,4.00,5.00 - -,4.65
Performance  0.60 4.75 5.00 4.25 5.75 5.00 5.00 5.50 6.50,,5.75,5.25 - -,5.30
Choreography  0.60 4.75 4.75 4.75 5.75 5.00 4.75 5.25 6.50,,4.75,5.75 - -,5.10
Interpretation / Timing  1.00 5.00 5.00 5.00 6.00 5.00 4.50 5.50 7.25,,4.75,6.00 - -,5.25
Judges Total Program Component Score (factored),,,,19.25
Deductions:,,,,0.00
HomeSense Skate Canada International,,,,
ICE DANCING ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,,
Total Total,,,Total,Total
NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,
Code Score Score,,,Score (factored),
"= +",,,+,-
7 Nelli ZHIGANSHINA / Alexander GAZSI GER  46.58  27.90,,,18.68,0.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 NtMiTw3  2.80 -0.50 -1 0 -1 -1 -1 -1 -1 -2,,0,-1 - -,2.30
2 NtMiSt4  4.30 -0.10 1 1 0 -1 0 0 0 1,,-1,0 - -,4.20
3 CoSp4  4.70  0.50 1 1 1 1 1 1 -1 1,,1,1 - -,5.20
4 SlLi3  3.50  0.50 1 1 0 1 1 0 1 1,,1,1 - -,4.00
5 SeSt4  8.00  0.20 1 0 0 1 1 0 -1 0,,-1,0 - -,8.20
6 RoLi4  4.00  0.00 0 0 1 0 1 0 0 0,,0,-1 - -,4.00
27.30,,,,27.90
Program Components Factor,,,,
Skating Skills  0.80 5.25 5.50 4.75 5.00 5.00 4.75 4.75 5.25,,5.25,5.50 - -,5.05
Linking Footwork / Movement  0.80 5.50 5.25 4.75 5.25 4.75 4.25 4.50 5.50,,3.75,4.50 - -,4.65
Performance  0.60 5.75 5.75 4.50 5.25 5.00 5.00 4.50 5.50,,5.50,5.50 - -,5.25
Choreography  0.60 5.50 5.75 5.00 5.50 5.00 4.75 4.75 5.00,,4.25,4.75 - -,4.95
Interpretation / Timing  1.00 6.00 5.75 4.75 5.25 5.25 4.00 5.00 5.50,,4.00,4.50 - -,4.80
Judges Total Program Component Score (factored),,,,18.68
Deductions:,,,,0.00
Total Total,,,Total,Total
NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,
Code Score Score,,,Score (factored),
"= +",,,+,-
8 Kaitlyn WEAVER / Andrew POJE CAN  45.74  26.60,,,19.14,0.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 CuLi4  4.00  0.60 1 1 1 2 0 2 1 2,,1,1 - -,4.60
2 NtMiTw1  2.10 -1.00 -2 -2 -2 -2 -2 -3 -2 -3,,-2,-2 - -,1.10
3 NtMiSt4  4.30  0.00 0 0 0 0 0 0 -1 -1,,1,0 - -,4.30
4 Sp3  4.00  0.20 0 0 -1 1 1 0 0 0,,1,0 - -,4.20
5 CiSt4  8.00  0.00 0 -1 0 0 0 0 0 0,,1,-1 - -,8.00
6 RoLi4  4.00  0.40 0 1 1 1 1 1 1 0,,0,1 - -,4.40
26.40,,,,26.60
Program Components Factor,,,,
Skating Skills  0.80 5.25 5.00 4.50 5.50 5.00 4.50 5.00 5.25,,5.75,5.00 - -,5.15
Linking Footwork / Movement  0.80 4.75 4.75 4.25 5.25 4.75 4.00 5.00 5.00,,4.50,4.50 - -,4.70
Performance  0.60 5.25 5.25 4.25 5.75 5.00 4.75 4.75 4.75,,6.00,4.00 - -,5.10
Choreography  0.60 5.75 5.25 4.50 5.50 5.00 4.75 5.25 5.25,,5.50,5.00 - -,5.25
Interpretation / Timing  1.00 5.50 5.00 4.25 5.75 4.75 4.00 5.00 5.00,,5.50,4.50 - -,5.05
Judges Total Program Component Score (factored),,,,19.14
Deductions:,,,,0.00
Total Total,,,Total,Total
NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,
Code Score Score,,,Score (factored),
"= +",,,+,-
9 Carolina HERMANN / Daniel HERMANN GER  43.00  27.10,,,15.90,0.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 NtMiTw4  3.30  0.00 0 1 0 0 0 0 0 0,,0,1 - -,3.30
2 NtMiSt4  4.30 -0.40 0 0 0 -1 -1 -1 -1 0,,-1,0 - -,3.90
3 SeSt4  8.00 -0.40 0 0 -1 -1 0 -1 -1 -1,,0,0 - -,7.60
4 SlLi4  4.00 -0.20 -1 0 1 0 0 0 -1 -1,,0,-1 - -,3.80
5 Sp4  4.70 -0.40 -2 0 -1 0 0 -1 -2 -2,,0,-1 - -,4.30
6 RoLi4  4.00  0.20 0 0 0 1 0 1 0 0,,1,0 - -,4.20
28.30,,,,27.10
Program Components Factor,,,,
Skating Skills  0.80 4.50 4.50 4.25 4.50 4.50 4.25 4.50 3.75,,5.25,4.00 - -,4.45
Linking Footwork / Movement  0.80 4.25 4.25 4.00 4.00 4.00 3.75 4.25 4.50,,3.50,3.25 - -,3.90
Performance  0.60 4.00 4.25 4.25 4.75 4.25 4.50 4.25 4.00,,4.00,4.50 - -,4.30
Choreography  0.60 4.50 4.50 4.50 4.50 4.50 4.00 4.75 4.00,,4.50,4.00 - -,4.40
Interpretation / Timing  1.00 4.00 4.25 4.25 4.00 4.25 3.50 4.50 4.50,,4.00,3.75 - -,4.00
Judges Total Program Component Score (factored),,,,15.90
Deductions:,,,,0.00
HomeSense Skate Canada International,,,,
ICE DANCING ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,,
Total Total,,,Total,Total
NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,
Code Score Score,,,Score (factored),
"=",+,,+,-
10 Julia ZLOBINA / Alexei SITNIKOV RUS  36.39  19.78,,,18.61,2.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 CoSp3  4.00  0.00 0 0 0 0 0 1 0,-1,0,0 - -,4.00
2 SlLi2  3.00 -1.30 -3 -3 -3 -3 -3 -3 -3,-3,-3,-3 - -,1.70
3 NtMiTw1  2.10 -1.12 -3 -2 -2 -2 -2 -2 -2,-3,-3,-3 - -,0.98
4 NtMiSt2  3.20 -0.40 0 -1 0 -1 -1 -1 -1,-3,-1,0 - -,2.80
5 SeSt2  6.40 -0.20 0 -1 0 -1 0 0 0,0,-1,0 - -,6.20
6 RoLi4  4.00  0.10 1 0 1 0 0 1 0,-1,0,-1 - -,4.10
22.70,,,,19.78
Program Components Factor,,,,
Skating Skills  0.80 5.00 4.75 5.00 6.00 5.00 5.25 5.00,5.00,5.00,4.00 - -,5.05
Linking Footwork / Movement  0.80 5.00 4.25 5.00 5.25 4.75 5.00 5.00,5.00,3.75,4.50 - -,4.85
Performance  0.60 5.25 4.50 4.75 5.00 4.75 5.75 4.75,4.50,4.00,4.25 - -,4.80
Choreography  0.60 5.75 4.75 5.25 5.25 5.00 5.50 5.25,4.75,4.50,4.50 - -,5.10
Interpretation / Timing  1.00 5.50 4.50 5.25 5.25 5.00 5.00 4.75,5.25,3.75,3.50 - -,4.75
Judges Total Program Component Score (factored),,,,18.61
Deductions: Falls: -2.00,,,,-2.00
Printed: 03/11/2007 16:20:27,,,,
