Trophee Eric Bompard,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
Skating Skills  2.00 6.75 7.00 7.25,7.00,6.25 6.75 7.00 7.00,7.25,6.50 - -,,6.90,
Transition / Linking Footwork  2.00 6.50 6.50 7.00,6.75,6.00 6.25 6.50 6.75,7.00,6.00 - -,,6.50,
Performance / Execution  2.00 7.00 6.50 7.25,7.25,6.75 6.75 7.50 7.25,7.00,6.25 - -,,6.95,
Choreography / Composition  2.00 6.50 6.75 7.25,7.00,6.50 6.75 7.25 7.00,7.25,6.75 - -,,6.85,
Interpretation  2.00 6.75 7.00 7.25,6.75,6.50 6.75 7.50 7.25,7.50,6.50 - -,,7.05,
Judges Total Program Component Score (factored),,,,,,68.50,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
Trophee Eric Bompard,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
3 Alban PREAUBERT FRA,,134.40  67.90,,67.50,,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 4T  9.00  1.00 1 1 1,1,1 2 1 1,0,1 - -,,10.00,
2 3F  5.50 -3.00 -3 -3 -3,-3,-3 -3 -3 Inf-o2,-3,-3 - -,,2.50,Info
3 3A  7.50 -0.40 0 -1 0,-1,0 -2 0 0,-1,-1 - -,,7.10,
4 3A+2T+2Lo  10.30  0.20 0 0 0,-1,0 1 1 0,0,0 - -,,10.50,
5 FSSp3  2.30  0.20 0 0 0,0,1 1 0 1,0,0 - -,,2.50,
6 3Lz  6.60 x -0.40 -1 0 0,-1,0 0 -1 0,-1,-1 - -,,6.20,
7 3F+3T  10.45 x  0.00 0 0 1,0,0 0 0 0,-1,-1 - -,,10.45,
8 CUSp3  2.30  0.00 0 0 0,0,0 0 0 0,0,0 - -,,2.30,
9 CiSt2  2.30  0.20 0 1 0,0,0 0 1 1,0,0 - -,,2.50,
10 CCoSp1  2.00 -0.06 -1 -1 0,-2,0 0 0 0,0,-1 - -,,1.94,
11 3S+2T  6.38 x  0.00 0 -1 -1,-1,0 0 0 0,0,-1 - -,,6.38,
12 1Lo  0.55 x -0.02 0 0 0,0,-1 0 0 0,-1,0 - -,,0.53,
13 SlSt2  2.30  0.40 1 0 0,0,1 1 1 1,0,1 - -,,2.70,
14 CSSp3  2.30  0.00 0 0 0,0,0 0 0 0,0,0 - -,,2.30,
69.78,,,,,,67.90,
Program Components Factor,,,,,,,
Skating Skills  2.00 6.50 6.50 6.50,6.75,6.75 6.75 6.75 6.75,6.75,7.00 - -,,6.70,
Transition / Linking Footwork  2.00 6.75 7.00 6.00,6.25,6.50 6.50 6.75 6.50,6.50,7.00 - -,,6.60,
Performance / Execution  2.00 6.75 6.50 6.00,6.50,7.00 6.50 7.00 6.50,6.00,6.75 - -,,6.65,
Choreography / Composition  2.00 7.00 7.00 6.75,7.00,7.00 6.75 7.50 6.50,6.50,7.75 - -,,6.85,
Interpretation  2.00 7.00 6.75 6.75,7.00,7.25 6.75 7.25 6.75,7.00,7.75 - -,,6.95,
Judges Total Program Component Score (factored),,,,,,67.50,
Deductions: Falls: -1.00,,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
4 Kevin VAN DER PERREN BEL,,134.15  70.95,,64.20,,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3F  5.50  1.60 1 1 2,2,2 2 2 1,2,1 - -,,7.10,
2 3A  7.50  0.60 0 -1 1,0,1 1 1 1,0,0 - -,,8.10,
3 2A  3.50  1.20 1 0 2,1,2 2 1 1,1,1 - -,,4.70,
4 FSSp4  3.00  0.40 0 0 1,1,1 1 1 1,1,1 - -,,3.40,
5 SlSt3  3.10  0.00 0 0 1,1,0 1 0 0,0,0 - -,,3.10,
6 CUSp3  2.30  0.00 0 1 0,0,0 0 0 0,0,0 - -,,2.30,
7 3F+3T  10.45 x  1.00 1 0 1,0,1 1 1 1,1,0 - -,,11.45,
8 3S+3T  9.35 x  1.00 1 1 1,0,1 1 1 1,1,1 - -,,10.35,
9 3Lz  6.60 x -3.00 -3 -3 -3,-3,-3 -3 -3 -3,-3,-3 - -,,3.60,
10 3Lo  5.50 x  0.00 0 -1 0,-1,0 0 0 0,0,0 - -,,5.50,
11 CiSt2  2.30  0.00 0 0 0,1,0 0 -1 0,0,0 - -,,2.30,
12 2A  3.85 x  0.00 0 0 0,0,0 0 -1 0,0,-1 - -,,3.85,
13 CCoSp4  3.50  0.20 0 0 0,0,0 1 1 1,0,0 - -,,3.70,
14 SSp2  1.50  0.00 0 0 0,0,0 1 0 0,0,0 - -,,1.50,
67.95,,,,,,70.95,
Program Components Factor,,,,,,,
Skating Skills  2.00 6.25 6.00 7.25,7.00,5.75 7.00 6.50 7.00,6.75,6.50 - -,,6.50,
Transition / Linking Footwork  2.00 6.00 6.25 6.50,6.00,6.00 6.25 6.50 6.25,6.25,6.25 - -,,6.20,
Performance / Execution  2.00 6.25 6.25 7.00,7.00,6.25 6.50 6.25 6.50,6.50,6.25 - -,,6.35,
Choreography / Composition  2.00 6.25 6.25 6.75,6.75,6.75 6.75 6.50 6.50,6.75,6.75 - -,,6.55,
Interpretation  2.00 6.25 6.50 7.00,6.75,6.50 6.50 6.50 6.50,6.50,7.00 - -,,6.50,
Judges Total Program Component Score (factored),,,,,,64.20,
Deductions: Falls: -1.00,,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
Trophee Eric Bompard,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
5 Ryan BRADLEY USA,,132.19  70.69,,61.50,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 4T  9.00  1.00 1 1 1,2,2 1 1 1,1,1 - -,,10.00,
2 3A  7.50 -0.40 0 -1 -1,0,-1 0 0 Info0,-1,-1 - -,,7.10,Info
3 3A+2T  8.80 -1.00 -1 -2 -1,-1,-1 -1 -1 -1,-1,-2 - -,,7.80,
4 FCCoSp4  3.50  0.20 0 1 0,-1,1 0 0 0,1,1 - -,,3.70,
5 CiSt2  2.30  0.30 1 2 0,0,0 0 1 0,1,0 - -,,2.60,
6 2S+3T  5.83 x -2.00 -2 -2 -2,-2,-2 -2 -2 -2,-2,-2 - -,,3.83,
7 CUSp2  2.00 -0.12 0 -1 -1,-1,-1 -1 0 0,0,0 - -,,1.88,
8 3Lz+2T  8.03 x  0.00 0 0 0,0,0 1 0 0,-1,-1 - -,,8.03,
9 3F  6.05 x  0.00 0 -1 0,0,0 0 0 1,0,0 - -,,6.05,
10 3Lo  5.50 x  0.20 0 0 0,0,1 1 0 0,0,1 - -,,5.70,
11 FSSp1  1.70  0.00 0 0 -1,0,0 -1 0 0,0,0 - -,,1.70,
12 SlSt2  2.30  0.10 1 1 1,0,0 0 0 0,0,0 - -,,2.40,
13 3Lz  6.60 x -0.20 0 -1 0,-1,-1 1 0 0,0,1 - -,,6.40,
14 CCoSp3  3.00  0.50 0 1 0,0,1 1 1 1,1,0 - -,,3.50,
72.11,,,,,,70.69,
Program Components Factor,,,,,,,
Skating Skills  2.00 6.00 6.25 5.75,6.00,5.25 6.25 6.00 6.00,6.00,6.50 - -,,6.05,
Transition / Linking Footwork  2.00 6.00 6.50 5.75,5.50,5.75 5.75 6.00 5.50,5.25,6.25 - -,,5.80,
Performance / Execution  2.00 6.50 6.50 6.25,6.50,6.25 6.00 6.75 6.25,5.50,7.00 - -,,6.30,
Choreography / Composition  2.00 6.25 6.50 6.50,6.50,6.50 6.25 6.50 5.75,6.00,7.00 - -,,6.30,
Interpretation  2.00 6.75 6.25 6.50,6.75,6.00 6.00 6.75 6.25,6.25,7.00 - -,,6.30,
Judges Total Program Component Score (factored),,,,,,61.50,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
6 Tomas VERNER CZE,,132.14  65.74,,67.40,,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 4T  9.00 -1.80 -2 -1 -2,-2,-2 -1 -2 -2,-2,-2 - -,,7.20,
2 3F+1T e  5.90 -1.00 -1 -1 -2,-1,-1 -1 -1 -1,-1,-1 - -,,4.90,
3 2Lz  1.90  0.10 0 0 0,0,1 0 0 1,0,0 - -,,2.00,
4 FSSp4  3.00  0.70 1 1 1,2,2 1 2 1,2,2 - -,,3.70,
5 CiSt3  3.10  0.70 2 2 1,2,1 1 1 1,2,1 - -,,3.80,
6 3A  8.25 x  1.20 1 1 2,1,2 2 1 1,1,2 - -,,9.45,
7 2A  3.85 x  0.40 0 0 0,0,0 1 0 1,1,0 - -,,4.25,
8 3Lo  5.50 x  0.80 1 0 0,1,1 2 1 0,1,1 - -,,6.30,
9 3F  6.05 x  0.40 0 0 1,0,1 1 0 1,0,0 - -,,6.45,
10 3S  4.95 x -0.80 0 -1 -1,0,-1 -1 -1 0,-1,-1 - -,,4.15,
11 CoSp3  2.50 -0.06 0 -1 0,0,0 0 0 1,-1,0 - -,,2.44,
12 CSSp4  3.00  0.30 0 1 0,0,1 1 1 0,0,0 - -,,3.30,
13 SlSt3  3.10  0.50 2 1 1,2,1 1 1 1,1,1 - -,,3.60,
14 CCoSp4  3.50  0.70 1 1 1,1,1 1 2 2,2,0 - -,,4.20,
63.60,,,,,,65.74,
Program Components Factor,,,,,,,
Skating Skills  2.00 7.25 6.50 6.75,7.50,7.00 7.25 6.75 6.75,7.25,7.00 - -,,7.00,
Transition / Linking Footwork  2.00 6.50 6.50 6.25,6.50,6.75 6.75 6.25 6.25,6.75,6.75 - -,,6.55,
Performance / Execution  2.00 6.75 6.00 6.50,7.00,6.50 7.00 6.00 6.75,6.50,6.50 - -,,6.50,
Choreography / Composition  2.00 7.00 6.25 6.50,7.25,7.00 6.75 7.25 6.50,7.00,7.00 - -,,6.85,
Interpretation  2.00 7.00 6.25 6.25,6.75,6.75 7.00 6.75 6.50,7.50,7.00 - -,,6.80,
Judges Total Program Component Score (factored),,,,,,67.40,
Deductions: Falls: -1.00,,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
Trophee Eric Bompard,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,Total,,Total,
NOC,,Segment Element,Program  Component,,Deductions,
Rank Name,,,,,,
Code,,Score Score,Score (factored),,,
"",,= +,+,,-,
7 Kensuke NAKANIWA JPN,,114.91  58.91,56.00,,0.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 4T  9.00 -2.00 -2 -2 -2,-2,-2 -2 -2 -2,-2 -2 - -,,7.00,
2 3A  7.50 -2.00 -2 -2 -2,-2,-2 -2 -2 Inf-o2,-2 -2 - -,,5.50,Info
3 3A+2T<  7.90 -2.60 -3 -3 -3,-3,-3 -2 -3 -2,-2 -3 - -,,5.30,
4 CSSp2  2.00  0.10 0 0 0,0,0 0 0 1,1 0 - -,,2.10,
5 CiSt2  2.30  0.10 1 0 0,0,0 0 0 0,1 1 - -,,2.40,
6 FSSp4  3.00 -0.06 0 -1 0,0,0 0 -1 0,0 0 - -,,2.94,
7 3Lz  6.60 x  0.00 0 0 0,0,0 1 0 0,-1 0 - -,,6.60,
8 3S+2T  6.38 x  0.00 0 0 0,0,0 0 0 0,0 0 - -,,6.38,
9 3T  4.40 x  0.00 0 0 0,0,0 0 0 0,0 -1 - -,,4.40,
10 3Lo  5.50 x  0.00 0 0 0,0,0 0 0 0,0 0 - -,,5.50,
11 CoSp3  2.50  0.00 0 0 0,-1,0 0 -1 1,0 0 - -,,2.50,
12 2A  3.85 x  0.20 1 0 0,0,0 0 0 0,1 0 - -,,4.05,
13 SlSt1  1.80 -0.06 1 -1 0,0,-1 0 0 0,0 0 - -,,1.74,
14 CCoSp2  2.50  0.00 0 0 0,0,0 0 -1 0,1 0 - -,,2.50,
65.23,,,,,58.91,
Program Components Factor,,,,,,
Skating Skills  2.00 6.25 6.50 6.25,5.25,5.25 5.75 5.50 5.75,5.75 5.75 - -,,5.80,
Transition / Linking Footwork  2.00 6.00 6.00 5.50,4.75,5.00 5.50 6.00 5.00,5.50 5.50 - -,,5.60,
Performance / Execution  2.00 6.25 5.75 5.75,5.00,5.25 5.75 5.25 5.50,5.25 5.25 - -,,5.50,
Choreography / Composition  2.00 6.25 5.75 5.50,5.00,5.25 5.75 5.50 5.25,5.50 6.00 - -,,5.55,
Interpretation  2.00 6.50 5.75 6.00,5.00,5.00 5.75 5.50 5.50,5.25 5.50 - -,,5.55,
Judges Total Program Component Score (factored),,,,,56.00,
Deductions:,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",,Total Total,Total,,Total,
NOC,,Segment Element,Program  Component,,Deductions,
Rank Name,,,,,,
Code,,Score Score,Score (factored),,,
"",,= +,+,,-,
8 Christopher MABEE CAN,,113.49  52.19,61.30,,0.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 3F  5.50  1.40 0 1 2,1,2 2 1 1,2 1 - -,,6.90,
2 3A  7.50 -1.20 -1 -2 -2,-2,-1 -1 -2 -1,-1 -2 - -,,6.30,
3 3Lz  6.00 -2.20 -3 -2 -2,-2,-2 -2 -3 -2,-2 -3 - -,,3.80,
4 3Lo  5.00 -0.60 0 -1 0,0,0 1 -1 -1,-1 0 - -,,4.40,
5 CCoSp4  3.50  0.10 0 1 1,0,1 0 0 0,0 0 - -,,3.60,
6 FSSp2  2.00 -0.06 0 -1 0,0,0 0 -1 0,0 0 - -,,1.94,
7 1A  0.88 x  0.00 0 0 0,0,1 0 0 0,0 0 - -,,0.88,
8 3S  4.95 x  0.40 1 0 0,0,1 1 0 0,0 1 - -,,5.35,
9 3Lz+1T  7.04 x -0.20 0 0 -1,0,1 0 -2 0,-1 -1 - -,,6.84,
10 CSSp4  3.00  0.00 0 0 0,0,0 0 0 1,0 0 - -,,3.00,
11 SlSt2  2.30  0.30 1 1 1,0,0 0 1 0,1 0 - -,,2.60,
12 1A  0.88 x  0.10 0 0 0,0,1 0 0 1,0 0 - -,,0.98,
13 CiSt1  1.80  0.30 1 1 0,1,1 0 0 0,1 0 - -,,2.10,
14 CoSp4  3.00  0.50 1 1 2,1,1 1 1 1,2 1 - -,,3.50,
53.35,,,,,52.19,
Program Components Factor,,,,,,
Skating Skills  2.00 6.50 5.75 6.50,6.00,6.50 6.50 6.25 6.00,5.75 6.00 - -,,6.20,
Transition / Linking Footwork  2.00 6.00 6.00 6.00,5.25,6.00 6.00 5.50 5.00,5.25 6.00 - -,,5.75,
Performance / Execution  2.00 6.25 5.75 6.00,6.25,6.00 6.50 6.50 6.25,5.75 5.75 - -,,6.15,
Choreography / Composition  2.00 6.50 6.00 6.25,6.50,6.25 6.75 6.25 6.00,5.50 6.00 - -,,6.20,
Interpretation  2.00 6.50 6.25 6.50,6.50,6.00 6.75 6.50 6.50,6.00 6.25 - -,,6.35,
Judges Total Program Component Score (factored),,,,,61.30,
Deductions:,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
Trophee Eric Bompard,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,Total,,Total,
NOC,,Segment Element,Program  Component,,Deductions,
Rank Name,,,,,,
Code,,Score Score,Score (factored),,,
"",,= +,+,,-,
9 Jeremie COLOT FRA,,100.08  52.48,47.60,,0.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 3A+2T  8.80 -1.80 -2 -2 -2,-2,-2 -2 -2 -1,-1 -2 - -,,7.00,
2 3Lz  6.00  0.00 0 0 0,0,0 0 1 Info0,-1 0 - -,,6.00,Info
3 2A  3.50  0.00 0 0 0,0,0 0 0 0,0 0 - -,,3.50,
4 3A  7.50 -2.00 -2 -1 -1,-1,-2 -2 -2 -2,-2 -2 - -,,5.50,
5 3S+3T  8.50 -2.00 -2 -2 -2,-2,-2 -2 -2 -1,-2 -2 - -,,6.50,
6 CCoSp3  3.00  0.00 0 0 0,-2,0 0 -1 0,0 -1 - -,,3.00,
7 3Lo  5.50 x  0.00 0 0 0,0,0 0 0 0,-1 0 - -,,5.50,
8 1A  0.88 x  0.00 0 0 0,0,0 0 0 0,0 0 - -,,0.88,
9 3Lz+1T  7.04 x -2.20 -2 -2 -2,-1,-2 -1 -3 -2,-3 -2 - -,,4.84,
10 CiSt1  1.80  0.00 0 0 0,0,0 0 0 0,0 0 - -,,1.80,
11 FSSp2  2.00  0.10 0 1 0,0,0 0 0 1,0 0 - -,,2.10,
12 SlSt1  1.80  0.10 0 1 0,1,0 0 0 0,1 0 - -,,1.90,
13 CoSp3  2.50  0.00 0 -1 0,0,0 0 0 0,1 0 - -,,2.50,
14 CSSp1  1.70 -0.24 -1 -2 0,-1,-1 -1 -1 0,0 -1 - -,,1.46,
60.52,,,,,52.48,
Program Components Factor,,,,,,
Skating Skills  2.00 5.00 4.75 4.75,5.00,5.25 5.00 5.50 5.00,4.75 5.50 - -,,5.00,
Transition / Linking Footwork  2.00 4.50 4.50 4.25,4.25,4.75 4.50 4.75 4.50,4.50 5.00 - -,,4.55,
Performance / Execution  2.00 4.75 4.75 4.50,4.75,5.25 4.50 5.00 4.75,4.25 5.00 - -,,4.75,
Choreography / Composition  2.00 4.50 4.50 4.25,4.50,5.00 4.75 5.25 4.75,3.75 5.25 - -,,4.70,
Interpretation  2.00 4.75 4.50 4.50,4.50,5.00 4.75 5.00 5.00,4.00 5.25 - -,,4.80,
Judges Total Program Component Score (factored),,,,,47.60,
Deductions:,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",,Total Total,Total,,Total,
NOC,,Segment Element,Program  Component,,Deductions,
Rank Name,,,,,,
Code,,Score Score,Score (factored),,,
"",,= +,+,,-,
10 Song GAO CHN,,95.64  49.54,47.10,,1.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 3A+2T+1Lo  9.30 -0.20 0 0 -1,0,-1 0 0 0,-1 -1 - -,,9.10,
2 3F+2T  6.80  0.80 0 1 0,1,2 1 -1 1,1 0 - -,,7.60,
3 3Lz+2T  7.30  0.00 0 0 0,0,1 0 0 0,0 0 - -,,7.30,
4 FSSp2  2.00  0.00 0 -1 -1,0,0 0 1 0,0 -1 - -,,2.00,
5 3Lo  5.00 -3.00 -3 -3 -3,-3,-3 -3 -3 -3,-3 -3 - -,,2.00,
6 2A  3.50  0.40 1 0 0,0,1 1 0 0,0 0 - -,,3.90,
7 CUSp1  1.70 -0.24 0 -2 -1,-1,-1 -1 -1 -1,0 0 - -,,1.46,
8 3F  6.05 x -0.80 -2 0 -1,0,-1 -1 -1 0,-1 -2 - -,,5.25,
9 CiSt1  1.80  0.00 0 -1 0,0,0 0 0 0,1 1 - -,,1.80,
10 3T  4.40 x -2.00 -2 -2 -2,-2,-2 -2 -3 -2,-2 -2 - -,,2.40,
11 2Lz  2.09 x -0.12 0 0 -1,-1,-1 0 -1 0,-1 -1 - -,,1.97,
12 SSp1  1.20 -0.12 0 0 -1,0,-1 -1 -1 0,0 0 - -,,1.08,
13 SlSt1  1.80  0.00 0 0 0,0,0 0 0 0,0 0 - -,,1.80,
14 CCoSp1  2.00 -0.12 0 -1 0,0,-1 0 0 0,-1 0 - -,,1.88,
54.94,,,,,49.54,
Program Components Factor,,,,,,
Skating Skills  2.00 5.00 6.00 4.50,5.25,5.75 5.25 5.25 4.75,5.25 5.50 - -,,5.30,
Transition / Linking Footwork  2.00 4.25 5.00 3.75,4.25,4.50 4.50 4.50 4.50,4.50 5.25 - -,,4.50,
Performance / Execution  2.00 4.50 5.00 4.00,4.75,4.75 4.75 4.00 4.75,4.25 4.75 - -,,4.60,
Choreography / Composition  2.00 4.50 4.75 4.25,4.75,5.00 4.50 4.75 4.75,4.75 5.25 - -,,4.70,
Interpretation  2.00 4.25 4.50 4.00,4.50,4.75 4.75 4.25 4.50,4.00 4.75 - -,,4.45,
Judges Total Program Component Score (factored),,,,,47.10,
Deductions: Falls: -1.00,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
Trophee Eric Bompard,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,,Total,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,,+,-,
11 Scott SMITH USA,,94.89  43.49,,52.40,,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3S  4.50  1.00 1 0 1,1,1 1 1 1,1,1 -,-,5.50,
2 3A  7.50 -3.00 -3 -3 -3,-3,-3 -3 -3 -3,-3,-3 -,-,4.50,Info
3 1A  0.80  0.10 0 0 0,0,1 0 0 0,1,0 -,-,0.90,
4 CiSt2  2.30  0.20 1 1 0,0,0 0 0 0,1,0 -,-,2.50,
5 FSSp4  3.00  0.00 0 0 0,0,1 -1 0 0,0,0 -,-,3.00,
6 2Lz  2.09 x  0.00 0 0 0,0,0 0 0 0,0,0 -,-,2.09,
7 2F  1.87 x  0.10 0 0 0,0,1 0 -1 0,1,0 -,-,1.97,
8 2Lo  1.65 x -0.60 -2 -2 -2,-2,-2 -2 -2 -2,-2,-2 -,-,1.05,
9 FCCoSp4  3.50  0.00 0 0 0,1,0 -1 0 0,1,0 -,-,3.50,
10 3T  4.40 x  0.00 0 -1 -1,0,0 0 0 0,0,-1 -,-,4.40,
11 3S+2T  6.38 x  0.00 0 0 0,0,0 0 0 0,0,0 -,-,6.38,
12 CCoSp3  3.00  0.20 0 0 0,1,1 0 1 0,1,0 -,-,3.20,
13 SlSt1  1.80  0.00 0 0 0,1,0 0 -1 0,0,0 -,-,1.80,
14 CoSp3  2.50  0.20 0 0 0,0,1 0 1 0,1,1 -,-,2.70,
45.29,,,,,,43.49,
Program Components Factor,,,,,,,
