Trophee Eric Bompard,,,,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,,
Elements Value,,(in random order),,,,of Panel,
1 3LzTw1  5.00 -0.98,0 -1 -2 -2,0 -1 0 -2,,-2,-2 - -,4.02,
2 3T  4.00  0.20,0 0 0 0,0 1 0 -1,,1,0 - -,4.20,
3 5ALi4  6.50  1.40,1 1 1 2,2 2 1 1,,2,1 - -,7.90,
4 BiDs3  3.20  0.84,1 1 0 2,2 1 1 1,,2,1 - -,4.04,
5 FCCoSp3  3.00  0.34,-1 0 1 1,1 1 0 1,,2,-1 - -,3.34,
6 PCoSp4  4.50  0.50,1 1 1 1,1 1 1 1,,1,0 - -,5.00,
7 SlSt1  1.80  0.20,1 0 0 1,1 0 1 0,,1,0 - -,2.00,
8 3STh  4.50  0.84,2 2 1 2,1 1 1 1,,2,1 - -,5.34,
32.50,,,,,,35.84,
Program Components Factor,,,,,,,
Skating Skills  0.80,6.75 6.75 6.75 6.25,7.00 6.50 6.75 6.00,,7.75,6.50 - -,6.70,
Transition / Linking Footwork  0.80,6.00 6.25 6.25 5.25,6.50 6.00 6.25 5.75,,7.75,6.00 - -,6.15,
Performance / Execution  0.80,6.50 6.50 6.50 6.00,7.25 6.50 6.50 6.25,,7.50,6.25 - -,6.60,
Choreography / Composition  0.80,6.25 6.75 6.50 6.25,7.00 6.25 6.75 6.50,,7.50,6.00 - -,6.50,
Interpretation  0.80,5.75 6.50 6.50 6.25,6.75 6.50 6.50 6.25,,7.75,6.25 - -,6.45,
Judges Total Program Component Score (factored),,,,,,25.92,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge",<  Downgraded jump,,,,,,
Trophee Eric Bompard,,,,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,,Total,Total,
"",NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code,Score Score,,,Score (factored),,
"",,= +,,,+,-,
4 Tiffany VISE / Derek TRENT,USA,56.06  32.94,,,23.12,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 2LzTw1  3.00  0.70,2 0 1 1,1 2 0 1,,2,1 - -,3.70,
2 3LoTh  5.00 Info 0.98,2 0 1 2,2 2 0 1,,1,In1fo - -,5.98,Info
3 3T  4.00 -0.80,0 -1 -1 1,0 -2 0 -2,,-1,0 - -,3.20,
4 PCoSp3  4.00  0.30,1 0 1 1,1 0 0 1,,0,0 - -,4.30,
5 5ALi3  6.00  0.40,0 0 0 1,1 0 0 1,,1,0 - -,6.40,
6 FCCoSp2  2.50  0.10,0 0 0 0,0 0 -1 1,,1,-1 - -,2.60,
7 SlSt2  2.30  0.40,1 0 1 1,1 1 0 1,,0,0 - -,2.70,
8 BiDs4  3.50  0.56,1 0 1 2,0 1 0 1,,2,-1 - -,4.06,
30.30,,,,,,32.94,
Program Components Factor,,,,,,,
Skating Skills  0.80,6.50 5.75 5.75 5.00,6.25 6.00 5.50 5.75,,6.00,5.75 - -,5.95,
Transition / Linking Footwork  0.80,5.75 5.25 5.50 4.25,5.75 5.75 5.00 5.25,,6.25,5.50 - -,5.65,
Performance / Execution  0.80,6.25 5.50 5.75 5.00,6.25 6.00 5.25 5.75,,5.50,5.50 - -,5.85,
Choreography / Composition  0.80,6.00 5.50 5.50 5.25,6.00 5.75 5.50 6.00,,5.75,5.50 - -,5.80,
Interpretation  0.80,6.25 5.25 5.50 5.25,5.50 5.75 5.25 5.50,,5.75,5.75 - -,5.65,
Judges Total Program Component Score (factored),,,,,,23.12,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge",<  Downgraded jump,,,,,,
"",,Total Total,,,Total,Total,
"",NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code,Score Score,,,Score (factored),,
"",,= +,,,+,-,
5 Tatiana VOLOSOZHAR / Stanislav MOROZOV,UKR,54.18  30.86,,,24.32,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3T  4.00 -3.00,-3 -3 -3 -3,-3 -3 -3 -2,,-3,-3 - -,1.00,
2 3LzTw2  5.50  0.70,1 2 1 -1,1 1 1 1,,1,2 - -,6.20,
3 3LoTh  5.00 -0.98,-1 -1 -1 -1,-2 -1 -1 -2,,-1,-2 - -,4.02,
4 5TLi4  6.00  0.70,1 1 1 1,2 2 0 1,,2,1 - -,6.70,
5 SlSt3  3.10  0.30,1 0 0 1,1 1 1 0,,1,0 - -,3.40,
6 FCCoSp2  2.50  0.20,0 0 0 0,1 1 1 -1,,1,0 - -,2.70,
7 BiDs1  2.80  0.84,2 0 2 1,1 1 1 0,,1,1 - -,3.64,
8 PCoSp1  3.00  0.20,1 0 -1 0,1 0 1 0,,1,0 - -,3.20,
31.90,,,,,,30.86,
Program Components Factor,,,,,,,
Skating Skills  0.80,6.25 6.50 6.25 5.75,6.00 6.25 6.50 6.00,,7.00,6.50 - -,6.25,
Transition / Linking Footwork  0.80,5.50 6.25 6.00 5.00,5.75 5.75 6.00 5.25,,6.25,6.25 - -,5.85,
Performance / Execution  0.80,6.00 6.25 6.00 5.25,6.25 6.00 6.25 5.50,,6.75,6.25 - -,6.10,
Choreography / Composition  0.80,6.25 6.50 6.00 5.50,6.25 6.00 6.50 6.00,,6.25,6.50 - -,6.15,
Interpretation  0.80,5.75 6.25 6.00 5.25,6.00 6.00 6.50 5.25,,6.50,6.50 - -,6.05,
Judges Total Program Component Score (factored),,,,,,24.32,
Deductions: Falls:,-1.00,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge",<  Downgraded jump,,,,,,
"",,Total Total,,,Total,Total,
"",NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code,Score Score,,,Score (factored),,
"",,= +,,,+,-,
6 Adeline CANAC / Maximin COIA,FRA,47.02  28.54,,,19.48,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 2LzTw2  3.50  0.04,1 0 -1 -1,0 0 -1 0,,-1,1 - -,3.54,
2 3T  4.00 -0.20,0 0 0 0,0 0 0 -1,,0,-1 - -,3.80,
3 5ALi4  6.50  0.60,1 0 1 0,1 1 0 0,,0,0 - -,7.10,
4 FCCoSp4  3.50 -0.18,-2 -2 0 1,0 -1 -1 -1,,0,-1 - -,3.32,
5 3STh  4.50 -2.00,-3 -3 -3 -3,-3 -3 -3 -3,,-3,-3 - -,2.50,
6 PCoSp3  4.00  0.10,0 0 1 -1,1 0 0 0,,-1,0 - -,4.10,
7 SlSt1  1.80  0.00,0 0 0 -1,0 0 -1 0,,0,-1 - -,1.80,
8 BiDs1  2.80 -0.42,1 -2 -1 -2,-2 0 -1 -2,,1,-1 - -,2.38,
30.60,,,,,,28.54,
Program Components Factor,,,,,,,
Skating Skills  0.80,5.25 4.75 5.00 4.50,5.00 5.25 4.25 4.75,,5.25,4.75 - -,5.05,
Transition / Linking Footwork  0.80,5.00 4.50 5.00 3.75,4.75 4.75 3.25 4.75,,5.00,4.25 - -,4.85,
Performance / Execution  0.80,4.50 4.75 5.00 4.25,4.75 5.25 3.75 4.25,,4.75,4.50 - -,4.70,
Choreography / Composition  0.80,5.00 4.50 5.00 4.25,5.00 5.00 3.50 5.00,,5.25,4.25 - -,5.00,
Interpretation  0.80,4.75 4.75 5.00 4.00,4.50 5.00 3.25 4.25,,5.00,4.50 - -,4.75,
Judges Total Program Component Score (factored),,,,,,19.48,
Deductions: Falls:,-1.00,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge",<  Downgraded jump,,,,,,
Trophee Eric Bompard,,,,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,,Total,Total,
"",NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code,Score Score,,,Score (factored),,
"",,= +,,,+,-,
7 Jessica MILLER / Ian MORAM,CAN,44.26  23.86,,,20.40,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 2A  3.50  0.80,0 0 1 1,1 1 0 1,,1,0 - -,4.30,
2 5ALi  0.00  0.00,- - - -,- - - -,,-,In-fo - -,0.00,Info
3 3LoTh  5.00 -1.52,-2 -2 -2 -2,-3 -2 -3 -2,,-3,-2 - -,3.48,
4 2LzTw2  3.50  0.20,0 0 0 0,1 1 0 0,,0,1 - -,3.70,
5 PCoSp3  4.00  0.00,0 0 1 0,0 0 0 0,,0,0 - -,4.00,
6 FCCoSp4  3.50  0.14,1 -1 0 -1,0 -1 0 1,,1,-1 - -,3.64,
7 SlSt1  1.80  0.00,0 0 0 0,1 0 0 0,,0,0 - -,1.80,
8 BiDs1  2.80  0.14,1 1 -1 1,1 0 0 0,,1,-1 - -,2.94,
24.10,,,,,,23.86,
Program Components Factor,,,,,,,
Skating Skills  0.80,5.75 5.25 5.50 4.50,5.50 5.25 4.25 5.00,,5.25,5.50 - -,5.40,
Transition / Linking Footwork  0.80,4.75 4.75 5.25 4.00,4.75 5.00 3.50 5.00,,5.00,4.75 - -,4.90,
Performance / Execution  0.80,5.00 5.25 5.00 4.25,5.25 5.25 3.25 4.50,,4.50,5.25 - -,5.00,
Choreography / Composition  0.80,5.25 5.00 5.50 4.00,5.00 5.50 3.75 5.00,,5.25,5.25 - -,5.25,
Interpretation  0.80,4.50 5.25 5.00 4.25,5.00 5.25 3.50 5.00,,4.50,5.50 - -,4.95,
Judges Total Program Component Score (factored),,,,,,20.40,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge",<  Downgraded jump,,,,,,
"",,Total Total,,,Total,Total,
"",NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code,Score Score,,,Score (factored),,
"",,= +,,,+,-,
8 Stacey KEMP / David KING,GBR,36.68  21.16,,,17.52,2.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 2LzTw3  4.00  0.10,1 0 0 0,1 0 0 0,,0,0 - -,4.10,
2 2F  1.70  0.00,0 0 0 -1,0 0 -1 -1,,0,0 - -,1.70,
3 3LoTh  5.00  0.00,0 0 0 1,1 0 0 0,,0,0 - -,5.00,
4 BiDs1  2.80  0.42,1 0 0 1,1 0 0 1,,1,0 - -,3.22,
5 5ALi  0.00  0.00,- - - -,- - - -,,-,- - -,0.00,
6 FCCoSp2  2.50 -0.12,-1 -1 0 -1,0 -1 -1 0,,0,-1 - -,2.38,
7 CiSt1  1.80 -0.18,0 0 -1 0,0 -1 0 -1,,0,-1 - -,1.62,
8 PCoSp2  3.50 -0.36,-1 -1 -1 -1,-1 -2 -2 -1,,-1,-2 - -,3.14,
21.30,,,,,,21.16,
Program Components Factor,,,,,,,
Skating Skills  0.80,5.00 4.50 4.50 4.50,4.75 4.25 4.25 4.50,,4.75,4.50 - -,4.60,
Transition / Linking Footwork  0.80,4.75 4.25 4.25 4.00,4.25 4.75 3.50 4.50,,4.00,3.50 - -,4.35,
Performance / Execution  0.80,4.25 4.25 4.25 4.00,4.50 4.50 3.75 4.25,,4.00,4.00 - -,4.25,
Choreography / Composition  0.80,4.75 4.50 4.50 4.25,4.50 4.50 4.00 5.00,,4.25,4.25 - -,4.50,
Interpretation  0.80,4.50 4.25 4.25 4.25,4.25 4.25 3.75 4.25,,4.00,4.00 - -,4.20,
Judges Total Program Component Score (factored),,,,,,17.52,
Deductions: Illegal element:,-2.00,,,,,-2.00,
"*  Invalid element e  Jump take off with wrong edge",<  Downgraded jump,,,,,,
Printed: 16/11/2007 20:55:02,,,,,,,
