Trophee Eric Bompard,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Skating Skills  1.60 7.00 6.50 6.25 6.25,,6.75 6.75 5.75 6.25,6.00 6.25 - -,,6.50,
Transition / Linking Footwork  1.60 6.75 6.25 5.50 6.00,,6.75 7.00 5.75 5.50,5.50 6.00 - -,,6.25,
Performance / Execution  1.60 7.00 6.50 5.50 6.50,,7.25 6.50 6.00 6.25,6.00 6.25 - -,,6.50,
Choreography / Composition  1.60 6.75 6.00 5.50 6.25,,7.00 6.50 6.00 6.00,5.50 5.75 - -,,6.20,
Interpretation  1.60 6.75 6.00 5.75 6.00,,7.00 7.00 6.00 6.25,5.75 6.25 - -,,6.30,
Judges Total Program Component Score (factored),,,,,50.80,
Deductions:,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
Trophee Eric Bompard,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,Total,,Total,
NOC,,Segment Element,Program  Component,,Deductions,
Rank Name,,,,,,
Code,,Score Score,Score (factored),,,
"",,= +,+,,-,
3 Kimmie MEISSNER USA,,102.76  46.08,57.68,,1.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 3F+3T< e  6.80 -1.60 -1 0 -1 -2,,-2 -3 -3 -2,-2 -1 - -,,5.20,
2 3Lz  6.00  1.20 1 1 1 2,,2 1 1 1Info,1 2 - -,,7.20,Info
3 SpSq4  3.40  1.20 2 1 2 1,,1 1 1 0,1 1 - -,,4.60,
4 3S<  1.30 -0.54 -2 0 -2 -1,,-2 -3 -2 -2,-2 -1 - -,,0.76,
5 FSSp3  2.30  0.30 1 0 0 1,,1 0 1 1,1 1 - -,,2.60,
6 SSp3  1.80  0.00 0 0 -1 0,,0 0 0 0,0 0 - -,,1.80,
7 1Lz  0.66 x -0.02 0 0 -1 -1,,0 0 0 0,0 0 - -,,0.64,
8 3Lo  5.50 x -3.00 -3 -3 -3 -3,,-3 -3 -3 -3,-3 -3 - -,,2.50,
9 FCoSp3  2.50  0.20 1 1 0 0,,1 0 0 0,0 0 - -,,2.70,
10 2A+2T+2Lo  6.93 x  0.00 0 0 0 1,,0 0 -2 0,0 1 - -,,6.93,
11 SlSt1  1.80  0.50 1 1 1 1,,2 0 1 1,1 1 - -,,2.30,
12 2A  3.85 x  0.60 1 0 0 2,,1 0 1 0,1 1 - -,,4.45,
13 CCoSp4  3.50  0.90 2 0 2 2,,2 1 1 1,2 1 - -,,4.40,
46.34,,,,,46.08,
Program Components Factor,,,,,,
Skating Skills  1.60 7.50 7.25 7.25 7.50,,7.25 7.75 7.25 7.25,7.50 6.75 - -,,7.40,
Transition / Linking Footwork  1.60 7.00 7.00 6.25 7.25,,7.00 7.00 7.00 6.75,7.00 6.75 - -,,7.00,
Performance / Execution  1.60 7.25 7.25 6.75 7.00,,7.50 7.50 7.25 7.00,7.25 6.75 - -,,7.25,
Choreography / Composition  1.60 7.25 7.00 7.00 7.25,,7.25 7.50 7.50 7.25,7.50 7.25 - -,,7.25,
Interpretation  1.60 7.25 7.00 7.00 7.50,,7.00 7.25 7.50 7.00,7.25 7.00 - -,,7.15,
Judges Total Program Component Score (factored),,,,,57.68,
Deductions: Falls: -1.00,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",,Total Total,Total,,Total,
NOC,,Segment Element,Program  Component,,Deductions,
Rank Name,,,,,,
Code,,Score Score,Score (factored),,,
"",,= +,+,,-,
4 Mira LEUNG CAN,,100.79  56.07,44.72,,0.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 3Lz+2Lo  7.50  0.00 0 0 0 0,,-2 0 0 0,0 -1 - -,,7.50,
2 3F  5.50  0.40 0 0 1 0,,0 1 0 0,1 1 - -,,5.90,
3 3S  4.50  0.20 0 0 1 0,,-1 1 0 -1,0 0 - -,,4.70,
4 CoSp4  3.00  0.60 1 0 2 1,,1 2 1 0,1 1 - -,,3.60,
5 LSp3  2.40  0.60 1 1 3 1,,1 2 1 1,1 1 - -,,3.00,
6 SpSq4  3.40  1.20 1 0 2 0,,2 2 0 0,1 0 - -,,4.60,
7 3T<  1.43 x -0.92 -3 -1 -2 -3,,-3 -3 -2 -2,-3 -3 - -,,0.51,
8 2A<+2T  2.31 x -0.60 -2 -1 -2 -2,,-2 -3 -2 -1,-2 -2 - -,,1.71,
9 3F+2Lo+2Lo  9.35 x  0.00 0 0 1 0,,0 0 -2 0,0 0 - -,,9.35,
10 3Lz  6.60 x  0.00 0 0 0 0,,0 0 0 0,0 1 - -,,6.60,
11 FCSp4  3.00  0.30 1 0 1 0,,1 1 1 1,0 1 - -,,3.30,
12 SlSt1  1.80  0.50 0 1 1 1,,1 1 0 0,1 0 - -,,2.30,
13 CCoSp2  2.50  0.50 1 0 1 0,,2 1 1 1,2 1 - -,,3.00,
53.29,,,,,56.07,
Program Components Factor,,,,,,
Skating Skills  1.60 5.75 5.50 6.25 5.75,,6.00 6.25 5.50 5.75,5.25 5.75 - -,,5.85,
Transition / Linking Footwork  1.60 5.25 5.25 5.25 5.50,,5.50 6.00 5.25 5.25,4.75 5.50 - -,,5.35,
Performance / Execution  1.60 5.50 5.50 5.50 5.75,,5.75 6.00 5.50 5.50,5.50 5.75 - -,,5.60,
Choreography / Composition  1.60 5.75 5.25 5.50 5.50,,5.75 5.75 5.75 5.50,5.25 5.75 - -,,5.55,
Interpretation  1.60 5.75 5.25 5.75 5.75,,5.50 5.75 5.50 5.75,5.00 5.25 - -,,5.60,
Judges Total Program Component Score (factored),,,,,44.72,
Deductions:,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
Trophee Eric Bompard,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,Total,,Total,
NOC,,Segment Element,Program  Component,,Deductions,
Rank Name,,,,,,
Code,,Score Score,Score (factored),,,
"",,= +,+,,-,
5 Sarah MEIER SUI,,93.17  39.85,54.32,,1.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 3F e  5.50 -2.40 -2 -1 -3 -2,,-3 -2 -2 -3,-3 -3 - -,,3.10,
2 Lz  0.00  0.00 - - - -,,- - - -Info,- - - -,,0.00,Info
3 2S  1.30  0.00 0 0 0 0,,0 0 0 0,0 0 - -,,1.30,
4 CCoSp4  3.50  0.70 1 1 2 0,,1 2 1 1,2 1 - -,,4.20,
5 CoSp3  2.50  0.20 0 0 2 0,,0 1 1 1,1 1 - -,,2.70,
6 3F+2T e  7.48 x -1.20 -2 0 -1 -1,,-1 -1 -1 -1,-2 -1 - -,,6.28,
7 SpSq2  2.30  0.30 1 0 1 0,,1 1 0 0,0 0 - -,,2.60,
8 3Lz+2T+2Lo<  8.58 x -2.40 -2 -2 -2 -2,,-3 -3 -2 -3,-3 -3 - -,,6.18,
9 3T<  1.43 x -0.42 -2 -1 -1 -1,,-1 -2 -2 -1,-2 -1 - -,,1.01,
10 2A+2T  5.28 x  0.00 0 0 0 0,,0 0 0 0,0 0 - -,,5.28,
11 FCoSp1  1.70  0.10 -1 0 1 0,,0 1 1 0,0 1 - -,,1.80,
12 SlSt1  1.80  0.50 1 1 1 1,,0 1 1 0,1 0 - -,,2.30,
13 LSp3  2.40  0.70 1 1 2 1,,2 2 1 1,1 2 - -,,3.10,
43.77,,,,,39.85,
Program Components Factor,,,,,,
Skating Skills  1.60 6.75 7.00 7.00 6.00,,7.25 7.25 6.75 7.00,7.00 5.25 - -,,7.00,
Transition / Linking Footwork  1.60 6.50 6.75 6.00 6.00,,6.75 7.50 6.50 6.50,6.75 5.75 - -,,6.55,
Performance / Execution  1.60 6.50 7.00 6.25 5.75,,6.75 7.25 6.75 7.00,7.25 5.00 - -,,6.75,
Choreography / Composition  1.60 6.75 7.00 6.50 6.00,,7.00 7.25 6.50 6.75,7.00 6.00 - -,,6.85,
Interpretation  1.60 6.75 6.75 6.75 6.00,,6.75 7.00 7.00 7.00,7.00 6.00 - -,,6.80,
Judges Total Program Component Score (factored),,,,,54.32,
Deductions: Falls: -1.00,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",,Total Total,Total,,Total,
NOC,,Segment Element,Program  Component,,Deductions,
Rank Name,,,,,,
Code,,Score Score,Score (factored),,,
"",,= +,+,,-,
6 Viktoria PAVUK HUN,,93.17  48.69,44.48,,0.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 3Lz+2T+2Lo e  8.80 -1.40 -2 -1 -1 -1,,-2 -3 -2 -2,-1 -1 - -,,7.40,
2 1Lo  0.50  0.00 0 0 0 -1,,0 0 -1 0,0 0 - -,,0.50,
3 3F+2T  6.80  0.00 0 0 0 0,,0 0 -1 0,0 0 - -,,6.80,
4 CCoSp3  3.00  0.10 0 1 1 0,,-1 0 0 0,0 0 - -,,3.10,
5 2A  3.50 -0.32 0 0 0 -1,,-1 0 0 -1,-1 -2 - -,,3.18,
6 SpSq4  3.40  0.80 1 0 1 1,,0 1 1 0,1 0 - -,,4.20,
7 3F  5.50 -0.60 0 0 -1 -1,,-2 0 0 0,-1 -2 - -,,4.90,
8 3S  4.95 x  0.00 0 0 0 0,,0 1 0 0,0 0 - -,,4.95,
9 LSp3  2.40  0.20 1 0 1 0,,0 2 0 0,0 0 - -,,2.60,
10 2T+2T  2.86 x  0.00 0 0 0 0,,0 0 0 0,0 0 - -,,2.86,
11 FCSp2  2.00  0.10 0 0 1 0,,0 1 0 0,-1 0 - -,,2.10,
12 SlSt3  3.10  0.00 0 0 0 0,,1 0 0 0,0 0 - -,,3.10,
13 FCCoSp3  3.00  0.00 0 0 0 1,,-1 0 0 0,0 0 - -,,3.00,
49.81,,,,,48.69,
Program Components Factor,,,,,,
Skating Skills  1.60 5.75 6.00 5.75 5.75,,5.25 6.00 5.25 5.25,5.25 5.50 - -,,5.70,
Transition / Linking Footwork  1.60 5.75 5.50 5.00 5.50,,5.00 6.50 4.75 4.75,4.50 5.50 - -,,5.35,
Performance / Execution  1.60 5.75 6.00 5.00 5.75,,5.50 5.25 5.25 5.50,5.00 5.25 - -,,5.45,
Choreography / Composition  1.60 6.00 5.75 5.25 5.75,,5.50 6.25 5.00 5.25,4.75 5.75 - -,,5.65,
Interpretation  1.60 6.00 5.75 5.25 5.75,,5.50 6.00 5.25 5.50,5.25 5.75 - -,,5.65,
Judges Total Program Component Score (factored),,,,,44.48,
Deductions:,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
Trophee Eric Bompard,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
7 Elena GLEBOVA EST,,86.47  41.43,,47.04,,2.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3Lo  5.00  0.00 0 0 -1 0,,0 0 0 0,0,-1 - -,,5.00,
2 3Lz  6.00 -2.00 -2 -1 -2 -2,,-2 -3 -2 -I2nfo,-2,-2 - -,,4.00,Info
3 2A  3.50  0.60 1 0 0 0,,1 1 1 0,1,0 - -,,4.10,
4 CoSp4  3.00  0.50 1 1 1 1,,1 1 1 0,1,1 - -,,3.50,
5 SpSq4  3.40  0.80 1 0 1 0,,1 1 1 0,1,0 - -,,4.20,
6 CUSp3  2.30 -0.06 -1 0 -1 0,,0 1 0 0,0,0 - -,,2.24,
7 2A+SEQ  3.08 x -2.50 -3 -2 -3 -3,,-3 -3 -2 -2,-3,-2 - -,,0.58,
9 1S  0.44 x -0.06 0 0 -2 -1,,-1 0 0 -1,-1,0 - -,,0.38,
10 SlSt1  1.80  0.00 0 0 0 0,,0 0 0 0,1,0 - -,,1.80,
11 3S+2T  6.38 x  0.20 0 0 0 1,,0 1 1 0,0,0 - -,,6.58,
12 2A+3T  8.25 x -2.60 -2 -3 -3 -2,,-3 -3 -2 -2,-2,-2 - -,,5.65,
13 CCoSp1  2.00 -0.30 -1 -1 -1 -1,,-1 -1 -1 0,-2,-1 - -,,1.70,
14 FSSp1  1.70  0.00 0 0 0 0,,0 0 1 0,0,0 - -,,1.70,
46.85,,,,,,41.43,
Program Components Factor,,,,,,,
Skating Skills  1.60 6.25 6.25 5.50 6.00,,6.25 6.75 5.50 6.25,6.25,5.00 - -,,6.20,
Transition / Linking Footwork  1.60 5.25 5.75 5.00 5.75,,5.75 6.50 5.25 5.50,5.75,5.00 - -,,5.65,
Performance / Execution  1.60 5.50 6.00 5.25 5.50,,6.25 6.75 5.25 6.00,6.00,4.75 - -,,5.85,
Choreography / Composition  1.60 5.50 6.25 5.00 5.75,,6.00 7.00 5.50 5.75,6.00,5.25 - -,,5.90,
Interpretation  1.60 5.50 5.75 5.25 5.75,,5.75 6.50 5.50 5.75,6.25,4.75 - -,,5.80,
Judges Total Program Component Score (factored),,,,,,47.04,
Deductions: Falls: -2.00,,,,,,-2.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
8 Gwendoline DIDIER FRA,,83.32  46.84,,36.48,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3Lz+2T  7.30 -0.80 -1 0 -1 0,,-2 -1 0 0,-1,-2 - -,,6.50,
2 2S<  0.40 -0.30 -3 -1 -3 -3,,-3 -3 -2 -2,-3,-3 - -,,0.10,
3 3F  5.50 -0.60 0 0 -2 0,,-1 0 0 0,-2,0 - -,,4.90,
4 3T+2T  5.30  0.00 0 0 0 0,,0 0 0 0,0,0 - -,,5.30,
5 CoSp4  3.00  0.10 0 0 0 -1,,1 1 0 0,0,-1 - -,,3.10,
6 CUSp4  3.00 -0.18 -1 0 -1 -1,,0 0 -1 0,-1,0 - -,,2.82,
7 SpSq4  3.40  0.00 0 0 1 0,,0 0 0 0,0,0 - -,,3.40,
8 2A+2T+2T  6.71 x  0.00 0 0 0 0,,0 0 -2 0,0,-1 - -,,6.71,
9 2A  3.85 x  0.40 0 0 0 1,,0 1 0 0,1,0 - -,,4.25,
10 3T  4.40 x -1.00 -1 -1 -1 -1,,-1 -1 -1 -1,-2,-1 - -,,3.40,
11 FSSp3  2.30  0.00 0 0 0 0,,0 0 -1 0,0,0 - -,,2.30,
12 SlSt1  1.80  0.00 0 0 0 0,,0 0 0 0,1,0 - -,,1.80,
13 CCoSp2  2.50 -0.24 -1 -1 0 -1,,-1 0 -1 0,-1,-1 - -,,2.26,
49.46,,,,,,46.84,
Program Components Factor,,,,,,,
Skating Skills  1.60 4.75 5.00 5.00 5.25,,4.75 4.75 4.75 4.50,4.50,5.00 - -,,4.85,
Transition / Linking Footwork  1.60 4.50 4.75 4.00 4.75,,4.25 4.00 4.00 4.25,3.75,5.00 - -,,4.30,
Performance / Execution  1.60 4.75 4.75 4.25 5.25,,4.50 4.75 4.75 4.50,4.25,5.25 - -,,4.60,
Choreography / Composition  1.60 5.00 5.00 4.25 5.25,,4.50 4.50 4.50 4.50,4.50,5.50 - -,,4.70,
Interpretation  1.60 4.50 4.75 4.25 5.00,,4.25 4.00 4.50 4.25,4.00,5.25 - -,,4.35,
Judges Total Program Component Score (factored),,,,,,36.48,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
Trophee Eric Bompard,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
9 Valentina MARCHEI ITA,,75.81  33.17,,42.64,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3Lz  6.00  0.20 0 0 0 0,,-1 1 -1 0,1,1 - -,,6.20,
2 2Lz+1T  2.30  0.00 0 0 0 0,,0 0 0 0Info,0,0 - -,,2.30,Info
3 CCoSp3  3.00  0.30 1 0 1 0,,0 1 1 0,2,0 - -,,3.30,
4 1A  0.80  0.00 0 0 0 0,,0 0 0 0,0,0 - -,,0.80,
5 CoSp4  3.00  0.20 0 0 1 0,,0 1 0 1,1,1 - -,,3.20,
6 2S  1.43 x  0.10 0 0 1 0,,0 0 0 0,1,0 - -,,1.53,
7 SpSq4  3.40  0.80 1 0 2 0,,1 1 1 0,1,0 - -,,4.20,
8 3T<  1.43 x -0.92 -3 -2 -2 -3,,-3 -3 -2 -2,-3,-3 - -,,0.51,
9 1A  0.88 x  0.00 0 0 0 -1,,0 0 0 0,0,0 - -,,0.88,
10 3S  4.95 x -0.40 0 0 -1 0,,-1 -1 1 0,0,0 - -,,4.55,
11 FSSp3  2.30  0.00 0 0 0 0,,0 0 0 0,0,0 - -,,2.30,
12 SlSt1  1.80  0.30 0 0 1 0,,1 1 0 0,1,0 - -,,2.10,
13 SSp1  1.20  0.10 -1 0 1 0,,0 1 -1 0,0,0 - -,,1.30,
32.49,,,,,,33.17,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.75 5.25 6.00 5.75,,5.75 5.50 5.25 5.50,5.25,5.00 - -,,5.60,
Transition / Linking Footwork  1.60 4.75 4.75 5.00 5.50,,5.50 5.25 4.75 5.25,4.75,4.75 - -,,5.05,
Performance / Execution  1.60 5.00 5.00 5.25 5.50,,5.75 4.50 5.00 5.50,5.25,5.00 - -,,5.20,
Choreography / Composition  1.60 5.25 5.00 5.50 5.75,,5.50 5.25 5.25 5.25,5.50,5.50 - -,,5.40,
Interpretation  1.60 5.25 5.25 5.25 5.75,,5.75 4.50 5.25 5.50,5.50,5.00 - -,,5.40,
Judges Total Program Component Score (factored),,,,,,42.64,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
10 Dan FANG CHN,,71.53  33.21,,38.32,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 2A+2T+1Lo  5.30 -0.48 -1 0 0 0,,-1 -1 0 -1,-1,0 - -,,4.82,
2 3Lz<  1.90 -0.92 -2 -2 -3 -3,,-3 -3 -2 -3,-3,-3 - -,,0.98,
3 3T  4.00  0.00 0 0 0 0,,-1 0 0 0,0,0 - -,,4.00,
4 3T<+SEQ  1.04 -0.92 -3 -2 -3 -2,,-3 -3 -2 -3,-3,-3 - -,,0.12,
5 3S  4.50  0.00 0 0 0 0,,0 1 0 0,0,0 - -,,4.50,
6 CoSp2  2.10  0.20 -1 0 1 0,,0 1 0 0,1,1 - -,,2.30,
7 SlSt1  1.80  0.10 0 0 1 0,,0 0 0 0,1,0 - -,,1.90,
8 3S+SEQ  3.96 x -1.80 -2 -2 -1 -2,,-1 -2 -1 -2,-2,-2 - -,,2.16,
9 FSSp2  2.00  0.10 0 0 1 0,,-1 0 -1 0,1,-1 - -,,2.10,
10 2T  1.43 x  0.00 0 0 0 0,,0 0 0 0,0,0 - -,,1.43,
11 SpSq4  3.40  0.40 0 0 2 0,,1 0 0 0,1,1 - -,,3.80,
12 CCoSp3  3.00  0.10 -1 0 1 0,,0 0 0 0,1,0 - -,,3.10,
13 LSp2  1.80  0.20 0 0 1 0,,0 1 0 0,1,0 - -,,2.00,
36.23,,,,,,33.21,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.00 5.00 5.25 5.00,,5.00 4.50 4.75 5.00,5.00,5.50 - -,,5.00,
Transition / Linking Footwork  1.60 4.00 4.75 4.75 4.75,,4.50 4.25 4.25 4.50,4.50,5.00 - -,,4.55,
Performance / Execution  1.60 4.50 5.00 5.00 4.75,,5.25 3.75 4.50 4.75,5.00,5.00 - -,,4.85,
Choreography / Composition  1.60 4.00 4.75 5.25 5.00,,5.00 4.50 4.50 5.00,4.75,5.50 - -,,4.80,
Interpretation  1.60 4.50 4.75 5.25 4.75,,4.75 4.25 4.50 4.75,5.00,5.00 - -,,4.75,
Judges Total Program Component Score (factored),,,,,,38.32,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
Trophee Eric Bompard,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
11 Aki SAWADA JPN,,69.24  32.28,,36.96,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3T+2T+2T  6.60  0.00 0 0 0 0,,0 0 0 0,0,0 - -,,6.60,
2 3Lz< e  1.90 -0.76 -2 -2 -2 -2,,-3 -3 -2 -I3nfo,-3,-3 - -,,1.14,Info
3 CCoSp3  3.00  0.10 0 0 1 -1,,0 0 0 0,1,0 - -,,3.10,
4 3S<  1.30 -0.68 -2 -2 -2 -2,,-2 -3 -2 -2,-3,-2 - -,,0.62,
5 2T  1.43 x  0.00 0 0 0 0,,0 0 0 -1,0,-1 - -,,1.43,
6 SpSq3  3.10  0.00 0 0 0 0,,0 0 0 0,0,0 - -,,3.10,
7 3S<+SEQ  1.14 x -1.00 -3 -3 -3 -3,,-3 -3 -3 -3,-3,-3 - -,,0.14,
8 CUSp1  1.70 -0.12 -1 0 -1 0,,0 -1 -1 0,0,0 - -,,1.58,
9 2A+2T  5.28 x  0.00 0 0 1 0,,0 0 1 0,0,0 - -,,5.28,
10 LSp1  1.50  0.20 0 0 1 0,,0 1 0 0,1,0 - -,,1.70,
11 SlSt1  1.80  0.00 0 0 0 -1,,0 0 0 0,0,0 - -,,1.80,
12 2A  3.85 x  0.00 0 0 0 0,,0 0 0 0,1,0 - -,,3.85,
13 FSSp2  2.00 -0.06 0 0 0 0,,-1 -1 0 0,1,0 - -,,1.94,
34.60,,,,,,32.28,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.50 5.00 5.00 5.25,,4.75 4.25 5.25 4.75,4.75,5.50 - -,,4.95,
Transition / Linking Footwork  1.60 4.50 4.75 4.00 4.75,,4.25 3.50 4.75 4.50,4.25,4.75 - -,,4.35,
Performance / Execution  1.60 4.75 5.00 4.50 5.25,,4.75 4.00 5.00 4.75,4.50,4.75 - -,,4.70,
