Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
5 Susanna POYKIO FIN,,98.03  49.23,48.80,,0.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 3F  5.50  0.60 1 0 0 1,,2 1 0 2 0,- - -,,6.10,,
2 3Lz+2T  7.30  0.20 1 0 0 0,,0 0 Info 0 1 0,- - -,,7.50,,Info
3 FSSp4  3.00  0.40 1 1 0 1,,1 1 1 1 0,- - -,,3.40,,
4 3Lo  5.00 -1.00 -1 0 0 -1,,-1 -1 -1 -1 -1,- - -,,4.00,,
5 3T+2T  5.30 -0.40 0 0 0 -1,,-1 -1 0 -1 0,- - -,,4.90,,
6 FCoSp3  2.50  0.00 0 0 0 0,,1 0 0 0 0,- - -,,2.50,,
7 2A  3.85 x -1.60 -2 -1 -2 -2,,-2 -2 -2 -1 -2,- - -,,2.25,,
8 SpSq3  3.10  0.20 1 0 0 1,,1 0 0 0 1,- - -,,3.30,,
9 3S+2T  6.38 x -0.20 0 0 0 -1,,0 -1 0 0 0,- - -,,6.18,,
10 3T  4.40 x -2.00 -2 -2 -2 -2,,-2 -2 -2 -2 -2,- - -,,2.40,,
11 SlSt3  3.30  0.10 1 0 0 0,,0 0 0 0 1,- - -,,3.40,,
12 CCoSp3  3.00  0.30 1 1 0 1,,2 1 1 0 0,- - -,,3.30,,
52.63,,,,,49.23,,
Program Components Factor,,,,,,,
Skating Skills  1.60 6.25 5.50 6.25 6.00,,7.00 6.25 6.25 6.25 6.50,- - -,,6.25,,
Transition / Linking Footwork  1.60 6.00 5.50 6.00 5.25,,5.00 5.75 5.75 5.50 6.25,- - -,,5.80,,
Performance / Execution  1.60 6.25 5.50 6.00 6.00,,6.50 6.00 6.25 6.00 6.25,- - -,,6.10,,
Choreography / Composition  1.60 6.50 5.75 6.25 6.00,,6.50 6.00 6.00 6.50 6.50,- - -,,6.25,,
Interpretation  1.60 6.50 5.75 6.25 5.75,,6.25 5.75 5.75 6.25 6.75,- - -,,6.10,,
Judges Total Program Component Score (factored),,,,,48.80,,
Deductions:,,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
6 Sarah MEIER SUI,,94.21  45.01,49.20,,0.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 3Lz  6.00 -1.80 -1 -1 -2 -2,,-2 -2 -2 -1 -2,- - -,,4.20,,
2 3F e  5.50 -2.20 -3 -1 -1 -2,,-2 -3 -3 -1 -2,- - -,,3.30,,
3 2A  3.50  0.20 0 1 0 0,,1 1 1 0 0,- - -,,3.70,,
4 CCoSp3  3.00  0.50 1 0 1 0,,2 1 1 1 1,- - -,,3.50,,
5 3Lz+2T+SEQ  6.42 x -2.00 -2 -1 -1 -2,,-2 -2 -2 -2 -2,- - -,,4.42,,
6 2S  1.43 x  0.00 0 0 0 -1,,0 0 0 0 0,- - -,,1.43,,
7 SlSt3  3.30  0.30 1 0 0 1,,1 0 1 1 0,- - -,,3.60,,
8 3S+2T+2T  7.81 x -0.20 0 0 0 -1,,0 -1 0 0 0,- - -,,7.61,,
9 SpSq3  3.10  0.10 0 0 1 0,,0 0 0 -1 1,- - -,,3.20,,
10 2A  3.85 x  0.00 0 0 0 0,,-1 0 0 0 0,- - -,,3.85,,
11 FSSp4  3.00  0.40 2 0 0 1,,2 1 1 1 0,- - -,,3.40,,
12 LSp3  2.40  0.40 1 1 1 0,,1 1 1 0 1,- - -,,2.80,,
49.31,,,,,45.01,,
Program Components Factor,,,,,,,
Skating Skills  1.60 6.25 4.75 6.75 5.75,,7.50 6.50 6.50 6.25 6.25,- - -,,6.35,,
Transition / Linking Footwork  1.60 5.75 4.50 6.25 5.50,,4.75 6.00 5.75 5.75 5.75,- - -,,5.80,,
Performance / Execution  1.60 6.50 4.50 6.25 5.00,,6.00 6.25 6.25 5.75 6.00,- - -,,6.10,,
Choreography / Composition  1.60 6.25 4.75 6.50 5.75,,6.50 6.50 6.25 6.00 6.25,- - -,,6.25,,
Interpretation  1.60 6.00 4.75 6.75 5.50,,7.50 6.00 6.25 6.50 6.50,- - -,,6.25,,
Judges Total Program Component Score (factored),,,,,49.20,,
Deductions:,,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP Samsung Anycall Cup of China 2008,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total Total,Total,,,
NOC,,Segment Element Program  Component,Deductions,,,
Rank Name,,,,,,
Code,,Score Score Score (factored),,,,
"",,= + +,,-,,
7 Alena LEONOVA RUS,,93.23  51.43  42.80,,1.00,,
"# Executed Base GOE",,The Judges Panel,,Scores,,
Elements Value,,(in random order),of Panel,,,
1 3F+2T  6.80 -1.00 -1 0 0 -1,,-2 -1 -1 -1 -1 - - -,,5.80,,
2 3T  4.00  0.40 1 1 0 0,,1 1 Info 1 0 0 - - -,,4.40,,Info
3 3Lo  5.00 -0.20 0 0 0 -1,,-1 0 0 0 -1 - - -,,4.80,,
4 LSp4  2.70  0.30 0 1 0 0,,-1 1 1 1 1 - - -,,3.00,,
5 SpSq4  3.40  0.60 1 0 1 0,,0 2 0 0 1 - - -,,4.00,,
6 2A  3.50  0.20 0 1 0 1,,1 0 0 1 0 - - -,,3.70,,
7 3F  5.50 -3.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3 - - -,,2.50,,
8 3S+2T+2Lo  8.03 x -0.20 0 1 1 -1,,-1 0 -1 0 0 - - -,,7.83,,
9 FSSp3  2.60  0.00 0 1 1 0,,0 0 0 -1 0 - - -,,2.60,,
10 3T+2A+SEQ  6.60 x -1.00 -1 0 1 -2,,-1 -1 -1 -1 -1 - - -,,5.60,,
11 SlSt3  3.30  0.10 1 0 0 0,,0 1 0 0 0 - - -,,3.40,,
12 CCoSp4  3.50  0.30 1 1 1 0,,0 0 1 0 1 - - -,,3.80,,
54.93,,,,51.43,,
Program Components Factor,,,,,,
Skating Skills  1.60 5.25 5.25 6.00 5.25,,5.00 5.50 5.50 5.50 5.50 - - -,,5.45,,
Transition / Linking Footwork  1.60 4.25 5.00 5.50 4.75,,4.00 4.75 4.75 5.00 5.25 - - -,,4.90,,
Performance / Execution  1.60 5.50 5.25 5.50 5.75,,5.00 5.50 5.25 5.75 5.75 - - -,,5.60,,
Choreography / Composition  1.60 4.75 5.50 5.75 5.50,,4.50 5.50 5.00 5.00 5.75 - - -,,5.35,,
Interpretation  1.60 5.00 5.50 6.00 5.50,,4.00 5.25 5.25 5.50 5.75 - - -,,5.45,,
Judges Total Program Component Score (factored),,,,42.80,,
Deductions: Falls: -1.00,,,,-1.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
"",,Total Total Total,Total,,,
NOC,,Segment Element Program  Component,Deductions,,,
Rank Name,,,,,,
Code,,Score Score Score (factored),,,,
"",,= + +,,-,,
8 Katrina HACKER USA,,84.15  41.07  44.08,,1.00,,
"# Executed Base GOE",,The Judges Panel,,Scores,,
Elements Value,,(in random order),of Panel,,,
1 3T+2T+2Lo  6.80  0.00 0 1 0 1,,0 0 0 0 0 - - -,,6.80,,
2 3S+2Lo  6.00 -0.80 0 0 0 -1,,-1 -2 -1 -1 -1 - - -,,5.20,,
3 3Lo  5.00 -3.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3 - - -,,2.00,,
4 FSSp4  3.00  0.20 1 0 0 2,,0 1 0 0 0 - - -,,3.20,,
5 3T  4.00 -2.60 -3 -3 -3 -2,,-3 -3 -2 -2 -3 - - -,,1.40,,
6 SpSq4  3.40  1.40 2 0 1 1,,2 1 2 0 2 - - -,,4.80,,
7 3S< <  1.43 x -0.30 -1 0 -1 -1,,-2 -2 -1 -1 -1 - - -,,1.13,,
8 FCoSp3  2.50  0.50 1 0 1 1,,1 1 1 1 0 - - -,,3.00,,
9 CiSt2  2.30  0.00 0 -1 0 0,,0 -1 0 0 0 - - -,,2.30,,
10 2A+2T< <  4.29 x -0.80 -1 0 -1 -1,,-1 -2 -1 -1 -1 - - -,,3.49,,
11 2A  3.85 x  0.20 0 0 0 0,,0 0 1 1 0 - - -,,4.05,,
12 CCoSp4  3.50  0.20 0 0 0 1,,0 1 1 0 0 - - -,,3.70,,
46.07,,,,41.07,,
Program Components Factor,,,,,,
Skating Skills  1.60 5.25 5.25 5.50 6.25,,4.50 5.75 5.50 6.00 5.50 - - -,,5.65,,
Transition / Linking Footwork  1.60 5.00 5.50 5.25 5.25,,4.75 6.00 5.00 5.25 5.25 - - -,,5.20,,
Performance / Execution  1.60 5.25 5.75 5.50 6.00,,4.50 5.75 5.50 6.00 5.50 - - -,,5.65,,
Choreography / Composition  1.60 4.75 5.75 5.50 6.25,,5.50 5.50 5.25 6.25 5.50 - - -,,5.60,,
Interpretation  1.60 5.00 5.75 5.50 6.25,,5.00 5.25 5.25 5.75 5.50 - - -,,5.45,,
Judges Total Program Component Score (factored),,,,44.08,,
Deductions: Falls: -1.00,,,,-1.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
ISU GP Samsung Anycall Cup of China 2008,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total Total,Total,,,
NOC,,Segment Element Program  Component,Deductions,,,
Rank Name,,,,,,
Code,,Score Score Score (factored),,,,
"",,= + +,,-,,
9 Binshu XU CHN,,79.57  42.13  37.44,,0.00,,
"# Executed Base GOE",,The Judges Panel,,Scores,,
Elements Value,,(in random order),of Panel,,,
1 3Lz< !  1.90 -0.60 -2 -2 -1 -2,,-3 -2 -2 -2 -2 - - -,,1.30,,
2 2A+3T  7.50  0.80 1 0 0 1,,1 1 Info 1 1 0 - - -,,8.30,,Info
3 3Lo  5.00  0.60 0 0 0 1,,1 1 1 1 0 - - -,,5.60,,
4 3S< <  1.30 -0.30 -1 0 0 -1,,-2 -1 -1 -1 -1 - - -,,1.00,,
5 FCSp3  2.80 -0.06 -1 0 0 0,,0 0 0 -1 0 - - -,,2.74,,
6 2F  1.70 -0.12 0 -1 0 -1,,0 -1 0 0 -1 - - -,,1.58,,
7 SlSt1  1.80  0.00 0 -1 -1 0,,0 0 0 0 0 - - -,,1.80,,
8 LSp3  2.40  0.50 2 1 1 1,,1 1 1 1 1 - - -,,2.90,,
9 3T+2T+2T  7.26 x  0.00 0 0 0 0,,0 0 0 0 0 - - -,,7.26,,
10 SpSq3  3.10  0.00 1 0 0 0,,0 0 0 0 0 - - -,,3.10,,
11 2A  3.85 x  0.20 0 0 0 0,,1 0 1 1 0 - - -,,4.05,,
12 CCoSp2  2.50  0.00 0 0 0 0,,0 -3 0 0 0 - - -,,2.50,,
41.11,,,,42.13,,
Program Components Factor,,,,,,
Skating Skills  1.60 5.00 4.50 5.00 4.75,,5.25 4.25 5.25 5.50 4.75 - - -,,4.95,,
Transition / Linking Footwork  1.60 4.00 4.00 4.50 4.00,,3.00 3.50 4.75 4.50 4.50 - - -,,4.30,,
Performance / Execution  1.60 4.75 4.25 4.75 4.75,,4.75 4.00 5.00 5.00 4.75 - - -,,4.80,,
Choreography / Composition  1.60 4.25 4.50 4.75 4.50,,3.75 4.25 5.00 5.25 4.75 - - -,,4.65,,
Interpretation  1.60 4.50 4.75 5.00 4.75,,2.75 4.00 4.75 5.25 4.50 - - -,,4.70,,
Judges Total Program Component Score (factored),,,,37.44,,
Deductions:,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
"",,Total Total Total,Total,,,
NOC,,Segment Element Program  Component,Deductions,,,
Rank Name,,,,,,
Code,,Score Score Score (factored),,,,
"",,= + +,,-,,
10 Yan LIU CHN,,76.01  36.25  39.76,,0.00,,
"# Executed Base GOE",,The Judges Panel,,Scores,,
Elements Value,,(in random order),of Panel,,,
1 3Lz< !  1.90 -0.36 -2 0 0 -2,,-2 -2 -1 0 -1 - - -,,1.54,,
2 1F+1T  0.90 -0.04 0 0 0 -1,,-1 -1 0 0 -1 - - -,,0.86,,
3 3Lo+2T  6.30  0.00 0 0 0 0,,0 -1 0 1 0 - - -,,6.30,,
4 LSp3  2.40  0.40 1 0 1 0,,0 0 1 1 1 - - -,,2.80,,
5 SpSq3  3.10  0.40 1 1 0 1,,1 1 0 1 1 - - -,,3.50,,
6 3S  4.95 x -1.40 -2 0 -1 -2,,-2 -2 -1 -1 -1 - - -,,3.55,,
7 2A+1T  4.29 x  0.00 0 1 0 0,,-1 0 0 0 0 - - -,,4.29,,
8 3T  4.40 x  0.40 0 0 0 0,,1 1 1 1 0 - - -,,4.80,,
9 FCSp2  2.30 -0.12 -1 0 0 -1,,-1 0 -1 0 0 - - -,,2.18,,
10 SlSt2  2.30  0.00 0 0 0 0,,0 0 0 0 0 - - -,,2.30,,
11 2S  1.43 x  0.00 0 0 0 0,,-1 0 0 0 0 - - -,,1.43,,
12 CCoSp2  2.50  0.20 0 0 0 0,,0 0 1 1 1 - - -,,2.70,,
36.77,,,,36.25,,
Program Components Factor,,,,,,
Skating Skills  1.60 5.50 4.75 5.25 5.00,,5.25 5.25 5.25 5.25 5.25 - - -,,5.25,,
Transition / Linking Footwork  1.60 3.50 4.50 4.75 4.25,,3.50 4.50 4.50 5.00 4.75 - - -,,4.55,,
Performance / Execution  1.60 4.50 4.75 5.00 4.50,,4.75 5.00 5.50 4.75 5.00 - - -,,4.85,,
Choreography / Composition  1.60 4.50 5.00 5.00 5.00,,3.75 5.25 5.25 5.75 5.25 - - -,,5.15,,
Interpretation  1.60 3.75 4.75 5.25 4.75,,3.00 5.00 5.00 5.50 5.25 - - -,,5.05,,
Judges Total Program Component Score (factored),,,,39.76,,
Deductions:,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
ISU GP Samsung Anycall Cup of China 2008,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total Total,Total,,,
NOC,,Segment Element Program  Component,Deductions,,,
Rank Name,,,,,,
Code,,Score Score Score (factored),,,,
"",,= + +,,-,,
11 Mira LEUNG CAN,,73.29  35.13  38.16,,0.00,,
"# Executed Base GOE",,The Judges Panel,,Scores,,
Elements Value,,(in random order),of Panel,,,
1 3Lz< <  1.90 -0.76 -3 -2 -2 -2,,-2 -3 -3 -1 -2 - - -,,1.14,,
2 3F  5.50  0.00 0 0 0 0,,0 0 Info 1 0 0 - - -,,5.50,,Info
3 2A< <  0.80 -0.28 -2 0 -1 -2,,-2 -2 -1 -1 -1 - - -,,0.52,,
4 CCoSp4  3.50  0.00 0 0 0 0,,1 0 0 0 0 - - -,,3.50,,
5 SpSq3  3.10  0.00 0 0 0 0,,1 0 0 -1 1 - - -,,3.10,,
6 3S< <  1.43 x -0.42 -2 -1 -1 -2,,-2 -2 -1 -1 -1 - - -,,1.01,,
7 2A<+1T <  1.32 x -0.32 -2 -1 -1 -2,,-2 -3 -1 -2 -1 - - -,,1.00,,
8 3F<+2Lo <  3.52 x -0.36 -2 0 -1 -1,,-2 -3 -1 -1 -1 - - -,,3.16,,
9 3Lz+2Lo+2Lo  9.90 x -1.00 -1 -1 0 -2,,-1 -1 -1 -1 -1 - - -,,8.90,,
10 FCSp3  2.80  0.10 0 0 0 0,,1 0 1 1 0 - - -,,2.90,,
11 SlSt1  1.80  0.00 0 0 0 0,,0 0 0 0 0 - - -,,1.80,,
12 LSp3  2.40  0.20 1 0 0 0,,2 0 1 1 0 - - -,,2.60,,
37.97,,,,35.13,,
Program Components Factor,,,,,,
Skating Skills  1.60 5.00 4.50 5.25 4.50,,4.75 5.00 5.25 5.00 5.00 - - -,,5.05,,
Transition / Linking Footwork  1.60 4.75 4.25 4.75 4.00,,6.50 4.00 4.75 4.75 4.50 - - -,,4.55,,
Performance / Execution  1.60 4.75 4.50 4.75 3.75,,4.50 4.50 5.25 4.75 5.00 - - -,,4.75,,
Choreography / Composition  1.60 4.25 4.75 5.00 4.50,,5.25 4.75 5.00 5.25 4.75 - - -,,4.80,,
Interpretation  1.60 4.50 4.75 5.25 4.00,,5.00 4.50 5.00 4.75 4.75 - - -,,4.70,,
Judges Total Program Component Score (factored),,,,38.16,,
Deductions:,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
"",,Total Total Total,Total,,,
NOC,,Segment Element Program  Component,Deductions,,,
Rank Name,,,,,,
Code,,Score Score Score (factored),,,,
"",,= + +,,-,,
12 Yueren WANG CHN,,61.02  28.42  33.60,,1.00,,
"# Executed Base GOE",,The Judges Panel,,Scores,,
Elements Value,,(in random order),of Panel,,,
1 3S<+2T <  2.60 -0.48 -2 -1 -1 -2,,-2 -2 -2 -1 -1 - - -,,2.12,,
2 3F< <  1.70 -0.62 -3 -2 -2 -2,,-2 -3 -1 -1 -2 - - -,,1.08,,
