ISU Four Continents Figure Skating Championships,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Transition / Linking Footwork  2.00 6.50 6.00 6.50 6.50 6.00 6.00,6.75,,6.50 6.50,6.40,
Performance / Execution  2.00 6.50 7.25 6.75 6.75 6.75 6.25,7.00,,7.00 7.00,6.85,
Choreography / Composition  2.00 6.00 7.00 6.75 6.75 6.50 6.50,7.00,,6.75 7.00,6.75,
Interpretation  2.00 6.25 7.25 6.75 6.75 6.50 6.75,7.00,,6.75 7.50,6.80,
Judges Total Program Component Score (factored),,,,67.40,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1!  Jump take off with wrong edge (short)",,,,,
ISU Four Continents Figure Skating Championships,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
3 Ryan BRADLEY USA  11  145.97  75.17,,,70.80,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 4T  9.80  0.20 -1 0 1 0 0 0,0,,0 1,10.00,
2 4T+2T  11.10 -0.32 -1 0 0 0 0 -1,0,,0 0,10.78,
3 CiSt3  3.30  0.50 1 1 2 1 0 1,1,,1 1,3.80,
4 2A  3.50 -0.16 0 -1 0 0 0 0,0,,0 -1,3.34,
"",Info,,,,Info
5 3Lz  6.00  0.20 0 0 1 0 1 0,0,,0 1,6.20,
6 FSSp4  3.00  0.20 0 0 1 0 1 0,1,,1 1,3.20,
7 SlSt3  3.30  0.50 1 1 2 1 1 1,1,,1 1,3.80,
8 3F  6.05 x  0.60 0 0 1 0 0 1,1,,1 1,6.65,
9 3Lo  5.50 x  0.20 0 0 0 1 1 0,0,,0 1,5.70,
10 3S+3T  9.35 x  0.20 0 0 1 0 0 0,0,,0 1,9.55,
11 2Lz+2T+2T  4.95 x  0.00 0 0 0 0 0 0,0,,0 0,4.95,
12 FCSp4  3.20  0.50 1 1 1 1 1 0,1,,1 2,3.70,
13 CCoSp4  3.50  0.00 1 0 0 0 1 0,0,,0 0,3.50,
72.55,,,,75.17,
Program Components Factor,,,,,
Skating Skills  2.00 7.00 6.50 7.25 6.50 6.50 7.50,7.00,,5.50 7.00,6.85,
Transition / Linking Footwork  2.00 6.50 6.50 6.75 6.75 6.00 7.00,6.25,,5.75 6.50,6.60,
Performance / Execution  2.00 7.25 6.75 8.00 7.50 6.50 7.50,6.50,,7.75 7.50,7.50,
Choreography / Composition  2.00 7.25 6.75 7.75 7.00 6.75 7.50,6.75,,6.75 7.00,7.10,
Interpretation  2.00 7.25 7.00 8.00 7.25 6.75 7.75,7.25,,7.25 7.25,7.35,
Judges Total Program Component Score (factored),,,,70.80,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
4 Shawn SAWYER CAN  14  143.98  74.38,,,69.60,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 3A  8.20 -1.20 0 -1 1 0 1 -2,1,,-2 -2,7.00,
2 3F+3T< <  6.80  0.60 1 2 1 -1 1 1,1,,-1 1,7.40,
3 3Lz  6.00  0.20 0 1 0 0 0 0,1,,0 0,6.20,
4 FCSp4  3.20  0.40 1 1 0 1 0 0,1,,1 1,3.60,
5 CiSt3  3.30  0.60 1 2 1 1 1 2,1,,1 0,3.90,
6 3Lo  5.00  1.00 1 2 1 0 1 0,1,,1 2,6.00,
7 2A+3T  8.25 x  1.00 0 1 1 1 1 1,1,,0 1,9.25,
8 3F  6.05 x -0.60 0 0 0 -1 -1 -1,0,,-1 0,5.45,
9 2A  3.85 x  0.40 0 1 0 0 0 0,1,,1 0,4.25,
10 SlSt3  3.30  0.70 2 2 0 2 1 1,1,,2 1,4.00,
11 3S+2T+2Lo  8.03 x  1.20 1 2 2 2 1 0,1,,1 1,9.23,
12 CCSp4  3.20  0.50 1 1 0 1 1 1,1,,1 0,3.70,
13 CCoSp4  3.50  0.90 1 1 2 2 2 2,2,,2 1,4.40,
68.68,,,,74.38,
Program Components Factor,,,,,
Skating Skills  2.00 7.00 7.00 7.00 6.50 6.75 6.75,7.50,,6.50 6.75,6.75,
Transition / Linking Footwork  2.00 6.75 7.25 6.50 6.25 6.50 6.50,7.25,,6.75 6.50,6.70,
Performance / Execution  2.00 7.00 7.25 6.75 7.50 7.00 7.00,7.50,,7.00 6.75,7.15,
Choreography / Composition  2.00 7.00 7.00 7.00 6.75 7.00 6.75,7.25,,7.25 6.75,6.95,
Interpretation  2.00 7.25 7.50 7.00 7.25 7.00 7.00,7.50,,7.75 6.50,7.25,
Judges Total Program Component Score (factored),,,,69.60,
Deductions:,,,,0.00,
"<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU Four Continents Figure Skating Championships,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
5 Brandon MROZ USA  19  141.80  75.70,,,66.10,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 4T  9.80 -1.60 -2 -1 -1 -1 -2 -1,-1,,-2 -1,8.20,
2 3A  8.20 -2.80 -2 -2 -2 -2 -2 -2,-2,,-2 -2,5.40,
3 3F+2T+2Lo e  8.30 -1.00 -1 -1 -1 0 -1 -2,-1,,-1 -1,7.30,
4 CiSt3  3.30  0.50 1 1 1 1 1 0,1,,1 1,3.80,
"",Info,,,,Info
5 FSSp4  3.00  0.00 0 0 0 0 0 0,0,,0 0,3.00,
6 3A+2T  10.45 x  1.00 1 1 1 1 1 1,1,,1 0,11.45,
7 3Lz+3T  11.00 x -1.00 0 0 -1 -1 -1 -1,-1,,-1 -1,10.00,
8 3Lo  5.50 x  0.80 0 0 1 1 0 0,1,,1 1,6.30,
9 CSSp4  3.00  0.10 0 0 0 0 0 0,1,,1 0,3.10,
10 3S  4.95 x  0.00 1 1 0 -1 0 0,0,,0 0,4.95,
11 3Lz  6.60 x -2.00 -1 -2 -2 -2 -2 -2,-2,,-2 -2,4.60,
12 SlSt3  3.30  0.50 0 1 1 1 1 1,1,,0 1,3.80,
13 FCCoSp4  3.50  0.30 1 1 1 1 1 0,1,,0 0,3.80,
80.90,,,,75.70,
Program Components Factor,,,,,
Skating Skills  2.00 6.50 6.75 6.50 7.00 7.00 6.75,6.50,,7.00 7.50,6.80,
Transition / Linking Footwork  2.00 6.00 6.00 6.50 6.75 6.75 5.50,5.50,,6.50 7.00,6.25,
Performance / Execution  2.00 6.00 6.25 6.75 7.00 6.75 6.25,6.50,,6.50 7.50,6.60,
Choreography / Composition  2.00 6.50 6.50 7.00 7.00 7.00 5.50,6.00,,6.75 7.25,6.65,
Interpretation  2.00 6.50 6.75 6.75 7.00 7.00 6.75,6.00,,6.50 7.50,6.75,
Judges Total Program Component Score (factored),,,,66.10,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge (long)",,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
6 Nan SONG CHN  16  136.73  71.03,,,65.70,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 3A  8.20 -0.56 0 0 0 -1 0 -1,0,,-1 0,7.64,
2 3A+3T  12.20  0.60 0 1 1 1 1 0,1,,0 0,12.80,
3 3Lz+2T+2Lo  8.80  1.00 1 1 1 1 2 1,1,,1 1,9.80,
4 SlSt3  3.30  0.60 1 1 1 2 2 1,1,,1 0,3.90,
5 CSSp4  3.00  0.30 0 1 1 0 1 1,0,,1 0,3.30,
6 3Lo  5.50 x -0.20 0 0 0 0 0 0,-1,,-1 -1,5.30,
7 2A  3.85 x  1.00 1 1 1 1 1 1,1,,0 1,4.85,
8 2A  3.85 x  0.60 1 1 0 1 1 1,0,,0 0,4.45,
9 2Lz  2.09 x  0.00 0 0 0 0 0 1,0,,0 0,2.09,
10 3S+2A+SEQ  7.04 x  1.00 1 1 1 1 1 0,1,,1 0,8.04,
11 FSSp2  2.30 -0.24 -1 0 -1 -2 0 0,-1,,-1 0,2.06,
12 CiSt3  3.30  0.50 1 1 1 1 1 1,0,,1 0,3.80,
13 CCoSp3  3.00  0.00 0 1 0 0 1 0,0,,0 0,3.00,
66.43,,,,71.03,
Program Components Factor,,,,,
Skating Skills  2.00 6.50 7.00 6.25 7.00 6.75 6.75,6.50,,7.00 6.25,6.70,
Transition / Linking Footwork  2.00 7.00 6.75 6.50 7.00 6.25 6.00,6.25,,6.50 5.25,6.50,
Performance / Execution  2.00 6.75 7.00 6.25 6.75 6.50 6.75,6.50,,6.75 5.75,6.65,
Choreography / Composition  2.00 6.25 6.75 6.25 7.00 6.50 6.50,6.25,,6.75 6.00,6.45,
Interpretation  2.00 6.50 7.00 6.00 6.50 6.75 6.75,6.25,,6.75 6.00,6.55,
Judges Total Program Component Score (factored),,,,65.70,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU Four Continents Figure Skating Championships,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
7 Jialiang WU CHN  18  133.27  70.17,,,63.10,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 3F e  5.50 -1.00 -1 -1 -2 -1 -1 0,-1,,-1 -1,4.50,
2 3A+3T  12.20  1.80 1 1 1 2 2 1,2,,2 2,14.00,
3 1A  0.80  0.00 1 0 0 0 0 0,0,,0 0,0.80,
4 CSSp4  3.00  0.00 0 0 0 0 0 0,0,,0 0,3.00,
"",Info,,,,Info
5 3Lo  5.00  1.20 2 1 0 1 2 1,1,,1 1,6.20,
6 3Lz  6.60 x  0.40 1 1 1 0 2 0,1,,0 0,7.00,
7 3A  9.02 x -0.56 -1 0 0 0 -1 -1,1,,0 0,8.46,
8 3S+2T  6.38 x  0.00 0 0 0 0 0 0,0,,0 -1,6.38,
9 CiSt3  3.30  0.00 0 0 0 0 1 0,0,,0 0,3.30,
10 FSSp4  3.00  0.00 0 0 0 0 0 1,0,,0 0,3.00,
11 SlSt2  2.30  0.10 1 0 0 0 0 0,0,,0 1,2.40,
12 3Lz+2T  8.03 x  0.00 0 0 0 0 0 0,0,,0 0,8.03,
13 CCoSp3  3.00  0.10 0 1 1 0 1 1,0,,0 0,3.10,
68.13,,,,70.17,
Program Components Factor,,,,,
Skating Skills  2.00 6.75 6.75 6.25 6.50 6.75 6.75,6.50,,6.50 6.75,6.65,
Transition / Linking Footwork  2.00 6.25 6.50 5.00 4.50 6.50 6.25,5.50,,6.00 6.00,6.00,
Performance / Execution  2.00 6.50 6.75 5.50 5.00 6.25 6.75,6.25,,6.25 6.25,6.30,
Choreography / Composition  2.00 6.75 6.75 5.75 6.25 6.50 6.50,6.50,,6.25 6.50,6.45,
Interpretation  2.00 6.00 6.50 5.75 4.50 5.75 6.50,6.25,,6.25 6.50,6.15,
Judges Total Program Component Score (factored),,,,63.10,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge (long)",,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
8 Kevin REYNOLDS CAN  20  131.39  65.69,,,67.70,-2.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 4S  10.30  0.60 2 -2 1 1 1 1,0,,0 1,10.90,
2 4T< <  4.00 -2.00 -2 -2 -2 -2 -2 -2,-3,,-2 -1,2.00,
3 3A+3T  12.20  0.60 2 1 1 0 1 1,0,,1 0,12.80,
4 FSSp4  3.00  0.10 1 -1 0 0 1 1,0,,0 0,3.10,
5 3Lo+3T  9.00  0.80 2 0 0 0 1 1,2,,1 0,9.80,
6 3A< <  3.50 -2.50 -3 -3 -3 -3 -3 -3,-3,,-3 -3,1.00,
7 3S  4.95 x  1.20 1 0 0 1 2 0,2,,1 1,6.15,
8 CUSp4  2.90  0.50 1 0 0 1 1 1,1,,1 1,3.40,
9 CiSt3  3.30  0.50 1 1 1 1 2 1,1,,1 1,3.80,
10 2Lz !  2.09 x -0.60 -2 -2 -1 -2 -2 -2,-2,,-2 -2,1.49,
11 3F  6.05 x -3.00 -3 -3 -3 -3 -3 -3,-3,,-3 -3,3.05,
12 SlSt3  3.30  0.50 1 1 0 0 2 1,1,,1 1,3.80,
13 CCoSp4  3.50  0.90 2 2 2 1 2 1,2,,1 2,4.40,
68.09,,,,65.69,
Program Components Factor,,,,,
Skating Skills  2.00 7.25 7.00 6.25 5.75 7.00 7.00,6.75,,6.75 7.50,6.95,
Transition / Linking Footwork  2.00 7.75 6.75 6.00 5.00 6.25 6.75,6.50,,6.75 7.00,6.65,
Performance / Execution  2.00 7.50 7.00 5.75 6.25 6.50 7.00,5.75,,6.25 7.25,6.65,
Choreography / Composition  2.00 7.50 7.00 6.25 6.50 7.00 7.25,6.75,,6.75 7.00,6.90,
Interpretation  2.00 7.00 7.00 6.50 6.00 6.75 7.00,6.00,,6.75 7.25,6.70,
Judges Total Program Component Score (factored),,,,67.70,
Deductions: Falls: -2.00,,,,-2.00,
"<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1!  Jump take off with wrong edge (short)",,,,,
ISU Four Continents Figure Skating Championships,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
9 Jinlin GUAN CHN  13  131.06  66.16,,,64.90,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 3Lz+3T  10.00  0.20 0 0 0 0 -1 1,0,,0 1,10.20,
2 3F  5.50 -0.60 0 -1 -1 0 0 -1,-1,,-2 0,4.90,
3 3S  4.50  1.00 1 1 1 2 0 1,0,,1 1,5.50,
4 FCSp4  3.20  0.40 1 1 1 1 0 0,0,,1 1,3.60,
"",Info,,,,Info
5 2A  3.50  1.00 1 1 0 1 1 0,1,,1 1,4.50,
6 FCSSp4  3.00  0.30 1 1 0 1 1 0,0,,0 1,3.30,
7 SlSt3  3.30  0.50 1 1 0 1 0 1,0,,1 2,3.80,
8 3F+2T !  7.48 x -0.40 0 -1 -1 0 0 0,0,,-1 -1,7.08,
9 2Lo  1.65 x  0.00 0 -1 0 0 0 0,0,,0 0,1.65,
10 3Lz  6.60 x  0.80 1 0 0 2 0 1,1,,1 0,7.40,
11 2A+2T+2Lo  6.93 x  0.80 0 1 0 1 1 1,1,,1 0,7.73,
12 CiSt3  3.30  0.50 1 1 1 1 0 1,1,,1 2,3.80,
13 CCoSp2  2.50  0.20 1 1 0 1 0 0,0,,0 0,2.70,
61.46,,,,66.16,
Program Components Factor,,,,,
Skating Skills  2.00 7.00 6.25 6.00 6.75 6.50 6.50,6.50,,6.50 6.75,6.60,
Transition / Linking Footwork  2.00 6.75 6.00 5.75 6.75 5.00 6.00,6.25,,5.50 6.00,6.20,
Performance / Execution  2.00 6.75 6.50 5.75 7.00 6.00 6.00,6.25,,6.25 6.50,6.45,
Choreography / Composition  2.00 7.00 6.25 6.00 7.00 6.25 6.25,6.50,,6.75 6.75,6.65,
Interpretation  2.00 7.00 6.50 6.00 6.50 6.25 6.25,6.50,,6.00 7.25,6.55,
Judges Total Program Component Score (factored),,,,64.90,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1!  Jump take off with wrong edge (short)",,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
10 Joey RUSSELL CAN  6  114.39  57.59,,,56.80,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 3A  8.20 -2.80 -2 -2 -2 -2 -2 -2,-2,,-2 -2,5.40,
2 3F+3Lo  10.50  0.60 1 1 0 1 0 0,1,,0 1,11.10,
3 3Lz  6.00 -0.20 0 0 -1 0 -1 0,0,,0 0,5.80,
4 CiSt3  3.30  0.20 1 0 1 0 0 0,1,,0 0,3.50,
5 FSSp4  3.00  0.30 0 0 0 1 0 0,1,,1 1,3.30,
6 2Lz+2T+2Lo  4.70 -0.24 0 -1 -1 -1 -1 -1,-1,,0 -1,4.46,
7 3F< <  1.87 x -0.92 -3 -2 -3 -3 -3 -2,-2,,-2 -3,0.95,
8 3S+3T< <  6.38 x -2.00 -3 -2 -2 -2 -2 -1,-2,,-2 -2,4.38,
9 2A  3.85 x  0.40 1 0 0 1 0 0,0,,1 0,4.25,
10 CCoSp4  3.50  0.00 0 0 0 0 0 0,0,,0 0,3.50,
11 2A  3.85 x  1.00 1 1 1 1 1 0,1,,1 1,4.85,
12 SlSt2  2.30  0.50 1 1 1 1 1 1,1,,1 0,2.80,
13 FCSSp4  3.00  0.30 1 1 0 1 0 0,1,,1 0,3.30,
60.45,,,,57.59,
Program Components Factor,,,,,
Skating Skills  2.00 5.50 5.75 5.50 5.75 6.25 6.00,5.75,,6.25 5.75,5.80,
Transition / Linking Footwork  2.00 5.00 5.00 5.00 6.00 5.50 5.50,5.50,,5.75 5.25,5.40,
Performance / Execution  2.00 5.75 5.25 6.00 6.00 6.00 5.75,5.75,,5.50 5.50,5.80,
Choreography / Composition  2.00 5.75 5.50 5.75 5.75 5.75 5.75,5.75,,5.75 5.50,5.75,
Interpretation  2.00 5.25 5.50 5.75 5.75 5.75 5.50,6.00,,5.75 5.25,5.65,
Judges Total Program Component Score (factored),,,,56.80,
Deductions:,,,,0.00,
"<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU Four Continents Figure Skating Championships,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
11 Yasuharu NANRI JPN  10  109.88  55.38,,,55.50,-1.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 3A+3T  12.20 -0.84 0 -1 0 -1 -1 0,-1,,-1 -1,11.36,
2 3Lz  6.00  1.00 1 1 1 0 1 1,1,,0 1,7.00,
3 3A< <  3.50 -1.60 -2 -2 -2 -2 -2 -2,-3,,-2 -2,1.90,
4 CSSp4  3.00  0.40 1 1 0 0 1 2,1,,1 0,3.40,
"",Info,,,,Info
5 3Lo< <  1.50 -1.00 -3 -3 -3 -3 -3 -3,-3,,-3 -3,0.50,
6 CCoSp4  3.50 -0.06 0 0 -1 0 0 0,-1,,0 0,3.44,
7 2A+2T+2T  6.71 x  0.00 0 0 0 0 0 0,0,,0 0,6.71,
8 2Lz+2T< <  2.53 x -0.06 -1 0 0 0 0 0,-1,,0 0,2.47,
9 SlSt3  3.30  0.00 0 0 0 1 1 0,0,,0 0,3.30,
10 3F !  6.05 x -2.00 -2 -2 -2 -2 -2 -2,-3,,-2 -2,4.05,
11 3S  4.95 x  0.00 0 0 0 0 0 0,0,,0 0,4.95,
12 CiSt3  3.30  0.40 1 1 0 1 1 1,1,,1 0,3.70,
13 FSSp3  2.60  0.00 0 0 0 0 0 0,-1,,0 0,2.60,
59.14,,,,55.38,
Program Components Factor,,,,,
Skating Skills  2.00 5.50 6.25 5.75 5.75 6.25 6.25,5.25,,6.50 6.50,6.05,
Transition / Linking Footwork  2.00 3.50 5.00 5.25 5.50 4.00 5.25,4.75,,6.00 5.75,5.00,
Performance / Execution  2.00 4.75 5.25 5.25 5.75 5.75 6.00,4.75,,6.25 6.25,5.60,
Choreography / Composition  2.00 4.75 5.50 5.50 5.75 5.50 5.75,5.00,,6.25 6.50,5.60,
Interpretation  2.00 4.50 5.50 5.25 5.50 5.75 5.75,4.50,,6.25 6.25,5.50,
Judges Total Program Component Score (factored),,,,55.50,
Deductions: Falls: -1.00,,,,-1.00,
"<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1!  Jump take off with wrong edge (short)",,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
12 Min-Seok KIM KOR  4  103.60  55.90,,,47.70,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 3A+1T  8.60  0.00 0 0 0 0 0 0,0,,0 0,8.60,
2 3A  8.20 -0.56 -1 0 -1 0 0 0,0,,-1 -1,7.64,
3 3Lo  5.00  0.20 1 0 0 0 1 0,0,,0 0,5.20,
4 CCoSp4  3.50  0.40 1 0 1 1 0 1,1,,0 1,3.90,
5 3Lo+2T  6.30  0.20 1 0 0 0 1 0,0,,0 0,6.50,
6 3S  4.95 x -0.40 0 0 -1 0 0 -1,0,,-1 -1,4.55,
7 2A+2T  5.28 x  0.00 0 0 0 0 0 0,0,,0 0,5.28,
8 CiSt2  2.30 -0.12 -1 -1 -1 0 0 0,0,,-1 0,2.18,
9 CSSp4  3.00  0.00 0 0 0 0 0 0,0,,0 0,3.00,
10 2A*+2T*+2T<* *  0.00  0.00 - - - - - -,-,,- -,0.00,
11 2A  3.85 x  0.00 0 1 0 0 0 0,0,,0 0,3.85,
12 SlSt2  2.30  0.00 0 0 0 0 0 0,0,,0 0,2.30,
13 FSSp3  2.60  0.30 0 0 0 1 1 0,1,,1 0,2.90,
55.88,,,,55.90,
Program Components Factor,,,,,
Skating Skills  2.00 5.50 5.25 5.75 4.75 4.75 5.75,4.75,,5.50 5.00,5.25,
Transition / Linking Footwork  2.00 5.00 4.25 4.75 3.75 5.00 4.50,3.50,,4.50 4.50,4.50,
Performance / Execution  2.00 5.25 4.75 5.25 4.00 4.25 5.00,5.00,,5.25 4.75,4.95,
Choreography / Composition  2.00 5.00 5.00 5.00 4.50 4.50 3.25,4.50,,5.25 4.75,4.70,
Interpretation  2.00 5.00 4.75 4.75 4.00 3.75 4.50,4.00,,5.25 4.50,4.45,
Judges Total Program Component Score (factored),,,,47.70,
Deductions:,,,,0.00,
"<  Downgraded jump*  Invalid elementx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU Four Continents Figure Skating Championships,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
13 Kento NAKAMURA JPN  2  103.45  52.25,,,52.20,-1.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 3A  8.20 -4.20 -3 -3 -3 -3 -3 -3,-3,,-3 -3,4.00,
2 2Lz  1.90  0.00 0 0 0 0 0 0,0,,0 0,1.90,
3 3A+SEQ  6.56  0.40 1 1 0 1 0 0,-1,,1 0,6.96,
4 SlSt3  3.30  0.50 1 0 1 1 1 1,1,,1 0,3.80,
"",Info,,,,Info
5 2A+2T  4.80  0.00 0 0 0 0 0 0,0,,0 0,4.80,
6 CSSp3  2.60  0.20 0 0 1 0 0 1,1,,1 0,2.80,
7 1F  0.55 x -0.04 -1 0 -1 -1 0 -1,0,,0 0,0.51,
8 3Lo  5.50 x -1.00 -1 -1 -2 -1 -1 -1,-1,,-1 -1,4.50,
9 FCCoSp4  3.50  0.10 0 0 0 0 1 1,0,,0 0,3.60,
10 3Lz+2T !  8.03 x -1.00 0 0 -1 -1 -1 -1,-1,,-1 -2,7.03,
11 3S  4.95 x  0.00 0 0 0 0 0 0,1,,0 0,4.95,
