ISU Four Continents Figure Skating Championships,,,,
ICE DANCE COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,
Performance / Execution  0.50 6.00 5.00 4.25 5.25 6.00 6.25 4.75,,5.00 6.25,5.40,
Interpretation  0.50 5.50 4.75 5.00 5.25 6.25 6.25 5.00,,5.25 6.75,5.40,
Judges Total Program Component Score (factored),,,13.17,
Deductions:,,,0.00,
ISU Four Continents Figure Skating Championships,,,,
ICE DANCE COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
4 Madison HUBBELL / Keiffer HUBBELL USA  8  29.76  16.28,,13.48,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  2.90  0.28 1 0 1 0 1 -1 1,,1 0,3.18,
2 1S2  1.60  0.30 1 1 1 0 1 1 0,,1 0,1.90,
3 1S3  2.40  0.10 0 0 1 0 0 0 2,,0 0,2.50,
4 2S1  3.20 -0.14 0 0 0 0 1 -1 0,,-1 -1,3.06,
Info,,Info,,Info
5 2S2  2.30  0.10 0 0 1 -1 1 1 0,,0 0,2.40,
6 2S3  3.10  0.14 0 0 1 0 0 0 1,,1 0,3.24,
15.50,,,16.28,
Program Components Factor,,,,
Skating Skills  0.75 5.25 5.00 6.25 5.50 6.00 5.50 6.50,,6.25 5.00,5.50,
Timing  0.75 5.25 5.25 5.75 4.75 5.75 5.00 5.75,,6.25 4.75,5.20,
Performance / Execution  0.50 5.50 5.00 6.25 5.25 5.75 5.50 6.25,,6.50 5.00,5.50,
Interpretation  0.50 4.75 5.00 6.00 5.25 6.00 5.50 6.00,,6.50 5.25,5.40,
Judges Total Program Component Score (factored),,,13.48,
Deductions:,,,0.00,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
5 Madison CHOCK / Greg ZUERLEIN USA  9  29.14  15.22,,13.92,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  2.90  0.28 0 1 -1 0 1 1 0,,0 1,3.18,
2 1S2  1.60  0.20 1 1 0 0 0 1 1,,0 1,1.80,
3 1S3  2.40 -0.20 0 0 -1 0 0 1 0,,-1 -1,2.20,
4 2S1  3.20 -0.14 0 1 -1 0 -1 1 0,,0 0,3.06,
5 2S2  2.30  0.00 1 0 0 0 -1 1 0,,0 1,2.30,
6 2S3  3.10 -0.42 0 1 -1 -1 0 0 0,,-1 -1,2.68,
15.50,,,15.22,
Program Components Factor,,,,
Skating Skills  0.75 5.75 6.00 4.50 5.75 5.50 6.25 6.00,,5.25 6.00,5.70,
Timing  0.75 6.00 6.25 4.00 5.50 5.50 6.00 5.50,,5.00 5.75,5.45,
Performance / Execution  0.50 6.25 5.75 4.75 5.50 5.50 6.00 5.75,,5.00 5.75,5.50,
Interpretation  0.50 6.00 6.00 4.50 5.75 5.25 6.00 5.75,,5.25 6.50,5.60,
Judges Total Program Component Score (factored),,,13.92,
Deductions:,,,0.00,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
6 Xiaoyang YU / Chen WANG CHN  7  28.16  15.36,,12.80,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  2.90  0.14 1 1 0 0 0 -1 0,,0 0,3.04,
2 1S2  1.60  0.10 1 0 0 0 0 1 0,,0 0,1.70,
3 1S3  2.40 -0.10 -1 0 0 1 0 0 1,,0 -1,2.30,
4 2S1  3.20 -0.14 0 0 0 -1 0 -1 0,,0 0,3.06,
5 2S2  2.30  0.00 1 1 -1 0 0 0 0,,-1 -1,2.30,
6 2S3  3.10 -0.14 -1 0 0 0 0 0 0,,0 -1,2.96,
15.50,,,15.36,
Program Components Factor,,,,
Skating Skills  0.75 5.75 5.25 5.50 4.50 5.25 5.25 5.00,,5.75 4.75,5.20,
Timing  0.75 5.25 4.75 5.25 4.00 4.75 5.00 4.75,,5.50 4.50,4.85,
Performance / Execution  0.50 5.50 5.00 5.75 5.00 5.25 5.50 5.00,,5.75 5.00,5.25,
Interpretation  0.50 6.25 5.00 5.50 5.00 5.00 5.75 5.00,,5.75 4.50,5.25,
Judges Total Program Component Score (factored),,,12.80,
Deductions:,,,0.00,
ISU Four Continents Figure Skating Championships,,,,
ICE DANCE COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
7 Kharis RALPH / Asher HILL CAN  11  26.57  14.36,,12.21,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  2.90 -0.42 0 -1 -1 1 0 0 0,,-1 -1,2.48,
2 1S2  1.60  0.00 0 0 0 0 -1 1 0,,-1 0,1.60,
3 1S3  2.40 -0.10 0 -1 -1 0 0 0 1,,0 0,2.30,
4 2S1  3.20 -0.28 0 -1 -1 0 0 0 0,,0 -1,2.92,
Info,,Info,,Info
5 2S2  2.30 -0.20 0 0 -1 1 -1 -1 0,,0 -1,2.10,
6 2S3  3.10 -0.14 0 -1 -1 0 0 0 1,,0 0,2.96,
15.50,,,14.36,
Program Components Factor,,,,
Skating Skills  0.75 5.50 4.25 5.00 6.25 5.50 6.25 5.75,,4.00 4.25,4.95,
Timing  0.75 5.25 3.75 4.75 6.25 5.00 5.50 5.50,,3.75 4.00,4.65,
Performance / Execution  0.50 5.00 4.25 4.75 6.25 5.75 5.75 5.75,,3.50 5.00,4.95,
Interpretation  0.50 5.50 4.50 5.00 6.25 5.50 5.75 5.50,,4.00 4.75,5.05,
Judges Total Program Component Score (factored),,,12.21,
Deductions:,,,0.00,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
8 Jane SUMMERSETT / Todd GILLES USA  1  25.26  14.12,,11.14,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  2.90 -0.14 1 0 -1 0 0 0 -1,,-1 0,2.76,
2 1S2  1.60  0.00 0 0 0 0 0 -1 0,,0 0,1.60,
3 1S3  2.40 -0.20 0 -1 0 0 -1 -1 0,,0 0,2.20,
4 2S1  3.20 -0.56 1 -1 -1 -1 -1 0 -1,,-1 0,2.64,
5 2S2  2.30 -0.20 0 0 -1 -1 0 -1 -1,,0 0,2.10,
6 2S3  3.10 -0.28 0 -1 0 0 -1 -1 0,,0 -1,2.82,
15.50,,,14.12,
Program Components Factor,,,,
Skating Skills  0.75 4.25 5.50 4.00 6.25 3.25 4.50 5.50,,4.75 4.50,4.60,
Timing  0.75 4.50 5.25 3.00 5.50 3.00 4.25 5.50,,4.50 4.25,4.30,
Performance / Execution  0.50 4.00 5.25 3.25 5.75 3.50 4.75 5.25,,4.75 4.25,4.45,
Interpretation  0.50 4.25 5.50 3.25 5.75 3.75 4.25 5.50,,4.50 4.50,4.45,
Judges Total Program Component Score (factored),,,11.14,
Deductions:,,,0.00,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
9 Xueting GUAN / Meng WANG CHN  5  21.64  12.26,,9.38,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  2.90 -1.26 -1 -1 -2 -2 -2 -2 -2,,-2 -1,1.64,
2 1S2  1.60 -0.30 0 0 -1 -1 0 -1 -1,,-1 0,1.30,
3 1S3  2.40 -0.30 0 -1 0 -1 -1 0 -1,,0 0,2.10,
4 2S1  3.20 -0.56 -2 0 -1 -1 0 -2 -1,,-1 -1,2.64,
5 2S2  2.30 -0.40 -1 0 -1 -1 -1 -1 0,,-2 0,1.90,
6 2S3  3.10 -0.42 -1 -1 0 -1 -2 0 0,,0 0,2.68,
15.50,,,12.26,
Program Components Factor,,,,
Skating Skills  0.75 3.25 4.50 3.00 4.50 4.00 4.00 3.00,,4.50 4.00,3.85,
Timing  0.75 2.75 4.25 3.00 4.00 3.50 3.75 3.25,,3.75 3.75,3.50,
Performance / Execution  0.50 3.50 4.25 3.75 4.00 3.25 3.50 3.00,,4.25 4.00,3.75,
Interpretation  0.50 3.50 4.50 3.75 4.50 3.50 3.75 2.75,,4.50 4.00,3.95,
Judges Total Program Component Score (factored),,,9.38,
Deductions:,,,0.00,
ISU Four Continents Figure Skating Championships,,,,
ICE DANCE COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
10 Danielle OBRIEN / Gregory MERRIMAN AUS  4  21.12  12.44,,8.68,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  2.90 -0.56 -1 -1 -1 0 0 0 -1,,-1 -1,2.34,
2 1S2  1.60 -0.10 0 0 -2 0 -1 0 -1,,0 0,1.50,
3 1S3  2.40 -0.60 -1 -1 -2 -1 0 -1 -2,,-2 -1,1.80,
4 2S1  3.20 -0.42 -1 0 0 0 -1 0 0,,-1 -1,2.78,
Info,,Info,,Info
5 2S2  2.30 -0.40 -1 0 -1 -1 0 0 -1,,-1 -1,1.90,
6 2S3  3.10 -0.98 -2 -1 0 -1 -1 -1 -2,,-2 -1,2.12,
15.50,,,12.44,
Program Components Factor,,,,
Skating Skills  0.75 3.00 3.75 4.25 5.50 4.00 4.25 3.25,,4.25 3.50,3.75,
Timing  0.75 2.50 3.50 3.75 4.75 3.75 4.00 2.75,,2.25 3.25,3.15,
Performance / Execution  0.50 3.25 3.75 3.50 5.25 4.00 4.00 3.00,,3.75 3.50,3.65,
Interpretation  0.50 3.00 3.50 3.75 5.00 3.75 4.25 3.25,,3.00 3.25,3.35,
Judges Total Program Component Score (factored),,,8.68,
Deductions:,,,0.00,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
11 Corenne BRUHNS / Andrew LAVRIK MEX  2  17.71  10.58,,7.13,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  2.90 -1.26 -1 -2 -1 0 -2 -2 -1,,-2 -2,1.64,
2 1S2  1.60 -0.50 -1 -1 -1 -1 -2 -1 -1,,-1 -1,1.10,
3 1S3  2.40 -0.60 -1 -2 -1 -1 -1 -1 -2,,-2 0,1.80,
4 2S1  3.20 -0.98 -1 -2 -1 -1 -1 -1 -1,,-2 -2,2.22,
5 2S2  2.30 -0.60 -1 -1 -1 -1 -2 -2 -1,,-1 -1,1.70,
6 2S3  3.10 -0.98 0 -2 -1 -2 -1 -1 -1,,-2 -1,2.12,
15.50,,,10.58,
Program Components Factor,,,,
Skating Skills  0.75 3.75 2.75 3.50 2.00 3.75 3.25 3.75,,4.00 2.50,3.15,
Timing  0.75 3.00 2.00 3.25 2.00 2.75 2.00 3.25,,2.00 2.00,2.15,
Performance / Execution  0.50 3.25 3.25 3.75 2.50 3.75 3.50 3.50,,3.75 2.25,3.35,
Interpretation  0.50 3.50 2.50 3.50 2.75 3.50 3.00 3.75,,3.00 2.00,2.95,
Judges Total Program Component Score (factored),,,7.13,
Deductions:,,,0.00,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
12 Maria BOROUNOV / Evgeni BOROUNOV AUS  6  17.22  10.20,,7.02,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 1S1  2.90 -1.12 0 -1 -1 -2 -1 -2 -1,,-2 -2,1.78,
2 1S2  1.60 -0.50 0 -1 -1 -2 0 -1 -1,,-1 -1,1.10,
3 1S3  2.40 -0.80 0 -2 -1 -1 -1 -2 -1,,-2 -2,1.60,
4 2S1  3.20 -1.40 0 -2 -2 -2 -1 -2 -1,,-2 -2,1.80,
5 2S2  2.30 -0.50 0 -1 -1 -1 -1 -1 -1,,-1 -1,1.80,
6 2S3  3.10 -0.98 -1 -2 -1 -2 0 -1 -1,,-2 -1,2.12,
15.50,,,10.20,
Program Components Factor,,,,
Skating Skills  0.75 4.75 4.00 2.75 2.75 3.25 2.00 3.75,,3.75 3.00,3.10,
Timing  0.75 4.25 2.25 2.75 2.25 3.00 1.75 3.00,,2.00 2.50,2.35,
Performance / Execution  0.50 4.50 3.50 2.50 3.00 3.25 2.25 3.50,,3.50 3.25,3.10,
Interpretation  0.50 4.75 3.50 2.25 2.50 3.00 2.00 3.25,,3.00 3.00,2.75,
Judges Total Program Component Score (factored),,,7.02,
Deductions:,,,0.00,
Printed: 1/27/2010  1:02:55PM,,,,
