ISU GP Samsung Anycall Cup of China 2010,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Skating Skills  2.00 6.75 7.00,6.50,6.75 6.25 7.25 7.00,,6.75 7.00,6.82,
Transition / Linking Footwork  2.00 6.50 6.50,6.00,5.75 5.75 7.00 6.50,,6.75 6.75,6.39,
Performance / Execution  2.00 6.75 7.00,6.50,6.50 7.00 7.25 7.25,,7.00 7.25,6.96,
Choreography / Composition  2.00 6.50 7.25,6.50,6.25 6.75 7.25 7.00,,7.00 7.25,6.89,
Interpretation  2.00 6.50 7.25,6.75,6.25 6.75 7.25 7.50,,7.00 7.00,6.93,
Judges Total Program Component Score (factored),,,,,67.98,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU GP Samsung Anycall Cup of China 2010,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Starting,,Total Total,,Total,Total,
Rank Name Nation Number,,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
3 Tomas VERNER CZE  10,,144.50  68.94,,75.56,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3Lz+3T  10.10  0.20 0 0 1,,0 1 0 0,,1 0,10.30,
2 3A+2T  9.90  0.29 1 0 0,,0 1 0 0,,1 0,10.19,
3 2Lo  1.80  0.00 0 0 0,,0 0 0 0,,0 1,1.80,
4 CiSt3  3.30  1.00 2 2 1,,2 2 2 2,,2 2,4.30,
"",,Info,,,,Info
5 FCSp1  1.90  0.00 0 0 0,,0 0 0 0,,0 0,1.90,
6 3A< <  6.60 x -1.14 -1 -1 -2,,-1 -1 -1 -2,,-1 -1,5.46,
7 3Lz  6.60 x -0.60 -1 -1 -1,,-1 0 -1 -1,,0 -1,6.00,
8 3S  4.62 x  0.60 1 1 0,,0 1 1 1,,1 1,5.22,
9 2A  3.63 x  0.43 2 1 1,,0 1 0 1,,1 1,4.06,
10 3F+2T+2Lo e  9.35 x -0.60 0 -1 -1,,-1 0 -2 -1,,-1 -1,8.75,
11 CSSp3  2.60  0.50 1 1 1,,1 1 1 1,,1 1,3.10,
12 ChSt1  2.00  2.00 2 2 2,,2 2 1 3,,2 2,4.00,
13 CCoSp4  3.50  0.36 1 1 1,,1 0 0 0,,1 1,3.86,
65.90,,,,,68.94,
Program Components Factor,,,,,,
Skating Skills  2.00 7.50 8.25 7.50,,7.50 8.00 7.75 7.00,,7.50 7.75,7.64,
Transition / Linking Footwork  2.00 7.00 8.00 7.00,,7.00 7.50 7.50 6.25,,7.25 7.25,7.21,
Performance / Execution  2.00 7.50 8.25 7.75,,7.50 8.00 7.50 7.50,,7.50 7.75,7.64,
Choreography / Composition  2.00 7.25 8.00 7.50,,7.75 7.50 7.50 6.50,,7.25 7.75,7.50,
Interpretation  2.00 7.75 8.50 7.75,,7.75 7.75 7.75 7.75,,7.50 8.00,7.79,
Judges Total Program Component Score (factored),,,,,75.56,
Deductions:,,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge",,,,,,
Starting,,Total Total,,Total,Total,
Rank Name Nation Number,,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
4 Samuel CONTESTI ITA  4,,138.24  73.16,,65.08,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3A  8.50  1.29 1 2 2,,1 0 1 1,,1 2,9.79,
2 3F  5.30  0.10 1 0 0,,0 0 1 0,,0 0,5.40,
3 3Lz  6.00 -1.40 -2 -2 -2,,-2 -2 -2 -2,,-2 -2,4.60,
4 CCSp3  2.80 -0.17 0 -1 0,,-1 -1 0 0,,-1 -1,2.63,
5 CiSt3  3.30  0.29 1 1 0,,1 0 1 0,,0 1,3.59,
6 CCoSp4  3.50  0.00 0 0 1,,0 0 0 0,,0 0,3.50,
7 3A+2T+2T  12.43 x  0.14 0 0 1,,0 0 1 0,,0 0,12.57,
8 3Lo  5.61 x  0.50 1 1 0,,1 0 2 0,,1 1,6.11,
9 2A  3.63 x  0.14 1 0 0,,0 0 1 0,,1 0,3.77,
10 ChSt1  2.00  0.86 1 0 1,,1 0 1 1,,1 1,2.86,
11 3S+3T  9.13 x  0.00 0 -1 0,,0 0 1 0,,0 0,9.13,
12 3T+2A+SEQ  6.51 x -0.30 -1 -1 -1,,0 0 0 0,,0 -1,6.21,
13 FSSp4  3.00  0.00 0 0 0,,0 0 1 0,,0 0,3.00,
71.71,,,,,73.16,
Program Components Factor,,,,,,
Skating Skills  2.00 7.00 6.00 7.00,,7.25 6.00 6.25 6.75,,5.50 6.50,6.50,
Transition / Linking Footwork  2.00 6.75 5.50 6.50,,6.50 5.50 5.50 6.50,,5.00 6.00,6.00,
Performance / Execution  2.00 7.00 6.50 7.00,,7.25 6.00 6.50 7.00,,5.50 6.25,6.61,
Choreography / Composition  2.00 7.25 6.25 7.25,,7.25 6.00 6.25 7.00,,5.00 6.25,6.61,
Interpretation  2.00 7.25 6.50 7.25,,7.50 6.00 6.75 7.50,,6.00 6.50,6.82,
Judges Total Program Component Score (factored),,,,,65.08,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU GP Samsung Anycall Cup of China 2010,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
5 Brian JOUBERT FRA  11,135.49  62.99,,,72.50,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 4T< <  7.20 -1.00 -1 -1 -1,0 -1 -1,-1,,-1 -1,6.20,
2 3S  4.20  0.60 0 1 1,1 1 1,1,,0 2,4.80,
3 3A+2T  9.90  0.71 0 1 1,1 1 1,2,,0 0,10.61,
4 FUSp1  1.70  0.21 1 0 1,0 1 0,1,,0 0,1.91,
"",,Info,,,,Info
5 CiSt2  2.30  0.43 1 0 1,1 1 1,2,,1 0,2.73,
6 3F+3T e  10.34 x -1.10 -2 -2 -1,-2 -1 -2,-1,,-1 -2,9.24,
7 2A  3.63 x  0.36 0 1 1,0 1 1,2,,0 1,3.99,
8 3Lz  6.60 x -0.20 0 0 0,-1 -1 1,0,,0 -1,6.40,
9 CSSp1  1.90  0.00 1 -1 0,0 0 0,0,,0 0,1.90,
10 ChSt1  2.00  0.43 1 0 0,0 1 1,0,,1 0,2.43,
11 3Lo  5.61 x  0.30 0 0 1,0 1 1,1,,0 0,5.91,
12 3S+1Lo<<+2S <<  6.16 x -1.50 -3 -2 -2,-2 -3 -2,-1,,-2 -2,4.66,
13 CCoSp1  2.00  0.21 0 0 0,0 2 1,1,,1 0,2.21,
63.54,,,,,62.99,
Program Components Factor,,,,,,
Skating Skills  2.00 7.75 6.50 8.00,7.50 7.50 7.25,7.50,,7.75 6.75,7.43,
Transition / Linking Footwork  2.00 7.50 6.25 6.00,6.75 7.00 7.00,7.25,,7.00 6.00,6.75,
Performance / Execution  2.00 7.75 7.00 7.75,7.25 7.25 7.25,7.75,,7.50 6.75,7.39,
Choreography / Composition  2.00 7.50 6.50 7.25,7.25 7.25 7.50,7.75,,7.50 6.50,7.25,
Interpretation  2.00 7.75 7.00 7.25,7.25 7.25 7.75,7.75,,7.75 7.00,7.43,
Judges Total Program Component Score (factored),,,,,72.50,
Deductions:,,,,,0.00,
"<  Under-rotated jump<<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge",,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
6 Tatsuki MACHIDA JPN  6,134.17  69.73,,,66.44,-2.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 4T  10.30 -3.00 -3 -3 -3,-3 -3 -3,-3,,-3 -2,7.30,
2 3A+3T  12.60  0.71 0 1 1,1 0 0,1,,1 1,13.31,
3 3Lz  6.00  0.90 1 1 2,2 1 0,2,,1 1,6.90,
4 SlSt2  2.30  0.21 0 1 1,2 0 0,1,,0 0,2.51,
5 FSSp4  3.00  0.57 0 1 1,2 2 1,1,,1 1,3.57,
6 3F  5.30  0.80 1 1 2,1 1 1,2,,1 1,6.10,
7 3Lo  5.61 x  0.20 0 0 1,1 0 0,1,,0 0,5.81,
8 3A  9.35 x -3.00 -3 -3 -3,-3 -3 -3,-3,,-3 -3,6.35,
9 FCSSp3  2.60  0.29 0 1 0,1 1 0,1,,1 0,2.89,
10 1Lz+2T  2.20 x -0.06 0 0 0,0 0 0,-1,,-1 -1,2.14,
11 3S+2T+2Lo  8.14 x -0.50 -1 -1 -1,0 -1 -1,0,,0 -1,7.64,
12 ChSt1  2.00  0.57 0 1 0,1 1 0,2,,0 1,2.57,
13 CCoSp2  2.50  0.14 0 1 1,0 1 0,0,,0 0,2.64,
71.90,,,,,69.73,
Program Components Factor,,,,,,
Skating Skills  2.00 7.00 6.75 7.50,7.00 6.25 6.50,6.75,,7.00 7.50,6.93,
Transition / Linking Footwork  2.00 6.50 6.50 6.50,6.25 5.00 6.25,6.25,,6.25 6.50,6.36,
Performance / Execution  2.00 6.75 6.75 7.00,6.50 6.25 6.50,6.50,,6.50 7.25,6.64,
Choreography / Composition  2.00 6.50 7.00 7.00,6.00 5.75 6.50,6.75,,6.50 7.00,6.61,
Interpretation  2.00 6.75 7.00 7.00,6.25 6.25 6.75,6.50,,6.50 7.00,6.68,
Judges Total Program Component Score (factored),,,,,66.44,
Deductions: Falls: -2.00,,,,,-2.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU GP Samsung Anycall Cup of China 2010,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
7 Jinlin GUAN CHN,5,131.97  70.89,,62.08,-1.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4T  10.30 -3.00 -3 -3,-3,-3 -3 -3 -3,,-3 -3,7.30,
2 3F  5.30  0.50 1 0,1,1 0 1 0,,1 1,5.80,
3 3S  4.20 -0.90 -1 -1,-2,-1 -2 -1 -1,,-2 -1,3.30,
4 FCSp4  3.20  0.29 1 1,1,0 0 0 1,,0 1,3.49,
"",,Info,,,,Info
5 3Lz  6.00  0.00 0 0,0,0 0 0 0,,-1 0,6.00,
6 CCoSp4  3.50  0.43 1 1,0,1 1 0 1,,1 1,3.93,
7 SlSt2  2.30  0.36 1 0,1,0 1 1 0,,1 1,2.66,
8 3F+2T+2Lo  9.35 x  0.00 0 0,0,0 0 0 0,,0 0,9.35,
9 3Lo  5.61 x -0.70 -1 -1,-1,-1 -1 -1 -1,,-1 -2,4.91,
10 3Lz+3T  11.11 x  0.30 0 0,1,0 0 1 1,,0 1,11.41,
11 2A+2A+SEQ  5.81 x  0.29 1 1,1,0 1 0 0,,0 1,6.10,
12 ChSt1  2.00  0.71 2 0,1,0 0 1 1,,1 1,2.71,
13 FCCoSp4  3.50  0.43 1 0,1,1 1 0 1,,1 2,3.93,
72.18,,,,,70.89,
Program Components Factor,,,,,,
Skating Skills  2.00 6.75 5.25,6.75,6.25 6.50 6.75 6.00,,6.75 6.00,6.43,
Transition / Linking Footwork  2.00 6.50 4.50,5.75,5.75 6.00 6.25 5.25,,5.75 5.50,5.75,
Performance / Execution  2.00 6.75 5.00,6.75,6.25 6.50 6.25 6.00,,6.75 6.00,6.36,
Choreography / Composition  2.00 6.75 5.00,6.00,6.00 6.50 6.50 5.75,,6.50 5.75,6.14,
Interpretation  2.00 7.00 5.25,6.50,6.25 6.75 6.25 5.75,,7.00 6.00,6.36,
Judges Total Program Component Score (factored),,,,,62.08,
Deductions: Falls: -1.00,,,,,-1.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
8 Ross MINER USA,7,130.03  64.01,,67.02,-1.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 CiSt3  3.30  0.50 1 1,1,1 0 1 1,,1 1,3.80,
2 3A  8.50  0.86 1 1,1,1 0 1 0,,1 1,9.36,
3 3Lz+3T  10.10  0.60 2 1,0,2 0 1 1,,0 1,10.70,
4 3F+2T  6.70  0.20 0 1,0,1 0 0 0,,0 1,6.90,
5 FCCoSp4  3.50  0.43 1 1,0,1 0 1 1,,1 1,3.93,
6 3Lo  5.61 x  0.20 0 0,0,0 0 0 1,,1 1,5.81,
7 3Lz< <  4.62 x -0.60 -1 -1,-1,0 -1 -1 0,,-1 -1,4.02,
8 3S+2T+2T  7.70 x -0.70 -1 0,-1,-1 -1 -1 -1,,-1 -1,7.00,
9 ChSt1  2.00  0.71 0 1,1,1 0 1 1,,0 1,2.71,
10 3F< <  4.07 x -2.10 -3 -3,-3,-3 -3 -3 -3,,-3 -3,1.97,
11 FSSp3  2.60  0.21 1 0,0,0 1 0 1,,1 0,2.81,
12 2A  3.63 x -1.00 -2 -2,-2,-2 -2 -2 -2,,-2 -2,2.63,
13 CCoSp2  2.50 -0.13 -1 0,0,-1 0 -1 -1,,0 0,2.37,
64.83,,,,,64.01,
Program Components Factor,,,,,,
Skating Skills  2.00 6.25 6.50,7.00,7.00 6.75 7.00 7.50,,6.25 7.00,6.79,
Transition / Linking Footwork  2.00 6.00 6.00,6.75,6.75 6.50 6.75 6.50,,6.75 6.50,6.54,
Performance / Execution  2.00 6.50 6.50,7.00,6.50 6.75 7.25 6.75,,6.75 7.00,6.75,
Choreography / Composition  2.00 6.50 6.75,7.25,6.50 6.50 7.25 6.75,,6.50 7.00,6.75,
Interpretation  2.00 6.50 6.50,7.25,6.75 6.50 7.00 6.50,,6.75 6.75,6.68,
Judges Total Program Component Score (factored),,,,,67.02,
Deductions: Falls: -1.00,,,,,-1.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU GP Samsung Anycall Cup of China 2010,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Starting,,Total Total,,Total,Total,
Rank Name Nation Number,,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
9 Peter LIEBERS GER  3,,116.16  59.16,,57.00,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3T  4.10  0.60 1 1 1,,1 1 1 1,,0 0,4.70,
2 3A+3T  12.60 -1.43 -1 0 -2,,-2 -2 -1 -1,,-1 -2,11.17,
3 3Lz  6.00  0.70 0 2 1,,1 1 1 1,,1 1,6.70,
4 CiSt2  2.30  0.29 0 2 0,,2 0 0 1,,1 0,2.59,
"",,Info,,,,Info
5 FCSSp3  2.60  0.07 0 0 1,,0 0 0 0,,0 1,2.67,
6 2A  3.63 x -0.29 -1 -1 0,,-1 0 -1 0,,-1 0,3.34,
7 3S+2T  6.16 x  0.10 0 0 1,,1 0 0 0,,0 0,6.26,
8 3Lo  5.61 x -1.40 -2 -2 -2,,-2 -2 -2 -2,,-2 -2,4.21,
9 CCoSp4  3.50  0.00 0 -1 1,,0 0 0 0,,0 0,3.50,
10 3F< e  4.07 x -1.90 -2 -2 -3,,-3 -3 -2 -3,,-3 -3,2.17,
11 2A+2T+2T  6.71 x  0.00 0 0 0,,0 0 0 0,,0 0,6.71,
12 ChSt1  2.00  0.14 0 0 1,,2 0 0 0,,0 0,2.14,
13 FCCoSp3  3.00  0.00 0 1 0,,-1 0 0 0,,0 0,3.00,
62.28,,,,,59.16,
Program Components Factor,,,,,,
Skating Skills  2.00 6.50 5.75 5.75,,5.75 6.50 5.75 5.25,,6.00 5.50,5.86,
Transition / Linking Footwork  2.00 5.75 5.25 4.75,,6.25 6.00 5.50 5.25,,5.50 5.00,5.46,
Performance / Execution  2.00 6.00 5.25 5.25,,6.50 5.75 6.00 5.25,,5.50 5.50,5.61,
Choreography / Composition  2.00 6.00 5.50 5.50,,6.50 6.00 6.00 5.00,,6.00 5.25,5.75,
Interpretation  2.00 6.00 5.75 5.75,,6.75 6.25 6.00 5.00,,5.75 5.25,5.82,
Judges Total Program Component Score (factored),,,,,57.00,
Deductions:,,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge",,,,,,
Starting,,Total Total,,Total,Total,
Rank Name Nation Number,,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
10 Jialiang WU CHN  2,,114.80  65.88,,51.92,-3.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3A+3T  12.60  0.29 0 0 0,,0 2 0 1,,1 0,12.89,
2 3S  4.20  0.20 0 1 1,,0 1 0 0,,0 0,4.40,
3 3A  8.50  0.86 1 1 1,,1 1 0 1,,0 1,9.36,
4 3Lz  6.00  0.60 0 1 1,,1 2 0 1,,1 1,6.60,
5 FCCoSp3  3.00  0.00 0 0 0,,0 0 0 1,,0 0,3.00,
6 CiSt1  1.80 -0.90 -3 -3 -3,,-3 -3 -3 -3,,-3 -3,0.90,
7 3Lz+2T  8.14 x -0.30 0 -1 -1,,0 0 0 0,,-1 -1,7.84,
8 3Lo  5.61 x  0.00 0 0 0,,0 0 0 0,,0 0,5.61,
9 CCoSp4  3.50  0.14 0 1 1,,0 0 0 1,,0 0,3.64,
10 2A+2T+2T  6.71 x -0.14 -1 0 -1,,0 -1 0 0,,0 0,6.57,
11 3F< <  4.07 x -2.10 -3 -3 -3,,-3 -3 -3 -3,,-3 -3,1.97,
12 ChSt1  2.00  0.00 0 0 -1,,1 0 0 0,,0 0,2.00,
13 FSSp1  2.00 -0.90 -3 -3 -3,,-3 -3 -3 -3,,-3 -3,1.10,
68.13,,,,,65.88,
Program Components Factor,,,,,,
Skating Skills  2.00 6.25 5.00 5.75,,6.75 5.25 5.25 5.50,,5.50 5.50,5.57,
Transition / Linking Footwork  2.00 5.75 4.25 5.00,,5.75 4.50 4.50 4.50,,4.50 5.00,4.82,
Performance / Execution  2.00 6.00 4.75 5.25,,5.75 5.00 5.25 5.00,,4.75 5.25,5.18,
Choreography / Composition  2.00 6.00 5.00 5.25,,6.25 5.00 5.00 5.25,,5.25 5.50,5.32,
Interpretation  2.00 6.00 4.50 5.00,,6.25 4.75 5.00 5.00,,4.50 5.25,5.07,
Judges Total Program Component Score (factored),,,,,51.92,
Deductions: Falls: -3.00,,,,,-3.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU GP Samsung Anycall Cup of China 2010,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Starting,,Total Total,,Total,Total,
Rank Name Nation Number,,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
11 Peitong CHEN CHN  1,,95.84  46.14,,51.70,-2.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3A  8.50 -2.29 -2 -2 -3,,-2 -2 -3,-2,-2 -3,6.21,
2 3Lz  6.00 -1.50 -2 -2 -3,,-2 -2 -3,-2,-2 -2,4.50,
3 3Lo  5.10  0.00 0 0 0,,0 0 0,0,0 0,5.10,
4 CiSt2  2.30  0.29 1 1 0,,0 0 1,0,1 1,2.59,
"",,,,,,Info
5 2S  1.40  0.00 0 0 0,,1 0 0,0,0 0,1.40,
6 CSSp3  2.60  0.29 1 0 0,,0 1 1,1,1 0,2.89,
7 2A+2T  5.17 x  0.14 0 0 0,,1 0 1,0,1 0,5.31,
8 3F e  5.83 x -2.10 -3 -3 -3,,-3 -3 -3,-3,-3 -3,3.73,
9 3T  4.51 x  0.00 0 0 0,,0 0 0,0,0 0,4.51,
10 FCSp3  2.80  0.07 0 0 0,,0 0 0,0,1 2,2.87,
11 ChSt1  2.00  0.29 0 1 0,,0 0 1,0,1 0,2.29,
12 3Lz<+SEQ <  3.70 x -2.10 -3 -3 -3,,-3 -3 -3,-3,-3 -3,1.60,
13 CCoSp3  3.00  0.14 0 1 0,,0 0 0,1,0 1,3.14,
52.91,,,,,46.14,
Program Components Factor,,,,,,
Skating Skills  2.00 5.00 5.50 6.00,,5.00 5.25 5.25,5.50,5.25 5.50,5.32,
Transition / Linking Footwork  2.00 4.75 4.75 5.50,,4.75 4.75 4.50,5.25,4.75 4.75,4.82,
Performance / Execution  2.00 4.75 5.25 5.75,,5.25 5.25 5.00,5.75,5.25 5.00,5.25,
Choreography / Composition  2.00 5.25 5.00 5.75,,4.75 5.00 5.25,5.25,5.00 5.25,5.14,
Interpretation  2.00 5.00 5.25 6.00,,5.00 5.25 5.75,5.25,5.50 5.25,5.32,
Judges Total Program Component Score (factored),,,,,51.70,
Deductions: Falls: -2.00,,,,,-2.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge",,,,,,
Printed: 06/11/2010 19:55:55,,,,,,
