ICE DANCING ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,,,
Skating Skills  0.80,7.75 7.50 7.75 7.75 7.75 7.75 7.75 7.75,,8.50,8.25 8.00 7.75,7.75
Linking Footwork / Movement  0.80,7.50 7.50 7.50 7.50 7.50 7.50 7.50 7.50,,8.00,8.00 7.75 7.75,7.54
Performance  0.60,8.00 7.50 7.50 7.75 7.75 7.75 7.75 7.75,,8.25,8.50 8.00 8.00,7.79
Choreography  0.60,7.75 7.75 7.75 8.00 8.00 7.75 7.50 7.50,,8.50,8.25 7.75 8.25,7.82
Interpretation / Timing  1.00,7.75 7.50 8.00 8.25 7.75 8.00 7.75 8.00,,8.25,8.50 8.00 8.25,7.93
Judges Total Program Component Score (factored),,,,,29.52
Deductions:,,,,,0.00
ICE DANCING ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,,,
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
4 Oksana DOMNINA / Maxim SHABALIN,RUS  60.34  30.80,,,29.54,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 NtMiTw4  3.30  0.57,2 1 1 1 1 2 1 2,,2,1 1 1,3.87
2 NtMiSt4  4.30  0.64,1 1 1 2 0 2 2 2,,2,1 1 1,4.94
3 SlLi4  4.00  1.00,2 2 2 2 2 1 2 1,,1,1 2 2,5.00
4 Sp3  4.00  0.57,1 1 0 1 1 2 2 2,,1,1 1 1,4.57
5 DiSt3  6.20  1.29,2 2 1 2 0 1 1 1,,2,0 1 1,7.49
6 RoLi4  4.00  0.93,1 1 2 2 2 2 2 1,,2,2 2 2,4.93
25.80,,,,,30.80
Program Components Factor,,,,,
Skating Skills  0.80,8.00 7.75 7.50 7.50 7.50 7.75 7.75 7.75,,8.50,7.25 7.75 7.75,7.68
Linking Footwork / Movement  0.80,7.75 7.75 7.50 7.50 7.50 7.50 7.75 7.50,,8.25,7.50 7.50 7.75,7.61
Performance  0.60,8.00 7.75 7.50 8.00 7.50 7.75 8.00 7.75,,8.50,7.50 7.75 8.00,7.82
Choreography  0.60,8.25 8.00 7.75 7.75 7.75 8.00 8.00 7.75,,8.25,7.50 7.50 8.00,7.89
Interpretation / Timing  1.00,8.00 8.00 7.75 7.75 7.25 8.00 8.00 7.75,,8.50,7.75 7.75 8.00,7.89
Judges Total Program Component Score (factored),,,,,29.54
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
5 Isabelle DELOBEL / Olivier SCHOENFELDER,FRA  58.82  30.73,,,29.09,1.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 NtMiTw4  3.30  0.00,0 -1 1 0 0 0 0 1,,-1,0 0 0,3.30
2 NtMiSt4  4.30  0.50,1 1 1 2 1 1 1 2,,1,2 1 1,4.80
3 Sp4  4.70  0.64,1 1 1 2 2 1 1 2,,2,1 1 2,5.34
4 SlLi4  4.00  0.79,1 2 2 2 2 1 2 1,,1,1 1 0,4.79
5 DiSt4  7.00  0.86,1 2 0 1 0 2 1 2,,1,1 0 1,7.86
6 CuLi4  4.00  0.64,1 1 2 2 2 1 1 1,,1,2 1 1,4.64
27.30,,,,,30.73
Program Components Factor,,,,,
Skating Skills  0.80,7.75 7.75 7.50 7.50 7.50 7.50 7.75 8.00,,8.25,8.25 7.50 8.00,7.61
Linking Footwork / Movement  0.80,7.50 7.75 7.25 7.50 7.50 7.50 7.50 7.75,,7.75,7.75 7.25 7.50,7.46
Performance  0.60,7.75 7.75 7.50 7.75 7.75 7.75 7.75 7.50,,8.00,8.25 7.50 7.75,7.71
Choreography  0.60,8.00 7.75 7.75 7.75 7.75 7.50 7.75 7.75,,8.00,8.00 7.50 8.00,7.75
Interpretation / Timing  1.00,7.75 8.00 7.50 7.75 7.50 7.75 7.75 7.75,,8.00,8.00 7.75 8.00,7.75
Judges Total Program Component Score (factored),,,,,29.09
Deductions: Extended lifts:,-1.00,,,,-1.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
6 Tessa VIRTUE / Scott MOIR,CAN  57.11  31.58,,,25.53,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 Sp4  4.70  0.57,1 2 1 1 1 1 1 2,,2,1 1 2,5.27
2 NtMiTw4  3.30  0.57,1 1 1 2 0 2 0 2,,1,1 1 2,3.87
3 NtMiSt4  4.30  0.64,1 1 1 2 0 2 1 2,,2,2 2 1,4.94
4 SlLi4  4.00  0.50,0 1 1 1 2 1 1 0,,1,1 1 1,4.50
5 DiSt4  7.00  1.14,1 1 1 2 1 2 1 1,,2,1 1 1,8.14
6 RoLi4  4.00  0.86,1 2 2 2 1 2 1 1,,2,2 2 2,4.86
27.30,,,,,31.58
Program Components Factor,,,,,
Skating Skills  0.80,7.25 6.75 6.50 6.75 5.75 6.50 6.50 6.50,,7.25,6.25 7.25 7.00,6.75
Linking Footwork / Movement  0.80,6.75 6.50 6.50 6.50 5.25 6.25 6.25 6.50,,7.25,6.25 7.00 7.00,6.54
Performance  0.60,7.00 6.50 6.50 6.75 5.50 6.50 6.50 6.75,,7.50,6.25 7.50 7.00,6.68
Choreography  0.60,7.00 6.50 6.50 6.75 5.75 6.75 6.75 6.25,,7.25,6.00 7.25 7.25,6.79
Interpretation / Timing  1.00,6.75 6.75 6.25 7.00 5.50 7.00 6.75 6.75,,7.25,6.25 7.50 7.25,6.82
Judges Total Program Component Score (factored),,,,,25.53
Deductions:,,,,,0.00
ICE DANCING ORIGINAL DANCE,JUDGES DETAILS PER SKATER,,,,
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
7 Jana KHOKHLOVA / Sergei NOVITSKI,RUS  55.88  29.92,,,25.96,0.00
"# Executed Base",GOE The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 Sp4  4.70,0.71 1 2 1 2 1 2 1 2,,2,1 2 1,5.41
2 NtMiTw4  3.30,0.36 1 1 0 1 0 1 1 1,,2,0 0 1,3.66
3 NtMiSt4  4.30,0.50 1 1 1 2 1 1 0 2,,1,2 1 1,4.80
4 SlLi4  4.00,0.64 1 1 1 2 2 2 1 1,,2,1 1 1,4.64
5 DiSt3  6.20,0.57 1 1 0 1 1 1 0 1,,1,0 0 0,6.77
6 RoLi4  4.00,0.64 1 1 1 2 1 1 2 0,,1,1 2 1,4.64
26.50,,,,,29.92
Program Components,Factor,,,,
Skating Skills,0.80 7.50 7.00 6.75 7.00 6.75 6.50 7.00 6.75,,7.00,6.25 7.00 6.75,6.89
Linking Footwork / Movement,0.80 7.25 6.75 6.50 6.75 6.50 6.25 6.75 6.25,,6.75,6.00 6.75 6.75,6.68
Performance,0.60 7.50 7.00 6.75 6.75 6.75 6.50 7.00 6.50,,6.75,6.25 7.25 7.00,6.93
Choreography,0.60 7.50 6.75 6.75 6.50 7.00 6.25 7.00 6.50,,6.75,6.25 7.00 6.75,6.82
Interpretation / Timing,1.00 7.50 7.00 6.75 6.50 6.75 6.50 7.00 6.75,,6.75,5.75 7.25 6.75,6.86
Judges Total Program Component Score (factored),,,,,25.96
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
8 Meryl DAVIS / Charlie WHITE,USA  55.82  31.16,,,24.66,0.00
"# Executed Base",GOE The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 CoSp4  4.70,0.50 1 1 0 2 1 1 1 2,,2,1 1 1,5.20
2 NtMiTw4  3.30,0.71 1 2 1 2 1 1 2 2,,2,2 1 2,4.01
3 NtMiSt4  4.30,0.43 1 1 1 2 0 1 0 2,,0,2 1 1,4.73
4 SlLi4  4.00,0.43 1 0 1 1 1 1 0 0,,0,1 1 1,4.43
5 DiSt4  7.00,1.00 1 1 1 1 0 1 1 1,,1,1 1 1,8.00
6 RoLi4  4.00,0.79 1 1 2 2 2 2 1 1,,1,1 2 1,4.79
27.30,,,,,31.16
Program Components,Factor,,,,
Skating Skills,0.80 7.25 6.50 6.50 6.50 5.75 6.00 6.50 6.75,,6.75,6.00 6.75 7.00,6.54
Linking Footwork / Movement,0.80 7.00 6.25 6.25 6.25 5.50 5.75 6.25 6.50,,6.50,5.75 6.75 6.75,6.32
Performance,0.60 7.00 6.25 6.25 6.50 6.00 6.00 6.25 7.00,,6.75,6.25 7.00 7.00,6.46
Choreography,0.60 7.00 6.25 6.25 6.75 5.75 6.25 6.50 6.50,,6.50,6.00 6.75 7.00,6.54
Interpretation / Timing,1.00 7.25 6.25 6.25 6.75 5.50 6.25 6.25 6.75,,6.75,6.00 7.00 7.25,6.57
Judges Total Program Component Score (factored),,,,,24.66
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
9 Federica FAIELLA / Massimo SCALI,ITA  53.32  27.81,,,25.51,0.00
"# Executed Base",GOE The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 NtMiTw2  2.50,-0.50 -1 -1 -1 -1 -1 -2 -1 -2,,-1,-1 -1 -1,2.00
2 NtMiSt4  4.30,0.29 0 1 1 1 0 0 1 1,,1,1 0 1,4.59
3 CuLi4  4.00,0.43 1 0 1 1 2 1 1 1,,1,1 0 1,4.43
4 CoSp3  4.00,0.36 1 1 0 0 1 1 1 1,,0,0 1 0,4.36
5 RoLi4  4.00,0.57 1 1 2 1 2 1 0 1,,0,1 1 1,4.57
6 DiSt4  7.00,0.86 1 1 1 1 1 1 0 1,,1,1 0 1,7.86
25.80,,,,,27.81
Program Components,Factor,,,,
Skating Skills,0.80 7.00 6.75 6.75 6.50 7.00 6.50 6.75 6.75,,7.00,6.75 6.50 6.75,6.71
Linking Footwork / Movement,0.80 6.75 6.25 6.50 6.50 6.75 6.25 6.75 6.25,,6.75,6.50 6.00 6.75,6.54
Performance,0.60 7.00 6.50 6.50 6.50 6.75 6.25 7.00 6.50,,7.00,6.25 6.25 7.00,6.64
Choreography,0.60 7.00 6.50 6.75 6.75 7.00 6.50 7.25 6.50,,7.00,6.25 6.00 7.00,6.79
Interpretation / Timing,1.00 7.00 6.50 7.00 7.00 6.75 6.75 7.25 6.75,,7.25,6.50 6.25 7.00,6.86
Judges Total Program Component Score (factored),,,,,25.51
Deductions:,,,,,0.00
ICE DANCING ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,,,
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
10 Melissa GREGORY / Denis PETUKHOV,USA  53.15  29.45,,,23.70,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 NtMiTw4  3.30 -0.07,0 -1 0 -1 0 1 0 1,,1,0 0 0,3.23
2 NtMiSt4  4.30  0.43,0 0 1 1 1 1 1 1,,0,1 1 1,4.73
3 SlLi4  4.00  0.50,1 1 1 1 1 1 1 0,,1,0 1 1,4.50
4 Sp4  4.70  0.43,1 1 0 1 0 1 1 2,,1,1 1 1,5.13
5 DiSt4  7.00  0.57,1 0 0 1 1 1 0 1,,1,1 0 1,7.57
6 RoLi4  4.00  0.29,0 1 1 1 1 0 1 0,,0,0 0 0,4.29
27.30,,,,,29.45
Program Components Factor,,,,,
Skating Skills  0.80,6.25 6.25 6.00 6.25 6.50 6.50 6.50 6.25,,6.00,6.00 6.50 6.75,6.39
Linking Footwork / Movement  0.80,5.75 6.00 5.75 5.75 6.25 6.25 6.00 6.00,,5.75,5.75 6.00 6.50,6.00
Performance  0.60,6.00 6.25 5.75 6.00 7.00 6.25 6.25 6.25,,6.00,6.25 6.25 6.75,6.25
Choreography  0.60,6.25 6.25 5.75 6.00 6.75 6.50 6.50 6.00,,6.00,6.25 6.00 6.75,6.32
Interpretation / Timing  1.00,6.00 6.50 5.50 6.00 6.50 6.25 6.25 6.50,,6.00,6.25 6.25 7.00,6.25
Judges Total Program Component Score (factored),,,,,23.70
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
11 Sinead KERR / John KERR,GBR  51.51  28.72,,,24.79,2.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 DiSt3  6.20  0.43,1 1 0 2 0 1 0 1,,1,1 0 0,6.63
2 SlLi4  4.00  0.57,1 1 1 1 2 2 1 1,,1,1 1 1,4.57
3 RoLi4  4.00  0.50,1 1 1 1 1 1 1 0,,1,1 1 1,4.50
4 Sp4  4.70  0.43,1 1 0 1 2 1 1 1,,1,0 0 1,5.13
5 NtMiTw4  3.30 -0.14,0 -1 0 0 0 0 -1 1,,-1,-1 0 -1,3.16
6 NtMiSt4  4.30  0.43,1 0 1 1 1 1 1 1,,1,0 0 1,4.73
26.50,,,,,28.72
Program Components Factor,,,,,
Skating Skills  0.80,7.00 6.50 6.50 6.50 6.50 6.25 6.75 6.75,,7.00,6.50 6.75 6.25,6.54
Linking Footwork / Movement  0.80,6.75 6.25 6.75 6.25 6.25 6.00 6.50 6.50,,7.00,6.25 6.25 6.50,6.39
Performance  0.60,7.00 6.50 6.50 6.75 6.50 6.25 6.50 6.75,,6.75,6.25 6.75 6.50,6.57
Choreography  0.60,7.25 6.25 6.75 6.50 6.75 6.25 6.75 6.50,,7.00,6.25 6.50 6.50,6.57
Interpretation / Timing  1.00,7.00 6.50 6.50 6.50 6.50 6.50 6.75 6.75,,7.00,6.50 6.50 6.75,6.57
Judges Total Program Component Score (factored),,,,,24.79
Deductions: Illegal element:,-2.00,,,,-2.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
12 Alexandra ZARETSKI / Roman ZARETSKI,ISR  49.11  28.66,,,20.45,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 DiSt4  7.00  0.43,0 0 1 1 0 0 1 0,,1,1 1 0,7.43
2 SlLi4  4.00  0.43,1 1 1 1 1 0 1 0,,0,0 0 1,4.43
3 CoSp4  4.70  0.14,0 0 0 1 1 0 0 1,,1,0 1 0,4.84
4 NtMiTw4  3.30  0.00,0 0 0 0 0 0 1 1,,0,0 0 0,3.30
5 NtMiSt4  4.30  0.07,0 0 1 1 0 0 0 0,,0,0 0 0,4.37
6 RoLi4  4.00  0.29,1 1 1 0 0 0 0 0,,1,0 1 1,4.29
27.30,,,,,28.66
Program Components Factor,,,,,
Skating Skills  0.80,5.50 5.25 5.25 5.50 5.25 5.25 5.75 5.75,,6.25,5.75 5.75 5.75,5.46
Linking Footwork / Movement  0.80,5.25 5.00 5.50 5.25 5.00 5.00 5.50 5.25,,6.00,5.50 5.25 5.75,5.25
Performance  0.60,5.50 5.25 5.25 5.25 5.50 5.25 5.75 5.50,,6.25,5.50 5.50 6.00,5.43
Choreography  0.60,5.50 5.25 5.25 5.50 5.50 5.00 5.50 5.50,,6.25,5.50 5.25 5.75,5.39
Interpretation / Timing  1.00,5.50 5.00 5.25 5.25 5.25 5.25 5.75 5.75,,6.25,5.75 5.50 6.00,5.39
Judges Total Program Component Score (factored),,,,,20.45
Deductions:,,,,,0.00
ICE DANCING ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,,,
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
13 Nathalie PECHALAT / Fabian BOURZAT,FRA  49.10  28.94,,,21.16,1.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 Sp4  4.70  0.50,1 1 1 1 1 1 1 1,,1,1 1 1,5.20
2 NtMiTw4  3.30  0.00,0 0 0 0 -1 0 1 1,,0,0 0 0,3.30
3 NtMiSt3  3.80  0.07,0 0 0 1 -1 0 0 1,,0,0 0 1,3.87
4 SlLi4  4.00  0.50,1 1 1 1 2 1 1 0,,1,1 1 1,4.50
5 DiSt4  7.00  0.57,0 1 1 1 0 1 1 1,,1,0 0 0,7.57
6 RoLi4  4.00  0.50,1 1 2 1 1 1 1 0,,1,1 1 1,4.50
26.80,,,,,28.94
Program Components Factor,,,,,
Skating Skills  0.80,5.50 5.75 5.25 5.75 5.50 5.50 5.50 6.00,,6.75,5.75 5.75 6.00,5.61
Linking Footwork / Movement  0.80,5.25 5.50 5.50 5.50 5.25 5.50 5.25 5.50,,6.50,5.50 5.25 5.75,5.39
Performance  0.60,5.75 5.50 5.25 5.50 5.75 5.75 5.50 5.75,,6.50,5.50 5.50 6.00,5.61
Choreography  0.60,5.75 5.50 5.25 5.75 5.75 5.75 5.75 5.75,,6.75,5.75 5.25 6.00,5.64
Interpretation / Timing  1.00,5.50 5.75 5.25 5.50 5.50 5.75 5.75 6.00,,6.75,6.00 5.50 6.25,5.61
Judges Total Program Component Score (factored),,,,,21.16
Deductions: Extended lifts:,-1.00,,,,-1.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
14 Kristin FRASER / Igor LUKANIN,AZE  48.13  27.22,,,20.91,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 NtMiTw4  3.30 -0.14,0 -1 -1 0 -1 0 0 1,,-1,0 0 0,3.16
2 NtMiSt3  3.80  0.00,0 0 0 0 0 0 0 0,,-1,0 0 0,3.80
3 Sp4  4.70  0.43,1 1 1 1 0 0 1 1,,1,0 1 1,5.13
4 SlLi4  4.00  0.50,1 1 1 1 1 0 1 0,,1,1 1 1,4.50
5 DiSt3  6.20  0.00,0 0 0 0 0 0 0 0,,0,-1 0 0,6.20
6 RoLi4  4.00  0.43,1 1 1 1 0 1 1 0,,1,0 1 0,4.43
26.00,,,,,27.22
Program Components Factor,,,,,
Skating Skills  0.80,6.00 5.50 5.00 5.75 5.25 5.50 5.50 5.25,,5.75,5.50 5.75 6.00,5.61
Linking Footwork / Movement  0.80,5.75 5.25 5.00 5.50 5.00 5.25 5.25 4.75,,5.50,5.25 5.50 5.50,5.32
Performance  0.60,6.00 5.50 4.75 5.50 5.00 5.50 5.50 5.00,,5.25,5.00 5.50 5.75,5.46
Choreography  0.60,5.75 5.50 5.00 5.75 5.00 5.50 5.75 4.75,,5.50,5.50 5.75 5.75,5.57
Interpretation / Timing  1.00,5.75 5.75 4.75 5.75 4.75 5.25 5.50 5.25,,5.50,5.25 6.00 6.00,5.54
Judges Total Program Component Score (factored),,,,,20.91
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
15 Anna ZADOROZHNIUK / Sergei VERBILLO,UKR  47.84  27.15,,,20.69,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 Sp4  4.70  0.36,0 0 0 1 1 1 1 1,,1,1 1 1,5.06
2 NtMiTw4  3.30  0.00,1 0 0 0 0 -1 0 -1,,0,0 0 0,3.30
3 NtMiSt3  3.80  0.00,0 0 0 0 0 0 0 0,,0,1 0 1,3.80
4 SlLi4  4.00  0.50,1 1 1 1 1 1 1 0,,1,0 1 1,4.50
5 DiSt3  6.20  0.00,1 0 0 0 0 0 0 1,,0,0 0 0,6.20
6 RoLi4  4.00  0.29,0 1 1 1 1 0 1 0,,-1,0 0 0,4.29
26.00,,,,,27.15
Program Components Factor,,,,,
Skating Skills  0.80,5.75 5.25 5.25 5.50 5.50 5.25 5.50 5.00,,5.50,5.25 5.50 6.00,5.46
Linking Footwork / Movement  0.80,5.50 5.00 5.00 5.25 5.25 5.00 5.50 4.75,,5.25,5.00 5.25 5.75,5.25
Performance  0.60,5.75 5.25 5.00 5.50 5.75 5.00 5.75 4.50,,5.25,5.00 5.50 6.25,5.50
Choreography  0.60,5.75 5.25 5.25 5.50 5.50 5.25 5.75 4.75,,5.50,5.25 5.75 6.00,5.54
Interpretation / Timing  1.00,5.75 5.25 5.00 5.75 5.25 5.25 5.75 4.75,,5.50,5.00 5.50 6.25,5.50
Judges Total Program Component Score (factored),,,,,20.69
Deductions:,,,,,0.00
ICE DANCING ORIGINAL DANCE,JUDGES DETAILS PER SKATER,,,,
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
16 Anna CAPPELLINI / Luca LANOTTE,ITA  47.60  26.43,,,22.17,1.00
"# Executed Base",GOE The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 NtMiTw4  3.30,0.14 1 0 0 0 0 0 1 2,,1,1 0 1,3.44
2 NtMiSt4  4.30,-0.71 -1 -2 -1 -2 -1 -2 -1 1,,-2,-1 -2 -1,3.59
3 SlLi4  4.00,0.43 1 1 2 0 2 0 1 0,,0,0 0 1,4.43
4 Sp4  4.70,-0.43 0 -1 -1 -1 -1 -1 0 0,,-1,-1 -1 -1,4.27
5 DiSt3  6.20,0.14 1 0 0 0 0 0 1 1,,-1,0 0 0,6.34
6 RoLi4  4.00,0.36 0 1 1 1 1 0 1 0,,0,0 0 1,4.36
26.50,,,,,26.43
Program Components,Factor,,,,
Skating Skills,0.80 6.25 6.25 5.25 5.25 6.00 5.25 5.75 6.00,,5.75,6.00 6.00 6.25,5.82
Linking Footwork / Movement,0.80 5.75 6.00 5.75 5.25 5.75 5.00 5.50 5.50,,5.50,5.50 5.50 6.25,5.64
Performance,0.60 6.00 5.75 5.50 5.50 6.50 5.00 5.50 5.75,,5.50,5.25 5.75 6.50,5.79
Choreography,0.60 6.00 6.00 6.00 5.50 6.50 5.25 6.00 6.00,,5.75,5.75 6.00 6.75,6.00
Interpretation / Timing,1.00 6.00 6.25 6.00 5.50 6.00 5.25 6.00 6.00,,5.50,6.00 5.75 6.75,5.93
Judges Total Program Component Score (factored),,,,,22.17
Deductions: Falls:,-1.00,,,,-1.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
17 Nozomi WATANABE / Akiyuki KIDO,JPN  47.27  26.28,,,20.99,0.00
"# Executed Base",GOE The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 DiSt2  5.40,0.14 0 0 0 1 0 1 0 0,,0,0 0 -1,5.54
2 NtMiTw4  3.30,-0.21 -1 -1 -1 0 0 0 0 1,,0,-1 1 -1,3.09
3 NtMiSt3  3.80,0.14 0 0 0 1 0 1 1 0,,0,1 0 0,3.94
4 SlLi4  4.00,0.29 1 1 1 0 1 0 1 0,,0,0 0 0,4.29
