PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
3 3LoTh  5.00  1.29,2 2 1 -,3 1 2 1,,2,2 2 3,6.29
4 SpSq4  3.40  1.00,1 1 2 -,1 1 1 1,,1,1 1 1,4.40
5 FCCoSp3  3.00  0.07,0 0 1 -,1 0 0 0,,-1,0 -1 0,3.07
6 4Li4  4.00  0.30,1 1 1 -,2 1 1 2,,0,1 1 0,4.30
7 BoDs4  4.50  0.40,1 1 1 -,0 0 1 1,,0,0 0 0,4.90
8 PCoSp3  4.00  0.14,0 0 2 -,1 0 0 1,,0,1 0 0,4.14
32.90,,,,,,37.30
Program Components Factor,,,,,,
Skating Skills  0.80,7.25 7.50 7.75 -,7.50 7.50 7.50 8.00,,7.25,7.50 7.75 7.25,7.46
Transition / Linking Footwork  0.80,7.25 7.25 7.00 -,6.25 7.25 7.25 7.75,,7.00,7.00 7.25 7.25,7.18
Performance / Execution  0.80,7.50 7.25 7.50 -,7.00 7.50 7.75 7.75,,7.50,7.50 7.50 7.00,7.43
Choreography / Composition  0.80,7.25 7.50 7.25 -,7.25 7.50 7.50 8.00,,7.25,7.00 7.75 7.25,7.36
Interpretation  0.80,7.50 7.25 7.75 -,7.00 7.50 7.50 7.75,,7.25,7.50 7.50 7.00,7.39
Judges Total Program Component Score (factored),,,,,,29.45
Deductions:,,,,,,0.00
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,,,Total,Total
"",NOC,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,Score Score,,,Score (factored),
"",,= +,,,+,-
4 Yuko KAWAGUCHI / Alexander SMIRNOV,RUS,62.07  35.02,,,27.05,0.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3T  4.00  1.14,2 2 1 -,1 1 1 1,,1,1 1 1,5.14
2 3LzTw1  4.50 -0.30,-1 0 -1 -,-1 0 1 -1,,0,-1 -1 0,4.20
3 3LoTh  5.00  0.70,1 1 1 -,2 1 1 0,,1,0 0 1,5.70
4 4Li4  4.00  0.30,1 1 1 -,1 1 1 1,,1,1 0 0,4.30
5 FCCoSp4  3.50  0.14,0 0 0 -,1 0 1 0,,1,1 0 0,3.64
6 SpSq4  3.40  0.57,1 0 1 -,0 0 1 1,,1,0 1 0,3.97
7 BoDs2  3.50  0.00,0 0 0 -,0 0 0 1,,0,0 0 -1,3.50
8 PCoSp4  4.50  0.07,1 0 0 -,0 0 0 0,,0,1 0 1,4.57
32.40,,,,,,35.02
Program Components Factor,,,,,,
Skating Skills  0.80,7.25 6.50 6.75 -,6.75 7.50 7.25 6.75,,7.25,7.50 6.75 6.75,6.96
Transition / Linking Footwork  0.80,6.75 6.25 6.00 -,6.00 7.25 6.50 6.50,,6.75,7.00 6.25 6.50,6.46
Performance / Execution  0.80,7.25 6.25 6.75 -,6.75 7.25 7.25 6.75,,7.00,7.50 7.00 6.75,6.93
Choreography / Composition  0.80,6.75 6.25 6.50 -,6.25 7.25 7.25 6.50,,7.00,7.25 6.75 6.50,6.68
Interpretation  0.80,7.00 6.25 6.25 -,6.00 7.25 7.25 6.75,,7.25,7.25 6.50 6.75,6.79
Judges Total Program Component Score (factored),,,,,,27.05
Deductions:,,,,,,0.00
"",,Total Total,,,Total,Total
"",NOC,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,Score Score,,,Score (factored),
"",,= +,,,+,-
5 Valerie MARCOUX / Craig BUNTIN,CAN,60.73  34.66,,,26.07,0.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3T  4.00  1.00,1 1 1 -,0 1 1 1,,1,1 0 1,5.00
2 2FTw4  4.50  0.07,0 0 1 -,2 0 0 -1,,0,0 0 0,4.57
3 SpSq4  3.40  0.29,1 1 0 -,1 0 0 0,,0,0 0 0,3.69
4 FCCoSp4  3.50  0.07,0 0 0 -,1 0 1 0,,-1,0 1 0,3.57
5 PCoSp4  4.50  0.00,0 0 0 -,0 0 -1 0,,0,-1 0 0,4.50
6 4Li4  4.00  0.13,1 0 1 -,1 0 0 0,,1,1 0 0,4.13
7 3LoTh  5.00  0.50,1 1 1 -,2 1 0 1,,0,0 1 0,5.50
8 BoDs2  3.50  0.20,0 1 1 -,0 0 0 1,,0,1 1 0,3.70
32.40,,,,,,34.66
Program Components Factor,,,,,,
Skating Skills  0.80,6.25 6.50 6.50 -,6.75 6.25 6.75 6.75,,6.75,7.00 6.75 7.00,6.61
Transition / Linking Footwork  0.80,5.75 6.25 6.00 -,6.25 6.00 6.50 6.50,,6.25,6.50 6.25 6.75,6.25
Performance / Execution  0.80,6.00 6.25 6.75 -,6.50 6.50 6.50 6.75,,6.25,6.75 7.00 6.75,6.50
Choreography / Composition  0.80,6.50 6.50 6.50 -,7.00 6.25 6.50 6.75,,6.50,7.00 6.75 7.00,6.61
Interpretation  0.80,6.00 6.50 6.75 -,6.75 6.25 6.75 6.75,,6.50,6.50 7.00 7.00,6.61
Judges Total Program Component Score (factored),,,,,,26.07
Deductions:,,,,,,0.00
"",,Total Total,,,Total,Total
"",NOC,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,Score Score,,,Score (factored),
"",,= +,,,+,-
6 Rena INOUE / John BALDWIN,USA,59.50  34.65,,,25.85,1.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 2A  3.30  0.00,0 0 0 -,0 0 1 0,,0,0 0 0,3.30
2 3ATh  7.50 -2.00,-3 -3 -3 -,-3 -3 -3 -3,,-3,-2 -3 -3,5.50
3 SpSq4  3.40  0.71,1 1 1 -,0 0 1 1,,0,0 1 1,4.11
4 2LzTw4  4.50  0.07,1 0 0 -,1 0 0 -1,,0,0 0 0,4.57
5 CCoSp4  3.50  0.50,1 1 1 -,2 1 1 1,,1,2 1 0,4.00
6 4Li4  4.00  0.17,1 1 0 -,1 0 1 1,,0,1 0 0,4.17
7 BoDs4  4.50  0.00,0 1 0 -,0 0 0 0,,0,0 -1 0,4.50
8 PCoSp4  4.50  0.00,0 0 1 -,0 0 0 0,,0,0 0 0,4.50
35.20,,,,,,34.65
Program Components Factor,,,,,,
Skating Skills  0.80,7.25 6.50 6.50 -,6.75 6.50 7.25 6.75,,6.50,7.25 6.50 6.50,6.68
Transition / Linking Footwork  0.80,7.00 6.25 6.00 -,5.25 6.25 6.50 6.25,,6.25,7.00 6.00 6.25,6.25
Performance / Execution  0.80,6.75 6.25 6.50 -,7.00 6.25 6.75 6.50,,6.25,7.25 6.25 6.50,6.50
Choreography / Composition  0.80,6.50 6.25 6.25 -,6.50 6.25 7.00 6.50,,6.50,7.00 6.50 6.50,6.43
Interpretation  0.80,7.00 6.25 6.00 -,5.75 6.25 7.00 6.75,,6.50,7.00 6.25 6.50,6.46
Judges Total Program Component Score (factored),,,,,,25.85
Deductions: Falls:,-1.00,,,,,-1.00
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,,,Total,Total
"",NOC,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,Score Score,,,Score (factored),
"",,= +,,,+,-
7 Jessica DUBE / Bryce DAVISON,CAN,58.94  34.46,,,24.48,0.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3S  4.50  0.00,0 0 0 -,0 0 0 -1,,0,-1 -1 1,4.50
2 2FTw3  4.00  0.07,0 0 0 -,1 0 0 0,,1,1 0 0,4.07
3 4Li4  4.00  0.17,1 1 0 -,0 1 1 1,,0,1 1 0,4.17
4 SpSq4  3.40  0.14,0 0 0 -,1 0 0 0,,0,0 0 1,3.54
5 BoDs4  4.50  0.00,0 0 0 -,0 0 0 0,,0,0 -1 0,4.50
6 3LoTh  5.00  0.30,1 0 0 -,1 1 1 0,,0,0 -1 0,5.30
7 FCCoSp4  3.50  0.24,1 1 2 -,1 0 1 -1,,-1,1 -1 0,3.74
8 PCoSp4  4.50  0.14,0 1 1 -,1 0 -1 0,,0,-1 -1 0,4.64
33.40,,,,,,34.46
Program Components Factor,,,,,,
Skating Skills  0.80,5.75 6.25 6.50 -,6.50 6.25 6.50 5.50,,6.25,6.00 6.50 6.25,6.25
Transition / Linking Footwork  0.80,6.25 6.00 6.00 -,5.75 6.00 6.00 5.00,,5.50,5.75 6.00 6.00,5.89
Performance / Execution  0.80,6.25 6.25 6.25 -,6.00 6.00 6.25 5.25,,5.75,6.00 6.50 6.25,6.11
Choreography / Composition  0.80,6.00 6.25 6.50 -,6.25 6.00 6.50 5.50,,6.00,5.75 6.75 6.25,6.18
Interpretation  0.80,6.00 6.25 6.50 -,6.00 6.25 6.25 5.50,,6.00,5.75 7.00 6.50,6.18
Judges Total Program Component Score (factored),,,,,,24.48
Deductions:,,,,,,0.00
"",,Total Total,,,Total,Total
"",NOC,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,Score Score,,,Score (factored),
"",,= +,,,+,-
8 Tatiana VOLOSOZHAR / Stanislav MOROZOV,UKR,57.62  32.28,,,25.34,0.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3T  4.00 -2.00,-1 -2 -2 -,-2 -2 -2 -2,,-2,-2 -2 -2,2.00
2 3LzTw1  4.50  1.20,2 2 2 -,2 2 2 1,,1,2 1 1,5.70
3 3LoTh  5.00  0.80,1 1 1 -,2 1 2 1,,1,1 0 1,5.80
4 4Li4  4.00  0.26,1 1 1 -,1 1 1 1,,0,1 1 0,4.26
5 SpSq4  3.40  0.14,1 0 1 -,0 0 0 0,,0,0 0 0,3.54
6 BoDs1  3.00 -0.30,-1 -1 0 -,0 0 0 0,,-1,-1 -1 -1,2.70
7 FCCoSp4  3.50  0.21,1 0 -1 -,0 0 1 1,,0,-1 -1 1,3.71
8 PCoSp4  4.50  0.07,0 0 0 -,1 0 0 0,,1,0 0 0,4.57
31.90,,,,,,32.28
Program Components Factor,,,,,,
Skating Skills  0.80,6.50 6.25 6.50 -,6.25 6.25 6.75 6.50,,6.50,6.25 5.50 7.25,6.46
Transition / Linking Footwork  0.80,6.50 6.00 6.00 -,5.50 6.00 6.25 6.00,,6.25,5.75 5.00 7.00,6.14
Performance / Execution  0.80,6.25 6.25 6.75 -,6.50 6.25 6.50 6.50,,6.25,6.50 5.25 7.25,6.43
Choreography / Composition  0.80,6.00 6.25 6.75 -,6.00 6.00 6.50 6.50,,6.50,6.00 5.75 7.25,6.36
Interpretation  0.80,6.00 6.00 6.50 -,5.75 6.00 6.75 6.50,,6.25,6.25 5.25 7.25,6.29
Judges Total Program Component Score (factored),,,,,,25.34
Deductions:,,,,,,0.00
"",,Total Total,,,Total,Total
"",NOC,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,Score Score,,,Score (factored),
"",,= +,,,+,-
9 Dorota SIUDEK / Mariusz SIUDEK,POL,57.23  31.77,,,25.46,0.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3LoTh  5.00  1.09,2 2 1 -,3 1 1 1,,1,2 1 3,6.09
2 3T  4.00 -2.00,-2 -2 -2 -,-2 -2 -2 -3,,-2,-2 -2 -2,2.00
3 FCCoSp3  3.00 -0.09,0 0 0 -,-1 0 0 -1,,-1,-1 -1 0,2.91
4 3LzTw2  5.00 -0.10,0 1 0 -,-1 0 0 0,,-1,-1 -1 0,4.90
5 PCoSp4  4.50  0.00,0 0 -1 -,0 0 0 0,,0,-1 0 0,4.50
6 SpSq4  3.40  0.00,0 0 0 -,0 0 0 0,,0,0 0 0,3.40
7 4Li4  4.00  0.17,1 1 0 -,1 0 1 0,,1,1 1 0,4.17
8 BoDs3  4.00 -0.20,0 0 -1 -,0 0 -1 0,,0,-1 -1 -1,3.80
32.90,,,,,,31.77
Program Components Factor,,,,,,
Skating Skills  0.80,6.25 6.75 6.50 -,6.75 6.75 6.25 6.75,,6.50,5.75 6.75 6.75,6.61
Transition / Linking Footwork  0.80,5.75 6.50 5.75 -,5.75 6.50 6.25 6.25,,6.25,5.75 6.25 6.50,6.18
Performance / Execution  0.80,6.00 6.50 6.00 -,6.00 6.50 6.00 6.25,,6.25,6.00 6.50 6.50,6.21
Choreography / Composition  0.80,5.75 6.50 6.00 -,6.25 6.50 6.25 6.50,,6.50,6.25 6.50 6.75,6.36
Interpretation  0.80,6.25 6.50 6.50 -,5.75 6.50 6.50 6.50,,6.50,5.75 6.25 6.50,6.46
Judges Total Program Component Score (factored),,,,,,25.46
Deductions:,,,,,,0.00
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,,,Total,Total
"",NOC,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,Score Score,,,Score (factored),
"",,= +,,,+,-
10 Dan ZHANG / Hao ZHANG,CHN,57.00  31.37,,,27.63,2.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3LzTw3  5.50  1.10,2 2 2 -,2 1 2 1,,1,1 1 1,6.60
2 3LoTh  5.00  0.80,2 2 1 -,1 1 1 0,,1,1 2 1,5.80
3 3S  4.50  0.00,0 0 0 -,0 0 0 0,,-1,0 -1 0,4.50
4 4Li  0.00  0.00,- - - -,- - - -,,-,- - -,0.00
5 BoDs1  3.00  0.20,0 0 1 -,0 0 1 1,,0,0 0 0,3.20
6 FCCoSp4  3.50 -0.13,-1 -1 1 -,0 -1 0 0,,-1,0 -1 0,3.37
7 SpSq4  3.40  0.29,1 0 1 -,0 1 0 0,,0,1 1 0,3.69
8 PCoSp3  4.00  0.21,1 1 2 -,0 1 0 0,,0,0 0 0,4.21
28.90,,,,,,31.37
Program Components Factor,,,,,,
Skating Skills  0.80,7.25 7.25 7.50 -,7.25 7.25 7.25 6.50,,6.75,6.75 7.75 7.50,7.21
Transition / Linking Footwork  0.80,7.25 7.00 6.75 -,5.25 6.75 6.75 6.00,,6.50,5.75 7.00 7.25,6.71
Performance / Execution  0.80,7.25 7.00 6.75 -,6.50 7.25 7.00 6.25,,6.25,6.50 7.50 7.25,6.86
Choreography / Composition  0.80,7.00 7.00 7.50 -,6.75 7.00 7.00 6.00,,6.50,6.00 7.75 7.50,6.96
Interpretation  0.80,6.75 6.75 7.00 -,6.50 7.00 7.00 6.25,,6.50,6.25 7.25 7.50,6.79
Judges Total Program Component Score (factored),,,,,,27.63
Deductions: Illegal element:,-2.00,,,,,-2.00
"",,Total Total,,,Total,Total
"",NOC,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,Score Score,,,Score (factored),
"",,= +,,,+,-
11 Maria PETROVA / Alexei TIKHONOV,RUS,56.36  27.94,,,28.42,0.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3LzTw1  4.50  0.00,-2 0 0 -,0 0 1 0,,0,0 -1 0,4.50
2 3T  4.00 -1.14,-2 -2 -1 -,0 0 0 -2,,-1,0 -2 -2,2.86
3 3LoTh  5.00 -1.20,-1 -2 -2 -,-1 -1 -2 -2,,-2,-2 -2 -2,3.80
4 FCCoSp3  3.00  0.14,0 0 1 -,1 0 0 0,,1,1 0 0,3.14
5 SpSq4  3.40  0.14,0 0 1 -,0 0 0 1,,0,0 -1 0,3.54
6 4Li4  4.00 -0.30,-1 -1 -1 -,-1 -1 -1 -1,,-1,-1 -2 -1,3.70
7 BoDs1  3.00  0.40,0 1 1 -,1 0 0 1,,1,1 0 -1,3.40
8 PCoSp1  3.00  0.00,0 0 0 -,1 0 0 0,,0,0 -1 0,3.00
29.90,,,,,,27.94
Program Components Factor,,,,,,
Skating Skills  0.80,6.25 7.25 7.75 -,7.25 7.00 7.00 8.00,,7.50,7.00 7.00 7.50,7.32
Transition / Linking Footwork  0.80,5.25 7.00 7.25 -,6.25 6.75 6.50 7.75,,7.25,6.75 6.00 7.50,6.93
Performance / Execution  0.80,5.50 7.00 7.50 -,6.75 7.00 6.00 7.50,,7.25,6.75 6.50 7.25,6.96
Choreography / Composition  0.80,5.75 7.00 7.50 -,7.00 7.00 6.75 7.75,,7.50,7.00 6.75 7.50,7.18
Interpretation  0.80,5.75 7.00 7.50 -,6.75 7.00 6.75 7.75,,7.25,7.25 6.50 7.75,7.14
Judges Total Program Component Score (factored),,,,,,28.42
Deductions:,,,,,,0.00
"",,Total Total,,,Total,Total
"",NOC,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,Score Score,,,Score (factored),
"",,= +,,,+,-
12 Maria MUKHORTOVA / Maxim TRANKOV,RUS,56.14  31.69,,,24.45,0.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3T  4.00 -0.29,0 1 0 -,-2 0 0 0,,-1,0 -1 -1,3.71
2 2LzTw3  4.00  0.29,1 0 0 -,1 0 1 -1,,1,0 0 1,4.29
3 3LoTh  5.00  0.00,0 0 0 -,1 0 0 0,,0,0 0 0,5.00
4 SpSq4  3.40  0.29,0 0 1 -,1 1 0 0,,0,1 0 0,3.69
5 FCCoSp4  3.50  0.14,0 0 1 -,1 0 0 0,,1,0 -1 0,3.64
6 4Li4  4.00  0.09,0 1 -1 -,1 0 0 1,,0,0 0 0,4.09
7 BoDs1  3.00  0.20,0 1 1 -,1 0 0 0,,0,0 0 -1,3.20
8 PCoSp3  4.00  0.07,0 1 0 -,1 0 0 0,,0,0 -1 0,4.07
30.90,,,,,,31.69
Program Components Factor,,,,,,
Skating Skills  0.80,6.25 6.50 6.00 -,6.00 6.25 6.25 6.25,,6.75,6.00 6.25 6.50,6.29
Transition / Linking Footwork  0.80,6.00 6.25 5.75 -,4.75 6.00 5.50 6.00,,6.25,5.75 5.75 6.25,5.96
Performance / Execution  0.80,5.50 6.50 6.25 -,6.25 6.25 5.75 6.25,,6.25,6.25 6.00 6.00,6.14
Choreography / Composition  0.80,5.75 6.50 6.00 -,5.50 6.25 5.25 6.00,,6.50,6.00 6.00 6.25,6.04
Interpretation  0.80,5.75 6.50 6.00 -,5.75 6.00 5.00 6.50,,6.50,6.25 5.75 6.50,6.14
Judges Total Program Component Score (factored),,,,,,24.45
Deductions:,,,,,,0.00
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,,,Total,Total
"",NOC,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,Score Score,,,Score (factored),
"",,= +,,,+,-
13 Anabelle LANGLOIS / Cody HAY,CAN,55.96  32.90,,,23.06,0.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3T  4.00  0.29,0 1 0 -,1 0 0 0,,1,0 0 0,4.29
2 2LzTw3  4.00  0.14,1 0 1 -,0 0 1 0,,0,0 1 0,4.14
3 3FTh  5.50  0.70,1 2 1 -,2 1 1 1,,0,1 0 0,6.20
4 SpSq4  3.40  0.00,0 0 0 -,0 0 0 0,,0,0 0 0,3.40
5 FCCoSp3  3.00 -0.21,-1 -1 0 -,0 -1 -1 -2,,-1,-1 -1 0,2.79
6 4Li3  3.50 -0.09,0 -1 -1 -,0 0 0 0,,-1,-1 -1 0,3.41
7 BoDs4  4.50  0.10,0 1 0 -,1 0 0 0,,0,1 -1 0,4.60
8 PCoSp3  4.00  0.07,0 0 1 -,1 0 0 0,,0,0 0 0,4.07
31.90,,,,,,32.90
Program Components Factor,,,,,,
Skating Skills  0.80,5.00 6.25 6.25 -,6.25 6.00 6.00 5.25,,6.25,6.00 5.75 5.25,5.89
Transition / Linking Footwork  0.80,5.25 6.00 5.75 -,5.50 5.75 6.00 4.75,,5.75,5.50 5.75 5.00,5.57
Performance / Execution  0.80,4.75 6.00 6.00 -,6.50 6.00 6.25 5.00,,6.00,6.00 6.50 5.00,5.75
Choreography / Composition  0.80,5.00 6.00 6.00 -,6.25 5.75 6.50 5.25,,6.25,5.75 6.00 5.00,5.79
Interpretation  0.80,4.75 6.00 6.25 -,6.00 5.75 6.25 5.25,,6.00,5.75 6.25 5.50,5.82
Judges Total Program Component Score (factored),,,,,,23.06
Deductions:,,,,,,0.00
"",,Total Total,,,Total,Total
"",NOC,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,Score Score,,,Score (factored),
"",,= +,,,+,-
14 Brooke CASTILE / Benjamin OKOLSKI,USA,54.51  31.77,,,22.74,0.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 PCoSp4  4.50  0.14,1 1 0 -,0 0 0 1,,0,0 0 0,4.64
2 3LzTw1  4.50 -0.40,0 -1 -1 -,-1 -1 1 -1,,-1,-1 -1 1,4.10
3 3STh  4.50  0.70,2 1 0 -,2 0 1 0,,1,1 1 2,5.20
4 2A  3.30 -0.70,-1 -1 -1 -,-1 -1 -1 -1,,-1,-1 -1 0,2.60
5 CCoSp4  3.50 -0.26,-1 -1 -1 -,0 -1 -1 -2,,-1,-1 -1 0,3.24
6 SpSq4  3.40  0.00,0 0 0 -,0 0 0 0,,0,0 0 0,3.40
7 4Li4  4.00  0.09,1 0 0 -,1 0 1 0,,0,0 1 0,4.09
8 BoDs4  4.50  0.00,0 0 0 -,0 0 0 -1,,0,-1 -1 0,4.50
32.20,,,,,,31.77
Program Components Factor,,,,,,
Skating Skills  0.80,6.50 6.25 5.25 -,6.25 5.75 6.50 5.25,,5.75,5.25 6.25 5.75,5.93
Transition / Linking Footwork  0.80,5.25 6.00 5.00 -,5.00 5.25 6.00 5.00,,5.25,4.75 5.00 5.50,5.32
Performance / Execution  0.80,6.00 6.00 5.50 -,6.25 5.50 6.25 5.00,,5.50,5.00 6.00 5.50,5.75
Choreography / Composition  0.80,5.75 6.00 5.50 -,6.00 5.50 6.25 5.25,,5.75,5.00 6.00 5.50,5.71
Interpretation  0.80,6.00 6.00 5.50 -,5.75 5.50 6.50 5.25,,5.50,5.25 5.75 5.75,5.71
Judges Total Program Component Score (factored),,,,,,22.74
Deductions:,,,,,,0.00
"",,Total Total,,,Total,Total
"",NOC,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,Score Score,,,Score (factored),
"",,= +,,,+,-
15 Dominika PIATKOWSKA / Dmitri KHROMIN,POL,50.18  30.41,,,19.77,0.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3T  4.00  0.29,1 0 0 -,1 0 0 1,,0,0 0 0,4.29
2 2LzTw4  4.50  0.00,0 0 0 -,0 0 0 0,,1,0 0 0,4.50
3 3STh  4.50  0.00,0 0 0 -,1 0 0 0,,0,0 -1 0,4.50
4 4Li4  4.00  0.00,0 0 0 -,0 0 0 0,,0,-1 -1 0,4.00
5 SpSq4  3.40  0.00,0 0 0 -,0 0 -1 0,,0,0 -1 1,3.40
6 BoDs1  3.00 -0.20,0 1 0 -,0 0 -1 0,,-1,-1 -1 -1,2.80
7 FCCoSp3  3.00 -0.04,0 0 -1 -,-1 0 0 0,,0,-1 -1 0,2.96
8 PCoSp3  4.00 -0.04,0 0 0 -,0 0 -1 -1,,0,-1 -1 0,3.96
30.40,,,,,,30.41
Program Components Factor,,,,,,
Skating Skills  0.80,5.00 5.00 4.75 -,5.00 5.25 5.25 5.50,,5.00,5.00 5.00 5.00,5.07
