5 Beatrisa LIANG USA,,84.69  41.33  45.36,,2.00,,
"# Executed Base GOE",,The Judges Panel,,Scores,,
Elements Value,,(in random order),of Panel,,,
1 3Lz+2T e  7.30 -1.40 -1 -2 -2 -1,,-1 -2 -2 -1 -2 - - -,,5.90,,
2 3F  5.50  0.20 1 0 1 0,,0 0 Info 0 0 1 - - -,,5.70,,Info
3 3Lo  5.00  0.20 1 -1 1 0,,0 -1 0 0 1 - - -,,5.20,,
4 SSp4  2.50  0.00 0 0 0 0,,0 0 0 0 0 - - -,,2.50,,
5 SpSq4  3.40  1.20 1 1 2 2,,1 1 1 1 2 - - -,,4.60,,
6 2Lz e  1.90 -0.36 -1 -2 -1 -1,,-1 -2 -2 0 -2 - - -,,1.54,,
7 FSSp4  3.00  0.10 0 0 0 1,,1 0 0 0 1 - - -,,3.10,,
8 3F+SEQ  4.84 x -3.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3 - - -,,1.84,,
9 CCoSp4  3.50  0.50 1 1 1 1,,1 1 1 1 1 - - -,,4.00,,
10 3T  4.40 x -1.60 -1 -1 -2 -1,,-1 -2 -2 -2 -1 - - -,,2.80,,
11 SlSt2  2.30  0.50 2 -1 1 2,,1 0 1 0 1 - - -,,2.80,,
12 2A  3.85 x -2.50 -3 -3 -3 -3,,-3 -3 -3 -3 -3 - - -,,1.35,,
47.49,,,,41.33,,
Program Components Factor,,,,,,
Skating Skills  1.60 6.00 5.50 5.50 5.75,,6.00 5.75 6.25 5.75 6.25 - - -,,5.85,,
Transition / Linking Footwork  1.60 5.00 5.25 4.75 5.25,,6.00 5.25 5.50 5.50 5.75 - - -,,5.30,,
Performance / Execution  1.60 5.75 5.75 5.25 5.75,,6.00 5.50 5.75 5.50 6.00 - - -,,5.65,,
Choreography / Composition  1.60 6.00 5.50 5.00 6.00,,6.00 5.75 6.00 5.75 6.00 - - -,,5.90,,
Interpretation  1.60 5.50 6.00 5.25 6.00,,6.25 5.25 6.00 5.50 6.00 - - -,,5.65,,
Judges Total Program Component Score (factored),,,,45.36,,
Deductions: Falls: -2.00,,,,-2.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
"",,Total Total Total,Total,,,
NOC,,Segment Element Program  Component,Deductions,,,
Rank Name,,,,,,
Code,,Score Score Score (factored),,,,
"",,= + +,,-,,
6 Binshu XU CHN,,83.15  46.59  36.56,,0.00,,
"# Executed Base GOE",,The Judges Panel,,Scores,,
Elements Value,,(in random order),of Panel,,,
1 3Lz  6.00 -1.00 -1 -2 -2 -1,,-1 -1 0 -1 0 - - -,,5.00,,
2 2A+2T  4.80  0.00 0 0 0 0,,0 -1 0 0 0 - - -,,4.80,,
3 3Lo  5.00  0.20 0 -1 0 1,,0 0 1 0 1 - - -,,5.20,,
4 3S  4.50  0.00 0 0 0 0,,0 0 1 0 1 - - -,,4.50,,
5 FCSp2  2.30  0.20 -1 0 0 1,,0 1 1 0 0 - - -,,2.50,,
6 3F  5.50 -2.00 -2 -2 -2 -2,,-2 -2 -2 -1 -2 - - -,,3.50,,
7 SlSt2  2.30  0.00 0 0 0 0,,0 0 0 0 0 - - -,,2.30,,
8 LSp3  2.40  0.70 1 1 2 2,,1 2 1 0 2 - - -,,3.10,,
9 3T+1T  4.84 x -0.80 -1 0 -1 0,,-1 -1 0 -1 0 - - -,,4.04,,
10 SpSq4  3.40  0.60 1 1 1 1,,0 0 1 0 1 - - -,,4.00,,
11 2A  3.85 x  0.00 0 0 0 0,,0 0 1 0 0 - - -,,3.85,,
12 CCoSp4  3.50  0.30 2 -1 1 0,,1 0 1 -1 1 - - -,,3.80,,
48.39,,,,46.59,,
Program Components Factor,,,,,,
Skating Skills  1.60 5.00 5.00 5.00 5.00,,4.50 5.00 5.75 4.50 5.25 - - -,,4.90,,
Transition / Linking Footwork  1.60 4.00 4.75 4.00 4.25,,4.00 4.25 5.00 4.25 4.75 - - -,,4.15,,
Performance / Execution  1.60 4.50 5.00 4.25 5.00,,4.25 4.50 5.50 4.75 5.50 - - -,,4.60,,
Choreography / Composition  1.60 4.50 5.00 4.00 5.25,,4.50 4.75 5.25 4.50 5.25 - - -,,4.70,,
Interpretation  1.60 4.25 4.75 4.00 5.00,,4.25 4.50 5.25 4.50 5.25 - - -,,4.50,,
Judges Total Program Component Score (factored),,,,36.56,,
Deductions:,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
ISU GP Trophee Eric Bompard,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total Total,Total,,,
NOC,,Segment Element Program  Component,Deductions,,,
Rank Name,,,,,,
Code,,Score Score Score (factored),,,,
"",,= + +,,-,,
7 Elene GEDEVANISHVILI GEO,,80.30  41.74  40.56,,2.00,,
"# Executed Base GOE",,The Judges Panel,,Scores,,
Elements Value,,(in random order),of Panel,,,
1 3F+3T !  9.50 -1.20 -1 -2 -2 -1,,-1 0 -2 -1 -1 - - -,,8.30,,
2 1Lz  0.60 -0.12 -1 -2 -1 -1,,-3 -2Info -1 0 -1 - - -,,0.48,,Info
3 2A+2T+2T  6.10  0.40 1 1 1 0,,0 0 1 0 1 - - -,,6.50,,
4 CSSp4  3.00  0.30 1 -1 0 1,,1 0 1 0 0 - - -,,3.30,,
5 SpSq4  3.40  0.80 0 1 1 2,,0 1 1 1 2 - - -,,4.20,,
6 3Lz  6.60 x -3.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3 - - -,,3.60,,
7 3S  4.95 x  0.60 1 0 1 1,,0 1 0 0 1 - - -,,5.55,,
8 2T*+2T*+2T* *  0.00  0.00 - - - -,,- - - - - - - -,,0.00,,
9 2A  3.85 x -2.50 -3 -3 -3 -3,,-3 -2 -3 -3 -3 - - -,,1.35,,
10 FSSp3  2.60  0.00 0 1 0 0,,0 0 0 0 1 - - -,,2.60,,
11 SlSt2  2.30  0.30 1 0 1 2,,0 1 0 0 1 - - -,,2.60,,
12 CCoSp4  3.50 -0.24 -1 -1 -1 0,,0 -1 -1 -1 0 - - -,,3.26,,
46.40,,,,41.74,,
Program Components Factor,,,,,,
Skating Skills  1.60 5.25 5.25 4.75 5.50,,5.25 6.00 5.50 5.50 5.75 - - -,,5.40,,
Transition / Linking Footwork  1.60 4.00 4.75 3.75 4.00,,4.75 5.75 4.75 5.25 4.75 - - -,,4.55,,
Performance / Execution  1.60 4.50 5.25 5.00 5.25,,5.00 6.50 5.25 5.25 5.75 - - -,,5.15,,
Choreography / Composition  1.60 4.50 5.25 4.00 5.25,,5.25 6.50 5.25 5.50 5.50 - - -,,5.15,,
Interpretation  1.60 4.75 5.25 4.25 5.50,,5.00 6.25 5.00 5.25 6.00 - - -,,5.10,,
Judges Total Program Component Score (factored),,,,40.56,,
Deductions: Falls: -2.00,,,,-2.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
"",,Total Total Total,Total,,,
NOC,,Segment Element Program  Component,Deductions,,,
Rank Name,,,,,,
Code,,Score Score Score (factored),,,,
"",,= + +,,-,,
8 Anastasia GIMAZETDINOVA UZB,,71.55  30.75  40.80,,0.00,,
"# Executed Base GOE",,The Judges Panel,,Scores,,
Elements Value,,(in random order),of Panel,,,
1 2A  3.50  0.00 0 0 0 0,,0 0 0 1 -1 - - -,,3.50,,
2 3Lz  6.00 -1.20 -2 -2 0 -2,,0 -2 -2 0 -1 - - -,,4.80,,
3 2F  1.70  0.30 1 0 1 0,,0 1 1 0 0 - - -,,2.00,,
4 2T+2T  2.60  0.00 0 0 0 0,,0 0 0 0 0 - - -,,2.60,,
5 3S  4.50 -0.80 -1 -1 -1 -1,,0 -1 -1 0 0 - - -,,3.70,,
6 FSSp2  2.30  0.00 0 0 0 0,,0 0 0 0 0 - - -,,2.30,,
7 2T  1.43 x  0.10 0 0 1 0,,0 1 0 0 0 - - -,,1.53,,
8 SpSq3  3.10  0.00 0 0 0 0,,0 0 0 0 0 - - -,,3.10,,
9 LSp2  1.90  0.00 0 0 0 0,,0 0 0 0 0 - - -,,1.90,,
10 SlSt2  2.30  0.20 1 1 0 1,,1 0 0 0 0 - - -,,2.50,,
11 3S<+SEQ <  1.14 x -0.76 -3 -2 -2 -3,,-2 -2 -3 -1 -2 - - -,,0.38,,
12 CCoSp2  2.50 -0.06 -1 0 0 0,,0 -1 0 0 0 - - -,,2.44,,
32.97,,,,30.75,,
Program Components Factor,,,,,,
Skating Skills  1.60 4.50 5.00 5.00 5.25,,5.50 5.50 5.25 5.50 5.25 - - -,,5.30,,
Transition / Linking Footwork  1.60 4.00 4.50 3.75 4.00,,5.00 5.25 4.75 5.25 4.50 - - -,,4.60,,
Performance / Execution  1.60 4.75 4.75 4.25 5.25,,5.25 5.75 5.25 5.25 5.00 - - -,,5.15,,
Choreography / Composition  1.60 5.00 5.00 4.00 5.00,,5.50 5.75 5.25 5.50 5.00 - - -,,5.25,,
Interpretation  1.60 4.75 5.25 3.75 5.25,,5.50 5.50 5.00 5.50 5.25 - - -,,5.20,,
Judges Total Program Component Score (factored),,,,40.80,,
Deductions:,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
ISU GP Trophee Eric Bompard,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
9 Emily HUGHES USA,,71.16  34.32,39.84,,3.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 2A  3.50  0.40 1 1 0 1,,0 1 0 0 1,- - -,,3.90,,
2 3F<+2T< <  2.10 -1.00 -3 -3 -3 -3,,-3 -3Info -3 -3 -3,- - -,,1.10,,Info
3 3Lz+2T+2Lo  8.80 -1.00 -1 -2 -1 -2,,-1 -1 -1 -1 -1,- - -,,7.80,,
4 FSSp3  2.60 -0.06 -1 1 -1 0,,0 0 0 0 0,- - -,,2.54,,
5 3S  4.50 -0.20 0 0 0 -1,,0 -1 0 0 0,- - -,,4.30,,
6 3T  4.40 x -3.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3,- - -,,1.40,,
7 1Lz  0.66 x -0.06 -1 -1 0 -1,,-3 -1 0 0 0,- - -,,0.60,,
8 SlSt1  1.80  0.00 0 -1 0 0,,0 0 0 0 0,- - -,,1.80,,
9 LSp4  2.70  0.10 0 0 1 1,,0 0 0 0 0,- - -,,2.80,,
10 SpSq4  3.40  1.60 1 1 2 2,,2 2 1 1 2,- - -,,5.00,,
11 3T<+SEQ <  1.14 x -1.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3,- - -,,0.14,,
12 CoSp4  3.00 -0.06 -1 0 0 0,,0 -1 0 0 0,- - -,,2.94,,
38.60,,,,,34.32,,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.25 5.25 5.50 5.25,,5.25 5.75 5.25 5.50 5.50,- - -,,5.35,,
Transition / Linking Footwork  1.60 3.75 4.75 4.00 4.25,,5.00 5.75 4.00 5.00 4.50,- - -,,4.45,,
Performance / Execution  1.60 4.75 5.25 5.00 4.50,,5.00 6.25 4.75 5.25 5.25,- - -,,4.95,,
Choreography / Composition  1.60 4.25 5.00 4.50 5.25,,5.25 6.25 5.25 5.50 5.25,- - -,,5.15,,
Interpretation  1.60 4.50 5.50 4.25 5.00,,5.25 6.00 5.25 5.00 5.25,- - -,,5.00,,
Judges Total Program Component Score (factored),,,,,39.84,,
Deductions: Falls: -3.00,,,,,-3.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
10 Gwendoline DIDIER FRA,,63.60  31.44,34.16,,2.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 3Lz< <  1.90 -1.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3,- - -,,0.90,,
2 3S  4.50 -1.00 -1 -1 0 -1,,-1 -1 -1 -1 -1,- - -,,3.50,,
3 1F  0.50 -0.02 -1 0 0 0,,-3 0 0 0 0,- - -,,0.48,,
4 CUSp4  2.90 -0.06 -1 -1 0 0,,0 0 -1 0 0,- - -,,2.84,,
5 2A  3.50  0.00 0 0 0 0,,0 0 0 0 0,- - -,,3.50,,
6 3T+2T  5.83 x  0.00 0 0 0 0,,0 0 0 0 0,- - -,,5.83,,
7 SpSq3  3.10  0.00 0 0 0 0,,0 0 0 0 0,- - -,,3.10,,
8 3T  4.40 x -3.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3,- - -,,1.40,,
9 2A+1T  4.29 x -0.96 -2 -1 -1 -1,,0 -2 -1 -1 -1,- - -,,3.33,,
10 SlSt1  1.80 -0.18 -1 0 -1 -1,,0 -1 0 0 0,- - -,,1.62,,
11 CCoSp3  3.00 -0.24 -2 -1 -1 -1,,0 -1 -1 0 0,- - -,,2.76,,
12 FSSp2  2.30 -0.12 -1 0 -1 -1,,0 0 0 0 -1,- - -,,2.18,,
38.02,,,,,31.44,,
Program Components Factor,,,,,,,
Skating Skills  1.60 4.00 5.00 4.25 4.75,,4.75 4.50 4.75 5.25 4.75,- - -,,4.60,,
Transition / Linking Footwork  1.60 3.75 4.50 3.25 3.75,,4.50 4.00 4.00 5.00 4.25,- - -,,4.00,,
Performance / Execution  1.60 3.75 4.75 3.25 4.00,,4.50 4.25 4.25 5.00 4.50,- - -,,4.15,,
Choreography / Composition  1.60 4.00 4.50 3.50 4.50,,4.75 4.50 4.50 5.25 4.50,- - -,,4.45,,
Interpretation  1.60 3.50 4.75 3.25 4.50,,4.50 4.00 4.25 5.00 4.25,- - -,,4.15,,
Judges Total Program Component Score (factored),,,,,34.16,,
Deductions: Falls: -2.00,,,,,-2.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Printed: 15.11.2008 20:05:35,,,,,,,
