Cup of Russia - Bosco Sport,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Performance / Execution  1.60 7.75 7.50 7.25,7.25,7.50 7.25 6.50 7.00,,7.00,6.75 - -,7.10
Choreography / Composition  1.60 7.75 7.50 7.50,7.25,7.50 7.00 7.25 7.50,,6.50,7.25 - -,7.40
Interpretation  1.60 7.75 7.00 7.50,7.25,7.25 7.50 7.00 7.25,,7.25,7.25 - -,7.20
Judges Total Program Component Score (factored),,,,,,57.84
Deductions:,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
Cup of Russia - Bosco Sport,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,= +,,,+,-
3 Yuko KAWAGUCHI / Alexander SMIRNOV RUS,,109.04  56.96,,,52.08,0.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3T+3T+SEQ  6.40  0.60 1 2 0,1,1 1 1 0,,1,0 - -,7.00
2 3LzTw2  5.00 -0.56 0 -2 -1,-1,0 -2 -1 -1,,1,-1 - -,4.44
3 2A  3.30  0.20 1 2 0,0,0 0 0 0,,1,0 - -,3.50
4 4Li4  4.00  0.42 1 3 1,1,1 1 0 1,,2,2 - -,4.42
5 5SLi3  5.50  0.12 0 2 0,0,1 0 0 0,,1,0 - -,5.62
6 3STh  4.50  0.84 1 2 1,1,2 2 1 1,,1,1 - -,5.34
7 FiDs4  3.50  0.70 0 1 -1,-1,1 0 1 1,,1,1 - -,4.20
8 5ALi3  6.00  1.00 0 2 0,0,1 0 1 1,,1,1 - -,7.00
9 3LoTh  5.50 x -0.98 -1 -1 -2,-2,-1 -2 -1 -2,,-1,-2 - -,4.52
10 FCCoSp3  3.00 -0.68 -1 -3 -2,-2,-2 -2 -2 -3,,-1,-2 - -,2.32
11 SlSt2  2.30  0.00 0 0 0,0,0 0 0 0,,0,0 - -,2.30
12 SpSq2  2.30  0.00 0 1 0,0,0 0 0 0,,0,0 - -,2.30
13 PCoSp3  4.00  0.00 0 -1 0,0,0 0 0 0,,0,0 - -,4.00
55.30,,,,,,56.96
Program Components Factor,,,,,,
Skating Skills  1.60 6.75 7.25 6.25,7.00,6.50 6.50 7.00 6.75,,7.00,6.50 - -,6.75
Transition / Linking Footwork  1.60 6.00 7.75 6.00,7.00,6.25 6.00 6.50 6.50,,6.50,6.25 - -,6.40
Performance / Execution  1.60 6.50 6.50 6.00,7.00,6.75 6.25 6.75 6.75,,7.25,6.25 - -,6.60
Choreography / Composition  1.60 6.50 7.00 6.25,6.75,6.50 6.25 6.50 6.25,,6.75,6.50 - -,6.50
Interpretation  1.60 6.75 6.50 6.00,6.75,6.50 6.25 6.50 6.00,,7.00,6.00 - -,6.30
Judges Total Program Component Score (factored),,,,,,52.08
Deductions:,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,= +,,,+,-
4 Dorota SIUDEK / Mariusz SIUDEK POL,,105.15  54.63,,,51.52,1.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 2A  3.30 -2.10 -3 -3 -3,-3,-3 -3 -3 -3,,-3,-3 - -,1.20
2 3LoTh  5.00  0.70 0 2 1,2,1 1 1 1,,1,1 - -,5.70
3 2T+SEQ  1.04 -0.06 -1 -1 0,-3,0 0 0 0,,0,-2 - -,0.98
4 3LzTw3  5.50  0.14 2 1 0,0,0 1 0 1,,0,-1 - -,5.64
5 5ALi4  6.50  1.20 1 2 1,1,1 1 0 1,,2,1 - -,7.70
6 FCCoSp4  3.50 -0.12 0 -2 0,-1,0 0 0 -1,,0,-1 - -,3.38
7 SpSq4  3.40  0.20 0 0 1,0,0 0 0 0,,1,0 - -,3.60
8 3STh  4.95 x  0.28 0 1 0,0,0 1 1 0,,1,0 - -,5.23
9 5TLi4  6.00  0.30 1 2 1,0,1 1 0 1,,1,1 - -,6.30
10 PCoSp4  4.50  0.00 0 0 -1,0,0 0 0 0,,0,0 - -,4.50
11 SlSt3  3.10  0.00 0 0 0,0,0 0 0 0,,0,0 - -,3.10
12 3Li4  4.00  0.30 1 2 1,0,0 1 1 1,,1,1 - -,4.30
13 BoDs1  3.00  0.00 0 0 0,0,0 0 0 1,,0,0 - -,3.00
53.79,,,,,,54.63
Program Components Factor,,,,,,
Skating Skills  1.60 7.00 6.75 6.75,7.00,6.50 7.00 6.75 6.75,,6.75,6.25 - -,6.70
Transition / Linking Footwork  1.60 6.25 7.00 6.50,7.00,6.00 6.50 6.50 6.50,,6.25,6.25 - -,6.40
Performance / Execution  1.60 7.00 6.25 6.25,6.75,6.25 6.75 6.75 6.25,,6.50,6.25 - -,6.30
Choreography / Composition  1.60 6.75 6.50 6.50,6.50,6.50 6.50 6.75 6.25,,6.25,6.50 - -,6.45
Interpretation  1.60 7.00 6.50 6.50,6.50,6.25 6.50 6.75 6.00,,6.25,6.25 - -,6.35
Judges Total Program Component Score (factored),,,,,,51.52
Deductions: Falls: -1.00,,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
Cup of Russia - Bosco Sport,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,= +,,,+,-
5 Utako WAKAMATSU / Jean-Sebastien FECTEAU CAN,,87.71  48.55,,,44.16,5.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3T  4.00  0.20 1 1 0,0,1 1 0 0,,0,0 - -,4.20
2 2LzTw4  4.50  0.30 1 2 0,0,1 1 0 1,,1,0 - -,4.80
3 5ALi4  6.50  0.00 0 1 0,-1,0 0 0 0,,0,0 - -,6.50
4 3LoTh  5.00 -2.00 -3 -3 -3,-3,-3 -3 -3 -3,,-2,-3 - -,3.00
5 2A+2A+SEQ  5.28 -1.40 -3 -3 -2,-2,-2 -2 -2 -2,,-2,-2 - -,3.88
6 PSp*  0.00  0.00 - - -,-,- - - -,,-,- - -,0.00
7 PSp1*  0.00  0.00 - - -,-,- - - -,,-,- - -,0.00
8 5TLi4  6.00  0.18 1 1 0,-1,1 0 1 0,,1,0 - -,6.18
9 SpSq4  3.40  0.20 0 1 0,-1,0 0 0 0,,0,1 - -,3.60
10 BoDs2  3.50  0.14 1 1 0,-1,0 0 0 0,,0,1 - -,3.64
11 3STh  4.95 x -2.00 -3 -3 -3,-3,-3 -3 -3 -3,,-2,-3 - -,2.95
12 FCCoSp4  3.50 -0.12 0 -1 0,-1,0 0 0 -1,,0,-1 - -,3.38
13 SlSt2  2.30  0.00 0 1 0,-1,0 0 -1 0,,0,0 - -,2.30
14 3Li4  4.00  0.12 0 0 1,0,0 0 0 0,,1,1 - -,4.12
52.93,,,,,,48.55
Program Components Factor,,,,,,
Skating Skills  1.60 5.75 5.25 5.75,5.25,6.00 4.75 5.75 5.75,,5.50,5.75 - -,5.70
Transition / Linking Footwork  1.60 5.25 6.25 5.50,5.00,5.75 4.25 5.25 5.50,,5.00,6.00 - -,5.60
Performance / Execution  1.60 5.00 5.00 5.00,5.00,5.50 4.75 5.25 5.25,,5.00,5.75 - -,5.20
Choreography / Composition  1.60 5.50 5.50 5.75,4.75,6.00 4.75 5.50 5.75,,5.25,6.00 - -,5.70
Interpretation  1.60 5.25 5.25 5.50,4.75,5.75 4.75 5.25 5.25,,5.00,5.75 - -,5.40
Judges Total Program Component Score (factored),,,,,,44.16
Deductions: Falls: -5.00,,,,,,-5.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,= +,,,+,-
6 Kendra MOYLE / Andy SEITZ USA,,87.70  46.78,,,41.92,1.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 5TLi3  5.50  0.18 0 0 1,0,1 1 0 1,,1,0 - -,5.68
2 2Lz  1.90  0.20 0 1 0,0,1 0 0 1,,0,0 - -,2.10
3 3STh  4.50  0.70 1 2 1,0,1 1 1 0,,1,1 - -,5.20
4 2LzTw1  3.00 -0.06 0 0 -1,0,0 0 0 0,,0,-2 - -,2.94
5 2A+2A+SEQ  5.28 -1.26 -2 -1 -2,-2,-2 -1 -2 -2,,-1,-2 - -,4.02
6 5SLi2  5.00  0.00 0 0 0,-1,0 0 0 0,,0,0 - -,5.00
7 BoDs2  3.50  0.00 1 0 0,-1,0 0 0 1,,0,0 - -,3.50
8 3LoTh  5.50 x -2.00 -3 -3 -2,-3,-3 -3 -3 -3,,-3,-3 - -,3.50
9 3Li3  3.50 -0.06 0 0 0,0,0 0 0 -1,,0,-1 - -,3.44
10 SpSq4  3.40  0.00 0 0 0,0,0 0 0 0,,1,0 - -,3.40
11 FCCoSp2  2.50 -0.30 -1 -2 0,0,-1 -1 0 -1,,-1,-2 - -,2.20
12 SlSt2  2.30  0.00 0 -1 0,-1,0 0 0 0,,0,0 - -,2.30
13 PCoSp2  3.50  0.00 0 0 0,-1,0 0 0 1,,0,0 - -,3.50
49.38,,,,,,46.78
Program Components Factor,,,,,,
Skating Skills  1.60 5.50 5.00 5.75,5.00,5.25 5.25 5.25 5.75,,5.50,5.00 - -,5.35
Transition / Linking Footwork  1.60 5.25 4.75 5.25,5.00,4.75 4.75 5.00 5.25,,4.50,5.00 - -,4.95
Performance / Execution  1.60 5.50 5.50 5.50,4.75,5.50 5.00 5.25 5.50,,5.00,5.25 - -,5.40
Choreography / Composition  1.60 5.25 5.25 5.50,4.50,5.25 4.75 5.25 5.25,,5.00,5.50 - -,5.30
Interpretation  1.60 5.50 4.50 5.25,4.50,5.00 5.00 5.25 5.25,,5.25,5.25 - -,5.20
Judges Total Program Component Score (factored),,,,,,41.92
Deductions: Falls: -1.00,,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
Cup of Russia - Bosco Sport,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,= +,,,+,-
7 Angelika PYLKINA / Niklas HOGNER SWE,,86.94  45.14,,,42.80,1.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 2LzTw2  3.50  0.40 1 1 1,0,1 0 0 1,,1,0 - -,3.90
2 3S  4.50 -2.00 -2 -2 -2,-2,-2 -2 -2 -2,,-2,-2 - -,2.50
3 3LoTh  5.00 -2.00 -3 -3 -3,-3,-3 -3 -3 -3,,-3,-3 - -,3.00
4 CCoSp3  3.00 -0.36 -2 -2 -1,-2,-1 -1 -1 -2,,-1,-1 - -,2.64
5 SlSt2  2.30  0.00 0 0 0,-1,0 0 0 0,,0,0 - -,2.30
6 3Li4  4.00  0.24 1 1 1,1,0 0 0 1,,1,1 - -,4.24
7 3STh  4.95 x -1.40 -3 -2 -2,-3,-3 -2 -2 -2,,-2,-2 - -,3.55
8 SpSq4  3.40  0.40 0 1 1,0,0 0 -1 1,,0,0 - -,3.80
9 1S+SEQ  0.35 x -0.28 -3 -3 -2,-3,-3 -3 -3 -3,,-3,-2 - -,0.07
10 5TLi3  5.50  0.00 1 0 0,0,0 0 0 0,,1,0 - -,5.50
11 FiDs3  3.20  0.14 0 0 1,-2,0 -2 0 1,,0,-1 - -,3.34
12 5ALi4  6.50  0.80 1 1 1,0,0 0 0 1,,1,1 - -,7.30
13 PCoSp1  3.00  0.00 0 0 0,-2,0 0 0 0,,0,0 - -,3.00
49.20,,,,,,45.14
Program Components Factor,,,,,,
Skating Skills  1.60 5.50 6.25 5.50,5.50,5.25 5.00 5.75 6.00,,5.75,5.25 - -,5.65
Transition / Linking Footwork  1.60 5.00 5.75 5.25,5.00,4.50 4.25 5.25 5.00,,4.75,5.25 - -,5.10
Performance / Execution  1.60 5.00 6.25 5.00,5.00,4.75 4.50 5.50 5.50,,5.50,5.50 - -,5.40
Choreography / Composition  1.60 5.50 6.25 5.25,5.00,5.00 4.75 5.50 5.75,,5.50,5.25 - -,5.45
Interpretation  1.60 5.50 5.75 5.00,5.00,4.75 4.50 5.25 5.25,,5.25,5.00 - -,5.15
Judges Total Program Component Score (factored),,,,,,42.80
Deductions: Falls: -1.00,,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,= +,,,+,-
8 Maria MUKHORTOVA / Maxim TRANKOV RUS,,84.43  42.83,,,43.60,2.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3T+SEQ  3.20 -3.00 -3 -3 -3,-3,-3 -3 -3 -3,,-3,-3 - -,0.20
2 2LzTw3  4.00  0.50 0 2 1,1,1 1 0 1,,1,1 - -,4.50
3 2A  3.30  0.00 1 1 0,0,0 1 0 0,,0,0 - -,3.30
4 5ALi4  6.50  0.00 0 1 0,-1,0 0 0 0,,0,0 - -,6.50
5 3LoTh  5.00 -1.40 -2 -2 -2,-2,-2 -2 -2 -2,,-2,-2 - -,3.60
6 FiDs2  3.00  0.28 1 1 0,0,0 0 1 0,,0,1 - -,3.28
7 PCoSp3  4.00 -0.06 0 0 -1,-1,-1 0 0 0,,0,0 - -,3.94
8 3STh  4.95 x -2.00 -3 -3 -3,-3,-3 -3 -3 -3,,-3,-3 - -,2.95
9 3Li3  3.50 -0.12 1 0 -1,-1,-1 -1 0 0,,0,-1 - -,3.38
10 FCCoSp1  2.00 -0.54 -2 -2 -1,-3,-2 -1 -2 -3,,-1,-2 - -,1.46
11 SlSt1  1.80 -0.56 -3 -3 -2,-3,-2 -2 -2 -3,,0,0 - -,1.24
12 SpSq3  3.10  0.00 0 0 0,-2,0 0 0 0,,0,0 - -,3.10
13 5TLi3  5.50 -0.12 -1 0 -1,-1,-1 -2 0 0,,0,-1 - -,5.38
49.85,,,,,,42.83
Program Components Factor,,,,,,
Skating Skills  1.60 5.50 6.00 5.75,5.00,6.00 5.00 5.50 5.75,,6.00,5.75 - -,5.85
Transition / Linking Footwork  1.60 4.75 5.75 5.00,5.00,5.00 4.25 5.00 5.50,,5.75,5.75 - -,5.40
Performance / Execution  1.60 5.00 6.00 5.00,4.75,5.25 4.75 5.00 4.50,,5.50,5.50 - -,5.25
Choreography / Composition  1.60 5.50 6.00 5.25,4.75,5.50 4.75 5.25 5.25,,5.25,5.50 - -,5.35
Interpretation  1.60 5.00 6.25 5.25,4.75,5.50 4.50 5.25 5.00,,5.50,5.50 - -,5.40
Judges Total Program Component Score (factored),,,,,,43.60
Deductions: Falls: -2.00,,,,,,-2.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
Printed: 26/11/2006 10:38:52,,,,,,
