NHK Trophy 2007,,,,,,,
ICE DANCING FREE DANCEJUDGES DETAILS PER SKATER,,,,,,,
2 SeLi4  6.40  0.80,3 1 1 2 2,2 2 1,,3,1 - -,7.20,
3 CoSp4  4.70  0.80,2 2 2 0 2,1 1 1,,2,2 - -,5.50,
4 SlLi4+RoLi4  6.40  1.10,2 2 2 1 3,2 1 2,,3,2 - -,7.50,
5 CiSt3  7.20  0.40,1 0 0 0 1,1 0 0,,1,0 - -,7.60,
6 MiStNt4  7.00  1.40,1 2 1 1 2,0 1 1,,2,1 - -,8.40,
7 SlLi4  4.00  0.70,2 1 1 1 2,2 1 1,,2,1 - -,4.70,
8 RoLi4  4.00  0.50,1 1 2 1 2,0 0 0,,2,0 - -,4.50,
44.40,,,,,,50.70,
Program Components Factor,,,,,,,
Skating Skills  1.25,7.00 7.00 7.50 8.00 7.50,7.75 7.50 6.75,,8.00,7.25 - -,7.45,
Linking Footwork / Movement  1.75,6.50 7.00 6.50 7.75 7.50,7.75 7.50 6.75,,7.75,7.00 - -,7.30,
Performance  1.00,8.00 7.50 7.25 7.50 8.25,8.00 7.50 7.25,,8.00,7.00 - -,7.65,
Choreography  1.00,7.75 7.50 7.75 8.00 8.00,8.00 7.25 7.25,,8.00,7.50 - -,7.70,
Interpretation / Timing  1.00,7.75 8.00 7.50 7.75 8.25,7.75 7.25 7.25,,8.25,7.50 - -,7.75,
Judges Total Program Component Score (factored),,,,,,45.19,
Deductions: Falls:,-1.00,,,,,-1.00,
"*  Invalid element",,,,,,,
NHK Trophy 2007,,,,,,,
ICE DANCING FREE DANCEJUDGES DETAILS PER SKATER,,,,,,,
"",Total,Total,,,Total,Total,
"",NOC Segment,Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code Score,Score,,,Score (factored),,
"",=,+,,,+,-,
4 Sinead KERR / John KERR,GBR  86.11,46.60,,,40.51,1.00,
"# Executed Base GOE",The Judges Panel,,,,,Scores,
Elements Value,(in random order),,,,,of Panel,
1 STw4  4.70  0.40,1 1 2 1 1,0 -1 1,,1,1 - -,5.10,
2 CuLi3  3.50 Info 0.40,1 0 2 0 1,1 0 1,,1,In0fo - -,3.90,Info
3 SlLi4  4.00  0.90,2 2 1 1 2,2 1 2,,2,1 - -,4.90,
4 CiSt3  7.20  0.40,0 0 1 0 1,1 0 0,,0,1 - -,7.60,
5 SeLi4  6.40  0.40,1 1 1 0 1,0 1 0,,1,1 - -,6.80,
6 Sp4  4.70  0.50,2 1 1 1 1,1 2 0,,1,1 - -,5.20,
7 MiStNt3  6.20  0.60,1 0 1 1 1,1 1 0,,0,1 - -,6.80,
8 SlLi3+RoLi4  6.00  0.30,2 -1 2 0 0,1 0 1,,1,0 - -,6.30,
42.70,,,,,,46.60,
Program Components Factor,,,,,,,
Skating Skills  1.25,6.25 6.25 7.00 7.50 6.50,7.00 6.75 6.50,,6.75,6.50 - -,6.70,
Linking Footwork / Movement  1.75,6.00 6.25 6.50 7.25 6.75,7.25 6.50 6.25,,6.50,6.25 - -,6.50,
Performance  1.00,6.75 6.50 7.00 7.25 6.75,7.25 6.75 6.75,,6.75,6.50 - -,6.80,
Choreography  1.00,7.00 6.75 7.50 7.25 6.75,7.50 6.75 7.00,,7.00,6.75 - -,7.00,
Interpretation / Timing  1.00,7.00 6.50 7.75 7.50 7.00,7.50 6.75 6.50,,7.00,7.00 - -,6.95,
Judges Total Program Component Score (factored),,,,,,40.51,
Deductions: Extended lifts:,-1.00,,,,,-1.00,
"*  Invalid element",,,,,,,
"",Total,Total,,,Total,Total,
"",NOC Segment,Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code Score,Score,,,Score (factored),,
"",=,+,,,+,-,
5 Kristin FRASER / Igor LUKANIN,AZE  81.04,44.40,,,36.64,0.00,
"# Executed Base GOE",The Judges Panel,,,,,Scores,
Elements Value,(in random order),,,,,of Panel,
1 Sp4  4.70  0.30,2 1 -1 1 1,0 1 0,,1,1 - -,5.00,
2 STw4  4.70 -0.10,0 0 0 0 0,0 -2 -1,,0,-1 - -,4.60,
3 MiStNt3  6.20  0.60,1 1 1 1 1,0 0 0,,1,1 - -,6.80,
4 SeSt3  7.20 -0.20,1 0 0 0 0,0 -1 -1,,0,0 - -,7.00,
5 SlLi4  4.00  0.50,2 1 2 0 2,1 0 1,,0,1 - -,4.50,
6 CuLi4  4.00  0.10,1 0 1 0 0,0 0 -1,,1,0 - -,4.10,
7 CuLi3+RoLi4  6.00  0.00,0 0 -1 0 1,0 1 -1,,0,0 - -,6.00,
8 RRoLi4  6.40  0.00,0 0 -1 0 0,0 0 0,,1,0 - -,6.40,
43.20,,,,,,44.40,
Program Components Factor,,,,,,,
Skating Skills  1.25,6.00 6.25 5.50 6.50 6.00,6.50 6.25 5.75,,6.50,6.00 - -,6.15,
Linking Footwork / Movement  1.75,5.75 5.75 5.50 6.25 6.00,6.75 6.25 5.75,,6.25,5.50 - -,6.00,
Performance  1.00,6.00 5.50 5.75 6.50 6.25,6.50 6.00 6.25,,6.50,5.75 - -,6.15,
Choreography  1.00,6.25 6.00 6.00 6.50 5.75,6.00 6.00 5.50,,6.25,6.00 - -,5.95,
Interpretation / Timing  1.00,6.00 6.50 6.50 6.50 6.25,6.25 6.25 6.00,,6.50,5.75 - -,6.35,
Judges Total Program Component Score (factored),,,,,,36.64,
Deductions:,,,,,,0.00,
"*  Invalid element",,,,,,,
"",Total,Total,,,Total,Total,
"",NOC Segment,Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code Score,Score,,,Score (factored),,
"",=,+,,,+,-,
6 Kimberly NAVARRO / Brent BOMMENTRE,USA  78.80,43.70,,,35.10,0.00,
"# Executed Base GOE",The Judges Panel,,,,,Scores,
Elements Value,(in random order),,,,,of Panel,
1 RoLi4  4.00  0.60,2 1 2 1 1,1 1 2,,1,1 - -,4.60,
2 STw4  4.70 -0.80,-1 -2 -2 -1 -1,-2 -2 -1,,-1,-2 - -,3.90,
3 SeSt2  6.40  0.00,1 0 1 0 0,0 0 0,,0,1 - -,6.40,
4 CuLi4  4.00  0.50,2 1 1 1 1,1 2 1,,1,0 - -,4.50,
5 CoSp3  4.00 -0.10,0 0 0 0 0,0 -1 -1,,0,1 - -,3.90,
6 SeLi4  6.40  0.50,2 1 1 1 0,2 1 1,,1,0 - -,6.90,
7 MiStNt3  6.20  0.40,1 0 1 0 1,0 0 0,,1,1 - -,6.60,
8 RRoLi4  6.40  0.50,2 0 2 0 1,1 2 1,,0,1 - -,6.90,
42.10,,,,,,43.70,
Program Components Factor,,,,,,,
Skating Skills  1.25,5.75 5.50 5.75 5.50 5.75,5.75 6.50 6.25,,5.75,5.75 - -,5.85,
Linking Footwork / Movement  1.75,5.50 5.00 5.25 5.75 5.75,5.75 6.25 6.00,,5.50,5.25 - -,5.65,
Performance  1.00,5.50 5.25 5.50 5.50 6.00,6.00 6.50 6.25,,5.75,5.50 - -,5.90,
Choreography  1.00,6.00 5.25 6.00 5.50 5.75,6.00 6.50 6.75,,5.50,5.50 - -,5.95,
Interpretation / Timing  1.00,5.75 5.50 6.50 5.75 6.25,5.75 6.25 6.25,,5.75,5.75 - -,6.05,
Judges Total Program Component Score (factored),,,,,,35.10,
Deductions:,,,,,,0.00,
"*  Invalid element",,,,,,,
NHK Trophy 2007,,,,,,,
ICE DANCING FREE DANCEJUDGES DETAILS PER SKATER,,,,,,,
"",Total,Total,,,Total,Total,
"",NOC Segment,Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code Score,Score,,,Score (factored),,
"",=,+,,,+,-,
7 Cathy REED / Chris REED,JPN  74.12,43.50,,,30.62,0.00,
"# Executed Base GOE",The Judges Panel,,,,,Scores,
Elements Value,(in random order),,,,,of Panel,
1 STw4  4.70 -0.10,-1 -1 0 -1 0,0 -1 0,,0,-1 - -,4.60,
2 CuLi4+RoLi4  6.40 Info 0.50,1 1 1 0 1,1 1 0,,1,In1fo - -,6.90,Info
3 CiSt2  6.40  0.00,0 0 0 0 1,0 0 -1,,0,0 - -,6.40,
4 SeLi4  6.40  0.30,1 1 0 1 1,1 0 0,,1,1 - -,6.70,
5 Sp4  4.70  0.10,1 0 0 0 1,0 0 1,,0,0 - -,4.80,
6 MiStNt3  6.20 -0.20,0 0 0 0 1,-1 0 -1,,0,0 - -,6.00,
7 CuLi4  4.00  0.00,1 0 0 0 0,0 0 0,,0,1 - -,4.00,
8 RoLi4  4.00  0.10,1 0 1 0 1,0 0 0,,0,0 - -,4.10,
42.80,,,,,,43.50,
Program Components Factor,,,,,,,
Skating Skills  1.25,4.50 5.00 5.00 4.75 5.25,5.25 5.25 5.00,,5.00,5.25 - -,5.10,
Linking Footwork / Movement  1.75,4.25 4.50 4.50 4.25 5.50,5.50 5.00 4.50,,4.75,5.00 - -,4.85,
Performance  1.00,5.00 5.25 5.00 4.75 5.75,5.50 5.50 5.00,,5.25,5.25 - -,5.30,
Choreography  1.00,4.75 4.75 4.75 4.50 5.75,5.75 5.25 5.25,,5.00,5.00 - -,5.20,
Interpretation / Timing  1.00,5.00 5.00 5.00 4.75 5.75,5.50 5.25 4.75,,5.50,5.00 - -,5.25,
Judges Total Program Component Score (factored),,,,,,30.62,
Deductions:,,,,,,0.00,
"*  Invalid element",,,,,,,
"",Total,Total,,,Total,Total,
"",NOC Segment,Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code Score,Score,,,Score (factored),,
"",=,+,,,+,-,
8 Julia ZLOBINA / Alexei SITNIKOV,RUS  73.04,43.50,,,30.54,1.00,
"# Executed Base GOE",The Judges Panel,,,,,Scores,
Elements Value,(in random order),,,,,of Panel,
1 SlLi4  4.00  0.60,2 0 2 0 1,2 0 1,,2,1 - -,4.60,
2 CiSt3  7.20 -0.20,0 0 0 0 -1,0 -1 0,,0,1 - -,7.00,
3 Sp4  4.70  0.00,1 0 1 0 0,0 0 0,,0,0 - -,4.70,
4 RRoLi4  6.40  0.10,0 1 1 0 -1,0 0 0,,0,0 - -,6.50,
5 STw4  4.70 -0.30,-1 -1 1 0 -1,0 -2 -1,,0,-1 - -,4.40,
6 CuLi3  3.50  0.10,1 0 0 0 0,0 0 1,,1,0 - -,3.60,
7 DiSt3  6.20  0.00,0 0 1 0 0,0 0 -1,,0,1 - -,6.20,
8 CuLi4+RoLi4  6.40  0.10,0 -1 1 -1 1,0 0 -1,,1,0 - -,6.50,
43.10,,,,,,43.50,
Program Components Factor,,,,,,,
Skating Skills  1.25,5.00 4.75 5.50 4.75 4.75,5.50 5.00 4.75,,5.75,5.50 - -,5.10,
Linking Footwork / Movement  1.75,4.50 4.50 5.50 4.50 4.50,5.25 4.75 4.75,,5.50,5.00 - -,4.95,
Performance  1.00,5.00 4.50 5.25 4.50 4.75,5.50 5.00 5.00,,5.50,5.25 - -,5.10,
Choreography  1.00,4.75 5.00 5.25 4.75 4.75,5.50 5.25 5.50,,5.50,5.25 - -,5.30,
Interpretation / Timing  1.00,5.00 4.75 5.50 4.75 4.75,5.25 5.00 5.00,,5.75,5.50 - -,5.10,
Judges Total Program Component Score (factored),,,,,,30.54,
Deductions: Extended lifts:,-1.00,,,,,-1.00,
"*  Invalid element",,,,,,,
"",Total,Total,,,Total,Total,
"",NOC Segment,Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code Score,Score,,,Score (factored),,
"",=,+,,,+,-,
9 Xintong HUANG / Xun ZHENG,CHN  69.02,41.60,,,28.42,1.00,
"# Executed Base GOE",The Judges Panel,,,,,Scores,
Elements Value,(in random order),,,,,of Panel,
1 SlLi4  4.00  0.20,1 0 1 0 0,1 0 0,,1,0 - -,4.20,
2 CiSt2  6.40 -0.60,-1 -1 -1 0 0,0 -1 -1,,0,0 - -,5.80,
3 Sp4  4.70  0.00,1 0 0 -1 0,-1 0 0,,0,0 - -,4.70,
4 RRoLi4  6.40  0.00,0 0 0 0 0,0 0 -1,,0,0 - -,6.40,
5 STw4  4.70 -0.10,0 0 0 -1 0,0 -1 -1,,0,0 - -,4.60,
6 MiStNt3  6.20 -0.20,0 0 -1 0 0,0 0 -1,,0,0 - -,6.00,
7 SeLi3  5.60  0.10,0 1 0 0 0,0 0 0,,1,1 - -,5.70,
8 RoLi4  4.00  0.20,1 0 0 0 0,1 0 1,,1,1 - -,4.20,
42.00,,,,,,41.60,
Program Components Factor,,,,,,,
Skating Skills  1.25,4.50 5.00 4.75 4.50 4.75,5.25 4.75 5.00,,5.25,5.25 - -,4.95,
Linking Footwork / Movement  1.75,4.25 4.00 4.50 4.00 4.50,4.75 4.50 4.50,,4.50,5.00 - -,4.50,
Performance  1.00,4.50 4.25 4.75 4.50 4.75,5.00 4.75 5.25,,5.00,5.00 - -,4.85,
Choreography  1.00,4.75 4.25 4.50 4.25 4.50,5.25 4.50 5.00,,5.00,4.75 - -,4.70,
Interpretation / Timing  1.00,4.75 4.75 4.50 4.50 4.75,4.75 4.75 5.00,,5.25,4.75 - -,4.80,
Judges Total Program Component Score (factored),,,,,,28.42,
Deductions: Extended lifts:,-1.00,,,,,-1.00,
"*  Invalid element",,,,,,,
NHK Trophy 2007,,,,,,,
ICE DANCING FREE DANCEJUDGES DETAILS PER SKATER,,,,,,,
"",Total,Total,,,Total,Total,
"",NOC Segment,Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code Score,Score,,,Score (factored),,
"",=,,+,,+,-,
10 Alla BEKNAZAROVA / Vladimir ZUEV,UKR  68.61,40.10,,,31.51,3.00,
"# Executed Base GOE",The Judges Panel,,,,,Scores,
Elements Value,(in random order),,,,,of Panel,
1 SlLi4+RoLi4  6.40  0.30,1 1 1 0 1,1 0,0,0,0 - -,6.70,
2 STw4  4.70  0.00,-1 0 0 1 0,0 -1,0,0,0 - -,4.70,Info
3 CiSt2  6.40 -0.60,0 0 -1 0 -1,0 -1,-1,0,0 - -,5.80,
4 SeLi4  6.40  0.10,0 1 0 0 0,0 0,-2,1,0 - -,6.50,
5 Sp4  4.70  0.00,0 0 0 0 0,0 -1,0,0,1 - -,4.70,
6 SlLi4  4.00  0.20,1 0 0 0 0,1 0,1,1,1 - -,4.20,
7 DiSt2  5.40 -2.00,-2 -2 -2 -1 -2,-1 -2,-2,-2,-2 - -,3.40,
8 CuLi4  4.00  0.10,1 0 -1 1 0,1 0,0,1,0 - -,4.10,
42.00,,,,,,40.10,
Program Components Factor,,,,,,,
Skating Skills  1.25,5.50 5.50 5.00 5.25 5.75,5.50 5.50,4.75,5.50,5.50 - -,5.40,
Linking Footwork / Movement  1.75,4.50 4.50 4.75 4.50 5.50,6.00 5.00,4.50,5.00,5.00 - -,4.95,
Performance  1.00,5.00 4.75 4.75 4.75 5.75,5.75 5.50,4.50,5.75,5.25 - -,5.30,
Choreography  1.00,5.25 5.00 5.25 5.00 5.75,6.00 5.25,4.00,5.50,5.00 - -,5.35,
Interpretation / Timing  1.00,5.00 5.25 5.25 4.75 5.75,5.75 5.50,4.25,5.50,5.00 - -,5.45,
Judges Total Program Component Score (factored),,,,,,31.51,
Deductions: Extended lifts:,-2.00 Falls:,-1.00,,,,-3.00,
"*  Invalid element",,,,,,,
Printed: 01/12/2007 18:30:12,,,,,,,
