Trophee Eric Bompard,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,
2 3A 7.5 -2.40 -2 -3 -2 -3 -2 -2 -3 -3,,-2 -2 - -,5.10
3 CCoSp4 3.5 0.20 0 0 0 1 0 1 0 0,,1 1 - -,3.70
4 CiSt2 2.3 0.20 1 1 0 0 0 1 0 1,,1 0 - -,2.50
5 3F 5.5 -0.40 -1 0 1 0 -1 -1 0 0,,0 0 - -,5.10
6 CSSp3 2.1 0.30 0 0 0 1 1 1 1 0,,0 0 - -,2.40
7 SlSt2 2.3 0.10 1 0 1 1 0 0 0 0,,1 0 - -,2.40
8 FSSp3 2.3 0.20 0 0 1 1 1 1 0 0,,1 0 - -,2.50
35.5,,,33.70
Program Components Factor,,,
Skating Skills 1.00 7.00 6.75 6.25 7.25 6.50 6.50 6.75 6.50,,7.00 6.50 - -,6.70
Transition / Linking Footwork 1.00 6.50 6.00 6.25 6.75 5.75 6.25 6.75 6.25,,6.25 6.00 - -,6.30
Performance / Execution 1.00 7.00 6.00 6.25 7.00 5.75 6.25 7.00 6.00,,6.75 6.00 - -,6.45
Choreography / Composition 1.00 7.00 6.25 6.75 7.00 6.00 6.00 6.75 6.00,,6.75 6.00 - -,6.40
Interpretation 1.00 7.00 6.25 6.50 6.75 6.25 6.25 7.00 6.00,,6.50 6.25 - -,6.50
Judges Total Program Component Score (factored),,,32.35
Deductions: Falls: -1.00,,,-1.00
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
5 Michael WEISS USA 60.50 27.90,,32.60,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3F+3T 9.5 -1.00 -1 0 -1 -1 -2 -1 -1 -1,,-1 -1 - -,8.50
2 CiSt1 1.8 0.10 0 1 0 0 0 0 1 1,,1 0 - -,1.90
3 2A 3.3 0.20 1 0 1 0 0 0 1 0,,0 0 - -,3.50
4 FSSp3 2.3 0.30 1 1 0 2 0 1 0 0,,1 0 - -,2.60
5 3Lz 6.0 -1.60 -2 -1 -2 -1 -2 -2 -1 -1,,-2 -2 - -,4.40
6 SlSt2 2.3 0.20 1 0 -1 1 0 1 0 0,,0 0 - -,2.50
7 CSSp2 1.7 0.20 1 1 -1 1 0 0 0 1,,1 0 - -,1.90
8 CCoSp2 2.5 0.10 1 0 1 1 0 -1 0 1,,-1 0 - -,2.60
29.4,,,27.90
Program Components Factor,,,
Skating Skills 1.00 6.50 6.75 6.25 7.00 7.00 6.25 6.75 6.50,,7.25 6.50 - -,6.70
Transition / Linking Footwork 1.00 6.00 6.25 6.25 6.75 7.00 5.50 6.50 6.50,,6.00 6.00 - -,6.30
Performance / Execution 1.00 6.50 6.50 6.50 7.25 6.00 6.00 6.75 6.50,,6.75 6.00 - -,6.35
Choreography / Composition 1.00 6.75 6.50 6.50 7.00 7.50 6.00 6.50 6.50,,6.50 6.00 - -,6.55
Interpretation 1.00 6.75 6.50 6.50 7.00 7.25 6.25 7.00 6.25,,7.00 6.25 - -,6.70
Judges Total Program Component Score (factored),,,32.60
Deductions:,,,0.00
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
6 Samuel CONTESTI FRA 56.99 28.74,,28.25,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3A 7.5 0.00 0 0 0 0 0 1 0 0,,0 0 - -,7.50
2 3Lz+2T 7.3 -0.40 -1 0 -1 0 -1 -1 0 0,,0 0 - -,6.90
3 FSSp3 2.3 0.00 0 0 -1 0 0 -1 0 0,,1 0 - -,2.30
4 3Lo 5.0 -1.80 -2 -2 -2 -1 -2 -2 -1 -2,,-2 -2 - -,3.20
5 CSSp2 1.7 0.10 0 0 -1 1 1 0 0 0,,0 0 - -,1.80
6 SlSt1 1.8 0.40 1 0 0 1 1 0 1 0,,1 1 - -,2.20
7 CCoSp3 3.0 0.04 -1 0 -1 1 1 -1 0 0,,-1 0 - -,3.04
8 CiSt1 1.8 0.00 0 0 0 0 0 -1 0 0,,0 0 - -,1.80
30.4,,,28.74
Program Components Factor,,,
Skating Skills 1.00 5.50 5.50 4.50 6.00 7.00 5.75 5.50 5.50,,5.00 5.75 - -,5.70
Transition / Linking Footwork 1.00 4.75 5.00 4.25 5.75 6.75 5.00 5.50 5.50,,4.50 5.50 - -,5.35
Performance / Execution 1.00 5.00 5.25 4.75 6.25 7.00 5.50 6.25 5.75,,5.00 5.50 - -,5.75
Choreography / Composition 1.00 5.00 5.25 4.75 6.00 7.25 5.25 6.00 6.00,,4.75 5.50 - -,5.60
Interpretation 1.00 5.50 5.50 4.75 6.25 7.50 5.25 6.25 6.00,,4.75 5.75 - -,5.85
Judges Total Program Component Score (factored),,,28.25
Deductions:,,,0.00
Trophee Eric Bompard,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
7 Anton KOVALEVSKI UKR 53.66 28.76,,24.90,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 2A 3.3 -0.14 0 0 -1 0 -2 -1 1 0,,0 0 - -,3.16
2 3F+3T 9.5 0.00 0 0 0 0 0 -1 0 0,,0 0 - -,9.50
3 FSSp3 2.3 -0.30 -1 -1 -1 -1 0 -1 -1 -1,,-1 -1 - -,2.00
4 3Lz 6.0 -1.60 -2 -2 -2 -1 -1 -2 -1 -1,,-2 -2 - -,4.40
5 CiSt2 2.3 0.00 0 0 -1 1 0 0 0 0,,0 0 - -,2.30
6 CSSp3 2.1 0.00 1 0 0 0 0 0 0 0,,0 0 - -,2.10
7 SlSt2 2.3 0.00 1 0 0 0 0 0 0 0,,1 0 - -,2.30
8 CCoSp3 3.0 0.00 0 0 0 1 -1 0 0 0,,-1 0 - -,3.00
30.8,,,28.76
Program Components Factor,,,
Skating Skills 1.00 5.50 5.25 4.75 5.25 4.50 5.25 5.00 6.00,,5.50 5.00 - -,5.15
Transition / Linking Footwork 1.00 4.50 4.75 4.50 5.00 4.00 5.00 4.75 5.50,,4.25 4.50 - -,4.70
Performance / Execution 1.00 5.25 5.00 5.00 5.25 4.00 5.25 5.50 5.75,,5.50 4.50 - -,5.05
Choreography / Composition 1.00 5.25 5.00 4.75 5.50 4.75 5.00 4.75 5.75,,5.25 4.75 - -,4.95
Interpretation 1.00 5.50 5.00 5.00 5.25 4.75 5.00 5.25 6.25,,5.50 4.50 - -,5.05
Judges Total Program Component Score (factored),,,24.90
Deductions:,,,0.00
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
8 Frederic DAMBIER FRA 52.38 21.48,,31.90,1.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3S+COMBO 4.5 -3.00 -3 -3 -2 -3 -3 -3 -3 -3,,-3 -3 - -,1.50
2 3A 7.5 -0.80 -1 0 -1 0 -1 -1 -1 -1,,-2 -1 - -,6.70
3 CSSp2 1.7 0.10 1 0 -1 1 -1 0 0 0,,0 0 - -,1.80
4 SlSt1 1.8 0.10 0 0 1 0 0 1 0 1,,0 1 - -,1.90
5 FSSp3 2.3 0.00 0 0 0 0 0 1 0 0,,0 0 - -,2.30
6 3F 5.5 -3.00 -3 -3 -3 -3 -3 -3 -3 -3,,-3 -3 - -,2.50
7 CiSt2 2.3 0.10 1 0 1 1 -1 0 0 1,,1 0 - -,2.40
8 CCoSp2 2.5 -0.12 -1 0 0 0 0 -1 -1 0,,0 0 - -,2.38
28.1,,,21.48
Program Components Factor,,,
Skating Skills 1.00 6.25 7.00 6.50 7.00 5.50 6.25 6.50 6.50,,6.00 6.75 - -,6.55
Transition / Linking Footwork 1.00 5.25 6.50 6.00 6.00 5.00 5.75 6.50 6.25,,5.50 6.50 - -,6.00
Performance / Execution 1.00 6.00 6.75 6.50 6.75 5.00 6.00 7.00 6.50,,5.00 6.50 - -,6.40
Choreography / Composition 1.00 6.00 6.75 6.50 7.00 5.50 6.00 6.75 6.50,,6.00 6.75 - -,6.45
Interpretation 1.00 6.00 7.00 6.25 6.75 5.00 6.00 7.00 6.25,,5.75 6.75 - -,6.50
Judges Total Program Component Score (factored),,,31.90
Deductions: Falls: -1.00,,,-1.00
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
9 Andrei LEZIN RUS 52.34 27.24,,26.10,1.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3F+3T 9.5 -0.20 -1 0 -1 0 0 -1 0 -2,,0 0 - -,9.30
2 3A 7.5 -3.00 -3 -3 -3 -3 -3 -3 -3 -3,,-3 -3 - -,4.50
3 CSSp1 1.3 -0.24 -1 0 -2 -1 0 -1 -1 -1,,-1 -1 - -,1.06
4 3Lz 6.0 -0.80 -2 -1 -2 0 -1 -2 0 0,,-1 0 - -,5.20
5 SlSt1 1.8 0.00 -1 0 -1 0 0 0 0 0,,-1 0 - -,1.80
6 FSSp2 2.0 -0.30 -1 0 -1 -1 -1 -1 -2 0,,-1 -1 - -,1.70
7 CiSt1 1.8 0.00 -1 0 -1 0 0 0 0 0,,-1 0 - -,1.80
8 CCoSp1 2.0 -0.12 -1 0 -1 0 0 -2 -1 0,,-2 0 - -,1.88
31.9,,,27.24
Program Components Factor,,,
Skating Skills 1.00 5.50 5.75 4.25 5.50 6.25 5.00 4.75 6.25,,4.50 5.25 - -,5.40
Transition / Linking Footwork 1.00 4.75 5.25 4.00 5.25 6.00 4.50 4.00 5.50,,3.75 5.00 - -,4.95
Performance / Execution 1.00 5.00 5.50 4.00 5.25 5.75 5.25 4.25 5.75,,4.00 5.00 - -,5.20
Choreography / Composition 1.00 5.25 5.50 4.00 5.25 5.75 5.25 4.75 5.75,,4.00 5.25 - -,5.30
Interpretation 1.00 5.25 5.50 4.25 5.50 6.00 5.00 4.50 5.50,,3.75 5.00 - -,5.25
Judges Total Program Component Score (factored),,,26.10
Deductions: Falls: -1.00,,,-1.00
Trophee Eric Bompard,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
10 Sergei DOBRIN RUS 51.40 22.20,,29.20,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 1A 0.8 -0.50 -3 -3 -3 -3 -3 -3 -3 -3,,-3 -3 - -,0.30
2 3Lz+2T 7.3 -1.80 -2 -1 -1 -2 -2 -2 -2 -2,,-2 -1 - -,5.50
3 FCSp3 2.3 0.20 0 0 1 1 0 1 1 2,,1 0 - -,2.50
4 3F 5.5 -0.20 -1 0 0 0 -1 0 0 0,,0 0 - -,5.30
5 SlSt1 1.8 0.00 0 0 0 1 0 0 0 0,,1 0 - -,1.80
6 CSSp2 1.7 0.10 -1 0 -1 1 1 0 0 0,,1 0 - -,1.80
7 CiSt1 1.8 0.00 0 0 0 0 0 1 0 1,,0 0 - -,1.80
8 CCoSp3 3.0 0.20 -1 0 1 1 1 1 0 1,,0 0 - -,3.20
24.2,,,22.20
Program Components Factor,,,
Skating Skills 1.00 5.25 6.25 6.00 7.00 5.50 6.50 5.75 6.25,,6.25 5.75 - -,5.95
Transition / Linking Footwork 1.00 4.75 5.75 5.75 6.75 5.00 5.75 5.50 6.00,,5.50 5.50 - -,5.50
Performance / Execution 1.00 5.25 6.25 6.00 7.00 5.75 6.00 5.75 6.00,,5.75 5.75 - -,5.90
Choreography / Composition 1.00 5.25 6.25 6.00 7.25 5.75 6.25 5.50 6.25,,6.00 5.75 - -,5.90
Interpretation 1.00 5.25 6.25 6.00 7.00 6.00 6.25 5.50 6.00,,5.75 5.75 - -,5.95
Judges Total Program Component Score (factored),,,29.20
Deductions:,,,0.00
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
11 Xiaodong MA CHN 50.15 25.90,,24.25,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 4T+COMBO 9.0 -3.00 -3 -3 -2 -3 -3 -3 -3 -2,,-3 -3 - -,6.00
2 3A 7.5 0.20 1 0 0 0 1 0 0 0,,0 0 - -,7.70
3 CSSp2 1.7 -0.36 -2 -1 -1 0 -1 -2 -1 -1,,-2 -1 - -,1.34
4 CiSt1 1.8 0.00 -1 0 0 0 0 0 0 0,,0 0 - -,1.80
5 3Lz 6.0 -2.40 -2 -2 -2 -3 -2 -3 -3 -2,,-3 -2 - -,3.60
6 SlSt1 1.8 0.00 -1 0 0 0 0 0 0 0,,0 0 - -,1.80
7 CCoSp2 2.5 -0.12 -1 0 0 0 -1 -1 0 0,,-1 0 - -,2.38
8 FCSp1 1.7 -0.42 -1 -1 -1 -1 -1 -2 -2 -2,,-2 -2 - -,1.28
32.0,,,25.90
Program Components Factor,,,
Skating Skills 1.00 4.75 5.25 6.25 5.00 5.50 5.25 5.50 5.00,,4.75 5.50 - -,5.30
Transition / Linking Footwork 1.00 4.00 4.75 5.50 4.75 4.75 4.25 4.25 4.75,,3.75 5.00 - -,4.55
Performance / Execution 1.00 4.50 4.75 5.75 5.25 5.00 4.75 4.25 4.75,,4.00 5.00 - -,4.80
Choreography / Composition 1.00 4.50 4.75 5.75 5.00 5.50 4.50 4.75 5.00,,4.00 5.25 - -,4.85
Interpretation 1.00 4.25 5.00 6.00 4.75 5.25 4.50 4.50 4.75,,4.00 5.00 - -,4.75
Judges Total Program Component Score (factored),,,24.25
Deductions:,,,0.00
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
12 Jamal OTHMAN SUI 43.62 19.42,,25.20,1.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3S 4.5 -2.00 -3 -2 -2 -2 -2 -2 -2 -2,,-2 -2 - -,2.50
2 3Lz+2T 7.3 -0.40 -2 0 0 -1 -1 0 0 0,,0 0 - -,6.90
3 FSSp2 2.0 0.00 0 0 0 0 0 -1 0 -1,,0 0 - -,2.00
4 CSSp1 1.3 0.00 0 0 -1 -1 1 0 0 -1,,0 0 - -,1.30
5 SlSt1 1.8 0.00 -1 0 -1 0 0 0 0 0,,0 0 - -,1.80
6 2A 3.3 0.00 0 0 0 0 0 -1 0 0,,0 0 - -,3.30
7 CiSt1 1.8 -0.18 -1 0 -1 0 0 -1 -1 0,,0 -1 - -,1.62
8 CCoSp 0.0 0.00 -1 0 0 0 1 -2 0 -2,,-2 0 - -,0.00
22.0,,,19.42
Program Components Factor,,,
Skating Skills 1.00 4.50 5.00 4.75 4.75 5.25 5.00 5.75 5.75,,5.75 5.25 - -,5.05
Transition / Linking Footwork 1.00 4.00 4.75 4.50 4.50 5.50 5.00 5.25 6.00,,5.25 5.00 - -,4.90
Performance / Execution 1.00 4.25 5.00 4.25 4.75 5.00 5.25 6.25 5.50,,5.50 5.25 - -,5.05
Choreography / Composition 1.00 4.25 5.00 4.50 5.00 5.25 5.00 5.75 5.50,,5.75 5.25 - -,5.10
Interpretation 1.00 4.25 5.00 4.25 4.75 5.50 5.25 5.75 5.50,,5.50 5.00 - -,5.10
Judges Total Program Component Score (factored),,,25.20
Deductions: Time violation: -1.00,,,-1.00
Trophee Eric Bompard
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER
Printed: 18/11/2005 17:36:19
