Trophee Eric Bompard,,,
Judges Total Program Component Score (factored),,,18.09
Deductions:,,,0.00
"",Total Total Total,,Total
Rank Name,NOC Segment Element Program  Component,,Deductions
"",Code Score Score Score (factored),,
"",= + +,,-
3 Federica FAIELLA / Massimo SCALI,ITA 31.98 15.90 16.08,,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 1S1 1.7 0.12,1 0 0 1 1 0 0 0 1 0 - -,,1.82
2 1S2 2.2 0.00,1 -1 0 0 1 0 -1 0 0 0 - -,,2.20
3 1S3 2.6 0.00,1 0 0 0 0 0 0 0 1 -1 - -,,2.60
4 2S1 2.5 0.42,1 0 1 0 1 1 0 0 1 -1 - -,,2.92
5 2S2 3.0 -0.14,0 -1 0 0 1 0 -1 0 0 -1 - -,,2.86
6 2S3 3.5 0.00,0 0 0 0 0 0 0 -1 1 0 - -,,3.50
15.5,,,15.90
Program Components Factor,,,
Skating Skills 0.75,7.00 6.25 6.75 6.75 6.75 6.75 6.75 6.25 6.50 4.75 - -,,6.60
Timing 0.75,6.50 5.75 6.50 6.25 6.50 6.25 6.50 5.75 6.25 4.25 - -,,6.20
Performance / Execution 0.50,7.00 6.25 6.75 6.25 6.75 6.50 6.50 6.00 6.50 4.75 - -,,6.45
Interpretation 0.50,7.25 6.25 6.50 6.75 6.75 6.50 6.75 6.25 6.50 4.50 - -,,6.50
Judges Total Program Component Score (factored),,,16.08
Deductions:,,,0.00
Trophee Eric Bompard,,,
ICE DANCING COMPULSORY DANCE,JUDGES DETAILS PER SKATER,,
"",Total Total Total,,Total
Rank Name,NOC Segment Element Program  Component,,Deductions
"",Code Score Score Score (factored),,
"",= + +,,-
4 Nozomi WATANABE / Akiyuki KIDO,JPN 28.68 15.18 13.50,,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 1S1 1.7 0.06,1 0 0 0 1 0 0 1 -1 1 - -,,1.76
2 1S2 2.2 0.00,0 0 0 0 0 0 0 1 -1 0 - -,,2.20
3 1S3 2.6 -0.10,1 -1 0 0 0 -1 1 0 0 0 - -,,2.50
4 2S1 2.5 0.00,1 0 0 0 0 0 0 0 0 1 - -,,2.50
5 2S2 3.0 -0.28,0 -1 0 0 0 -1 0 0 -1 1 - -,,2.72
6 2S3 3.5 0.00,0 0 0 0 0 0 0 0 0 0 - -,,3.50
15.5,,,15.18
Program Components Factor,,,
Skating Skills 0.75,6.00 5.50 6.00 5.75 5.00 5.75 5.75 5.25 5.25 5.50 - -,,5.55
Timing 0.75,5.75 5.25 5.50 5.25 4.75 5.50 5.50 5.00 5.25 5.00 - -,,5.25
Performance / Execution 0.50,6.00 5.50 5.75 5.25 4.75 5.75 5.75 5.00 5.00 5.50 - -,,5.40
Interpretation 0.50,5.75 5.75 5.75 5.00 5.00 5.75 5.75 5.25 5.00 5.50 - -,,5.40
Judges Total Program Component Score (factored),,,13.50
Deductions:,,,0.00
"",Total Total Total,,Total
Rank Name,NOC Segment Element Program  Component,,Deductions
"",Code Score Score Score (factored),,
"",= + +,,-
5 Jana KHOKHLOVA / Sergei NOVITSKI,RUS 28.12 14.88 13.24,,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 1S1 1.7 0.00,1 0 0 0 1 0 0 0 0 0 - -,,1.70
2 1S2 2.2 0.00,0 -1 0 0 0 0 -1 0 0 0 - -,,2.20
3 1S3 2.6 -0.20,0 0 0 -1 0 -1 0 -1 0 -1 - -,,2.40
4 2S1 2.5 0.00,0 0 0 0 1 0 0 0 -1 0 - -,,2.50
5 2S2 3.0 -0.14,0 -1 0 0 0 0 -1 0 -1 0 - -,,2.86
6 2S3 3.5 -0.28,-1 0 0 -1 0 0 0 -1 -1 -1 - -,,3.22
15.5,,,14.88
Program Components Factor,,,
Skating Skills 0.75,5.50 5.00 5.75 5.50 5.75 5.50 5.00 5.25 5.50 5.00 - -,,5.45
Timing 0.75,5.00 4.75 5.25 5.00 5.50 5.25 4.75 4.50 5.00 4.75 - -,,5.05
Performance / Execution 0.50,5.50 5.25 5.50 5.25 5.75 5.50 5.25 5.00 5.25 4.75 - -,,5.35
Interpretation 0.50,5.25 5.25 5.50 5.00 5.75 5.50 5.25 5.00 5.50 4.75 - -,,5.35
Judges Total Program Component Score (factored),,,13.24
Deductions:,,,0.00
"",Total Total Total,,Total
Rank Name,NOC Segment Element Program  Component,,Deductions
"",Code Score Score Score (factored),,
"",= + +,,-
6 Morgan MATTHEWS / Maxim ZAVOZIN,USA 27.85 14.64 13.21,,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 1S1 1.7 0.00,0 0 0 0 0 0 0 0 0 0 - -,,1.70
2 1S2 2.2 -0.20,0 -1 0 0 0 -1 -1 0 -1 0 - -,,2.00
3 1S3 2.6 -0.10,0 -1 0 0 0 0 0 -1 0 -1 - -,,2.50
4 2S1 2.5 0.00,-1 -1 0 0 0 0 -1 0 0 1 - -,,2.50
5 2S2 3.0 -0.14,0 -2 0 0 0 0 -1 0 -1 0 - -,,2.86
6 2S3 3.5 -0.42,-1 0 0 1 -1 -1 0 -1 -1 -1 - -,,3.08
15.5,,,14.64
Program Components Factor,,,
Skating Skills 0.75,5.25 4.75 5.75 5.75 5.25 5.25 5.25 6.00 5.25 5.50 - -,,5.40
Timing 0.75,5.00 4.50 5.25 5.75 4.75 5.00 5.00 5.50 5.25 5.25 - -,,5.10
Performance / Execution 0.50,5.50 4.50 5.75 5.25 5.00 5.75 5.50 5.75 5.25 5.25 - -,,5.30
Interpretation 0.50,5.25 4.75 5.75 5.50 4.75 5.50 5.25 5.75 5.25 5.75 - -,,5.35
Judges Total Program Component Score (factored),,,13.21
Deductions:,,,0.00
Trophee Eric Bompard,,,
ICE DANCING COMPULSORY DANCE,JUDGES DETAILS PER SKATER,,
"",Total Total Total,,Total
Rank Name,NOC Segment Element Program  Component,,Deductions
"",Code Score Score Score (factored),,
"",= + +,,-
7 Christina BEIER / William BEIER,GER 27.46 14.08 13.38,,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 1S1 1.7 0.00,1 -1 0 0 0 0 0 0 1 0 - -,,1.70
2 1S2 2.2 -0.20,0 -1 0 0 -1 0 0 0 -1 0 - -,,2.00
3 1S3 2.6 -0.10,0 -1 0 0 0 0 -1 0 0 -1 - -,,2.50
4 2S1 2.5 0.00,1 0 0 0 0 0 0 0 1 0 - -,,2.50
5 2S2 3.0 -0.56,0 -1 0 -1 -1 0 0 -1 -1 -1 - -,,2.44
6 2S3 3.5 -0.56,0 -1 -1 0 -1 -1 -1 -1 0 -1 - -,,2.94
15.5,,,14.08
Program Components Factor,,,
Skating Skills 0.75,6.00 5.25 5.75 5.25 4.75 6.00 5.50 5.00 6.00 4.50 - -,,5.40
Timing 0.75,5.50 4.75 5.50 5.50 4.50 5.75 5.25 4.75 5.75 4.50 - -,,5.20
Performance / Execution 0.50,6.00 5.25 5.75 5.50 4.75 6.25 5.25 5.25 5.75 4.75 - -,,5.40
Interpretation 0.50,5.75 5.50 5.50 5.75 4.75 6.00 5.50 5.00 5.75 4.75 - -,,5.45
Judges Total Program Component Score (factored),,,13.38
Deductions:,,,0.00
"",Total Total Total,,Total
Rank Name,NOC Segment Element Program  Component,,Deductions
"",Code Score Score Score (factored),,
"",= + +,,-
8 Nathalie PECHALAT / Fabian BOURZAT,FRA 27.18 14.46 12.72,,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 1S1 1.7 0.00,0 0 0 0 0 0 0 1 0 0 - -,,1.70
2 1S2 2.2 0.00,0 0 -1 0 0 0 -1 0 0 0 - -,,2.20
3 1S3 2.6 -0.20,-1 -1 0 0 0 -1 0 -1 -1 0 - -,,2.40
4 2S1 2.5 0.00,0 0 0 0 0 0 0 0 0 -1 - -,,2.50
5 2S2 3.0 -0.42,0 0 -1 -1 0 -1 0 0 -1 0 - -,,2.58
6 2S3 3.5 -0.42,-1 0 0 0 -1 -1 0 -1 -1 -1 - -,,3.08
15.5,,,14.46
Program Components Factor,,,
Skating Skills 0.75,5.00 5.50 5.00 5.75 5.00 5.00 5.00 6.00 5.00 5.50 - -,,5.20
Timing 0.75,4.75 4.75 4.50 5.25 4.50 4.75 5.25 5.50 5.00 5.75 - -,,4.85
Performance / Execution 0.50,5.25 5.50 4.75 5.75 4.75 5.25 5.25 5.75 5.00 5.25 - -,,5.15
Interpretation 0.50,5.25 5.50 4.75 6.00 4.75 5.25 5.25 6.00 5.00 5.50 - -,,5.20
Judges Total Program Component Score (factored),,,12.72
Deductions:,,,0.00
"",Total Total Total,,Total
Rank Name,NOC Segment Element Program  Component,,Deductions
"",Code Score Score Score (factored),,
"",= + +,,-
9 Anastasia GREBENKINA / Vazgen AZROJAN,ARM 26.08 14.34 11.74,,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 1S1 1.7 -0.06,0 0 0 0 0 0 0 0 -1 -1 - -,,1.64
2 1S2 2.2 -0.20,0 -1 0 -1 0 0 0 1 -1 0 - -,,2.00
3 1S3 2.6 -0.20,-1 0 0 -1 0 -1 0 0 0 -1 - -,,2.40
4 2S1 2.5 -0.28,0 -1 0 0 0 0 0 0 -1 -1 - -,,2.22
5 2S2 3.0 -0.42,0 -1 0 -1 0 0 -1 0 -1 -1 - -,,2.58
6 2S3 3.5 0.00,-1 0 0 -1 0 0 0 0 0 0 - -,,3.50
15.5,,,14.34
Program Components Factor,,,
Skating Skills 0.75,5.00 5.50 4.75 4.50 5.00 5.75 5.75 6.00 4.50 3.75 - -,,4.85
Timing 0.75,4.50 4.75 4.25 4.25 4.75 5.50 5.25 6.25 4.25 4.00 - -,,4.45
Performance / Execution 0.50,4.75 5.50 4.50 4.25 5.25 5.50 5.50 6.25 4.25 4.00 - -,,4.75
Interpretation 0.50,5.00 5.50 4.75 4.25 5.00 5.75 5.75 6.25 4.25 4.00 - -,,4.75
Judges Total Program Component Score (factored),,,11.74
Deductions:,,,0.00
Trophee Eric Bompard,,,
ICE DANCING COMPULSORY DANCE,JUDGES DETAILS PER SKATER,,
"",Total Total Total,,Total
Rank Name,NOC Segment Element Program  Component,,Deductions
"",Code Score Score Score (factored),,
"",= + +,,-
10 Pernelle CARRON / Mathieu JOST,FRA 25.16 13.64 11.52,,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 1S1 1.7 0.00,1 -1 0 0 0 0 0 0 0 0 - -,,1.70
2 1S2 2.2 -0.20,0 0 -1 0 0 -1 -1 0 -1 0 - -,,2.00
3 1S3 2.6 -0.40,0 -1 0 0 -1 -1 -1 -1 -1 -1 - -,,2.20
4 2S1 2.5 -0.42,0 -1 -1 0 0 0 -1 -1 -1 -1 - -,,2.08
5 2S2 3.0 -0.14,0 0 0 0 0 -1 0 0 -1 0 - -,,2.86
6 2S3 3.5 -0.70,-1 -2 -1 -1 -1 -1 0 -1 -1 -1 - -,,2.80
15.5,,,13.64
Program Components Factor,,,
Skating Skills 0.75,5.25 4.75 4.75 4.75 4.75 4.75 4.75 4.75 4.75 4.25 - -,,4.75
Timing 0.75,5.00 4.00 4.50 4.75 4.25 4.50 4.50 3.75 4.25 4.00 - -,,4.30
Performance / Execution 0.50,5.25 4.75 4.50 5.00 5.00 4.75 4.75 4.50 4.50 4.25 - -,,4.70
Interpretation 0.50,5.25 4.75 4.75 5.25 4.75 5.00 4.75 4.50 4.50 4.25 - -,,4.75
Judges Total Program Component Score (factored),,,11.52
Deductions:,,,0.00
"",Total Total Total,,Total
Rank Name,NOC Segment Element Program  Component,,Deductions
"",Code Score Score Score (factored),,
"",= + +,,-
11 Anna ZADOROZHNIUK / Sergei VERBILLO,UKR 24.36 13.40 10.96,,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 1S1 1.7 0.00,0 0 0 0 0 0 0 -1 -1 0 - -,,1.70
2 1S2 2.2 -0.20,0 -1 0 -1 0 0 -1 -1 -1 0 - -,,2.00
3 1S3 2.6 -0.50,-1 -2 -1 -1 0 -1 -2 -1 -1 -1 - -,,2.10
4 2S1 2.5 -0.14,0 -1 0 0 0 0 -1 -1 -1 0 - -,,2.36
5 2S2 3.0 -0.56,-1 -1 -1 -1 0 -1 -1 -1 -1 0 - -,,2.44
6 2S3 3.5 -0.70,-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 - -,,2.80
15.5,,,13.40
Program Components Factor,,,
Skating Skills 0.75,4.75 4.50 4.50 4.50 4.75 4.75 4.50 4.50 4.25 4.25 - -,,4.50
Timing 0.75,4.50 4.00 4.25 4.25 4.50 4.50 4.00 3.75 3.75 4.00 - -,,4.20
Performance / Execution 0.50,4.75 4.25 4.25 4.50 4.50 5.00 4.25 4.25 4.00 4.25 - -,,4.35
Interpretation 0.50,4.50 4.50 4.50 4.25 4.75 5.00 4.25 4.50 4.00 4.50 - -,,4.50
Judges Total Program Component Score (factored),,,10.96
Deductions:,,,0.00
Printed: 18/11/2005 14:55:52,,,
