ISU GP 2017 Skate Canada International,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
1 3A  8.50 -0.71 -2 -1 0 -1 -1,,-1 2,-1 0,7.79,
2 3Lz  6.00  1.60 3 2 3 2 2,,2 3,2 2,7.60,
3 FCSp3  2.80  1.29 3 3 3 2 3,,3 2,2 2,4.09,
4 CSSp4  3.00  1.00 2 2 2 2 -1,,2 2,2 2,4.00,
5 3F+3T  10.56 x  1.30 1 2 2 2 2,,2 2,1 2,11.86,
6 StSq4  3.90  1.90 2 3 3 2 3,,3 2,3 3,5.80,
7 CCoSp4  3.50  1.00 1 2 2 2 2,,2 2,2 2,4.50,
38.26,,,,45.64,
Program Components Factor,,,,,
Skating Skills  1.00 8.50 8.75 9.25 8.50 9.00,,8.75 9.00,9.00 8.50,8.79,
Transitions  1.00 8.75 8.75 9.25 8.50 9.50,,9.00 9.25,8.75 9.00,8.96,
Performance  1.00 9.25 9.00 9.50 8.75 9.50,,9.00 9.25,9.00 8.75,9.11,
Composition  1.00 9.00 8.75 9.25 8.50 9.50,,8.50 9.50,9.00 9.00,9.00,
Interpretation of the Music  1.00 9.25 9.00 9.50 9.00 9.75,,9.25 9.25,9.00 9.25,9.21,
Judges Total Program Component Score (factored),,,,45.07,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
4 Alexander SAMARIN RUS  9  84.02,,46.40,37.62,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4Lz+3T  17.90  0.11 0 1 0 1 -1,,0 1,0 -1,18.01,
2 4T  10.30 -0.43 0 2 -3 1 -1,,-1 2,-1 -2,9.87,
3 FCSp3  2.80  0.36 -1 1 1 0 0,,1 1,1 1,3.16,
4 3A< <  6.49 x -2.00 -3 -2 -2 -2 -2,,-2 -2,-2 -2,4.49,
5 CSSp4  3.00  0.21 0 1 1 1 -1,,1 0,0 0,3.21,
6 StSq3  3.30  0.43 0 1 1 1 1,,1 0,1 1,3.73,
7 CCoSp4  3.50  0.43 0 2 1 1 1,,1 1,1 0,3.93,
47.29,,,,46.40,
Program Components Factor,,,,,
Skating Skills  1.00 7.50 8.25 8.50 8.25 7.50,,7.75 7.50,7.50 7.75,7.79,
Transitions  1.00 6.50 7.75 8.00 8.00 6.50,,6.75 7.00,7.25 7.00,7.18,
Performance  1.00 7.00 8.00 8.25 8.00 7.00,,8.00 7.25,7.50 7.50,7.61,
Composition  1.00 7.25 8.00 8.25 8.25 6.75,,7.25 6.75,7.50 7.50,7.50,
Interpretation of the Music  1.00 6.75 8.00 8.25 8.00 7.50,,7.50 7.00,7.50 7.25,7.54,
Judges Total Program Component Score (factored),,,,37.62,
Deductions,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP 2017 Skate Canada International,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
5 Keegan MESSING CAN  1  82.17,,45.75,37.42,1.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5 Info",,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4T+3T  14.60  2.00 2 2 2 2 2,,2 2,2 1,16.60,
2 3A  8.50 -1.00 -1 -1 -1 -1 -1,,-1 1,-1 -1,7.50,
3 FCSp4  3.20  0.86 2 2 2 1 2,,1 2,1 2,4.06,
4 CSSp4  3.00  0.50 0 2 1 0 1,,1 2,1 1,3.50,
5 StSq2  2.60  0.43 0 1 1 1 1,,1 2,1 0,3.03,
6 3Lz  6.60 x  0.10 1 0 -1 0 1,,-1 2,1 -1,6.70,
7 CCoSp4  3.50  0.86 2 3 1 2 3,,1 2,1 1,4.36,
42.00,,,,45.75,
Program Components Factor,,,,,
Skating Skills  1.00 7.50 7.25 8.25 8.00 7.50,,6.75 8.75,7.50 7.75,7.68,
Transitions  1.00 7.25 7.00 7.75 7.75 7.25,,6.25 8.75,7.00 7.25,7.32,
Performance  1.00 7.00 7.25 8.00 7.50 7.25,,6.75 9.00,7.25 7.50,7.39,
Composition  1.00 7.25 7.50 8.00 7.75 7.50,,7.00 9.00,7.00 7.25,7.46,
Interpretation of the Music  1.00 7.25 7.50 8.25 7.75 7.50,,7.25 8.75,7.00 7.50,7.57,
Judges Total Program Component Score (factored),,,,37.42,
Deductions Falls: -1.00(1),,,,-1.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
6 Jorik HENDRICKX BEL  8  82.08,,41.89,40.19,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 3A  8.50  1.00 1 1 1 1 0,,1 2,1 1,9.50,
2 CSSp4  3.00  0.93 2 2 2 2 1,,2 2,0 2,3.93,
3 CCoSp4  3.50  0.86 2 2 1 2 2,,2 2,1 1,4.36,
4 3Lz+3T< <  9.90 x -1.20 -2 -2 -2 -1 -1,,-1 -2,-2 -2,8.70,
5 3Lo  5.61 x  0.30 0 1 0 0 0,,1 1,0 1,5.91,
6 StSq4  3.90  1.60 3 3 2 2 2,,3 2,2 2,5.50,
7 FCSp4  3.20  0.79 2 2 1 1 1,,2 2,2 1,3.99,
37.61,,,,41.89,
Program Components Factor,,,,,
Skating Skills  1.00 8.50 7.50 8.00 8.25 7.00,,7.75 8.25,8.00 7.75,7.93,
Transitions  1.00 8.00 7.25 7.75 8.25 6.50,,8.00 8.50,7.50 8.00,7.82,
Performance  1.00 8.50 7.50 8.25 8.00 7.50,,7.75 8.50,8.00 8.25,8.04,
Composition  1.00 8.25 7.50 8.25 8.25 7.75,,8.00 8.25,8.00 8.25,8.11,
Interpretation of the Music  1.00 8.75 7.75 8.50 8.50 7.25,,8.50 8.25,8.00 8.50,8.29,
Judges Total Program Component Score (factored),,,,40.19,
Deductions,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP 2017 Skate Canada International,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
7 Michal BREZINA CZE  7  80.34,,42.09,38.25,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5 Info",,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4S+2T  11.80  0.43 0 1 0 -1 1,,0 1,1 0,12.23,
2 3A  8.50  1.14 1 2 1 1 1,,1 1,2 0,9.64,
3 FSSp4  3.00  0.64 1 2 1 1 2,,1 2,1 1,3.64,
4 CCSp4  3.20  0.57 1 2 0 2 1,,1 1,1 1,3.77,
5 3Lz  6.60 x -1.80 -3 -2 -2 -3 -3,,-3 -2,-2 -3,4.80,
6 StSq3  3.30  0.71 2 2 1 1 1,,2 1,2 0,4.01,
7 CCoSp4  3.50  0.50 1 2 1 1 0,,1 2,1 0,4.00,
39.90,,,,42.09,
Program Components Factor,,,,,
Skating Skills  1.00 7.75 8.00 8.00 8.25 7.25,,7.75 7.75,8.00 7.25,7.79,
Transitions  1.00 7.50 7.50 7.50 8.00 6.75,,7.00 7.00,7.50 6.50,7.25,
Performance  1.00 8.00 8.00 7.75 7.75 7.25,,7.75 7.00,8.00 7.25,7.68,
Composition  1.00 8.00 8.00 7.75 8.25 7.75,,7.50 7.25,7.75 7.00,7.71,
Interpretation of the Music  1.00 8.25 8.00 8.00 8.00 8.00,,8.00 7.00,7.75 6.75,7.82,
Judges Total Program Component Score (factored),,,,38.25,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
8 Takahito MURA JPN  6  74.82,,38.35,36.47,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4T< <  8.00 -3.77 -3 -2 -3 -2 -3,,-3 -3,-3 -3,4.23,
2 3A  8.50  1.43 2 2 2 1 1,,1 1,2 1,9.93,
3 FCSp3  2.80  0.43 0 1 0 1 1,,1 2,2 0,3.23,
4 CSSp3  2.60  0.03 0 1 0 0 -1,,0 1,0 -1,2.63,
5 3Lz+3T  11.33 x -0.10 0 0 1 0 0,,0 0,-1 -1,11.23,
6 StSq2  2.60  0.57 1 2 1 1 2,,1 1,1 1,3.17,
7 CCoSp4  3.50  0.43 0 1 1 1 1,,1 1,1 0,3.93,
39.33,,,,38.35,
Program Components Factor,,,,,
Skating Skills  1.00 7.50 7.50 7.75 8.00 7.00,,7.50 7.00,7.75 7.75,7.54,
Transitions  1.00 6.75 7.00 7.25 7.75 6.50,,7.25 6.50,7.25 7.25,7.04,
Performance  1.00 7.00 7.25 7.75 7.50 7.00,,7.00 6.75,7.50 7.50,7.25,
Composition  1.00 7.00 7.25 7.50 8.00 7.25,,7.25 7.00,7.75 7.25,7.32,
Interpretation of the Music  1.00 7.25 7.25 7.50 7.75 7.50,,7.00 6.50,7.50 7.25,7.32,
Judges Total Program Component Score (factored),,,,36.47,
Deductions,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP 2017 Skate Canada International,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
9 Nicolas NADEAU CAN  2  74.23,,38.48,36.75,1.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5 Info",,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4T< <  8.00 -4.00 -3 -3 -3 -3 -3,,-3 -3,-3 -3,4.00,
2 3A  8.50  1.29 2 1 2 1 2,,1 1,1 1,9.79,
3 StSq3  3.30  0.86 2 1 2 1 3,,2 2,2 1,4.16,
4 CSSp4  3.00  0.29 1 1 1 1 2,,0 0,0 -1,3.29,
5 3Lo+3T  10.34 x  0.60 2 1 1 1 1,,1 1,0 0,10.94,
6 FCSp3  2.80  0.14 0 0 1 0 1,,-1 1,0 0,2.94,
7 CCoSp4V  3.00  0.36 1 0 1 1 1,,1 1,0 -1,3.36,
38.94,,,,38.48,
Program Components Factor,,,,,
Skating Skills  1.00 7.75 7.00 8.00 7.75 7.00,,6.50 7.25,7.50 7.50,7.39,
Transitions  1.00 7.25 6.50 8.00 7.50 7.25,,6.00 7.00,7.25 7.00,7.11,
Performance  1.00 7.50 7.00 8.25 7.50 7.25,,6.75 7.50,7.50 7.25,7.36,
Composition  1.00 7.50 7.00 8.00 7.75 7.75,,6.50 7.25,7.50 7.50,7.46,
Interpretation of the Music  1.00 7.75 7.00 8.25 7.50 7.50,,6.75 7.25,7.75 7.25,7.43,
Judges Total Program Component Score (factored),,,,36.75,
Deductions Falls: -1.00(1),,,,-1.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
10 Paul FENTZ GER  3  68.48,,34.91,34.57,1.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4T< <  8.00 -4.00 -3 -3 -3 -3 -3,,-3 -3,-3 -3,4.00,
2 3A  8.50  1.29 1 2 2 1 1,,1 2,1 1,9.79,
3 FCSp4  3.20  0.29 1 1 1 0 0,,-1 1,1 0,3.49,
4 StSq3  3.30  0.50 1 1 1 1 1,,1 2,1 1,3.80,
5 3Lz+3T  11.33 x  0.30 0 0 1 1 0,,1 1,0 0,11.63,
6 CSSp  0.00  0.00 - - - - -,,- -,- -,0.00,
7 CCoSp2  2.50 -0.30 -2 -1 0 0 -1,,-2 -1,-1 -1,2.20,
36.83,,,,34.91,
Program Components Factor,,,,,
Skating Skills  1.00 6.50 7.00 7.50 7.50 6.75,,6.50 6.75,7.50 7.00,7.00,
Transitions  1.00 6.25 7.00 7.25 7.25 6.75,,6.00 6.75,7.00 6.75,6.82,
Performance  1.00 6.00 6.75 7.25 7.00 6.50,,6.50 7.00,7.25 6.25,6.75,
Composition  1.00 6.25 7.00 7.50 7.50 7.25,,6.50 7.00,7.50 6.75,7.07,
Interpretation of the Music  1.00 6.25 7.00 7.50 7.00 7.25,,6.75 6.75,7.25 6.50,6.93,
Judges Total Program Component Score (factored),,,,34.57,
Deductions Falls: -1.00(1),,,,-1.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP 2017 Skate Canada International,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
11 Jun Hwan CHA KOR  4  68.46,,31.78,36.68,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5 Info",,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4S<< <<  4.40 -1.40 -2 -2 -1 -2 -2,,-2 -2,-2 -2,3.00,
2 3Lz+3T< !  9.00 -1.20 -2 -2 0 -1 -2,,-2 -2,-2 -1,7.80,
3 CCoSp3  3.00  1.07 2 3 3 1 2,,2 2,2 2,4.07,
4 3A< <  6.49 x -0.86 -1 0 0 -1 -1,,-1 -2,-1 -1,5.63,
5 FCSp4  3.20  0.50 1 1 2 1 1,,1 1,1 0,3.70,
6 StSq3  3.30  0.64 1 2 2 1 1,,1 2,1 1,3.94,
7 CSSp4  3.00  0.64 1 2 2 1 2,,0 2,0 1,3.64,
32.39,,,,31.78,
Program Components Factor,,,,,
Skating Skills  1.00 7.75 7.75 8.00 7.25 6.75,,7.00 7.50,7.25 7.50,7.43,
Transitions  1.00 7.25 7.75 8.00 7.00 6.50,,6.25 7.75,7.00 7.00,7.18,
Performance  1.00 7.75 8.00 8.25 7.00 6.75,,7.25 7.50,7.00 7.25,7.39,
Composition  1.00 7.25 8.00 8.25 7.25 6.75,,6.75 7.75,7.25 7.25,7.36,
Interpretation of the Music  1.00 7.25 8.25 8.25 7.00 6.50,,6.50 7.50,7.25 7.50,7.32,
Judges Total Program Component Score (factored),,,,36.68,
Deductions,,,,0.00,
"<  Under-rotated jump<<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1!  Not clear edge",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
12 Brendan KERRY AUS  5  63.19,,31.20,33.99,2.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 2T+3T  5.60 -0.10 0 0 0 -1 1,,0 -3,0 0,5.50,
2 4S< <  8.10 -4.00 -3 -3 -3 -3 -3,,-3 -3,-3 -3,4.10,
3 FSSp4  3.00  0.10 -2 1 -1 0 0,,0 1,0 1,3.10,
4 CCSp4  3.20  0.57 2 2 0 0 1,,1 2,1 1,3.77,
5 3A  9.35 x -2.14 -2 -2 -2 -3 -2,,-2 -3,-2 -2,7.21,
6 StSq3  3.30  0.29 0 0 1 0 2,,1 1,0 1,3.59,
7 CCoSp4  3.50  0.43 1 2 1 1 1,,0 1,1 0,3.93,
36.05,,,,31.20,
Program Components Factor,,,,,
Skating Skills  1.00 7.25 6.75 7.75 7.00 6.75,,6.75 6.75,7.25 7.00,6.96,
Transitions  1.00 6.75 6.50 7.25 7.00 6.50,,6.25 6.50,7.00 6.75,6.71,
Performance  1.00 6.50 6.75 7.50 6.50 6.25,,6.50 6.50,7.00 6.25,6.57,
Composition  1.00 7.00 6.75 7.50 7.00 6.75,,7.00 6.75,7.00 7.00,6.93,
Interpretation of the Music  1.00 6.75 6.50 7.75 6.75 7.00,,7.00 6.25,7.00 6.75,6.82,
Judges Total Program Component Score (factored),,,,33.99,
Deductions Time violation: -1.00 Falls: -1.00(1),,,,-2.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
printed: 27/10/2017 19:32:40,,,,,
