Skate America,,,,,
Interpretation / Timing,1.00 6.75 6.25 6.50 7.25 6.50 6.50 6.50 6.25,,7.75,6.75 - -,6.65
Judges Total Program Component Score (factored),,,,,24.66
Deductions:,,,,,0.00
Skate America,,,,,
ICE DANCING ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,,,
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
4 Meryl DAVIS / Charlie WHITE,USA  52.84  29.70,,,23.14,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 CiSt4  8.00  0.40,1 0 1 1 0 0 0 0,,2,1 - -,8.40
2 CoSp4  4.70  0.40,1 1 1 1 1 2 0 0,,1,0 - -,5.10
3 SlLi4  4.00  0.20,0 0 1 2 0 0 0 0,,2,1 - -,4.20
4 NtMiTw4  3.30  0.30,1 1 2 0 1 2 0 0,,1,1 - -,3.60
5 NtMiSt4  4.30  0.20,1 0 2 1 0 1 0 0,,2,1 - -,4.50
6 RoLi3  3.50  0.40,1 0 1 2 1 1 0 1,,1,1 - -,3.90
27.80,,,,,29.70
Program Components Factor,,,,,
Skating Skills  0.80,6.00 5.75 6.50 6.75 5.75 7.00 6.00 5.00,,6.25,6.50 - -,5.95
Linking Footwork / Movement  0.80,6.00 6.00 6.75 6.50 5.50 6.50 5.75 5.50,,5.75,6.25 - -,5.80
Performance  0.60,6.25 6.00 6.50 6.75 5.75 6.50 6.00 5.25,,7.00,6.50 - -,6.15
Choreography  0.60,6.25 5.75 6.50 7.00 6.00 7.00 6.25 5.50,,7.00,6.50 - -,6.25
Interpretation / Timing  1.00,6.25 6.00 7.00 7.00 6.00 6.50 6.25 5.25,,7.25,6.75 - -,6.30
Judges Total Program Component Score (factored),,,,,23.14
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
5 Kristin FRASER / Igor LUKANIN,AZE  51.23  27.70,,,24.53,1.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 Sp4  4.70  0.40,1 2 2 0 1 1 1 1,,0,1 - -,5.10
2 NtMiTw3  2.80 -0.20,0 0 -2 -2 0 -1 -1 0,,-1,0 - -,2.60
3 NtMiSt3  3.80 -0.10,0 1 1 -1 0 -2 0 0,,-1,0 - -,3.70
4 SlLi4  4.00  0.60,0 1 2 2 2 0 1 1,,1,1 - -,4.60
5 CiSt3  7.20  0.00,0 0 0 0 0 0 0 0,,0,0 - -,7.20
6 RoLi4  4.00  0.50,1 1 1 1 1 0 0 1,,1,2 - -,4.50
26.50,,,,,27.70
Program Components Factor,,,,,
Skating Skills  0.80,6.00 6.75 6.25 6.50 6.50 5.25 6.25 6.75,,6.50,6.75 - -,6.50
Linking Footwork / Movement  0.80,6.00 6.50 6.50 6.50 6.25 5.25 6.00 6.25,,6.25,6.50 - -,6.25
Performance  0.60,6.25 6.75 6.50 6.75 6.25 5.50 6.25 6.75,,6.00,6.75 - -,6.45
Choreography  0.60,6.50 6.75 6.00 6.75 6.50 5.50 6.50 6.75,,6.00,6.75 - -,6.60
Interpretation / Timing  1.00,6.25 6.75 6.25 6.75 6.50 5.50 6.50 6.50,,5.75,6.75 - -,6.50
Judges Total Program Component Score (factored),,,,,24.53
Deductions: Extended lifts:,-1.00,,,,-1.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
6 Kimberly NAVARRO / Brent BOMMENTRE,USA  51.13  29.00,,,22.13,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 SlLi4  4.00  0.40,0 1 1 2 0 1 1 0,,2,1 - -,4.40
2 Sp4  4.70  0.30,1 0 1 1 1 1 0 0,,1,0 - -,5.00
3 CiSt3  7.20  0.40,1 0 1 1 0 0 0 0,,2,0 - -,7.60
4 RoLi4  4.00  0.40,1 1 1 1 1 1 0 0,,2,1 - -,4.40
5 NtMiTw4  3.30 -0.10,0 0 -1 0 0 -1 0 -1,,-1,0 - -,3.20
6 NtMiSt4  4.30  0.10,1 0 1 0 0 0 0 0,,1,0 - -,4.40
27.50,,,,,29.00
Program Components Factor,,,,,
Skating Skills  0.80,5.75 5.50 6.25 6.25 5.75 5.50 5.50 5.00,,5.75,6.25 - -,5.65
Linking Footwork / Movement  0.80,5.50 5.25 6.00 6.25 5.50 5.75 5.25 5.50,,5.25,6.25 - -,5.40
Performance  0.60,5.75 5.50 6.75 6.75 5.75 6.00 5.50 5.50,,6.75,6.25 - -,5.85
Choreography  0.60,6.00 5.75 6.00 6.50 5.75 5.50 6.25 5.25,,7.00,6.50 - -,6.05
Interpretation / Timing  1.00,5.75 6.00 6.50 6.75 6.00 6.00 6.25 5.50,,7.00,6.50 - -,6.15
Judges Total Program Component Score (factored),,,,,22.13
Deductions:,,,,,0.00
Skate America,,,,,
ICE DANCING ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,,,
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
7 Alexandra ZARETSKI / Roman ZARETSKI,ISR  51.12  28.50,,,22.62,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 CoSp4  4.70  0.40,1 1 1 1 1 2 0 0,,1,1 - -,5.10
2 SlLi4  4.00  0.30,0 0 1 1 1 0 0 1,,1,1 - -,4.30
3 NtMiTw4  3.30  0.00,0 0 0 0 0 0 1 -1,,0,0 - -,3.30
4 NtMiSt4  4.30  0.00,0 0 0 0 0 1 0 0,,0,1 - -,4.30
5 CiSt3  7.20  0.20,0 1 0 0 0 0 0 1,,0,1 - -,7.40
6 RoLi4  4.00  0.10,0 0 0 0 2 0 0 0,,1,1 - -,4.10
27.50,,,,,28.50
Program Components Factor,,,,,
Skating Skills  0.80,5.25 6.00 5.50 6.00 6.00 6.00 6.00 5.75,,5.50,6.50 - -,5.85
Linking Footwork / Movement  0.80,5.50 6.25 5.50 6.25 5.50 5.50 6.00 5.75,,5.25,6.25 - -,5.80
Performance  0.60,5.50 6.00 5.75 5.75 6.00 6.25 5.75 6.00,,6.25,6.50 - -,5.90
Choreography  0.60,5.75 6.50 5.00 6.00 6.00 5.75 6.25 6.00,,6.25,6.75 - -,6.10
Interpretation / Timing  1.00,5.50 6.00 5.25 6.25 6.25 6.25 6.25 5.75,,6.50,6.75 - -,6.10
Judges Total Program Component Score (factored),,,,,22.62
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
8 Ekaterina RUBLEVA / Ivan SHEFER,RUS  45.46  26.70,,,20.76,2.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 NtMiTw4  3.30 -0.10,-1 0 0 -1 1 1 0 0,,0,0 - -,3.20
2 NtMiSt4  4.30  0.40,0 1 1 1 0 0 1 1,,1,0 - -,4.70
3 SlLi4  4.00  0.50,0 1 1 1 1 0 1 1,,2,1 - -,4.50
4 Sp3  4.00 -0.50,-2 -1 -2 -1 0 -3 -1 -1,,-1,-1 - -,3.50
5 CiSt2  6.40  0.00,-1 0 0 0 0 -2 0 0,,0,0 - -,6.40
6 RoLi4  4.00  0.40,0 1 1 1 2 0 0 0,,2,1 - -,4.40
26.00,,,,,26.70
Program Components Factor,,,,,
Skating Skills  0.80,4.50 5.25 5.25 4.50 5.75 4.00 5.00 5.25,,6.00,5.25 - -,5.15
Linking Footwork / Movement  0.80,4.75 5.75 5.00 4.75 5.50 4.75 5.50 5.50,,5.50,5.50 - -,5.35
Performance  0.60,4.50 6.25 5.00 4.50 6.00 4.00 5.00 5.75,,5.75,5.25 - -,5.40
Choreography  0.60,5.00 6.00 5.00 5.00 6.00 5.00 5.75 5.75,,6.00,5.75 - -,5.70
Interpretation / Timing  1.00,5.00 6.00 5.50 5.00 6.25 4.75 5.75 5.50,,6.25,5.50 - -,5.70
Judges Total Program Component Score (factored),,,,,20.76
Deductions: Costume violation:,-1.00 Falls: -1.00,,,,-2.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
9 Cathy REED / Chris REED,JPN  43.79  25.20,,,18.59,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 CuLi3  3.50  0.20,0 2 0 1 1 0 0 0,,-1,1 - -,3.70
2 Sp4  4.70  0.20,1 1 1 0 1 0 0 0,,0,1 - -,4.90
3 CiSt3  7.20  0.00,0 0 1 0 0 -1 0 0,,1,0 - -,7.20
4 NtMiTw1  2.10 -0.30,0 0 -1 -1 0 -1 -1 -1,,-2,0 - -,1.80
5 NtMiSt3  3.80 -0.20,-1 0 0 -1 0 -1 0 0,,-1,1 - -,3.60
6 RoLi4  4.00  0.00,0 1 0 0 0 0 0 0,,0,1 - -,4.00
25.30,,,,,25.20
Program Components Factor,,,,,
Skating Skills  0.80,5.00 5.50 4.50 4.50 4.75 4.50 5.00 4.75,,4.00,5.25 - -,4.80
Linking Footwork / Movement  0.80,5.00 5.75 5.25 5.00 4.50 4.50 5.00 5.00,,4.00,5.50 - -,4.90
Performance  0.60,5.00 6.00 4.75 4.75 4.50 4.75 4.50 4.75,,4.75,5.75 - -,4.75
Choreography  0.60,5.25 5.75 5.00 4.75 4.75 4.75 5.25 5.00,,5.00,5.75 - -,5.05
Interpretation / Timing  1.00,5.25 6.00 4.75 4.50 5.00 4.50 4.75 4.50,,5.25,6.00 - -,4.95
Judges Total Program Component Score (factored),,,,,18.59
Deductions:,,,,,0.00
Skate America,,,,,
ICE DANCING ORIGINAL DANCE,JUDGES DETAILS PER SKATER,,,,
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",=,+,,+,-
10 Xiaoyang YU / Chen WANG,CHN  43.19  25.90,,,17.29,0.00
"# Executed Base",GOE The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 NtMiTw4  3.30,-0.20 -1 -1 0 0 -1 -1 0,0,0,-1 - -,3.10
2 NtMiSt3  3.80,0.00 -1 0 0 0 0 -1 0,0,0,0 - -,3.80
3 CuLi4  4.00,0.20 0 0 1 1 0 0 0,1,1,1 - -,4.20
4 Sp3  4.00,0.00 0 0 0 0 0 0 0,0,0,0 - -,4.00
5 CiSt2  6.40,0.00 -1 0 0 0 0 0 0,0,0,1 - -,6.40
6 RoLi4  4.00,0.40 0 1 1 1 1 0 0,1,1,1 - -,4.40
25.50,,,,,25.90
Program Components,Factor,,,,
Skating Skills,0.80 4.00 4.50 5.25 4.75 4.50 4.25 4.75,4.75,4.50,4.50 - -,4.60
Linking Footwork / Movement,0.80 3.75 4.25 4.50 4.75 4.25 4.50 4.50,4.50,4.00,4.25 - -,4.30
Performance,0.60 4.00 4.50 5.00 5.00 4.50 4.50 4.50,4.75,4.25,4.75 - -,4.50
Choreography,0.60 4.00 4.50 5.00 4.75 4.50 5.00 4.75,5.00,5.00,4.50 - -,4.70
Interpretation / Timing,1.00 3.75 4.50 4.75 4.50 4.75 4.75 4.75,4.75,4.75,4.50 - -,4.65
Judges Total Program Component Score (factored),,,,,17.29
Deductions:,,,,,0.00
Printed: 27/10/2007 15:21:43,,,,,
