Skate America,,,,,
Interpretation  0.50,6.50 6.75 7.00 6.25 6.25 7.00 7.25 7.00,,7.25,7.00 - -,7.05
Judges Total Program Component Score (factored),,,,,17.20
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
3 Federica FAIELLA / Massimo SCALI,ITA  31.43  16.30,,,15.13,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 1S1  1.60  0.50,1 1 1 2 1 0 1 1,,1,1 - -,2.10
2 1S2  2.50  0.10,0 0 0 0 0 0 0 1,,0,1 - -,2.60
3 1S3  2.50  0.00,1 0 1 0 1 0 0 0,,0,0 - -,2.50
4 2S1  2.00  0.70,1 1 1 1 1 1 1 1,,0,1 - -,2.70
5 2S2  3.20  0.00,0 0 0 0 0 0 0 1,,0,0 - -,3.20
6 2S3  3.20  0.00,0 0 0 0 0 0 0 0,,0,0 - -,3.20
15.00,,,,,16.30
Program Components Factor,,,,,
Skating Skills  0.75,6.25 7.00 5.75 7.00 6.00 5.00 6.75 6.75,,5.75,6.25 - -,6.25
Timing  0.75,6.25 7.00 5.75 5.75 6.00 5.00 6.75 6.00,,5.50,5.75 - -,5.75
Performance / Execution  0.50,6.50 7.25 5.75 6.50 6.25 5.25 7.00 6.50,,5.75,6.00 - -,6.10
Interpretation  0.50,6.50 7.00 5.50 6.75 5.50 5.00 7.25 6.50,,5.75,6.25 - -,6.15
Judges Total Program Component Score (factored),,,,,15.13
Deductions:,,,,,0.00
Skate America,,,,,
ICE DANCING COMPULSORY DANCE,JUDGES DETAILS PER SKATER,,,,
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
4 Kristin FRASER / Igor LUKANIN,AZE  31.19  15.88,,,15.31,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 1S1  1.60  0.40,0 0 1 1 2 1 1 0,,1,0 - -,2.00
2 1S2  2.50  0.20,0 0 1 0 0 1 0 1,,0,0 - -,2.70
3 1S3  2.50  0.00,0 0 0 0 0 0 0 0,,0,0 - -,2.50
4 2S1  2.00  0.28,1 0 1 1 1 1 0 0,,0,0 - -,2.28
5 2S2  3.20  0.00,0 0 0 0 0 0 0 0,,0,0 - -,3.20
6 2S3  3.20  0.00,0 0 0 0 1 1 0 0,,0,0 - -,3.20
15.00,,,,,15.88
Program Components Factor,,,,,
Skating Skills  0.75,6.25 6.75 6.50 5.75 6.00 6.50 6.50 6.50,,5.75,5.75 - -,6.20
Timing  0.75,6.00 6.50 6.25 6.00 6.25 6.50 6.25 6.00,,5.25,5.25 - -,5.95
Performance / Execution  0.50,6.25 6.75 6.50 6.25 6.25 6.75 6.50 6.25,,5.50,5.25 - -,6.20
Interpretation  0.50,6.50 6.50 6.25 6.00 5.75 6.50 6.50 6.50,,5.75,5.25 - -,6.20
Judges Total Program Component Score (factored),,,,,15.31
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
5 Meryl DAVIS / Charlie WHITE,USA  30.16  15.62,,,14.54,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 1S1  1.60  0.10,0 0 0 1 2 0 0 0,,0,1 - -,1.70
2 1S2  2.50  0.10,0 0 0 1 0 0 0 1,,0,0 - -,2.60
3 1S3  2.50  0.00,0 0 0 0 0 0 0 0,,1,0 - -,2.50
4 2S1  2.00  0.42,1 0 0 1 1 -1 0 1,,1,1 - -,2.42
5 2S2  3.20  0.00,1 0 0 0 0 0 0 0,,0,1 - -,3.20
6 2S3  3.20  0.00,0 0 0 1 1 -1 0 0,,0,0 - -,3.20
15.00,,,,,15.62
Program Components Factor,,,,,
Skating Skills  0.75,6.00 6.50 5.50 7.00 6.25 5.00 6.50 6.50,,5.50,5.75 - -,5.95
Timing  0.75,5.75 6.50 5.25 7.00 6.25 5.00 6.00 6.00,,5.25,5.50 - -,5.60
Performance / Execution  0.50,6.00 6.75 5.50 6.50 6.25 5.25 6.00 6.25,,5.50,6.25 - -,5.90
Interpretation  0.50,6.00 6.50 5.50 6.50 5.75 5.00 6.00 6.25,,5.50,6.00 - -,5.85
Judges Total Program Component Score (factored),,,,,14.54
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
6 Kimberly NAVARRO / Brent BOMMENTRE,USA  27.90  14.56,,,13.34,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 1S1  1.60  0.10,0 0 0 1 1 0 0 0,,0,1 - -,1.70
2 1S2  2.50  0.00,0 0 0 0 0 0 -1 0,,0,0 - -,2.50
3 1S3  2.50 -0.40,-1 0 -1 0 0 -1 -1 -1,,0,-1 - -,2.10
4 2S1  2.00  0.14,0 0 0 1 1 0 0 0,,0,1 - -,2.14
5 2S2  3.20  0.00,0 0 0 0 0 -1 0 0,,0,0 - -,3.20
6 2S3  3.20 -0.28,0 -1 -1 0 -1 0 -1 -2,,0,0 - -,2.92
15.00,,,,,14.56
Program Components Factor,,,,,
Skating Skills  0.75,5.50 5.50 4.50 5.75 6.25 4.50 6.00 6.00,,5.00,5.75 - -,5.40
Timing  0.75,5.25 6.00 4.25 5.75 5.75 4.50 5.75 5.25,,5.00,5.25 - -,5.15
Performance / Execution  0.50,5.50 5.50 4.50 6.00 6.25 4.00 6.00 5.50,,5.00,6.00 - -,5.40
Interpretation  0.50,5.75 5.75 4.25 5.75 6.00 4.50 5.75 6.00,,5.25,6.25 - -,5.45
Judges Total Program Component Score (factored),,,,,13.34
Deductions:,,,,,0.00
Skate America,,,,,
ICE DANCING COMPULSORY DANCE,JUDGES DETAILS PER SKATER,,,,
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
7 Alexandra ZARETSKI / Roman ZARETSKI,ISR  27.80  13.50,,,14.30,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 1S1  1.60  0.20,0 0 0 0 0 1 1 1,,0,0 - -,1.80
2 1S2  2.50  0.00,0 0 1 0 0 0 0 0,,0,0 - -,2.50
3 1S3  2.50  0.00,1 0 0 -1 0 0 0 0,,0,0 - -,2.50
4 2S1  2.00  0.00,0 0 0 0 0 0 1 0,,0,0 - -,2.00
5 2S2  3.20  0.00,0 0 0 0 0 -1 0 0,,0,0 - -,3.20
6 2S3  3.20 -1.70,-2 -2 -2 -3 -2 -2 -2 -3,,-2,-2 - -,1.50
15.00,,,,,13.50
Program Components Factor,,,,,
Skating Skills  0.75,5.50 5.25 6.00 5.25 5.25 5.75 6.50 6.50,,5.00,5.50 - -,5.80
Timing  0.75,5.50 6.00 6.00 5.00 4.25 5.50 5.75 6.00,,4.50,5.00 - -,5.45
Performance / Execution  0.50,5.75 5.50 6.25 5.25 5.25 5.75 6.25 6.25,,4.75,5.75 - -,5.85
Interpretation  0.50,6.00 5.50 6.25 5.50 4.50 5.75 6.25 6.25,,4.50,5.50 - -,5.85
Judges Total Program Component Score (factored),,,,,14.30
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
8 Ekaterina RUBLEVA / Ivan SHEFER,RUS  26.95  13.76,,,13.19,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 1S1  1.60  0.00,0 0 0 0 0 1 0 0,,0,0 - -,1.60
2 1S2  2.50 -0.20,0 0 0 -1 -1 0 -1 0,,0,-1 - -,2.30
3 1S3  2.50 -0.20,1 0 0 -1 0 0 -1 0,,-1,0 - -,2.30
4 2S1  2.00  0.00,0 0 0 0 0 1 0 -1,,0,0 - -,2.00
5 2S2  3.20 -0.70,1 0 0 -1 -1 -1 -1 -1,,-1,-1 - -,2.50
6 2S3  3.20 -0.14,0 -1 0 -2 -1 0 0 0,,-1,0 - -,3.06
15.00,,,,,13.76
Program Components Factor,,,,,
Skating Skills  0.75,5.75 5.00 5.75 5.00 5.25 5.75 5.50 6.00,,4.50,5.50 - -,5.50
Timing  0.75,5.50 5.00 5.50 4.25 4.50 5.75 4.75 5.25,,4.00,4.75 - -,4.90
Performance / Execution  0.50,6.00 5.00 5.75 5.00 5.00 6.00 5.50 5.75,,4.25,5.00 - -,5.40
Interpretation  0.50,6.25 5.00 5.50 5.00 5.00 5.75 5.25 6.00,,4.25,5.25 - -,5.35
Judges Total Program Component Score (factored),,,,,13.19
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
9 Cathy REED / Chris REED,JPN  26.47  13.80,,,12.67,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 1S1  1.60  0.00,-1 0 0 0 0 1 0 0,,0,0 - -,1.60
2 1S2  2.50 -0.20,0 0 -1 0 0 0 -1 0,,0,-1 - -,2.30
3 1S3  2.50 -0.30,0 -1 0 -1 -1 0 -1 -1,,0,-1 - -,2.20
4 2S1  2.00  0.00,0 -1 0 0 -1 0 0 -1,,0,0 - -,2.00
5 2S2  3.20 -0.14,0 0 0 0 0 0 -1 -1,,0,0 - -,3.06
6 2S3  3.20 -0.56,-1 -1 -1 -1 -1 0 -1 -1,,0,-1 - -,2.64
15.00,,,,,13.80
Program Components Factor,,,,,
Skating Skills  0.75,4.75 4.25 5.75 5.00 5.25 5.00 4.75 5.50,,5.00,4.75 - -,5.05
Timing  0.75,4.25 4.00 5.25 5.25 4.75 4.75 4.75 5.25,,5.00,4.50 - -,5.00
Performance / Execution  0.50,4.50 4.25 5.50 5.25 5.25 5.25 4.50 5.50,,5.25,4.50 - -,5.15
Interpretation  0.50,4.75 4.00 5.50 5.00 5.00 5.00 4.75 5.50,,5.25,4.75 - -,5.10
Judges Total Program Component Score (factored),,,,,12.67
Deductions:,,,,,0.00
Skate America,,,,,
ICE DANCING COMPULSORY DANCE,JUDGES DETAILS PER SKATER,,,,
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",=,+,,+,-
10 Xiaoyang YU / Chen WANG,CHN  22.14  11.52,,,10.62,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 1S1  1.60 -0.30,0 0 0 0 0 -2 -1,-1,0,-1 - -,1.30
2 1S2  2.50 -0.70,-1 0 -1 -1 -1 -2 -1,-2,-1,-2 - -,1.80
3 1S3  2.50 -0.50,-1 -1 -1 -1 -1 -1 -1,-1,-1,-2 - -,2.00
4 2S1  2.00 -0.42,0 0 0 0 0 -1 -1,-2,0,-1 - -,1.58
5 2S2  3.20 -0.86,0 -1 0 -1 -2 -2 -1,-2,-1,-1 - -,2.34
6 2S3  3.20 -0.70,-1 -1 -1 -2 -1 -1 -1,-1,-1,-1 - -,2.50
15.00,,,,,11.52
Program Components Factor,,,,,
Skating Skills  0.75,4.50 4.00 4.50 4.25 4.50 4.25 4.50,5.00,4.00,4.00 - -,4.30
Timing  0.75,4.00 4.00 4.25 4.50 4.75 4.00 3.50,5.00,3.75,3.75 - -,4.05
Performance / Execution  0.50,4.25 4.25 4.50 4.50 4.75 4.50 4.25,5.00,4.00,4.25 - -,4.40
Interpretation  0.50,4.50 4.00 4.25 4.25 5.00 4.25 4.25,5.25,3.75,4.50 - -,4.30
Judges Total Program Component Score (factored),,,,,10.62
Deductions:,,,,,0.00
Printed: 26/10/2007 22:43:21,,,,,
