Skate America,,,,,,
ICE DANCING FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
3 MiStNt4  7.00,1.00 1 1 1 1 1,1 1 2,,0,1 - -,8.00
4 SeLi3  5.60,0.50 1 1 1 2 0,1 1 1,,1,1 - -,6.10
5 STw4  4.70,0.00 0 0 -1 0 0,1 0 0,,0,0 - -,4.70
6 SlLi4+CuLi3  6.00,1.00 2 1 2 2 0,2 0 2,,2,2 - -,7.00
7 SeSt3  7.20,0.80 1 1 0 0 0,1 1 1,,1,1 - -,8.00
8 SlLi4  4.00,0.40 1 0 1 1 0,2 1 0,,1,0 - -,4.40
43.20,,,,,,47.20
Program Components,Factor,,,,,
Skating Skills,1.25 6.75 7.00 6.00 6.75 6.00,6.50 6.00 6.75,,6.25,7.25 - -,6.50
Linking Footwork / Movement,1.75 6.50 7.50 6.00 6.75 6.50,7.25 6.25 7.00,,6.25,7.00 - -,6.55
Performance,1.00 7.00 6.50 6.25 7.25 6.50,6.75 6.00 7.50,,6.50,7.25 - -,6.85
Choreography,1.00 7.00 6.75 6.50 7.00 6.25,7.00 6.00 7.75,,6.00,7.50 - -,6.80
Interpretation / Timing,1.00 7.00 6.75 6.25 7.50 6.25,7.25 6.00 8.00,,6.25,7.25 - -,6.85
Judges Total Program Component Score (factored),,,,,,40.09
Deductions:,Falls: -1.00,,,,,-1.00
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
4 Meryl DAVIS / Charlie WHITE,USA  85.79,46.70,,,39.09,0.00
"# Executed Base",GOE The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 SlLi4+RoLi4  6.40,0.40 1 2 0 1 0,1 2 1,,0,1 - -,6.80
2 CiSt4  8.00,0.40 0 1 0 0 1,1 1 1,,0,1 - -,8.40
3 CoSp4  4.70,0.50 1 0 0 1 0,1 3 1,,0,2 - -,5.20
4 STw4  4.70,-0.10 0 0 0 -1 -1,-1 2 -1,,-1,1 - -,4.60
5 SeLi3  5.60,0.40 0 1 0 1 0,1 1 1,,1,1 - -,6.00
6 CuLi4  4.00,0.10 0 0 0 0 0,1 0 0,,1,1 - -,4.10
7 MiStNt3  6.20,0.80 1 1 1 0 1,0 1 2,,0,1 - -,7.00
8 RoLi4  4.00,0.60 1 1 0 1 1,1 2 2,,1,1 - -,4.60
43.60,,,,,,46.70
Program Components,Factor,,,,,
Skating Skills,1.25 6.75 6.75 6.25 6.50 6.50,6.25 7.50 6.50,,5.50,7.00 - -,6.60
Linking Footwork / Movement,1.75 6.50 7.00 5.50 6.00 6.00,6.00 7.25 6.25,,5.50,7.00 - -,6.25
Performance,1.00 6.75 6.75 6.00 6.25 6.25,6.50 7.25 7.25,,5.75,7.25 - -,6.70
Choreography,1.00 6.50 6.50 6.25 6.00 6.25,6.50 7.50 6.75,,6.00,7.25 - -,6.55
Interpretation / Timing,1.00 6.75 7.00 6.00 6.25 6.00,6.25 7.00 7.25,,5.50,7.25 - -,6.65
Judges Total Program Component Score (factored),,,,,,39.09
Deductions:,,,,,,0.00
Skate America,,,,,,
ICE DANCING FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
5 Kristin FRASER / Igor LUKANIN,AZE  85.38,45.80,,,39.58,0.00
"# Executed Base GOE",The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 Sp3  4.00  0.10,1 -1 0 0 0,0 1 0,,0,0 - -,4.10
2 STw4  4.70  0.20,0 0 1 0 0,0 1 0,,1,0 - -,4.90
3 MiStNt3  6.20  0.80,1 1 0 1 0,1 1 0,,1,1 - -,7.00
4 SeSt3  7.20  0.60,1 1 0 0 0,1 0 1,,1,1 - -,7.80
5 SlLi4  4.00  0.60,2 0 1 2 2,1 1 1,,1,1 - -,4.60
6 CuLi4  4.00  0.30,1 0 0 1 1,0 0 -1,,2,1 - -,4.30
7 CuLi3+RoLi4  6.00  0.40,1 1 0 1 0,0 1 0,,2,1 - -,6.40
8 RRoLi4  6.40  0.30,1 1 0 1 0,0 0 0,,1,2 - -,6.70
42.50,,,,,,45.80
Program Components Factor,,,,,,
Skating Skills  1.25,6.75 6.00 6.25 6.75 6.75,6.25 6.50 6.25,,6.50,7.25 - -,6.55
Linking Footwork / Movement  1.75,6.50 6.50 5.75 6.50 6.50,6.25 6.50 6.00,,6.75,7.00 - -,6.45
Performance  1.00,7.00 6.25 6.00 7.00 6.75,6.25 6.50 6.00,,6.75,7.25 - -,6.65
Choreography  1.00,7.00 6.00 6.25 6.75 6.75,6.50 6.75 5.25,,6.50,7.50 - -,6.65
Interpretation / Timing  1.00,7.25 6.25 6.25 7.00 6.50,6.50 6.75 5.75,,6.75,7.50 - -,6.80
Judges Total Program Component Score (factored),,,,,,39.58
Deductions:,,,,,,0.00
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
6 Kimberly NAVARRO / Brent BOMMENTRE,USA  80.90,45.20,,,35.70,0.00
"# Executed Base GOE",The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 RoLi4  4.00  0.40,1 2 0 1 1,1 1 1,,0,1 - -,4.40
2 STw4  4.70  0.00,0 1 0 0 0,1 0 0,,0,0 - -,4.70
3 SeSt3  7.20  0.20,0 1 0 0 0,0 1 1,,0,0 - -,7.40
4 CuLi3  3.50  0.50,1 1 1 2 0,1 0 1,,1,1 - -,4.00
5 CoSp4  4.70  0.10,0 0 0 0 -1,0 2 0,,-1,1 - -,4.80
6 SeLi4  6.40  0.50,1 1 1 1 1,1 1 1,,1,2 - -,6.90
7 MiStNt3  6.20  0.00,0 0 0 0 0,0 0 0,,0,1 - -,6.20
8 RRoLi4  6.40  0.40,1 0 1 1 0,1 1 0,,0,1 - -,6.80
43.10,,,,,,45.20
Program Components Factor,,,,,,
Skating Skills  1.25,6.25 6.25 5.75 6.00 5.75,6.25 5.50 5.75,,5.50,6.50 - -,5.85
Linking Footwork / Movement  1.75,5.75 5.75 4.25 5.50 5.50,5.75 6.00 5.50,,5.50,6.25 - -,5.65
Performance  1.00,6.25 6.75 5.50 6.00 6.00,6.25 6.25 7.25,,5.50,6.50 - -,6.10
Choreography  1.00,6.25 6.50 5.50 6.00 5.75,6.25 5.50 6.50,,5.75,6.50 - -,6.00
Interpretation / Timing  1.00,6.50 7.00 5.75 6.50 5.75,6.50 6.50 7.25,,5.50,6.75 - -,6.40
Judges Total Program Component Score (factored),,,,,,35.70
Deductions:,,,,,,0.00
Skate America,,,,,,
ICE DANCING FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
7 Ekaterina RUBLEVA / Ivan SHEFER,RUS  79.17,45.00,,,34.17,0.00
"# Executed Base GOE",The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 RoLi4  4.00  0.40,1 1 1 1 1,2 0 2,,1,0 - -,4.40
2 DiSt4  7.00  0.00,0 0 0 0 0,1 0 1,,0,0 - -,7.00
3 STw4  4.70  0.00,0 0 0 0 0,0 0 0,,0,0 - -,4.70
4 Sp4  4.70  0.30,0 0 1 1 0,0 1 0,,0,1 - -,5.00
5 SeLi4  6.40  0.40,1 1 0 2 0,1 0 1,,1,1 - -,6.80
6 SeSt2  6.40  0.20,0 0 0 0 1,0 1 1,,0,0 - -,6.60
7 CuLi4+SlLi4  6.40  0.30,1 1 0 2 0,1 1 0,,1,0 - -,6.70
8 SlLi3  3.50  0.30,0 0 1 2 1,1 0 1,,1,0 - -,3.80
43.10,,,,,,45.00
Program Components Factor,,,,,,
Skating Skills  1.25,5.75 5.00 5.75 6.00 5.50,5.00 5.50 5.75,,5.50,5.50 - -,5.65
Linking Footwork / Movement  1.75,5.50 5.50 5.00 5.75 6.00,5.25 5.75 5.75,,5.50,5.25 - -,5.55
Performance  1.00,5.75 5.50 5.50 6.50 5.75,5.00 5.00 6.25,,5.75,5.50 - -,5.75
Choreography  1.00,5.50 5.25 5.75 6.00 5.75,5.25 5.25 6.25,,6.00,5.50 - -,5.75
Interpretation / Timing  1.00,5.75 5.25 5.75 6.50 5.50,5.00 5.00 6.75,,5.75,5.75 - -,5.90
Judges Total Program Component Score (factored),,,,,,34.17
Deductions:,,,,,,0.00
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
8 Alexandra ZARETSKI / Roman ZARETSKI,ISR  78.93,43.10,,,35.83,0.00
"# Executed Base GOE",The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 SeLi4  6.40  0.50,1 0 1 1 1,1 1 1,,1,1 - -,6.90
2 STw4  4.70  0.00,0 0 0 0 0,0 0 0,,0,1 - -,4.70
3 CuLi3+RoLi3  5.60  0.30,1 0 0 1 0,0 0 0,,1,1 - -,5.90
4 CiSt3  7.20  0.00,1 1 0 0 0,0 0 0,,0,0 - -,7.20
5 CuLi3  3.50  0.10,1 0 0 0 0,1 0 1,,0,0 - -,3.60
6 CoSp3  4.00  0.10,0 1 0 1 -1,0 1 0,,0,0 - -,4.10
7 MiStNt2  5.40  0.80,1 1 1 0 0,1 2 1,,0,1 - -,6.20
8 RoLi4  4.00  0.50,1 1 1 1 1,1 1 1,,1,1 - -,4.50
40.80,,,,,,43.10
Program Components Factor,,,,,,
Skating Skills  1.25,6.50 5.75 6.00 6.00 6.25,6.00 6.00 6.00,,6.00,6.00 - -,6.00
Linking Footwork / Movement  1.75,6.25 5.00 5.75 5.75 6.00,6.25 5.50 5.50,,5.75,5.75 - -,5.70
Performance  1.00,6.50 5.75 6.00 6.25 6.00,6.00 5.50 6.00,,6.00,6.00 - -,6.05
Choreography  1.00,6.75 5.50 6.00 6.00 6.25,6.25 6.00 6.25,,6.25,6.25 - -,6.15
Interpretation / Timing  1.00,6.50 6.00 5.75 6.25 6.00,6.50 6.00 6.00,,6.25,6.25 - -,6.15
Judges Total Program Component Score (factored),,,,,,35.83
Deductions:,,,,,,0.00
Skate America,,,,,,
ICE DANCING FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
9 Cathy REED / Chris REED,JPN  72.37,41.00,,,31.37,0.00
"# Executed Base",GOE The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 STw4  4.70,-0.10 0 0 0 -1 -1,-1 0 -2,,0,0 - -,4.60
2 CuLi3+RoLi2  5.20,0.50 1 1 1 1 1,1 1 1,,1,1 - -,5.70
3 CiSt3  7.20,0.40 1 0 0 0 0,1 1 0,,0,1 - -,7.60
4 SeLi4  6.40,0.60 1 1 0 1 0,1 1 1,,2,2 - -,7.00
5 Sp4  4.70,0.50 1 1 1 1 0,0 1 0,,1,1 - -,5.20
6 MiStNt3  6.20,0.60 1 0 1 0 1,0 0 1,,0,1 - -,6.80
7 CuLi4  4.00,0.10 1 1 0 0 0,1 0 0,,1,0 - -,4.10
8 RoLi  0.00,0.00 - - - - -,- - -,,-,- - -,0.00
38.40,,,,,,41.00
Program Components,Factor,,,,,
Skating Skills,1.25 5.50 5.50 5.25 4.50 5.00,5.00 5.50 4.75,,5.25,5.75 - -,5.25
Linking Footwork / Movement,1.75 5.00 4.25 4.75 4.25 5.00,5.00 5.25 4.25,,5.50,5.50 - -,4.95
Performance,1.00 5.50 5.50 5.00 4.75 5.50,4.75 5.00 5.00,,5.50,5.50 - -,5.20
Choreography,1.00 5.75 5.00 5.25 4.50 5.00,5.00 5.75 5.00,,5.75,5.75 - -,5.50
Interpretation / Timing,1.00 5.75 5.75 5.25 5.00 5.25,5.00 5.50 5.25,,5.50,5.75 - -,5.45
Judges Total Program Component Score (factored),,,,,,31.37
Deductions:,,,,,,0.00
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
10 Xiaoyang YU / Chen WANG,CHN  69.96,42.50,,,27.46,0.00
"# Executed Base",GOE The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 STw4  4.70,0.00 0 0 0 0 1,0 0 0,,0,0 - -,4.70
2 SeLi4  6.40,0.40 1 1 0 1 1,1 1 1,,1,0 - -,6.80
3 SlLi4  4.00,0.20 1 1 0 1 0,0 0 0,,1,0 - -,4.20
4 MiStNt3  6.20,0.00 1 1 0 0 0,0 0 0,,0,0 - -,6.20
5 RRoLi4  6.40,0.00 0 0 0 0 0,0 0 0,,0,0 - -,6.40
6 Sp4  4.70,0.00 0 0 0 0 0,0 0 0,,0,0 - -,4.70
7 CiSt2  6.40,-1.00 0 0 -1 -1 0,-1 -1 -1,,-1,-1 - -,5.40
8 RoLi4  4.00,0.10 1 0 0 0 0,1 0 1,,0,0 - -,4.10
42.80,,,,,,42.50
Program Components,Factor,,,,,
Skating Skills,1.25 4.50 5.00 4.75 4.25 5.00,4.75 5.00 4.50,,4.50,5.25 - -,4.65
Linking Footwork / Movement,1.75 4.00 5.00 4.00 4.00 4.50,5.00 4.75 3.75,,4.25,5.00 - -,4.20
Performance,1.00 4.75 5.00 4.50 4.50 4.75,4.75 5.25 4.25,,4.75,5.25 - -,4.75
Choreography,1.00 4.50 4.75 5.00 4.25 5.00,5.00 4.75 4.75,,5.00,5.25 - -,4.80
Interpretation / Timing,1.00 5.00 4.50 4.75 4.75 4.75,4.75 4.25 4.50,,4.75,5.00 - -,4.75
Judges Total Program Component Score (factored),,,,,,27.46
Deductions:,,,,,,0.00
Printed: 28/10/2007 15:35:00,,,,,,
