LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
Transition / Linking Footwork  1.60,6.50 6.75 7.00 7.00,,6.50 7.00 6.50 6.75,,7.00,7.00 6.25 -,6.79
Performance / Execution  1.60,6.75 7.00 7.75 7.25,,6.75 7.50 7.50 6.75,,7.25,7.75 6.50 -,7.21
Choreography / Composition  1.60,6.75 7.00 7.50 7.25,,6.50 7.25 6.75 6.50,,7.00,7.00 6.50 -,7.00
Interpretation  1.60,6.75 7.25 7.50 7.25,,6.75 7.50 6.75 6.50,,7.00,7.50 6.50 -,7.08
Judges Total Program Component Score (factored),,,,,,,56.53
Deductions:,,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
3 Joannie ROCHETTE,CAN,,109.30  55.03,,,54.27,0.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3F+2T+2Lo  8.30  1.00,1 1 1 1,,1 1 1 1,,1,2 1 -,9.30
2 1Lz  0.60 -0.07,0 0 -1 0,,-1 -2 -1 0,,-1,-1 -1 -,0.53
3 3Lo  5.00  1.00,0 1 1 1,,1 1 1 2,,1,1 1 -,6.00
4 CCoSp4  3.50  0.00,0 0 0 0,,0 0 0 0,,1,1 0 -,3.50
5 SlSt3  3.10  0.08,1 0 0 0,,0 0 1 0,,0,1 0 -,3.18
6 3F  6.05 x -0.50,0 -1 0 -1,,-2 0 -1 1,,1,1 -1 -,5.55
7 2A+3T+SEQ  6.42 x  0.83,1 0 1 1,,1 0 1 1,,1,2 1 -,7.25
8 CSSp4  3.00  0.00,0 0 0 0,,0 0 -1 0,,0,0 0 -,3.00
9 SpSq4  3.40  0.50,2 1 0 1,,0 0 0 1,,1,1 1 -,3.90
10 1Lz  0.66 x -0.07,0 -1 -1 -1,,0 -2 0 0,,-1,-2 -2 -,0.59
11 3S+2T  6.38 x  0.00,0 0 0 0,,0 -1 0 0,,0,0 0 -,6.38
12 CCoSp3  3.00 -0.15,0 -1 0 0,,-1 0 -1 0,,-1,-1 0 -,2.85
13 FSSp4  3.00  0.00,0 0 0 0,,0 0 0 0,,0,0 0 -,3.00
52.41,,,,,,,55.03
Program Components Factor,,,,,,,
Skating Skills  1.60,7.00 6.75 6.75 7.25,,7.00 6.50 7.25 6.50,,6.75,6.50 7.00 -,6.92
Transition / Linking Footwork  1.60,7.00 6.25 6.50 7.00,,6.75 6.00 6.75 6.00,,6.50,6.50 7.00 -,6.63
Performance / Execution  1.60,7.00 6.50 6.75 7.00,,7.00 6.25 7.25 6.00,,6.75,6.00 6.50 -,6.83
Choreography / Composition  1.60,7.00 6.50 6.50 7.25,,7.00 6.50 6.75 6.25,,6.75,6.75 7.25 -,6.75
Interpretation  1.60,7.00 6.75 6.50 7.00,,6.75 6.25 7.50 6.00,,6.75,6.75 7.00 -,6.79
Judges Total Program Component Score (factored),,,,,,,54.27
Deductions:,,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
4 Yoshie ONDA,JPN,,103.23  55.80,,,47.43,0.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3Lz+2T+2T  8.60  0.50,1 0 1 0,,1 1 0 0,,0,1 1 -,9.10
2 3F+2T  6.80  0.17,1 0 0 0,,1 0 0 0,,0,1 1 -,6.97
3 3S  4.50  0.00,0 0 1 0,,0 0 0 0,,0,0 1 -,4.50
4 CCoSp2  2.50 -0.05,-1 0 0 0,,0 0 -1 0,,0,-1 0 -,2.45
5 LSp3  2.40  0.17,0 1 0 0,,1 0 1 0,,0,0 1 -,2.57
6 SpSq3  3.10  0.00,0 0 0 0,,0 0 0 0,,0,-1 -1 -,3.10
7 3Lo  5.50 x -2.00,-2 -2 -2 -2,,-2 -2 -2 -2,,-2,-2 -2 -,3.50
8 3Lz  6.60 x -1.50,0 -1 -1 -2,,-2 -2 -1 -2,,-2,-2 -2 -,5.10
9 3F  6.05 x  0.33,0 0 1 0,,1 0 0 0,,1,1 0 -,6.38
10 SlSt3  3.10  0.00,0 0 0 0,,0 0 0 0,,0,0 0 -,3.10
11 2A  3.63 x -0.23,0 0 0 -1,,-1 0 0 0,,-1,-1 -1 -,3.40
12 FSSp3  2.30  0.00,0 0 0 0,,0 0 -1 0,,0,-1 0 -,2.30
13 CCoSp3  3.00  0.33,0 1 0 1,,1 1 1 1,,0,0 1 -,3.33
58.08,,,,,,,55.80
Program Components Factor,,,,,,,
Skating Skills  1.60,6.25 6.25 6.00 6.50,,6.25 6.25 6.00 5.75,,5.75,6.00 6.50 -,6.17
Transition / Linking Footwork  1.60,6.25 5.50 5.50 6.00,,6.00 5.75 4.50 5.50,,5.50,5.25 5.50 -,5.71
Performance / Execution  1.60,6.25 6.00 6.00 6.25,,6.00 6.00 5.25 5.75,,5.75,5.50 5.50 -,6.00
Choreography / Composition  1.60,6.25 5.75 6.00 6.00,,6.25 5.75 5.00 5.75,,5.50,5.75 5.75 -,5.88
Interpretation  1.60,6.25 6.00 5.75 6.25,,6.25 5.50 5.00 5.50,,5.50,5.75 6.25 -,5.88
Judges Total Program Component Score (factored),,,,,,,47.43
Deductions:,,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
5 Aki SAWADA,JPN,,101.75  52.38,,,49.37,0.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3Lz  6.00  0.17,0 -1 1 1,,1 -1 0 0,,0,1 -1 -,6.17
2 3S  4.50  0.00,0 0 0 0,,0 0 0 0,,0,0 0 -,4.50
3 FSSp1  1.70 -0.67,-2 -3 -2 -2,,-2 -2 -3 -3,,-2,-2 -2 -,1.03
4 3F+2T+2T  8.10  0.00,0 0 0 0,,0 0 0 0,,-1,-1 0 -,8.10
5 CCoSp2  2.50  0.00,0 0 0 0,,0 0 -1 1,,0,-1 0 -,2.50
6 CUSp2  2.00 -0.15,0 0 -1 0,,0 -1 -1 0,,-1,-2 -1 -,1.85
7 2Lo  1.65 x  0.00,0 1 0 0,,0 0 0 0,,0,0 0 -,1.65
8 3F  6.05 x  0.00,0 0 0 0,,0 0 0 -1,,0,0 0 -,6.05
9 SpSq4  3.40  0.33,1 1 0 0,,0 0 1 0,,0,0 0 -,3.73
10 2A+3T+SEQ  6.42 x  0.50,0 0 1 1,,0 1 1 0,,0,1 1 -,6.92
11 3T+2T  5.83 x -1.00,0 -2 -1 -1,,-1 -1 -1 -1,,-1,-1 -1 -,4.83
12 SlSt2  2.30  0.00,0 0 0 0,,0 0 0 0,,0,0 0 -,2.30
13 CCoSp3  3.00 -0.25,-1 -1 -1 0,,0 -1 -1 0,,-1,-1 -1 -,2.75
53.45,,,,,,,52.38
Program Components Factor,,,,,,,
Skating Skills  1.60,6.50 6.25 6.50 6.50,,6.50 6.25 7.00 6.25,,6.00,6.00 6.50 -,6.42
Transition / Linking Footwork  1.60,6.25 5.75 6.00 6.00,,6.00 5.50 6.25 5.75,,5.75,5.00 5.75 -,5.96
Performance / Execution  1.60,6.25 6.00 6.50 6.25,,6.25 5.75 6.75 5.75,,6.00,5.75 5.75 -,6.21
Choreography / Composition  1.60,6.50 6.00 6.25 6.25,,6.00 6.00 6.25 5.75,,5.75,5.50 6.00 -,6.13
Interpretation  1.60,6.25 6.00 6.25 6.25,,6.25 5.50 6.50 6.00,,5.75,5.75 5.50 -,6.13
Judges Total Program Component Score (factored),,,,,,,49.37
Deductions:,,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
6 Alissa CZISNY,USA,,99.39  48.78,,,53.61,3.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3Lz+2T  7.30  0.50,0 0 1 1,,0 1 0 0,,1,1 0 -,7.80
2 3F<+2T  3.00 -0.55,-2 -3 -2 0,,-2 -2 -2 -2,,-1,-1 -2 -,2.45
3 FSSp3  2.30  0.25,0 1 0 0,,1 1 1 2,,0,2 1 -,2.55
4 3Lo  5.00  0.33,1 0 0 0,,0 1 0 0,,1,2 1 -,5.33
5 FCSp4  3.00  0.33,1 1 0 2,,0 1 1 1,,0,2 1 -,3.33
6 3F<  1.87 x -1.00,-3 -3 -3 -3,,-3 -3 -3 -3,,-3,-3 -3 -,0.87
7 2A  3.63 x  0.00,0 -1 0 0,,0 0 0 0,,0,1 -1 -,3.63
8 3T+2T  5.83 x  0.00,0 0 0 0,,0 0 0 0,,0,0 0 -,5.83
9 SlSt3  3.10  0.17,0 1 1 0,,0 0 1 0,,0,1 1 -,3.27
10 SpSq4  3.40  1.50,2 2 2 1,,1 1 2 1,,0,2 2 -,4.90
11 3Lz<  2.09 x -1.00,-3 -3 -3 -3,,-3 -3 -3 -3,,-3,-3 -3 -,1.09
12 LSp3  2.40  1.00,2 2 2 2,,2 2 2 2,,1,3 2 -,3.40
13 CCoSp4  3.50  0.83,1 2 2 2,,2 1 2 2,,1,2 2 -,4.33
46.42,,,,,,,48.78
Program Components Factor,,,,,,,
Skating Skills  1.60,7.00 6.75 7.00 7.00,,6.75 6.75 6.75 6.75,,6.50,6.00 6.75 -,6.83
Transition / Linking Footwork  1.60,6.75 6.50 6.50 6.75,,6.50 6.25 6.25 6.50,,6.25,5.50 6.75 -,6.46
Performance / Execution  1.60,6.75 6.50 6.75 7.00,,6.50 6.50 7.00 6.75,,6.25,6.25 6.75 -,6.67
Choreography / Composition  1.60,6.75 6.75 6.75 6.75,,6.75 6.50 6.75 6.50,,6.25,6.50 7.00 -,6.71
Interpretation  1.60,6.75 7.00 6.75 7.25,,6.75 6.75 7.00 6.75,,6.25,6.50 7.25 -,6.83
Judges Total Program Component Score (factored),,,,,,,53.61
Deductions: Time violation:,-1.00,,Falls: -2.00,,,,-3.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
7 Lesley HAWKER,CAN,,97.17  54.71,,,42.46,0.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3Lz+2T+2Lo  8.80  0.00,0 0 -1 0,,0 0 0 0,,0,0 -1 -,8.80
2 2A  3.30  0.00,0 0 0 0,,0 0 0 1,,0,1 1 -,3.30
3 CoSp3  2.50 -0.05,0 0 -1 0,,0 0 0 0,,-1,-1 0 -,2.45
4 3F  5.50  0.00,0 0 0 0,,0 0 0 0,,0,1 0 -,5.50
5 SpSq4  3.40  0.17,0 1 0 0,,0 0 1 0,,0,0 -1 -,3.57
6 3Lz  6.60 x  0.17,1 0 0 0,,0 1 0 1,,0,1 1 -,6.77
7 3F+2T<  6.49 x -2.00,-2 -2 -3 -2,,-2 -2 -1 -2,,-2,-2 -2 -,4.49
8 FSSp3  2.30 -0.10,-1 -1 0 0,,-1 0 0 1,,0,0 -1 -,2.20
9 FCSp3  2.30 -0.05,-1 0 0 0,,0 0 -1 0,,0,0 0 -,2.25
10 3S+2T  6.38 x  0.00,0 0 -1 0,,0 0 0 1,,0,0 0 -,6.38
11 SlSt3  3.10  0.00,0 1 0 0,,0 0 0 0,,0,0 0 -,3.10
12 3T  4.40 x -1.00,-1 -1 -1 -2,,-1 -1 -1 -1,,-1,-1 -1 -,3.40
13 CCoSp2  2.50  0.00,0 0 0 0,,0 0 0 0,,0,0 0 -,2.50
57.57,,,,,,,54.71
Program Components Factor,,,,,,,
Skating Skills  1.60,6.00 5.50 4.75 5.50,,5.25 5.50 6.00 5.25,,5.25,5.50 5.25 -,5.50
Transition / Linking Footwork  1.60,5.75 4.75 4.25 5.00,,4.75 5.00 5.75 5.25,,5.00,5.00 5.25 -,5.04
Performance / Execution  1.60,6.00 5.50 4.50 5.50,,4.75 5.50 6.25 5.00,,5.25,5.25 5.00 -,5.42
Choreography / Composition  1.60,6.00 5.25 4.75 5.25,,5.00 5.25 6.25 4.75,,5.25,5.00 5.25 -,5.33
Interpretation  1.60,6.00 5.00 4.50 5.25,,4.75 5.50 6.50 5.00,,5.00,5.25 5.25 -,5.25
Judges Total Program Component Score (factored),,,,,,,42.46
Deductions:,,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
8 Binshu XU,CHN,,86.27  44.54,,,41.73,0.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3Lz+2T  7.30 -1.17,-1 -1 -1 -1,,-1 -2 -2 -1,,-1,-1 -2 -,6.13
2 3Lz  6.00 -0.17,0 0 0 -1,,0 0 0 0,,-1,-1 0 -,5.83
3 3Lo  5.00  0.00,0 0 0 0,,0 0 0 0,,0,0 0 -,5.00
4 3S  4.50  0.50,0 1 0 1,,1 0 1 1,,0,0 1 -,5.00
5 FCSp1  1.70 -0.10,0 0 -1 0,,0 0 -1 0,,-1,-1 0 -,1.60
6 CiSt3  3.10  0.00,0 0 0 0,,0 0 0 0,,0,0 0 -,3.10
7 2A+2A+SEQ  5.28  0.00,0 0 0 -1,,0 0 1 0,,0,1 0 -,5.28
8 LSp3  2.40  0.33,1 1 0 1,,1 0 1 1,,0,0 1 -,2.73
9 CSp1  1.20 -0.45,-1 -2 -1 -1,,-2 -2 -2 -1,,-1,-2 -2 -,0.75
10 3T  4.40 x -2.00,-2 -2 -2 -2,,-2 -2 -2 -2,,-2,-2 -2 -,2.40
11 1T  0.44 x -0.02,0 0 0 0,,0 0 -1 0,,-1,-1 0 -,0.42
12 SpSq4  3.40  0.00,1 0 0 -1,,0 0 0 0,,0,0 0 -,3.40
13 3F*<  0.00  0.00,- - - -,,- - - -,,-,- - -,0.00
14 CCoSp3  3.00 -0.10,0 0 0 0,,1 -1 -1 0,,-1,-1 0 -,2.90
47.72,,,,,,,44.54
Program Components Factor,,,,,,,
Skating Skills  1.60,5.75 5.50 5.25 5.75,,6.00 5.50 5.75 5.00,,5.25,5.00 5.25 -,5.58
Transition / Linking Footwork  1.60,5.25 5.00 4.75 5.00,,5.50 5.00 5.50 4.50,,4.75,4.25 4.75 -,5.08
Performance / Execution  1.60,5.50 5.50 5.00 5.25,,5.75 5.00 4.75 4.50,,5.00,4.75 4.75 -,5.21
Choreography / Composition  1.60,5.50 5.25 5.00 5.25,,5.75 4.75 5.00 4.50,,5.00,4.75 4.50 -,5.17
Interpretation  1.60,5.50 5.25 5.00 5.00,,5.50 4.50 4.75 4.75,,4.75,5.00 5.00 -,5.04
Judges Total Program Component Score (factored),,,,,,,41.73
Deductions:,,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
9 Yea-Ji SHIN,KOR,,81.23  44.30,,,37.93,1.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3T+2T  5.30  0.00,0 0 1 0,,0 0 0 0,,0,0 0 -,5.30
2 3T  4.00  0.00,0 0 0 0,,0 0 0 0,,-1,0 1 -,4.00
3 3S+2T  5.80  0.00,0 0 0 0,,0 0 0 0,,0,0 0 -,5.80
4 CCoSp4  3.50  0.50,1 1 1 1,,1 1 1 1,,0,2 1 -,4.00
5 LSp4  2.60  0.08,0 0 0 0,,1 0 1 1,,0,1 0 -,2.68
6 SpSq4  3.40  0.83,1 1 1 0,,1 0 2 0,,1,1 1 -,4.23
7 2A  3.63 x  0.00,0 0 0 0,,0 0 0 0,,0,0 0 -,3.63
8 SlSt3  3.10  0.00,0 0 0 0,,0 0 1 0,,0,0 0 -,3.10
9 2A  3.63 x  0.17,0 0 1 0,,0 1 0 0,,0,1 0 -,3.80
10 2S  1.43 x  0.00,0 0 0 0,,0 0 0 0,,0,0 0 -,1.43
11 2A  3.63 x -2.10,-3 -3 -3 -3,,-3 -3 -3 -3,,-3,-3 -3 -,1.53
12 FSSp2  2.00 -0.20,0 -1 -1 0,,0 -1 -1 0,,-1,-1 -1 -,1.80
13 CoSp4  3.00  0.00,0 0 0 0,,0 0 1 0,,0,1 0 -,3.00
45.02,,,,,,,44.30
Program Components Factor,,,,,,,
Skating Skills  1.60,5.25 4.75 4.75 4.75,,4.75 5.25 5.50 5.00,,4.75,5.25 5.25 -,4.92
Transition / Linking Footwork  1.60,4.75 4.25 4.50 4.25,,4.50 4.50 4.75 4.75,,4.75,4.50 4.75 -,4.54
Performance / Execution  1.60,5.00 4.75 4.75 4.50,,4.50 5.00 5.00 4.50,,4.75,4.25 5.00 -,4.79
Choreography / Composition  1.60,5.00 4.50 4.50 4.50,,4.50 5.25 5.25 4.50,,4.50,4.25 5.25 -,4.71
Interpretation  1.60,5.00 4.50 4.50 4.75,,4.75 5.00 5.25 4.50,,4.50,4.75 5.25 -,4.75
Judges Total Program Component Score (factored),,,,,,,37.93
Deductions: Falls:,-1.00,,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
10 Na-Young KIM,KOR,,79.00  44.48,,,34.52,0.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3F  5.50  0.00,0 0 0 1,,0 0 0 0,,0,0 1 -,5.50
2 2A  3.30  0.17,0 1 0 0,,0 0 1 0,,0,0 0 -,3.47
3 3Lz  6.00  0.17,0 0 0 1,,0 0 1 1,,0,0 0 -,6.17
4 FSSp4  3.00 -0.10,0 0 -1 0,,0 0 -1 0,,-1,-1 0 -,2.90
5 2S  1.30  0.00,0 0 0 0,,0 0 0 0,,0,0 0 -,1.30
6 2F+2T  3.00  0.00,0 0 0 0,,0 0 0 0,,-1,-1 -1 -,3.00
7 CCoSp4  3.50  0.17,0 1 0 0,,1 1 0 0,,0,0 0 -,3.67
8 SpSq4  3.40  0.00,0 0 0 0,,0 0 0 0,,0,0 -1 -,3.40
9 3Lz+2T<+1T  7.48 x -2.00,-2 -2 -2 -2,,-2 -2 -2 -2,,-2,-2 -3 -,5.48
10 SlSt1  1.80  0.00,0 0 -1 0,,0 0 0 0,,0,0 0 -,1.80
11 2A+1A+SEQ  3.61 x  0.00,0 0 0 0,,0 0 0 0,,-1,-1 0 -,3.61
12 LSp2  1.80  0.08,0 1 -1 0,,1 0 0 1,,0,0 -1 -,1.88
13 SSp4  2.40 -0.10,0 0 -1 0,,0 0 -1 0,,-1,-1 0 -,2.30
46.09,,,,,,,44.48
Program Components Factor,,,,,,,
Skating Skills  1.60,4.75 5.00 4.50 4.75,,4.50 5.25 5.00 5.00,,5.00,5.00 4.25 -,4.83
Transition / Linking Footwork  1.60,4.25 4.25 3.75 4.00,,4.00 4.00 3.25 4.50,,4.75,4.00 4.00 -,4.04
Performance / Execution  1.60,4.50 4.75 4.00 4.25,,4.00 4.25 4.00 4.75,,4.75,3.75 3.75 -,4.29
Choreography / Composition  1.60,4.50 4.50 4.25 4.25,,4.00 3.75 4.25 4.75,,4.75,4.50 4.50 -,4.29
Interpretation  1.60,4.50 4.50 3.75 4.25,,4.00 3.50 3.75 4.50,,4.75,4.00 4.25 -,4.13
Judges Total Program Component Score (factored),,,,,,,34.52
Deductions:,,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
11 Cynthia PHANEUF,CAN,,77.87  38.79,,,41.08,2.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 2A  3.30  0.33,0 0 1 1,,0 0 1 0,,0,1 1 -,3.63
2 2A  3.30  0.17,0 0 1 0,,0 0 1 1,,0,1 1 -,3.47
3 3Lz  6.00 -3.00,-3 -3 -3 -3,,-3 -3 -3 -3,,-3,-3 -3 -,3.00
4 FCSp2  2.00  0.17,0 1 0 1,,1 0 0 0,,-1,0 -1 -,2.17
5 2S  1.30  0.00,0 0 0 0,,0 0 0 0,,0,-1 0 -,1.30
6 3T+2T+2Lo  6.80  0.50,0 0 1 0,,1 1 1 1,,0,1 1 -,7.30
7 SpSq3  3.10  0.08,1 1 0 0,,0 0 0 1,,0,1 1 -,3.18
8 SlSt1  1.80  0.00,0 0 0 0,,0 0 1 1,,0,1 0 -,1.80
9 3T  4.40 x -3.00,-3 -3 -3 -3,,-3 -3 -3 -3,,-3,-3 -3 -,1.40
10 FCCoSp3  3.00  0.03,0 0 0 0,,1 1 -1 1,,-1,-1 0 -,3.03
11 2F+2T  3.30 x  0.00,0 0 0 0,,0 0 0 0,,0,0 0 -,3.30
12 CCoSp2  2.50  0.33,0 1 1 1,,1 0 1 1,,0,1 1 -,2.83
13 CSSp3  2.30  0.08,0 0 1 0,,1 0 0 2,,0,0 0 -,2.38
43.10,,,,,,,38.79
Program Components Factor,,,,,,,
Skating Skills  1.60,5.75 5.00 5.00 5.25,,5.00 5.25 6.00 5.50,,5.00,6.00 5.50 -,5.21
Transition / Linking Footwork  1.60,5.50 4.50 4.75 4.75,,4.75 5.00 4.75 5.25,,4.75,4.75 4.75 -,4.79
Performance / Execution  1.60,5.75 4.75 4.75 5.00,,5.25 5.50 6.25 5.25,,5.00,5.00 5.25 -,5.21
Choreography / Composition  1.60,5.75 5.00 5.00 5.25,,5.00 5.25 5.75 5.25,,5.00,5.50 5.50 -,5.21
Interpretation  1.60,5.75 5.25 5.00 5.00,,5.25 5.25 6.25 5.00,,5.00,5.75 6.00 -,5.25
Judges Total Program Component Score (factored),,,,,,,41.08
Deductions: Falls:,-2.00,,,,,,-2.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
