PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
Transition / Linking Footwork  1.60,7.00 7.25 7.00,7.25,7.00 7.25 6.00 6.75,,6.75,7.00 7.25 7.00,7.00
Performance / Execution  1.60,7.25 7.50 7.00,7.50,7.25 7.00 6.25 7.00,,7.00,7.25 7.50 7.25,7.21
Choreography / Composition  1.60,7.25 7.50 7.50,7.50,7.25 7.25 6.50 7.25,,7.00,7.50 7.50 7.50,7.39
Interpretation  1.60,7.50 7.50 7.25,7.75,7.25 7.00 6.50 7.25,,7.25,7.25 7.75 7.25,7.32
Judges Total Program Component Score (factored),,,,,,,58.27
Deductions:,,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
3 Rena INOUE / John BALDWIN,USA,,113.75  60.98,,,53.77,1.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3T  4.00  0.29,0 0 0,0,1 0 0 1,,0,0 1 0,4.29
2 2LzTw4  4.50  0.00,1 0 0,1,0 0 1 0,,0,-1 0 0,4.50
3 2A+2A+SEQ  5.28 -1.30,-2 -2 -2,-2,-1 -2 -2 -2,,-2,-2 -2 -1,3.98
4 3Li4  4.00  0.04,0 0 1,0,1 0 1 0,,-1,0 0 0,4.04
5 CCoSp4  3.50  0.21,0 0 1,1,1 0 1 1,,0,1 0 0,3.71
6 5SLi4  6.00  0.26,1 1 1,1,1 1 1 1,,0,0 1 1,6.26
7 PCoSp4  4.50 -0.04,0 0 0,0,-1 0 0 0,,0,-1 0 0,4.46
8 3ATh  8.25 x -2.00,-3 -3 -3,-3,-3 -3 -3 -3,,-3,-3 -3 -3,6.25
9 SpSq4  3.40  0.43,1 0 1,0,0 0 1 1,,1,0 0 0,3.83
10 3LoTh  5.50 x  0.00,1 0 0,0,0 0 1 0,,0,0 -1 0,5.50
11 BoDs4  4.50  0.00,1 0 0,0,0 0 -1 0,,0,0 0 0,4.50
12 SlSt3  3.10  0.00,0 0 0,0,0 1 0 0,,0,1 0 0,3.10
13 5ALi4  6.50  0.06,0 0 0,1,-1 0 -1 -1,,-1,1 1 0,6.56
63.03,,,,,,,60.98
Program Components Factor,,,,,,,
Skating Skills  1.60,7.50 6.50 7.00,7.25,6.75 6.75 7.25 7.00,,6.75,7.00 7.00 7.00,6.93
Transition / Linking Footwork  1.60,7.25 6.50 6.50,7.25,6.25 6.50 6.25 6.75,,6.50,6.50 6.50 6.50,6.54
Performance / Execution  1.60,7.00 6.50 6.75,7.50,6.50 6.75 7.25 6.75,,6.50,6.75 6.50 6.75,6.64
Choreography / Composition  1.60,7.25 6.75 6.50,7.50,6.75 6.75 7.00 7.00,,6.75,6.50 6.75 6.75,6.75
Interpretation  1.60,7.25 6.75 6.75,7.00,6.75 6.75 7.00 7.00,,6.50,6.50 6.75 6.75,6.75
Judges Total Program Component Score (factored),,,,,,,53.77
Deductions: Falls:,-1.00,,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
4 Brooke CASTILE / Benjamin OKOLSKI,USA,,104.92  55.96,,,48.96,0.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3LzTw2  5.00  0.70,1 1 0,1,1 1 1 1,,1,1 2 1,5.70
2 3STh  4.50  0.70,1 1 1,1,1 0 2 1,,1,1 1 1,5.20
3 2A+2T+SEQ  3.68 -0.30,0 0 -1,0,0 0 0 -1,,-1,0 -1 0,3.38
4 CCoSp4  3.50 -0.09,0 0 -1,0,0 0 0 0,,0,-1 -2 0,3.41
5 5ALi3  6.00  0.14,0 0 0,0,0 0 1 -1,,1,0 0 1,6.14
6 BoDs4  4.50  0.00,0 0 -1,0,0 0 0 0,,0,0 0 0,4.50
7 3LoTh  5.50 x  0.70,1 1 1,1,1 1 1 1,,0,1 1 1,6.20
8 2T  1.43 x  0.14,1 0 1,0,1 0 1 0,,0,0 0 0,1.57
9 SlSt3  3.10 -0.10,0 0 0,0,-1 0 -1 -1,,0,0 0 0,3.00
10 4Li4  4.00  0.17,1 0 0,1,1 0 1 0,,1,1 1 0,4.17
11 SpSq3  3.10  0.00,0 0 0,0,0 0 1 0,,0,0 0 0,3.10
12 5SLi3  5.50  0.09,0 0 1,1,1 1 1 -1,,0,0 0 1,5.59
13 PCoSp3  4.00  0.00,0 0 0,0,0 0 1 0,,0,0 0 0,4.00
53.81,,,,,,,55.96
Program Components Factor,,,,,,,
Skating Skills  1.60,6.00 6.00 6.00,6.75,6.75 6.25 5.75 6.25,,6.25,6.75 6.25 6.75,6.32
Transition / Linking Footwork  1.60,5.50 5.75 5.75,6.50,6.50 5.75 5.25 5.25,,6.00,6.25 5.50 6.50,5.89
Performance / Execution  1.60,5.75 5.75 6.25,6.75,6.75 6.00 6.25 6.25,,6.25,6.50 5.50 6.75,6.21
Choreography / Composition  1.60,6.00 6.00 6.00,6.50,6.75 6.00 6.00 5.50,,6.00,6.25 5.75 6.50,6.07
Interpretation  1.60,5.50 5.75 6.25,6.75,6.50 6.00 6.50 5.75,,6.25,6.50 5.75 6.50,6.11
Judges Total Program Component Score (factored),,,,,,,48.96
Deductions:,,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
5 Valerie MARCOUX / Craig BUNTIN,CAN,,102.36  53.26,,,50.10,1.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3T+3T+SEQ  6.40  0.29,1 0 0,1,1 1 1 0,,0,1 0 0,6.69
2 2FTw4  4.50 -0.17,0 0 0,0,-1 -1 -1 -1,,0,-2 -1 -1,4.33
3 SpSq4  3.40  0.57,0 0 1,1,1 0 1 1,,1,0 1 0,3.97
4 A  0.00  0.00,- - -,-,- - - -,,-,- - -,0.00
5 PCoSp4  4.50  0.00,0 0 0,0,0 0 -1 0,,0,0 0 0,4.50
6 5ALi3  6.00  0.57,0 1 1,1,1 0 1 0,,0,0 1 1,6.57
7 3LoTh  5.50 x  0.40,1 1 1,0,1 0 0 0,,0,0 0 1,5.90
8 5SLi4  6.00 -0.17,-1 0 -1,1,1 0 -1 -1,,-1,-1 0 0,5.83
9 3STh  4.95 x -0.20,0 0 0,0,0 0 0 -1,,-1,0 -1 0,4.75
10 FCoSp1  1.70 -0.56,-2 -1 -1,-3,-3 -1 -2 -2,,-2,-2 -2 -2,1.14
11 4Li4  4.00  0.09,-1 0 1,0,1 1 -1 0,,-1,1 0 1,4.09
12 SlSt2  2.30 -0.21,0 0 -2,-1,-1 -1 -1 -2,,0,-1 0 -1,2.09
13 BoDs2  3.50 -0.10,0 0 0,0,1 0 -2 0,,-1,0 0 -1,3.40
52.75,,,,,,,53.26
Program Components Factor,,,,,,,
Skating Skills  1.60,6.50 6.25 6.50,6.75,6.50 6.50 5.75 6.50,,6.50,6.50 6.50 6.75,6.50
Transition / Linking Footwork  1.60,5.00 6.00 6.00,6.25,6.50 6.25 5.25 6.50,,6.00,6.00 6.00 6.50,6.14
Performance / Execution  1.60,5.50 6.00 6.00,6.50,6.25 6.50 4.75 5.50,,6.25,6.00 6.00 6.50,6.00
Choreography / Composition  1.60,6.25 6.50 6.00,6.50,6.50 6.25 5.50 6.75,,6.00,6.50 6.25 6.75,6.39
Interpretation  1.60,5.75 6.25 6.25,6.50,6.50 6.25 5.25 6.50,,6.00,6.25 6.25 6.75,6.29
Judges Total Program Component Score (factored),,,,,,,50.10
Deductions: Falls:,-1.00,,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
6 Naomi Nari NAM / Themistocles LEFTHERIS,USA,,97.31  50.83,,,47.48,1.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3T+3T+SEQ  6.40  0.86,1 1 1,1,1 1 2 1,,0,0 1 1,7.26
2 3FTw2  5.00 -0.50,0 0 -1,0,-2 0 -1 -1,,0,-2 -1 0,4.50
3 2F  1.70  0.07,1 0 0,0,1 0 1 0,,0,0 0 0,1.77
4 3STh  4.50 -0.30,0 0 0,1,0 0 0 -1,,-1,-1 -1 0,4.20
5 FiDs4  3.50  0.40,1 1 1,1,1 1 1 1,,0,0 0 0,3.90
6 3LoTh  5.00 -2.00,-3 -3 -3,-3,-3 -3 -3 -3,,-3,-3 -3 -3,3.00
7 4Li4  4.00 -0.26,-1 -1 0,0,0 0 0 -1,,-1,-1 -1 -1,3.74
8 SpSq3  3.10  0.00,0 0 0,0,0 0 0 0,,0,0 0 0,3.10
9 5TLi3  5.50 -0.21,-1 0 0,-1,0 -1 1 -1,,-1,-1 -2 -1,5.29
10 FCCoSp4  3.50 -0.26,-1 -1 0,0,-1 0 0 0,,-1,-1 -1 -1,3.24
11 5SLi2  5.00 -0.30,-1 -1 -1,-1,-1 -1 -1 -1,,-1,-2 0 -1,4.70
12 CiSt2  2.30  0.00,0 0 0,-1,0 0 -1 0,,0,0 0 0,2.30
13 PCoSp3  4.00 -0.17,-1 0 0,-1,-1 -1 -1 0,,-1,-1 -1 0,3.83
53.50,,,,,,,50.83
Program Components Factor,,,,,,,
Skating Skills  1.60,6.00 6.00 6.50,6.50,6.50 6.25 5.00 5.75,,6.00,6.25 5.75 6.00,6.07
Transition / Linking Footwork  1.60,5.50 5.75 6.25,5.75,6.00 6.00 5.00 5.75,,5.75,6.00 5.00 5.75,5.79
Performance / Execution  1.60,5.75 6.00 6.25,6.25,6.25 6.25 5.00 6.00,,5.75,5.75 5.50 6.00,5.93
Choreography / Composition  1.60,5.75 6.25 6.25,5.75,6.50 6.25 5.50 5.75,,6.00,6.00 5.25 6.00,6.00
Interpretation  1.60,5.50 5.75 6.00,6.00,6.50 6.00 5.25 5.75,,6.25,6.00 5.25 6.00,5.89
Judges Total Program Component Score (factored),,,,,,,47.48
Deductions: Falls:,-1.00,,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
7 Anabelle LANGLOIS / Cody HAY,CAN,,96.11  48.59,,,48.52,1.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 2A  3.30  0.00,0 0 0,0,0 0 1 0,,0,0 1 0,3.30
2 3STh  4.50  0.70,1 1 1,1,1 1 1 1,,1,1 1 1,5.20
3 2FTw2  3.50  0.14,0 0 0,0,1 0 1 1,,0,0 1 0,3.64
4 5ALi3  6.00  0.71,1 1 1,1,1 0 1 0,,0,0 1 1,6.71
5 3T+SEQ  3.20 -2.57,-2 -2 -2,-3,-3 -3 -2 -3,,-2,-3 -3 -3,0.63
6 SlSt3  3.10  0.00,0 0 0,-1,0 0 1 0,,0,0 0 0,3.10
7 FCCoSp3  3.00 -0.34,-1 -1 -1,-1,-1 -1 -1 -1,,-1,-2 -2 -1,2.66
8 5TLi1  4.50 -0.60,-2 -1 -2,-2,-2 -2 -2 -2,,-2,-2 -2 -2,3.90
9 3LzTh  6.05 x -2.00,-3 -3 -3,-3,-3 -3 -3 -3,,-3,-3 -3 -3,4.05
10 SpSq2  2.30  0.00,0 0 1,0,0 0 0 0,,0,0 -1 0,2.30
11 3Li4  4.00  0.00,0 0 1,0,0 1 -1 0,,0,0 0 0,4.00
12 BoDs4  4.50  0.10,0 0 1,0,0 0 1 1,,0,0 0 0,4.60
13 PCoSp4  4.50  0.00,0 0 0,0,0 0 0 0,,0,0 0 0,4.50
14 2T<*  0.00  0.00,- - -,-,- - - -,,-,- - -,0.00
52.45,,,,,,,48.59
Program Components Factor,,,,,,,
Skating Skills  1.60,6.25 6.25 6.25,6.50,6.50 6.25 5.25 5.50,,6.00,6.25 6.50 6.25,6.25
Transition / Linking Footwork  1.60,5.75 5.75 6.00,6.25,6.25 6.25 5.00 5.75,,5.75,6.50 5.75 6.25,5.93
Performance / Execution  1.60,5.50 5.75 5.75,6.25,6.25 6.00 5.25 5.25,,5.75,6.00 6.00 6.00,5.82
Choreography / Composition  1.60,6.25 6.25 6.25,6.00,6.25 6.25 5.50 6.50,,6.00,6.25 6.25 6.50,6.29
Interpretation  1.60,6.00 6.25 6.25,6.50,6.00 6.00 5.75 5.50,,5.75,6.00 6.00 6.50,6.04
Judges Total Program Component Score (factored),,,,,,,48.52
Deductions: Falls:,-1.00,,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
8 Marina AGANINA / Artem KNYAZEV,UZB,,65.33  34.41,,,32.92,2.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 2A+2T+SEQ  3.68 -1.70,-2 -2 -3,-3,-2 -2 -1 -3,,-2,-2 -3 -3,1.98
2 5ALi1  5.00 -0.09,-1 0 0,-1,0 0 -1 0,,-1,0 0 -1,4.91
3 2ATh  4.00  0.10,0 1 0,0,0 0 0 0,,0,0 0 1,4.10
4 2LzTw2  3.50 -0.26,-1 0 -1,-1,-2 0 -1 -1,,-1,-2 0 0,3.24
5 2F  1.70  0.00,0 0 0,-1,0 0 0 0,,0,0 0 0,1.70
6 BoDs1  3.00 -0.90,-1 0 -2,0,-2 -1 -1 -2,,-1,-1 -1 -1,2.10
7 2LoTh  3.00 -0.04,0 0 0,-1,-1 0 0 0,,0,0 -1 0,2.96
8 SpSq3  3.10  0.00,0 0 0,-1,-1 0 0 0,,0,0 0 0,3.10
9 4Li1  2.50 -0.26,-1 0 -1,-1,-1 -1 -1 -1,,-1,-1 0 -1,2.24
10 5TLi1  4.50 -0.04,-1 0 1,0,-1 0 0 0,,0,0 0 0,4.46
11 FCCoSp2  2.50 -0.47,-2 -1 0,-2,-1 0 -2 -2,,-1,-2 -2 -2,2.03
12 SlSt1  1.80 -0.21,0 0 0,-1,-1 0 -1 -1,,-1,-1 -3 -1,1.59
13 PCoSp  0.00  0.00,- - -,-,- - - -,,-,- - -,0.00
38.28,,,,,,,34.41
Program Components Factor,,,,,,,
Skating Skills  1.60,4.50 4.25 4.50,4.50,4.25 4.75 4.00 4.00,,4.25,4.00 4.50 4.00,4.25
Transition / Linking Footwork  1.60,4.00 4.25 4.25,4.00,3.75 4.25 3.50 4.00,,4.00,3.50 3.75 3.75,3.93
Performance / Execution  1.60,4.25 4.25 4.25,3.75,4.25 4.50 4.50 4.25,,4.25,4.00 4.25 4.00,4.21
Choreography / Composition  1.60,4.50 4.50 4.50,4.00,4.00 4.25 4.75 3.50,,4.00,3.50 4.00 4.25,4.11
Interpretation  1.60,4.25 4.50 4.50,4.25,3.75 4.25 4.00 3.75,,4.25,3.75 4.00 4.00,4.07
Judges Total Program Component Score (factored),,,,,,,32.92
Deductions: Falls:,-2.00,,,,,,-2.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
Printed: 08/02/2007 17:15:26,,,,,,,
