MasterCard Skate Canada International,,
ICE DANCING COMPULSORY DANCEJUDGES DETAILS PER SKATER,,
Skating Skills 0.75 5.50 5.75 5.50 6.00 5.50 5.75 6.00 5.75 5.75 - - -,,5.70
Timing 0.75 5.25 6.00 5.75 6.00 5.00 6.25 6.25 5.50 5.25 - - -,,5.70
Performance / Execution 0.50 5.50 5.75 5.50 6.00 5.50 5.75 6.25 5.75 6.00 - - -,,5.75
Interpretation 0.50 5.25 5.75 5.50 6.25 5.50 6.25 6.50 5.75 5.75 - - -,,5.80
Judges Total Program Component Score (factored),,14.34
Deductions:,,0.00
Total Total Total,,Total
Rank Name NOC Segment Element Program  Component,,Deductions
Code Score Score Score (factored),,
"= + +",,-
5 Chantal LEFEBVRE / Arseni MARKOV CAN 27.18 13.70 13.48,,0.00
"# Executed Base GOE The Judges Panel",,Scores
Elements Value (in random order),,of Panel
1 1S1 1.7 0.10 0 -1 0 0 0 0 1 1 1 - - -,,1.80
2 1S2 1.7 0.00 0 0 -1 0 0 1 0 0 0 - - -,,1.70
3 1S3 1.7 -0.10 -1 -1 0 0 0 1 0 0 0 - - -,,1.60
4 1S4 1.2 0.00 0 0 0 0 1 0 0 1 0 - - -,,1.20
5 2S1 2.1 -0.20 0 -1 0 -1 0 0 1 1 -1 - - -,,1.90
6 2S2 2.1 0.00 -1 0 0 0 0 1 0 0 0 - - -,,2.10
7 2S3 2.1 -0.10 -1 -1 0 0 -1 0 0 0 0 - - -,,2.00
8 2S4 1.4 0.00 0 0 -1 0 0 0 0 0 0 - - -,,1.40
14.0,,13.70
Program Components Factor,,
Skating Skills 0.75 4.50 5.50 5.50 5.00 6.00 6.00 5.50 6.00 5.00 - - -,,5.40
Timing 0.75 4.50 5.50 5.50 5.00 5.50 5.50 5.75 5.50 5.00 - - -,,5.30
Performance / Execution 0.50 4.50 5.75 5.75 5.25 6.25 6.00 5.50 5.75 5.00 - - -,,5.50
Interpretation 0.50 4.50 5.50 5.50 5.25 6.00 6.25 5.75 6.00 4.75 - - -,,5.40
Judges Total Program Component Score (factored),,13.48
Deductions:,,0.00
Total Total Total,,Total
Rank Name NOC Segment Element Program  Component,,Deductions
Code Score Score Score (factored),,
"= + +",,-
6 Elena ROMANOVSKAYA / Alexander GRACHEV RUS 26.36 13.30 13.06,,0.00
"# Executed Base GOE The Judges Panel",,Scores
Elements Value (in random order),,of Panel
1 1S1 1.7 -0.10 0 0 0 -1 0 0 0 0 -1 - - -,,1.60
2 1S2 1.7 0.00 -1 0 0 0 -1 1 -1 0 0 - - -,,1.70
3 1S3 1.7 0.00 0 0 -1 0 0 1 0 0 0 - - -,,1.70
4 1S4 1.2 0.00 0 0 0 0 0 0 0 0 0 - - -,,1.20
5 2S1 2.1 -0.30 -1 -1 0 -1 0 0 0 0 -1 - - -,,1.80
6 2S2 2.1 -0.30 0 -1 -1 0 -1 0 -1 -1 -1 - - -,,1.80
7 2S3 2.1 0.00 0 0 0 0 0 0 0 0 0 - - -,,2.10
8 2S4 1.4 0.00 0 -1 0 0 0 0 0 0 0 - - -,,1.40
14.0,,13.30
Program Components Factor,,
Skating Skills 0.75 5.50 5.25 5.25 5.25 5.25 5.25 5.00 5.50 4.25 - - -,,5.30
Timing 0.75 5.25 4.25 5.25 5.00 5.00 5.25 5.50 5.25 4.25 - - -,,5.00
Performance / Execution 0.50 5.25 5.00 5.50 5.25 5.25 5.75 5.25 5.75 4.50 - - -,,5.35
Interpretation 0.50 5.50 4.75 5.50 5.25 5.25 5.50 5.50 5.75 4.75 - - -,,5.30
Judges Total Program Component Score (factored),,13.06
Deductions:,,0.00
MasterCard Skate Canada International,,
ICE DANCING COMPULSORY DANCEJUDGES DETAILS PER SKATER,,
Total Total Total,,Total
Rank Name NOC Segment Element Program  Component,,Deductions
Code Score Score Score (factored),,
"= + +",,-
7 Sinead KERR / John KERR GBR 25.47 12.80 12.67,,0.00
"# Executed Base GOE The Judges Panel",,Scores
Elements Value (in random order),,of Panel
1 1S1 1.7 -0.20 -1 -1 -1 0 -1 0 -1 0 0 - - -,,1.50
2 1S2 1.7 -0.10 0 -1 0 0 -1 0 -1 0 -1 - - -,,1.60
3 1S3 1.7 0.00 0 0 0 0 0 0 0 0 1 - - -,,1.70
4 1S4 1.2 0.00 0 0 0 0 0 0 0 0 0 - - -,,1.20
5 2S1 2.1 -0.40 -1 -1 -1 -1 0 -1 0 0 0 - - -,,1.70
6 2S2 2.1 -0.50 -1 -1 -1 -1 -1 -1 -1 -1 -1 - - -,,1.60
7 2S3 2.1 0.00 0 0 0 0 0 0 0 0 -1 - - -,,2.10
8 2S4 1.4 0.00 0 0 0 0 0 -1 0 0 0 - - -,,1.40
14.0,,12.80
Program Components Factor,,
Skating Skills 0.75 4.75 5.75 5.25 4.75 5.00 4.75 5.00 5.50 5.25 - - -,,5.10
Timing 0.75 4.50 5.25 5.00 4.75 4.25 4.75 5.25 5.25 5.00 - - -,,4.95
Performance / Execution 0.50 4.75 5.50 5.25 4.75 4.75 5.25 5.25 5.50 5.00 - - -,,5.15
Interpretation 0.50 4.75 5.25 5.25 5.00 5.00 5.00 5.25 5.75 5.00 - - -,,5.10
Judges Total Program Component Score (factored),,12.67
Deductions:,,0.00
Total Total Total,,Total
Rank Name NOC Segment Element Program  Component,,Deductions
Code Score Score Score (factored),,
"= + +",,-
8 Mylene GIRARD / Bradley YAEGER CAN 24.49 12.70 11.79,,0.00
"# Executed Base GOE The Judges Panel",,Scores
Elements Value (in random order),,of Panel
1 1S1 1.7 0.00 0 -1 0 0 0 0 0 0 0 - - -,,1.70
2 1S2 1.7 -0.10 -1 0 0 0 0 0 -1 -1 0 - - -,,1.60
3 1S3 1.7 -0.30 -1 -1 -1 0 -1 0 0 -1 0 - - -,,1.40
4 1S4 1.2 0.00 0 0 0 0 0 0 0 0 0 - - -,,1.20
5 2S1 2.1 -0.40 0 -1 -1 -1 0 -1 0 0 -1 - - -,,1.70
6 2S2 2.1 -0.10 -1 0 0 0 0 0 0 -1 0 - - -,,2.00
7 2S3 2.1 -0.30 -1 -1 -1 0 -1 0 0 -1 0 - - -,,1.80
8 2S4 1.4 -0.10 0 0 0 0 0 -1 0 -1 0 - - -,,1.30
14.0,,12.70
Program Components Factor,,
Skating Skills 0.75 5.25 4.75 4.50 5.00 4.50 4.75 4.50 4.25 5.00 - - -,,4.80
Timing 0.75 5.00 4.50 4.50 4.75 4.00 4.25 4.75 4.00 4.75 - - -,,4.55
Performance / Execution 0.50 5.25 4.25 4.25 5.25 4.50 5.00 4.75 4.25 5.00 - - -,,4.75
Interpretation 0.50 5.00 4.50 4.50 5.00 4.50 5.00 5.00 4.25 5.00 - - -,,4.80
Judges Total Program Component Score (factored),,11.79
Deductions:,,0.00
Total Total Total,,Total
Rank Name NOC Segment Element Program  Component,,Deductions
Code Score Score Score (factored),,
"= + +",,-
9 Alessia AURELI / Andrea VATURI ITA 22.93 12.18 10.75,,0.00
"# Executed Base GOE The Judges Panel",,Scores
Elements Value (in random order),,of Panel
1 1S1 1.7 -0.20 -1 -1 0 0 -1 0 0 0 -1 - - -,,1.50
2 1S2 1.7 -0.30 -1 -1 -1 0 -1 0 -1 -1 0 - - -,,1.40
3 1S3 1.7 -0.10 -1 0 0 0 0 0 0 0 -1 - - -,,1.60
4 1S4 1.2 -0.12 -1 0 -1 0 0 -1 0 0 0 - - -,,1.08
5 2S1 2.1 -0.30 0 -1 -1 -1 -1 0 0 0 -1 - - -,,1.80
6 2S2 2.1 -0.30 -1 0 -1 -1 -1 0 0 -1 0 - - -,,1.80
7 2S3 2.1 -0.50 -1 -1 -1 -1 -1 -1 0 -1 0 - - -,,1.60
8 2S4 1.4 0.00 0 0 0 0 0 -1 0 0 0 - - -,,1.40
14.0,,12.18
Program Components Factor,,
Skating Skills 0.75 4.50 4.25 4.50 4.25 4.25 4.50 4.75 4.25 3.75 - - -,,4.35
Timing 0.75 4.25 3.75 4.50 4.25 4.00 4.25 5.00 4.00 4.00 - - -,,4.15
Performance / Execution 0.50 4.50 4.00 4.75 4.25 4.25 4.50 5.00 4.25 4.25 - - -,,4.35
Interpretation 0.50 4.25 4.25 4.50 4.50 4.00 4.75 5.25 4.50 4.25 - - -,,4.40
Judges Total Program Component Score (factored),,10.75
Deductions:,,0.00
Printed: 27/10/2005 17:24:37,,
