SmartOnes Skate America,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,
2 3Lz+2T 7.3 0.00 1 1 0 -1 0 0 0 0,,0 0 - -,7.30
3 3F 5.5 -3.00 -3 -3 -3 -3 -3 -3 -3 -3,,-3 -3 - -,2.50
4 LSp3 1.8 0.50 1 1 1 1 0 -1 1 1,,1 1 - -,2.30
5 SpSt3 3.1 0.30 1 1 1 2 0 0 1 0,,1 0 - -,3.40
6 2A 3.3 0.00 0 0 0 0 0 0 0 0,,1 0 - -,3.30
7 SeSt1 1.8 0.10 0 0 1 1 1 0 0 0,,0 0 - -,1.90
8 CCoSp3 3.0 0.00 0 0 0 1 0 -1 0 0,,0 0 - -,3.00
28.1,,,26.10
Program Components Factor,,,
Skating Skills 0.80 6.00 5.50 6.00 6.50 5.25 5.50 5.75 6.00,,6.00 6.00 -,- 5.85
Transition / Linking Footwork 0.80 5.50 5.25 5.75 6.75 5.00 5.50 5.25 5.50,,5.50 5.25 -,- 5.35
Performance / Execution 0.80 6.00 5.50 5.75 6.50 5.25 5.25 5.50 6.00,,5.75 5.75 -,- 5.65
Choreography / Composition 0.80 5.75 5.50 5.75 7.00 5.25 5.25 5.50 5.75,,5.75 5.50 -,- 5.60
Interpretation 0.80 6.00 5.50 5.75 7.00 5.25 5.50 5.50 5.50,,5.75 6.00 -,- 5.60
Judges Total Program Component Score (factored),,,22.44
Deductions: Falls: -1.00,,,-1.00
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
5 Mira LEUNG CAN 47.48 27.44,,20.04,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3F 5.5 -0.20 0 -2 0 -1 -1 0 0 0,,0 1 - -,5.30
2 3Lz+2Lo 7.5 -1.00 0 -1 -1 -3 0 -2 -1 -1,,-1 -1 - -,6.50
3 LSp3 1.8 0.30 0 0 1 0 1 0 0 0,,1 1 - -,2.10
4 2A 3.3 -0.56 -1 -1 -1 -2 -1 -1 0 0,,-1 -1 - -,2.74
5 SpSt3 3.1 0.10 0 0 0 1 1 1 0 1,,0 0 - -,3.20
6 FCSp3 2.3 0.00 0 0 0 -2 0 1 0 0,,0 0 - -,2.30
7 CiSt2 2.3 0.00 0 0 0 0 0 0 0 0,,0 0 - -,2.30
8 CCoSp2 2.5 0.50 1 1 1 0 1 1 0 1,,1 1 - -,3.00
28.3,,,27.44
Program Components Factor,,,
Skating Skills 0.80 5.25 4.75 4.75 5.00 5.50 5.00 5.50 5.25,,5.25 5.50 -,- 5.25
Transition / Linking Footwork 0.80 5.00 4.50 4.50 4.75 4.75 5.00 4.75 4.75,,4.75 4.75 -,- 4.70
Performance / Execution 0.80 5.00 4.50 4.75 4.75 5.25 5.00 5.25 5.00,,4.75 5.25 -,- 5.00
Choreography / Composition 0.80 5.00 4.50 4.75 5.00 5.00 4.75 5.25 5.25,,5.00 5.25 -,- 5.05
Interpretation 0.80 4.75 4.25 4.75 4.75 5.50 5.00 5.25 5.00,,4.75 5.50 -,- 5.05
Judges Total Program Component Score (factored),,,20.04
Deductions:,,,0.00
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
6 Julia SEBESTYEN HUN 42.46 19.66,,23.80,1.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 2F 1.7 -0.66 0 -3 -3 -3 -1 0 -3 0,,0 -3 - -,1.04
2 3Lz+COMBO 6.0 -3.00 -3 -3 -3 -3 -3 -3 -3 -3,,-3 -3 - -,3.00
3 FCSp3 2.3 0.20 0 1 0 1 0 0 0 0,,1 1 - -,2.50
4 SpSt3 3.1 0.20 0 1 0 1 0 0 0 0,,1 1 - -,3.30
5 2A 3.3 -0.28 0 0 -1 -1 0 0 -1 0,,-1 0 - -,3.02
6 LSp3 1.8 0.00 0 0 0 -1 0 0 0 0,,0 0 - -,1.80
7 CiSt2 2.3 0.20 1 0 1 0 1 0 0 0,,0 1 - -,2.50
8 CCoSp2 2.5 0.00 1 0 0 0 0 0 0 0,,1 0 - -,2.50
23.0,,,19.66
Program Components Factor,,,
Skating Skills 0.80 6.25 6.75 5.75 6.25 5.75 5.50 6.25 6.00,,6.25 6.75 -,- 6.20
Transition / Linking Footwork 0.80 5.50 6.25 5.25 5.50 5.50 5.50 5.75 6.00,,5.75 5.75 -,- 5.75
Performance / Execution 0.80 6.00 6.50 5.50 6.00 5.25 5.25 6.00 5.75,,6.00 6.75 -,- 5.95
Choreography / Composition 0.80 6.00 6.50 5.50 5.75 5.50 5.25 6.00 5.75,,6.25 6.75 -,- 6.00
Interpretation 0.80 5.75 6.50 5.50 5.75 5.50 5.25 5.75 5.50,,6.00 6.50 -,- 5.85
Judges Total Program Component Score (factored),,,23.80
Deductions: Falls: -1.00,,,-1.00
SmartOnes Skate America,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
7 Constanze PAULINUS GER 40.52 20.96,,19.56,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 LSp1 1.2 -0.24 0 0 -1 -1 -1 0 0 -1,,-1 -1 - -,0.96
2 3Lz+COMBO 6.0 -3.00 -3 -3 -3 -3 -3 -3 -2 -3,,-3 -3 - -,3.00
3 CCoSp3 3.0 0.00 0 0 0 -1 -1 0 0 0,,0 0 - -,3.00
4 3S 4.5 -0.20 0 -1 0 0 -1 0 0 0,,0 0 - -,4.30
5 CiSt1 1.8 0.00 0 0 0 0 0 0 0 0,,0 0 - -,1.80
6 2A 3.3 0.00 0 0 0 0 0 0 0 0,,0 0 - -,3.30
7 SpSt2 2.3 0.00 0 1 0 1 0 0 0 0,,0 0 - -,2.30
8 FCSp3 2.3 0.00 1 0 0 -2 0 0 0 0,,0 0 - -,2.30
24.4,,,20.96
Program Components Factor,,,
Skating Skills 0.80 5.25 5.50 4.75 5.00 4.75 4.50 5.25 5.50,,5.00 4.50 -,- 5.05
Transition / Linking Footwork 0.80 5.00 5.25 4.25 5.00 4.50 4.25 4.50 5.00,,4.75 4.00 -,- 4.60
Performance / Execution 0.80 5.25 5.50 4.50 5.50 5.00 4.50 5.25 5.25,,4.75 4.50 -,- 4.95
Choreography / Composition 0.80 5.00 5.50 4.50 5.25 4.75 4.25 5.00 5.50,,4.75 4.25 -,- 4.90
Interpretation 0.80 5.00 5.50 4.50 5.75 5.25 4.50 5.00 5.25,,4.75 4.50 -,- 4.95
Judges Total Program Component Score (factored),,,19.56
Deductions:,,,0.00
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
8 Emily HUGHES USA 38.74 18.90,,21.84,2.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3F 5.5 0.00 -2 0 0 -2 -1 0 0 0,,0 0 - -,5.50
2 2T+COMBO 1.3 -1.00 -3 -3 -3 -3 -3 -3 -3 -3,,-3 -3 - -,0.30
3 SlSt1 1.8 0.00 0 0 0 1 0 0 0 0,,0 0 - -,1.80
4 FSSp3 2.3 0.20 0 0 1 0 0 1 0 0,,1 1 - -,2.50
5 SpSt3 3.1 0.40 1 1 1 2 -1 1 1 1,,2 0 - -,3.50
6 LSp1 1.2 0.20 0 0 1 1 0 0 1 0,,1 0 - -,1.40
7 2A 3.3 -2.10 -3 -3 -3 -3 -3 -3 -3 -3,,-3 -3 - -,1.20
8 CCoSp2 2.5 0.20 1 1 1 2 0 0 0 0,,1 0 - -,2.70
21.0,,,18.90
Program Components Factor,,,
Skating Skills 0.80 5.50 5.25 6.50 6.50 5.25 5.50 6.00 5.50,,6.50 5.25 -,- 5.70
Transition / Linking Footwork 0.80 5.25 5.25 6.25 6.25 5.00 5.25 5.50 5.00,,6.25 4.50 -,- 5.40
Performance / Execution 0.80 5.75 5.00 6.00 6.50 4.75 5.00 6.00 5.00,,6.00 4.75 -,- 5.35
Choreography / Composition 0.80 5.50 5.25 6.25 6.75 4.75 5.50 5.75 5.25,,6.25 5.00 -,- 5.50
Interpretation 0.80 5.25 5.25 6.25 6.50 4.75 5.25 5.75 4.75,,6.25 4.75 -,- 5.35
Judges Total Program Component Score (factored),,,21.84
Deductions: Falls: -2.00,,,-2.00
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
9 Idora HEGEL CRO 37.30 16.50,,20.80,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 2Lz+2T 3.2 -0.92 -2 -2 -3 -2 -3 -2 -2 -3,,-3 -3 - -,2.28
2 2T 1.3 -0.92 -2 -3 -3 -3 -2 -2 -2 -3,,-3 -3 - -,0.38
3 LSp3 1.8 0.00 0 0 1 0 0 0 0 0,,0 0 - -,1.80
4 SpSt1 1.8 -0.36 -1 -2 -1 -1 -3 -2 -1 -1,,-1 -1 - -,1.44
5 2A 3.3 0.00 0 0 0 0 0 0 0 0,,0 0 - -,3.30
6 FCSp3 2.3 0.10 1 0 1 -2 -1 0 0 0,,1 0 - -,2.40
7 CiSt2 2.3 0.10 0 0 1 0 0 0 1 0,,0 0 - -,2.40
8 CCoSp2 2.5 0.00 1 0 0 0 0 0 0 0,,0 0 - -,2.50
18.5,,,16.50
Program Components Factor,,,
Skating Skills 0.80 6.00 5.50 5.50 5.25 5.25 5.25 5.75 5.50,,5.25 5.00 -,- 5.40
Transition / Linking Footwork 0.80 5.75 5.25 5.00 5.00 4.75 5.25 5.50 5.00,,4.75 4.25 -,- 4.95
Performance / Execution 0.80 6.25 5.25 5.25 5.75 5.00 5.00 5.75 5.25,,5.00 4.50 -,- 5.15
Choreography / Composition 0.80 6.50 5.25 5.25 5.50 5.00 5.00 5.50 5.25,,5.25 4.75 -,- 5.20
Interpretation 0.80 6.00 5.25 5.25 5.50 5.25 5.25 5.75 5.50,,5.25 4.50 -,- 5.30
Judges Total Program Component Score (factored),,,20.80
Deductions:,,,0.00
SmartOnes Skate America,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"=",+,+,-
10 Dan FANG CHN 36.90 17.70,,20.20,1.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 2A 3.3 0.00 0 0 0 0 0 0 0,0,0 1 - -,3.30
2 3F 5.5 -3.00 -3 -3 -3 -3 -3 -3 -3,-3,-3 -3 - -,2.50
3 1Lz+COMBO 0.6 -0.30 -3 -3 -3 -3 -3 -3 -3,-3,-3 -3 - -,0.30
4 LSp2 1.5 -0.06 0 -1 0 0 -1 0 0,0,0 0 - -,1.44
5 SlSt1 1.8 0.00 0 0 0 0 0 0 0,0,0 0 - -,1.80
6 FCSp2 2.0 -0.24 -1 -1 -2 -2 -1 0 -1,0,-1 0 - -,1.76
7 SpSt3 3.1 0.00 0 0 0 0 -1 0 0,0,0 0 - -,3.10
8 CCoSp4 3.5 0.00 0 0 0 0 0 0 0,0,0 0 - -,3.50
21.3,,,17.70
Program Components Factor,,,
Skating Skills 0.80 5.50 4.75 5.50 5.25 5.50 5.50 5.00,5.25,5.75 5.75 -,- 5.40
Transition / Linking Footwork 0.80 4.75 4.50 5.00 5.00 4.75 5.00 4.00,5.00,5.00 5.00 -,- 4.85
Performance / Execution 0.80 5.00 4.50 5.25 5.00 5.25 5.00 4.75,5.25,5.00 5.50 -,- 5.10
Choreography / Composition 0.80 5.25 4.50 5.50 5.25 4.75 5.25 4.75,4.75,5.25 5.50 -,- 5.00
Interpretation 0.80 5.50 4.25 5.00 5.25 4.75 5.25 4.50,5.00,5.25 5.75 -,- 4.90
Judges Total Program Component Score (factored),,,20.20
Deductions: Falls: -1.00,,,-1.00
Printed: 21.10.2005 20:35:04,,,
