PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
4 2LzTw4  4.50,0.00 0 -1 1 0,0 0 0 0,,0,0 - -,4.50
5 CCoSp3  3.00,0.30 0 0 0 1,0 1 1 1,,0,0 - -,3.30
6 4Li4  4.00,0.06 0 0 0 0,1 0 1 0,,0,1 - -,4.06
7 BoDs4  4.50,0.00 0 0 0 0,-1 0 -1 0,,0,1 - -,4.50
8 PCoSp4  4.50,-0.06 0 0 -1 -1,0 0 0 0,,0,0 - -,4.44
34.40,,,,,,33.70
Program Components,Factor,,,,,
Skating Skills,0.80 7.00 6.50 6.75 6.75,6.50 6.50 6.75 6.75,,6.75,7.00 - -,6.75
Transition / Linking Footwork,0.80 6.50 6.25 6.00 6.50,6.25 6.25 6.50 6.25,,6.75,6.75 - -,6.45
Performance / Execution,0.80 7.00 6.50 5.75 6.50,6.25 6.25 6.75 6.50,,7.25,7.00 - -,6.60
Choreography / Composition,0.80 7.00 6.50 6.50 6.50,6.25 6.50 6.50 6.75,,7.00,6.75 - -,6.60
Interpretation,0.80 6.75 6.50 5.75 6.75,6.50 6.50 7.75 6.50,,7.00,6.75 - -,6.70
Judges Total Program Component Score (factored),,,,,,26.48
Deductions:,Falls: -1.00,,,,,-1.00
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,,,Total,Total
"",NOC,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,Score Score,,,Score (factored),
"",,= +,,,+,-
4 Aliona SAVCHENKO / Robin SZOLKOWY,GER,58.82  30.46,,,28.36,0.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3FTh  5.50  0.84,1 1 2 1,1 1 1 1,,2,1 - -,6.34
2 2T  1.30 -0.76,-2 -2 -2 -2,-2 -3 -3 -2,,-3,-2 - -,0.54
3 3LzTw2  5.00 -0.84,-1 -1 0 -2,-2 -2 -1 -2,,0,-1 - -,4.16
4 4Li4  4.00  0.18,1 1 0 0,1 0 1 1,,1,1 - -,4.18
5 BoDs2  3.50  0.14,0 0 0 0,1 0 0 0,,1,1 - -,3.64
6 PCoSp3  4.00  0.10,0 0 0 0,0 0 1 1,,0,0 - -,4.10
7 FCCoSp4  3.50  0.40,0 1 1 1,1 0 1 0,,1,1 - -,3.90
8 SpSq3  3.10  0.50,1 1 1 1,1 1 1 1,,1,2 - -,3.60
29.90,,,,,,30.46
Program Components Factor,,,,,,
Skating Skills  0.80,7.25 7.00 7.50 7.25,7.25 7.00 7.00 7.25,,7.50,7.00 - -,7.20
Transition / Linking Footwork  0.80,6.75 7.00 7.00 7.00,6.75 6.75 6.75 7.00,,7.25,6.50 - -,6.90
Performance / Execution  0.80,7.00 7.25 7.25 6.75,7.25 6.75 6.75 7.25,,7.50,7.00 - -,7.00
Choreography / Composition  0.80,7.25 7.00 7.50 7.00,7.00 7.00 7.00 7.25,,7.50,7.00 - -,7.15
Interpretation  0.80,7.00 7.00 7.50 7.25,7.25 6.75 7.00 7.00,,7.50,7.25 - -,7.20
Judges Total Program Component Score (factored),,,,,,28.36
Deductions:,,,,,,0.00
"",,Total Total,,,Total,Total
"",NOC,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,Score Score,,,Score (factored),
"",,= +,,,+,-
5 Maria PETROVA / Alexei TIKHONOV,RUS,56.52  27.68,,,28.84,0.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3LzTw1  4.50 -0.28,0 -1 -1 0,1 0 -1 0,,0,-1 - -,4.22
2 2T  1.30 -0.60,-2 -1 -1 -2,-2 -2 -2 -2,,-3,-2 - -,0.70
3 3LoTh  5.00  0.70,1 1 2 1,2 1 1 1,,1,1 - -,5.70
4 FCCoSp2  2.50 -0.18,0 0 0 1,0 -1 0 -1,,-1,-1 - -,2.32
5 SpSq4  3.40  0.20,0 0 0 1,1 0 0 0,,0,1 - -,3.60
6 4Li3  3.50  0.06,0 0 0 0,1 1 1 0,,0,0 - -,3.56
7 BoDs4  4.50  0.14,0 0 0 1,1 1 0 0,,0,0 - -,4.64
8 PCoSp1  3.00 -0.06,0 0 0 -1,1 0 0 0,,0,-1 - -,2.94
27.70,,,,,,27.68
Program Components Factor,,,,,,
Skating Skills  0.80,7.50 7.00 8.00 7.50,7.50 7.75 7.00 7.25,,7.50,7.50 - -,7.50
Transition / Linking Footwork  0.80,7.00 6.75 5.75 7.25,7.50 7.25 6.50 6.75,,7.00,7.00 - -,6.90
Performance / Execution  0.80,7.25 7.00 6.00 7.50,7.75 7.50 6.75 7.00,,7.50,7.25 - -,7.20
Choreography / Composition  0.80,7.25 7.00 6.75 7.75,7.50 7.50 7.00 7.25,,7.50,7.00 - -,7.25
Interpretation  0.80,7.00 7.00 6.75 7.75,7.75 7.50 7.00 6.75,,7.50,7.25 - -,7.20
Judges Total Program Component Score (factored),,,,,,28.84
Deductions:,,,,,,0.00
"",,Total Total,,,Total,Total
"",NOC,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,Score Score,,,Score (factored),
"",,= +,,,+,-
6 Valerie MARCOUX / Craig BUNTIN,CAN,52.98  27.94,,,26.04,1.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3T  4.00 -1.00,-1 -1 -1 0,-1 -1 -1 -1,,-1,-1 - -,3.00
2 2FTw4  4.50  0.30,0 0 1 1,0 0 0 1,,1,0 - -,4.80
3 SpSq4  3.40  0.00,0 -1 0 0,0 0 0 0,,0,0 - -,3.40
4 FCCoSp2  2.50 -0.48,-1 -2 -2 -2,-2 -2 -1 -2,,-1,-1 - -,2.02
5 PCoSp4  4.50 -0.30,0 0 0 -2,-2 -1 -1 -1,,-1,-1 - -,4.20
6 4Li4  4.00  0.24,0 0 1 1,0 0 0 1,,1,1 - -,4.24
7 3LoTh  5.00 -2.00,-3 -3 -3 -3,-3 -3 -3 -3,,-3,-3 - -,3.00
8 BoDs1  3.00  0.28,0 0 0 1,0 1 0 0,,1,0 - -,3.28
30.90,,,,,,27.94
Program Components Factor,,,,,,
Skating Skills  0.80,6.50 6.25 6.75 6.50,6.25 6.75 6.25 7.00,,6.75,6.50 - -,6.65
Transition / Linking Footwork  0.80,6.25 6.00 6.00 6.25,6.00 6.50 5.75 6.50,,7.00,6.25 - -,6.30
Performance / Execution  0.80,6.25 6.50 6.00 6.25,6.25 6.50 6.00 6.75,,6.75,6.25 - -,6.35
Choreography / Composition  0.80,6.25 6.25 6.75 6.50,6.25 6.75 6.00 7.00,,7.00,6.50 - -,6.70
Interpretation  0.80,6.50 6.25 6.75 6.50,6.25 6.50 6.25 6.75,,7.00,6.25 - -,6.55
Judges Total Program Component Score (factored),,,,,,26.04
Deductions: Falls:,-1.00,,,,,-1.00
Printed: 15/12/2006 22:17:30,,,,,,
