MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,,
3 FSSp4  3.00,0.00 0 -1 0 -1,,1 0 0 0,,0,0 - -,3.00
4 3Lz  6.00,-0.60 -1 0 -1 0,,-1 0 -1 -1,,-1,0 - -,5.40
5 CiSt3  3.10,0.00 0 0 0 0,,0 0 0 1,,0,-1 - -,3.10
6 CSSp4  3.00,-0.12 0 -2 0 -2,,-1 0 0 -1,,-1,0 - -,2.88
7 SlSt3  3.10,0.10 0 0 1 0,,0 0 0 1,,0,0 - -,3.20
8 CCoSp4  3.50,0.10 -1 -1 0 -1,,1 0 0 0,,-1,1 - -,3.60
38.70,,,,,,,38.38
Program Components,Factor,,,,,,
Skating Skills,1.00 6.25 6.50 6.75 6.25,,7.25 6.50 6.00 7.00,,7.50,6.75 - -,6.70
Transition / Linking Footwork,1.00 6.50 6.25 6.50 6.00,,7.00 6.00 6.25 6.50,,7.00,6.25 - -,6.35
Performance / Execution,1.00 6.25 6.25 6.75 6.75,,7.00 6.00 7.00 7.00,,6.75,6.50 - -,6.70
Choreography / Composition,1.00 6.50 6.25 6.50 6.25,,7.25 6.50 7.00 6.75,,7.75,6.50 - -,6.65
Interpretation,1.00 6.50 6.50 6.75 6.75,,7.25 6.25 7.25 7.00,,7.50,6.75 - -,6.85
Judges Total Program Component Score (factored),,,,,,,33.25
Deductions:,,,,,,,0.00
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",,,Total Total,,Total,Total
"",NOC,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,,Score Score,,Score (factored),
"",,,= +,,+,-
4 Nobunari ODA,JPN,,69.15  33.80,,36.35,1.00
"# Executed Base",GOE,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 3A  7.50,-3.00 -3 -3 -3 -3,,-3 -3 -3 -3,,-3 -3 - -,4.50
2 3Lz+3T  10.00,1.20 2 1 2 1,,2 1 1 1,,1 1 - -,11.20
3 FSSp4  3.00,0.50 1 1 1 0,,2 1 1 1,,2 1 - -,3.50
4 CSSp4  3.00,0.70 1 1 2 0,,1 0 2 2,,2 1 - -,3.70
5 CiSt3  3.10,0.20 0 0 0 0,,0 1 1 1,,1 0 - -,3.30
6 1F  0.50,-0.30 -3 -3 -3 -3,,-3 -3 -3 -3,,-3 -3 - -,0.20
7 SlSt3  3.10,0.00 0 0 0 1,,0 0 1 0,,0 0 - -,3.10
8 CCoSp4  3.50,0.80 2 1 2 1,,2 1 2 2,,1 1 - -,4.30
33.70,,,,,,33.80
Program Components,Factor,,,,,
Skating Skills,1.00 7.75 7.25 7.50 6.75,,8.00 7.25 7.50 7.50,,7.75 7.00 - -,7.40
Transition / Linking Footwork,1.00 7.50 7.00 7.00 6.25,,7.50 7.00 7.50 7.00,,7.25 6.50 - -,7.10
Performance / Execution,1.00 7.50 7.00 7.00 6.75,,7.50 7.25 7.25 7.00,,7.75 6.75 - -,7.10
Choreography / Composition,1.00 7.50 6.75 7.25 6.50,,7.75 7.50 7.75 7.50,,7.75 6.75 - -,7.35
Interpretation,1.00 7.50 7.25 7.25 6.75,,8.00 7.25 7.75 7.50,,7.75 6.50 - -,7.40
Judges Total Program Component Score (factored),,,,,,36.35
Deductions:,Falls: -1.00,,,,,-1.00
"",,,Total Total,,Total,Total
"",NOC,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,,Score Score,,Score (factored),
"",,,= +,,+,-
5 Johnny WEIR,USA,,67.60  33.90,,34.70,1.00
"# Executed Base",GOE,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 3A  7.50,1.00 1 1 1 1,,1 1 1 1,,1 1 - -,8.50
2 3Lz+3T  10.00,0.00 1 0 0 0,,0 0 1 -1,,1 0 - -,10.00
3 CSSp4  3.00,0.20 0 1 0 1,,0 1 0 0,,0 1 - -,3.20
4 CiSt2  2.30,0.00 0 0 0 0,,0 0 0 0,,0 0 - -,2.30
5 2F  1.70,-1.00 -3 -2 -3 -3,,-3 -3 -3 -3,,-3 -3 - -,0.70
6 CCoSp4  3.50,0.10 0 1 1 1,,-1 0 0 0,,0 0 - -,3.60
7 SlSt2  2.30,0.10 0 0 1 0,,0 0 0 1,,1 0 - -,2.40
8 FSSp4  3.00,0.20 0 0 0 0,,1 1 0 0,,1 1 - -,3.20
33.30,,,,,,33.90
Program Components,Factor,,,,,
Skating Skills,1.00 7.25 7.00 7.50 7.25,,6.75 7.25 7.00 7.25,,7.75 7.00 - -,7.10
Transition / Linking Footwork,1.00 7.00 6.75 7.00 6.25,,6.00 7.00 6.75 6.25,,7.00 6.75 - -,6.70
Performance / Execution,1.00 7.25 7.00 7.25 7.00,,6.25 7.00 6.75 6.75,,7.75 7.00 - -,6.90
Choreography / Composition,1.00 7.25 7.00 7.25 6.75,,6.25 7.25 7.00 7.00,,7.75 7.00 - -,7.05
Interpretation,1.00 7.00 7.00 7.50 7.00,,6.75 7.00 7.00 7.00,,7.50 6.75 - -,6.95
Judges Total Program Component Score (factored),,,,,,34.70
Deductions:,Falls: -1.00,,,,,-1.00
Printed: 15/12/2006 19:40:25,,,,,,
