ISU GP Skate America,,,,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,,
3 Keauna McLAUGHLIN / Rockne BRUBAKER,USA,57.02  30.54,,,27.48,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 PCoSp3  4.00  0.60,1 1 1 2,1 2 1 3,,1,2 - -,4.60,
2 3Li4  4.00  0.60,1 1 1 2,1 1 1 In2fo,,1,1 - -,4.60,Info
3 3S  4.50 -1.00,-1 -1 -1 -1,-1 -1 -1 -1,,-1,-2 - -,3.50,
4 3FTw1  5.00 -0.56,0 0 0 -2,-2 -2 0 -2,,-1,-1 - -,4.44,
5 SpSq3  3.10  0.30,0 1 0 1,0 1 1 2,,1,0 - -,3.40,
6 CCoSp4  3.50  0.50,1 1 1 1,0 1 1 2,,1,1 - -,4.00,
7 3LoTh  5.00 -2.00,-3 -3 -3 -3,-3 -3 -3 -3,,-3,-3 - -,3.00,
8 FiDs2  3.00  0.00,0 0 0 0,0 1 0 -1,,0,-1 - -,3.00,
32.10,,,,,,30.54,
Program Components Factor,,,,,,,
Skating Skills  0.80,7.00 7.25 6.50 7.25,6.50 6.75 7.25 7.50,,6.25,6.50 - -,7.05,
Transition / Linking Footwork  0.80,6.75 6.75 6.25 6.75,6.50 6.50 6.25 6.75,,6.00,6.25 - -,6.60,
Performance / Execution  0.80,6.75 7.00 6.25 6.75,6.75 6.75 7.25 5.75,,5.75,6.75 - -,6.70,
Choreography / Composition  0.80,7.00 7.50 6.50 7.25,6.75 6.75 7.00 7.50,,6.00,6.50 - -,7.10,
Interpretation  0.80,7.00 7.50 6.50 7.25,7.00 6.75 6.75 6.50,,6.25,6.75 - -,6.90,
Judges Total Program Component Score (factored),,,,,,27.48,
Deductions: Falls:,-1.00,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge",<  Downgraded jump,,,,,,
"",,Total Total,,,Total,Total,
"",NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code,Score Score,,,Score (factored),,
"",,= +,,,+,-,
4 Meagan DUHAMEL / Craig BUNTIN,CAN,54.26  31.06,,,23.20,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 2FTw3  4.00  0.50,1 1 1 1,0 1 1 1,,1,1 - -,4.50,
2 3T  4.00 -1.00,-1 -1 -1 -1,-1 -1 0 -1,,0,-1 - -,3.00,
3 3Li4  4.00  0.30,0 0 1 1,1 1 1 -1,,0,0 - -,4.30,
4 FCCoSp2  2.50 -0.54,-2 -2 -2 -2,-1 -2 -1 -2,,-1,-2 - -,1.96,
5 PCoSp4  4.50  0.30,0 0 0 1,1 0 1 2,,0,0 - -,4.80,
6 SpSq3  3.10  0.00,0 0 1 0,0 0 0 -1,,0,0 - -,3.10,
7 3LzTh  5.50  0.56,1 1 0 1,1 1 2 0,,0,1 - -,6.06,
8 FiDs3  3.20  0.14,0 0 0 1,0 1 1 -1,,0,0 - -,3.34,
30.80,,,,,,31.06,
Program Components Factor,,,,,,,
Skating Skills  0.80,5.75 5.00 6.50 6.25,6.25 6.50 6.25 5.00,,4.50,6.50 - -,5.90,
Transition / Linking Footwork  0.80,5.50 4.25 6.00 5.75,5.75 6.25 5.25 3.75,,4.25,6.00 - -,5.30,
Performance / Execution  0.80,5.75 4.75 6.25 6.50,6.00 6.50 6.50 5.75,,4.00,6.25 - -,6.05,
Choreography / Composition  0.80,5.75 4.50 6.50 6.00,6.25 6.50 6.00 5.25,,4.25,6.25 - -,5.85,
Interpretation  0.80,5.75 4.75 6.75 6.25,6.00 6.50 6.25 5.25,,4.75,6.50 - -,5.90,
Judges Total Program Component Score (factored),,,,,,23.20,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge",<  Downgraded jump,,,,,,
ISU GP Skate America,,,,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,,Total,Total,
"",NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code,Score Score,,,Score (factored),,
"",,= +,,,+,-,
5 Rena INOUE / John BALDWIN,USA,50.00  26.96,,,24.04,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 2T  1.30 -0.60,-2 -2 -2 -3,0 0 -2 -2,,0,-2 - -,0.70,
2 3ATh  7.50 -3.00,-3 -3 -3 -3,-2 -3 -3 In-f3o,,-3,-3 - -,4.50,Info
3 2LzTw2  3.50  0.00,0 0 0 0,0 0 0 1,,0,0 - -,3.50,
4 FCCoSp3  3.00  0.50,1 1 1 1,1 2 1 2,,1,1 - -,3.50,
5 PCoSp3  4.00  0.00,0 0 0 0,0 0 -1 1,,0,-1 - -,4.00,
6 3Li4  4.00  0.20,0 0 1 0,0 1 1 1,,0,0 - -,4.20,
7 SpSq3  3.10  0.10,1 0 0 0,0 0 0 1,,0,0 - -,3.20,
8 FiDs1  2.80  0.56,0 1 1 0,1 1 1 2,,1,1 - -,3.36,
29.20,,,,,,26.96,
Program Components Factor,,,,,,,
Skating Skills  0.80,6.25 6.00 6.00 6.25,5.75 6.50 6.00 6.50,,4.75,6.00 - -,6.10,
Transition / Linking Footwork  0.80,6.00 5.50 5.75 6.00,6.00 6.50 4.00 5.75,,4.50,5.75 - -,5.80,
Performance / Execution  0.80,6.00 5.25 5.75 6.25,5.75 6.75 6.25 7.25,,5.50,6.25 - -,6.00,
Choreography / Composition  0.80,6.25 5.50 6.00 6.50,6.00 6.50 5.00 6.50,,5.25,6.00 - -,6.05,
Interpretation  0.80,6.25 5.75 6.25 6.25,6.00 6.50 5.25 6.50,,5.00,6.25 - -,6.10,
Judges Total Program Component Score (factored),,,,,,24.04,
Deductions: Falls:,-1.00,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge",<  Downgraded jump,,,,,,
"",,Total Total,,,Total,Total,
"",NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code,Score Score,,,Score (factored),,
"",,= +,,,+,-,
6 Caitlin YANKOWSKAS / John COUGHLIN,USA,48.40  29.16,,,20.24,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3LzTw1  5.00 -0.14,0 1 0 -3,-1 -2 -1 1,,-1,-2 - -,4.86,
2 3S  4.50 -3.00,-3 -3 -3 -3,-2 -3 -3 -3,,-3,-3 - -,1.50,
3 3STh  4.50  0.28,0 1 0 0,0 0 1 1,,1,0 - -,4.78,
4 3Li4  4.00  0.30,1 1 1 0,0 1 1 0,,1,0 - -,4.30,
5 SpSq3  3.10 -0.14,0 0 0 0,0 0 -1 -1,,0,-1 - -,2.96,
6 FCCoSp4  3.50 -0.24,0 -1 -1 -2,-1 -1 0 -1,,0,-1 - -,3.26,
7 FiDs2  3.00  0.00,0 0 0 1,0 0 0 -1,,0,0 - -,3.00,
8 PCoSp4  4.50  0.00,0 0 -1 0,0 0 0 1,,0,0 - -,4.50,
32.10,,,,,,29.16,
Program Components Factor,,,,,,,
Skating Skills  0.80,5.25 5.25 5.25 4.75,5.00 5.00 5.50 5.25,,4.50,5.50 - -,5.20,
Transition / Linking Footwork  0.80,5.00 4.75 4.75 5.00,4.75 5.00 4.50 4.75,,4.25,5.00 - -,4.80,
Performance / Execution  0.80,5.25 5.25 5.00 4.75,5.00 5.25 6.00 4.75,,4.75,5.25 - -,5.05,
Choreography / Composition  0.80,5.00 5.25 5.25 5.50,5.00 5.00 5.25 5.75,,4.25,5.00 - -,5.25,
Interpretation  0.80,5.25 5.25 5.00 5.25,4.50 5.25 5.00 4.50,,5.00,5.25 - -,5.00,
Judges Total Program Component Score (factored),,,,,,20.24,
Deductions: Falls:,-1.00,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge",<  Downgraded jump,,,,,,
ISU GP Skate America,,,,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,,Total,Total,
"",NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code,Score Score,,,Score (factored),,
"",,= +,,,+,-,
7 Yue ZHANG / Lei WANG,CHN,44.60  25.36,,,20.24,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 2LzTw1  3.00  0.30,1 1 1 1,0 1 0 0,,1,1 - -,3.30,
2 3T  4.00 -3.00,-3 -3 -3 -3,-3 -3 -3 In-f2o,,-3,-3 - -,1.00,Info
3 3LoTh  5.00  0.14,0 1 0 0,0 0 -1 1,,1,0 - -,5.14,
4 3Li3  3.50  0.20,0 1 0 0,0 0 1 1,,0,0 - -,3.70,
5 FCCoSp2  2.50  0.00,0 0 0 0,0 0 0 -1,,-1,1 - -,2.50,
6 SpSq2  2.30  0.00,0 0 0 0,0 0 0 1,,0,0 - -,2.30,
7 FiDs2  3.00  0.42,1 0 1 0,0 0 1 1,,0,0 - -,3.42,
8 PCoSp3  4.00  0.00,0 1 0 0,0 1 -1 0,,0,0 - -,4.00,
27.30,,,,,,25.36,
Program Components Factor,,,,,,,
Skating Skills  0.80,6.00 5.50 5.25 5.25,5.00 5.25 5.25 6.00,,4.75,5.75 - -,5.45,
Transition / Linking Footwork  0.80,5.50 5.00 4.75 5.00,4.75 5.00 3.50 5.00,,4.50,5.50 - -,4.90,
Performance / Execution  0.80,5.75 5.25 5.00 5.00,4.75 5.25 5.00 4.00,,4.75,6.00 - -,5.00,
Choreography / Composition  0.80,5.50 5.50 5.00 5.25,4.75 5.25 4.50 5.00,,5.00,5.50 - -,5.10,
Interpretation  0.80,5.75 5.50 4.75 4.75,4.50 5.25 3.75 4.75,,4.50,6.00 - -,4.85,
Judges Total Program Component Score (factored),,,,,,20.24,
Deductions: Falls:,-1.00,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge",<  Downgraded jump,,,,,,
"",,Total Total,,,Total,Total,
"",NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code,Score Score,,,Score (factored),,
"",,= +,,,+,-,
8 Adeline CANAC / Maximin COIA,FRA,44.00  25.16,,,19.84,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 2LzTw2  3.50  0.00,0 1 0 0,0 0 0 0,,1,0 - -,3.50,
2 2S  1.30 -0.76,-3 -2 -2 -3,-1 -1 -2 -3,,-1,-2 - -,0.54,
3 3Li4  4.00  0.10,0 0 1 0,1 0 0 -1,,0,0 - -,4.10,
4 3LoTh  5.00 -1.52,-2 -2 -2 -3,-2 -3 -2 -3,,-3,-2 - -,3.48,
5 FCCoSp4  3.50 -0.42,-2 -1 -2 -1,-1 -1 -1 -2,,-1,-2 - -,3.08,
6 SpSq4  3.40  0.06,0 -1 0 0,1 1 1 -1,,0,0 - -,3.46,
7 FiDs1  2.80  0.00,0 0 0 1,0 0 0 -1,,-1,-1 - -,2.80,
8 PCoSp3  4.00  0.20,0 1 1 0,1 0 0 0,,0,-1 - -,4.20,
27.50,,,,,,25.16,
Program Components Factor,,,,,,,
Skating Skills  0.80,4.75 5.50 5.25 4.75,4.75 5.00 5.50 4.25,,4.25,5.25 - -,5.00,
Transition / Linking Footwork  0.80,4.50 5.00 5.00 5.00,5.00 5.00 5.00 3.00,,4.00,4.75 - -,4.90,
Performance / Execution  0.80,4.25 5.25 5.00 5.25,5.00 5.25 5.75 3.75,,4.50,5.00 - -,4.95,
Choreography / Composition  0.80,4.50 5.00 5.25 5.25,5.00 5.00 5.25 4.75,,4.50,4.75 - -,5.05,
Interpretation  0.80,4.50 5.25 5.25 4.75,5.00 5.25 5.00 3.75,,4.75,5.00 - -,4.90,
Judges Total Program Component Score (factored),,,,,,19.84,
Deductions: Time violation:,-1.00,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge",<  Downgraded jump,,,,,,
Printed: 24.10.2008 20:40:34,,,,,,,
