ISU GP Skate America,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Performance / Execution  2.00 7.75 7.50 7.75,7.50,8.00 7.50 7.25 7.00,7.25 - - -,,7.45,
Choreography / Composition  2.00 8.00 7.50 8.00,7.50,8.25 7.50 7.00 7.75,7.50 - - -,,7.65,
Interpretation  2.00 7.75 7.75 8.00,7.50,8.00 7.50 7.00 7.50,7.25 - - -,,7.55,
Judges Total Program Component Score (factored),,,,,74.90,
Deductions:,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
ISU GP Skate America,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,Total,,Total,
NOC,,Segment Element,Program  Component,,Deductions,
Rank Name,,,,,,
Code,,Score Score,Score (factored),,,
"",,= +,+,,-,
3 Evan LYSACEK USA,,141.91  66.61,76.30,,1.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 4T< <  4.00 -3.00 -3 -3 -3,-3,-3 -3 -3 -3,-3 - - -,,1.00,
2 3A  8.20  0.60 1 0 0,1,0 In1fo 1 1,0 - - -,,8.80,Info
3 3S  4.50  0.00 1 0 0,0,0 0 0 0,-1 - - -,,4.50,
4 CiSt2  2.30  0.30 1 0 1,1,1 1 0 1,0 - - -,,2.60,
5 FSSp3  2.60  0.50 1 1 1,2,1 1 2 1,1 - - -,,3.10,
6 3A<+2T+2Lo <  6.93 x -1.12 -2 -1 -2,1,-1 -1 -2 -1,-2 - - -,,5.81,
7 3Lo  5.50 x  0.40 1 0 1,1,0 1 0 1,0 - - -,,5.90,
8 3F+3T !  10.45 x  0.00 0 0 0,1,1 -1 0 1,-1 - - -,,10.45,
9 3Lz  6.60 x  0.80 1 0 1,1,1 1 1 1,0 - - -,,7.40,
10 3F  6.05 x  0.60 1 0 1,1,0 1 1 1,0 - - -,,6.65,
11 FCSSp4  3.00  0.20 1 0 1,1,0 0 0 1,1 - - -,,3.20,
12 SlSt2  2.30  0.80 1 1 2,1,2 2 1 2,2 - - -,,3.10,
13 CCoSp4  3.50  0.60 1 1 2,1,1 2 1 2,1 - - -,,4.10,
65.93,,,,,66.61,
Program Components Factor,,,,,,
Skating Skills  2.00 7.75 7.75 8.25,7.75,7.50 7.75 7.50 7.75,7.75 - - -,,7.70,
Transition / Linking Footwork  2.00 7.50 7.50 7.75,7.50,7.25 7.50 7.00 7.50,7.00 - - -,,7.35,
Performance / Execution  2.00 7.75 7.75 8.25,7.75,7.75 8.00 7.50 8.25,7.50 - - -,,7.75,
Choreography / Composition  2.00 7.50 7.75 8.00,8.00,8.00 7.75 7.00 7.75,7.00 - - -,,7.55,
Interpretation  2.00 8.00 8.00 8.25,8.00,8.00 8.00 7.00 7.50,7.50 - - -,,7.80,
Judges Total Program Component Score (factored),,,,,76.30,
Deductions: Falls: -1.00,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",,Total Total,Total,,Total,
NOC,,Segment Element,Program  Component,,Deductions,
Rank Name,,,,,,
Code,,Score Score,Score (factored),,,
"",,= +,+,,-,
4 Kevin REYNOLDS CAN,,137.71  73.51,64.20,,0.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 4S  10.30  1.00 1 1 1,1,1 1 1 1,1 - - -,,11.30,
2 4T  9.80 -1.60 -1 -1 -1,-1,-1 -1 -1 -1,-1 - - -,,8.20,
3 3A< <  3.50 -1.12 -1 -1 -1,-1,-1 -1 -2 -2,-2 - - -,,2.38,
4 FUSp3  2.40  0.00 0 0 0,0,1 0 0 0,0 - - -,,2.40,
5 CiSt2  2.30  0.10 0 0 0,0,0 1 0 1,0 - - -,,2.40,
6 3Lo  5.00  0.40 1 0 0,0,1 1 0 0,0 - - -,,5.40,
7 CUSp2  2.00  0.00 0 0 0,0,0 0 0 -1,0 - - -,,2.00,
8 3A+SEQ  7.22 x -2.52 -1 -2 -1,-2,-2 -1 -3 -2,-2 - - -,,4.70,
9 3F+3T+2T  11.88 x  0.00 0 0 0,0,1 0 0 0,0 - - -,,11.88,
10 3Lz+3T  11.00 x  0.20 1 0 0,0,0 1 0 -1,0 - - -,,11.20,
11 3S  4.95 x  0.00 0 0 0,0,0 1 0 0,0 - - -,,4.95,
12 SlSt3  3.30  0.40 1 1 1,0,1 0 0 1,1 - - -,,3.70,
13 CCoSp2  2.50  0.50 1 1 1,1,1 1 1 1,0 - - -,,3.00,
76.15,,,,,73.51,
Program Components Factor,,,,,,
Skating Skills  2.00 6.25 6.75 6.50,6.25,6.50 6.50 6.50 6.75,6.50 - - -,,6.55,
Transition / Linking Footwork  2.00 5.75 6.25 6.25,6.00,6.25 6.50 6.25 6.00,6.00 - - -,,6.15,
Performance / Execution  2.00 6.50 6.50 6.50,6.00,6.75 6.50 6.00 6.50,6.50 - - -,,6.50,
Choreography / Composition  2.00 6.75 6.75 6.25,6.00,7.00 6.50 6.25 6.50,6.00 - - -,,6.55,
Interpretation  2.00 6.25 6.75 6.25,6.25,7.00 6.25 6.50 6.00,5.75 - - -,,6.35,
Judges Total Program Component Score (factored),,,,,64.20,
Deductions:,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
ISU GP Skate America,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
5 Shawn SAWYER CAN,,135.84  69.14,,66.70,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3F+3T  9.50  1.20 2 1 1,1,1 1 1 1,2,- - -,,10.70,
2 3A< <  3.50 -2.14 -2 -2 -2,-2,-2 In-3fo -3 -3,-3,- - -,,1.36,Info
3 3Lz  6.00 -1.00 0 -1 -1,-1,-1 -1 -1 -2,-1,- - -,,5.00,
4 FCSp4  3.20  0.40 1 0 1,1,1 1 0 1,1,- - -,,3.60,
5 CiSt2  2.30  0.20 1 0 0,0,1 0 0 0,1,- - -,,2.50,
6 3Lo  5.00  1.00 1 0 1,1,1 1 1 1,2,- - -,,6.00,
7 2A+3T  8.25 x  0.80 1 0 0,1,1 1 1 1,0,- - -,,9.05,
8 3F  6.05 x  0.40 1 0 0,1,0 1 0 -1,1,- - -,,6.45,
9 2A  3.85 x  0.00 0 0 0,1,0 0 0 0,1,- - -,,3.85,
10 SlSt3  3.30  0.40 2 1 1,1,0 1 0 1,1,- - -,,3.70,
11 3S+2T+2Lo  8.03 x  1.20 1 1 1,1,2 1 1 1,2,- - -,,9.23,
12 CCSp4  3.20  0.40 1 0 1,1,1 1 1 1,0,- - -,,3.60,
13 CCoSp4  3.50  0.60 2 1 1,1,1 1 1 2,1,- - -,,4.10,
65.68,,,,,,69.14,
Program Components Factor,,,,,,,
Skating Skills  2.00 7.00 6.50 6.75,6.50,6.75 6.50 6.50 6.50,6.75,- - -,,6.60,
Transition / Linking Footwork  2.00 6.75 6.00 6.50,6.50,6.50 7.25 6.50 6.00,7.25,- - -,,6.60,
Performance / Execution  2.00 7.00 6.50 6.75,6.75,7.25 7.00 6.50 6.75,6.50,- - -,,6.75,
Choreography / Composition  2.00 7.00 6.50 6.50,7.00,7.00 6.75 6.25 6.25,6.50,- - -,,6.60,
Interpretation  2.00 7.00 6.50 6.75,6.75,7.00 7.25 6.25 6.50,7.00,- - -,,6.80,
Judges Total Program Component Score (factored),,,,,,66.70,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
6 Alexander USPENSKI RUS,,118.18  61.58,,57.60,,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3T  4.00  1.00 1 0 0,0,1 1 1 1,1,- - -,,5.00,
2 3A+3T  12.20  0.00 1 0 0,1,0 0 0 0,0,- - -,,12.20,
3 3A  8.20 -2.80 -2 -2 -2,-2,-2 -2 -3 -2,-2,- - -,,5.40,
4 CSSp4  3.00 -0.18 -1 0 0,0,0 0 -1 -1,-1,- - -,,2.82,
5 CiSt2  2.30  0.00 0 0 0,0,0 0 0 0,0,- - -,,2.30,
6 3F  6.05 x -0.20 0 0 0,0,-1 -1 0 0,0,- - -,,5.85,
7 3Lz  6.60 x -3.00 -3 -3 -3,-3,-3 -3 -3 -3,-3,- - -,,3.60,
8 3S  4.95 x  0.00 0 0 0,0,0 0 0 0,0,- - -,,4.95,
9 2A+2T  5.28 x  0.00 0 0 0,0,0 0 0 0,0,- - -,,5.28,
10 3Lo  5.50 x  0.00 0 0 0,0,0 1 0 0,0,- - -,,5.50,
11 CCoSp3  3.00 -0.12 -1 0 0,0,0 -1 -1 0,0,- - -,,2.88,
12 SlSt2  2.30  0.40 1 0 0,0,1 1 0 1,1,- - -,,2.70,
13 FSSp4  3.00  0.10 0 0 0,0,1 0 0 0,1,- - -,,3.10,
66.38,,,,,,61.58,
Program Components Factor,,,,,,,
Skating Skills  2.00 6.25 5.75 6.00,6.00,6.25 6.25 4.75 5.50,6.00,- - -,,5.95,
Transition / Linking Footwork  2.00 5.75 5.50 5.75,5.75,5.75 5.75 4.50 5.75,5.25,- - -,,5.60,
Performance / Execution  2.00 6.00 5.75 6.00,6.00,6.25 6.00 4.75 5.25,5.50,- - -,,5.70,
Choreography / Composition  2.00 5.75 6.00 5.75,6.25,6.50 6.25 5.00 6.00,5.25,- - -,,5.85,
Interpretation  2.00 5.50 6.25 6.00,6.25,6.00 6.00 4.75 5.25,5.75,- - -,,5.70,
Judges Total Program Component Score (factored),,,,,,57.60,
Deductions: Falls: -1.00,,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
ISU GP Skate America,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,Total,,Total,
NOC,,Segment Element,Program  Component,,Deductions,
Rank Name,,,,,,
Code,,Score Score,Score (factored),,,
"",,= +,+,,-,
7 Adam RIPPON USA,,115.22  55.72,60.50,,1.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 3A  8.20 -1.40 0 -1 -1,-1,-1 -1 -1 -1,-1 - - -,,6.80,
2 3A<+SEQ <  2.80 -2.50 -3 -3 -3,-3,-3 In-3fo -3 -3,-3 - - -,,0.30,Info
3 3Lo  5.00  0.80 1 0 0,1,1 1 0 1,1 - - -,,5.80,
4 CiSt2  2.30  0.20 0 1 0,0,1 0 0 1,0 - - -,,2.50,
5 CCSp3  2.80  0.30 0 1 1,0,1 0 0 1,1 - - -,,3.10,
6 3F+3T< <  7.48 x -2.00 -2 -2 -2,-2,-2 -2 -3 -1,-2 - - -,,5.48,
7 3Lz+2T+2Lo< <  8.58 x -1.00 -1 -1 -2,-1,-1 -1 -1 -1,-1 - - -,,7.58,
8 3Lz  6.60 x  0.20 1 0 0,0,1 0 0 0,0 - - -,,6.80,
9 3S  4.95 x  0.00 0 0 -1,0,0 0 -1 0,0 - - -,,4.95,
10 SlSt3  3.30  0.30 1 1 1,1,1 0 0 1,0 - - -,,3.60,
11 2A  3.85 x -1.44 -2 -2 -2,-1,-1 -2 -2 -2,-1 - - -,,2.41,
12 FCCoSp3  3.00  0.00 0 0 0,1,1 0 0 0,0 - - -,,3.00,
13 CCoSp3  3.00  0.40 1 1 1,1,0 1 1 1,0 - - -,,3.40,
61.86,,,,,55.72,
Program Components Factor,,,,,,
Skating Skills  2.00 6.00 6.25 6.25,6.25,6.75 6.50 6.00 5.75,6.25 - - -,,6.20,
Transition / Linking Footwork  2.00 5.50 6.25 6.00,6.25,6.25 5.50 5.25 5.75,5.75 - - -,,5.75,
Performance / Execution  2.00 5.75 6.50 6.00,6.50,6.75 6.50 6.00 6.00,6.00 - - -,,6.20,
Choreography / Composition  2.00 5.25 6.50 5.75,6.50,6.75 6.25 5.75 6.50,5.75 - - -,,6.15,
Interpretation  2.00 5.50 6.75 6.25,6.50,7.00 6.00 5.00 5.75,5.75 - - -,,5.95,
Judges Total Program Component Score (factored),,,,,60.50,
Deductions: Falls: -1.00,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",,Total Total,Total,,Total,
NOC,,Segment Element,Program  Component,,Deductions,
Rank Name,,,,,,
Code,,Score Score,Score (factored),,,
"",,= +,+,,-,
8 Igor MACYPURA SVK,,115.03  61.03,54.00,,0.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 3A+2T  9.50 -0.28 -1 0 0,1,0 0 0 -1,0 - - -,,9.22,
2 3A  8.20  1.00 1 1 1,0,1 1 1 1,1 - - -,,9.20,
3 3Lz  6.00  0.00 0 0 0,0,0 0 0 0,0 - - -,,6.00,
4 CiSt2  2.30  0.10 1 0 0,0,1 0 0 0,0 - - -,,2.40,
5 FSSp3  2.60  0.20 1 0 0,0,1 1 0 0,0 - - -,,2.80,
6 2Lo  1.65 x -0.06 -1 0 0,0,0 0 -1 0,0 - - -,,1.59,
7 3S+3T  9.35 x  0.40 1 0 0,0,1 0 0 1,0 - - -,,9.75,
8 3F  6.05 x -0.40 0 0 0,0,0 -1 0 -1,-1 - - -,,5.65,
9 2A  3.85 x  0.00 0 0 0,0,0 0 0 0,0 - - -,,3.85,
10 2A  3.85 x -0.48 0 -1 -1,0,0 -1 0 -1,-1 - - -,,3.37,
11 SlSt2  2.30  0.00 0 0 0,0,0 0 0 0,0 - - -,,2.30,
12 CCoSp3  3.00  0.00 0 0 0,0,0 0 0 0,0 - - -,,3.00,
13 CSSp1  1.90  0.00 0 0 0,0,0 0 0 0,0 - - -,,1.90,
60.55,,,,,61.03,
Program Components Factor,,,,,,
Skating Skills  2.00 5.50 5.50 6.00,6.25,6.50 6.25 5.25 5.25,5.75 - - -,,5.65,
Transition / Linking Footwork  2.00 5.00 5.00 5.50,5.75,6.00 5.75 5.00 5.00,5.50 - - -,,5.25,
Performance / Execution  2.00 5.25 5.50 6.00,6.25,6.50 6.00 5.00 4.50,5.50 - - -,,5.45,
Choreography / Composition  2.00 5.00 5.50 5.75,6.00,6.25 6.00 5.50 5.00,5.25 - - -,,5.45,
Interpretation  2.00 4.75 5.25 5.75,6.25,6.50 5.75 4.75 4.25,5.50 - - -,,5.20,
Judges Total Program Component Score (factored),,,,,54.00,
Deductions:,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
ISU GP Skate America,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
9 Adrian SCHULTHEISS SWE,,112.86  54.36,,58.50,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3T  4.00  0.20 0 0 0,0,1 0 0 1,0,- - -,,4.20,
2 3Lz+2T  7.30  0.00 0 0 0,0,0 In-1fo 0 0,0,- - -,,7.30,Info
3 3A  8.20  0.40 1 0 0,1,0 1 0 1,0,- - -,,8.60,
4 CSSp4  3.00  0.10 -1 0 1,0,1 0 0 1,0,- - -,,3.10,
5 2A  3.50 -0.80 -1 -1 -1,-1,-1 -1 -1 -1,-1,- - -,,2.70,
6 FUSp1  1.70 -0.84 -3 -2 -3,-2,-3 -2 -3 -3,-2,- - -,,0.86,
7 3Lo  5.00 -1.20 -2 -1 -1,-1,-1 -1 -1 -2,-1,- - -,,3.80,
8 3Lz  6.60 x  0.00 0 0 0,0,0 0 0 0,0,- - -,,6.60,
9 CCoSp1  2.00  0.00 -1 0 0,0,0 0 0 0,0,- - -,,2.00,
10 CiSt3  3.30  0.30 1 1 1,1,0 0 1 0,1,- - -,,3.60,
11 3F !  6.05 x -0.40 0 0 0,0,0 -1 0 -1,-1,- - -,,5.65,
12 3S  4.95 x -0.80 -1 0 0,-1,-1 0 -1 -1,-1,- - -,,4.15,
13 SlSt1  1.80  0.00 0 0 0,0,0 0 0 0,0,- - -,,1.80,
57.40,,,,,,54.36,
Program Components Factor,,,,,,,
Skating Skills  2.00 5.75 6.25 6.25,6.00,6.50 6.00 5.50 6.25,6.00,- - -,,6.05,
Transition / Linking Footwork  2.00 5.25 5.75 6.00,5.75,6.25 6.75 5.25 5.50,5.75,- - -,,5.70,
Performance / Execution  2.00 5.25 6.00 5.75,6.00,6.50 6.50 5.50 5.00,6.00,- - -,,5.85,
Choreography / Composition  2.00 5.75 6.25 6.00,6.00,6.25 6.50 5.75 5.75,6.00,- - -,,6.00,
Interpretation  2.00 5.50 6.00 6.00,6.25,6.25 6.75 5.25 5.00,5.25,- - -,,5.65,
Judges Total Program Component Score (factored),,,,,,58.50,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
10 Ian MARTINEZ CAN,,104.50  51.80,,52.70,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3A  8.20  0.00 -1 0 0,0,0 0 0 1,0,- - -,,8.20,
2 3Lz+3T  10.00 -2.00 -1 -2 -2,-2,-2 -2 -2 -2,-2,- - -,,8.00,
3 3F+2T  6.80  0.00 0 0 0,0,0 0 0 0,0,- - -,,6.80,
4 2Lo  1.50 -0.24 0 0 -1,-1,-1 -1 -1 -1,-1,- - -,,1.26,
5 FSSp3  2.60 -0.18 -1 0 0,-1,0 0 -1 -1,-2,- - -,,2.42,
6 CiSt2  2.30  0.20 0 0 0,0,0 1 0 1,1,- - -,,2.50,
7 3Lz  6.60 x  0.20 0 0 0,0,1 0 0 0,1,- - -,,6.80,
8 2F !  1.87 x -0.24 0 -1 0,-1,0 -1 -1 -1,-1,- - -,,1.63,
9 2A+2A+SEQ  6.16 x  0.00 0 0 0,0,0 0 0 0,0,- - -,,6.16,
10 SlSt2  2.30  0.00 0 0 0,1,0 0 0 1,0,- - -,,2.30,
11 CSSp3  2.60  0.00 0 0 0,0,0 0 0 0,-1,- - -,,2.60,
12 2S  1.43 x -0.30 -1 -1 0,-1,-1 -1 -1 -1,-2,- - -,,1.13,
13 CCoSp1  2.00  0.00 0 0 0,0,0 0 0 0,0,- - -,,2.00,
54.36,,,,,,51.80,
Program Components Factor,,,,,,,
Skating Skills  2.00 4.75 5.25 5.50,5.25,6.00 5.25 5.25 5.00,5.50,- - -,,5.25,
Transition / Linking Footwork  2.00 4.25 4.75 5.00,5.00,5.25 5.50 4.75 5.00,5.25,- - -,,5.00,
Performance / Execution  2.00 4.50 5.00 5.00,5.25,6.25 5.75 5.00 5.50,5.50,- - -,,5.35,
Choreography / Composition  2.00 4.25 5.25 5.25,5.25,6.25 5.50 5.00 5.25,5.75,- - -,,5.35,
Interpretation  2.00 4.50 5.00 5.25,5.50,6.25 6.00 5.25 5.50,5.25,- - -,,5.40,
Judges Total Program Component Score (factored),,,,,,52.70,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
Printed: 25.10.2008 22:51:44,,,,,,,
