ISU GP Skate America,,,,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,,,,
"# Executed Base",GOE,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 CiSt4  8.00,1.00 1 0 2 0,0 1 1 2,,1,- - -,9.00,
2 CuLi4  4.00,0.60 1 0 2 1,2 1 1 In1fo,,1,- - -,4.60,Info
3 SeLi4  6.40,0.80 2 1 2 1,2 1 2 1,,2,- - -,7.20,
4 CoSp4  4.70,0.70 2 1 2 1,1 1 1 2,,1,- - -,5.40,
5 STw4  4.70,0.60 1 1 2 1,1 1 1 1,,2,- - -,5.30,
6 MiSt3  6.20,0.60 1 0 0 0,1 0 0 1,,1,- - -,6.80,
7 SlLi4  4.00,0.60 2 1 1 0,2 1 1 1,,1,- - -,4.60,
8 RoLi4  4.00,0.50 1 1 2 1,1 1 2 1,,1,- - -,4.50,
42.00,,,,,,47.40,
Program Components,Factor,,,,,,
Skating Skills,1.25 6.25 7.25 7.00 6.75,6.75 6.75 6.75 7.25,,6.75,- - -,6.80,
Linking Footwork / Movement,1.75 7.00 7.00 7.25 6.50,6.50 6.75 6.50 6.75,,7.25,- - -,6.85,
Performance,1.00 6.75 7.00 7.25 7.00,6.75 7.00 6.75 7.25,,7.00,- - -,7.00,
Choreography,1.00 6.75 7.00 7.50 6.75,6.75 7.00 6.75 6.75,,7.25,- - -,6.90,
Interpretation / Timing,1.00 7.25 7.25 7.25 6.75,7.00 7.00 6.75 6.50,,7.25,- - -,7.05,
Judges Total Program Component Score (factored),,,,,,41.44,
Deductions:,,,,,,0.00,
"*  Invalid element",,,,,,,
"",,Total Total,,,Total,Total,
"",NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code,Score Score,,,Score (factored),,
"",,= +,,,+,-,
4 Sinead KERR / John KERR,GBR,88.09  43.90,,,44.19,0.00,
"# Executed Base",GOE,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 CoSp4  4.70,0.50 1 1 2 1,1 1 2 1,,1,- - -,5.20,
2 CuLi3  3.50,0.50 1 0 2 1,1 1 2 1,,1,- - -,4.00,
3 CiSt4  8.00,0.80 1 0 2 1,0 1 1 0,,1,- - -,8.80,
4 MiSt3  6.20,0.60 1 0 2 0,1 0 1 0,,1,- - -,6.80,
5 STw4  4.70,-0.60 -2 -2 0 -1,-1 -1 -1 -1,,-2,- - -,4.10,
6 RoLi1  2.50,0.60 1 1 2 1,2 1 2 1,,1,- - -,3.10,
7 SlLi4+CuLi4  6.40,0.90 1 1 2 2,2 2 2 1,,2,- - -,7.30,
8 SlLi4  4.00,0.60 1 1 2 1,2 1 1 1,,1,- - -,4.60,
40.00,,,,,,43.90,
Program Components,Factor,,,,,,
Skating Skills,1.25 6.75 7.00 7.50 7.25,7.50 7.25 7.25 7.50,,7.25,- - -,7.35,
Linking Footwork / Movement,1.75 7.25 7.00 7.50 7.00,7.25 7.50 7.25 7.00,,7.00,- - -,7.20,
Performance,1.00 7.50 6.75 7.75 7.25,7.50 7.50 7.50 6.75,,7.25,- - -,7.40,
Choreography,1.00 7.25 7.00 7.50 7.50,7.50 7.50 7.50 7.00,,7.50,- - -,7.45,
Interpretation / Timing,1.00 7.25 7.00 7.75 7.50,7.75 7.75 7.50 7.50,,7.25,- - -,7.55,
Judges Total Program Component Score (factored),,,,,,44.19,
Deductions:,,,,,,0.00,
"*  Invalid element",,,,,,,
ISU GP Skate America,,,,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,,Total,Total,
"",NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code,Score Score,,,Score (factored),,
"",,= +,,,+,-,
5 Pernelle CARRON / Mathieu JOST,FRA,81.92  42.60,,,39.32,0.00,
"# Executed Base",GOE,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 CuLi4  4.00,0.60 1 0 2 1,2 1 2 1,,0,- - -,4.60,
2 CoSp4  4.70,0.50 1 0 1 1,1 1 1 Info 1,,0,- - -,5.20,Info
3 CiSt3  7.20,0.20 1 1 1 0,0 0 2 0,,0,- - -,7.40,
4 RoLi4+SlLi3  6.00,0.60 1 1 2 1,2 1 2 0,,1,- - -,6.60,
5 RoLi4  4.00,0.50 1 0 1 1,0 1 1 1,,1,- - -,4.50,
6 STw3  4.00,-0.50 -1 -1 1 -1,-1 -1 -1 -1,,-1,- - -,3.50,
7 SlLi4  4.00,0.40 1 0 1 1,1 0 1 1,,0,- - -,4.40,
8 MiSt3  6.20,0.20 1 0 1 0,0 0 0 0,,0,- - -,6.40,
9 Li+TRANS  0.00,0.00 - - - -,- - - -,,-,- - -,0.00,
40.10,,,,,,42.60,
Program Components,Factor,,,,,,
Skating Skills,1.25 6.50 6.75 7.25 6.75,6.75 6.50 7.00 6.75,,6.50,- - -,6.65,
Linking Footwork / Movement,1.75 6.25 6.75 6.50 6.50,6.50 6.50 6.75 6.00,,6.00,- - -,6.35,
Performance,1.00 6.25 6.50 7.00 6.75,6.50 6.75 7.25 6.00,,6.50,- - -,6.55,
Choreography,1.00 6.50 6.75 7.25 7.00,6.50 6.50 7.00 6.25,,6.25,- - -,6.55,
Interpretation / Timing,1.00 6.50 6.75 7.25 7.00,6.75 7.00 7.00 6.75,,6.25,- - -,6.80,
Judges Total Program Component Score (factored),,,,,,39.32,
Deductions:,,,,,,0.00,
"*  Invalid element",,,,,,,
"",,Total Total,,,Total,Total,
"",NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code,Score Score,,,Score (factored),,
"",,= +,,,+,-,
6 Ekaterina RUBLEVA / Ivan SHEFER,RUS,80.25  43.20,,,37.05,0.00,
"# Executed Base",GOE,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 STw4  4.70,0.20 0 0 0 1,1 1 -1 0,,0,- - -,4.90,
2 DiSt4  7.00,0.80 1 0 1 0,1 0 1 1,,1,- - -,7.80,
3 SlLi4  4.00,0.50 1 1 0 1,2 1 1 1,,1,- - -,4.50,
4 CoSp4  4.70,0.30 0 0 1 0,1 1 1 0,,1,- - -,5.00,
5 RoLi4  4.00,0.50 1 1 2 1,1 1 1 1,,1,- - -,4.50,
6 CuLi2  3.00,0.10 0 0 0 1,1 0 0 0,,0,- - -,3.10,
7 CiSt3  7.20,0.60 0 0 1 0,1 0 0 1,,1,- - -,7.80,
8 SlLi3+CuLi3  5.60,0.00 0 0 0 0,0 0 0 -1,,0,- - -,5.60,
9 Li+TRANS  0.00,0.00 - - - -,- - - -,,-,- - -,0.00,
40.20,,,,,,43.20,
Program Components,Factor,,,,,,
Skating Skills,1.25 5.75 6.25 6.00 6.25,6.25 6.25 5.75 6.25,,6.00,- - -,6.15,
Linking Footwork / Movement,1.75 5.75 6.25 6.25 6.00,6.00 6.25 5.50 5.75,,5.75,- - -,5.95,
Performance,1.00 6.00 6.00 6.25 6.25,6.50 6.50 5.75 6.25,,5.75,- - -,6.25,
Choreography,1.00 6.00 6.25 6.75 6.50,6.25 6.50 5.75 6.25,,6.25,- - -,6.35,
Interpretation / Timing,1.00 5.75 6.25 6.25 6.50,6.50 6.50 5.75 6.75,,6.00,- - -,6.35,
Judges Total Program Component Score (factored),,,,,,37.05,
Deductions:,,,,,,0.00,
"*  Invalid element",,,,,,,
ISU GP Skate America,,,,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,,Total,Total,
"",NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code,Score Score,,,Score (factored),,
"",,= +,,,+,-,
7 Jane SUMMERSETT / Todd GILLES,USA,78.61  43.70,,,35.91,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 CoSp4  4.70  0.20,1 0 1 0,0 0 1 0,,1,- - -,4.90,
2 RoLi4  4.00  0.60,1 1 2 1,1 1 1 In1fo,,2,- - -,4.60,Info
3 CiSt3  7.20  0.20,0 0 1 0,0 0 1 0,,1,- - -,7.40,
4 SlLi4+RoLi4  6.40  0.70,2 1 2 1,2 1 1 1,,1,- - -,7.10,
5 MiSt3  6.20  0.00,0 0 1 0,0 0 0 0,,0,- - -,6.20,
6 STw4  4.70 -0.30,-1 0 1 -1,-1 -1 0 0,,0,- - -,4.40,
7 CuLi4  4.00  0.60,2 0 2 1,1 1 1 1,,1,- - -,4.60,
8 SlLi4  4.00  0.50,1 0 1 1,1 0 1 1,,1,- - -,4.50,
41.20,,,,,,43.70,
Program Components Factor,,,,,,,
Skating Skills  1.25,6.00 6.00 6.25 5.75,6.00 5.50 5.75 6.00,,6.25,- - -,6.00,
Linking Footwork / Movement  1.75,6.50 6.00 5.75 5.50,5.50 5.75 5.50 5.75,,6.00,- - -,5.75,
Performance  1.00,6.25 6.00 6.75 5.75,5.50 5.50 5.75 6.00,,6.25,- - -,5.95,
Choreography  1.00,6.25 6.25 7.00 6.00,5.75 5.75 5.50 5.75,,6.75,- - -,6.10,
Interpretation / Timing  1.00,6.50 6.25 7.25 6.00,6.00 5.75 5.75 6.50,,6.50,- - -,6.30,
Judges Total Program Component Score (factored),,,,,,35.91,
Deductions: Extended lifts:,-1.00,,,,,-1.00,
"*  Invalid element",,,,,,,
"",,Total Total,,,Total,Total,
"",NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code,Score Score,,,Score (factored),,
"",,= +,,,+,-,
8 Katherine COPELY / Deividas STAGNIUNAS,LTU,78.12  42.90,,,36.22,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 CuLi4  4.00  0.60,1 0 2 1,2 1 2 1,,1,- - -,4.60,
2 STw4  4.70  0.00,0 0 1 0,-1 0 0 0,,0,- - -,4.70,
3 CiSt2  6.40  0.00,0 -1 1 0,0 0 1 0,,0,- - -,6.40,
4 DiSt3  6.20  0.60,1 0 1 0,0 1 1 1,,0,- - -,6.80,
5 StaLi4  4.00  0.20,0 0 1 0,1 1 1 0,,0,- - -,4.20,
6 SlLi4  4.00  0.30,0 0 2 1,1 1 2 0,,0,- - -,4.30,
7 CoSp4  4.70  0.30,1 0 1 0,1 0 1 1,,0,- - -,5.00,
8 CuLi4+RoLi4  6.40  0.50,1 1 1 1,1 1 2 0,,1,- - -,6.90,
9 Li+TRANS  0.00  0.00,- - - -,- - - -,,-,- - -,0.00,
40.40,,,,,,42.90,
Program Components Factor,,,,,,,
Skating Skills  1.25,6.25 6.00 6.50 6.25,6.00 6.25 6.50 6.00,,5.75,- - -,6.15,
Linking Footwork / Movement  1.75,5.75 6.25 5.50 5.75,5.75 6.25 6.50 5.75,,5.00,- - -,5.70,
Performance  1.00,6.25 6.00 6.75 6.00,5.75 6.50 6.75 6.25,,5.25,- - -,6.15,
Choreography  1.00,6.00 6.25 6.75 6.25,6.00 6.50 6.75 6.00,,5.25,- - -,6.15,
Interpretation / Timing  1.00,5.75 6.25 6.75 6.50,6.00 6.50 6.50 6.50,,5.50,- - -,6.25,
Judges Total Program Component Score (factored),,,,,,36.22,
Deductions: Extended lifts:,-1.00,,,,,-1.00,
"*  Invalid element",,,,,,,
ISU GP Skate America,,,,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,,Total,Total,
"",NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code,Score Score,,,Score (factored),,
"",,=,+,,+,-,
9 Allie HANN-MCCURDY / Michael CORENO,CAN,71.77  40.40,,,31.37,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 STw3  4.00  0.30,1 0 0 0,1 0 1,1,1,- - -,4.30,
2 SlLi4  4.00  0.30,1 0 0 0,2 1 0,1,0,- - -,4.30,Info
3 DiSt3  6.20  0.00,0 0 -1 0,0 0 -1,0,0,- - -,6.20,
4 CuLi2  3.00  0.10,0 0 0 0,1 0 0,1,-1,- - -,3.10,
5 CuLi4+RoLi4  6.40  0.40,0 1 0 1,1 1 1,1,1,- - -,6.80,
6 CiSt3  7.20 -0.20,0 0 -1 -1,0 0 0,0,0,- - -,7.00,
7 RoLi4  4.00  0.00,0 0 0 0,1 0 -1,-1,0,- - -,4.00,
8 CoSp4  4.70  0.00,0 1 0 0,0 0 0,0,0,- - -,4.70,
9 Li+TRANS  0.00  0.00,- - - -,- - -,-,-,- - -,0.00,
39.50,,,,,,40.40,
Program Components Factor,,,,,,,
Skating Skills  1.25,5.25 5.25 5.25 5.50,5.50 5.00 5.25,5.75,5.25,- - -,5.35,
Linking Footwork / Movement  1.75,5.25 5.25 6.00 5.25,5.00 4.75 5.00,5.25,4.75,- - -,5.10,
Performance  1.00,5.50 5.25 5.25 5.50,5.50 5.00 5.00,5.25,5.00,- - -,5.30,
Choreography  1.00,5.00 5.50 5.25 5.75,5.25 5.00 5.00,5.50,5.00,- - -,5.20,
Interpretation / Timing  1.00,5.25 5.50 4.75 5.75,5.75 5.00 4.75,5.00,5.25,- - -,5.25,
Judges Total Program Component Score (factored),,,,,,31.37,
Deductions:,,,,,,0.00,
"*  Invalid element",,,,,,,
Printed: 26.10.2008 12:32:20,,,,,,,
