2006 HomeSense Skate Canada International,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Performance / Execution  1.60 6.75 6.25 6.25,7.25,6.50 6.75 6.00 6.50,,6.75,5.75 - -,6.45
Choreography / Composition  1.60 6.75 6.50 6.50,6.75,6.75 6.75 6.00 6.50,,6.75,6.75 - -,6.70
Interpretation  1.60 6.75 6.75 6.25,7.00,6.50 6.50 6.25 6.00,,6.50,6.25 - -,6.50
Judges Total Program Component Score (factored),,,,,,52.24
Deductions: Falls: -1.00,,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
2006 HomeSense Skate Canada International,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,= +,,,+,-
3 Valerie MARCOUX / Craig BUNTIN CAN,,108.05  55.13,,,53.92,1.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3T+2T+SEQ  4.24  0.80 1 1 1,1,1 1 0 1,,0,2 - -,5.04
2 2FTw4  4.50  0.40 0 1 0,1,1 1 0 1,,1,1 - -,4.90
3 SpSq4  3.40  0.60 0 0 1,0,0 1 1 1,,1,1 - -,4.00
4 2A  3.30 -2.10 -3 -3 -3,-3,-3 -3 -3 -3,,-3,-3 - -,1.20
5 PCoSp4  4.50  0.20 0 0 1,0,1 0 1 1,,1,0 - -,4.70
6 5ALi3  6.00  1.00 1 1 1,0,1 1 1 1,,1,1 - -,7.00
7 3LoTh  5.50 x -0.84 -2 -2 -2,-1,-1 -1 -1 -1,,-1,-1 - -,4.66
8 5SLi4  6.00  0.24 1 1 0,1,0 1 0 0,,1,1 - -,6.24
9 3STh  4.95 x -1.52 -2 -2 -2,-2,-3 -2 -2 -2,,-3,-2 - -,3.43
10 FCCoSp3  3.00 -0.30 -1 -1 -1,-1,-1 -1 -1 0,,-1,-1 - -,2.70
11 4Li4  4.00  0.24 1 1 1,1,1 1 1 1,,0,0 - -,4.24
12 SlSt3  3.10 -0.28 0 -1 0,-1,-1 0 0 0,,0,-1 - -,2.82
13 BoDs2  3.50  0.70 0 1 0,1,1 1 1 1,,1,1 - -,4.20
55.99,,,,,,55.13
Program Components Factor,,,,,,
Skating Skills  1.60 7.00 6.50 7.00,7.25,6.75 7.25 6.75 7.00,,6.75,7.25 - -,6.90
Transition / Linking Footwork  1.60 6.75 6.25 6.50,6.75,6.00 6.75 6.00 6.75,,6.50,6.50 - -,6.40
Performance / Execution  1.60 7.00 6.25 6.75,7.00,6.75 7.00 6.50 7.00,,6.75,6.75 - -,6.75
Choreography / Composition  1.60 7.00 6.75 7.00,7.00,6.50 7.25 6.75 7.00,,6.75,7.50 - -,6.90
Interpretation  1.60 7.00 6.50 6.75,7.25,6.50 7.00 6.75 6.50,,6.75,6.75 - -,6.75
Judges Total Program Component Score (factored),,,,,,53.92
Deductions: Falls: -1.00,,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,= +,,,+,-
4 Elizabeth PUTNAM / Sean WIRTZ CAN,,104.89  54.25,,,50.64,0.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3LzTw1  4.50 -1.26 -2 -1 -2,-1,-2 -2 -1 -1,,-2,-2 - -,3.24
2 5ALi4  6.50  0.80 1 0 0,1,1 1 0 1,,1,1 - -,7.30
3 3S+2F+SEQ  4.96  0.60 -1 1 0,0,1 0 1 1,,1,0 - -,5.56
4 FCCoSp4  3.50 -0.18 -1 -1 -1,-1,-1 0 -1 0,,0,0 - -,3.32
5 2A  3.30 -0.70 -1 -1 0,-1,-1 -1 -1 -1,,-1,-1 - -,2.60
6 3LoTh  5.50 x  0.00 0 0 -1,-1,0 0 0 0,,-1,0 - -,5.50
7 3STh  4.95 x  0.70 0 1 1,1,1 1 1 2,,1,1 - -,5.65
8 5SLi3  5.50  0.12 1 0 0,1,1 0 0 0,,-1,1 - -,5.62
9 SlSt3  3.10  0.30 0 0 0,1,1 1 1 1,,0,1 - -,3.40
10 BoDs1  3.00  0.00 -1 0 0,0,0 0 0 1,,0,0 - -,3.00
11 PCoSp4  4.50  0.00 -1 0 0,0,0 0 0 1,,0,0 - -,4.50
12 SpSq1  1.80  0.20 0 1 0,1,1 0 0 1,,1,0 - -,2.00
13 3Li1  2.50  0.06 0 0 0,0,0 0 1 1,,1,0 - -,2.56
53.61,,,,,,54.25
Program Components Factor,,,,,,
Skating Skills  1.60 6.50 6.25 6.00,6.00,6.50 6.50 6.25 6.50,,6.00,6.75 - -,6.40
Transition / Linking Footwork  1.60 6.25 6.00 5.50,5.50,5.75 6.25 5.75 6.00,,5.75,6.25 - -,6.00
Performance / Execution  1.60 6.00 6.25 5.75,5.75,6.75 6.50 6.50 6.75,,6.00,6.75 - -,6.40
Choreography / Composition  1.60 6.25 6.50 6.00,5.50,6.75 6.75 6.00 7.00,,6.00,6.75 - -,6.45
Interpretation  1.60 6.50 6.25 5.50,5.75,6.50 6.50 6.25 6.75,,5.75,6.75 - -,6.40
Judges Total Program Component Score (factored),,,,,,50.64
Deductions:,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
2006 HomeSense Skate Canada International,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,= +,,,+,-
5 Tiffany VISE / Derek TRENT USA,,100.96  55.48,,,46.48,1.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 2LzTw3  4.00  0.40 1 0 0,1,1 1 1 1,,1,0 - -,4.40
2 2T  1.30  0.00 0 0 0,0,0 0 0 0,,0,0 - -,1.30
3 2Lz+2T+SEQ  2.56  0.00 0 0 0,1,0 0 -1 0,,0,0 - -,2.56
4 3Li4  4.00  0.24 1 1 1,1,1 0 1 1,,0,1 - -,4.24
5 3LoTh  5.00  0.70 0 1 1,2,2 1 1 1,,1,1 - -,5.70
6 5ALi4  6.50  0.80 1 0 0,1,1 1 0 0,,1,1 - -,7.30
7 PCoSp4  4.50  0.30 1 1 0,1,0 1 0 0,,1,0 - -,4.80
8 4STh  8.80 x -2.00 -3 -3 -3,-3,-3 -3 -3 -3,,-3,-3 - -,6.80
9 SpSq4  3.40  0.00 0 0 0,-1,1 0 0 0,,0,0 - -,3.40
10 FCCoSp2  2.50 -0.30 -1 -1 -2,0,-1 -1 -1 -2,,-1,-2 - -,2.20
11 5SLi4  6.00  0.18 1 1 0,0,1 0 0 0,,0,1 - -,6.18
12 SlSt3  3.10  0.00 -1 0 0,0,1 0 0 0,,0,0 - -,3.10
13 FiDs4  3.50  0.00 1 0 0,-1,0 0 0 0,,0,-1 - -,3.50
55.16,,,,,,55.48
Program Components Factor,,,,,,
Skating Skills  1.60 6.50 5.75 5.75,6.50,6.25 6.00 6.00 5.50,,5.75,5.50 - -,5.95
Transition / Linking Footwork  1.60 6.25 5.25 5.25,6.00,6.00 5.75 5.50 5.00,,5.50,5.25 - -,5.60
Performance / Execution  1.60 6.50 5.50 5.50,6.25,6.25 6.00 5.75 5.50,,5.75,5.25 - -,5.85
Choreography / Composition  1.60 6.50 5.50 5.50,6.25,6.50 6.25 5.50 5.75,,5.75,5.75 - -,5.95
Interpretation  1.60 6.25 5.25 5.25,6.50,6.00 6.00 5.50 5.25,,5.75,5.25 - -,5.70
Judges Total Program Component Score (factored),,,,,,46.48
Deductions: Falls: -1.00,,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,= +,,,+,-
6 Kendra MOYLE / Andy SEITZ USA,,89.58  49.06,,,41.52,1.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 5TLi3  5.50  0.30 1 1 1,1,1 1 1 0,,1,1 - -,5.80
2 2Lz  1.90  0.00 0 0 0,1,0 0 -1 1,,0,1 - -,1.90
3 3STh  4.50  0.00 -1 0 0,0,0 0 0 0,,0,0 - -,4.50
4 2LzTw3  4.00  0.00 -1 0 0,0,1 0 0 0,,0,0 - -,4.00
5 2A+2A+SEQ  5.28  0.60 0 1 0,1,0 0 1 0,,1,1 - -,5.88
6 5SLi1  4.50 -0.18 0 -1 -1,-1,0 -1 0 -2,,-1,-1 - -,4.32
7 BoDs  0.00  0.00 - - -,-,- - - -,,-,- - -,0.00
8 3LoTh  5.50 x  0.14 0 1 0,0,1 0 0 0,,0,0 - -,5.64
9 3Li3  3.50  0.00 1 0 0,0,0 -1 0 -1,,0,0 - -,3.50
10 SpSq4  3.40  0.00 0 0 0,0,0 0 0 0,,0,0 - -,3.40
11 FCCoSp4  3.50 -0.18 -1 -1 -1,0,-1 -1 1 -1,,0,0 - -,3.32
12 SlSt2  2.30  0.00 -1 0 0,0,0 0 0 0,,0,0 - -,2.30
13 PCoSp4  4.50  0.00 0 0 0,0,-1 0 0 0,,0,0 - -,4.50
48.38,,,,,,49.06
Program Components Factor,,,,,,
Skating Skills  1.60 5.25 5.50 5.25,5.00,5.25 5.25 5.75 5.00,,5.25,5.75 - -,5.40
Transition / Linking Footwork  1.60 5.25 5.00 4.75,4.75,4.75 4.75 5.00 4.75,,5.00,5.25 - -,5.00
Performance / Execution  1.60 5.00 5.00 5.00,4.50,5.00 5.00 5.50 4.75,,5.50,5.00 - -,5.10
Choreography / Composition  1.60 5.00 5.25 5.25,4.50,5.50 5.25 5.50 5.00,,5.25,5.75 - -,5.35
Interpretation  1.60 5.00 5.25 5.00,4.25,4.75 5.00 5.25 4.50,,5.00,5.25 - -,5.10
Judges Total Program Component Score (factored),,,,,,41.52
Deductions: Falls: -1.00,,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
2006 HomeSense Skate Canada International,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,= +,,,+,-
7 Jessica MILLER / Ian MORAM CAN,,88.48  47.64,,,41.84,1.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3STh  4.50  0.42 1 0 0,1,1 1 0 1,,0,1 - -,4.92
2 3LzTw1  4.50 -1.12 -2 -1 -1,-2,-2 -2 -1 -1,,-1,-2 - -,3.38
3 3T<  1.30 -1.00 -3 -3 -3,-3,-3 -3 -3 -3,,-3,-3 - -,0.30
4 5ALi3  6.00  0.00 0 0 0,0,0 0 0 0,,0,0 - -,6.00
5 FCCoSp4  3.50 -0.06 -1 -1 0,0,0 0 0 0,,0,1 - -,3.44
6 2A+SEQ  2.64 -1.40 -2 -2 -2,-2,-3 -2 -2 -2,,-2,-2 - -,1.24
7 3LoTh  5.50 x  0.28 0 1 0,1,1 0 0 1,,0,1 - -,5.78
8 SpSq3  3.10  0.00 0 0 0,0,0 0 0 0,,0,0 - -,3.10
9 SlSt2  2.30  0.00 0 0 0,0,0 0 0 0,,0,0 - -,2.30
10 3Li4  4.00  0.12 1 0 0,1,1 0 1 0,,0,0 - -,4.12
11 5SLi3  5.50  0.06 0 0 0,0,0 0 1 0,,1,0 - -,5.56
12 FiDs1  2.80  0.70 1 1 0,1,0 1 1 0,,1,1 - -,3.50
13 PCoSp3  4.00  0.00 0 0 0,0,0 0 0 0,,1,0 - -,4.00
49.64,,,,,,47.64
Program Components Factor,,,,,,
Skating Skills  1.60 5.25 5.25 5.50,5.75,5.75 5.50 5.50 5.25,,5.50,5.50 - -,5.45
Transition / Linking Footwork  1.60 4.75 5.00 5.00,5.25,5.50 5.25 5.00 4.50,,5.25,5.00 - -,5.10
Performance / Execution  1.60 5.00 4.75 5.25,6.00,5.50 5.25 5.00 4.75,,5.25,5.00 - -,5.10
Choreography / Composition  1.60 5.00 5.00 5.25,5.50,5.50 5.50 5.25 5.25,,5.25,5.50 - -,5.30
Interpretation  1.60 5.00 5.25 5.00,5.75,5.75 5.25 5.25 4.75,,5.25,5.00 - -,5.20
Judges Total Program Component Score (factored),,,,,,41.84
Deductions: Falls: -1.00,,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,= +,,,+,-
8 Angelika PYLKINA / Niklas HOGNER SWE,,84.15  41.03,,,45.12,2.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3LzTw1  4.50  0.70 1 1 0,1,1 1 1 1,,1,1 - -,5.20
2 2S  1.30 -0.54 -1 -2 0,-2,-2 -3 -2 -2,,-2,0 - -,0.76
3 3LoTh  5.00 -2.00 -3 -3 -3,-3,-3 -3 -3 -3,,-3,-3 - -,3.00
4 CCoSp2  2.50 -0.06 -1 -1 -1,-1,0 0 0 0,,0,0 - -,2.44
5 SlSt2  2.30  0.00 0 0 0,0,0 0 0 0,,1,0 - -,2.30
6 3Li4  4.00  0.42 2 1 1,1,2 2 1 1,,1,1 - -,4.42
7 3STh  4.95 x  0.28 0 0 0,-1,1 1 0 1,,0,1 - -,5.23
8 SpSq4  3.40  0.00 0 0 0,0,0 0 1 0,,0,0 - -,3.40
9 2S+2F+SEQ  2.64 x -0.92 -3 -3 -2,-2,-3 -2 -3 -2,,-2,-3 - -,1.72
10 5TLi2  5.00  0.18 1 0 0,1,0 1 1 1,,1,0 - -,5.18
11 FiDs1  2.80  0.42 1 1 0,0,0 0 1 1,,0,1 - -,3.22
12 5ALi1  5.00 -0.84 -2 -3 -2,-2,-3 -2 -3 -3,,-2,-3 - -,4.16
13 PSp1*  0.00  0.00 - - -,-,- - - -,,-,- - -,0.00
43.39,,,,,,41.03
Program Components Factor,,,,,,
Skating Skills  1.60 6.25 5.25 5.75,6.00,5.50 6.25 5.75 5.50,,5.75,6.00 - -,5.85
Transition / Linking Footwork  1.60 6.25 5.00 5.25,5.25,5.25 6.00 5.50 5.00,,5.50,5.50 - -,5.55
Performance / Execution  1.60 6.25 5.00 5.25,5.00,5.25 5.75 5.00 5.50,,5.50,5.25 - -,5.35
Choreography / Composition  1.60 6.25 5.50 5.50,5.25,6.00 6.00 5.75 6.00,,5.75,6.25 - -,5.95
Interpretation  1.60 6.25 5.25 5.25,5.00,5.25 6.00 5.25 5.75,,5.50,5.50 - -,5.50
Judges Total Program Component Score (factored),,,,,,45.12
Deductions: Falls: -2.00,,,,,,-2.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
2006 HomeSense Skate Canada International,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,=,+,,+,-
9 Rumiana SPASSOVA / Stanimir TODOROV BUL,,71.03  37.23,,,36.80,3.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 2LzTw1  3.00  0.10 0 0 0,1,-2 1 1,0,0,0 - -,3.10
2 3STh  4.50 -2.00 -3 -3 -3,-3,-3 -3 -3,-3,-3,-3 - -,2.50
3 2S  1.30  0.10 0 0 0,1,0 0 1,0,1,0 - -,1.40
4 CoSp1  1.70 -1.00 -3 -3 -2,-2,-3 -3 -3,-3,-3,-3 - -,0.70
5 5SLi1  4.50 -1.00 -3 -3 -3,-3,-3 -3 -3,-3,-3,-3 - -,3.50
6 2LoTh  3.00  0.00 0 0 0,1,0 -1 0,0,0,0 - -,3.00
7 SpSq2  2.30  0.10 0 0 0,0,0 0 1,0,1,0 - -,2.40
8 5ALi3  6.00  0.20 1 0 0,0,0 0 1,0,0,0 - -,6.20
9 PCoSp3  4.00  0.00 -1 1 0,0,0 0 0,0,0,0 - -,4.00
10 3Li1  2.50  0.12 1 0 0,0,1 0 0,0,1,0 - -,2.62
11 2F+2F+SEQ  2.99 x -0.06 -1 0 0,-1,0 0 0,0,0,-1 - -,2.93
12 SlSt1  1.80  0.00 0 0 0,0,0 0 0,0,0,0 - -,1.80
13 FiDs1  2.80  0.28 1 0 0,1,0 0 1,0,1,0 - -,3.08
40.39,,,,,,37.23
Program Components Factor,,,,,,
Skating Skills  1.60 5.00 4.75 5.00,4.50,4.75 4.75 5.00,4.50,4.75,4.75 - -,4.80
Transition / Linking Footwork  1.60 4.75 4.25 4.25,4.25,5.00 4.50 4.75,4.25,4.50,4.25 - -,4.55
Performance / Execution  1.60 4.75 4.25 4.25,4.25,4.25 4.50 5.00,4.50,4.50,4.25 - -,4.45
Choreography / Composition  1.60 4.75 4.75 4.75,4.50,4.50 4.75 5.00,4.75,4.75,4.75 - -,4.75
Interpretation  1.60 4.50 4.50 4.25,4.50,4.00 4.50 5.25,4.25,4.50,4.25 - -,4.45
Judges Total Program Component Score (factored),,,,,,36.80
Deductions: Falls: -3.00,,,,,,-3.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
Printed: 03/11/2006 18:55:33,,,,,,
