2006 HomeSense Skate Canada International,,,,
ICE DANCING COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,
Skating Skills  0.75 7.00 6.00 7.00 6.25 6.50 5.75 6.00 7.00,,6.00,- - -,6.25
Timing  0.75 5.75 5.75 6.50 5.75 6.00 5.25 5.50 6.50,,5.75,- - -,5.85
Performance / Execution  0.50 6.50 5.75 6.75 6.25 6.25 5.25 6.00 7.00,,5.75,- - -,6.10
Interpretation  0.50 7.00 6.25 7.00 6.00 6.25 5.50 6.25 6.75,,5.50,- - -,6.15
Judges Total Program Component Score (factored),,,,15.21
Deductions:,,,,0.00
2006 HomeSense Skate Canada International,,,,
ICE DANCING COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,
Total Total,,,Total,Total
NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,
Code Score Score,,,Score (factored),
"= +",,,+,-
4 Anastasia PLATONOVA / Andrei MAXIMISHIN RUS  27.87  14.34,,,13.53,0.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 1S1  1.40  0.00 -1 0 0 -1 0 0 0 0,,0,- - -,1.40
2 1S2  1.90  0.10 0 0 0 -1 0 1 0 1,,0,- - -,2.00
3 1S3  2.30 -0.10 0 0 0 0 0 0 -1 0,,-1,- - -,2.20
4 1S4  1.40  0.00 0 0 1 0 0 0 0 0,,0,- - -,1.40
5 2S1  1.60 -0.10 -1 -1 0 0 0 -1 0 0,,0,- - -,1.50
6 2S2  2.20 -0.14 -1 0 -1 0 0 0 0 0,,-1,- - -,2.06
7 2S3  2.60 -0.42 -1 -1 0 0 0 -1 -1 0,,-1,- - -,2.18
8 2S4  1.60  0.00 0 0 0 0 0 -1 0 0,,0,- - -,1.60
15.00,,,,14.34
Program Components Factor,,,,
Skating Skills  0.75 5.00 6.00 6.00 5.00 6.25 5.25 5.75 6.00,,5.25,- - -,5.65
Timing  0.75 4.25 5.25 5.00 4.75 6.00 5.00 5.50 6.25,,4.50,- - -,5.10
Performance / Execution  0.50 5.25 5.75 5.75 5.00 6.50 5.00 5.75 6.50,,5.00,- - -,5.45
Interpretation  0.50 4.50 5.50 5.75 5.00 6.25 5.00 6.00 6.25,,5.00,- - -,5.45
Judges Total Program Component Score (factored),,,,13.53
Deductions:,,,,0.00
Total Total,,,Total,Total
NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,
Code Score Score,,,Score (factored),
"= +",,,+,-
5 Natalia MIKHAILOVA / Arkadi SERGEEV RUS  27.16  14.40,,,12.76,0.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 1S1  1.40  0.00 -1 1 0 1 1 0 -1 0,,-1,- - -,1.40
2 1S2  1.90  0.10 0 1 1 0 0 -1 0 0,,0,- - -,2.00
3 1S3  2.30 -0.20 0 0 0 0 0 -1 -1 -1,,0,- - -,2.10
4 1S4  1.40 -0.06 1 0 0 -1 0 0 0 -1,,0,- - -,1.34
5 2S1  1.60 -0.20 0 0 0 -1 0 0 -1 0,,-1,- - -,1.40
6 2S2  2.20  0.00 0 0 0 0 0 -1 0 0,,0,- - -,2.20
7 2S3  2.60 -0.14 0 0 0 0 0 -1 0 -1,,0,- - -,2.46
8 2S4  1.60 -0.10 0 0 1 -1 0 0 0 -1,,0,- - -,1.50
15.00,,,,14.40
Program Components Factor,,,,
Skating Skills  0.75 6.25 6.00 5.75 5.00 5.75 5.00 5.00 5.25,,5.25,- - -,5.25
Timing  0.75 4.75 5.50 5.25 4.75 5.50 4.50 4.75 5.00,,5.00,- - -,4.95
Performance / Execution  0.50 5.75 6.00 5.75 5.00 5.75 5.00 5.00 4.75,,5.00,- - -,5.15
Interpretation  0.50 6.00 5.75 6.00 4.75 5.75 4.75 5.00 4.50,,5.00,- - -,5.05
Judges Total Program Component Score (factored),,,,12.76
Deductions:,,,,0.00
Total Total,,,Total,Total
NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,
Code Score Score,,,Score (factored),
"= +",,,+,-
6 Kimberly NAVARRO / Brent BOMMENTRE USA  26.95  13.78,,,13.17,0.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 1S1  1.40  0.00 -1 -1 0 0 0 0 0 0,,0,- - -,1.40
2 1S2  1.90  0.20 0 0 0 0 0 1 1 0,,1,- - -,2.10
3 1S3  2.30 -0.70 -1 -1 -1 -2 -1 -2 -2 0,,-1,- - -,1.60
4 1S4  1.40  0.00 0 -1 0 0 0 0 0 0,,0,- - -,1.40
5 2S1  1.60 -0.30 -1 -1 -1 -1 0 0 0 -1,,1,- - -,1.30
6 2S2  2.20  0.00 0 -1 0 0 0 0 0 0,,0,- - -,2.20
7 2S3  2.60 -0.42 -1 0 -1 -1 0 0 -1 -1,,0,- - -,2.18
8 2S4  1.60  0.00 0 0 0 0 0 0 0 -1,,0,- - -,1.60
15.00,,,,13.78
Program Components Factor,,,,
Skating Skills  0.75 6.25 4.00 5.50 5.75 5.50 5.50 5.25 5.50,,5.50,- - -,5.45
Timing  0.75 4.75 4.00 5.00 5.50 5.00 5.25 4.75 5.25,,5.25,- - -,5.10
Performance / Execution  0.50 6.25 4.00 5.00 6.25 5.25 5.25 5.00 5.25,,5.50,- - -,5.20
Interpretation  0.50 5.50 4.25 5.25 6.00 5.75 5.75 5.00 5.00,,5.50,- - -,5.30
Judges Total Program Component Score (factored),,,,13.17
Deductions:,,,,0.00
2006 HomeSense Skate Canada International,,,,
ICE DANCING COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,
Total Total,,,Total,Total
NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,
Code Score Score,,,Score (factored),
"= +",,,+,-
7 Trina PRATT / Todd GILLES USA  25.78  13.68,,,12.10,0.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 1S1  1.40  0.00 -1 0 0 0 -1 -1 0 0,,0,- - -,1.40
2 1S2  1.90  0.00 0 0 0 0 0 0 -1 0,,1,- - -,1.90
3 1S3  2.30 -0.10 0 0 0 0 0 -1 -1 0,,0,- - -,2.20
4 1S4  1.40 -0.06 0 -1 0 0 -1 0 0 -1,,0,- - -,1.34
5 2S1  1.60 -0.20 0 -1 0 -1 0 -1 0 0,,0,- - -,1.40
6 2S2  2.20  0.00 -1 0 0 0 -1 0 -1 0,,1,- - -,2.20
7 2S3  2.60 -0.56 -1 -1 -1 0 -1 -1 -1 0,,-1,- - -,2.04
8 2S4  1.60 -0.40 0 -1 0 -1 -1 -1 0 -1,,-1,- - -,1.20
15.00,,,,13.68
Program Components Factor,,,,
Skating Skills  0.75 6.00 4.00 4.75 5.25 4.75 4.50 5.00 6.00,,5.25,- - -,4.95
Timing  0.75 5.00 4.00 4.50 4.75 4.50 4.50 4.75 5.75,,5.00,- - -,4.70
Performance / Execution  0.50 5.25 4.25 4.75 5.00 4.50 4.25 4.75 5.75,,5.00,- - -,4.75
Interpretation  0.50 4.75 4.25 4.75 5.25 4.75 4.25 5.25 5.50,,5.25,- - -,4.95
Judges Total Program Component Score (factored),,,,12.10
Deductions:,,,,0.00
Total Total,,,Total,Total
NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,
Code Score Score,,,Score (factored),
"= +",,,+,-
8 Meryl DAVIS / Charlie WHITE USA  25.53  13.80,,,13.73,2.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 1S1  1.40  0.24 0 1 1 1 1 0 0 1,,1,- - -,1.64
2 1S2  1.90 -1.40 -3 -2 -3 -3 -3 -2 -3 -3,,-3,- - -,0.50
3 1S3  2.30  0.00 -1 0 0 0 0 1 0 0,,0,- - -,2.30
4 1S4  1.40  0.00 0 0 0 0 0 0 0 0,,0,- - -,1.40
5 2S1  1.60  0.10 0 1 0 0 0 1 0 0,,0,- - -,1.70
6 2S2  2.20  0.00 0 0 0 0 0 0 0 0,,-1,- - -,2.20
7 2S3  2.60 -0.14 0 1 0 -1 0 0 -1 0,,0,- - -,2.46
8 2S4  1.60  0.00 -1 1 0 0 0 -1 0 0,,0,- - -,1.60
15.00,,,,13.80
Program Components Factor,,,,
Skating Skills  0.75 5.25 6.00 5.75 6.00 6.25 5.00 5.50 5.75,,5.50,- - -,5.70
Timing  0.75 4.75 6.00 5.25 5.75 5.75 5.00 5.25 5.25,,5.50,- - -,5.40
Performance / Execution  0.50 4.50 6.25 5.50 6.00 6.00 5.00 5.25 4.75,,5.25,- - -,5.40
Interpretation  0.50 5.00 6.25 5.75 6.00 6.25 5.00 5.00 5.00,,5.25,- - -,5.40
Judges Total Program Component Score (factored),,,,13.73
Deductions: Falls: -2.00,,,,-2.00
Total Total,,,Total,Total
NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,
Code Score Score,,,Score (factored),
"= +",,,+,-
9 Chantal LEFEBVRE / Arseni MARKOV CAN  25.31  13.68,,,11.63,0.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 1S1  1.40 -0.12 -2 -1 0 0 -1 -1 -1 0,,0,- - -,1.28
2 1S2  1.90 -0.20 0 0 -1 0 0 0 -1 0,,-1,- - -,1.70
3 1S3  2.30 -0.30 -1 0 0 -1 -1 -1 -1 0,,-1,- - -,2.00
4 1S4  1.40 -0.12 0 -1 0 -1 -1 0 0 -1,,0,- - -,1.28
5 2S1  1.60 -0.30 -1 -1 0 -1 0 -1 0 0,,-1,- - -,1.30
6 2S2  2.20 -0.14 0 0 0 0 0 -1 0 0,,-1,- - -,2.06
7 2S3  2.60 -0.14 -1 -1 0 0 -1 0 -1 0,,0,- - -,2.46
8 2S4  1.60  0.00 0 0 0 0 -1 0 0 -1,,0,- - -,1.60
15.00,,,,13.68
Program Components Factor,,,,
Skating Skills  0.75 5.00 3.50 5.00 5.50 4.75 4.50 5.00 5.50,,4.50,- - -,4.90
Timing  0.75 3.50 3.50 4.25 4.75 4.00 3.75 4.75 5.00,,4.50,- - -,4.40
Performance / Execution  0.50 5.00 3.75 4.75 5.00 4.50 4.00 5.00 5.25,,4.25,- - -,4.60
Interpretation  0.50 4.50 3.75 4.75 5.00 4.50 4.25 5.00 5.25,,4.50,- - -,4.70
Judges Total Program Component Score (factored),,,,11.63
Deductions:,,,,0.00
2006 HomeSense Skate Canada International,,,
ICE DANCING COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
NOC Segment Element,,Program  Component,Deductions
Rank Name,,,
Code Score Score,,Score (factored),
"= +",,+,-
10 Xiaoyang YU / Chen WANG CHN  25.13  13.62,,11.51,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 1S1  1.40  0.00 -2 0 1 0 0 0 0 0,,-1 - - -,1.40
2 1S2  1.90 -0.10 0 0 0 0 0 -1 0 0,,-1 - - -,1.80
3 1S3  2.30 -0.20 -1 0 0 -1 0 -1 -1 0,,0 - - -,2.10
4 1S4  1.40 -0.12 -1 0 0 -1 -1 -1 0 -1,,0 - - -,1.28
5 2S1  1.60 -0.30 -2 -1 0 0 0 0 -1 -1,,-1 - - -,1.30
6 2S2  2.20 -0.28 -1 0 0 -1 -1 0 0 -1,,-1 - - -,1.92
7 2S3  2.60 -0.28 -1 0 0 -1 -1 -1 0 -1,,0 - - -,2.32
8 2S4  1.60 -0.10 0 0 0 0 0 -1 0 -1,,0 - - -,1.50
15.00,,,13.62
Program Components Factor,,,
Skating Skills  0.75 4.75 4.00 5.25 4.50 5.25 4.00 5.00 5.25,,4.75 - - -,4.70
Timing  0.75 3.25 4.00 4.75 4.50 5.75 4.50 4.75 4.50,,4.75 - - -,4.60
Performance / Execution  0.50 4.50 4.00 5.25 4.75 5.00 4.00 5.00 4.75,,4.50 - - -,4.60
Interpretation  0.50 4.00 4.00 5.00 4.50 5.00 4.00 4.75 4.50,,4.50 - - -,4.45
Judges Total Program Component Score (factored),,,11.51
Deductions:,,,0.00
Total Total,,Total,Total
NOC Segment Element,,Program  Component,Deductions
Rank Name,,,
Code Score Score,,Score (factored),
"= +",,+,-
11 Kamila HAJKOVA / David VINCOUR CZE  22.96  12.36,,10.60,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 1S1  1.40 -0.12 0 0 0 -2 0 -1 0 0,,-1 - - -,1.28
2 1S2  1.90  0.00 0 0 0 0 0 0 -1 0,,0 - - -,1.90
3 1S3  2.30 -0.30 -1 0 0 -1 -1 -2 -1 0,,-1 - - -,2.00
4 1S4  1.40 -0.06 0 0 0 0 -1 -1 0 -1,,0 - - -,1.34
5 2S1  1.60 -0.30 0 0 0 0 -1 -1 -1 -1,,-1 - - -,1.30
6 2S2  2.20 -0.42 -1 0 0 -1 -1 -1 -1 -1,,0 - - -,1.78
7 2S3  2.60 -0.94 -2 -1 -1 -1 -2 -2 -2 -1,,-2 - - -,1.66
8 2S4  1.60 -0.50 -1 -1 0 -1 -1 -1 -1 -1,,-1 - - -,1.10
15.00,,,12.36
Program Components Factor,,,
Skating Skills  0.75 4.00 3.50 4.75 4.00 4.75 3.75 4.50 5.00,,4.25 - - -,4.25
Timing  0.75 4.50 3.75 4.50 4.50 4.25 3.50 4.25 4.25,,4.00 - - -,4.15
Performance / Execution  0.50 3.75 3.75 4.75 4.75 4.75 3.75 4.25 4.75,,4.00 - - -,4.30
Interpretation  0.50 4.00 4.00 5.00 4.50 4.75 3.50 4.25 4.50,,4.25 - - -,4.30
Judges Total Program Component Score (factored),,,10.60
Deductions:,,,0.00
Printed: 02/11/2006 14:54:30,,,
