"= + +",,-,,
5 Miki ANDO JPN  102.81  47.45  55.36,,0.00,,
"# Executed Base GOE The Judges Panel",,Scores,,
Elements Value (in random order),of Panel,,,
1 4S< <  4.50 -1.60 -1 -2 -2 -1 -1 -2 -2 -2 -2 - - -,,2.90,,
2 3F< <  1.70 -0.54 -1 -1 -2 -2 -2 -2Info -2 -2 -1 - - -,,1.16,,Info
3 2A+3T< <  4.80 -0.80 -1 -1 -2 -1 -1 -2 -1 -1 -2 - - -,,4.00,,
4 CCoSp3  3.00  0.50 0 1 1 1 1 1 1 1 1 - - -,,3.50,,
5 SpSq4  3.40  1.00 1 1 1 1 1 2 0 1 1 - - -,,4.40,,
6 3Lz+2Lo<+2Lo< <  7.70 x -1.80 -2 -2 -3 -1 -1 -3 -2 -2 -2 - - -,,5.90,,
7 3Lz  6.60 x  0.20 1 0 0 1 0 0 0 0 0 - - -,,6.80,,
8 3Lo  5.50 x  0.80 1 0 1 1 1 1 1 0 0 - - -,,6.30,,
9 2A  3.85 x  0.20 0 1 0 0 1 0 0 0 0 - - -,,4.05,,
10 FSSp2  2.30 -0.06 0 0 0 0 0 -1 0 -1 0 - - -,,2.24,,
11 SlSt2  2.30  0.40 1 0 1 1 1 1 1 0 2 - - -,,2.70,,
12 FCoSp4  3.00  0.50 1 1 2 1 1 1 1 1 1 - - -,,3.50,,
48.65,,47.45,,
Program Components Factor,,,,
Skating Skills  1.60 7.25 7.25 7.25 7.50 7.75 7.00 6.50 7.50 7.75 - - -,,7.30,,
Transition / Linking Footwork  1.60 6.75 6.00 6.75 7.00 7.50 5.00 5.25 6.75 5.50 - - -,,6.35,,
Performance / Execution  1.60 7.00 7.00 7.00 7.25 7.75 6.75 6.00 7.00 7.50 - - -,,7.00,,
Choreography / Composition  1.60 7.25 7.25 7.25 7.50 7.50 6.50 5.75 7.00 6.75 - - -,,7.10,,
Interpretation  1.60 7.00 7.00 6.75 7.25 7.50 6.25 6.00 6.75 7.00 - - -,,6.85,,
Judges Total Program Component Score (factored),,55.36,,
Deductions:,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long) <  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
Total Total Total,Total,,,
NOC Segment Element Program  Component,Deductions,,,
Rank Name,,,,
Code Score Score Score (factored),,,,
"= + +",,-,,
6 Yukari NAKANO JPN  99.85  44.17  55.68,,0.00,,
"# Executed Base GOE The Judges Panel",,Scores,,
Elements Value (in random order),of Panel,,,
1 3A< <  3.50 -2.14 -2 -3 -3 -2 -3 -3 -3 -1 -3 - - -,,1.36,,
2 3F<+2T !  3.00 -0.48 -1 -2 -3 -2 -1 -1 -3 -2 -2 - - -,,2.52,,
3 3S+2T  5.80  0.40 0 0 0 0 1 1 1 0 1 - - -,,6.20,,
4 2A  3.50  0.60 1 1 0 0 1 0 0 1 0 - - -,,4.10,,
5 CCoSp4  3.50  0.70 1 1 2 1 1 2 2 2 2 - - -,,4.20,,
6 2Lz  1.90 -0.24 -2 -1 -1 0 -1 0 -2 0 -1 - - -,,1.66,,
7 SpSq4  3.40  0.80 1 0 1 1 1 2 0 1 0 - - -,,4.20,,
8 3F  6.05 x -0.20 -1 0 0 0 0 0 0 -1 -1 - - -,,5.85,,
9 FCoSp3  2.50  0.60 1 1 1 1 1 1 2 2 1 - - -,,3.10,,
10 SlSt2  2.30 -0.30 -1 -1 -1 -1 -1 -1 -1 -1 -1 - - -,,2.00,,
11 3T+2T+2Lo< <  6.38 x -1.40 -1 -1 -2 -1 -2 -2 -2 -1 -1 - - -,,4.98,,
12 FCSp4  3.20  0.80 1 1 2 1 2 2 3 2 2 - - -,,4.00,,
45.03,,44.17,,
Program Components Factor,,,,
Skating Skills  1.60 7.00 7.25 7.25 7.25 7.00 7.75 6.25 7.50 7.25 - - -,,7.20,,
Transition / Linking Footwork  1.60 6.50 6.75 7.00 7.00 6.75 6.75 5.50 6.50 6.75 - - -,,6.65,,
Performance / Execution  1.60 6.75 6.75 7.25 7.25 6.75 7.50 6.25 7.50 7.00 - - -,,7.00,,
Choreography / Composition  1.60 7.00 7.00 7.25 7.25 7.00 7.75 6.50 7.00 7.00 - - -,,7.05,,
Interpretation  1.60 7.00 7.00 7.00 7.50 6.75 7.25 6.50 6.50 7.00 - - -,,6.90,,
Judges Total Program Component Score (factored),,55.68,,
Deductions:,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long) <  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
Printed: 13.12.2008 21:05:50,,,,
