NOC Segment Element Program  Component,Deductions,,,
Rank Name,,,,
Code Score Score Score (factored),,,,
"= + +",,-,,
5 Tatiana VOLOSOZHAR / Stanislav MOROZOV UKR  111.75  57.27  54.48,,0.00,,
"# Executed Base GOE The Judges Panel",,Scores,,
Elements Value (in random order),of Panel,,,
1 3T+2T+SEQ  4.24 -1.20 0 -2 -1 0 -1 0 -2 -1 -3 - - -,,3.04,,
2 3S  4.50 -2.00 -2 -3 -2 -2 -2 -2Info -2 -2 -2 - - -,,2.50,,Info
3 3LzTw2  5.50  1.12 1 2 1 1 2 2 2 2 0 - - -,,6.62,,
4 3Li4  4.00  1.00 1 1 2 2 2 2 2 2 2 - - -,,5.00,,
5 PCoSp4  4.50  0.20 1 1 1 0 0 0 0 0 1 - - -,,4.70,,
6 5ALi4  6.50  1.00 1 1 1 1 2 1 2 1 1 - - -,,7.50,,
7 3LoTh  5.50 x -1.40 -2 -2 -2 -1 -1 -2 -2 -2 -2 - - -,,4.10,,
8 3STh  4.95 x  1.26 2 2 2 2 2 1 2 1 2 - - -,,6.21,,
9 FCCoSp4  3.50  0.00 0 0 0 1 0 0 -1 0 0 - - -,,3.50,,
10 SlSt3  3.30  0.00 0 0 0 1 1 0 0 0 0 - - -,,3.30,,
11 5TLi4  6.60 x  0.00 1 0 0 0 1 0 0 1 0 - - -,,6.60,,
12 FiDs4  3.50  0.70 1 1 1 1 2 1 1 1 1 - - -,,4.20,,
56.59,,57.27,,
Program Components Factor,,,,
Skating Skills  1.60 7.50 7.25 7.75 7.25 7.75 7.00 7.00 7.00 6.75 - - -,,7.10,,
Transition / Linking Footwork  1.60 6.75 6.75 7.50 6.50 7.25 6.50 6.50 6.75 5.50 - - -,,6.60,,
Performance / Execution  1.60 7.00 6.75 7.50 7.25 7.50 6.25 6.75 6.50 6.50 - - -,,6.75,,
Choreography / Composition  1.60 7.25 7.00 7.50 7.00 7.50 6.50 7.00 7.25 6.50 - - -,,6.95,,
Interpretation  1.60 6.75 6.75 7.50 6.75 7.50 6.25 6.75 6.75 6.25 - - -,,6.65,,
Judges Total Program Component Score (factored),,54.48,,
Deductions:,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long) <  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
Total Total Total,Total,,,
NOC Segment Element Program  Component,Deductions,,,
Rank Name,,,,
Code Score Score Score (factored),,,,
"= + +",,-,,
6 Maria MUKHORTOVA / Maxim TRANKOV RUS  91.60  40.36  52.24,,1.00,,
"# Executed Base GOE The Judges Panel",,Scores,,
Elements Value (in random order),of Panel,,,
1 3LzTw1  5.00 -0.84 -1 -2 -2 -1 -2 0 -2 0 -1 - - -,,4.16,,
2 2S  1.30 -0.84 -2 -3 -3 -3 -2 -2 -2 -2 -3 - - -,,0.46,,
3 5ALi4  6.50  1.00 1 1 1 1 1 1 1 1 1 - - -,,7.50,,
4 3LoTh  5.00 -1.26 -1 -1 -2 -1 -2 -2 -2 -2 -2 - - -,,3.74,,
5 BoDs3  4.00 -0.14 0 -1 -1 0 0 0 0 1 0 - - -,,3.86,,
6 2T+COMBO  1.30 -1.00 -3 -3 -3 -3 -3 -3 -3 -3 -3 - - -,,0.30,,
7 3STh  4.95 x  0.56 1 0 0 1 0 1 1 1 1 - - -,,5.51,,
8 5TLi3  6.05 x  0.00 0 0 0 0 0 0 0 0 -1 - - -,,6.05,,
9 FCCoSp2  2.50  0.04 0 -1 1 0 0 1 -1 0 0 - - -,,2.54,,
10 SlSt3  3.30  0.00 1 0 0 0 0 0 0 0 0 - - -,,3.30,,
11 3Li  0.00 x  0.00 - - - - - - - - - - - -,,0.00,,
12 PCoSp1  3.00 -0.06 0 -1 0 1 0 0 -1 0 0 - - -,,2.94,,
42.90,,40.36,,
Program Components Factor,,,,
Skating Skills  1.60 7.00 7.00 6.50 7.25 6.25 6.50 6.50 6.75 7.00 - - -,,6.75,,
Transition / Linking Footwork  1.60 6.75 5.75 6.25 6.00 6.00 6.25 6.00 7.25 6.75 - - -,,6.25,,
Performance / Execution  1.60 7.00 6.00 6.25 7.00 6.25 6.25 6.25 6.75 6.75 - - -,,6.45,,
Choreography / Composition  1.60 7.25 6.25 6.25 7.25 6.25 6.50 6.50 7.00 7.25 - - -,,6.70,,
Interpretation  1.60 7.00 6.25 6.50 7.00 6.00 6.25 6.25 7.25 6.50 - - -,,6.50,,
Judges Total Program Component Score (factored),,52.24,,
Deductions: Falls: -1.00,,-1.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long) <  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
Printed: 13.12.2008 22:53:56,,,,
