ISU GP HomeSense Skate Canada Int. 2008,,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,,
"",,= +,,+,-,
3 Ryan BRADLEY USA,,72.50  42.70,,29.80,0.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 4T+3T  13.80 -3.20 -2 -2 -2 -2,,-2 -3 -2 -2,,-2 -2 - -,10.60,
2 3A  8.20  1.00 0 2 1 1,,1 0 1 In1fo,,1 1 - -,9.20,Info
3 3Lz  6.00  0.40 1 -1 0 1,,0 0 -1 1,,1 1 - -,6.40,
4 CCSp2  2.30 -0.18 1 -1 -1 -1,,-1 0 -1 0,,-1 0 - -,2.12,
5 CiSt3  3.30  0.20 0 0 0 1,,0 0 0 1,,1 1 - -,3.50,
6 FCSp4  3.20  0.40 1 0 0 1,,1 0 1 1,,1 1 - -,3.60,
7 SlSt3  3.30  0.60 1 2 1 1,,0 0 2 1,,2 0 - -,3.90,
8 CCoSp4  3.50 -0.12 -1 -1 -1 0,,0 -2 0 0,,-2 0 - -,3.38,
43.60,,,,,42.70,
Program Components Factor,,,,,,
Skating Skills  1.00 6.25 6.00 5.75 5.50,,5.00 5.50 5.50 6.25,,6.00 6.75 - -,5.95,
Transition / Linking Footwork  1.00 5.75 5.50 5.00 5.25,,4.25 5.00 5.00 5.75,,5.75 6.25 - -,5.45,
Performance / Execution  1.00 6.00 6.50 5.50 6.50,,5.75 5.00 6.00 6.50,,7.50 6.25 - -,6.25,
Choreography / Composition  1.00 6.25 6.00 6.00 6.00,,5.25 5.25 5.25 6.25,,7.00 6.50 - -,6.10,
Interpretation  1.00 6.00 6.00 5.50 6.50,,5.25 5.50 5.50 6.25,,7.25 6.50 - -,6.05,
Judges Total Program Component Score (factored),,,,,29.80,
Deductions:,,,,,0.00,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,<  Downgraded jump,,,,
"",,Total Total,,Total,Total,
NOC,,Segment Element,,Program  Component,Deductions,
Rank Name,,,,,,
Code,,Score Score,,Score (factored),,
"",,= +,,+,-,
4 Evan LYSACEK USA,,71.40  36.30,,35.10,0.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 3A  8.20  1.00 1 1 1 1,,0 1 1 1,,-1 0 - -,9.20,
2 3Lz+COMBO  6.00 -2.80 -3 -3 -3 -2,,-3 -3 -3 -2,,-3 -3 - -,3.20,
3 3F  5.50  0.20 1 0 0 1,,1 1 0 0,,-1 0 - -,5.70,
4 CiSt3  3.30  0.50 1 1 1 1,,1 0 1 0,,1 1 - -,3.80,
5 CSSp4  3.00  0.10 0 0 0 2,,1 1 0 0,,2 1 - -,3.10,
6 FSSp4  3.00  0.40 1 0 1 2,,1 1 1 1,,2 0 - -,3.40,
7 SlSt3  3.30  0.50 1 1 1 2,,1 1 1 1,,2 1 - -,3.80,
8 CCoSp4  3.50  0.60 1 1 1 2,,2 1 1 1,,2 2 - -,4.10,
35.80,,,,,36.30,
Program Components Factor,,,,,,
Skating Skills  1.00 7.50 7.00 7.75 7.25,,7.50 7.50 6.75 7.50,,7.00 7.50 - -,7.35,
Transition / Linking Footwork  1.00 7.00 6.75 6.50 7.00,,7.25 7.00 6.00 6.75,,6.25 7.00 - -,6.80,
Performance / Execution  1.00 7.25 6.50 7.00 7.25,,7.25 7.00 6.50 7.00,,7.50 7.25 - -,7.00,
Choreography / Composition  1.00 7.50 6.25 7.25 7.50,,7.50 7.00 6.25 7.00,,7.00 7.50 - -,7.10,
Interpretation  1.00 7.25 6.25 6.50 7.25,,7.25 7.50 6.00 7.00,,7.00 7.25 - -,6.85,
Judges Total Program Component Score (factored),,,,,35.10,
Deductions:,,,,,0.00,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,<  Downgraded jump,,,,
ISU GP HomeSense Skate Canada Int. 2008,,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,,Total,Total,
NOC,,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,,Score (factored),,
"",,= +,,,+,-,
5 Sergei VORONOV RUS,,70.45  39.50,,,30.95,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 4T+2T  11.10  0.80 1 1 0 1,,1 1 0 1,,1,1 - -,11.90,
2 3A  8.20  0.80 1 0 1 1,,0 1 0 In1fo,,1,1 - -,9.00,Info
3 CSSp3  2.60  0.50 1 1 0 1,,0 0 1 1,,0,1 - -,3.10,
4 3Lo  5.00 -1.00 -1 0 -1 -2,,-2 -2 -1 -2,,-2,0 - -,4.00,
5 FSSp4  3.00  0.30 0 0 1 2,,0 0 1 0,,1,1 - -,3.30,
6 CCoSp3  3.00  0.30 0 0 0 1,,0 0 1 1,,1,1 - -,3.30,
7 CiSt2  2.30  0.20 0 0 0 1,,1 0 0 1,,1,1 - -,2.50,
8 SlSt2  2.30  0.10 1 0 0 0,,0 -1 1 0,,0,0 - -,2.40,
37.50,,,,,,39.50,
Program Components Factor,,,,,,,
Skating Skills  1.00 6.75 6.75 6.25 5.75,,6.25 6.75 6.75 6.75,,6.50,6.75 - -,6.65,
Transition / Linking Footwork  1.00 6.00 5.25 5.00 5.25,,5.50 5.75 5.25 6.25,,3.50,6.50 - -,5.60,
Performance / Execution  1.00 6.50 5.50 5.75 5.75,,6.00 6.25 6.75 6.75,,6.25,6.75 - -,6.30,
Choreography / Composition  1.00 6.50 6.00 6.00 6.25,,5.75 6.25 6.50 6.50,,5.25,6.50 - -,6.35,
Interpretation  1.00 6.25 4.75 5.00 6.25,,6.00 6.50 6.25 6.50,,5.50,6.50 - -,6.05,
Judges Total Program Component Score (factored),,,,,,30.95,
Deductions:,,,,,,0.00,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,<  Downgraded jump,,,,,
"",,Total Total,,,Total,Total,
NOC,,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,,Score (factored),,
"",,= +,,,+,-,
6 Brandon MROZ USA,,67.03  36.78,,,30.25,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3A  8.20 -1.40 -1 -1 -1 -1,,-1 -1 0 -2,,-2,-1 - -,6.80,
2 3Lz+3T  10.00  0.40 0 1 0 1,,0 0 1 0,,-1,0 - -,10.40,
3 FSSp4  3.00 -0.12 0 -1 -1 0,,0 0 -1 0,,-1,0 - -,2.88,
4 3F  5.50  0.40 0 1 1 0,,0 1 0 1,,1,0 - -,5.90,
5 CiSt2  2.30  0.00 0 0 0 0,,0 0 0 0,,0,0 - -,2.30,
6 CSSp4  3.00  0.20 0 0 0 1,,1 0 0 1,,1,1 - -,3.20,
7 SlSt2  2.30  0.00 0 0 0 0,,0 0 1 0,,1,0 - -,2.30,
8 CCoSp3  3.00  0.00 0 0 -1 0,,0 0 0 0,,-1,0 - -,3.00,
37.30,,,,,,36.78,
Program Components Factor,,,,,,,
Skating Skills  1.00 6.50 5.75 6.75 6.00,,6.75 6.75 6.50 6.25,,6.50,6.25 - -,6.30,
Transition / Linking Footwork  1.00 6.00 5.50 5.25 5.50,,6.00 6.25 5.75 6.25,,5.25,6.00 - -,5.75,
Performance / Execution  1.00 6.25 6.00 6.00 6.00,,6.25 6.25 6.25 6.00,,6.25,6.00 - -,6.05,
Choreography / Composition  1.00 6.25 5.50 6.25 6.00,,6.25 6.50 6.25 6.25,,6.50,6.25 - -,6.20,
Interpretation  1.00 6.00 6.00 5.00 5.75,,6.25 6.50 6.00 6.25,,6.00,6.00 - -,5.95,
Judges Total Program Component Score (factored),,,,,,30.25,
Deductions:,,,,,,0.00,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,<  Downgraded jump,,,,,
ISU GP HomeSense Skate Canada Int. 2008,,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,,Total,Total,
NOC,,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,,Score (factored),,
"",,= +,,,+,-,
7 Shawn SAWYER CAN,,64.20  32.70,,,31.50,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3F+3T  9.50  1.20 1 1 1 1,,0 1 2 2,,1,0 - -,10.70,
2 3A< <  3.50 -1.80 -3 -1 -3 -2,,-3 -3 -1 In-f3o,,-3,-2 - -,1.70,Info
3 2Lz  1.90 -1.00 -3 -3 -3 -3,,-3 -3 -3 -3,,-3,-3 - -,0.90,
4 FCSp4  3.20  0.40 1 1 1 0,,1 0 1 1,,1,0 - -,3.60,
5 CiSt3  3.30  0.40 0 0 1 1,,1 0 1 1,,2,1 - -,3.70,
6 SlSt3  3.30  0.60 1 1 1 2,,1 0 2 0,,2,1 - -,3.90,
7 CCSp4  3.20  0.60 1 2 0 2,,1 1 1 1,,2,1 - -,3.80,
8 CCoSp4  3.50  0.90 2 2 1 1,,2 1 2 2,,2,2 - -,4.40,
31.40,,,,,,32.70,
Program Components Factor,,,,,,,
Skating Skills  1.00 6.50 6.50 6.75 6.25,,6.75 6.25 6.50 6.50,,7.50,6.00 - -,6.45,
Transition / Linking Footwork  1.00 6.00 6.25 5.50 6.00,,6.25 5.75 6.00 5.50,,6.50,5.50 - -,5.80,
Performance / Execution  1.00 6.25 6.50 6.00 6.75,,6.50 6.00 7.00 6.50,,8.00,5.75 - -,6.40,
Choreography / Composition  1.00 6.50 7.00 6.50 6.50,,6.75 6.25 6.50 6.25,,7.50,6.00 - -,6.45,
Interpretation  1.00 6.25 6.75 6.50 6.50,,6.75 6.25 7.00 6.00,,7.75,5.75 - -,6.40,
Judges Total Program Component Score (factored),,,,,,31.50,
Deductions:,,,,,,0.00,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,<  Downgraded jump,,,,,
"",,Total Total,,,Total,Total,
NOC,,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,,Score (factored),,
"",,= +,,,+,-,
8 Anton KOVALEVSKI UKR,,64.06  36.26,,,27.80,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 2A  3.50  0.60 0 1 1 0,,0 0 1 1,,1,0 - -,4.10,
2 3F+3T  9.50  1.00 1 1 1 1,,0 1 1 0,,-1,1 - -,10.50,
3 3Lz  6.00 -0.40 0 0 -1 -2,,-1 -1 -1 0,,0,0 - -,5.60,
4 FSSp3  2.60  0.10 0 0 1 -1,,0 0 0 0,,2,1 - -,2.70,
5 SlSt3  3.30 -0.04 -1 0 1 0,,-1 0 1 -1,,1,0 - -,3.26,
6 CSSp4  3.00  0.20 0 1 0 0,,0 -1 1 1,,0,0 - -,3.20,
7 CiSt3  3.30  0.30 0 0 1 2,,1 0 1 0,,1,1 - -,3.60,
8 CCoSp3  3.00  0.30 0 1 1 1,,1 0 1 0,,1,0 - -,3.30,
34.20,,,,,,36.26,
Program Components Factor,,,,,,,
Skating Skills  1.00 5.75 5.00 6.25 5.50,,5.50 5.00 6.00 5.75,,6.25,5.75 - -,5.75,
Transition / Linking Footwork  1.00 5.25 4.50 5.00 5.00,,4.50 4.25 5.50 5.50,,5.00,5.25 - -,5.20,
Performance / Execution  1.00 5.50 5.00 5.75 6.00,,5.25 4.75 6.25 6.00,,6.25,5.25 - -,5.70,
Choreography / Composition  1.00 5.50 5.50 5.75 5.75,,5.75 4.50 6.00 5.75,,5.75,5.50 - -,5.65,
Interpretation  1.00 5.25 5.50 5.25 5.50,,5.00 4.50 6.00 5.75,,6.25,5.50 - -,5.50,
Judges Total Program Component Score (factored),,,,,,27.80,
Deductions:,,,,,,0.00,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,<  Downgraded jump,,,,,
ISU GP HomeSense Skate Canada Int. 2008,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,,Total,Total,
NOC,,Segment Element,,Program  Component,Deductions,
Rank Name,,,,,,
Code,,Score Score,,Score (factored),,
"",,= +,,+,-,
9 Yasuharu NANRI JPN,,63.36  36.26,,27.10,0.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 3A  8.20 -1.40 -1 -1 -1 -1,,-1 -1 -2 -1,,-1 -1 - -,6.80,
2 3F+2T  6.80  0.20 0 1 -1 0,,0 1 1 In0fo,,-1 0 - -,7.00,Info
3 3Lz  6.00  0.40 0 0 0 1,,0 0 1 0,,1 1 - -,6.40,
4 CSSp4  3.00 -0.18 0 -1 0 0,,-1 -1 -2 -1,,-1 -1 - -,2.82,
5 FSSp4  3.00  0.20 1 0 1 0,,-1 0 1 -1,,0 0 - -,3.20,
6 CiSt3  3.30  0.00 0 0 0 0,,0 0 1 0,,0 0 - -,3.30,
7 CCoSp4  3.50 -0.06 0 -1 1 0,,0 0 -1 0,,0 0 - -,3.44,
8 SlSt3  3.30  0.00 0 0 0 1,,0 0 0 0,,0 0 - -,3.30,
37.10,,,,,36.26,
Program Components Factor,,,,,,
Skating Skills  1.00 5.50 6.00 6.25 6.00,,5.75 5.25 6.25 5.50,,6.25 5.75 - -,5.90,
Transition / Linking Footwork  1.00 5.00 5.75 4.00 5.25,,4.75 4.75 4.75 5.00,,4.75 5.25 - -,5.05,
Performance / Execution  1.00 5.25 5.25 5.50 5.50,,5.25 4.75 6.00 5.25,,5.50 5.50 - -,5.40,
Choreography / Composition  1.00 5.25 5.75 5.00 5.75,,5.00 5.25 5.75 5.25,,4.50 5.75 - -,5.55,
Interpretation  1.00 5.00 5.00 4.00 5.50,,5.00 5.00 5.75 5.00,,4.25 5.50 - -,5.20,
Judges Total Program Component Score (factored),,,,,27.10,
Deductions:,,,,,0.00,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,<  Downgraded jump,,,,
"",,Total Total,,Total,Total,
NOC,,Segment Element,,Program  Component,Deductions,
Rank Name,,,,,,
Code,,Score Score,,Score (factored),,
"",,= +,,+,-,
10 Vladimir USPENSKI RUS,,56.17  29.32,,26.85,0.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 3A  8.20 -1.96 -1 -2 -1 -2,,-2 -2 -2 -1,,-2 -1 - -,6.24,
2 3F+3T  9.50  1.00 1 0 1 1,,1 1 1 1,,-1 1 - -,10.50,
3 2Lz !  1.90 -1.00 -3 -3 -3 -3,,-3 -3 -3 -3,,-3 -3 - -,0.90,
4 CCoSp3  3.00  0.10 0 1 1 0,,0 0 0 0,,1 0 - -,3.10,
5 CiSt3  3.30  0.10 1 0 0 0,,0 0 1 0,,1 0 - -,3.40,
6 FSSp2  2.30 -0.06 0 0 0 -1,,-1 -1 0 -1,,-2 0 - -,2.24,
7 SlSt1  1.80  0.00 0 0 0 0,,0 -1 1 -1,,0 0 - -,1.80,
8 CSSp1  1.90 -0.76 -2 -2 -3 -3,,-2 -3 -3 -2,,-2 -2 - -,1.14,
31.90,,,,,29.32,
Program Components Factor,,,,,,
Skating Skills  1.00 6.00 6.00 6.25 5.25,,5.25 5.00 5.75 5.75,,5.50 5.75 - -,5.85,
Transition / Linking Footwork  1.00 5.50 4.75 4.25 4.50,,4.25 4.50 4.00 5.00,,3.00 5.25 - -,4.75,
Performance / Execution  1.00 5.75 6.50 5.50 5.00,,5.00 4.75 6.00 5.25,,6.00 5.25 - -,5.55,
Choreography / Composition  1.00 5.75 6.00 5.25 5.25,,4.75 5.00 5.50 5.00,,4.00 5.75 - -,5.50,
Interpretation  1.00 5.50 6.00 4.25 4.50,,4.75 5.00 5.50 5.00,,5.25 5.50 - -,5.20,
Judges Total Program Component Score (factored),,,,,26.85,
Deductions:,,,,,0.00,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,<  Downgraded jump,,,,
ISU GP HomeSense Skate Canada Int. 2008,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,,Total,Total,
NOC,,Segment Element,,Program  Component,Deductions,
Rank Name,,,,,,
Code,,Score Score,,Score (factored),,
"",,=,+,+,-,
11 Jeremy TEN CAN,,50.93  25.18,,26.75,1.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 3A< <  3.50 -2.50 -3 -3 -3 -3,,-3 -3 -3,-3,-3 -3 - -,1.00,
2 3Lz+1T  6.40 -3.00 -3 -3 -3 -3,,-3 -3 -3,-3,-3 -3 - -,3.40,Info
3 FSSp4  3.00  0.20 0 1 0 1,,0 0 0,0,-1 1 - -,3.20,
4 3F  5.50  1.00 1 2 1 1,,1 1 1,1,2 1 - -,6.50,
5 CiSt2  2.30 -0.12 0 -1 -1 0,,-1 -1 0,-1,0 0 - -,2.18,
6 CSSp4  3.00  0.10 0 1 0 0,,0 0 1,0,1 0 - -,3.10,
7 SlSt2  2.30  0.00 0 0 0 1,,1 0 0,0,1 0 - -,2.30,
8 CCoSp4  3.50  0.00 0 0 0 1,,0 0 0,0,1 0 - -,3.50,
29.50,,,,,25.18,
Program Components Factor,,,,,,
Skating Skills  1.00 5.75 5.50 5.50 5.50,,6.50 5.00 6.25,5.25,6.50 6.00 - -,5.65,
Transition / Linking Footwork  1.00 5.25 5.00 4.25 5.50,,5.75 4.50 5.75,5.25,5.75 5.25 - -,5.25,
Performance / Execution  1.00 5.50 4.75 4.50 5.00,,6.00 4.75 6.00,5.25,6.25 5.25 - -,5.15,
Choreography / Composition  1.00 5.50 5.25 5.00 5.50,,6.25 5.00 6.25,5.00,6.75 5.75 - -,5.40,
Interpretation  1.00 5.25 5.25 4.00 5.75,,6.25 5.00 6.00,5.00,6.25 5.25 - -,5.30,
Judges Total Program Component Score (factored),,,,,26.75,
Deductions: Falls: -1.00,,,,,-1.00,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,<  Downgraded jump,,,,
Printed: 31.10.2008 21:09:44,,,,,,
