Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
5 Tiffany VISE / Derek TRENT USA,,94.58  50.06,45.52,,1.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 2LzTw2  3.50  0.30 1 0 0 1,,1 1 1 1 1,0 - -,,3.80,,
2 3T  4.00 -0.20 0 -2 0 0,,0 0 Info 0 0 -1,-1 - -,,3.80,,Info
3 2Lz+2T  3.20 -0.24 -1 -1 -1 -1,,0 -1 -1 -1 -1,0 - -,,2.96,,
4 3LoTh  5.00  0.00 0 0 0 0,,0 0 0 0 0,1 - -,,5.00,,
5 3Li4  4.00  0.00 0 0 0 0,,0 0 0 0 1,0 - -,,4.00,,
6 PCoSp4  4.50  0.50 0 1 1 0,,1 1 1 1 1,1 - -,,5.00,,
7 4STh< <  4.95 x -2.00 -3 -3 -3 -3,,-2 -3 -3 -3 -3,-3 - -,,2.95,,
8 5SLi3  6.05 x  0.10 0 0 -1 0,,0 1 0 0 0,1 - -,,6.15,,
9 5ALi3  6.60 x  0.00 -1 0 0 0,,1 0 0 0 0,0 - -,,6.60,,
10 FCCoSp4  3.50  0.00 0 0 -1 0,,0 0 0 -1 -1,1 - -,,3.50,,
11 SlSt3  3.30 -0.28 0 0 -1 -1,,0 0 -1 0 0,0 - -,,3.02,,
12 FiDs2  3.00  0.28 1 1 0 -1,,1 1 0 0 0,0 - -,,3.28,,
51.60,,,,,50.06,,
Program Components Factor,,,,,,,
Skating Skills  1.60 6.50 5.50 5.50 5.50,,6.50 6.50 5.50 6.25 6.00,6.25 - -,,5.85,,
Transition / Linking Footwork  1.60 6.25 4.50 5.00 5.00,,6.25 6.00 5.50 6.00 5.50,5.75 - -,,5.45,,
Performance / Execution  1.60 6.00 5.00 5.50 5.25,,6.25 6.50 5.75 6.25 5.75,6.00 - -,,5.75,,
Choreography / Composition  1.60 6.50 5.00 5.00 5.50,,6.50 6.50 5.75 6.25 5.75,6.25 - -,,5.80,,
Interpretation  1.60 6.25 5.00 5.00 5.25,,6.00 6.25 5.75 6.25 5.50,6.00 - -,,5.60,,
Judges Total Program Component Score (factored),,,,,45.52,,
Deductions: Falls: -1.00,,,,,-1.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
6 Rachel KIRKLAND / Eric RADFORD CAN,,91.58  49.58,42.00,,0.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 3LzTw2  5.50  0.00 0 0 0 0,,1 0 -1 0 0,0 - -,,5.50,,
2 3LoTh  5.00  0.28 0 1 0 0,,1 0 0 0 1,1 - -,,5.28,,
3 2S< <  0.40 -0.30 -3 -3 -3 -3,,-3 -2 -3 -3 -3,-3 - -,,0.10,,
4 2T+2T  2.60  0.20 0 1 0 1,,0 0 1 1 0,0 - -,,2.80,,
5 FCCoSp4  3.50  0.20 1 0 0 1,,1 0 0 0 1,1 - -,,3.70,,
6 3Li4  4.00  0.00 0 0 1 0,,0 0 0 0 0,0 - -,,4.00,,
7 3STh  4.95 x -1.26 -2 0 -2 -2,,-2 -2 -2 -2 -2,-1 - -,,3.69,,
8 BoDs1  3.00 -0.56 0 -2 -2 0,,-1 0 -1 -1 -1,0 - -,,2.44,,
9 5SLi4  6.60 x  0.10 0 0 0 1,,0 0 -1 0 0,1 - -,,6.70,,
10 SlSt3  3.30 -0.28 0 0 -1 0,,0 -1 -1 0 0,1 - -,,3.02,,
11 5ALi4  7.15 x  0.40 -1 0 0 1,,1 0 0 0 1,2 - -,,7.55,,
12 PCoSp4  4.50  0.30 0 1 1 0,,0 1 0 1 0,1 - -,,4.80,,
50.50,,,,,49.58,,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.75 4.50 5.25 5.50,,5.50 5.50 5.50 5.75 5.75,5.50 - -,,5.45,,
Transition / Linking Footwork  1.60 5.50 4.50 5.75 5.00,,5.00 6.00 5.50 5.25 5.00,5.00 - -,,5.25,,
Performance / Execution  1.60 5.25 4.00 5.00 5.50,,5.00 5.25 5.75 5.50 5.50,5.25 - -,,5.20,,
Choreography / Composition  1.60 6.00 4.50 6.00 5.50,,5.25 5.50 5.50 5.50 5.25,5.50 - -,,5.45,,
Interpretation  1.60 5.50 3.75 4.25 5.25,,5.00 5.25 5.00 5.50 5.25,5.00 - -,,4.90,,
Judges Total Program Component Score (factored),,,,,42.00,,
Deductions:,,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP HomeSense Skate Canada Int. 2008,,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
7 Amanda EVORA / Mark LADWIG USA,,91.10  50.74,41.36,,1.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 3LzTw2  5.50  0.56 0 0 0 1,,1 1 1 1 0,1 - -,,6.06,,
2 SeSt2  2.30  0.00 0 0 1 0,,0 0 Info 0 0 0,0 - -,,2.30,,Info
3 2T+2T+SEQ  2.08 -0.76 -2 -1 -3 -3,,-2 -2 -3 -2 -3,-2 - -,,1.32,,
4 3LzTh  5.50 -0.42 0 0 -1 -1,,0 -1 0 0 -1,-1 - -,,5.08,,
5 3S  4.50 -0.20 0 0 -1 -1,,0 0 0 0 0,0 - -,,4.30,,
6 FCCoSp2  2.50  0.00 0 0 0 0,,1 0 0 0 0,0 - -,,2.50,,
7 4Li4  4.40 x -0.10 0 -1 0 0,,0 -1 0 0 0,0 - -,,4.30,,
8 3LoTh  5.50 x -2.00 -3 -2 -3 -3,,-3 -3 -3 -3 -3,-3 - -,,3.50,,
9 5RLi4  7.15 x  0.20 0 0 1 0,,0 0 0 0 1,1 - -,,7.35,,
10 BoDs2  3.50  0.00 0 0 0 0,,0 0 0 0 0,1 - -,,3.50,,
11 PCoSp4  4.50 -0.02 -1 1 -1 -1,,0 0 -1 -1 0,1 - -,,4.48,,
12 5ALi2  6.05 x  0.00 0 0 -1 0,,0 1 0 0 0,0 - -,,6.05,,
53.48,,,,,50.74,,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.50 4.75 5.75 5.50,,5.75 6.00 5.75 5.50 5.50,5.25 - -,,5.60,,
Transition / Linking Footwork  1.60 5.00 4.00 4.75 4.75,,5.00 5.50 5.00 4.75 4.75,4.75 - -,,4.85,,
Performance / Execution  1.60 4.75 4.00 5.50 5.25,,5.50 5.00 4.75 5.50 5.25,5.25 - -,,5.15,,
Choreography / Composition  1.60 5.25 4.75 4.50 5.25,,5.50 5.50 5.50 5.50 5.25,5.25 - -,,5.25,,
Interpretation  1.60 4.75 4.25 4.75 5.25,,5.25 5.25 5.00 5.25 4.75,4.75 - -,,5.00,,
Judges Total Program Component Score (factored),,,,,41.36,,
Deductions: Falls: -1.00,,,,,-1.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
8 Huibo DONG / Yiming WU CHN,,76.33  38.17,40.16,,2.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 3T+2T  5.30  0.60 1 0 1 0,,1 0 1 1 0,1 - -,,5.90,,
2 3S  4.50 -3.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3,-3 - -,,1.50,,
3 2LzTw1  3.00  0.30 0 1 1 -1,,1 0 1 1 0,0 - -,,3.30,,
4 SlSt1  1.80 -0.06 0 0 0 0,,0 -1 -1 0 0,0 - -,,1.74,,
5 5ALi3  6.00 -0.14 0 -1 -1 0,,0 0 0 0 0,1 - -,,5.86,,
6 3LoTh  5.50 x -0.70 -1 1 -1 -1,,-1 -1 -1 -1 0,-1 - -,,4.80,,
7 3STh  4.95 x -2.00 -3 -2 -3 -3,,-3 -3 -3 -3 -3,-3 - -,,2.95,,
8 BiDs1  2.80 -0.28 0 0 -1 -1,,0 1 -1 0 0,0 - -,,2.52,,
9 3Li4  4.40 x -0.20 -1 0 -1 -1,,0 0 -1 0 -1,0 - -,,4.20,,
10 FCCoSp2  2.50 -0.30 0 -2 -1 -2,,-1 0 -1 0 -2,0 - -,,2.20,,
11 5TLi  0.00 x  0.00 - - - -,,- - - - -,- - -,,0.00,,
12 PCoSp2  3.50 -0.30 -2 0 -2 -1,,-1 -1 -2 -1 -1,0 - -,,3.20,,
44.25,,,,,38.17,,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.50 5.25 5.75 5.25,,5.75 5.75 5.50 5.75 5.50,5.50 - -,,5.55,,
Transition / Linking Footwork  1.60 5.00 4.00 4.00 4.75,,5.25 5.50 5.00 5.00 4.50,4.75 - -,,4.75,,
Performance / Execution  1.60 4.50 4.25 5.25 5.00,,5.25 5.50 4.25 5.50 4.75,5.00 - -,,4.95,,
Choreography / Composition  1.60 5.50 4.75 4.00 5.00,,5.50 5.50 5.00 5.50 5.00,5.25 - -,,5.10,,
Interpretation  1.60 4.50 4.50 3.75 5.00,,5.00 5.25 4.50 5.00 4.50,4.75 - -,,4.75,,
Judges Total Program Component Score (factored),,,,,40.16,,
Deductions: Falls: -2.00,,,,,-2.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Printed: 01.11.2008 14:48:02,,,,,,,
