ISU GP HomeSense Skate Canada Int. 2008,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
Transition / Linking Footwork  1.60 6.25 6.25 7.00 6.00,,6.75 5.25 4.75 6.00 6.50,5.75 - -,,6.10,,
Performance / Execution  1.60 6.50 7.25 7.00 6.25,,7.00 5.50 7.00 6.75 6.50,6.50 - -,,6.75,,
Choreography / Composition  1.60 6.25 6.75 7.50 6.25,,7.25 5.00 6.50 6.50 6.50,6.50 - -,,6.55,,
Interpretation  1.60 6.50 7.00 7.50 5.75,,7.00 5.25 6.00 6.50 6.75,6.25 - -,,6.50,,
Judges Total Program Component Score (factored),,,,,52.08,,
Deductions:,,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP HomeSense Skate Canada Int. 2008,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
3 Fumie SUGURI JPN,,105.94  52.02,53.92,,0.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 3Lz+2T  7.30  0.80 1 1 0 0,,1 0 1 1 1,1 - -,,8.10,,
2 3F  5.50  1.20 1 1 0 1,,2 1 Info 2 1 2,1 - -,,6.70,,Info
3 2A  3.50  1.40 2 1 1 1,,2 0 2 0 2,2 - -,,4.90,,
4 CUSp4  2.90  0.40 1 1 1 0,,2 1 1 0 1,1 - -,,3.30,,
5 SpSq4  3.40  0.40 1 0 0 1,,1 0 1 0 0,1 - -,,3.80,,
6 3Lz  6.60 x  1.00 1 1 0 1,,1 1 1 1 1,1 - -,,7.60,,
7 3T  4.40 x  1.00 1 1 1 1,,1 0 1 1 2,1 - -,,5.40,,
8 1F  0.55 x -0.18 -1 -2 -1 -2,,-2 -3 -1 -2 -2,-2 - -,,0.37,,
9 2A  3.85 x  0.00 1 0 0 0,,1 0 0 0 1,0 - -,,3.85,,
10 CCoSp4  3.50  0.70 2 2 2 2,,1 2 1 1 1,1 - -,,4.20,,
11 SlSt3  3.30  0.50 2 1 2 1,,2 0 1 1 1,1 - -,,3.80,,
12 CCoSp1* *  0.00  0.00 - - - -,,- - - - -,- - -,,0.00,,
44.80,,,,,52.02,,
Program Components Factor,,,,,,,
Skating Skills  1.60 7.25 7.25 7.50 7.00,,7.50 6.00 7.50 6.75 7.25,7.25 - -,,7.25,,
Transition / Linking Footwork  1.60 7.00 6.75 4.75 6.25,,7.00 5.00 6.00 6.00 6.50,6.75 - -,,6.30,,
Performance / Execution  1.60 7.25 7.00 6.75 6.50,,7.25 5.75 7.50 6.25 7.00,7.00 - -,,6.85,,
Choreography / Composition  1.60 7.25 7.00 6.25 6.50,,7.50 5.50 7.00 6.50 6.75,7.00 - -,,6.75,,
Interpretation  1.60 7.50 7.00 6.00 6.50,,7.50 5.50 6.00 6.25 7.00,7.00 - -,,6.55,,
Judges Total Program Component Score (factored),,,,,53.92,,
Deductions:,,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
4 Carolina KOSTNER ITA,,104.20  51.08,53.12,,0.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 3F+2T  6.80 -0.20 0 0 0 -1,,0 0 0 1 -1,0 - -,,6.60,,
2 3Lz  6.00 -1.20 -2 -2 -1 -2,,-1 -2 -1 -1 -1,-1 - -,,4.80,,
3 2F  1.70  0.50 0 1 2 1,,2 1 1 1 0,1 - -,,2.20,,
4 3Lo  5.00 -1.00 -1 -1 -1 -1,,-1 0 -1 0 -1,-1 - -,,4.00,,
5 CCoSp4  3.50  0.10 1 0 0 0,,1 -1 1 0 0,1 - -,,3.60,,
6 2A+2T+2Lo  6.93 x  0.20 0 0 1 0,,0 0 1 0 0,0 - -,,7.13,,
7 3S+2Lo  6.60 x  0.40 1 0 0 0,,1 0 1 1 0,1 - -,,7.00,,
8 FCSp4  3.20  0.00 1 0 0 0,,-1 0 0 0 0,0 - -,,3.20,,
9 SpSq3  3.10  0.30 1 0 1 1,,1 0 1 0 0,1 - -,,3.40,,
10 2A  3.85 x  0.00 -1 0 0 0,,1 0 0 -1 1,0 - -,,3.85,,
11 CSSp1  1.90  0.00 1 0 0 0,,0 0 0 0 0,0 - -,,1.90,,
12 CiSt3  3.30  0.10 0 0 -1 1,,1 0 0 1 0,0 - -,,3.40,,
51.88,,,,,51.08,,
Program Components Factor,,,,,,,
Skating Skills  1.60 7.25 6.75 7.50 7.00,,7.25 6.75 7.25 6.50 6.75,7.50 - -,,7.05,,
Transition / Linking Footwork  1.60 7.00 6.50 6.75 6.00,,6.75 5.75 6.25 6.00 6.00,6.75 - -,,6.30,,
Performance / Execution  1.60 7.25 6.75 6.75 6.50,,6.50 6.25 7.00 6.50 6.25,7.25 - -,,6.70,,
Choreography / Composition  1.60 7.25 7.00 7.50 6.50,,6.75 6.50 6.50 6.25 6.50,6.75 - -,,6.65,,
Interpretation  1.60 7.00 6.75 7.00 6.25,,6.25 6.25 6.25 6.25 6.25,7.00 - -,,6.50,,
Judges Total Program Component Score (factored),,,,,53.12,,
Deductions:,,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP HomeSense Skate Canada Int. 2008,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
5 Caroline ZHANG USA,,97.52  52.68,45.84,,1.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 3F+3T  9.50  0.00 0 1 0 0,,-1 0 0 0 0,0 - -,,9.50,,
2 1Lz !  0.60 -0.08 0 0 -1 -1,,-1 -3Info 0 -1 -1,-1 - -,,0.52,,Info
3 2A  3.50  0.00 0 0 0 0,,0 0 0 0 0,0 - -,,3.50,,
4 CCoSp4  3.50  0.70 1 1 1 2,,1 1 1 1 2,2 - -,,4.20,,
5 SpSq3  3.10  0.50 2 1 1 1,,2 1 1 2 1,1 - -,,3.60,,
6 3F  5.50 -3.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3,-3 - -,,2.50,,
7 3Lo  5.50 x -0.20 0 0 0 0,,0 0 0 -1 -1,0 - -,,5.30,,
8 SlSt2  2.30  0.10 0 0 0 0,,0 0 0 1 1,0 - -,,2.40,,
9 3S+2T  6.38 x  0.00 0 0 0 0,,0 0 0 0 -1,0 - -,,6.38,,
10 3Lo+2T+2Lo  8.58 x -0.20 0 0 0 0,,-2 0 0 -1 -1,0 - -,,8.38,,
11 FSSp3  2.60  0.10 1 0 0 1,,0 0 0 0 1,0 - -,,2.70,,
12 LSp4  2.70  1.00 2 2 2 2,,3 0 2 2 1,2 - -,,3.70,,
53.76,,,,,52.68,,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.75 5.75 6.00 6.00,,5.25 5.50 6.50 5.50 6.50,6.50 - -,,6.15,,
Transition / Linking Footwork  1.60 5.50 5.50 4.00 5.50,,4.50 5.00 5.00 5.75 5.50,5.50 - -,,5.40,,
Performance / Execution  1.60 5.75 5.25 5.75 5.75,,5.50 4.75 5.50 6.00 6.25,5.75 - -,,5.75,,
Choreography / Composition  1.60 5.75 5.75 5.50 5.50,,5.00 5.25 6.00 6.00 6.25,6.00 - -,,5.85,,
Interpretation  1.60 6.00 5.25 4.00 5.75,,4.75 5.00 5.00 5.75 5.75,6.00 - -,,5.50,,
Judges Total Program Component Score (factored),,,,,45.84,,
Deductions: Falls: -1.00,,,,,-1.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
6 Beatrisa LIANG USA,,92.20  47.28,45.92,,1.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 3Lz+2T !  7.30 -1.60 -1 -1 -2 -2,,-2 -2 -2 -1 -3,-1 - -,,5.70,,
2 3F  5.50  0.00 0 0 0 0,,0 0 0 0 0,0 - -,,5.50,,
3 2Lo  1.50 -0.36 -1 -2 -1 -1,,-1 -1 -1 -1 -2,-1 - -,,1.14,,
4 SSp4  2.50  0.00 0 0 0 0,,0 0 0 0 0,0 - -,,2.50,,
5 SpSq4  3.40  0.80 1 1 1 1,,1 0 1 1 0,0 - -,,4.20,,
6 3Lz e  6.00 -3.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3,-3 - -,,3.00,,
7 FSSp4  3.00  0.00 0 0 0 1,,0 0 0 0 0,0 - -,,3.00,,
8 3F+2T  7.48 x -2.00 -2 -2 -2 -1,,-2 -2 -2 -2 -2,-2 - -,,5.48,,
9 CCoSp3  3.00 -0.06 1 0 -1 -1,,-2 -1 1 0 0,0 - -,,2.94,,
10 3T+2T+1T  6.27 x  0.00 0 0 0 0,,0 0 0 0 0,0 - -,,6.27,,
11 SlSt3  3.30  0.40 1 1 1 1,,1 1 0 0 1,1 - -,,3.70,,
12 2A  3.85 x  0.00 0 0 0 0,,0 0 0 0 0,0 - -,,3.85,,
53.10,,,,,47.28,,
Program Components Factor,,,,,,,
Skating Skills  1.60 6.25 6.00 6.50 5.75,,6.25 6.25 6.50 6.00 6.25,6.00 - -,,6.15,,
Transition / Linking Footwork  1.60 5.75 5.25 5.00 5.25,,4.50 5.25 5.00 5.50 5.50,5.50 - -,,5.30,,
Performance / Execution  1.60 6.00 5.75 6.00 5.75,,5.75 5.50 6.25 5.75 6.00,6.25 - -,,5.95,,
Choreography / Composition  1.60 6.25 5.50 6.00 5.50,,5.50 5.25 5.50 5.50 6.00,5.75 - -,,5.65,,
Interpretation  1.60 6.00 5.50 5.75 5.50,,5.75 5.75 5.75 5.50 5.75,5.75 - -,,5.65,,
Judges Total Program Component Score (factored),,,,,45.92,,
Deductions: Falls: -1.00,,,,,-1.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP HomeSense Skate Canada Int. 2008,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
7 Cynthia PHANEUF CAN,,88.41  44.25,46.16,,2.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 3T+2A+SEQ  6.00  0.80 1 1 0 2,,1 1 1 0 1,1 - -,,6.80,,
2 1Lz  0.60 -0.10 -1 -2 -1 -1,,0 -3Info -1 0 -1,-1 - -,,0.50,,Info
3 3Lo  5.00  0.80 1 1 1 0,,0 1 1 1 0,1 - -,,5.80,,
4 FSSp4  3.00  0.00 0 0 0 0,,0 0 0 0 0,-1 - -,,3.00,,
5 3F  5.50 -3.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3,-3 - -,,2.50,,
6 3S  4.95 x  0.00 0 0 0 0,,0 0 0 0 0,0 - -,,4.95,,
7 SpSq3  3.10  0.00 0 0 1 0,,0 0 0 0 0,0 - -,,3.10,,
8 3Lz  6.60 x -0.40 0 0 0 -1,,-1 0 0 0 -1,-1 - -,,6.20,,
9 SlSt3  3.30  0.40 1 1 0 1,,2 1 0 1 1,1 - -,,3.70,,
10 3T  4.40 x -3.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3,-3 - -,,1.40,,
11 CSSp2  2.30  0.10 1 0 0 1,,1 0 0 1 0,0 - -,,2.40,,
12 CCoSp4  3.50  0.40 1 0 2 1,,1 1 1 1 0,1 - -,,3.90,,
48.25,,,,,44.25,,
Program Components Factor,,,,,,,
Skating Skills  1.60 6.25 5.75 5.75 6.25,,6.25 5.75 7.00 6.50 5.75,5.25 - -,,6.00,,
Transition / Linking Footwork  1.60 5.75 5.25 4.00 5.50,,5.50 4.25 5.50 5.75 5.00,5.00 - -,,5.25,,
Performance / Execution  1.60 6.25 6.00 5.50 6.25,,6.00 4.75 6.50 6.25 5.25,5.50 - -,,5.90,,
Choreography / Composition  1.60 6.50 6.00 5.75 5.75,,5.75 4.25 6.25 6.00 5.50,6.00 - -,,5.90,,
Interpretation  1.60 6.25 5.75 4.50 5.50,,5.75 5.00 6.50 6.50 5.25,6.00 - -,,5.80,,
Judges Total Program Component Score (factored),,,,,46.16,,
Deductions: Falls: -2.00,,,,,-2.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
8 Jenna MCCORKELL GBR,,87.73  43.45,45.28,,1.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 2A  3.50  1.00 1 0 1 1,,1 1 1 1 1,1 - -,,4.50,,
2 3Lz  6.00  0.00 0 0 0 0,,0 -1 0 0 0,0 - -,,6.00,,
3 1F  0.50 -0.02 0 -1 0 0,,0 -3 0 0 -1,0 - -,,0.48,,
4 3Lo  5.00  0.40 1 0 1 1,,1 0 1 0 0,0 - -,,5.40,,
5 CCoSp4  3.50  0.20 1 0 0 1,,0 0 0 0 1,1 - -,,3.70,,
6 3T+2T  5.83 x -1.60 -1 -2 -2 -1,,-2 -2 -1 -1 -2,-2 - -,,4.23,,
7 SpSq3  3.10  0.20 0 0 1 0,,0 0 1 0 0,1 - -,,3.30,,
8 3F  6.05 x  0.00 0 0 0 0,,0 -1 0 -1 0,0 - -,,6.05,,
9 LSp2  1.90  0.00 1 0 0 0,,0 0 0 0 0,0 - -,,1.90,,
10 SlSt3  3.30  0.30 0 0 1 0,,1 0 1 0 1,1 - -,,3.60,,
11 2A  3.85 x -2.50 -3 -3 -3 -3,,-3 -2 -3 -3 -3,-3 - -,,1.35,,
12 FSSp4  3.00 -0.06 0 0 -1 0,,0 0 0 0 -1,0 - -,,2.94,,
45.53,,,,,43.45,,
Program Components Factor,,,,,,,
Skating Skills  1.60 6.00 6.00 6.00 5.75,,6.00 5.50 6.50 6.00 6.25,6.25 - -,,6.10,,
Transition / Linking Footwork  1.60 5.50 5.25 5.00 4.00,,5.00 4.25 5.50 5.00 5.75,6.00 - -,,5.30,,
Performance / Execution  1.60 5.50 5.25 5.50 5.25,,5.50 4.75 6.25 5.25 6.00,6.50 - -,,5.65,,
Choreography / Composition  1.60 5.75 5.75 5.75 5.00,,5.25 4.75 6.50 5.25 6.00,6.25 - -,,5.80,,
Interpretation  1.60 5.75 5.00 5.00 4.75,,5.25 4.50 6.25 4.75 6.25,6.25 - -,,5.45,,
Judges Total Program Component Score (factored),,,,,45.28,,
Deductions: Falls: -1.00,,,,,-1.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP HomeSense Skate Canada Int. 2008,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
9 Nana TAKEDA JPN,,83.79  42.83,40.96,,0.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 3Lo  5.00  1.20 0 1 1 1,,1 2 2 1 1,2 - -,,6.20,,
2 2S  1.30  0.00 0 0 0 0,,0 0 Info 0 0 0,0 - -,,1.30,,Info
3 FCoSp4  3.00  0.20 1 0 1 0,,1 -1 1 0 0,1 - -,,3.20,,
4 3S< <  1.30 -0.60 -2 -2 -2 -2,,-2 -2 -2 -3 -2,-1 - -,,0.70,,
5 CCoSp4  3.50  0.20 1 0 1 0,,0 0 1 0 0,1 - -,,3.70,,
6 SpSq4  3.40  0.00 0 0 0 0,,1 0 0 0 0,0 - -,,3.40,,
7 3Lo+SEQ  4.40 x -2.80 -3 -3 -3 -3,,-3 -2 -3 -3 -2,-2 - -,,1.60,,
8 2T+2A+SEQ  4.22 x  0.00 0 0 1 0,,1 0 0 0 0,0 - -,,4.22,,
9 3T  4.40 x  0.60 0 0 1 0,,0 0 0 1 1,1 - -,,5.00,,
10 2A+2T+2T  6.71 x  0.00 0 0 0 0,,0 0 0 0 0,0 - -,,6.71,,
11 CiSt3  3.30  0.00 0 0 0 0,,0 0 0 0 0,0 - -,,3.30,,
12 LSp4  2.70  0.80 1 1 2 2,,1 1 2 1 1,2 - -,,3.50,,
43.23,,,,,42.83,,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.25 5.50 5.50 5.50,,5.75 5.00 6.50 5.75 5.75,6.25 - -,,5.75,,
Transition / Linking Footwork  1.60 5.00 5.00 3.75 4.50,,3.75 4.25 4.75 5.00 4.75,4.50 - -,,4.70,,
Performance / Execution  1.60 5.25 5.00 4.75 5.00,,5.50 4.50 6.00 5.25 5.25,5.00 - -,,5.10,,
Choreography / Composition  1.60 5.00 5.50 4.75 4.75,,4.25 4.00 5.00 5.25 5.25,5.25 - -,,5.10,,
Interpretation  1.60 5.25 5.00 3.75 4.75,,4.00 4.25 5.00 5.00 5.00,5.25 - -,,4.95,,
Judges Total Program Component Score (factored),,,,,40.96,,
Deductions:,,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
10 Jenni VAHAMAA FIN,,77.85  34.33,45.52,,2.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 3F  5.50 -3.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3,-3 - -,,2.50,,
2 1Lz !  0.60 -0.08 0 0 -1 -1,,-1 -3 0 -1 -1,-1 - -,,0.52,,
3 2S  1.30 -0.12 0 0 0 -1,,0 0 0 0 -1,-1 - -,,1.18,,
4 FCSp3  2.80  0.60 1 1 2 2,,1 1 1 1 1,1 - -,,3.40,,
5 2A+2T  4.80  0.80 0 1 1 1,,1 0 0 1 0,1 - -,,5.60,,
6 3T  4.40 x -3.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3,-3 - -,,1.40,,
7 SpSq3  3.10  0.60 1 1 1 1,,2 0 1 2 2,1 - -,,3.70,,
8 2S  1.43 x  0.00 0 1 0 0,,0 0 0 0 0,0 - -,,1.43,,
9 FSSp4  3.00  0.30 1 1 1 1,,1 0 0 1 0,0 - -,,3.30,,
10 2F+2T  3.30 x  0.10 0 1 1 0,,1 0 0 0 0,0 - -,,3.40,,
11 SlSt3  3.30  0.20 1 1 0 0,,1 0 0 1 1,0 - -,,3.50,,
12 CCoSp4  3.50  0.90 2 2 2 2,,2 0 1 2 1,2 - -,,4.40,,
37.03,,,,,34.33,,
Program Components Factor,,,,,,,
Skating Skills  1.60 6.25 5.25 7.00 6.25,,6.75 4.75 6.75 5.75 5.00,5.00 - -,,5.80,,
Transition / Linking Footwork  1.60 5.25 5.00 6.75 5.75,,6.00 4.25 5.50 5.50 4.75,4.75 - -,,5.30,,
Performance / Execution  1.60 5.50 5.75 6.00 6.00,,6.25 4.00 5.50 5.75 5.25,5.00 - -,,5.65,,
Choreography / Composition  1.60 5.75 5.50 7.00 5.75,,6.50 4.00 6.00 6.00 5.25,4.75 - -,,5.70,,
Interpretation  1.60 5.50 5.75 6.75 6.25,,6.25 4.25 6.25 6.25 5.50,4.75 - -,,6.00,,
Judges Total Program Component Score (factored),,,,,45.52,,
Deductions: Falls: -2.00,,,,,-2.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP HomeSense Skate Canada Int. 2008,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
11 Elena GLEBOVA EST,,75.20  38.56,38.64,,2.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 2A+3T  7.50  1.00 1 1 1 1,,0 1 1 1 1,1 - -,,8.50,,
2 2Lo  1.50  0.00 0 0 0 0,,0 0 Info 0 0 0,0 - -,,1.50,,Info
3 CUSp2  2.00  0.00 0 0 0 -1,,-1 0 0 0 0,1 - -,,2.00,,
4 2A+3T< <  4.80 -2.32 -2 -2 -3 -3,,-3 -3 -3 -3 -3,-2 - -,,2.48,,
5 SpSq4  3.40  0.00 1 0 0 0,,0 0 0 0 0,0 - -,,3.40,,
6 3S  4.95 x -3.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3,-3 - -,,1.95,,
7 2A  3.85 x  0.00 0 0 0 0,,0 0 0 -1 0,0 - -,,3.85,,
8 CCoSp3  3.00  0.10 0 -1 1 0,,0 1 0 1 0,0 - -,,3.10,,
9 3S+2T  6.38 x  0.20 0 0 0 0,,1 -1 0 0 1,1 - -,,6.58,,
10 1Lz  0.66 x -0.06 0 -1 -1 -1,,0 -3 0 0 0,-1 - -,,0.60,,
11 SlSt2  2.30  0.00 0 -1 0 0,,0 0 0 0 0,0 - -,,2.30,,
12 FSSp2  2.30  0.00 0 0 1 0,,0 -1 0 0 0,0 - -,,2.30,,
42.64,,,,,38.56,,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.25 5.25 5.75 5.25,,5.25 4.25 6.00 5.50 5.00,5.00 - -,,5.35,,
Transition / Linking Footwork  1.60 4.75 4.75 4.75 4.50,,4.25 3.25 3.75 4.75 4.50,4.00 - -,,4.50,,
Performance / Execution  1.60 5.25 5.00 5.25 4.75,,4.75 3.50 4.25 5.25 4.75,4.50 - -,,4.85,,
Choreography / Composition  1.60 5.25 5.00 5.50 5.00,,4.50 3.25 4.00 5.00 4.75,4.75 - -,,4.90,,
Interpretation  1.60 5.00 4.75 4.00 4.50,,4.50 3.25 4.00 5.00 4.75,4.75 - -,,4.55,,
