MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,,
2 3Lz+3T  10.00,0.14 0 0 0 0,,0 0 1 0,,-1,0 0 1,10.14
3 3F  5.50,-0.43 -1 -2 -1 -1,,-1 -1 0 -1,,0,0 0 0,5.07
4 FSSp3  2.30,0.07 1 0 0 0,,0 0 1 1,,0,0 0 -1,2.37
5 CiSt2  2.30,0.21 1 0 1 0,,1 1 0 1,,0,0 1 0,2.51
6 CCoSp4  3.50,0.50 1 0 2 0,,1 2 1 1,,2,0 1 1,4.00
7 CSSp4  3.00,0.00 0 -1 0 0,,0 1 0 0,,0,0 0 0,3.00
8 SlSt2  2.30,0.29 1 0 1 0,,0 0 1 1,,0,0 1 1,2.59
36.40,,,,,,,37.47
Program Components,Factor,,,,,,
Skating Skills,1.00 6.75 6.75 6.25 6.75,,6.50 6.50 7.25 6.75,,7.00,6.50 7.25 6.50,6.75
Transition / Linking Footwork,1.00 6.00 5.75 6.75 6.50,,6.00 6.00 7.00 6.00,,6.00,6.00 7.00 6.50,6.32
Performance / Execution,1.00 6.50 6.50 6.50 6.75,,6.25 6.25 7.25 6.25,,6.75,6.50 7.75 6.00,6.57
Choreography / Composition,1.00 6.25 6.00 6.50 6.75,,6.50 6.25 7.25 6.25,,6.25,6.25 7.75 6.25,6.46
Interpretation,1.00 6.50 6.50 6.25 6.50,,6.50 6.50 7.25 6.50,,6.50,6.50 7.25 6.25,6.57
Judges Total Program Component Score (factored),,,,,,,32.67
Deductions:,,,,,,,0.00
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
4 Kevin VAN DER PERREN,BEL,,67.18  33.86,,,33.32,0.00
"# Executed Base",GOE,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3A  7.50,0.29 1 0 0 0,,1 1 1 0,,0,0 0 1,7.79
2 3F+3T  9.50,1.00 1 2 1 1,,1 1 1 1,,1,1 0 1,10.50
3 CSSp1  1.70,0.07 0 0 -1 1,,1 0 0 0,,0,0 0 1,1.77
4 SlSt1  1.80,0.00 1 0 0 1,,1 0 0 0,,0,0 0 0,1.80
5 3Lz  6.00,0.29 1 1 0 1,,0 1 1 -1,,-1,0 1 2,6.29
6 CCoSp1  2.00,0.00 0 0 0 0,,1 0 0 0,,0,0 0 0,2.00
7 CiSt1  1.80,0.07 0 0 1 0,,1 1 0 0,,0,0 0 0,1.87
8 FSSp1  1.70,0.14 0 0 1 0,,1 0 0 0,,1,0 0 0,1.84
32.00,,,,,,,33.86
Program Components,Factor,,,,,,
Skating Skills,1.00 6.75 6.50 7.00 7.75,,7.00 6.75 7.00 6.50,,7.00,6.75 7.50 6.75,6.86
Transition / Linking Footwork,1.00 6.75 6.00 6.50 7.50,,6.75 6.50 6.50 6.25,,6.25,6.50 7.25 6.75,6.50
Performance / Execution,1.00 7.25 7.00 6.75 7.75,,7.00 6.75 7.00 6.75,,6.75,6.50 7.75 6.50,6.82
Choreography / Composition,1.00 7.00 6.25 6.50 7.75,,6.75 6.50 6.75 6.50,,6.25,6.50 7.50 6.25,6.50
Interpretation,1.00 7.00 6.50 6.50 7.75,,6.75 6.75 7.00 6.50,,6.50,6.75 7.25 6.50,6.64
Judges Total Program Component Score (factored),,,,,,,33.32
Deductions:,,,,,,,0.00
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
5 Andrei LUTAI,RUS,,66.97  36.66,,,30.31,0.00
"# Executed Base",GOE,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3A  7.50,-0.29 1 -2 0 0,,1 0 0 0,,0,-1 -1 0,7.21
2 3Lz+3T  10.00,0.57 1 0 1 1,,1 1 1 1,,0,0 0 1,10.57
3 3Lo  5.00,0.71 1 0 1 1,,1 1 1 1,,0,0 1 1,5.71
4 FCSp2  2.00,0.07 0 0 0 0,,1 1 0 0,,0,1 0 0,2.07
5 CiSt2  2.30,0.36 2 0 0 1,,0 1 1 1,,2,1 1 1,2.66
6 CSSp2  2.00,0.50 2 1 1 0,,1 1 0 1,,1,0 2 2,2.50
7 SlSt2  2.30,0.50 1 1 0 0,,1 1 1 1,,1,1 1 1,2.80
8 CCoSp3  3.00,0.14 1 0 0 0,,0 1 0 1,,1,0 0 1,3.14
34.10,,,,,,,36.66
Program Components,Factor,,,,,,
Skating Skills,1.00 7.00 6.25 6.25 6.50,,6.25 6.75 6.50 6.50,,6.25,6.00 6.50 6.25,6.32
Transition / Linking Footwork,1.00 6.25 5.50 5.75 6.25,,6.00 6.50 6.25 6.00,,5.50,5.75 7.00 6.00,5.89
Performance / Execution,1.00 7.25 6.00 6.00 6.50,,5.75 6.75 6.50 6.50,,5.75,6.00 7.25 5.75,6.07
Choreography / Composition,1.00 7.00 5.75 6.00 6.50,,5.75 7.00 6.50 6.25,,5.75,5.75 7.50 5.50,5.96
Interpretation,1.00 7.00 5.75 5.75 6.50,,6.00 7.00 6.75 6.25,,6.00,6.00 7.00 5.75,6.07
Judges Total Program Component Score (factored),,,,,,,30.31
Deductions:,,,,,,,0.00
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
6 Alban PREAUBERT,FRA,,66.10  34.14,,,31.96,0.00
"# Executed Base",GOE,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3A  7.50,0.86 1 1 1 1,,1 1 1 1,,0,0 1 1,8.36
2 3F+2T  6.80,-0.43 0 -1 -1 0,,0 0 0 -1,,0,-1 0 0,6.37
3 FSSp3  2.30,0.03 0 -2 0 0,,1 0 1 0,,0,0 -1 0,2.33
4 3Lz  6.00,-2.00 -2 -2 -2 -2,,-2 -2 -2 -2,,-2,-2 -2 -2,4.00
5 CiSt3  3.10,0.50 1 1 1 0,,1 1 1 1,,1,1 1 1,3.60
6 CSSp3  2.30,0.01 0 -1 -1 0,,1 1 0 0,,1,-1 -1 1,2.31
7 SlSt3  3.10,0.43 2 1 1 0,,1 1 0 1,,0,1 1 1,3.53
8 CCoSp4  3.50,0.14 0 0 0 0,,1 1 1 0,,1,0 -1 0,3.64
34.60,,,,,,,34.14
Program Components,Factor,,,,,,
Skating Skills,1.00 6.25 5.50 6.00 6.25,,6.75 6.25 6.50 6.25,,6.75,5.75 6.25 6.50,6.29
Transition / Linking Footwork,1.00 6.00 6.25 6.25 6.25,,6.25 6.00 6.25 6.00,,6.00,5.50 6.25 6.50,6.18
Performance / Execution,1.00 6.50 6.25 6.50 6.25,,6.50 6.50 6.50 6.75,,6.25,5.75 6.00 7.00,6.39
Choreography / Composition,1.00 7.00 6.50 6.25 6.25,,6.25 6.50 6.25 6.50,,6.75,6.00 7.00 6.75,6.46
Interpretation,1.00 7.25 6.75 6.25 6.50,,6.50 6.75 6.50 6.75,,7.00,6.00 6.75 7.00,6.64
Judges Total Program Component Score (factored),,,,,,,31.96
Deductions:,,,,,,,0.00
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
7 Kristoffer BERNTSSON,SWE,,64.83  33.80,,,31.03,0.00
"# Executed Base",GOE,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3Lz+3T  10.00,-0.14 0 -1 -1 -1,,0 0 0 0,,0,0 0 0,9.86
2 3A  7.50,-2.57 -2 -3 -3 -2,,-2 -2 -2 -2,,-2,-3 -3 -3,4.93
3 3F  5.50,0.14 0 0 -1 0,,0 0 0 1,,0,0 0 1,5.64
4 FSSp2  2.00,0.50 1 1 1 0,,1 1 1 1,,1,0 1 1,2.50
5 CiSt2  2.30,0.36 1 0 0 0,,1 1 1 1,,1,0 1 1,2.66
6 CSSp3  2.30,0.14 0 0 0 0,,1 1 1 0,,1,0 0 0,2.44
7 SlSt2  2.30,-0.17 -1 -1 0 -1,,0 -1 0 -1,,-1,-1 -1 0,2.13
8 CCoSp4  3.50,0.14 1 1 0 1,,0 1 1 0,,0,1 0 0,3.64
35.40,,,,,,,33.80
Program Components,Factor,,,,,,
Skating Skills,1.00 6.00 6.00 5.75 5.75,,6.50 5.75 6.50 6.00,,6.50,6.00 6.50 6.00,6.21
Transition / Linking Footwork,1.00 5.75 6.00 5.75 5.50,,6.25 5.50 6.00 5.75,,6.00,5.50 6.00 6.00,5.93
Performance / Execution,1.00 6.50 6.50 5.75 5.50,,6.50 5.75 6.50 6.25,,6.50,6.00 5.75 6.25,6.25
Choreography / Composition,1.00 6.25 6.75 5.50 5.50,,6.50 5.75 6.25 6.00,,6.25,6.00 6.50 6.25,6.25
Interpretation,1.00 6.25 6.50 5.50 5.75,,6.50 5.75 6.50 6.25,,6.75,6.25 6.25 6.50,6.39
Judges Total Program Component Score (factored),,,,,,,31.03
Deductions:,,,,,,,0.00
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
8 Karel ZELENKA,ITA,,64.53  36.35,,,28.18,0.00
"# Executed Base",GOE,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 2A  3.30,1.00 1 1 1 0,,1 1 1 1,,1,1 1 1,4.30
2 3F+3T  9.50,0.00 0 0 -1 0,,0 1 0 0,,0,0 0 1,9.50
3 FSSp4  3.00,0.21 0 0 1 0,,1 1 0 0,,0,1 -1 1,3.21
4 3Lz  6.00,-0.14 1 -1 0 1,,1 1 1 -1,,-1,0 0 0,5.86
5 CSSp4  3.00,-0.30 0 -3 -1 -1,,1 0 -2 -2,,0,-1 0 -1,2.70
6 SlSt3  3.10,0.29 0 0 0 0,,1 1 0 1,,1,0 1 1,3.39
7 CiSt3  3.10,0.29 0 1 0 0,,1 1 0 1,,0,0 1 1,3.39
8 CCoSp4  3.50,0.50 1 1 1 1,,0 1 1 1,,1,1 1 1,4.00
34.50,,,,,,,36.35
Program Components,Factor,,,,,,
Skating Skills,1.00 5.75 6.00 5.75 5.25,,6.25 5.50 6.00 5.25,,5.75,5.50 5.75 5.50,5.75
Transition / Linking Footwork,1.00 4.75 5.50 5.25 5.00,,5.75 5.25 5.25 5.00,,5.00,5.00 6.00 5.50,5.32
Performance / Execution,1.00 5.50 5.75 5.50 5.25,,6.00 5.50 5.50 5.25,,5.75,5.25 6.25 6.00,5.68
Choreography / Composition,1.00 5.50 6.25 5.25 5.00,,5.75 5.50 5.75 5.00,,5.50,5.50 6.50 5.75,5.68
Interpretation,1.00 5.25 6.00 5.25 5.25,,6.00 5.50 5.75 5.50,,5.75,5.50 6.75 5.75,5.75
Judges Total Program Component Score (factored),,,,,,,28.18
Deductions:,,,,,,,0.00
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
9 Anton KOVALEVSKI,UKR,,63.67  34.88,,,28.79,0.00
"# Executed Base",GOE,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3A  7.50,-1.86 -1 -2 -2 -1,,-2 -2 -2 -1,,-1,-2 -2 -2,5.64
2 3F+3T  9.50,0.14 0 -1 0 0,,1 1 1 0,,0,0 0 0,9.64
3 3Lz  6.00,-0.43 0 0 -1 0,,0 0 -1 -1,,0,0 -1 0,5.57
4 FSSp3  2.30,0.14 0 0 1 0,,1 1 0 0,,0,0 0 1,2.44
5 CiSt2  2.30,0.21 1 0 0 0,,2 0 0 1,,0,0 1 1,2.51
6 CSSp4  3.00,0.21 1 1 0 0,,1 1 0 0,,1,0 0 1,3.21
7 SlSt2  2.30,0.36 1 0 1 0,,1 1 0 1,,0,1 1 1,2.66
8 CCoSp3  3.00,0.21 1 0 0 0,,2 0 1 0,,1,0 0 1,3.21
35.90,,,,,,,34.88
Program Components,Factor,,,,,,
Skating Skills,1.00 6.00 5.50 6.00 5.50,,6.75 5.50 6.25 5.75,,6.00,5.75 6.25 5.50,5.93
Transition / Linking Footwork,1.00 5.00 4.75 5.50 5.25,,6.50 5.25 5.75 5.00,,5.25,5.50 5.75 5.25,5.43
Performance / Execution,1.00 6.00 5.50 6.00 5.50,,6.50 5.50 6.00 5.50,,5.75,5.75 6.75 5.75,5.89
Choreography / Composition,1.00 5.75 5.25 5.50 5.50,,6.25 5.50 6.00 5.25,,5.50,5.75 6.75 5.50,5.68
Interpretation,1.00 6.00 5.50 5.75 5.25,,6.50 5.50 6.25 5.50,,5.50,5.75 6.50 5.75,5.86
Judges Total Program Component Score (factored),,,,,,,28.79
Deductions:,,,,,,,0.00
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",,,Total Total,,Total,Total
"",NOC,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,,Score Score,,Score (factored),
"",,,= +,,+,-
10 Yannick PONSERO,FRA,,63.11  29.61,,33.50,0.00
"# Executed Base",GOE,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 3A  7.50,-2.43 -2 -3 -2 -2,,-2 -2 -3 -2,,-2 -3 -3 -2,5.07
2 4T+COMBO  9.00,-2.71 -3 -3 -3 -3,,-2 -3 -3 -3,,-2 -3 -1 -3,6.29
3 CCoSp3  3.00,0.50 1 2 0 0,,1 0 1 1,,1 1 1 1,3.50
4 3S  4.50,0.29 1 0 0 0,,1 0 1 1,,0 0 0 0,4.79
5 CSSp3  2.30,0.00 1 0 0 0,,0 0 0 0,,0 0 0 0,2.30
6 CiSt2  2.30,0.50 1 1 1 1,,1 1 1 1,,1 1 1 1,2.80
7 FSSp1  1.70,0.36 1 1 0 0,,1 0 1 0,,0 1 1 1,2.06
8 SlSt2  2.30,0.50 1 1 1 0,,1 0 1 1,,1 0 1 1,2.80
32.60,,,,,,29.61
Program Components,Factor,,,,,
Skating Skills,1.00 6.75 7.00 6.50 6.50,,6.50 6.50 7.25 6.50,,7.00 6.75 7.50 6.75,6.82
Transition / Linking Footwork,1.00 6.25 6.00 6.00 6.50,,6.25 6.25 6.75 6.25,,6.50 6.25 7.75 6.75,6.39
Performance / Execution,1.00 7.00 6.75 6.50 6.25,,6.00 6.50 7.00 6.75,,6.75 6.50 7.25 7.50,6.79
Choreography / Composition,1.00 6.75 7.00 6.25 6.50,,6.25 6.50 7.00 6.75,,6.50 6.50 8.00 7.25,6.75
Interpretation,1.00 7.00 6.25 6.25 6.50,,6.25 6.50 7.25 7.00,,6.75 6.50 7.50 7.25,6.75
Judges Total Program Component Score (factored),,,,,,33.50
Deductions:,,,,,,0.00
"",,,Total Total,,Total,Total
"",NOC,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,,Score Score,,Score (factored),
"",,,= +,,+,-
11 Jamal OTHMAN,SUI,,62.82  33.25,,29.57,0.00
"# Executed Base",GOE,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 3Lz+3T  10.00,-1.00 0 -1 -1 -1,,-1 -2 -1 -2,,-1 -1 -1 -1,9.00
2 3F  5.50,0.14 1 0 -1 0,,0 0 1 -1,,0 0 1 1,5.64
3 FSSp4  3.00,-0.03 0 -1 -2 -1,,-1 0 1 -1,,0 1 -1 1,2.97
4 SlSt3  3.10,0.21 2 0 0 1,,0 0 1 1,,0 0 1 2,3.31
5 2A  3.30,0.71 1 1 0 0,,1 1 0 1,,1 0 1 1,4.01
6 CiSt1  1.80,0.14 1 0 0 0,,1 0 0 1,,0 0 0 1,1.94
7 CCoSp4  3.50,0.29 1 1 0 1,,1 1 1 0,,0 1 0 1,3.79
8 CSSp3  2.30,0.29 0 -1 0 0,,1 1 1 0,,1 1 0 1,2.59
32.50,,,,,,33.25
Program Components,Factor,,,,,
Skating Skills,1.00 6.25 6.25 6.00 5.75,,6.00 5.50 6.25 5.50,,6.00 5.75 6.75 5.75,6.00
Transition / Linking Footwork,1.00 6.00 5.00 5.50 5.50,,5.75 5.50 6.00 5.25,,5.50 5.50 6.75 5.75,5.61
Performance / Execution,1.00 6.25 5.50 5.75 5.50,,6.00 5.50 6.00 5.75,,6.00 5.75 6.50 6.75,5.96
Choreography / Composition,1.00 6.50 5.75 5.75 5.75,,5.75 5.50 6.25 5.50,,5.75 6.00 7.25 6.50,5.96
Interpretation,1.00 6.25 5.25 5.50 5.50,,6.00 5.75 6.25 5.75,,6.00 6.00 7.00 6.75,6.04
Judges Total Program Component Score (factored),,,,,,29.57
Deductions:,,,,,,0.00
"",,,Total Total,,Total,Total
"",NOC,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,,Score Score,,Score (factored),
"",,,= +,,+,-
12 Gregor URBAS,SLO,,61.70  33.94,,27.76,0.00
"# Executed Base",GOE,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 3Lz+3T  10.00,-0.14 -1 0 0 0,,0 0 0 -1,,-1 0 0 0,9.86
2 3A  7.50,-0.14 0 0 -1 0,,0 0 0 0,,0 0 -1 0,7.36
3 FSSp3  2.30,-0.04 0 0 -1 0,,0 0 0 -1,,0 0 0 0,2.26
4 3Lo  5.00,-0.86 0 0 -1 -1,,-1 0 -1 -1,,0 -1 -1 -1,4.14
5 CSSp3  2.30,-0.01 0 1 -1 0,,0 0 0 -1,,1 0 -1 0,2.29
6 CiSt1  1.80,0.00 0 0 0 0,,1 1 0 0,,0 0 0 0,1.80
7 SlSt2  2.30,0.07 0 0 0 0,,1 0 0 0,,0 0 0 1,2.37
8 CCoSp4  3.50,0.36 0 1 0 0,,1 0 1 0,,1 1 -1 1,3.86
34.70,,,,,,33.94
Program Components,Factor,,,,,
Skating Skills,1.00 5.75 5.75 5.50 5.50,,6.25 5.25 6.25 5.25,,6.00 5.75 6.00 5.75,5.86
Transition / Linking Footwork,1.00 5.00 5.00 5.25 5.25,,5.75 4.75 5.50 5.00,,5.25 5.25 5.75 5.50,5.36
Performance / Execution,1.00 5.25 5.50 5.25 5.50,,6.00 5.00 6.00 5.50,,5.75 5.25 6.00 5.25,5.61
Choreography / Composition,1.00 5.50 5.75 5.00 5.25,,6.00 5.00 5.75 5.00,,5.50 5.50 5.75 5.25,5.50
Interpretation,1.00 5.25 5.50 5.00 5.25,,5.75 5.25 6.00 5.00,,5.50 5.25 5.50 5.50,5.43
Judges Total Program Component Score (factored),,,,,,27.76
Deductions:,,,,,,0.00
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",,,Total Total,,Total,Total
"",NOC,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,,Score Score,,Score (factored),
"",,,= +,,+,-
13 Andrei GRIAZEV,RUS,,59.10  27.17,,31.93,0.00
"# Executed Base",GOE,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 3Lz  6.00,-2.29 -3 -2 -3 -2,,-3 -2 -2 -2,,-2 -2 -3 -2,3.71
2 3A  7.50,-0.86 0 -1 -1 0,,-1 0 -1 -1,,0 -1 -1 0,6.64
3 3F+COMBO  5.50,-2.57 -3 -3 -3 -3,,1 -3 -3 -3,,-3 -3 0 -3,2.93
4 CiSt2  2.30,0.43 1 0 1 1,,1 1 0 1,,2 1 1 1,2.73
5 FSSp3  2.30,0.14 0 -2 0 0,,0 1 0 1,,1 0 1 0,2.44
6 SlSt2  2.30,0.64 2 1 1 0,,1 2 1 2,,2 1 1 2,2.94
7 CCoSp2  2.50,0.21 1 -1 0 0,,1 2 0 1,,1 0 0 1,2.71
8 CSSp4  3.00,0.07 0 0 0 0,,0 1 0 1,,0 0 1 0,3.07
31.40,,,,,,27.17
Program Components,Factor,,,,,
Skating Skills,1.00 6.50 5.75 6.25 6.75,,6.25 6.50 6.25 6.75,,7.00 6.25 7.00 6.50,6.46
Transition / Linking Footwork,1.00 6.00 5.75 6.00 6.50,,6.00 6.25 6.00 6.50,,6.50 5.75 6.75 6.50,6.18
Performance / Execution,1.00 6.50 6.25 6.25 6.50,,5.75 6.75 6.00 6.75,,6.50 6.25 7.25 6.25,6.32
Choreography / Composition,1.00 6.25 6.50 6.00 6.75,,6.00 6.50 6.25 6.75,,6.75 6.50 7.50 6.25,6.43
Interpretation,1.00 6.50 6.50 6.00 6.50,,6.00 6.75 6.25 7.00,,7.00 6.50 7.50 6.50,6.54
Judges Total Program Component Score (factored),,,,,,31.93
Deductions:,,,,,,0.00
"",,,Total Total,,Total,Total
"",NOC,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,,Score Score,,Score (factored),
"",,,= +,,+,-
14 Moris PFEIFHOFER,SUI,,57.89  30.28,,27.61,0.00
"# Executed Base",GOE,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 3Lz+2T  7.30,-0.57 -1 -1 -1 0,,0 0 0 -1,,-1 -1 0 0,6.73
2 3F  5.50,-0.43 -1 -1 0 0,,0 0 0 0,,-1 -1 0 -1,5.07
3 CSSp4  3.00,0.50 1 1 1 0,,1 1 1 1,,1 1 0 2,3.50
4 CiSt2  2.30,0.14 0 0 1 0,,1 0 0 1,,0 0 0 0,2.44
5 2A  3.30,0.00 0 0 0 0,,0 0 0 0,,0 0 0 0,3.30
6 FCSp3  2.30,0.71 1 2 1 1,,1 1 2 1,,1 2 1 2,3.01
7 SlSt2  2.30,0.00 0 0 0 0,,0 0 0 1,,0 0 0 0,2.30
8 CCoSp4  3.50,0.43 0 0 0 0,,1 1 1 1,,1 1 1 2,3.93
29.50,,,,,,30.28
Program Components,Factor,,,,,
Skating Skills,1.00 5.25 5.25 5.50 5.00,,5.75 5.00 5.50 5.50,,5.25 5.50 6.00 5.50,5.50
Transition / Linking Footwork,1.00 5.00 5.00 5.50 4.75,,5.50 4.75 5.00 5.50,,5.00 5.25 6.25 5.50,5.32
Performance / Execution,1.00 5.50 5.25 5.25 4.75,,5.75 5.00 5.50 5.75,,5.50 5.25 6.75 6.25,5.61
Choreography / Composition,1.00 5.25 5.25 5.50 5.00,,5.50 5.00 5.25 5.75,,5.25 5.25 6.75 6.00,5.50
Interpretation,1.00 5.25 5.50 5.25 4.75,,5.75 5.00 5.50 6.00,,5.50 5.50 6.50 6.00,5.68
Judges Total Program Component Score (factored),,,,,,27.61
Deductions:,,,,,,0.00
"",,,Total Total,,Total,Total
"",NOC,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,,Score Score,,Score (factored),
"",,,= +,,+,-
15 Sergei DOBRIN,RUS,,56.68  27.03,,30.65,1.00
"# Executed Base",GOE,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 4S<+COMBO  4.50,-3.00 -3 -3 -3 -3,,-3 -3 -3 -3,,-3 -3 -3 -3,1.50
2 3A  7.50,0.29 1 0 -1 1,,1 1 1 0,,0 0 0 1,7.79
3 FCSp2  2.00,0.00 0 -1 0 0,,1 0 0 0,,0 0 0 0,2.00
4 3Lz  6.00,0.00 1 0 -1 0,,0 1 1 0,,-1 0 0 1,6.00
