ISU World Figure Skating Championships 2008,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
Skating Skills  1.60 7.50 7.75 7.50,7.50,7.75 7.25 8.50 8.00,8.25,7.25 8.00 8.50,,7.75,
Transition / Linking Footwork  1.60 7.25 8.00 7.00,7.00,7.00 6.75 7.25 7.75,7.50,7.00 8.00 8.00,,7.29,
Performance / Execution  1.60 7.25 7.75 7.25,7.50,7.50 7.25 8.75 7.75,8.25,7.25 7.75 8.50,,7.61,
Choreography / Composition  1.60 7.50 7.50 7.50,7.25,7.00 7.25 8.50 8.00,8.00,7.25 8.00 8.25,,7.57,
Interpretation  1.60 7.75 7.50 7.00,7.25,7.50 7.25 8.50 7.75,8.00,7.25 8.25 8.50,,7.64,
Judges Total Program Component Score (factored),,,,,,60.57,
Deductions: Falls: -1.00,,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
ISU World Figure Skating Championships 2008,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
3 Carolina KOSTNER ITA,,120.40  61.88,,58.52,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3F+3T+2Lo  11.00  1.00 0 1 1,2,1 0 1 2,1,1 1 1,,12.00,
2 3Lz  6.00 -1.00 -1 -1 -2,0,-1 -1 -1 0Info,-1,-1 -1 -1,,5.00,Info
3 3F  5.50 -2.00 -2 -2 -2,-1,-2 -2 -2 -2,-2,-2 -2 -1,,3.50,
4 3Lo  5.00  0.00 0 0 0,0,0 0 0 0,0,0 1 0,,5.00,
5 CCoSp4  3.50  0.57 1 1 1,0,2 1 2 1,1,1 1 1,,4.07,
6 2A+3T  8.25 x -0.86 -1 -1 -1,-1,-2 -1 0 0,-1,-1 0 -2,,7.39,
7 3S+2T  6.38 x -1.57 -2 -2 -1,-2,-2 -1 -1 0,-1,-2 -1 -1,,4.81,
8 FSSp3  2.30  0.00 0 0 0,0,0 0 0 1,0,0 0 0,,2.30,
9 CoSp4  3.00  0.07 0 0 1,0,0 0 0 1,1,0 0 0,,3.07,
10 SlSt3  3.10  0.50 1 1 1,1,1 1 1 2,1,1 1 1,,3.60,
11 SpSq4  3.40  1.00 0 1 1,0,1 1 1 1,1,2 2 1,,4.40,
12 2A  3.85 x -0.11 0 0 0,0,-1 0 0 0,0,-1 0 0,,3.74,
13 FCCoSp3  3.00  0.00 -1 0 0,0,0 0 0 0,0,0 0 0,,3.00,
64.28,,,,,,61.88,
Program Components Factor,,,,,,,
Skating Skills  1.60 7.50 7.00 7.75,7.25,7.50 7.00 8.00 7.50,7.75,6.75 8.25 8.00,,7.54,
Transition / Linking Footwork  1.60 6.50 7.00 7.00,7.00,7.00 6.00 7.25 7.25,7.50,6.50 8.00 7.50,,7.04,
Performance / Execution  1.60 6.75 7.50 7.25,6.75,7.00 7.00 7.50 7.25,8.00,6.75 8.00 8.00,,7.25,
Choreography / Composition  1.60 6.75 7.25 7.75,7.50,7.00 6.75 7.50 7.50,7.75,7.00 8.00 7.75,,7.39,
Interpretation  1.60 6.75 7.00 7.50,7.25,7.50 7.00 7.50 7.50,7.75,7.00 8.25 8.00,,7.36,
Judges Total Program Component Score (factored),,,,,,58.52,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
4 Yukari NAKANO JPN,,116.30  56.98,,59.32,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3A<  3.50 -1.26 -1 -2 -2,-1,-2 -2 -1 -1,-2,-1 -2 -1,,2.24,
2 3F+2T  6.80  0.00 0 0 0,0,0 0 0 0,0,0 -1 0,,6.80,
3 CCoSp3  3.00  1.07 2 2 2,2,2 1 2 2,3,2 3 1,,4.07,
4 3Lz  6.00  0.43 0 0 0,0,1 0 0 1,1,1 1 1,,6.43,
5 3S  4.50  0.00 0 0 0,0,0 0 0 0,0,0 0 0,,4.50,
6 FSSp3  2.30  0.36 0 0 1,1,0 0 1 0,1,1 2 0,,2.66,
7 CoSp4  3.00  0.50 1 1 1,1,1 1 1 1,1,1 2 2,,3.50,
8 SpSq4  3.40  1.00 1 1 1,0,1 1 1 1,1,1 1 1,,4.40,
9 3F<  1.87 x -0.39 -1 -2 -2,-1,-1 -2 -1 -1,-1,-1 -2 -1,,1.48,
10 3T+2T+2Lo  7.48 x  0.00 1 0 0,0,0 0 0 0,0,0 0 0,,7.48,
11 CiSt3  3.10  0.50 1 1 1,1,1 0 1 1,1,1 1 1,,3.60,
12 3S+2T  6.38 x  0.00 0 0 0,0,0 0 0 0,0,0 1 -1,,6.38,
13 FCSp3  2.30  1.14 2 2 -2,2,2 1 3 2,3,2 3 2,,3.44,
53.63,,,,,,56.98,
Program Components Factor,,,,,,,
Skating Skills  1.60 7.25 7.75 7.00,7.50,7.50 7.25 8.00 7.25,8.00,7.00 7.50 8.00,,7.50,
Transition / Linking Footwork  1.60 7.00 7.50 6.25,7.25,7.25 6.25 7.25 7.00,7.50,6.75 7.50 7.75,,7.21,
Performance / Execution  1.60 7.25 7.50 7.00,7.75,8.00 7.50 7.75 7.25,8.00,7.25 7.75 8.00,,7.61,
Choreography / Composition  1.60 7.25 7.25 6.50,7.25,7.25 7.25 7.50 7.25,8.00,7.25 7.50 7.50,,7.32,
Interpretation  1.60 7.25 7.50 6.25,7.25,7.75 7.25 7.75 7.25,8.00,7.00 7.50 7.75,,7.43,
Judges Total Program Component Score (factored),,,,,,59.32,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
ISU World Figure Skating Championships 2008,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,Total,,Total,
NOC,,Segment Element,Program  Component,,Deductions,
Rank Name,,,,,,
Code,,Score Score,Score (factored),,,
"",,= +,+,,-,
5 Joannie ROCHETTE CAN,,114.59  60.52,54.07,,0.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 3Lz+2T  7.30 -1.29 -1 -1 -2,-1,-2 -1 0 -1,-2 -1 -1 -1,,6.01,
2 3F  5.50  0.71 0 0 1,0,1 0 1 1Info,1 1 1 0,,6.21,Info
3 1Lo  0.50 -0.19 -1 -2 -2,-1,-3 0 -2 0,-2 -2 -2 -2,,0.31,
4 FCCoSp4  3.50  0.43 0 1 1,1,1 1 0 1,1 1 1 0,,3.93,
5 SlSt3  3.10  0.14 0 0 0,0,1 1 0 1,1 0 1 0,,3.24,
6 3Lz  6.60 x  0.57 0 0 1,1,1 0 0 1,1 0 1 1,,7.17,
7 3S  4.95 x  1.00 1 0 2,1,1 1 1 1,1 1 1 1,,5.95,
8 CUSp4  3.00  0.14 0 0 0,-1,1 0 0 1,1 1 0 0,,3.14,
9 SpSq4  3.40  1.00 1 1 1,1,1 1 1 2,2 1 1 1,,4.40,
10 3T+3S+SEQ  7.48 x  0.86 0 0 1,2,0 1 1 1,1 1 2 0,,8.34,
11 FSSp4  3.00  0.36 0 0 1,0,1 0 1 0,2 1 1 1,,3.36,
12 2A+2A+SEQ  6.16 x -1.49 -2 -2 -2,-1,-2 -2 -2 -1,-2 -2 -1 -2,,4.67,
13 CCoSp4  3.50  0.29 0 0 0,0,1 1 1 1,1 1 1 1,,3.79,
57.99,,,,,60.52,
Program Components Factor,,,,,,
Skating Skills  1.60 7.00 6.75 6.75,6.25,7.00 6.75 7.25 7.25,7.25 6.75 7.00 6.75,,6.93,
Transition / Linking Footwork  1.60 6.50 6.50 5.75,6.50,6.75 6.00 6.50 7.00,7.00 6.25 6.75 6.75,,6.54,
Performance / Execution  1.60 6.75 6.75 6.50,6.75,6.50 6.75 7.50 7.00,7.50 6.75 7.00 7.50,,6.86,
Choreography / Composition  1.60 6.75 6.75 6.25,6.25,6.50 6.50 7.00 7.25,7.50 6.75 7.00 6.75,,6.71,
Interpretation  1.60 6.75 6.50 6.00,6.50,6.75 6.50 7.25 7.00,7.50 6.75 6.75 7.00,,6.75,
Judges Total Program Component Score (factored),,,,,54.07,
Deductions:,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",,Total Total,Total,,Total,
NOC,,Segment Element,Program  Component,,Deductions,
Rank Name,,,,,,
Code,,Score Score,Score (factored),,,
"",,= +,+,,-,
6 Sarah MEIER SUI,,112.39  56.57,55.82,,0.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 3Lz+2T+1Lo  7.80  0.00 0 0 0,0,0 0 0 0,0 1 0 0,,7.80,
2 3F+2T e  6.80 -1.14 -1 -1 -2,-1,-1 -2 -2 1,-1 -1 -1 -2,,5.66,
3 3S  4.50  0.71 1 0 0,1,1 0 1 1,0 1 1 0,,5.21,
4 CCoSp4  3.50  0.79 1 1 2,1,1 1 2 2,2 2 2 1,,4.29,
5 CoSp4  3.00  0.21 0 0 0,2,0 0 1 2,0 1 1 0,,3.21,
6 3S+2T  6.38 x  0.14 1 0 0,0,0 0 0 0,0 1 0 0,,6.52,
7 SpSq4  3.40  0.86 0 1 1,1,1 1 1 1,0 1 1 0,,4.26,
8 2Lz  2.09 x  0.07 0 1 0,0,0 0 0 1,0 0 1 0,,2.16,
9 3T  4.40 x  0.57 1 0 1,1,0 0 0 1,1 0 1 1,,4.97,
10 2A  3.85 x  0.14 0 0 0,0,1 0 0 0,0 1 0 0,,3.99,
11 FUSp3  2.30  0.00 0 0 0,0,0 1 0 1,0 1 0 0,,2.30,
12 SlSt2  2.30  0.50 1 1 1,1,1 1 1 1,1 1 1 1,,2.80,
13 LSp3  2.40  1.00 2 1 2,2,2 1 2 2,2 2 2 1,,3.40,
52.72,,,,,56.57,
Program Components Factor,,,,,,
Skating Skills  1.60 7.00 6.25 7.00,6.50,7.50 6.50 7.25 7.25,7.25 6.75 7.00 6.75,,6.96,
Transition / Linking Footwork  1.60 6.50 6.25 6.75,6.75,7.00 5.75 6.75 7.00,6.75 6.25 6.75 6.75,,6.64,
Performance / Execution  1.60 6.75 6.75 7.50,6.50,7.25 6.75 7.50 7.25,7.25 7.00 7.00 7.25,,7.07,
Choreography / Composition  1.60 7.00 6.50 7.00,6.75,7.50 6.50 7.25 7.00,7.25 7.00 7.00 6.75,,7.04,
Interpretation  1.60 7.00 6.50 7.25,7.00,7.50 6.75 7.75 7.25,7.50 7.00 7.00 7.25,,7.18,
Judges Total Program Component Score (factored),,,,,55.82,
Deductions:,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
ISU World Figure Skating Championships 2008,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
7 Laura LEPISTO FIN,,101.85  54.42,,47.43,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 2A  3.50  1.00 1 1 1,1,1 1 1 0,1,1 1 0,,4.50,
2 3T+2T  5.30  1.00 1 1 1,1,1 1 0 1Info,1,1 1 0,,6.30,Info
3 2Lz  1.90  0.00 0 0 0,0,-1 0 0 0,0,0 0 0,,1.90,
4 FSSp4  3.00  0.21 0 0 0,1,0 0 1 0,1,-1 1 0,,3.21,
5 3Lo+2T  6.30  0.57 1 0 1,0,1 0 1 0,0,0 1 0,,6.87,
6 SpSq4  3.40  0.14 1 0 0,0,1 0 0 0,0,0 0 1,,3.54,
7 3Lo  5.50 x  0.29 0 0 1,0,0 0 0 0,1,-1 1 0,,5.79,
8 2A  3.85 x  0.00 0 0 0,0,0 0 0 0,1,-1 0 0,,3.85,
9 CoSp4  3.00  0.43 1 1 0,0,1 1 1 1,1,1 1 1,,3.43,
10 LSp3  2.40  0.43 0 0 1,1,1 1 1 1,1,1 1 1,,2.83,
11 3T+2T  5.83 x  0.14 0 0 0,1,0 0 0 0,0,0 1 0,,5.97,
12 CiSt2  2.30  0.14 0 0 1,0,1 1 0 0,0,1 0 0,,2.44,
13 CCoSp4  3.50  0.29 0 1 0,0,0 1 1 1,1,1 1 1,,3.79,
49.78,,,,,,54.42,
Program Components Factor,,,,,,,
Skating Skills  1.60 6.25 5.25 6.25,6.25,5.75 6.25 6.00 6.50,6.00,6.00 6.00 6.00,,6.04,
Transition / Linking Footwork  1.60 5.75 5.25 5.50,5.75,5.00 5.50 5.50 6.25,5.50,5.75 5.75 5.75,,5.57,
Performance / Execution  1.60 6.00 5.75 6.00,6.25,5.50 6.25 6.25 6.50,6.25,6.00 6.00 6.50,,6.04,
Choreography / Composition  1.60 6.00 5.50 5.75,6.25,6.00 6.00 6.00 6.25,6.00,6.25 5.75 6.00,,5.96,
Interpretation  1.60 6.25 5.75 5.75,6.00,5.75 6.25 6.50 6.50,6.25,6.25 6.00 6.25,,6.04,
Judges Total Program Component Score (factored),,,,,,47.43,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
8 Julia SEBESTYEN HUN,,98.13  49.39,,48.74,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3Lz+2T+2Lo  8.80  1.43 1 2 1,1,2 0 2 1,2,0 1 0,,10.23,
2 3F+2T e  6.80 -1.14 -1 -1 -2,-1,-2 -2 0 0,-1,-1 -1 -2,,5.66,
3 3Lz  6.00  0.86 0 1 1,1,1 0 1 1,1,0 1 1,,6.86,
4 FCSp4  3.00  0.43 0 0 1,1,1 1 1 2,1,1 1 0,,3.43,
5 SpSq4  3.40  0.00 0 0 0,0,0 0 0 1,0,1 0 0,,3.40,
6 3S<  1.43 x -0.39 -1 -1 -2,-1,-2 -2 0 0,-1,-1 -2 -2,,1.04,
7 2F e  1.87 x -0.34 -1 -1 -2,-1,-2 -2 0 2,-1,-1 -1 -1,,1.53,
8 CoSp3  2.50  0.00 0 0 0,0,0 0 0 1,0,0 0 0,,2.50,
9 2A  3.85 x  0.14 0 0 0,0,0 1 1 1,1,0 0 0,,3.99,
10 2T+2T  2.86 x  0.00 -1 0 0,0,0 0 0 0,0,0 0 0,,2.86,
11 LSp2  1.80  0.07 0 0 0,0,0 0 0 0,0,1 1 0,,1.87,
12 SlSt2  2.30  0.36 1 1 0,0,0 1 2 2,1,1 1 0,,2.66,
13 CCoSp3  3.00  0.36 0 1 0,0,1 1 1 1,1,1 1 0,,3.36,
47.61,,,,,,49.39,
Program Components Factor,,,,,,,
Skating Skills  1.60 6.25 6.25 5.75,6.25,5.75 6.50 7.25 7.25,6.75,6.25 6.75 6.00,,6.32,
Transition / Linking Footwork  1.60 5.75 6.00 5.50,5.75,5.50 5.25 6.25 6.75,6.00,5.75 6.50 5.75,,5.86,
Performance / Execution  1.60 6.00 6.25 6.00,6.00,5.75 6.75 7.00 7.00,6.75,6.00 6.75 6.50,,6.25,
Choreography / Composition  1.60 6.00 6.00 5.50,5.50,5.50 5.75 6.75 7.00,6.25,6.00 6.50 6.25,,5.96,
Interpretation  1.60 6.25 6.00 4.75,5.75,5.25 6.25 7.00 7.25,6.50,6.00 6.75 6.50,,6.07,
Judges Total Program Component Score (factored),,,,,,48.74,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
ISU World Figure Skating Championships 2008,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
9 Valentina MARCHEI ITA,,94.04  50.83,,43.21,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3Lz+2T+2T  8.60  0.00 0 0 0,0,0 0 0 0,0,-1 0 0,,8.60,
2 3Lz  6.00 -1.43 -1 -1 -2,-2,-2 -1 -2 -I1nfo,-1,-1 -1 -1,,4.57,Info
3 CCoSp2  2.50 -0.57 -2 -2 -2,0,-3 -2 -1 0,-2,-3 -1 -2,,1.93,
4 2A+2T  4.80  0.00 0 0 0,0,0 0 0 0,0,0 0 0,,4.80,
5 CoSp4  3.00  0.43 1 0 1,1,1 0 0 1,1,1 1 0,,3.43,
6 3S  4.50 -0.14 0 0 -1,0,0 -1 0 0,0,-1 0 -1,,4.36,
7 CSSp4  3.00  0.14 0 0 1,0,1 0 0 1,1,0 0 0,,3.14,
8 SpSq4  3.40  0.86 0 1 1,1,1 1 1 1,1,0 1 1,,4.26,
9 3T  4.40 x -0.86 -1 -1 -1,0,-1 0 -1 0,0,-1 -1 -1,,3.54,
10 2A  3.85 x -0.91 -1 -1 -2,-1,-1 -1 -1 0,-1,-2 -1 -1,,2.94,
11 3S+2T  6.38 x -1.29 -1 -2 0,-1,-1 -1 -2 0,-1,-2 -1 -1,,5.09,
12 SlSt1  1.80  0.07 0 0 1,0,1 0 0 0,0,0 0 0,,1.87,
13 FSSp3  2.30  0.00 0 0 1,0,0 0 0 1,0,-1 0 0,,2.30,
54.53,,,,,,50.83,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.75 5.25 5.50,5.25,5.75 6.00 5.50 5.75,5.75,5.25 5.50 5.75,,5.50,
Transition / Linking Footwork  1.60 5.25 4.75 5.25,5.00,5.00 4.75 5.00 5.25,4.75,5.00 5.25 5.50,,5.04,
Performance / Execution  1.60 5.50 5.50 6.25,5.50,5.50 6.00 5.75 5.50,5.50,5.50 5.25 6.00,,5.54,
Choreography / Composition  1.60 5.50 5.25 6.00,5.25,5.75 5.75 5.50 5.25,5.25,5.25 5.50 5.50,,5.43,
Interpretation  1.60 5.50 5.50 5.75,5.25,5.25 5.75 6.00 5.75,5.50,5.50 5.50 6.00,,5.50,
Judges Total Program Component Score (factored),,,,,,43.21,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
10 Elena GLEBOVA EST,,93.84  53.32,,40.52,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3Lo  5.00  0.00 0 0 0,0,-1 -1 0 0,0,0 0 0,,5.00,
2 2A+3T+2T  8.80 -0.86 -1 -1 -1,0,-1 -1 -1 0,-1,-2 0 -1,,7.94,
3 CoSp3  2.50  0.00 0 0 0,0,0 0 0 0,0,0 0 0,,2.50,
4 SpSq4  3.40  0.00 0 0 1,0,0 0 0 0,0,0 0 0,,3.40,
5 CUSp2  2.00  0.00 0 0 -1,0,0 0 0 0,0,0 0 0,,2.00,
6 2A+3T  8.25 x  0.29 1 0 0,1,0 0 0 1,0,0 1 0,,8.54,
7 3S  4.95 x  0.00 0 0 0,0,0 0 -2 0,0,0 1 0,,4.95,
8 SlSt2  2.30  0.00 0 0 0,0,0 0 0 0,0,0 0 0,,2.30,
9 3S+2T  6.38 x  0.00 0 0 0,0,0 -1 0 0,0,0 0 0,,6.38,
10 2Lz  2.09 x  0.00 0 0 0,0,0 0 0 0,0,0 0 0,,2.09,
11 2A  3.85 x  0.00 0 0 0,0,0 0 0 0,0,-1 0 1,,3.85,
12 CCoSp2  2.50  0.21 0 0 0,1,1 0 0 0,0,1 1 0,,2.71,
13 FSSp1  1.70 -0.04 0 -1 0,0,0 0 0 0,0,-1 0 0,,1.66,
53.72,,,,,,53.32,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.50 4.75 5.50,5.00,5.50 5.75 4.50 5.50,5.25,5.25 5.00 5.25,,5.18,
Transition / Linking Footwork  1.60 5.00 4.50 4.50,4.75,5.00 4.75 4.00 5.00,4.75,4.75 4.75 5.00,,4.71,
Performance / Execution  1.60 5.50 5.50 5.25,5.25,5.50 6.00 4.75 5.25,5.00,5.25 5.00 5.50,,5.25,
Choreography / Composition  1.60 5.25 5.25 5.50,5.00,5.25 5.75 4.50 5.25,4.75,5.25 4.75 5.00,,5.07,
Interpretation  1.60 5.50 5.25 5.00,4.75,5.50 5.75 4.50 5.25,5.00,5.25 5.00 5.50,,5.11,
Judges Total Program Component Score (factored),,,,,,40.52,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
ISU World Figure Skating Championships 2008,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
11 Annette DYTRT GER,,93.32  47.67,,45.65,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3F+2T  6.80  1.14 1 1 1,2,1 0 1 1,0,1 2 1,,7.94,
2 3F  5.50 -0.14 -1 0 0,1,-1 0 -1 1Info,1,-1 1 0,,5.36,Info
3 2S  1.30  0.00 0 0 0,0,0 0 0 0,0,0 0 0,,1.30,
4 2A  3.50  0.00 0 0 0,0,-1 0 0 0,0,0 0 0,,3.50,
5 FSSp2  2.00  0.00 0 0 0,0,0 0 0 1,0,-1 0 -1,,2.00,
6 3Lo  5.00 -1.00 0 -1 -1,0,-2 -1 -1 -1,-2,-2 0 0,,4.00,
7 SpSq4  3.40  0.86 0 1 1,0,1 1 1 1,1,1 1 1,,4.26,
8 3T+2T  5.83 x  0.57 1 0 0,2,0 0 0 1,1,1 1 0,,6.40,
9 CoSp4  3.00  0.14 0 0 0,0,1 0 0 0,1,1 0 0,,3.14,
10 2S  1.43 x  0.07 0 1 0,0,0 0 0 0,0,0 1 0,,1.50,
11 CiSt2  2.30  0.36 1 1 1,1,0 0 1 1,0,0 1 1,,2.66,
12 LSp3  2.40  0.50 1 0 1,1,1 1 1 2,2,1 1 0,,2.90,
13 CCoSp2  2.50  0.21 0 1 0,0,0 0 0 1,1,1 1 1,,2.71,
44.96,,,,,,47.67,
Program Components Factor,,,,,,,
Skating Skills  1.60 6.00 5.50 6.00,6.00,6.00 5.75 5.75 6.00,6.00,5.50 6.25 6.00,,5.89,
