ISU GP Cup of Russia,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
Transition / Linking Footwork  1.60 6.00 6.00 5.50 7.25,,6.50 6.00 6.25 5.75 6.25,- - -,,6.00,,
Performance / Execution  1.60 5.75 6.25 6.00 6.75,,6.25 6.25 6.25 6.25 6.50,- - -,,6.20,,
Choreography / Composition  1.60 6.25 6.00 5.75 7.25,,6.75 6.00 6.00 6.00 6.75,- - -,,6.05,,
Interpretation  1.60 5.50 6.25 6.25 6.75,,6.50 6.00 6.00 6.50 6.50,- - -,,6.20,,
Judges Total Program Component Score (factored),,,,,49.28,,
Deductions:,,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP Cup of Russia,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
3 Fumie SUGURI JPN,,103.74  47.26,56.48,,0.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 3Lz+2T  7.30  1.00 2 1 1 1,,1 1 1 1 0,- - -,,8.30,,
2 3F  5.50  1.40 2 1 1 1,,2 2 Info 1 1 1,- - -,,6.90,,Info
3 3S< <  1.30 -1.00 -3 -2 -3 -3,,-3 -3 -3 -3 -3,- - -,,0.30,,
4 CUSp4  2.90  0.40 1 2 -1 1,,1 1 0 1 0,- - -,,3.30,,
5 SpSq4  3.40  1.40 2 2 1 2,,1 2 1 1 0,- - -,,4.80,,
6 3Lz  6.60 x  0.40 1 1 0 1,,0 1 0 0 0,- - -,,7.00,,
7 2T  1.43 x  0.00 0 0 0 0,,0 1 0 0 0,- - -,,1.43,,
8 1F  0.55 x  0.00 0 1 0 0,,0 0 0 0 0,- - -,,0.55,,
9 2A+1A+SEQ  3.78 x -0.80 -1 -1 -1 -2,,-1 -1 -1 -1 0,- - -,,2.98,,
10 CCoSp4  3.50  0.50 2 1 1 1,,1 1 0 1 1,- - -,,4.00,,
11 SlSt3  3.30  0.50 1 2 1 1,,1 1 1 0 1,- - -,,3.80,,
12 FCCoSp4  3.50  0.40 1 2 0 0,,1 1 1 0 0,- - -,,3.90,,
43.06,,,,,47.26,,
Program Components Factor,,,,,,,
Skating Skills  1.60 7.50 7.50 7.00 7.00,,7.25 8.00 7.25 7.00 7.00,- - -,,7.30,,
Transition / Linking Footwork  1.60 5.50 7.25 5.75 5.50,,7.00 7.25 7.00 6.00 6.75,- - -,,6.60,,
Performance / Execution  1.60 6.75 7.50 6.25 6.50,,7.25 7.50 7.50 6.50 7.00,- - -,,7.10,,
Choreography / Composition  1.60 6.75 7.50 7.00 6.75,,7.50 7.50 7.75 6.25 6.75,- - -,,7.25,,
Interpretation  1.60 6.75 7.50 6.25 7.00,,7.00 7.25 7.75 6.75 6.75,- - -,,7.05,,
Judges Total Program Component Score (factored),,,,,56.48,,
Deductions:,,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
4 Alissa CZISNY USA,,97.53  47.13,52.40,,2.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 3Lz  6.00 -3.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3,- - -,,3.00,,
2 3F< <  1.70 -1.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3,- - -,,0.70,,
3 3Lo  5.00  0.40 1 1 1 1,,0 0 0 0 0,- - -,,5.40,,
4 FSSp3  2.60  0.80 2 1 2 1,,1 2 2 1 1,- - -,,3.40,,
5 2A+2T+2T  6.10  0.60 0 1 0 1,,1 1 1 0 0,- - -,,6.70,,
6 3Lz<+2T <  3.52 x -0.54 -2 -2 -1 -1,,-2 -1 -3 -2 -2,- - -,,2.98,,
7 3T  4.40 x -0.60 -1 -1 -1 -1,,0 -1 0 0 0,- - -,,3.80,,
8 SpSq4  3.40  1.60 1 2 2 2,,1 2 1 2 1,- - -,,5.00,,
9 2A  3.85 x  0.20 0 1 1 1,,0 0 0 0 0,- - -,,4.05,,
10 CiSt3  3.30  0.50 1 2 2 1,,0 1 0 1 0,- - -,,3.80,,
11 CCoSp4  3.50  1.00 3 2 2 2,,2 2 2 1 1,- - -,,4.50,,
12 LSp4  2.70  1.10 2 2 3 2,,2 2 2 3 1,- - -,,3.80,,
46.07,,,,,47.13,,
Program Components Factor,,,,,,,
Skating Skills  1.60 6.25 6.75 7.00 7.00,,6.50 6.75 6.75 5.50 6.50,- - -,,6.60,,
Transition / Linking Footwork  1.60 5.50 7.00 6.25 6.50,,6.25 6.25 6.75 5.25 6.25,- - -,,6.20,,
Performance / Execution  1.60 5.75 7.00 6.75 6.00,,6.00 6.50 7.00 6.00 6.25,- - -,,6.45,,
Choreography / Composition  1.60 6.25 7.00 7.00 7.25,,6.75 6.50 7.00 6.00 6.50,- - -,,6.70,,
Interpretation  1.60 6.50 7.00 7.25 7.00,,6.50 6.75 7.25 6.25 6.50,- - -,,6.80,,
Judges Total Program Component Score (factored),,,,,52.40,,
Deductions: Falls: -2.00,,,,,-2.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP Cup of Russia,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
5 Alena LEONOVA RUS,,94.97  51.33,44.64,,1.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 3F+2T  6.80  1.20 2 1 0 1,,2 1 1 1 0,- - -,,8.00,,
2 3T  4.00 -0.80 -1 -1 -1 -1,,0 -1Info 0 -1 -1,- - -,,3.20,,Info
3 3Lo  5.00 -0.20 0 -1 0 -1,,0 0 0 -2 0,- - -,,4.80,,
4 LSp4  2.70  0.70 1 2 1 1,,1 1 2 2 1,- - -,,3.40,,
5 SpSq3  3.10  0.30 1 1 0 1,,0 1 0 1 0,- - -,,3.40,,
6 2A  3.50  0.80 1 0 1 1,,1 0 1 1 0,- - -,,4.30,,
7 3F  5.50 -3.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3,- - -,,2.50,,
8 3S+2T+2Lo  8.03 x -1.00 -1 -1 -1 -1,,-1 -1 -1 -1 -1,- - -,,7.03,,
9 FSSp2  2.30 -0.30 -1 -1 -2 -1,,-1 -2 0 0 -1,- - -,,2.00,,
10 3T+2A+SEQ  6.60 x -0.20 0 -1 -1 0,,0 0 0 0 0,- - -,,6.40,,
11 SlSt2  2.30  0.20 0 1 0 1,,0 1 0 1 0,- - -,,2.50,,
12 CCoSp4  3.50  0.30 0 1 1 0,,1 1 0 0 0,- - -,,3.80,,
53.33,,,,,51.33,,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.75 6.00 4.25 6.00,,6.25 5.50 6.75 5.75 5.50,- - -,,5.85,,
Transition / Linking Footwork  1.60 5.00 5.00 3.25 6.00,,5.75 4.75 6.50 5.25 5.25,- - -,,5.15,,
Performance / Execution  1.60 6.00 6.00 4.00 6.25,,6.00 5.50 6.75 5.75 5.75,- - -,,5.85,,
Choreography / Composition  1.60 5.75 5.25 3.75 6.00,,5.50 5.00 6.50 5.50 5.50,- - -,,5.40,,
Interpretation  1.60 5.25 5.75 3.50 6.25,,6.00 5.25 6.75 6.00 5.25,- - -,,5.65,,
Judges Total Program Component Score (factored),,,,,44.64,,
Deductions: Falls: -1.00,,,,,-1.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
6 Elena GLEBOVA EST,,89.65  46.77,42.88,,0.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 2A+3T  7.50  0.60 1 1 0 1,,2 1 0 0 0,- - -,,8.10,,
2 3Lo  5.00 -2.00 -2 -2 -2 -2,,-1 -2 -2 -2 -1,- - -,,3.00,,
3 CUSp4  2.90  0.20 -1 1 0 0,,1 0 0 1 0,- - -,,3.10,,
4 1A  0.80 -0.08 0 0 0 0,,-1 -1 -1 0 0,- - -,,0.72,,
5 SpSq4  3.40  1.00 1 1 0 0,,1 1 1 1 0,- - -,,4.40,,
6 3S  4.95 x  0.20 0 0 1 0,,0 1 0 0 0,- - -,,5.15,,
7 2A  3.85 x -1.96 -3 -2 -2 -3,,-2 -3 -2 -3 -2,- - -,,1.89,,
8 CCoSp4  3.50  0.10 -1 0 1 1,,1 0 0 0 0,- - -,,3.60,,
9 3S+2T+2T  7.81 x -0.20 0 -1 -1 0,,0 0 0 0 0,- - -,,7.61,,
10 3T  4.40 x  0.40 1 0 0 0,,1 1 0 0 0,- - -,,4.80,,
11 SlSt1  1.80  0.00 0 1 0 0,,0 0 0 0 0,- - -,,1.80,,
12 FSSp3  2.60  0.00 0 0 0 0,,0 0 1 0 0,- - -,,2.60,,
48.51,,,,,46.77,,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.75 5.75 4.25 5.50,,6.00 5.50 6.50 4.50 5.50,- - -,,5.50,,
Transition / Linking Footwork  1.60 4.75 5.25 3.75 5.00,,5.50 5.00 6.00 5.00 5.25,- - -,,5.10,,
Performance / Execution  1.60 5.50 6.00 4.25 6.00,,5.00 5.25 6.50 5.25 5.25,- - -,,5.40,,
Choreography / Composition  1.60 5.50 5.75 4.25 5.50,,5.50 5.00 6.25 5.25 5.25,- - -,,5.40,,
Interpretation  1.60 5.25 5.75 4.50 6.00,,5.25 5.25 6.25 5.50 5.25,- - -,,5.40,,
Judges Total Program Component Score (factored),,,,,42.88,,
Deductions:,,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP Cup of Russia,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
7 Kimmie MEISSNER USA,,83.28  34.64,48.64,,0.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 3Lz+2T  7.30 -0.20 0 -1 -1 0,,0 0 0 0 0,- - -,,7.10,,
2 2A+2T  4.80  0.60 0 1 0 1,,1 1 Info 1 0 0,- - -,,5.40,,Info
3 3F  5.50 -0.20 0 -1 -1 0,,0 0 0 0 0,- - -,,5.30,,
4 FCoSp1  1.70  0.40 1 1 1 1,,1 0 0 1 0,- - -,,2.10,,
5 3S<+2T <  2.60 -0.60 -2 -2 -2 -1,,-2 -2 -2 -2 -2,- - -,,2.00,,
6 SpSq1  1.80  0.10 0 0 1 0,,0 0 1 0 -1,- - -,,1.90,,
7 3Lz< <  2.09 x -0.92 -2 -3 -3 -3,,-3 -2 -3 -3 -2,- - -,,1.17,,
8 1Lo  0.55 x -0.20 -2 -2 -2 -2,,-2 -3 -2 -2 -2,- - -,,0.35,,
9 FSSp3  2.60  0.00 0 0 0 0,,0 0 0 0 0,- - -,,2.60,,
10 2A< <  0.88 x -0.36 -2 -1 -1 -1,,-2 -2 -2 -2 -2,- - -,,0.52,,
11 SlSt3  3.30  0.50 1 1 1 0,,0 1 1 1 0,- - -,,3.80,,
12 CCoSp1  2.00  0.40 1 0 1 1,,0 1 1 1 1,- - -,,2.40,,
35.12,,,,,34.64,,
Program Components Factor,,,,,,,
Skating Skills  1.60 6.25 6.75 5.50 7.00,,7.00 6.50 6.75 5.75 6.50,- - -,,6.40,,
Transition / Linking Footwork  1.60 5.50 6.00 5.00 6.25,,6.25 6.00 6.50 5.75 6.25,- - -,,5.90,,
Performance / Execution  1.60 5.75 6.25 5.25 6.50,,6.50 6.25 6.75 5.00 6.25,- - -,,6.00,,
Choreography / Composition  1.60 6.00 6.25 5.50 6.75,,6.00 6.25 6.50 5.50 6.50,- - -,,6.00,,
Interpretation  1.60 5.75 6.75 5.75 6.75,,6.25 6.25 6.50 5.75 6.50,- - -,,6.10,,
Judges Total Program Component Score (factored),,,,,48.64,,
Deductions:,,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
8 Na-Young KIM KOR,,82.69  45.33,37.36,,0.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 3F+2T  6.80  0.20 1 0 0 0,,1 0 0 0 0,- - -,,7.00,,
2 2A+2A+SEQ  5.60  0.00 0 0 0 0,,1 0 0 0 0,- - -,,5.60,,
3 3Lz  6.00 -2.00 -2 -2 -3 -2,,-2 -2 -2 -2 -2,- - -,,4.00,,
4 3T  4.00 -0.40 0 -1 -1 0,,0 0 0 -1 0,- - -,,3.60,,
5 LSp4  2.70  0.50 1 1 1 1,,2 1 0 1 0,- - -,,3.20,,
6 2S< <  0.40 -0.30 -3 -3 -3 -3,,-3 -3 -3 -3 -3,- - -,,0.10,,
7 SpSq4  3.40  0.00 0 0 0 0,,1 0 0 0 0,- - -,,3.40,,
8 3F  6.05 x -0.20 0 -1 0 0,,0 0 -2 0 0,- - -,,5.85,,
9 3Lz+SEQ  5.28 x -2.00 -2 -2 -2 -3,,-2 -2 0 -2 -2,- - -,,3.28,,
10 FSSp4  3.00  0.20 1 0 0 -1,,1 1 0 0 0,- - -,,3.20,,
11 CiSt2  2.30  0.00 0 -1 0 0,,0 0 0 0 0,- - -,,2.30,,
12 CCoSp4  3.50  0.30 -1 1 1 0,,1 1 0 0 0,- - -,,3.80,,
49.03,,,,,45.33,,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.75 5.50 4.00 5.75,,5.50 4.75 5.00 5.25 5.00,- - -,,5.20,,
Transition / Linking Footwork  1.60 4.00 4.25 3.25 4.25,,4.50 4.00 4.50 4.50 4.75,- - -,,4.25,,
Performance / Execution  1.60 5.25 5.00 3.50 5.00,,5.25 4.25 5.00 4.75 4.75,- - -,,4.85,,
Choreography / Composition  1.60 5.25 4.50 3.50 5.50,,4.75 4.50 4.50 4.50 4.50,- - -,,4.55,,
Interpretation  1.60 4.75 4.75 3.25 4.75,,4.25 4.25 4.75 4.50 4.50,- - -,,4.50,,
Judges Total Program Component Score (factored),,,,,37.36,,
Deductions:,,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP Cup of Russia,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
9 Nina PETUSHKOVA RUS,,82.31  47.39,35.92,,1.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 2A+3T  7.50  1.00 1 1 1 1,,1 1 1 0 1,- - -,,8.50,,
2 3Lz  6.00  0.00 0 0 0 1,,0 0 Info 0 0 0,- - -,,6.00,,Info
3 3T  4.00  1.00 1 1 1 1,,1 1 1 1 1,- - -,,5.00,,
4 FCSp3  2.80  0.00 -1 0 0 0,,0 0 0 0 0,- - -,,2.80,,
5 3F  5.50 -3.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3,- - -,,2.50,,
6 3Lo  5.00  0.00 0 0 0 0,,0 1 0 0 0,- - -,,5.00,,
7 SpSq3  3.10  0.00 0 0 0 0,,0 1 0 0 -1,- - -,,3.10,,
8 2Lz+2T  3.52 x -0.48 -1 -2 -2 -2,,-1 -2 -1 -2 -1,- - -,,3.04,,
9 LSp2  1.90  0.10 0 1 0 0,,1 0 0 0 0,- - -,,2.00,,
10 2A  3.85 x  0.80 0 1 1 0,,1 1 1 0 0,- - -,,4.65,,
11 CiSt2  2.30  0.00 0 -1 0 0,,0 0 0 1 0,- - -,,2.30,,
12 CCoSp2  2.50  0.00 0 0 0 1,,1 0 0 0 0,- - -,,2.50,,
47.97,,,,,47.39,,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.50 4.75 4.50 6.00,,5.25 4.50 5.50 5.50 5.25,- - -,,5.10,,
Transition / Linking Footwork  1.60 4.00 3.50 3.25 4.50,,3.75 4.00 5.00 4.00 5.00,- - -,,3.85,,
Performance / Execution  1.60 5.25 4.25 4.00 5.00,,5.00 4.25 5.50 5.00 5.25,- - -,,4.75,,
Choreography / Composition  1.60 5.00 4.00 3.75 5.50,,4.75 4.25 5.00 4.25 5.00,- - -,,4.45,,
Interpretation  1.60 4.75 4.00 3.50 5.00,,4.25 4.00 5.25 4.50 5.00,- - -,,4.30,,
Judges Total Program Component Score (factored),,,,,35.92,,
Deductions: Falls: -1.00,,,,,-1.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
10 Julia SEBESTYEN HUN,,77.90  32.66,46.24,,1.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 3Lz+2T+2Lo  8.80  1.00 1 1 1 1,,1 1 2 1 1,- - -,,9.80,,
2 2F+2T  3.00  0.30 0 1 0 0,,0 1 1 1 0,- - -,,3.30,,
3 2Lz  1.90 -0.68 -2 -2 -2 -3,,-2 -3 -2 -3 -2,- - -,,1.22,,
4 FCSp3  2.80  0.00 0 1 0 0,,0 0 0 0 0,- - -,,2.80,,
5 SpSq3  3.10  0.00 0 0 0 0,,0 0 0 0 0,- - -,,3.10,,
6 2S  1.43 x  0.00 0 0 0 0,,0 0 0 0 0,- - -,,1.43,,
7 3S< <  1.43 x -0.60 -2 -2 -2 -2,,-2 -2 -2 -1 -2,- - -,,0.83,,
8 3T  4.40 x -3.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3,- - -,,1.40,,
9 1A  0.88 x  0.00 -1 0 0 0,,0 0 0 0 0,- - -,,0.88,,
10 LSp3  2.40  0.10 0 0 0 0,,1 0 1 0 0,- - -,,2.50,,
11 SlSt2  2.30  0.00 0 0 0 0,,0 0 0 1 0,- - -,,2.30,,
12 CCoSp3  3.00  0.10 0 -2 0 0,,1 1 0 0 0,- - -,,3.10,,
35.44,,,,,32.66,,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.75 6.50 6.25 6.00,,6.50 6.25 7.00 6.00 6.50,- - -,,6.30,,
Transition / Linking Footwork  1.60 4.75 5.00 5.25 5.50,,5.75 5.50 6.00 5.50 6.25,- - -,,5.40,,
Performance / Execution  1.60 5.50 5.50 5.75 5.00,,6.00 5.25 6.75 5.75 6.25,- - -,,5.70,,
Choreography / Composition  1.60 5.50 5.50 6.00 5.00,,6.50 5.75 6.50 5.75 6.25,- - -,,5.90,,
Interpretation  1.60 4.75 5.50 5.50 5.25,,6.00 5.25 6.75 5.75 6.50,- - -,,5.60,,
Judges Total Program Component Score (factored),,,,,46.24,,
Deductions: Falls: -1.00,,,,,-1.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Printed: 22/11/2008 16:14:54,,,,,,,
