ISU GP Cup of Russia,,,,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,,,,
"# Executed Base",GOE,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 STw4  4.70,0.40 0 0 1 2,1 1 1 1,,1,0 - -,5.10,
2 CiSt2  6.40,0.80 0 1 1 1,1 0 1 Info 1,,1,0 - -,7.20,Info
3 SlLi2+RoLi4  5.60,1.00 2 2 2 2,3 2 2 3,,1,2 - -,6.60,
4 CuLi4  4.00,0.30 1 0 1 1,1 1 0 2,,0,1 - -,4.30,
5 DiSt2  5.40,0.40 0 0 1 1,1 0 0 1,,1,0 - -,5.80,
6 RoLi4  4.00,0.30 1 0 0 1,1 1 0 1,,0,0 - -,4.30,
7 SlLi4  4.00,0.80 1 1 2 2,2 2 2 2,,1,1 - -,4.80,
8 CoSp2  3.50,-0.10 -1 0 -1 1,-1 0 -1 1,,-1,0 - -,3.40,
9 Li+TRANS  0.00,0.00 - - - -,- - - -,,-,- - -,0.00,
37.60,,,,,,41.50,
Program Components,Factor,,,,,,
Skating Skills,1.25 7.50 7.75 7.50 7.75,7.75 7.25 7.50 8.00,,7.75,7.75 - -,7.65,
Linking Footwork / Movement,1.75 7.25 7.50 7.25 7.50,7.75 7.50 7.50 7.75,,7.25,7.50 - -,7.45,
Performance,1.00 7.50 7.75 7.50 7.75,7.75 7.50 7.50 8.00,,7.50,7.50 - -,7.60,
Choreography,1.00 7.25 8.00 7.75 8.00,8.00 7.50 7.75 8.00,,7.50,7.50 - -,7.75,
Interpretation / Timing,1.00 7.50 8.00 8.00 8.00,7.75 7.75 7.50 8.25,,7.75,7.25 - -,7.80,
Judges Total Program Component Score (factored),,,,,,45.75,
Deductions:,,,,,,0.00,
"*  Invalid element",,,,,,,
"",,Total Total,,,Total,Total,
"",NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code,Score Score,,,Score (factored),,
"",,= +,,,+,-,
4 Anna CAPPELLINI / Luca LANOTTE,ITA,82.94  42.70,,,40.24,0.00,
"# Executed Base",GOE,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 RoLi4  4.00,0.60 1 1 1 1,2 2 1 2,,1,1 - -,4.60,
2 CuLi4+RoLi4  6.40,0.50 1 1 1 1,1 1 1 2,,1,1 - -,6.90,
3 STw4  4.70,0.30 1 0 1 2,1 1 0 1,,0,0 - -,5.00,
4 CiSt3  7.20,0.40 0 0 0 1,0 1 0 0,,1,0 - -,7.60,
5 CoSp4  4.70,0.40 0 1 0 1,1 1 0 1,,1,1 - -,5.10,
6 DiSt2  5.40,-0.20 -1 -1 0 0,0 0 0 0,,0,-1 - -,5.20,
7 SlLi4  4.00,0.40 1 0 1 1,2 2 0 1,,1,1 - -,4.40,
8 CuLi3  3.50,0.40 1 1 0 1,0 1 0 1,,0,1 - -,3.90,
9 Li+TRANS  0.00,0.00 - - - -,- - - -,,-,- - -,0.00,
39.90,,,,,,42.70,
Program Components,Factor,,,,,,
Skating Skills,1.25 7.00 7.25 6.50 6.50,6.50 6.75 6.25 7.00,,6.75,6.50 - -,6.80,
Linking Footwork / Movement,1.75 6.75 6.75 6.50 6.00,6.50 7.00 6.00 6.50,,6.25,6.25 - -,6.45,
Performance,1.00 6.75 7.00 6.75 6.75,6.75 6.75 6.25 6.75,,6.75,6.50 - -,6.75,
Choreography,1.00 7.00 6.75 6.50 6.75,6.75 7.00 6.25 6.75,,6.75,6.50 - -,6.80,
Interpretation / Timing,1.00 7.00 7.00 6.50 6.75,6.75 7.25 6.50 7.00,,6.75,6.50 - -,6.90,
Judges Total Program Component Score (factored),,,,,,40.24,
Deductions:,,,,,,0.00,
"*  Invalid element",,,,,,,
ISU GP Cup of Russia,,,,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,,Total,Total,
"",NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code,Score Score,,,Score (factored),,
"",,= +,,,+,-,
5 Alexandra ZARETSKI / Roman ZARETSKI,ISR,76.11  40.40,,,35.71,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 RoLi4  4.00  0.40,1 0 0 1,1 1 1 1,,0,1 - -,4.40,
2 STw4  4.70  0.20,0 0 1 1,0 1 1 Info 0,,0,0 - -,4.90,Info
3 CiSt2  6.40  0.00,0 0 1 0,0 1 0 0,,0,0 - -,6.40,
4 SlLi4  4.00  0.10,0 -1 0 1,0 0 0 1,,0,1 - -,4.10,
5 CuLi4  4.00  0.40,1 0 0 1,1 1 1 1,,0,0 - -,4.40,
6 CuLi2+RoLi4  5.60  0.40,1 1 0 1,1 0 1 2,,0,1 - -,6.00,
7 CoSp4  4.70  0.10,0 0 0 1,0 0 0 1,,0,0 - -,4.80,
8 DiSt2  5.40  0.00,0 0 0 1,0 0 0 0,,0,0 - -,5.40,
9 Li+TRANS  0.00  0.00,- - - -,- - - -,,-,- - -,0.00,
38.80,,,,,,40.40,
Program Components Factor,,,,,,,
Skating Skills  1.25,6.00 5.75 6.00 6.50,5.50 5.50 6.00 6.50,,6.00,6.00 - -,6.05,
Linking Footwork / Movement  1.75,5.75 5.25 5.75 6.25,5.25 5.75 5.75 6.25,,5.50,5.75 - -,5.80,
Performance  1.00,6.00 5.50 6.00 6.25,5.50 5.50 6.00 6.25,,5.75,5.75 - -,5.90,
Choreography  1.00,6.00 5.25 6.00 6.50,5.50 6.00 6.00 6.25,,5.75,5.50 - -,6.00,
Interpretation / Timing  1.00,6.00 5.75 5.75 6.50,5.50 6.00 6.25 6.50,,5.75,5.75 - -,6.10,
Judges Total Program Component Score (factored),,,,,,35.71,
Deductions:,,,,,,0.00,
"*  Invalid element",,,,,,,
"",,Total Total,,,Total,Total,
"",NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code,Score Score,,,Score (factored),,
"",,= +,,,+,-,
6 Anastasia PLATONOVA / Alexander GRACHEV,RUS,75.64  39.80,,,35.84,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 STw4  4.70  0.50,2 1 2 1,1 1 1 1,,1,1 - -,5.20,
2 RoLi4  4.00  0.50,1 1 1 1,1 2 1 1,,1,0 - -,4.50,
3 SeSt2  6.40  0.00,0 0 1 0,0 1 0 0,,0,0 - -,6.40,
4 SlLi4+RoLi4  6.40  0.70,2 2 2 1,1 1 1 2,,0,1 - -,7.10,
5 CuLi4  4.00  0.10,1 0 0 0,1 0 0 1,,0,1 - -,4.10,
6 MiSt3  6.20  0.00,0 0 0 0,0 1 0 0,,0,0 - -,6.20,
7 CoSp1  3.00  0.00,0 1 0 0,0 0 0 0,,0,0 - -,3.00,
8 SlLi2  3.00  0.30,1 0 0 1,0 1 0 1,,0,0 - -,3.30,
9 Li+TRANS  0.00  0.00,- - - -,- - - -,,-,- - -,0.00,
37.70,,,,,,39.80,
Program Components Factor,,,,,,,
Skating Skills  1.25,6.50 6.25 6.25 6.00,5.75 6.00 5.75 6.25,,6.00,6.00 - -,6.10,
Linking Footwork / Movement  1.75,6.25 6.00 6.00 5.50,5.50 5.50 5.50 6.25,,5.50,6.00 - -,5.75,
Performance  1.00,6.25 6.00 6.50 6.00,5.50 6.00 5.50 6.50,,5.75,6.25 - -,6.00,
Choreography  1.00,6.50 5.75 6.25 6.00,5.75 6.00 5.75 6.25,,6.00,6.25 - -,6.00,
Interpretation / Timing  1.00,6.50 6.00 6.25 6.00,5.50 6.25 6.00 6.50,,6.00,5.75 - -,6.15,
Judges Total Program Component Score (factored),,,,,,35.84,
Deductions:,,,,,,0.00,
"*  Invalid element",,,,,,,
ISU GP Cup of Russia,,,,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,,Total,Total,
"",NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code,Score Score,,,Score (factored),,
"",,= +,,,+,-,
7 Katherine COPELY / Deividas STAGNIUNAS,LTU,73.97  37.60,,,36.37,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 CuLi4  4.00  0.60,1 0 2 1,2 2 2 1,,1,1 - -,4.60,
2 STw4  4.70  0.20,0 -1 1 0,1 1 1 Info 0,,1,0 - -,4.90,Info
3 CiSt2  6.40  0.00,0 0 0 0,1 0 0 0,,0,0 - -,6.40,
4 DiSt2  5.40  0.00,0 0 0 0,0 0 0 0,,1,0 - -,5.40,
5 StaLi2  3.00  0.20,1 0 0 0,1 1 0 1,,0,1 - -,3.20,
6 SlLi4  4.00  0.40,1 0 0 1,2 1 0 2,,1,1 - -,4.40,
7 CoSp1  3.00  0.00,0 0 0 0,1 0 0 1,,0,1 - -,3.00,
8 CuLi1+RoLi4  5.20  0.50,1 0 1 1,2 2 1 2,,0,1 - -,5.70,
9 Li+TRANS  0.00  0.00,- - - -,- - - -,,-,- - -,0.00,
35.70,,,,,,37.60,
Program Components Factor,,,,,,,
Skating Skills  1.25,6.50 5.75 5.75 5.75,6.25 6.00 6.25 6.50,,6.00,6.25 - -,6.10,
Linking Footwork / Movement  1.75,6.25 5.25 5.75 5.50,6.25 6.00 6.00 6.00,,5.75,6.00 - -,5.85,
Performance  1.00,6.50 5.50 6.25 6.00,6.50 6.00 6.00 6.25,,6.00,6.00 - -,6.05,
Choreography  1.00,6.25 5.25 6.50 6.00,6.50 6.25 6.25 6.25,,6.25,6.25 - -,6.20,
Interpretation / Timing  1.00,6.50 5.50 6.75 6.00,6.50 6.25 6.25 6.50,,6.25,6.00 - -,6.25,
Judges Total Program Component Score (factored),,,,,,36.37,
Deductions:,,,,,,0.00,
"*  Invalid element",,,,,,,
"",,Total Total,,,Total,Total,
"",NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code,Score Score,,,Score (factored),,
"",,= +,,,+,-,
8 Allie HANN-MCCURDY / Michael CORENO,CAN,70.59  40.00,,,30.59,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 STw4  4.70 -0.50,-1 0 0 -1,0 -1 -1 -1,,-1,0 - -,4.20,
2 SlLi4  4.00  0.20,0 0 0 1,1 1 0 1,,0,0 - -,4.20,
3 DiSt2  5.40  0.00,0 0 0 0,0 0 0 0,,0,0 - -,5.40,
4 CuLi4  4.00  0.30,1 1 0 0,0 1 1 0,,0,1 - -,4.30,
5 CuLi4+RoLi4  6.40  0.30,1 1 1 1,1 0 0 1,,0,1 - -,6.70,
6 CiSt2  6.40  0.00,0 0 0 0,0 1 0 0,,0,0 - -,6.40,
7 RoLi4  4.00  0.00,0 0 0 0,0 0 0 0,,0,0 - -,4.00,
8 CoSp4  4.70  0.10,0 0 0 0,0 1 0 1,,0,1 - -,4.80,
9 Li+TRANS  0.00  0.00,- - - -,- - - -,,-,- - -,0.00,
39.60,,,,,,40.00,
Program Components Factor,,,,,,,
Skating Skills  1.25,5.50 5.00 5.50 5.75,5.25 5.25 5.00 5.25,,5.25,5.25 - -,5.25,
Linking Footwork / Movement  1.75,5.00 4.75 5.25 5.00,4.75 5.25 4.75 5.00,,4.75,5.00 - -,4.90,
Performance  1.00,5.25 4.75 5.50 5.50,5.25 5.50 4.75 5.50,,5.00,5.25 - -,5.20,
Choreography  1.00,5.00 4.50 5.50 5.50,5.25 5.25 4.75 5.25,,5.25,5.00 - -,5.10,
Interpretation / Timing  1.00,5.00 4.75 5.75 5.25,5.00 5.25 5.00 5.50,,5.25,5.00 - -,5.15,
Judges Total Program Component Score (factored),,,,,,30.59,
Deductions:,,,,,,0.00,
"*  Invalid element",,,,,,,
ISU GP Cup of Russia,,,,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,,Total,Total,
"",NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code,Score Score,,,Score (factored),,
"",,= +,,,+,-,
9 Zoe BLANC / Pierre-Loup BOUQUET,FRA,67.38  39.70,,,28.68,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 STw4  4.70  0.00,0 -1 0 0,0 1 0 0,,0,0 - -,4.70,
2 CoSp4  4.70  0.10,1 0 0 0,0 1 0 In0fo,,0,1 - -,4.80,Info
3 RoLi4  4.00  0.20,1 0 0 0,0 0 0 1,,1,0 - -,4.20,
4 CiSt2  6.40  0.00,0 0 0 0,0 1 -1 0,,0,0 - -,6.40,
5 SlLi4  4.00  0.30,1 1 1 0,1 0 1 1,,0,1 - -,4.30,
6 DiSt2  5.40  0.00,0 0 1 0,0 0 0 0,,0,0 - -,5.40,
7 SeLi4  6.40  0.40,1 1 1 1,1 1 0 1,,0,1 - -,6.80,
8 CuLi2  3.00  0.10,1 0 0 0,1 0 0 1,,0,0 - -,3.10,
38.60,,,,,,39.70,
Program Components Factor,,,,,,,
Skating Skills  1.25,5.25 4.50 5.50 4.75,4.75 5.25 4.75 5.00,,4.75,4.75 - -,4.90,
Linking Footwork / Movement  1.75,5.00 4.00 5.00 4.25,4.50 5.25 4.50 5.00,,4.25,4.50 - -,4.60,
Performance  1.00,5.00 4.50 5.50 4.75,4.75 5.25 4.50 5.25,,4.50,4.75 - -,4.80,
Choreography  1.00,5.25 4.25 5.50 4.75,4.75 5.50 4.50 5.00,,4.75,4.75 - -,4.85,
Interpretation / Timing  1.00,5.25 4.50 5.75 4.25,4.50 5.00 4.75 5.25,,4.75,4.75 - -,4.85,
Judges Total Program Component Score (factored),,,,,,28.68,
Deductions: Extended lifts:,-1.00,,,,,-1.00,
"*  Invalid element",,,,,,,
"",,Total Total,,,Total,Total,
"",NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
"",Code,Score Score,,,Score (factored),,
"",,= +,,,+,-,
10 Anna ZADOROZHNIUK / Sergei VERBILLO,UKR,67.18  34.80,,,35.38,3.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 SlLi4+RoLi4  6.40  0.50,1 1 2 1,1 1 1 2,,1,1 - -,6.90,
2 CiSt3  7.20  0.40,0 1 1 1,0 0 0 0,,1,0 - -,7.60,
3 STw2  3.50 -1.00,-2 -1 -2 -3,-2 -2 -2 -2,,-2,-2 - -,2.50,
4 CoSp3  4.00  0.00,0 0 0 0,0 0 0 0,,0,0 - -,4.00,
5 RoLi4  4.00  0.00,0 0 0 0,0 0 0 1,,0,-2 - -,4.00,
6 SlLi  0.00  0.00,- - - -,- - - -,,-,- - -,0.00,
7 MiSt2  5.40  0.00,0 0 0 0,0 0 -1 0,,1,0 - -,5.40,
8 CuLi4  4.00  0.40,1 1 0 1,0 1 0 1,,0,0 - -,4.40,
34.50,,,,,,34.80,
Program Components Factor,,,,,,,
Skating Skills  1.25,6.75 6.25 6.00 5.75,5.25 5.50 5.50 6.25,,5.75,6.00 - -,5.90,
Linking Footwork / Movement  1.75,6.50 6.25 6.50 5.25,5.25 6.00 5.25 6.00,,5.50,5.50 - -,5.80,
Performance  1.00,6.25 5.75 5.75 5.75,5.25 5.50 5.50 6.00,,5.50,5.50 - -,5.70,
Choreography  1.00,6.50 6.25 6.75 5.75,5.50 6.25 5.50 6.50,,6.25,5.75 - -,6.20,
Interpretation / Timing  1.00,6.75 6.00 6.25 5.50,5.25 6.00 5.50 6.00,,6.25,5.50 - -,5.95,
Judges Total Program Component Score (factored),,,,,,35.38,
Deductions: Falls:,-3.00,,,,,-3.00,
"*  Invalid element",,,,,,,
Printed: 23/11/2008 13:33:49,,,,,,,
